MinNormIw,VarRet,VanillaAvgRet,AvgVanillaIw,ESSRenyi,VarDiscRet,AvgNormIw,BatchSize,MinVanillaIw,ESSClassic,J,AvgRet,MaxNormIw,VarJ,AvgEpLen,AvgDiscRet,MaxVanillaIw,VarNormIw,eRenyi2,VarVanillaIw,Bound
,256.62887337303863,34.07641874443197,37995.836,6.740285752729416e-05,256.62887337303863,0.01,100,,1.0,45.885044,2.2382096176443156e-15,1.0,,4.41,2.2382096176443156e-15,3799583.8,0.010000002,1483616.6,144368400000.0,1737711.1
,1881.4409400143809,72.15847234975959,94944.63,4.392659865364975e-05,1881.4409400143809,0.01,100,,1.0,57.744724,1.7053025658242404e-14,1.0,,8.22,1.7053025658242404e-14,9494463.0,0.010000003,2276525.0,901448600000.0,5463787.5
,6156.840681888844,133.11335145036878,43887.945,1.300786780884418e-05,6156.840681888844,0.01,100,,1.0,266.8018,1.4210854715202004e-16,1.0,,14.32,1.4210854715202004e-16,4388794.5,0.010000003,7687655.0,192615070000.0,11644798.0
,5182.421532184723,142.8066135952597,334.87637,0.012366911531112414,5182.421532184723,0.01,100,,1.00006042615721,177.09918,-1.9895196601282807e-15,0.9999698,0.09395013,15.29,-1.9895196601282807e-15,33486.625,0.009999392,8086.0933,11213534.0,57663.207
6.374594e-08,7661.587474955546,140.0068517693838,2.3551798,9.093249742203158,7661.587474955546,0.01,100,1.5013315e-05,6.154686976814433,30.054415,9.094947017729283e-15,0.32099319,135.76532,15.01,9.094947017729283e-15,75.59966,0.0015401798,10.997169,85.43178,-4.5452347
0.00011426807,10273.37588147024,153.30573629137965,1.0208316,70.2045710676029,10273.37588147024,0.01,100,0.011664845,70.5358042676281,15.174236,-2.842170943040401e-15,0.029035848,165.61609,16.34,-2.842170943040401e-15,2.9640708,4.219391e-05,1.4244087,0.43970156,-27.361488
0.0043680854,7257.534741649369,148.40626943842616,0.9588162,73.7991397762433,7257.534741649369,0.009999998,100,0.41881907,85.11258767959367,12.863205,-8.384404281969182e-15,0.028099656,117.0784,15.85,-8.384404281969182e-15,2.6942403,1.7668151e-05,1.3550293,0.16242835,-27.982014
0.00517607,6382.5352735948145,131.70648151871012,1.0548763,82.709985363129,6382.5352735948145,0.01,100,0.5460114,83.9686299477407,6.1469603,1.7621459846850484e-14,0.03089351,107.17104,14.18,1.7621459846850484e-14,3.2588832,1.9284975e-05,1.2090439,0.21459626,-30.36696
0.0008605942,8302.318628689623,138.30689562514124,1.2302955,25.44682669097348,8302.318628689623,0.009999999,100,0.10587852,12.653544258484347,44.71839,-2.0321522242738864e-14,0.26483053,224.94414,14.84,-2.0321522242738864e-14,32.58198,0.000697265,3.929763,10.553994,3.030159
0.00017831023,8592.660107668717,148.40634806867288,2.2466779,8.363958410888104,8592.660107668717,0.01,100,0.040060565,4.5705298439728805,92.305305,4.263256414560601e-15,0.4573182,508.90204,15.85,4.263256414560601e-15,102.74467,0.0021090202,11.956061,106.45408,87.62706
1.07855085e-08,5813.537111796163,137.20641563380843,1.0445818,35.705013517803245,5813.537111796163,0.01,100,1.1266345e-06,42.53646584093001,28.475595,8.526512829121202e-15,0.057579223,146.01715,14.73,8.526512829121202e-15,6.014621,0.00013645699,2.8007271,1.4889519,-10.074196
0.0023413454,5880.489414753372,140.10497688778867,0.9756954,92.78996365879219,5880.489414753372,0.01,100,0.22844398,92.21942097719084,5.243746,-2.842170943040401e-14,0.015275282,84.62271,15.02,-2.842170943040401e-14,1.4904021,8.522248e-06,1.0777028,0.08113022,-21.95232
