AvgDiscRet,MaxNormIw,BatchSize,VarNormIw,J,VarDiscRet,ESSRenyi,AvgNormIw,IterType,VarRet,MaxVanillaIw,EpsThisIter,MinVanillaIw,VanillaAvgRet,VarVanillaIw,MinNormIw,ESSClassic,VarJ,AvgEpLen,Bound,eRenyi2,AvgVanillaIw,AvgRet,Delta
-64.8037351377,0.01,400,3.50449e-18,-64.8037,136.399249145,400.0,0.01,2,136.399249145,1.0,100,1.0,-64.8037351377,,0.01,100.0,11.6205,94.35,-71.7006,1.0,1.0,-64.8037351377,0.7
-91.1994619498,0.005,400,2.1793e-19,-78.0016,8248.21209698,400.0,0.005,2,8248.21209698,1.0,100,1.0,-91.1994619498,,0.005,200.000000102,65.7614,124.51,-97.3115,1.0,1.0,-91.1994619498,0.7
-90.0499151145,0.00333333,400,5.43914e-20,-82.0177,8244.76204594,400.0,0.00333333,2,8244.76204594,1.0,100,1.0,-90.0499151145,,0.00333333,299.999969474,75.0738,123.36,-97.7842,1.0,1.0,-90.0499151145,0.7
-90.927381272,0.00898828,400,3.88481e-06,-78.0746,8214.83574586,252.317703859,0.0025,1,8214.83574586,3.40538,100,7.85334e-05,-90.927381272,0.557631,2.07284e-07,246.911315818,74.66,124.49,-95.2664,1.5853,0.947172,-90.927381272,0.7
-94.2500411482,0.01,400,3.50449e-18,-94.25,9242.98313805,400.0,0.01,2,9242.98313805,1.0,100,1.0,-94.2500411482,,0.01,100.0,95.6585,128.94,-121.558,1.0,1.0,-94.2500411482,0.7
-108.519744911,0.005,400,2.1793e-19,-101.385,13209.7030119,400.0,0.005,2,13209.7030119,1.0,100,1.0,-108.519744911,,0.005,200.000000102,105.664,144.77,-120.695,1.0,1.0,-108.519744911,0.7
-91.6331035008,0.00333333,400,5.43914e-20,-98.1343,8204.80030517,400.0,0.00333333,2,8204.80030517,1.0,100,1.0,-91.6331035008,,0.00333333,299.999969474,100.857,125.32,-113.901,1.0,1.0,-91.6331035008,0.7
-85.0059367143,0.00552146,400,3.3689e-07,-93.7632,5977.14138247,374.646430169,0.0025,1,5977.14138247,2.19827,100,0.589808,-85.0059367143,0.0534003,0.00148144,379.590370188,94.4887,117.76,-107.872,1.06767,0.995332,-85.0059367143,0.7
-90.4789753394,0.01,400,3.50449e-18,-90.479,8242.90131437,400.0,0.01,2,8242.90131437,1.0,100,1.0,-90.4789753394,,0.01,100.0,90.3353,123.72,-117.787,1.0,1.0,-90.4789753394,0.7
-78.5987454712,0.005,400,2.1793e-19,-84.5389,3721.71111481,400.0,0.005,2,3721.71111481,1.0,100,1.0,-78.5987454712,,0.005,200.000000102,77.1866,110.53,-103.849,1.0,1.0,-78.5987454712,0.7
-81.6013255373,0.00333333,400,5.43914e-20,-83.5597,4856.33524997,400.0,0.00333333,2,4856.33524997,1.0,100,1.0,-81.6013255373,,0.00333333,299.999969474,74.675,114.41,-99.3262,1.0,1.0,-81.6013255373,0.7
-101.658915681,0.0142597,400,3.18374e-06,-80.2365,11283.206751,278.501364227,0.0025,1,11283.206751,6.16115,100,0.00701806,-101.658915681,0.594342,1.6243e-05,265.230144662,72.8531,136.91,-96.6003,1.43626,1.08016,-101.658915681,0.7
-80.7967060353,0.01,400,3.50449e-18,-80.7967,4934.81803952,400.0,0.01,2,4934.81803952,1.0,100,1.0,-80.7967060353,,0.01,100.0,69.8961,113.01,-108.105,1.0,1.0,-80.7967060353,0.7
-97.4560547964,0.005,400,2.1793e-19,-89.1264,10316.141262,400.0,0.005,2,10316.141262,1.0,100,1.0,-97.4560547964,,0.005,200.000000102,87.2846,131.94,-108.436,1.0,1.0,-97.4560547964,0.7
-80.283318423,0.00333333,400,5.43914e-20,-86.1787,4924.67309793,400.0,0.00333333,2,4924.67309793,1.0,100,1.0,-80.283318423,,0.00333333,299.999969474,81.9853,112.82,-101.945,1.0,1.0,-80.283318423,0.7
-95.3679474603,0.00607256,400,3.25174e-06,-80.2496,9207.53667437,261.464885813,0.0025,1,9207.53667437,2.53018,100,4.7103e-05,-95.3679474603,0.564515,1.1305e-07,263.334936529,74.4011,130.28,-97.1381,1.52984,1.04164,-95.3679474603,0.7
-98.7784862553,0.01,400,3.50449e-18,-98.7785,10216.367146,400.0,0.01,2,10216.367146,1.0,100,1.0,-98.7784862553,,0.01,100.0,100.569,133.66,-126.086,1.0,1.0,-98.7784862553,0.7
-80.7070197259,0.005,400,2.1793e-19,-89.7428,4874.10623018,400.0,0.005,2,4874.10623018,1.0,100,1.0,-80.7070197259,,0.005,200.000000102,86.899,112.89,-109.053,1.0,1.0,-80.7070197259,0.7
-101.963061515,0.00333333,400,5.43914e-20,-93.8162,11239.4506688,400.0,0.00333333,2,11239.4506688,1.0,100,1.0,-101.963061515,,0.00333333,299.999969474,93.6829,138.23,-109.583,1.0,1.0,-101.963061515,0.7
-90.8523909682,0.0105429,400,1.28081e-06,-89.0524,8257.95705976,328.551849552,0.0025,1,8257.95705976,4.24157,100,0.690656,-90.8523909682,0.20731,0.0017167,332.110592609,83.3504,124.39,-104.118,1.21746,1.00579,-90.8523909682,0.7
-84.9683916746,0.01,400,3.50449e-18,-84.9684,5998.58443523,400.0,0.01,2,5998.58443523,1.0,100,1.0,-84.9683916746,,0.01,100.0,77.0623,118.09,-112.276,1.0,1.0,-84.9683916746,0.7
-97.1140550312,0.005,400,2.1793e-19,-91.0412,10333.1168591,400.0,0.005,2,10333.1168591,1.0,100,1.0,-97.1140550312,,0.005,200.000000102,90.117,131.25,-110.351,1.0,1.0,-97.1140550312,0.7
-91.3091838352,0.00333333,400,5.43914e-20,-91.1305,8189.36153386,400.0,0.00333333,2,8189.36153386,1.0,100,1.0,-91.3091838352,,0.00333333,299.999969474,90.0919,125.77,-106.897,1.0,1.0,-91.3091838352,0.7
-82.070231719,0.00638242,400,1.96833e-06,-85.8842,6072.63133524,299.607775487,0.0025,1,6072.63133524,2.52757,100,0.00474401,-82.070231719,0.308698,1.19792e-05,304.380318765,87.871,113.91,-101.661,1.33508,0.990052,-82.070231719,0.7
-91.4485758881,0.01,400,3.50449e-18,-91.4486,8186.4563397,400.0,0.01,2,8186.4563397,1.0,100,1.0,-91.4485758881,,0.01,100.0,90.0255,125.46,-118.757,1.0,1.0,-91.4485758881,0.7
-72.3627883035,0.005,400,2.1793e-19,-81.9057,2579.02295035,400.0,0.005,2,2579.02295035,1.0,100,1.0,-72.3627883035,,0.005,200.000000102,73.6205,102.51,-101.216,1.0,1.0,-72.3627883035,0.7
-88.7426686935,0.00333333,400,5.43914e-20,-84.1847,7119.485416,400.0,0.00333333,2,7119.485416,1.0,100,1.0,-88.7426686935,,0.00333333,299.999969474,77.2861,121.7,-99.9512,1.0,1.0,-88.7426686935,0.7
-93.819015305,0.015934,400,3.26465e-06,-80.7527,9329.62897533,267.863171691,0.0025,1,9329.62897533,6.80316,100,0.0345292,-93.819015305,0.595125,8.08725e-05,262.978434823,70.6166,127.62,-97.4382,1.4933,1.0674,-93.819015305,0.7
-94.6323716672,0.01,400,3.50449e-18,-94.6324,9227.60180778,400.0,0.01,2,9227.60180778,1.0,100,1.0,-94.6323716672,,0.01,100.0,95.5789,128.99,-121.941,1.0,1.0,-94.6323716672,0.7
-97.9050437912,0.005,400,2.1793e-19,-96.2687,10285.5015531,400.0,0.005,2,10285.5015531,1.0,100,1.0,-97.9050437912,,0.005,200.000000102,98.2938,131.98,-115.579,1.0,1.0,-97.9050437912,0.7
-77.2745632055,0.00333333,400,5.43914e-20,-89.9373,3739.44582448,400.0,0.00333333,2,3739.44582448,1.0,100,1.0,-77.2745632055,,0.00333333,299.999969474,88.0642,109.03,-105.704,1.0,1.0,-77.2745632055,0.7
-86.7396735793,0.0205721,400,4.3168e-06,-82.2119,7173.14953307,256.74183095,0.0025,1,7173.14953307,7.78971,100,0.0018342,-86.7396735793,0.618938,4.84401e-06,236.83189225,79.1136,119.7,-99.255,1.55799,0.946635,-86.7396735793,0.7
-81.5507244579,0.01,400,3.50449e-18,-81.5507,4861.1780309,400.0,0.01,2,4861.1780309,1.0,100,1.0,-81.5507244579,,0.01,100.0,69.3727,114.12,-108.859,1.0,1.0,-81.5507244579,0.7
-90.7059672518,0.005,400,2.1793e-19,-86.1283,8219.51843008,400.0,0.005,2,8219.51843008,1.0,100,1.0,-90.7059672518,,0.005,200.000000102,80.5971,124.48,-105.438,1.0,1.0,-90.7059672518,0.7
-69.9340165651,0.00333333,400,5.43914e-20,-80.7302,1347.688678,400.0,0.00333333,2,1347.688678,1.0,100,1.0,-69.9340165651,,0.00333333,299.999969474,69.5242,100.78,-96.4967,1.0,1.0,-69.9340165651,0.7
-85.007223231,0.0127185,400,1.31014e-06,-79.7143,5990.66273024,335.763472819,0.0025,1,5990.66273024,5.24869,100,0.141985,-85.007223231,0.223122,0.000344055,330.825139105,64.7336,117.87,-94.6175,1.19131,1.0317,-85.007223231,0.7
-83.149607318,0.01,400,3.50449e-18,-83.1496,4861.20650768,400.0,0.01,2,4861.20650768,1.0,100,1.0,-83.149607318,,0.01,100.0,69.3729,115.61,-110.458,1.0,1.0,-83.149607318,0.7
-84.0296314596,0.005,400,2.1793e-19,-83.5896,6001.64684924,400.0,0.005,2,6001.64684924,1.0,100,1.0,-84.0296314596,,0.005,200.000000102,73.3301,116.57,-102.899,1.0,1.0,-84.0296314596,0.7
-88.875949534,0.00333333,400,5.43914e-20,-85.3517,7079.02723146,400.0,0.00333333,2,7079.02723146,1.0,100,1.0,-88.875949534,,0.00333333,299.999969474,76.9881,122.29,-101.118,1.0,1.0,-88.875949534,0.7
-97.840858022,0.012184,400,6.95599e-06,-77.6092,10302.5960919,189.627893534,0.0025,1,10302.5960919,4.75927,100,2.83177e-05,-97.840858022,1.06136,7.24949e-08,189.55770816,68.4592,132.59,-97.4403,2.10939,0.976543,-97.840858022,0.7
-80.5326206757,0.01,400,3.50449e-18,-80.5326,4920.04611836,400.0,0.01,2,4920.04611836,1.0,100,1.0,-80.5326206757,,0.01,100.0,69.7914,112.55,-107.841,1.0,1.0,-80.5326206757,0.7
-86.6316129142,0.005,400,2.1793e-19,-83.5821,5947.51720999,400.0,0.005,2,5947.51720999,1.0,100,1.0,-86.6316129142,,0.005,200.000000102,73.4081,120.03,-102.892,1.0,1.0,-86.6316129142,0.7
-83.8503155005,0.00333333,400,5.43914e-20,-83.6715,6024.8134899,400.0,0.00333333,2,6024.8134899,1.0,100,1.0,-83.8503155005,,0.00333333,299.999969474,74.7041,116.96,-99.438,1.0,1.0,-83.8503155005,0.7
-106.958149122,0.0111777,400,1.17574e-06,-86.2922,13355.270824,333.591210183,0.0025,1,13355.270824,4.47806,100,0.0731691,-106.958149122,0.188708,0.000182637,336.800096948,80.9585,142.49,-101.244,1.19907,1.00156,-106.958149122,0.7
-80.2532860914,0.01,400,3.50449e-18,-80.2533,4910.22021999,400.0,0.01,2,4910.22021999,1.0,100,1.0,-80.2532860914,,0.01,100.0,69.7217,111.9,-107.562,1.0,1.0,-80.2532860914,0.7
-83.9955294806,0.005,400,2.1793e-19,-82.1244,6020.64841385,400.0,0.005,2,6020.64841385,1.0,100,1.0,-83.9955294806,,0.005,200.000000102,73.5818,116.66,-101.434,1.0,1.0,-83.9955294806,0.7
-96.1950778255,0.00333333,400,5.43914e-20,-86.8146,9171.21543149,400.0,0.00333333,2,9171.21543149,1.0,100,1.0,-96.1950778255,,0.00333333,299.999969474,81.7314,131.3,-102.581,1.0,1.0,-96.1950778255,0.7
-83.0020112935,0.0120227,400,8.94782e-07,-84.0082,6044.59538479,356.754517691,0.0025,1,6044.59538479,4.78478,100,0.454751,-83.0020112935,0.141721,0.00114265,350.015371556,76.9863,115.72,-98.4663,1.12122,0.994944,-83.0020112935,0.7
-72.649533217,0.01,400,3.50449e-18,-72.6495,2572.55316802,400.0,0.01,2,2572.55316802,1.0,100,1.0,-72.649533217,,0.01,100.0,50.4661,103.29,-99.9573,1.0,1.0,-72.649533217,0.7
-97.3076354635,0.005,400,2.1793e-19,-84.9786,10342.8710441,400.0,0.005,2,10342.8710441,1.0,100,1.0,-97.3076354635,,0.005,200.000000102,80.902,131.38,-104.288,1.0,1.0,-97.3076354635,0.7
-88.6202529643,0.00333333,400,5.43914e-20,-86.1925,7117.14213366,400.0,0.00333333,2,7117.14213366,1.0,100,1.0,-88.6202529643,,0.00333333,299.999969474,81.9453,121.94,-101.959,1.0,1.0,-88.6202529643,0.7
-85.7479906298,0.0119815,400,2.93897e-06,-80.2614,5996.66049582,274.003894669,0.0025,1,5996.66049582,4.93015,100,0.0422754,-85.7479906298,0.497616,0.00010274,272.283071628,68.7735,119.17,-96.7589,1.45983,1.0287,-85.7479906298,0.7
-82.5016823107,0.01,400,3.50449e-18,-82.5017,4896.65099321,400.0,0.01,2,4896.65099321,1.0,100,1.0,-82.5016823107,,0.01,100.0,69.6253,115.3,-109.81,1.0,1.0,-82.5016823107,0.7
-76.9853274213,0.005,400,2.1793e-19,-79.7435,3782.25183777,400.0,0.005,2,3782.25183777,1.0,100,1.0,-76.9853274213,,0.005,200.000000102,65.6023,108.29,-99.0531,1.0,1.0,-76.9853274213,0.7
-73.6173739655,0.00333333,400,5.43914e-20,-77.7015,2576.58625029,400.0,0.00333333,2,2576.58625029,1.0,100,1.0,-73.6173739655,,0.00333333,299.999969474,61.0551,104.59,-93.4676,1.0,1.0,-73.6173739655,0.7
-84.8266429313,0.00678728,400,1.07218e-06,-76.9326,6037.59120865,334.162258316,0.0025,1,6037.59120865,2.69178,100,0.0337133,-84.8266429313,0.168638,8.50076e-05,341.5531685,59.5979,117.82,-91.8711,1.19702,0.99148,-84.8266429313,0.7
-90.301651234,0.01,400,3.50449e-18,-90.3016,8262.21027696,400.0,0.01,2,8262.21027696,1.0,100,1.0,-90.301651234,,0.01,100.0,90.4411,123.77,-117.61,1.0,1.0,-90.301651234,0.7
-79.0013256358,0.005,400,2.1793e-19,-84.6515,4913.26794963,400.0,0.005,2,4913.26794963,1.0,100,1.0,-79.0013256358,,0.005,200.000000102,80.9555,110.18,-103.961,1.0,1.0,-79.0013256358,0.7
-72.2164973116,0.00333333,400,5.43914e-20,-80.5065,2583.08512467,400.0,0.00333333,2,2583.08512467,1.0,100,1.0,-72.2164973116,,0.00333333,299.999969474,72.4981,103.07,-96.273,1.0,1.0,-72.2164973116,0.7
-77.9061601402,0.00532688,400,1.05236e-06,-76.511,3745.87288767,333.95329969,0.0025,1,3745.87288767,2.08236,100,0.0958931,-77.9061601402,0.160817,0.000245304,342.478613305,60.8324,110.06,-91.4545,1.19777,0.97729,-77.9061601402,0.7
-81.2446980555,0.01,400,3.50449e-18,-81.2447,4859.61366852,400.0,0.01,2,4859.61366852,1.0,100,1.0,-81.2446980555,,0.01,100.0,69.3615,113.83,-108.553,1.0,1.0,-81.2446980555,0.7
-94.9869337513,0.005,400,2.1793e-19,-88.1158,9267.48255769,400.0,0.005,2,9267.48255769,1.0,100,1.0,-94.9869337513,,0.005,200.000000102,83.9055,129.11,-107.426,1.0,1.0,-94.9869337513,0.7
-87.4986560656,0.00333333,400,5.43914e-20,-87.9101,7128.90178048,400.0,0.00333333,2,7128.90178048,1.0,100,1.0,-87.4986560656,,0.00333333,299.999969474,83.9407,120.7,-103.677,1.0,1.0,-87.4986560656,0.7
-98.3164409912,0.00734597,400,2.36132e-06,-87.1865,10258.6543833,292.548930302,0.0025,1,10258.6543833,3.00914,100,0.0295492,-98.3164409912,0.396226,7.21359e-05,290.514686402,88.3917,132.98,-103.153,1.36729,1.02408,-98.3164409912,0.7
-83.7339973731,0.01,400,3.50449e-18,-83.734,6027.97611951,400.0,0.01,2,6027.97611951,1.0,100,1.0,-83.7339973731,,0.01,100.0,77.2509,116.5,-111.042,1.0,1.0,-83.7339973731,0.7
-83.5421899845,0.005,400,2.1793e-19,-83.6381,4840.92936805,400.0,0.005,2,4840.92936805,1.0,100,1.0,-83.5421899845,,0.005,200.000000102,73.3493,116.72,-102.948,1.0,1.0,-83.5421899845,0.7
-89.2518116871,0.00333333,400,5.43914e-20,-85.5093,7104.09364147,400.0,0.00333333,2,7104.09364147,1.0,100,1.0,-89.2518116871,,0.00333333,299.999969474,77.0591,123.03,-101.276,1.0,1.0,-89.2518116871,0.7
-93.4028963493,0.00830041,400,3.8002e-06,-80.5145,9303.09427697,247.021916526,0.0025,1,9303.09427697,3.35932,100,8.62545e-05,-93.4028963493,0.622457,2.13123e-07,248.986645576,75.4066,127.6,-97.8895,1.61929,1.01179,-93.4028963493,0.7
-94.9924035926,0.01,400,3.50449e-18,-94.9924,9230.48935525,400.0,0.01,2,9230.48935525,1.0,100,1.0,-94.9924035926,,0.01,100.0,95.5938,129.31,-122.301,1.0,1.0,-94.9924035926,0.7
-88.0296542867,0.005,400,2.1793e-19,-91.511,7115.68986607,400.0,0.005,2,7115.68986607,1.0,100,1.0,-88.0296542867,,0.005,200.000000102,90.0193,121.18,-110.821,1.0,1.0,-88.0296542867,0.7
-94.7240811813,0.00333333,400,5.43914e-20,-92.5821,9250.15615089,400.0,0.00333333,2,9250.15615089,1.0,100,1.0,-94.7240811813,,0.00333333,299.999969474,91.9628,129.12,-108.349,1.0,1.0,-94.7240811813,0.7
-85.723305634,0.0120359,400,1.70386e-06,-88.3872,6023.75252162,320.187457161,0.0025,1,6023.75252162,4.79878,100,0.000165958,-85.723305634,0.270855,4.16242e-07,314.481323928,88.7791,119.04,-103.649,1.24927,0.996763,-85.723305634,0.7
-83.5385613085,0.01,400,3.50449e-18,-83.5386,6053.70876628,400.0,0.01,2,6053.70876628,1.0,100,1.0,-83.5385613085,,0.01,100.0,77.4156,116.2,-110.847,1.0,1.0,-83.5385613085,0.7
-88.4976865117,0.005,400,2.1793e-19,-86.0181,7085.42697641,400.0,0.005,2,7085.42697641,1.0,100,1.0,-88.4976865117,,0.005,200.000000102,80.6847,121.54,-105.328,1.0,1.0,-88.4976865117,0.7
-98.3981503452,0.00333333,400,5.43914e-20,-90.1448,10264.4098536,400.0,0.00333333,2,10264.4098536,1.0,100,1.0,-98.3981503452,,0.00333333,299.999969474,88.0984,133.27,-105.911,1.0,1.0,-98.3981503452,0.7
-85.9255586043,0.013725,400,2.92188e-06,-81.6493,5974.98239614,271.920343617,0.0025,1,5974.98239614,5.49205,100,0.000142031,-85.9255586043,0.467851,3.54944e-07,272.789535283,77.4618,119.48,-98.2099,1.47102,1.00038,-85.9255586043,0.7
-75.446816147,0.01,400,3.50449e-18,-75.4468,2577.52674593,400.0,0.01,2,2577.52674593,1.0,100,1.0,-75.446816147,,0.01,100.0,50.5149,106.48,-102.755,1.0,1.0,-75.446816147,0.7
-73.3424445164,0.005,400,2.1793e-19,-74.3946,2592.41332204,400.0,0.005,2,2592.41332204,1.0,100,1.0,-73.3424445164,,0.005,200.000000102,50.5987,103.77,-93.7046,1.0,1.0,-73.3424445164,0.7
-82.9832670884,0.00333333,400,5.43914e-20,-77.2575,4863.34724564,400.0,0.00333333,2,4863.34724564,1.0,100,1.0,-82.9832670884,,0.00333333,299.999969474,57.6898,116.21,-93.024,1.0,1.0,-82.9832670884,0.7
-99.3102963416,0.00893479,400,8.18762e-07,-81.3648,10236.1915243,361.425454671,0.0025,1,10236.1915243,3.64505,100,0.748659,-99.3102963416,0.136268,0.00183512,353.771144381,68.3333,134.45,-95.7292,1.10673,1.0199,-99.3102963416,0.7
-86.4831694947,0.01,400,3.50449e-18,-86.4832,7174.44029546,400.0,0.01,2,7174.44029546,1.0,100,1.0,-86.4831694947,,0.01,100.0,84.2775,119.45,-113.791,1.0,1.0,-86.4831694947,0.7
-88.617091835,0.005,400,2.1793e-19,-87.5501,7076.15607306,400.0,0.005,2,7076.15607306,1.0,100,1.0,-88.617091835,,0.005,200.000000102,83.9951,122.61,-106.86,1.0,1.0,-88.617091835,0.7
-81.1007528555,0.00333333,400,5.43914e-20,-85.4003,4871.14403186,400.0,0.00333333,2,4871.14403186,1.0,100,1.0,-81.1007528555,,0.00333333,299.999969474,79.4995,113.41,-101.167,1.0,1.0,-81.1007528555,0.7
-95.1970058972,0.00820631,400,5.99851e-06,-76.8826,9233.21300038,199.015953099,0.0025,1,9233.21300038,3.46481,100,3.9155e-05,-95.1970058972,1.06932,9.27375e-08,204.356593045,65.1513,129.72,-96.2402,2.00989,1.05553,-95.1970058972,0.7
-95.8011106548,0.01,400,3.50449e-18,-95.8011,9226.86453052,400.0,0.01,2,9226.86453052,1.0,100,1.0,-95.8011106548,,0.01,100.0,95.5751,130.72,-123.109,1.0,1.0,-95.8011106548,0.7
-98.815286285,0.005,400,2.1793e-19,-97.3082,10260.9745252,400.0,0.005,2,10260.9745252,1.0,100,1.0,-98.815286285,,0.005,200.000000102,98.2281,133.96,-116.618,1.0,1.0,-98.815286285,0.7
-82.0087362982,0.00333333,400,5.43914e-20,-92.2084,4863.13103778,400.0,0.00333333,2,4863.13103778,1.0,100,1.0,-82.0087362982,,0.00333333,299.999969474,89.9408,114.91,-107.975,1.0,1.0,-82.0087362982,0.7
-84.923052613,0.0108408,400,8.92357e-06,-75.1641,5994.09528693,175.679144504,0.0025,1,5994.09528693,4.10291,100,2.85646e-18,-84.923052613,1.27819,7.54742e-21,165.002848968,73.0841,117.23,-95.7673,2.27688,0.94617,-84.923052613,0.7
-85.8066313359,0.01,400,3.50449e-18,-85.8066,5974.97017455,400.0,0.01,2,5974.97017455,1.0,100,1.0,-85.8066313359,,0.01,100.0,76.9105,118.62,-113.114,1.0,1.0,-85.8066313359,0.7
-76.1278924125,0.005,400,2.1793e-19,-80.9673,2546.52399061,400.0,0.005,2,2546.52399061,1.0,100,1.0,-76.1278924125,,0.005,200.000000102,65.1273,108.46,-100.277,1.0,1.0,-76.1278924125,0.7
-88.7662102091,0.00333333,400,5.43914e-20,-83.5669,7081.8618638,400.0,0.00333333,2,7081.8618638,1.0,100,1.0,-88.7662102091,,0.00333333,299.999969474,71.96,122.28,-99.3334,1.0,1.0,-88.7662102091,0.7
-77.4889415297,0.00535201,400,2.98507e-06,-76.948,3730.0126604,272.970722611,0.0025,1,3730.0126604,2.15711,100,0.000365436,-77.4889415297,0.484915,9.06682e-07,270.926268704,59.3752,109.92,-93.4766,1.46536,1.00762,-77.4889415297,0.7
-90.242725507,0.01,400,3.50449e-18,-90.2427,8259.77438724,400.0,0.01,2,8259.77438724,1.0,100,1.0,-90.242725507,,0.01,100.0,90.4277,123.13,-117.551,1.0,1.0,-90.242725507,0.7
-90.5652051817,0.005,400,2.1793e-19,-90.404,7097.88461458,400.0,0.005,2,7097.88461458,1.0,100,1.0,-90.5652051817,,0.005,200.000000102,87.1898,124.11,-109.714,1.0,1.0,-90.5652051817,0.7
-81.7280663057,0.00333333,400,5.43914e-20,-87.512,6088.5218212,400.0,0.00333333,2,6088.5218212,1.0,100,1.0,-81.7280663057,,0.00333333,299.999969474,84.2258,113.21,-103.278,1.0,1.0,-81.7280663057,0.7
-86.6991801107,0.0166167,400,7.19862e-06,-76.3352,7188.24429287,181.327006514,0.0025,1,7188.24429287,6.59582,100,5.63423e-05,-86.6991801107,1.13421,1.41942e-07,186.141784613,65.0685,119.62,-96.615,2.20596,0.992345,-86.6991801107,0.7
-98.7462758245,0.01,400,3.50449e-18,-98.7463,10251.8271663,400.0,0.01,2,10251.8271663,1.0,100,1.0,-98.7462758245,,0.01,100.0,100.744,133.65,-126.055,1.0,1.0,-98.7462758245,0.7
-92.0737184598,0.005,400,2.1793e-19,-95.41,8164.46954164,400.0,0.005,2,8164.46954164,1.0,100,1.0,-92.0737184598,,0.005,200.000000102,95.5364,125.86,-114.72,1.0,1.0,-92.0737184598,0.7
-84.2924074997,0.00333333,400,5.43914e-20,-91.7041,6017.4621735,400.0,0.00333333,2,6017.4621735,1.0,100,1.0,-84.2924074997,,0.00333333,299.999969474,89.989,116.71,-107.471,1.0,1.0,-84.2924074997,0.7
-99.4246918668,0.0152865,400,1.56036e-05,-74.4944,10254.6427044,110.422195411,0.0025,1,10254.6427044,6.74839,100,1.06525e-12,-99.4246918668,3.04094,2.41301e-15,114.602258036,57.9149,134.45,-100.482,3.62246,1.10365,-99.4246918668,0.7
-74.3676106289,0.01,400,3.50449e-18,-74.3676,2576.95208521,400.0,0.01,2,2576.95208521,1.0,100,1.0,-74.3676106289,,0.01,100.0,50.5092,105.8,-101.675,1.0,1.0,-74.3676106289,0.7
-90.1075637479,0.005,400,2.1793e-19,-82.2376,8258.64215416,400.0,0.005,2,8258.64215416,1.0,100,1.0,-90.1075637479,,0.005,200.000000102,73.6584,123.54,-101.548,1.0,1.0,-90.1075637479,0.7
-79.3778609897,0.00333333,400,5.43914e-20,-81.2843,3682.51173343,400.0,0.00333333,2,3682.51173343,1.0,100,1.0,-79.3778609897,,0.00333333,299.999969474,69.5276,112.17,-97.0508,1.0,1.0,-79.3778609897,0.7
-98.6797572783,0.0279987,400,3.78668e-06,-81.0324,10242.1326069,317.962428533,0.0025,1,10242.1326069,12.0561,100,0.22117,-98.6797572783,0.702098,0.000513638,249.321498902,66.2851,133.71,-96.347,1.25801,1.07649,-98.6797572783,0.7
-89.7997790048,0.01,400,3.50449e-18,-89.7998,8260.76101914,400.0,0.01,2,8260.76101914,1.0,100,1.0,-89.7997790048,,0.01,100.0,90.4331,122.98,-117.11,1.0,1.0,-89.7997790048,0.7
-78.4635479665,0.005,400,2.1793e-19,-84.1317,3750.90792896,400.0,0.005,2,3750.90792896,1.0,100,1.0,-78.4635479665,,0.005,200.000000102,77.3169,110.22,-103.443,1.0,1.0,-78.4635479665,0.7
-107.497334332,0.00333333,400,5.43914e-20,-91.9202,13306.1045948,400.0,0.00333333,2,13306.1045948,1.0,100,1.0,-107.497334332,,0.00333333,299.999969474,92.1825,143.16,-107.688,1.0,1.0,-107.497334332,0.7
-87.5433499052,0.0107617,400,3.36208e-06,-84.9542,7094.6295341,259.370478525,0.0025,1,7094.6295341,4.48732,100,0.0710656,-87.5433499052,0.584547,0.000170433,260.316881218,78.5408,120.8,-101.912,1.5422,1.04243,-87.5433499052,0.7
-95.7952668941,0.01,400,3.50449e-18,-95.7953,9192.26686065,400.0,0.01,2,9192.26686065,1.0,100,1.0,-95.7952668941,,0.01,100.0,95.3957,130.81,-123.103,1.0,1.0,-95.7952668941,0.7
-83.8520747215,0.005,400,2.1793e-19,-89.8237,6037.17503066,400.0,0.005,2,6037.17503066,1.0,100,1.0,-83.8520747215,,0.005,200.000000102,87.0301,116.51,-109.133,1.0,1.0,-83.8520747215,0.7
-101.793137626,0.00333333,400,5.43914e-20,-93.8135,11256.9663002,400.0,0.00333333,2,11256.9663002,1.0,100,1.0,-101.793137626,,0.00333333,299.999969474,93.7877,136.68,-109.58,1.0,1.0,-101.793137626,0.7
-99.209316843,0.00822153,400,1.8993e-06,-90.7285,10204.261131,309.184116983,0.0025,1,10204.261131,3.29436,100,0.12198,-99.209316843,0.30495,0.000304419,306.953566992,96.7371,134.36,-106.259,1.29373,1.00175,-99.209316843,0.7
-101.734357187,0.01,400,3.50449e-18,-101.734,10108.7501907,400.0,0.01,2,10108.7501907,1.0,100,1.0,-101.734357187,,0.01,100.0,100.038,138.17,-129.042,1.0,1.0,-101.734357187,0.7
-87.8108265513,0.005,400,2.1793e-19,-94.7726,7172.68315418,400.0,0.005,2,7172.68315418,1.0,100,1.0,-87.8108265513,,0.005,200.000000102,92.7512,120.92,-114.082,1.0,1.0,-87.8108265513,0.7
-87.490360557,0.00333333,400,5.43914e-20,-92.3452,7150.82003069,400.0,0.00333333,2,7150.82003069,1.0,100,1.0,-87.490360557,,0.00333333,299.999969474,90.0374,120.47,-108.112,1.0,1.0,-87.490360557,0.7
