MaxVanillaIw,VarDiscRet,MinVanillaIw,MaxNormIw,AvgNormIw,VarVanillaIw,ESSClassic,J,VarRet,EpsThisIter,ESSRenyi,VarNormIw,AvgDiscRet,IterType,MinNormIw,Delta,AvgVanillaIw,VanillaAvgRet,eRenyi2,BatchSize,AvgEpLen,Bound,VarJ,AvgRet
157.54219,10041.270214612372,,0.93025035,0.009999999,248.04764,1.1544648062670375,489.3259,10041.270214612372,100,1.8772794715453704,0.008648508,107.9389303763378,1,,0.9,1.6935462,107.9389303763378,53.268574,100,11.8,365.28162,205.44301,107.9389303763378
inf,49767.08012772964,0.006347506,nan,nan,nan,nan,nan,10041.270214612372,100,4527356.132585938,nan,286.36502450303766,,nan,0.9,inf,107.9389303763378,4.4175893e-05,200,11.8,nan,nan,107.9389303763378
400.64716,171506.80485547887,,0.95336795,0.005000001,802.48254,1.0998147075330904,3940.4216,171506.80485547887,100,1.8266805288052825,0.0045439396,136.03128232686058,1,,0.9,2.10122,136.03128232686058,109.48822,200,14.61,2924.6409,2580.5347,136.03128232686058
1.0,1690731.54617726,1.0,0.01,0.009999998,,100.0,1119.0643,1690731.54617726,100,200.0,3.5044917e-18,1119.0643025939378,2,0.01,0.9,1.0,1119.0643025939378,1.0,200,112.87,952.39777,1293.7635,1119.0643025939378
inf,1776338.6822711003,0.002495962,nan,nan,nan,nan,nan,171506.80485547887,100,331288173.177768,nan,1080.2026877492926,,nan,0.9,inf,136.03128232686058,9.05556e-07,300,14.61,nan,nan,136.03128232686058
391.54724,38576.41401473114,,0.89607394,0.0033333332,512.8672,1.239954687376387,3711.978,38576.41401473114,100,1.7859470579990413,0.0026861124,120.23426600881554,1,,0.9,1.4565288,120.23426600881554,167.9781,300,13.03,2684.6787,7252.524,120.23426600881554
1.0,1694233.527681708,1.0,0.01,0.009999998,,100.0,1073.1093,1694233.527681708,100,300.0,3.5044917e-18,1073.1092349583714,2,0.01,0.9,1.0,1073.1092349583714,1.0,300,108.29,906.4427,1295.1027,1073.1092349583714
1.0,1149690.3570601193,1.0,0.005,0.0049999994,,200.00000010221265,981.25574,1149690.3570601193,100,300.0,2.179301e-19,889.4024316913368,2,0.005,0.9,1.0,889.4024316913368,1.0,300,89.94,863.40466,1190.0333,889.4024316913368
inf,1226620.1348447516,0.0025539703,nan,nan,nan,nan,nan,38576.41401473114,100,2475563634.0235476,nan,856.2872382798625,,nan,0.9,inf,120.23426600881554,1.6157936e-07,400,13.03,nan,nan,120.23426600881554
786.0061,6541.606370038225,,0.9072413,0.0025,1550.0676,1.2099490088290121,3760.7568,6541.606370038225,100,1.1459076543837183,0.0020651156,92.24238267981049,1,,0.9,2.1659236,92.24238267981049,349.06827,400,10.23,2478.2595,7663.525,92.24238267981049
1.0,1585814.6766258862,1.0,0.01,0.009999998,,100.0,1357.6475,1585814.6766258862,100,400.0,3.5044917e-18,1357.6474995146998,2,0.01,0.9,1.0,1357.6474995146998,1.0,400,136.74,1190.9813,1252.979,1357.6474995146998
1.0,1007545.649422228,1.0,0.005,0.0049999994,,200.00000010221265,1172.0225,1007545.649422228,100,400.0,2.179301e-19,986.3973726091732,2,0.005,0.9,1.0,986.3973726091732,1.0,400,99.64,1054.1718,1148.1158,986.3973726091732
1.0,1229113.5599671144,1.0,0.0033333334,0.0033333336,,299.999969473632,1145.7726,1229113.5599671144,100,400.0,5.4391416e-20,1093.2726340959166,2,0.0033333334,0.9,1.0,1093.2726340959166,1.0,400,110.32,1049.5476,1133.9161,1093.2726340959166
inf,1519975.2877481706,0.0012722547,nan,nan,nan,nan,nan,6541.606370038225,100,3575147993.937026,nan,1245.3440797417145,,nan,0.9,inf,92.24238267981049,1.3985435e-07,500,10.23,nan,nan,92.24238267981049
491.8257,16771.8277833807,,0.8892915,0.002,485.43573,1.2595237877702896,3694.049,16771.8277833807,100,1.7034257217907804,0.0015870756,107.2432265799741,1,,0.9,1.1061068,107.2432265799741,293.52615,500,11.73,2642.1606,9464.267,107.2432265799741
1.0,1494808.4594306976,1.0,0.01,0.009999998,,100.0,1146.6003,1494808.4594306976,100,500.0,3.5044917e-18,1146.600235576487,2,0.01,0.9,1.0,1146.600235576487,1.0,500,115.64,979.93384,1216.4951,1146.600235576487
1.0,1425269.2177288232,1.0,0.005,0.0049999994,,200.00000010221265,1185.0952,1425269.2177288232,100,500.0,2.179301e-19,1223.5900677623274,2,0.005,0.9,1.0,1223.5900677623274,1.0,500,123.34,1067.2441,1202.88,1223.5900677623274
1.0,955657.0732415143,1.0,0.0033333334,0.0033333336,,299.999969473632,1114.9858,955657.0732415143,100,500.0,5.4391416e-20,974.7671064142725,2,0.0033333334,0.9,1.0,974.7671064142725,1.0,500,98.48,1018.76086,1135.6985,974.7671064142725
1.0,1714941.488651016,1.0,0.0025,0.0024999997,,400.0,1173.6387,1714941.488651016,100,500.0,5.434597e-20,1349.596843586056,2,0.0025,0.9,1.0,1349.596843586056,1.0,500,135.92,1090.3054,1184.1144,1349.596843586056
415.14896,996445.0904275596,,0.6335561,0.0019999999,357.96606,2.3922820848364466,4762.9067,996445.0904275596,100,4.565146718100728,0.0008336893,1005.6593478914068,1,,0.9,1.3105357,1005.6593478914068,109.525505,500,101.57,3982.859,3606.801,1005.6593478914068
1.0,2916354.376295916,1.0,0.01,0.009999998,,100.0,3616.884,2916354.376295916,100,500.0,3.5044917e-18,3616.884134822563,2,0.01,0.9,1.0,3616.884134822563,1.0,500,362.2,3450.2173,1699.1736,3616.884134822563
1.0,2136298.280815199,1.0,0.005,0.0049999994,,200.00000010221265,3864.3782,2136298.280815199,100,500.0,2.179301e-19,4111.8723533720295,2,0.005,0.9,1.0,4111.8723533720295,1.0,500,411.61,3746.527,1600.7238,4111.8723533720295
1.0,2469807.9497647597,1.0,0.0033333334,0.0033333336,,299.999969473632,3917.9993,2469807.9497647597,100,500.0,5.4391416e-20,4025.2421863126137,2,0.0033333334,0.9,1.0,4025.2421863126137,1.0,500,402.95,3821.7742,1590.2823,4025.2421863126137
1.0,2204209.4262384404,1.0,0.0025,0.0024999997,,400.0,3972.2083,2204209.4262384404,100,500.0,5.434597e-20,4134.8342153955755,2,0.0025,0.9,1.0,4134.8342153955755,1.0,500,413.84,3888.875,1565.6007,4134.8342153955755
12.244156,2524810.907777421,1.5680948e-19,0.027748108,0.002,3.2541025,96.71632732059979,4964.555,2524810.907777421,100,97.05213362698308,1.6712454e-05,3815.3312239294073,1,3.553668e-22,0.9,0.88252187,3815.3312239294073,5.1518703,500,382.06,4795.3765,185.24396,3815.3312239294073
1.0,0.25923939208165314,1.0,0.01,0.009999998,,100.0,4999.551,0.25923939208165314,100,500.0,3.5044917e-18,4999.551308330199,2,0.01,0.9,1.0,4999.551308330199,1.0,500,500.0,4832.8843,0.5066223,4999.551308330199
1.0,301371.79929698055,1.0,0.005,0.0049999994,,200.00000010221265,4959.538,301371.79929698055,100,500.0,2.179301e-19,4919.525607817957,2,0.005,0.9,1.0,4919.525607817957,1.0,500,492.02,4841.687,388.30426,4919.525607817957
1.0,27310.46772105274,1.0,0.0033333334,0.0033333336,,299.999969473632,4965.558,27310.46772105274,100,500.0,5.4391416e-20,4977.596450368458,2,0.0033333334,0.9,1.0,4977.596450368458,1.0,500,497.83,4869.333,331.06656,4977.596450368458
1.0,594386.5082253277,1.0,0.0025,0.0024999997,,400.0,4933.11,594386.5082253277,100,500.0,5.434597e-20,4835.764179239155,2,0.0025,0.9,1.0,4835.764179239155,1.0,500,483.67,4849.7764,482.15466,4835.764179239155
1.8906074,0.2605602338827104,0.0012741823,0.0039574876,0.002,0.24643983,393.88296148580525,4995.183,0.2605602338827104,100,402.1568388122832,1.07981e-06,4999.5736117354445,1,2.6671646e-06,0.9,0.9554584,4999.5736117354445,1.243296,500,500.0,4912.0737,36.00308,4999.5736117354445
1.0,0.12698972056122323,1.0,0.01,0.009999998,,100.0,4999.683,0.12698972056122323,100,500.0,3.5044917e-18,4999.683409783902,2,0.01,0.9,1.0,4999.683409783902,1.0,500,500.0,4833.0166,0.35457447,4999.683409783902
1.0,176422.45142482367,1.0,0.005,0.0049999994,,200.00000010221265,4978.283,176422.45142482367,100,500.0,2.179301e-19,4956.8831304229125,2,0.005,0.9,1.0,4956.8831304229125,1.0,500,495.74,4860.432,296.28894,4956.8831304229125
1.0,0.1764229398380533,1.0,0.0033333334,0.0033333336,,299.999969473632,4985.406,0.1764229398380533,100,500.0,5.4391416e-20,4999.650575140642,2,0.0033333334,0.9,1.0,4999.650575140642,1.0,500,500.0,4889.1807,242.12865,4999.650575140642
1.0,84758.17740143859,1.0,0.0025,0.0024999997,,400.0,4981.705,84758.17740143859,100,500.0,5.434597e-20,4970.603430626219,2,0.0025,0.9,1.0,4970.603430626219,1.0,500,497.1,4898.3716,254.9283,4970.603430626219
1.4478779,3844.688898762444,0.066511855,0.0028981203,0.0019999999,0.083016776,461.6865067446871,4996.589,3844.688898762444,100,463.7400166023256,3.326096e-07,4993.490815271608,1,0.00013313233,0.9,0.99918413,4993.490815271608,1.0781903,500,499.39,4919.1943,39.212605,4993.490815271608
1.0,0.1391963955334818,1.0,0.01,0.009999998,,100.0,4999.6763,0.1391963955334818,100,500.0,3.5044917e-18,4999.6761792597645,2,0.01,0.9,1.0,4999.6761792597645,1.0,500,500.0,4833.01,0.37121096,4999.6761792597645
1.0,0.10757797475074296,1.0,0.005,0.0049999994,,200.00000010221265,4999.6846,0.10757797475074296,100,500.0,2.179301e-19,4999.692750396073,2,0.005,0.9,1.0,4999.692750396073,1.0,500,500.0,4881.8335,0.34958786,4999.692750396073
1.0,0.09421449874920311,1.0,0.0033333334,0.0033333336,,299.999969473632,4999.6934,0.09421449874920311,100,500.0,5.4391416e-20,4999.710127151742,2,0.0033333334,0.9,1.0,4999.710127151742,1.0,500,500.0,4903.4683,0.3357308,4999.710127151742
1.0,0.11914815589298172,1.0,0.0025,0.0024999997,,400.0,4999.684,0.11914815589298172,100,500.0,5.434597e-20,4999.657093277701,2,0.0025,0.9,1.0,4999.657093277701,1.0,500,500.0,4916.3506,0.33803618,4999.657093277701
1.0049677,0.10747153610218599,0.9888467,0.0020100193,0.002,7.438092e-06,499.99630191575216,4999.682,0.10747153610218599,100,499.99672176603116,2.9754848e-11,4999.6708800191445,1,0.001977776,0.9,0.9999583,4999.6708800191445,1.0000066,500,500.0,4925.1465,0.3349862,4999.6708800191445
1.0,19115.455627869876,1.0,0.01,0.009999998,,100.0,4985.8003,19115.455627869876,100,500.0,3.5044917e-18,4985.800368341055,2,0.01,0.9,1.0,4985.800368341055,1.0,500,498.63,4819.134,137.56563,4985.800368341055
1.0,0.17703448038808636,1.0,0.005,0.0049999994,,200.00000010221265,4992.728,0.17703448038808636,100,500.0,2.179301e-19,4999.655959396609,2,0.005,0.9,1.0,4999.655959396609,1.0,500,500.0,4874.877,97.52042,4999.655959396609
1.0,0.10888440197353498,1.0,0.0033333334,0.0033333336,,299.999969473632,4995.045,0.10888440197353498,100,500.0,5.4391416e-20,4999.677121842521,2,0.0033333334,0.9,1.0,4999.677121842521,1.0,500,500.0,4898.82,79.69267,4999.677121842521
1.0,123972.11918465425,1.0,0.0025,0.0024999997,,400.0,4987.4043,123972.11918465425,100,500.0,5.434597e-20,4964.4854759094915,2,0.0025,0.9,1.0,4964.4854759094915,1.0,500,496.49,4904.071,188.7363,4964.4854759094915
1.3825536,0.1048089391529466,0.115082495,0.0027888413,0.0019999999,0.059035145,471.7279765253781,4997.4297,0.1048089391529466,100,474.2691453065966,2.402118e-07,4999.698363952007,1,0.00023214059,0.9,0.99148965,4999.698363952007,1.0542537,500,500.0,4920.899,44.061165,4999.698363952007
1.0,249968.40585645146,1.0,0.01,0.009999998,,100.0,4949.686,249968.40585645146,100,500.0,3.5044917e-18,4949.686373907226,2,0.01,0.9,1.0,4949.686373907226,1.0,500,495.01,4783.0195,497.4623,4949.686373907226
1.0,0.0725682377223417,1.0,0.005,0.0049999994,,200.00000010221265,4974.6924,0.0725682377223417,100,500.0,2.179301e-19,4999.698620305016,2,0.005,0.9,1.0,4999.698620305016,1.0,500,500.0,4856.8413,352.6467,4999.698620305016
1.0,0.07423477175515847,1.0,0.0033333334,0.0033333336,,299.999969473632,4983.0435,0.07423477175515847,100,500.0,5.4391416e-20,4999.745809943799,2,0.0033333334,0.9,1.0,4999.745809943799,1.0,500,500.0,4886.8184,288.177,4999.745809943799
1.0,0.1266725653173883,1.0,0.0025,0.0024999997,,400.0,4987.2017,0.1266725653173883,100,500.0,5.434597e-20,4999.675980551853,2,0.0025,0.9,1.0,4999.675980551853,1.0,500,500.0,4903.868,249.67258,4999.675980551853
1.5204008,0.09048793015016018,0.079707466,0.0030345253,0.002,0.068463385,468.14522218920104,4996.9414,0.09048793015016018,100,467.000780727738,2.7272426e-07,4999.737474659806,1,0.00015908589,0.9,1.0020683,4999.737474659806,1.070662,500,500.0,4919.8174,61.840683,4999.737474659806
1.0,0.09058500524610766,1.0,0.01,0.009999998,,100.0,4999.6733,0.09058500524610766,100,500.0,3.5044917e-18,4999.673388010729,2,0.01,0.9,1.0,4999.673388010729,1.0,500,500.0,4833.007,0.29946452,4999.673388010729
1.0,0.12214248705169699,1.0,0.005,0.0049999994,,200.00000010221265,4999.67,0.12214248705169699,100,500.0,2.179301e-19,4999.665769144439,2,0.005,0.9,1.0,4999.665769144439,1.0,500,500.0,4881.819,0.32451987,4999.665769144439
1.0,0.08451695849704818,1.0,0.0033333334,0.0033333336,,299.999969473632,4999.6787,0.08451695849704818,100,500.0,5.4391416e-20,4999.696709860843,2,0.0033333334,0.9,1.0,4999.696709860843,1.0,500,500.0,4903.4536,0.3134745,4999.696709860843
1.0,0.1142210072327802,1.0,0.0025,0.0024999997,,400.0,4999.6895,0.1142210072327802,100,500.0,5.434597e-20,4999.721634978447,2,0.0025,0.9,1.0,4999.721634978447,1.0,500,500.0,4916.356,0.31987196,4999.721634978447
1.5854785,249970.05043519163,0.60489917,0.0032019913,0.002,0.021062966,489.50777003260856,4991.851,249970.05043519163,100,487.0986285811174,8.5909086e-08,4949.702633091162,1,0.0012216386,0.9,0.99030787,4949.702633091162,1.0264862,500,495.01,4916.335,174.99883,4949.702633091162
1.0,0.0808478304191846,1.0,0.01,0.009999998,,100.0,4999.7188,0.0808478304191846,100,500.0,3.5044917e-18,4999.718627248859,2,0.01,0.9,1.0,4999.718627248859,1.0,500,500.0,4833.0522,0.28290722,4999.718627248859
1.0,249968.89772286944,1.0,0.005,0.0049999994,,200.00000010221265,4974.704,249968.89772286944,100,500.0,2.179301e-19,4949.6909333035765,2,0.005,0.9,1.0,4949.6909333035765,1.0,500,495.01,4856.853,352.64758,4949.6909333035765
