AvgDiscRet,ESSRenyi,VarVanillaIw,VarDiscRet,MaxNormIw,VarNormIw,Bound,MinVanillaIw,ESSClassic,VarRet,VarJ,AvgNormIw,BatchSize,AvgVanillaIw,AvgRet,AvgEpLen,eRenyi2,MinNormIw,MaxVanillaIw,J
441.4374590172733,8.205807553365968,7.898013,42111.97451928649,0.14775796,0.0005309708,1048.6509,0.028083147,15.983092362724804,226311.3919804764,426.05057,0.01,100,1.2196175,672.05722876388,68.19,12.186491,0.00023026194,18.020819,671.5801
605.032152471794,8.52112374464746,12.083933,45317.45219134643,0.16412303,0.0006593829,1496.4347,5.1838184e-10,13.283935580072432,343834.28363998234,149.43364,0.01,100,1.3537402,1083.1909313622134,109.2,11.735541,3.8292564e-12,22.217995,814.94073
795.7806164799247,32.55965382762458,1.8071135,8963.057615028576,0.06786715,0.00021037023,1822.5035,2.1701334e-08,32.43946670544155,162383.90683159514,28.178684,0.01,100,0.92683107,1669.0778161443957,167.45,3.0712857,2.341455e-10,6.2901382,856.3349
859.6518520116733,83.74184304953148,0.17148441,855.9215525207046,0.019457966,1.5530153e-05,1909.7943,0.038531803,86.67400872875609,20209.416461804176,8.512168,0.009999999,100,1.0508106,1966.8378252158127,196.78,1.1941462,0.0003666865,2.0446637,864.16626
857.5418043069174,82.50962149044776,0.21505061,1213.402510875929,0.02097913,2.396517e-05,1912.3124,0.040860683,80.82407500583797,26878.41866799688,5.0587163,0.01,100,0.9472837,1956.3606622650848,195.74,1.2119799,0.00043134578,1.9873189,864.68774
862.8797545662911,91.55533135268873,0.08374403,281.9500698029911,0.014983278,8.1621165e-06,1918.0801,0.11887621,92.52361339264449,8559.892162531867,4.9640203,0.010000002,100,1.0129209,1982.1902428288386,198.27,1.0922357,0.0011735981,1.5176876,865.0414
865.9245134636313,99.9648932724499,0.00028032664,0.48410859405339524,0.010357927,2.7860455e-08,1926.551,0.9361041,99.97240761719169,25.208090773265717,0.65713507,0.01,100,1.0030859,1999.4242145186756,199.96,1.0003512,0.009332243,1.038989,865.9281
865.99799659206,99.99945164027507,5.357102e-06,0.0008549579003165024,0.010040702,5.3551596e-10,1927.0518,0.9923249,99.99946222815979,0.00950981709093187,0.029002711,0.01,100,1.0001827,1999.9377782344818,200.0,1.0000055,0.009921435,1.0042537,865.99805
865.123496589857,97.47760693319073,0.027351085,25.94607336957959,0.0124123115,2.65598e-06,1922.6705,0.51900494,97.43794555526857,1150.1539080150621,2.9552686,0.01,100,1.014787,1994.109139139401,199.45,1.0258766,0.0051144226,1.2595853,865.4831
865.4318544080467,97.38387454782702,0.02772241,32.02342703161772,0.012363483,2.9581768e-06,1924.9608,0.30846483,97.15473455911327,1227.4522912872085,1.8068956,0.01,100,0.96806264,1996.432431276096,199.66,1.026864,0.0031864138,1.1968627,865.8173
