entropy,optimgain,Step_size,Reny_4,ev_tdlam_before,meankl,EpisodesSoFar,EpRewMean,DiscEpRewMean,Our_bound,TimestepsSoFar,Var_J,J_hat,EpThisIter,EpLenMean,surrgain,Max_iw,TimeElapsed,entloss
2.83912,0.0185126,1.0,1.2038,-0.0182344913483,0.00877033,100,1.40311219424,0.851687475827,-3.73049981107,50000,3526.34521484375,14.08441162109375,100,500.0,0.0185126,4168.06005859375,77.34641170501709,
2.83182,0.0239513,1.0,1.13251,0.557095557451,0.00963107,200,7.43452217489,5.37137924784,4.01861897431,100000,996.415283203125,13.488432884216309,100,500.0,0.0239513,442.5815124511719,154.0907804965973,
2.81055,0.021899,1.0,1.25229,0.698598146439,0.00961238,300,17.633537658,11.3649738102,13.9938925367,150000,515.790283203125,20.80719757080078,100,500.0,0.021899,154.82655334472656,224.24086451530457,
2.79578,0.0135285,1.0,1.36765,0.763220846653,0.00855537,400,24.3894835637,16.5999284423,15.9453462575,200000,974.9031372070312,25.3123779296875,100,500.0,0.0135285,266.9330749511719,293.8088300228119,
2.77058,0.00754693,1.0,1.54653,0.759095877409,0.00765376,500,25.8938040253,19.3612076888,11.5581662668,250000,430.332275390625,17.78150177001953,100,500.0,0.00754693,95.42922973632812,372.6167776584625,
2.74484,0.0045274,1.0,1.59886,0.702538967133,0.00741868,600,26.0533776028,21.0461837838,14.6455393168,300000,765.2559204101562,22.944517135620117,100,500.0,0.0045274,48.04936218261719,448.4305851459503,
2.72048,0.00330421,1.0,1.55798,0.691698342562,0.00599492,700,27.0489067981,22.6806169011,21.3628288667,350000,682.40234375,29.199678421020508,100,500.0,0.00330421,84.10691833496094,521.4983351230621,
2.68644,0.00372531,1.0,1.47511,0.673679918051,0.00686439,800,26.4485482449,22.8048689814,16.4657456181,400000,1014.997802734375,26.023454666137695,100,500.0,0.00372531,29.49762535095215,600.5724406242371,
2.62401,0.00357389,1.0,1.60246,0.67654055357,0.00758138,900,27.0034352236,23.672060883,14.7979196317,450000,2208.19775390625,28.89535903930664,100,500.0,0.00357389,45.232398986816406,674.133688211441,
2.61623,0.00238778,1.0,1.44806,0.68839174509,0.00673672,1000,27.5605497529,24.6020325881,15.7130391398,500000,3346.19873046875,33.06694030761719,100,500.0,0.00238778,1331.5740966796875,751.2184841632843,
2.67096,0.00285844,1.0,1.53981,0.714743465185,0.00703846,1100,27.3051255617,24.8768999323,22.3384994379,550000,1482.9415283203125,33.89119338989258,100,500.0,0.00285844,275.1357727050781,827.6336379051208,
2.68573,0.00358555,1.0,1.62745,0.727551758289,0.00632032,1200,26.9648561753,24.7695297624,22.2069163425,600000,908.0720825195312,31.2471866607666,100,500.0,0.00358555,120.13174438476562,902.9224672317505,
2.6834,0.00340986,1.0,1.66426,0.762708157301,0.00551603,1300,26.2385831815,24.6465434639,18.8310266515,650000,752.0870971679688,27.05828857421875,100,500.0,0.00340986,93.04772186279297,975.591274023056,
2.6985,0.00342666,1.0,1.28415,0.796768575907,0.00545532,1400,25.717658369,24.8429148705,22.6574826121,700000,619.7783813476562,30.126087188720703,100,500.0,0.00342666,31.059101104736328,1051.8853552341461,
2.64917,0.0040022,1.0,1.56549,0.77619689703,0.00642653,1500,23.4088174066,24.0664561322,23.1050005943,750000,489.9683532714844,29.745569229125977,100,500.0,0.0040022,128.60206604003906,1127.1607887744904,
2.65113,0.00485273,1.0,1.93838,0.759581938386,0.00592616,1600,22.3281549965,24.013982942,25.0836501829,800000,2366.076416015625,39.67634963989258,100,500.0,0.00485273,99.13761901855469,1203.4835577011108,
2.65529,0.00347908,1.0,1.30361,0.756862163544,0.00494817,1700,22.4375573306,24.0210447292,21.9373413778,850000,321.4101257324219,27.315715789794922,100,500.0,0.00347908,104.54286193847656,1281.138741493225,
2.70992,0.00385667,1.0,1.1589,0.75970543921,0.00631389,1800,23.3478429811,24.313519661,22.3725980731,900000,311.3632507324219,27.666244506835938,100,500.0,0.00385667,139.2281951904297,1357.067973613739,
2.69164,0.0033227,1.0,2.03154,0.760650515556,0.00582014,1900,25.2032259173,24.6793635992,21.4094345278,950000,305.4164123535156,26.652284622192383,100,500.0,0.0033227,726.1891479492188,1433.7174792289734,
2.74289,0.00351434,1.0,1.56387,0.780275046825,0.00573851,2000,27.2927845789,25.0366317268,21.3936528724,1000000,94.6262435913086,24.311933517456055,100,500.0,0.00351434,19.389713287353516,1508.548217535019,
2.71876,0.00368423,1.0,1.70309,0.804410427809,0.00623594,2100,27.2707905474,24.9530182165,22.1626021421,1050000,303.25897216796875,27.38690185546875,100,500.0,0.00368423,251.4419403076172,1585.5445790290833,
2.71508,0.0041426,1.0,1.38247,0.825323522091,0.00667827,2200,26.464186428,25.1033818975,22.3773083933,1100000,322.8852844238281,27.76801109313965,100,500.0,0.0041426,109.20869445800781,1662.6334278583527,
2.72265,0.00356461,1.0,1.32562,0.825785025954,0.00700452,2300,27.5164480037,25.2145746054,22.30933741,1150000,150.02569580078125,25.98388671875,100,500.0,0.00356461,93.00851440429688,1739.132297039032,
2.70313,0.00500651,1.0,2.0459,0.822764024138,0.00694405,2400,31.421234192,26.0055902933,21.0601289678,1200000,304.13348388671875,26.291955947875977,100,500.0,0.00500651,22.737289428710938,1815.5161056518555,
2.68464,0.00544432,1.0,7.32247,0.820212140679,0.00522502,2500,29.054565343,25.4224427214,21.9785786888,1250000,1550.6134033203125,33.791927337646484,100,500.0,0.00544432,47.18462371826172,1895.8276009559631,
2.66388,0.00446364,1.0,1.77164,0.799374103546,0.00750855,2600,31.5752388469,26.3866757029,27.2946447778,1300000,481.11859130859375,33.874969482421875,100,500.0,0.00446364,314.1223449707031,1973.1348021030426,
2.64526,0.00408572,1.0,1.7219,0.773661032319,0.00655612,2700,33.0082790768,27.070969034,22.2927247507,1350000,3335.5283203125,39.618934631347656,100,500.0,0.00408572,93.64264678955078,2048.715213060379,
2.63457,0.00552235,1.0,2.85086,0.784553065896,0.00658151,2800,35.056832217,27.5308554755,23.2584563049,1400000,322.8406677246094,28.648786544799805,100,500.0,0.00552235,55.77969741821289,2124.8846571445465,
2.64081,0.00435334,1.0,1.81516,0.791699483991,0.00591634,2900,34.3304809442,27.4777972566,20.2149665014,1450000,809.1900024414062,28.74884605407715,100,500.0,0.00435334,54.031837463378906,2201.703790664673,
2.62774,0.00382293,1.0,1.37964,0.806130468845,0.00576347,3000,36.0332855706,28.4408652845,21.8368548857,1500000,958.6952514648438,31.125696182250977,100,500.0,0.00382293,43.882476806640625,2274.936261177063,
2.60942,0.00537038,1.0,1.63621,0.810939922929,0.00691476,3100,37.3402409854,28.9286478181,24.4708625598,1550000,645.939208984375,32.095462799072266,100,500.0,0.00537038,150.71697998046875,2349.4865956306458,
2.58491,0.00436998,1.0,1.61905,0.822647944093,0.00686016,3200,39.3969338853,29.6786808226,20.8029928529,1600000,1756.41796875,33.375885009765625,100,500.0,0.00436998,110.39399719238281,2424.0971846580505,
2.54784,0.0044789,1.0,1.65413,0.814908370376,0.00664586,3300,41.759689551,30.3278595612,23.4272623571,1650000,777.30419921875,31.79131507873535,100,500.0,0.0044789,250.43658447265625,2501.5722317695618,
2.54786,0.0043096,1.0,1.52393,0.834474891424,0.00657141,3400,45.0890820328,31.4715755539,20.7184901212,1700000,602.0172119140625,28.079301834106445,100,500.0,0.0043096,26.212772369384766,2574.048058271408,
2.52345,0.00431956,1.0,1.68966,0.832992330194,0.00653685,3500,44.1066575313,31.6687550665,26.027454603,1750000,485.5530090332031,32.63803482055664,100,500.0,0.00431956,51.233299255371094,2649.383954524994,
2.52056,0.00372845,1.0,1.62198,0.84065747261,0.00731204,3600,46.9832354534,32.5276893554,19.6477526388,1800000,6281.49755859375,43.424522399902344,100,500.0,0.00372845,126.32797241210938,2725.6686725616455,
2.48268,0.00362704,1.0,1.71122,0.857621133327,0.00694852,3700,49.3951741621,33.4006710107,29.5825126351,1850000,1274.278076171875,40.291622161865234,100,500.0,0.00362704,83.28669738769531,2798.613528728485,
2.46022,0.00408652,1.0,1.94013,0.853598147631,0.00609842,3800,50.5028958025,34.0215633096,26.8071312915,1900000,2417.464111328125,41.55744552612305,100,500.0,0.00408652,56.793617248535156,2871.533915281296,
2.45334,0.00427007,1.0,1.86404,0.860393732786,0.00726314,3900,52.6052481411,34.6856896336,24.6507929231,1950000,1385.3990478515625,35.81707763671875,100,500.0,0.00427007,64.29814910888672,2945.1839365959167,
2.41621,0.00381594,1.0,2.08906,0.864868849516,0.00751424,4000,54.3147021522,35.4169544475,23.5802565499,2000000,711.0349731445312,31.5798282623291,100,500.0,0.00381594,16.230144500732422,3021.0861341953278,
2.41771,0.00372272,1.0,2.30371,0.874894976616,0.00776081,4100,57.4020662106,36.5687427817,28.5992200885,2050000,1663.088623046875,40.83351516723633,100,500.0,0.00372272,313.08441162109375,3096.6812150478363,
2.39278,0.00392664,1.0,1.84084,0.870517194271,0.00736911,4200,58.8306218339,37.0603346136,24.1728660521,2100000,4633.1416015625,44.593021392822266,100,500.0,0.00392664,74.6073226928711,3170.9628455638885,
2.39361,0.00423142,1.0,1.23569,0.887026831508,0.00777947,4300,60.2837898636,37.6743056035,26.8560744766,2150000,1460.45068359375,38.32082748413086,100,500.0,0.00423142,87.96560668945312,3248.691914319992,
