ESSRenyi,Bound,AvgDiscRet,MaxNormIw,delta,SamplesThisIter,VarRet,AvgVanillaIw,BatchSize,MinNormIw,AvgEpLen,EpsThisIter,VarJ,IterType,VarDiscRet,AvgRet,ESSClassic,VanillaAvgRet,AvgNormIw,MinVanillaIw,VarNormIw,J,VarVanillaIw,MaxVanillaIw,renyi2
nan,3286.88,290.439961419,0.199999,0.6,50000,294452.244206,1.2665e+11,100,,30.0480769231,1664,51028.8,1,294452.244206,290.439961419,4.99999972974,290.439961419,3.33868e-06,,6.67717e-07,435029.0,9.60849e+26,7.58679e+15,nan
nan,nan,300.692717355,0.0928076,0.6,50000,220565.774685,3.20338e+09,100,,31.0752019888,1609,nan,1,220565.774685,300.692717355,3.00704590362,300.692717355,3.4528e-06,,2.4724e-07,nan,2.12811e+23,8.61035e+13,nan
nan,3961.77,336.105581772,0.100926,0.6,50000,539829.281965,350577.0,100,,34.6020761246,1445,50509.9,1,539829.281965,336.105581772,3.62392298876,336.105581772,3.84468e-06,,2.73651e-07,540708.0,2.27534e+15,9.203e+09,nan
nan,3820.64,551.204820377,0.1972,0.6,50000,688779.310133,2.49196e+08,100,,56.1167227834,891,44475.8,1,688779.310133,551.204820377,4.99999937735,551.204820377,6.23519e-06,,1.21251e-06,613369.0,1.93672e+21,7.88134e+12,nan
nan,4293.17,886.69527482,0.0294411,0.6,50000,1922982.53959,463.682,100,,89.605734767,558,37860.2,1,1922982.53959,886.69527482,9.37949690491,886.69527482,9.95619e-06,,1.20591e-07,673784.0,2.61558e+08,1.37113e+06,nan
nan,4253.1,713.001415599,0.041506,0.6,50000,1622882.3384,1662.36,100,,72.2543352601,692,34912.3,1,1622882.3384,713.001415599,7.61453957212,713.001415599,8.02826e-06,,2.14838e-07,744834.0,9.21131e+09,8.5944e+06,nan
nan,nan,1148.16158099,0.0813816,0.6,50000,2465993.11754,75.9938,100,,115.740740741,432,nan,1,2465993.11754,1148.16158099,5.41632056498,1148.16158099,1.28601e-05,,4.35298e-07,nan,1.52004e+07,480906.0,nan
nan,4407.13,1783.92737841,0.00532268,0.6,50000,3456514.54431,8.05487,100,,179.211469534,279,21306.6,1,3456514.54431,1783.92737841,6.49789591152,1783.92737841,1.99124e-05,,1.58691e-08,842736.0,2596.7,2153.11,nan
nan,4201.25,1181.27829529,0.0267362,0.6,50000,2131096.53217,282.922,100,,119.047619048,420,39819.1,1,2131096.53217,1181.27829529,9.58173986308,1181.27829529,1.32275e-05,,1.3753e-07,731356.0,6.29178e+07,571858.0,nan
nan,4330.12,1578.39191553,0.00926561,0.6,50000,2751690.03428,19.7152,100,,158.73015873,315,23190.9,1,2751690.03428,1578.39191553,5.54204605042,1578.39191553,1.76367e-05,,2.29412e-08,794436.0,28667.2,10357.6,nan
nan,4109.16,1651.73470096,0.0137507,0.6,50000,2623539.28581,12.5025,100,,166.112956811,301,26843.7,1,2623539.28581,1651.73470096,5.58037769012,1651.73470096,1.8457e-05,,3.24085e-08,775839.0,14870.6,9314.5,nan
nan,4301.39,1857.01648024,0.0202346,0.6,50000,2861816.00489,13.1106,100,,186.567164179,268,24963.9,1,2861816.00489,1857.01648024,5.239266992,1857.01648024,2.07297e-05,,5.06972e-08,800111.0,20278.8,12797.4,nan
nan,4392.81,2119.83743101,0.00192143,0.6,50000,3289635.38106,5.45457,100,,212.765957447,235,21060.3,1,3289635.38106,2119.83743101,3.03998837726,2119.83743101,2.36407e-05,,8.27623e-09,816452.0,440.589,443.328,nan
nan,4111.57,2317.07967789,0.0037481,0.6,50000,3429360.71044,2.60552,100,,232.558139535,215,32882.2,1,3429360.71044,2317.07967789,2.87319401141,2317.07967789,2.58398e-05,,1.19603e-08,730184.0,121.606,377.935,nan
nan,4323.26,1975.60558912,0.164032,0.6,50000,3335538.15852,36.3093,100,,198.412698413,252,24873.0,1,3335538.15852,1975.60558912,5.0000134737,1975.60558912,2.20459e-05,,2.9658e-06,791928.0,8.04494e+06,270159.0,nan
nan,4425.14,2350.96435552,0.0048947,0.6,50000,3905665.71219,4.2912,100,,235.849056604,212,17740.4,1,3905665.71219,2350.96435552,2.66943951641,2350.96435552,2.62055e-05,,1.10088e-08,819585.0,295.198,801.519,nan
nan,4404.07,2224.52014791,0.00614227,0.6,50000,3814742.55481,4.24522,100,,223.214285714,224,21018.9,1,3814742.55481,2224.52014791,3.10429487057,2224.52014791,2.48016e-05,,1.22512e-08,824167.0,358.939,1051.36,nan
nan,4474.15,2493.28839881,0.00128907,0.6,50000,4147925.02821,3.20283,100,,250.0,200,21496.9,1,4147925.02821,2493.28839881,4.23460256896,2493.28839881,2.77778e-05,,6.08853e-09,813919.0,80.9443,148.632,nan
nan,4483.52,2468.6536205,0.0316784,0.6,50000,4464373.75951,3.94058,100,,247.524752475,202,21210.4,1,4464373.75951,2468.6536205,4.98584281635,2468.6536205,2.75027e-05,,1.43261e-07,821518.0,2941.02,4538.87,nan
nan,4506.16,3241.2471939,0.00167319,0.6,50000,3619995.84213,1.79597,100,,324.675324675,154,14158.9,1,3619995.84213,3241.2471939,2.53614098858,3241.2471939,3.6075e-05,,4.7071e-09,832184.0,11.6665,83.2988,nan
nan,4475.07,2952.33610051,0.000564796,0.6,50000,3548156.96655,2.54438,100,,295.857988166,169,16414.6,1,3548156.96655,2952.33610051,3.19401804336,2952.33610051,3.28731e-05,,5.65831e-09,838784.0,33.8977,43.7153,nan
nan,4519.46,3373.4262962,0.000898919,0.6,50000,3883156.5367,1.86921,100,,337.837837838,148,11560.2,1,3883156.5367,3373.4262962,3.79995384117,3373.4262962,3.75375e-05,,4.57789e-09,855884.0,11.3514,44.7624,nan
nan,4528.03,3241.8595318,0.000658944,0.6,50000,4284186.98571,1.89179,100,,324.675324675,154,14944.0,1,4284186.98571,3241.8595318,2.99552509083,3241.8595318,3.6075e-05,,3.83669e-09,841293.0,10.5509,34.5553,nan
nan,4557.73,3755.910534,0.000557381,0.6,50000,3582716.88124,1.44017,100,,375.939849624,133,11138.1,1,3582716.88124,3755.910534,2.78827677556,3755.910534,4.17711e-05,,2.74346e-09,856724.0,3.26118,19.2172,nan
nan,4504.38,3491.3345739,0.000422652,0.6,50000,3414499.02876,1.72684,100,,349.65034965,143,12279.0,1,3414499.02876,3491.3345739,3.16003073325,3491.3345739,3.885e-05,,4.12636e-09,848671.0,8.15244,18.7864,nan
nan,4565.88,3567.91022507,0.0010175,0.6,50000,4115614.17078,1.22705,100,,357.142857143,140,12288.3,1,4115614.17078,3567.91022507,3.32173490478,3567.91022507,3.96825e-05,,2.97724e-09,853262.0,2.84667,31.4627,nan
nan,4500.65,3099.8099611,0.00389589,0.6,50000,3836632.05691,2.00892,100,,310.559006211,161,16393.4,1,3836632.05691,3099.8099611,4.09807163734,3099.8099611,3.45066e-05,,6.90732e-09,829071.0,23.4117,226.813,nan
nan,4495.12,3419.25215947,0.000501099,0.6,50000,3207394.09855,2.02132,100,,342.465753425,146,13704.1,1,3207394.09855,3419.25215947,2.3442706004,3419.25215947,3.80518e-05,,4.7521e-09,836942.0,13.4092,26.6185,nan
nan,4546.3,3593.14401152,0.000474109,0.6,50000,3672183.11806,1.43381,100,,359.712230216,139,11697.0,1,3672183.11806,3593.14401152,3.22768667436,3593.14401152,3.9968e-05,,3.12133e-09,856047.0,4.01695,17.0081,nan
nan,4485.6,3540.67309797,0.000793753,0.6,50000,3267534.52987,1.70656,100,,354.609929078,141,13169.4,1,3267534.52987,3540.67309797,2.84334421683,3540.67309797,3.94011e-05,,4.1449e-09,836236.0,7.77571,34.3794,nan
nan,4552.17,4234.14698883,0.000333689,0.6,50000,1849124.36605,1.10952,100,8.79928e-22,423.728813559,118,8655.04,1,1849124.36605,4234.14698883,1.84820220087,4234.14698883,4.7081e-05,2.07365e-17,1.89284e-09,865568.0,1.05122,7.86376,nan
nan,4568.08,4129.56625468,0.000345653,0.6,50000,2753367.69632,1.10471,100,4.47881e-23,413.223140496,121,9542.82,1,2753367.69632,4129.56625468,2.16891360769,4129.56625468,4.59137e-05,1.07763e-18,1.71004e-09,866193.0,0.989964,8.31662,nan
nan,4516.56,3592.4005509,0.00263217,0.6,50000,3732290.53017,1.49502,100,,359.712230216,139,12338.3,1,3732290.53017,3592.4005509,3.83762290471,3592.4005509,3.9968e-05,,4.6844e-09,847465.0,6.55423,98.4571,nan
nan,4517.8,3783.3877834,0.00039143,0.6,50000,2759786.83695,1.59467,100,,378.787878788,132,11202.7,1,2759786.83695,3783.3877834,2.39783406458,3783.3877834,4.20875e-05,,3.30053e-09,849500.0,4.73822,14.831,nan
nan,4546.62,4095.08059607,0.000366304,0.6,50000,2355725.07861,1.27624,100,4.14327e-37,409.836065574,122,10179.7,1,2355725.07861,4095.08059607,2.08617316296,4095.08059607,4.55373e-05,1.16121e-32,2.22693e-09,859300.0,1.7492,10.2662,nan
nan,4529.22,3699.39496813,0.000381023,0.6,50000,3217285.11802,1.47749,100,4.05763e-32,370.37037037,135,12126.4,1,3217285.11802,3699.39496813,2.10010786676,3699.39496813,4.11523e-05,1.45681e-27,2.97644e-09,844300.0,3.83671,13.6799,nan
nan,4564.43,3397.55027735,0.000874667,0.6,50000,4635806.07061,1.28681,100,,340.136054422,147,14678.2,1,4635806.07061,3397.55027735,2.73115722377,3397.55027735,3.77929e-05,,2.70897e-09,839157.0,3.14061,29.7816,nan
nan,4565.21,4671.04716794,0.000163511,0.6,50000,919453.084365,1.06453,100,1.00316e-12,467.289719626,107,5056.34,1,919453.084365,4671.04716794,1.25041915893,4671.04716794,5.19211e-05,2.05677e-08,7.8925e-10,885010.0,0.331776,3.35245,nan
nan,4561.03,4029.3362047,0.000377927,0.6,50000,2770216.23107,1.02551,100,5.40038e-32,403.225806452,124,9807.58,1,2770216.23107,4029.3362047,2.53476802663,4029.3362047,4.48029e-05,1.23611e-27,2.01054e-09,863130.0,1.05337,8.65052,nan
nan,4549.75,3872.47180541,0.000419453,0.6,50000,3245064.96723,1.32206,100,6.23496e-37,387.596899225,129,11717.2,1,3245064.96723,3872.47180541,3.3884245792,3872.47180541,4.30663e-05,1.91402e-32,2.40918e-09,853772.0,2.27037,12.8765,nan
nan,4555.01,3784.39561387,0.000510988,0.6,50000,3189682.61463,1.29933,100,,378.787878788,132,11958.4,1,3189682.61463,3784.39561387,3.49811845282,3784.39561387,4.20875e-05,,2.39306e-09,850657.0,2.28079,15.7752,nan
nan,4568.91,4235.01347187,0.000315785,0.6,50000,2292344.81509,1.13674,100,1.5652e-24,423.728813559,118,9123.68,1,2292344.81509,4235.01347187,2.24701875856,4235.01347187,4.7081e-05,3.77908e-20,1.54793e-09,868298.0,0.902364,7.62442,nan
nan,4552.78,3933.70897144,0.000362872,0.6,50000,2889702.70085,1.36658,100,4.97912e-40,393.700787402,127,11738.1,1,2889702.70085,3933.70897144,2.29380307472,3933.70897144,4.37445e-05,1.55548e-35,2.31155e-09,849203.0,2.25593,11.3361,nan
nan,4574.33,4384.14754967,0.000232795,0.6,50000,2270056.51038,1.00793,100,2.67643e-17,438.596491228,114,9089.57,1,2270056.51038,4384.14754967,1.62705970271,4384.14754967,4.87329e-05,5.53557e-13,1.13951e-09,872058.0,0.487448,4.81482,nan
nan,4542.97,4061.47959618,0.000304326,0.6,50000,2512435.14333,1.17663,100,,406.504065041,123,10034.1,1,2512435.14333,4061.47959618,2.47354351949,4061.47959618,4.51671e-05,,2.12867e-09,858496.0,1.44458,7.92784,nan
nan,4574.04,4627.72341859,0.000213249,0.6,50000,1259954.4668,1.13421,100,8.53321e-20,462.962962963,108,6595.92,1,1259954.4668,4627.72341859,1.80833298488,4627.72341859,5.14403e-05,1.88149e-15,9.39497e-10,881375.0,0.456746,4.70194,nan
nan,4574.26,4384.13330263,0.000404625,0.6,50000,1925634.29325,1.04676,100,3.03061e-19,438.596491228,114,8908.7,1,1925634.29325,4384.13330263,1.9206038329,4384.13330263,4.87329e-05,6.50961e-15,1.15224e-09,870196.0,0.531608,8.69114,nan
nan,4554.19,4383.35574189,0.000218006,0.6,50000,1703015.51892,1.06614,100,5.7428e-21,438.596491228,114,8390.34,1,1703015.51892,4383.35574189,2.04623014524,4383.35574189,4.87329e-05,1.25636e-16,1.35617e-09,868508.0,0.649078,4.76937,nan
nan,4547.73,4383.09069764,0.000255244,0.6,50000,1587094.51908,1.09991,100,2.72047e-17,438.596491228,114,7663.43,1,1587094.51908,4383.09069764,1.93203023321,4383.09069764,4.87329e-05,6.14015e-13,1.41367e-09,869947.0,0.720138,5.76091,nan
nan,4582.59,4062.63937686,0.000479656,0.6,50000,3595766.4638,1.07599,100,1.13122e-30,406.504065041,123,11850.8,1,3595766.4638,4062.63937686,1.95422868434,4062.63937686,4.51671e-05,2.69483e-26,1.48234e-09,859490.0,0.841236,11.4266,nan
nan,4564.2,4345.33325567,0.000329951,0.6,50000,2303498.862,1.14835,100,7.23287e-33,434.782608696,115,9014.86,1,2303498.862,4345.33325567,1.80595189108,4345.33325567,4.83092e-05,1.71931e-28,1.51945e-09,870691.0,0.858569,7.8432,nan
nan,4541.37,3812.99349672,0.000496393,0.6,50000,2800995.22123,1.25943,100,2.60661e-36,381.679389313,131,12225.5,1,2800995.22123,3812.99349672,2.11135134377,3812.99349672,4.24088e-05,7.74094e-32,2.26192e-09,840548.0,1.99486,14.7415,nan
nan,4565.57,4502.55999534,0.000206129,0.6,50000,1362957.02954,1.15637,100,6.37816e-16,450.45045045,111,7363.41,1,1362957.02954,4502.55999534,1.96150592697,4502.55999534,5.00501e-05,1.47363e-11,1.25662e-09,874516.0,0.670801,4.76247,nan
nan,4546.57,3933.39292853,0.000395234,0.6,50000,2987601.08404,1.25947,100,9.50183e-25,393.700787402,127,11754.1,1,2987601.08404,3933.39292853,3.20159239671,3933.39292853,4.37445e-05,2.73572e-20,2.20166e-09,849017.0,1.82507,11.3794,nan
nan,4552.62,4422.2434961,0.000256977,0.6,50000,1347187.21382,1.19349,100,2.17474e-17,442.477876106,113,7598.21,1,1347187.21382,4422.2434961,1.80679803957,4422.2434961,4.91642e-05,5.27929e-13,1.54102e-09,870836.0,0.908126,6.23825,nan
nan,4586.57,4502.91449418,0.000302525,0.6,50000,2222845.78365,1.00957,100,3.1217e-21,450.45045045,111,8399.75,1,2222845.78365,4502.91449418,1.52934460139,4502.91449418,5.00501e-05,6.29682e-17,9.25034e-10,879561.0,0.376373,6.10228,nan
nan,4573.6,4129.94923859,0.000416073,0.6,50000,2909622.55135,1.06631,100,1.06969e-27,413.223140496,121,10997.6,1,2909622.55135,4129.94923859,2.10143712581,4129.94923859,4.59137e-05,2.48427e-23,1.53232e-09,859642.0,0.826481,9.66299,nan
nan,4574.1,4235.17013454,0.000326936,0.6,50000,2550036.89542,1.13193,100,1.45444e-19,423.728813559,118,10049.7,1,2550036.89542,4235.17013454,2.44844519222,4235.17013454,4.7081e-05,3.49681e-15,1.40588e-09,864706.0,0.812639,7.86027,nan
nan,4552.14,4307.42608357,0.000300728,0.6,50000,1725339.54704,1.20535,100,6.94773e-21,431.034482759,116,8931.07,1,1725339.54704,4307.42608357,2.2168078744,4307.42608357,4.78927e-05,1.74858e-16,1.51792e-09,862810.0,0.961473,7.56864,nan
nan,4562.25,4270.59721885,0.000320971,0.6,50000,2495900.53088,0.940189,100,5.92271e-28,427.35042735,117,9573.69,1,2495900.53088,4270.59721885,1.62224428201,4270.59721885,4.74834e-05,1.17272e-23,1.17586e-09,866114.0,0.461002,6.35535,nan
nan,4575.58,4502.9147141,0.000218285,0.6,50000,1759044.43904,1.06696,100,2.10972e-13,450.45045045,111,7852.12,1,1759044.43904,4502.9147141,1.41664714252,4502.9147141,5.00501e-05,4.49748e-09,9.89478e-10,876950.0,0.449673,4.6534,nan
nan,4569.52,4095.83732344,0.000740433,0.6,50000,2756358.38018,1.03027,100,2.68901e-25,409.836065574,122,10422.9,1,2756358.38018,4095.83732344,1.90577134307,4095.83732344,4.55373e-05,6.08378e-21,1.58282e-09,860018.0,0.810206,16.752,nan
nan,4579.84,4543.92759776,0.000241342,0.6,50000,1464307.14833,0.919844,100,4.22665e-12,454.545454545,110,6978.72,1,1464307.14833,4543.92759776,1.57335789292,4543.92759776,5.05051e-05,7.69797e-08,8.82988e-10,879978.0,0.292896,4.39554,nan
nan,4541.67,4198.2617092,0.000397487,0.6,50000,2186989.0897,1.094,100,3.54639e-34,420.168067227,119,9656.84,1,2186989.0897,4198.2617092,1.51181287757,4198.2617092,4.66853e-05,8.3104e-30,1.55122e-09,858799.0,0.851815,9.31449,nan
nan,4574.62,4271.49145385,0.000435472,0.6,50000,2488043.27039,1.01032,100,2.96252e-18,427.35042735,117,8890.69,1,2488043.27039,4271.49145385,1.82356529339,4271.49145385,4.74834e-05,6.30343e-14,1.32413e-09,870271.0,0.599465,9.26565,nan
nan,4570.07,4345.32582763,0.000264053,0.6,50000,2197434.70497,1.16429,100,1.84893e-23,434.782608696,115,9597.6,1,2197434.70497,4345.32582763,2.24074985388,4345.32582763,4.83092e-05,4.45606e-19,1.30841e-09,866954.0,0.759987,6.36389,nan
nan,4568.89,4199.34028265,0.00041747,0.6,50000,2428002.74687,1.04969,100,2.04266e-23,420.168067227,119,9431.53,1,2428002.74687,4199.34028265,1.67558080078,4199.34028265,4.66853e-05,4.59278e-19,1.56389e-09,866058.0,0.790611,9.38651,nan
nan,4557.02,4543.03545503,0.000265052,0.6,50000,1345564.84076,0.966712,100,5.50275e-14,454.545454545,110,6666.42,1,1345564.84076,4543.03545503,1.59795421473,4543.03545503,5.05051e-05,1.05328e-09,1.0406e-09,877386.0,0.381249,5.07334,nan
nan,4581.62,4585.53096081,0.000218083,0.6,50000,1666664.32728,1.06438,100,1.82521e-11,458.71559633,109,8074.6,1,1666664.32728,4585.53096081,1.30732437803,4585.53096081,5.09684e-05,3.81159e-07,7.28277e-10,879007.0,0.317603,4.55424,nan
nan,4573.67,3965.66838095,0.000965873,0.6,50000,3507135.07769,1.07162,100,4.38244e-28,396.825396825,126,12504.0,1,3507135.07769,3965.66838095,1.98457397142,3965.66838095,4.40917e-05,1.06513e-23,1.71191e-09,852154.0,1.01123,23.475,nan
nan,4568.26,4543.47786368,0.000239584,0.6,50000,1574186.22009,0.964592,100,1.194e-10,454.545454545,110,7987.33,1,1574186.22009,4543.47786368,1.37261791785,4543.47786368,5.05051e-05,2.28041e-06,8.17559e-10,875964.0,0.29822,4.5758,nan
nan,4561.71,4383.71333577,0.000243889,0.6,50000,1853929.4961,1.07109,100,1.47679e-17,438.596491228,114,9402.67,1,1853929.4961,4383.71333577,2.16406852,4383.71333577,4.87329e-05,3.24581e-13,1.14181e-09,864874.0,0.551573,5.36039,nan
nan,4575.62,4671.63436013,0.000228745,0.6,50000,793186.984314,1.03022,100,3.32172e-14,467.289719626,107,5677.36,1,793186.984314,4671.63436013,1.99777661761,4671.63436013,5.19211e-05,6.59095e-10,7.13095e-10,882882.0,0.280748,4.53874,nan
nan,4583.7,4671.63737634,0.000185482,0.6,50000,1307237.7035,1.02703,100,1.52263e-11,467.289719626,107,6863.59,1,1307237.7035,4671.63737634,1.03063070951,4671.63737634,5.19211e-05,3.01186e-07,5.46686e-10,884038.0,0.213903,3.66894,nan
nan,4548.22,4344.63459275,0.000307876,0.6,50000,2087721.218,0.965215,100,5.57568e-23,434.782608696,115,8856.17,1,2087721.218,4344.63459275,1.59931227883,4344.63459275,4.83092e-05,1.11402e-18,1.26397e-09,867225.0,0.504573,6.15134,nan
nan,4568.77,4235.00501075,0.000303414,0.6,50000,2260795.91651,1.1288,100,1.03366e-19,423.728813559,118,9819.76,1,2260795.91651,4235.00501075,2.6170807825,4235.00501075,4.7081e-05,2.47827e-15,1.4196e-09,863304.0,0.81604,7.27458,nan
nan,4586.54,4806.67348867,0.000140647,0.6,50000,771419.156938,1.04725,100,5.48555e-09,480.769230769,104,5163.69,1,771419.156938,4806.67348867,1.13959518686,4806.67348867,5.34188e-05,0.000107542,4.26307e-10,889791.0,0.163846,2.75732,nan
nan,4585.57,4502.91015868,0.000205016,0.6,50000,2026075.87252,1.05713,100,2.39172e-14,450.45045045,111,8461.43,1,2026075.87252,4502.91015868,1.49468815327,4502.91015868,5.00501e-05,5.05165e-10,8.87842e-10,877820.0,0.396078,4.33023,nan
nan,4561.52,4307.96736842,0.000470557,0.6,50000,1992416.70211,1.06858,100,2.18505e-20,431.034482759,116,8892.28,1,1992416.70211,4307.96736842,1.90724037766,4307.96736842,4.78927e-05,4.87527e-16,1.47607e-09,868033.0,0.734817,10.499,nan
nan,4539.71,4163.35278035,0.000359972,0.6,50000,2179732.35997,1.33309,100,1.15149e-26,416.666666667,120,10085.0,1,2179732.35997,4163.35278035,1.75860495309,4163.35278035,4.62963e-05,3.31568e-22,1.83656e-09,856368.0,1.52276,10.3653,nan
nan,4582.42,4900.93112232,0.000120825,0.6,50000,275637.225579,1.06032,100,4.7587e-08,490.196078431,102,2940.94,1,275637.225579,4900.93112232,1.01802453386,4900.93112232,5.44662e-05,0.000926403,2.49318e-10,894168.0,0.0944881,2.35217,nan
nan,4584.39,4423.03926559,0.000379956,0.6,50000,2358065.80007,1.05591,100,4.85205e-17,442.477876106,113,9507.05,1,2358065.80007,4423.03926559,1.94309074297,4423.03926559,4.91642e-05,1.04209e-12,9.65093e-10,872351.0,0.44517,8.16041,nan
nan,4581.57,4671.43854753,0.00018447,0.6,50000,1325583.8875,1.05222,100,5.47204e-10,467.289719626,107,6936.18,1,1325583.8875,4671.43854753,1.54589358554,4671.43854753,5.19211e-05,1.10895e-05,5.86936e-10,883799.0,0.241056,3.73844,nan
nan,4568.63,4129.76651915,0.000356909,0.6,50000,2856798.36359,1.0987,100,1.11337e-24,413.223140496,121,11357.4,1,2856798.36359,4129.76651915,2.052664663,4129.76651915,4.59137e-05,2.66426e-20,1.49645e-09,857190.0,0.856907,8.54071,nan
nan,4563.01,4307.95631166,0.000234318,0.6,50000,2250639.52234,1.0271,100,2.18948e-24,431.034482759,116,9865.85,1,2250639.52234,4307.95631166,2.28087738055,4307.95631166,4.78927e-05,4.6955e-20,1.32733e-09,863820.0,0.610467,5.02514,nan
nan,4584.55,4384.15142918,0.000260893,0.6,50000,2528348.01828,1.00025,100,5.25103e-18,438.596491228,114,10389.5,1,2528348.01828,4384.15142918,2.36646853492,4384.15142918,4.87329e-05,1.07779e-13,9.05796e-10,868630.0,0.381597,5.35488,nan
nan,4586.43,4806.66967038,0.000135408,0.6,50000,827535.711554,1.03999,100,2.34027e-09,480.769230769,104,5237.26,1,827535.711554,4806.66967038,1.47384840298,4806.66967038,5.34188e-05,4.5562e-05,4.05744e-10,890258.0,0.153788,2.63621,nan
nan,4586.45,4806.68242156,0.000128087,0.6,50000,694858.302818,1.03911,100,2.89455e-11,480.769230769,104,5172.6,1,694858.302818,4806.68242156,1.1737886886,4806.68242156,5.34188e-05,5.63054e-07,3.96651e-10,889381.0,0.150088,2.49157,nan
nan,4566.83,4095.42133314,0.000672798,0.6,50000,2843673.4678,1.02664,100,,409.836065574,122,11469.9,1,2843673.4678,4095.42133314,2.76894481192,4095.42133314,4.55373e-05,,1.46136e-09,853659.0,0.742771,15.1682,nan
nan,4574.17,4164.12155554,0.000263938,0.6,50000,3000893.75353,1.18113,100,1.42304e-21,416.666666667,120,11282.8,1,3000893.75353,4164.12155554,2.45708948096,4164.12155554,4.62963e-05,3.63053e-17,1.45164e-09,859280.0,0.944851,6.73372,nan
nan,4556.97,4028.96798869,0.000374119,0.6,50000,2753264.18523,1.07619,100,1.79873e-38,403.225806452,124,12009.1,1,2753264.18523,4028.96798869,2.15760992065,4028.96798869,4.48029e-05,4.32062e-34,1.55657e-09,846560.0,0.898116,8.98651,nan
