eRenyi2,IterType,AvgDiscRet,VarDiscRet,AvgRet,EpsThisIter,ESSRenyi,MinNormIw,J,ESSClassic,Bound,VarJ,MaxNormIw,VarNormIw,Delta,AvgNormIw,AvgEpLen,VarRet,AvgVanillaIw,VarVanillaIw,VanillaAvgRet,BatchSize,MaxVanillaIw,MinVanillaIw
1.069,1,-416.461112892,1862.44730463,-416.461112892,100,280.636545142,0.000800226,-412.712,280.228500968,-469.02,38.9967,0.00750583,7.86566e-07,0.3,0.00333333,500.0,1862.44730463,1.00527,0.0715391,-416.461112892,300,2.26362,0.241333
1.0,2,-415.495764362,1599.34593207,-415.495764362,100,300.0,0.01,-415.496,100.0,-495.881,39.7914,0.01,3.50449e-18,0.3,0.01,500.0,1599.34593207,1.0,,-415.495764362,300,1.0,1.0
1.0,2,-412.90528709,1263.8500699,-412.90528709,100,300.0,0.005,-414.201,200.000000102,-471.041,37.6691,0.005,2.1793e-19,0.3,0.005,500.0,1263.8500699,1.0,,-412.90528709,300,1.0,1.0
1.10604,1,-417.108178231,1372.84474002,-417.108178231,100,271.239128291,0.000388862,-410.457,268.478110956,-460.156,38.39,0.00734519,1.30892e-06,0.3,0.00333333,500.0,1372.84474002,0.990926,0.115674,-417.108178231,300,2.18356,0.1156
1.0,2,-402.694133956,1253.36675668,-402.694133956,100,300.0,0.01,-402.694,100.0,-479.281,35.2255,0.01,3.50449e-18,0.3,0.01,500.0,1253.36675668,1.0,,-402.694133956,300,1.0,1.0
1.0,2,-413.223836966,1037.72496126,-413.223836966,100,300.0,0.005,-407.959,200.000000102,-464.33,34.0853,0.005,2.1793e-19,0.3,0.005,500.0,1037.72496126,1.0,,-413.223836966,300,1.0,1.0
1.10783,1,-412.604996666,1733.13527414,-412.604996666,100,270.799863771,0.00107116,-404.74,271.060231768,-455.322,40.4649,0.00866327,1.19025e-06,0.3,0.00333333,500.0,1733.13527414,0.997295,0.106544,-412.604996666,300,2.59195,0.320479
1.0,2,-402.973480582,1559.40122309,-402.973480582,100,300.0,0.01,-402.974,100.0,-477.864,39.2913,0.01,3.50449e-18,0.3,0.01,500.0,1559.40122309,1.0,,-402.973480582,300,1.0,1.0
1.0,2,-409.215061386,1165.40169614,-409.215061386,100,300.0,0.005,-406.094,200.000000102,-461.885,36.8581,0.005,2.1793e-19,0.3,0.005,500.0,1165.40169614,1.0,,-409.215061386,300,1.0,1.0
1.0908,1,-401.118130958,1567.62492304,-401.118130958,100,275.026499053,0.00123948,-400.196,274.680956052,-448.963,39.4769,0.00862446,1.02761e-06,0.3,0.00333333,500.0,1567.62492304,1.01188,0.0946948,-401.118130958,300,2.61807,0.376261
1.0,2,-402.131939767,1460.95579989,-402.131939767,100,300.0,0.01,-402.132,100.0,-478.967,38.0309,0.01,3.50449e-18,0.3,0.01,500.0,1460.95579989,1.0,,-402.131939767,300,1.0,1.0
1.0,2,-399.480257531,1265.56953454,-399.480257531,100,300.0,0.005,-400.806,200.000000102,-455.137,36.7612,0.005,2.1793e-19,0.3,0.005,500.0,1265.56953454,1.0,,-399.480257531,300,1.0,1.0
1.07637,1,-400.872676756,1101.54170844,-400.872676756,100,278.713580421,0.0011185,-397.505,279.061529957,-444.958,34.7795,0.00554925,8.3647e-07,0.3,0.00333333,500.0,1101.54170844,1.01186,0.0770782,-400.872676756,300,1.68451,0.339529
1.0,2,-398.850792504,1699.42025408,-398.850792504,100,300.0,0.01,-398.851,100.0,-480.733,41.0174,0.01,3.50449e-18,0.3,0.01,500.0,1699.42025408,1.0,,-398.850792504,300,1.0,1.0
1.0,2,-401.403256522,1412.8041964,-401.403256522,100,300.0,0.005,-400.127,200.000000102,-458.127,39.2706,0.005,2.1793e-19,0.3,0.005,500.0,1412.8041964,1.0,,-401.403256522,300,1.0,1.0
1.06969,1,-402.143405214,1671.45134315,-402.143405214,100,280.456181898,0.000850251,-397.734,280.089085479,-446.713,41.2299,0.00773575,7.9251e-07,0.3,0.00333333,500.0,1671.45134315,0.987216,0.0695139,-402.143405214,300,2.29106,0.251814
1.0,2,-393.015507004,1295.60871464,-393.015507004,100,300.0,0.01,-393.016,100.0,-470.405,35.8141,0.01,3.50449e-18,0.3,0.01,500.0,1295.60871464,1.0,,-393.015507004,300,1.0,1.0
1.0,2,-396.81921195,1156.34463503,-396.81921195,100,300.0,0.005,-394.917,200.000000102,-449.64,34.8903,0.005,2.1793e-19,0.3,0.005,500.0,1156.34463503,1.0,,-396.81921195,300,1.0,1.0
1.14035,1,-396.590568366,1474.11975203,-396.590568366,100,263.076909085,0.000640063,-389.702,257.718556005,-437.415,40.428,0.00854141,1.82899e-06,0.3,0.00333333,500.0,1474.11975203,1.00298,0.165593,-396.590568366,300,2.57007,0.192592
1.0,2,-394.098072477,1519.84608844,-394.098072477,100,300.0,0.01,-394.098,100.0,-469.134,38.7898,0.01,3.50449e-18,0.3,0.01,500.0,1519.84608844,1.0,,-394.098072477,300,1.0,1.0
1.0,2,-392.576222695,1363.77500942,-392.576222695,100,300.0,0.005,-393.337,200.000000102,-447.962,37.7885,0.005,2.1793e-19,0.3,0.005,500.0,1363.77500942,1.0,,-392.576222695,300,1.0,1.0
1.08132,1,-398.260016845,1465.93290763,-398.260016845,100,277.439224444,0.00119727,-391.756,280.699261447,-438.136,37.5468,0.0062739,7.66547e-07,0.3,0.00333333,500.0,1465.93290763,1.04135,0.0748125,-398.260016845,300,1.96,0.374032
1.0,2,-392.00658737,1371.39873442,-392.00658737,100,300.0,0.01,-392.007,100.0,-466.778,36.8468,0.01,3.50449e-18,0.3,0.01,500.0,1371.39873442,1.0,,-392.00658737,300,1.0,1.0
1.0,2,-396.02291009,1223.00624366,-396.02291009,100,300.0,0.005,-394.015,200.000000102,-446.886,35.8924,0.005,2.1793e-19,0.3,0.005,500.0,1223.00624366,1.0,,-396.02291009,300,1.0,1.0
1.08298,1,-386.185896665,1195.32572057,-386.185896665,100,277.013172583,0.000875298,-387.637,277.42112426,-435.4,35.6737,0.00643636,9.07339e-07,0.3,0.00333333,500.0,1195.32572057,0.988917,0.0798605,-386.185896665,300,1.90951,0.259679
1.0,2,-392.146919587,1199.8186924,-392.146919587,100,300.0,0.01,-392.147,100.0,-468.354,34.4648,0.01,3.50449e-18,0.3,0.01,500.0,1199.8186924,1.0,,-392.146919587,300,1.0,1.0
1.0,2,-386.553019648,1215.24994095,-386.553019648,100,300.0,0.005,-389.35,200.000000102,-443.237,34.6884,0.005,2.1793e-19,0.3,0.005,500.0,1215.24994095,1.0,,-386.553019648,300,1.0,1.0
1.13078,1,-391.445596088,1555.14724211,-391.445596088,100,265.302453343,0.000731759,-384.652,260.739423927,-432.425,37.4157,0.00790292,1.67864e-06,0.3,0.00333333,500.0,1555.14724211,0.975515,0.14377,-391.445596088,300,2.31282,0.214153
1.0,2,-384.589303749,1116.57069647,-384.589303749,100,300.0,0.01,-384.589,100.0,-460.423,33.2476,0.01,3.50449e-18,0.3,0.01,500.0,1116.57069647,1.0,,-384.589303749,300,1.0,1.0
1.0,2,-387.089724911,1338.745432,-387.089724911,100,300.0,0.005,-385.839,200.000000102,-440.529,34.8847,0.005,2.1793e-19,0.3,0.005,500.0,1338.745432,1.0,,-387.089724911,300,1.0,1.0
1.0498,1,-384.066805358,1514.75154396,-384.066805358,100,285.767928611,0.0013165,-382.886,287.57172091,-433.009,35.7368,0.00501348,4.81803e-07,0.3,0.00333333,500.0,1514.75154396,1.00979,0.0442156,-384.066805358,300,1.51877,0.398816
1.0,2,-388.258018107,1576.37340991,-388.258018107,100,300.0,0.01,-388.258,100.0,-469.026,39.5046,0.01,3.50449e-18,0.3,0.01,500.0,1576.37340991,1.0,,-388.258018107,300,1.0,1.0
1.0,2,-378.277688816,1456.89552707,-378.277688816,100,300.0,0.005,-383.268,200.000000102,-440.379,39.0688,0.005,2.1793e-19,0.3,0.005,500.0,1456.89552707,1.0,,-378.277688816,300,1.0,1.0
1.09734,1,-388.443512266,1235.81557126,-388.443512266,100,273.388408276,0.000609938,-380.478,272.838161921,-429.326,36.9727,0.00566655,1.10985e-06,0.3,0.00333333,500.0,1235.81557126,0.988584,0.097619,-388.443512266,300,1.68056,0.180893
1.0,2,-380.190032645,951.273038777,-380.190032645,100,300.0,0.01,-380.19,100.0,-449.565,30.6881,0.01,3.50449e-18,0.3,0.01,500.0,951.273038777,1.0,,-380.190032645,300,1.0,1.0
1.0,2,-379.511757597,1107.8503003,-379.511757597,100,300.0,0.005,-379.851,200.000000102,-433.163,31.9277,0.005,2.1793e-19,0.3,0.005,500.0,1107.8503003,1.0,,-379.511757597,300,1.0,1.0
1.05675,1,-380.278215904,1551.48155422,-380.278215904,100,283.887986308,0.000823887,-377.251,284.111393783,-427.722,33.692,0.00597766,6.23449e-07,0.3,0.00333333,500.0,1551.48155422,1.02198,0.0586039,-380.278215904,300,1.83271,0.252598
1.0,2,-376.22558063,1193.03401811,-376.22558063,100,300.0,0.01,-376.226,100.0,-450.82,34.3672,0.01,3.50449e-18,0.3,0.01,500.0,1193.03401811,1.0,,-376.22558063,300,1.0,1.0
1.0,2,-377.751831748,1482.14215697,-377.751831748,100,300.0,0.005,-376.989,200.000000102,-430.84,36.3977,0.005,2.1793e-19,0.3,0.005,500.0,1482.14215697,1.0,,-377.751831748,300,1.0,1.0
1.30021,1,-384.935756198,1546.98126375,-384.935756198,100,230.731599219,0.000832115,-371.094,65.4997581404,-422.167,95.7416,0.109521,3.99127e-05,0.3,0.00333333,500.0,1546.98126375,1.13552,4.63172,-384.935756198,300,37.3089,0.283465
1.0,2,-381.671128072,1096.52716775,-381.671128072,100,300.0,0.01,-381.671,100.0,-451.716,32.9479,0.01,3.50449e-18,0.3,0.01,500.0,1096.52716775,1.0,,-381.671128072,300,1.0,1.0
1.0,2,-371.782492173,872.958348106,-371.782492173,100,300.0,0.005,-376.727,200.000000102,-426.605,31.6124,0.005,2.1793e-19,0.3,0.005,500.0,872.958348106,1.0,,-371.782492173,300,1.0,1.0
1.06153,1,-378.540506506,979.538361358,-378.540506506,100,282.609902623,0.00115793,-374.765,281.842329685,-417.726,31.6103,0.00655544,7.18227e-07,0.3,0.00333333,500.0,979.538361358,1.01025,0.0659723,-378.540506506,300,1.98679,0.35094
1.0,2,-382.235720853,1538.25667493,-382.235720853,100,300.0,0.01,-382.236,100.0,-460.469,39.024,0.01,3.50449e-18,0.3,0.01,500.0,1538.25667493,1.0,,-382.235720853,300,1.0,1.0
1.0,2,-379.795389959,1322.37245019,-379.795389959,100,300.0,0.005,-381.016,200.000000102,-436.335,37.6497,0.005,2.1793e-19,0.3,0.005,500.0,1322.37245019,1.0,,-379.795389959,300,1.0,1.0
1.09052,1,-368.955179836,1175.80922992,-368.955179836,100,275.096939391,0.00107593,-373.011,272.298495164,-420.179,36.4208,0.00667886,1.13413e-06,0.3,0.00333333,500.0,1175.80922992,1.01445,0.105043,-368.955179836,300,2.03261,0.327442
1.0,2,-368.878182372,839.216830223,-368.878182372,100,300.0,0.01,-368.878,100.0,-436.814,28.824,0.01,3.50449e-18,0.3,0.01,500.0,839.216830223,1.0,,-368.878182372,300,1.0,1.0
1.0,2,-372.593084825,1386.01208554,-372.593084825,100,300.0,0.005,-370.736,200.000000102,-426.906,33.2406,0.005,2.1793e-19,0.3,0.005,500.0,1386.01208554,1.0,,-372.593084825,300,1.0,1.0
1.0911,1,-379.208315741,1365.84031404,-379.208315741,100,274.950777611,0.0007535,-369.585,275.762218875,-417.492,34.7515,0.00606754,9.79863e-07,0.3,0.00333333,500.0,1365.84031404,1.02224,0.0921534,-379.208315741,300,1.86074,0.231077
1.0,2,-369.761748612,1248.12092332,-369.761748612,100,300.0,0.01,-369.762,100.0,-445.087,35.1517,0.01,3.50449e-18,0.3,0.01,500.0,1248.12092332,1.0,,-369.761748612,300,1.0,1.0
1.0,2,-371.640507032,1471.73707521,-371.640507032,100,300.0,0.005,-370.701,200.000000102,-423.964,36.7044,0.005,2.1793e-19,0.3,0.005,500.0,1471.73707521,1.0,,-371.640507032,300,1.0,1.0
1.05328,1,-366.33387681,1336.85792935,-366.33387681,100,284.824097876,0.00100562,-366.759,283.483313874,-416.008,36.0991,0.0058289,6.49536e-07,0.3,0.00333333,500.0,1336.85792935,0.965472,0.0544911,-366.33387681,300,1.68829,0.29127
1.0,2,-368.310275416,756.485820856,-368.310275416,100,300.0,0.01,-368.31,100.0,-434.634,27.3664,0.01,3.50449e-18,0.3,0.01,500.0,756.485820856,1.0,,-368.310275416,300,1.0,1.0
1.0,2,-372.469215134,1095.06033597,-372.469215134,100,300.0,0.005,-370.39,200.000000102,-421.159,30.3453,0.005,2.1793e-19,0.3,0.005,500.0,1095.06033597,1.0,,-372.469215134,300,1.0,1.0
1.08108,1,-366.009956356,1343.33409771,-366.009956356,100,277.499339217,0.000819158,-365.943,274.27976913,-409.044,34.0481,0.00772744,1.04541e-06,0.3,0.00333333,500.0,1343.33409771,1.00354,0.0947538,-366.009956356,300,2.32643,0.246617
1.0,2,-369.583091551,959.682473761,-369.583091551,100,300.0,0.01,-369.583,100.0,-440.544,30.8235,0.01,3.50449e-18,0.3,0.01,500.0,959.682473761,1.0,,-369.583091551,300,1.0,1.0
1.0,2,-364.957563161,753.874775244,-364.957563161,100,300.0,0.005,-367.27,200.000000102,-417.447,29.2157,0.005,2.1793e-19,0.3,0.005,500.0,753.874775244,1.0,,-364.957563161,300,1.0,1.0
1.03948,1,-360.244077984,1010.9539253,-360.244077984,100,288.605683964,0.00167608,-363.295,288.092887258,-405.065,30.5559,0.00541729,4.6077e-07,0.3,0.00333333,500.0,1010.9539253,1.0104,0.0423367,-360.244077984,300,1.6421,0.508055
1.0,2,-372.541894658,1110.14975523,-372.541894658,100,300.0,0.01,-372.542,100.0,-444.951,33.1519,0.01,3.50449e-18,0.3,0.01,500.0,1110.14975523,1.0,,-372.541894658,300,1.0,1.0
1.0,2,-371.286398288,1130.34403018,-371.286398288,100,300.0,0.005,-371.914,200.000000102,-425.425,33.3082,0.005,2.1793e-19,0.3,0.005,500.0,1130.34403018,1.0,,-371.286398288,300,1.0,1.0
1.08462,1,-368.902982924,1329.04702657,-368.902982924,100,276.595115159,0.000920114,-367.45,273.822889048,-412.952,34.965,0.00762809,1.06576e-06,0.3,0.00333333,500.0,1329.04702657,1.0024,0.096379,-368.902982924,300,2.29391,0.276696
1.0,2,-368.514447065,1039.87761806,-368.514447065,100,300.0,0.01,-368.514,100.0,-445.366,32.0855,0.01,3.50449e-18,0.3,0.01,500.0,1039.87761806,1.0,,-368.514447065,300,1.0,1.0
1.0,2,-364.052399033,1066.00131996,-364.052399033,100,300.0,0.005,-366.283,200.000000102,-420.626,32.3634,0.005,2.1793e-19,0.3,0.005,500.0,1066.00131996,1.0,,-364.052399033,300,1.0,1.0
1.02579,1,-363.07884744,958.288944711,-363.07884744,100,292.457799251,0.00146371,-363.966,292.832563415,-408.905,30.6646,0.00519604,2.72868e-07,0.3,0.00333333,500.0,958.288944711,1.00683,0.024895,-363.07884744,300,1.56947,0.442114
1.0,2,-357.928180546,880.595496987,-357.928180546,100,300.0,0.01,-357.928,100.0,-423.418,29.5261,0.01,3.50449e-18,0.3,0.01,500.0,880.595496987,1.0,,-357.928180546,300,1.0,1.0
1.0,2,-362.311044469,964.262287908,-362.311044469,100,300.0,0.005,-360.12,200.000000102,-411.356,30.2986,0.005,2.1793e-19,0.3,0.005,500.0,964.262287908,1.0,,-362.311044469,300,1.0,1.0
1.06968,1,-362.612589306,1050.2126865,-362.612589306,100,280.457432101,0.000864176,-357.985,279.453134901,-401.252,30.3202,0.00657394,8.19678e-07,0.3,0.00333333,500.0,1050.2126865,1.02819,0.0779894,-362.612589306,300,2.02778,0.266562
1.0,2,-364.60695876,1296.55583744,-364.60695876,100,300.0,0.01,-364.607,100.0,-435.664,35.8272,0.01,3.50449e-18,0.3,0.01,500.0,1296.55583744,1.0,,-364.60695876,300,1.0,1.0
1.0,2,-360.449488311,694.466256041,-360.449488311,100,300.0,0.005,-362.528,200.000000102,-412.773,31.4623,0.005,2.1793e-19,0.3,0.005,500.0,694.466256041,1.0,,-360.449488311,300,1.0,1.0
1.04221,1,-357.336318664,1214.73344338,-357.336318664,100,287.850191492,0.0013784,-358.999,287.552060943,-402.807,31.4136,0.00544417,4.82606e-07,0.3,0.00333333,500.0,1214.73344338,0.984818,0.0421257,-357.336318664,300,1.60846,0.407242
1.0,2,-359.418636762,1159.70948018,-359.418636762,100,300.0,0.01,-359.419,100.0,-432.679,33.8838,0.01,3.50449e-18,0.3,0.01,500.0,1159.70948018,1.0,,-359.418636762,300,1.0,1.0
1.0,2,-355.691504654,1136.9284987,-355.691504654,100,300.0,0.005,-357.555,200.000000102,-409.358,33.7685,0.005,2.1793e-19,0.3,0.005,500.0,1136.9284987,1.0,,-355.691504654,300,1.0,1.0
1.05917,1,-364.652674992,1204.52785634,-364.652674992,100,283.239660403,0.000547075,-357.21,280.87154315,-405.519,33.3669,0.00546855,7.59239e-07,0.3,0.00333333,500.0,1204.52785634,0.994847,0.0676292,-364.652674992,300,1.63211,0.163277
1.0,2,-365.299198341,1510.4230826,-365.299198341,100,300.0,0.01,-365.299,100.0,-444.558,38.6694,0.01,3.50449e-18,0.3,0.01,500.0,1510.4230826,1.0,,-365.299198341,300,1.0,1.0
1.0,2,-359.475813723,817.853539328,-359.475813723,100,300.0,0.005,-362.387,200.000000102,-418.432,34.0731,0.005,2.1793e-19,0.3,0.005,500.0,817.853539328,1.0,,-359.475813723,300,1.0,1.0
1.05594,1,-356.98947261,745.243662003,-356.98947261,100,284.107973074,0.00136354,-358.27,281.824406128,-405.292,32.6512,0.00678912,7.18983e-07,0.3,0.00333333,500.0,745.243662003,1.01079,0.0661118,-356.98947261,300,2.0587,0.413473
1.0,2,-358.275508931,863.63225662,-358.275508931,100,300.0,0.01,-358.276,100.0,-428.066,29.2403,0.01,3.50449e-18,0.3,0.01,500.0,863.63225662,1.0,,-358.275508931,300,1.0,1.0
1.0,2,-355.824596761,1027.66752425,-355.824596761,100,300.0,0.005,-357.05,200.000000102,-406.497,30.6218,0.005,2.1793e-19,0.3,0.005,500.0,1027.66752425,1.0,,-355.824596761,300,1.0,1.0
1.01429,1,-353.857703987,1093.17817506,-353.857703987,100,295.77236252,0.00230252,-355.341,296.077520776,-400.487,30.8659,0.0046613,1.47698e-07,0.3,0.00333333,500.0,1093.17817506,1.0102,0.0135653,-353.857703987,300,1.41265,0.697798
1.0,2,-356.095941908,871.877164345,-356.095941908,100,300.0,0.01,-356.096,100.0,-428.714,29.3796,0.01,3.50449e-18,0.3,0.01,500.0,871.877164345,1.0,,-356.095941908,300,1.0,1.0
1.0,2,-359.936004327,1102.32652864,-359.936004327,100,300.0,0.005,-358.016,200.000000102,-409.365,31.3196,0.005,2.1793e-19,0.3,0.005,500.0,1102.32652864,1.0,,-359.936004327,300,1.0,1.0
1.061,1,-359.848832798,930.829129558,-359.848832798,100,282.750820922,0.000607266,-356.174,282.419502486,-399.36,30.6434,0.00469087,6.93971e-07,0.3,0.00333333,500.0,930.829129558,0.996003,0.061959,-359.848832798,300,1.40164,0.181451
1.0,2,-360.683570263,847.123018691,-360.683570263,100,300.0,0.01,-360.684,100.0,-431.345,28.9595,0.01,3.50449e-18,0.3,0.01,500.0,847.123018691,1.0,,-360.683570263,300,1.0,1.0
1.0,2,-357.644656747,1028.10038651,-357.644656747,100,300.0,0.005,-359.164,200.000000102,-409.258,30.5048,0.005,2.1793e-19,0.3,0.005,500.0,1028.10038651,1.0,,-357.644656747,300,1.0,1.0
1.00001,1,-357.746265425,1262.79053131,-357.746265425,100,299.998283396,,-331.971,8.49409689977,-372.873,89.5473,0.211455,0.000382594,0.3,0.00333333,500.0,1262.79053131,0.0880816,0.267147,-357.746265425,300,5.58758,
1.0,2,-366.702287733,2368.94847291,-366.702287733,100,300.0,0.01,-366.702,100.0,-444.743,48.4279,0.01,3.50449e-18,0.3,0.01,500.0,2368.94847291,1.0,,-366.702287733,300,1.0,1.0
1.0,2,-380.043507384,2776.67997692,-380.043507384,100,300.0,0.005,-373.373,200.000000102,-429.361,50.9076,0.005,2.1793e-19,0.3,0.005,500.0,2776.67997692,1.0,,-380.043507384,300,1.0,1.0
nan,,-376.260385035,2181.53123332,-357.746265425,100,nan,nan,nan,nan,nan,nan,nan,nan,0.3,nan,500.0,1262.79053131,inf,nan,-357.746265425,400,inf,0.178968
1.04352,1,-349.973013274,812.445781136,-349.973013274,100,383.317397204,0.00138142,-354.957,382.186205652,-391.142,32.5157,0.00477485,2.92043e-07,0.3,0.0025,500.0,812.445781136,1.00317,0.047024,-349.973013274,400,1.916,0.554322
1.0,2,-354.391633449,1085.71208573,-354.391633449,100,400.0,0.01,-354.392,100.0,-429.992,32.785,0.01,3.50449e-18,0.3,0.01,500.0,1085.71208573,1.0,,-354.391633449,400,1.0,1.0
1.0,2,-356.268893656,902.069656073,-356.268893656,100,400.0,0.005,-355.33,200.000000102,-408.788,31.382,0.005,2.1793e-19,0.3,0.005,500.0,902.069656073,1.0,,-356.268893656,400,1.0,1.0
1.0,2,-358.721357545,943.580433577,-358.721357545,100,400.0,0.00333333,-356.461,299.999969474,-400.109,31.1527,0.00333333,5.43914e-20,0.3,0.00333333,500.0,943.580433577,1.0,,-358.721357545,400,1.0,1.0
1.06336,1,-353.32715973,1268.1422884,-353.32715973,100,376.164689718,0.00115808,-353.56,366.602744741,-392.863,36.0969,0.0108611,5.70799e-07,0.3,0.0025,500.0,1268.1422884,1.02076,0.0951596,-353.32715973,400,4.43463,0.472852
1.0,2,-355.099997728,938.75866415,-355.099997728,100,400.0,0.01,-355.1,100.0,-423.029,30.4856,0.01,3.50449e-18,0.3,0.01,500.0,938.75866415,1.0,,-355.099997728,400,1.0,1.0
1.0,2,-349.002553939,1091.75804284,-349.002553939,100,400.0,0.005,-352.051,200.000000102,-400.084,31.8497,0.005,2.1793e-19,0.3,0.005,500.0,1091.75804284,1.0,,-349.002553939,400,1.0,1.0
1.0,2,-355.642222768,708.159341128,-355.642222768,100,400.0,0.00333333,-353.248,299.999969474,-392.467,30.213,0.00333333,5.43914e-20,0.3,0.00333333,500.0,708.159341128,1.0,,-355.642222768,400,1.0,1.0
1.03398,1,-354.622375926,974.302644919,-354.622375926,100,386.853380145,0.00064214,-352.384,383.84110377,-389.354,30.6661,0.00378988,2.63771e-07,0.3,0.0025,500.0,974.302644919,0.989999,0.0413634,-354.622375926,400,1.50079,0.254287
1.0,2,-354.026960362,1184.53115032,-354.026960362,100,400.0,0.01,-354.027,100.0,-426.467,34.2445,0.01,3.50449e-18,0.3,0.01,500.0,1184.53115032,1.0,,-354.026960362,400,1.0,1.0
1.0,2,-352.676202686,1048.7066145,-352.676202686,100,400.0,0.005,-353.352,200.000000102,-404.574,33.2552,0.005,2.1793e-19,0.3,0.005,500.0,1048.7066145,1.0,,-352.676202686,400,1.0,1.0
1.0,2,-357.482272419,937.59604278,-357.482272419,100,400.0,0.00333333,-354.729,299.999969474,-396.552,32.411,0.00333333,5.43914e-20,0.3,0.00333333,500.0,937.59604278,1.0,,-357.482272419,400,1.0,1.0
1.0,1,-350.287513688,985.115576746,-350.287513688,100,399.999713898,0.000233386,-329.088,5.24151964892,-366.464,270.703,0.435129,0.000471891,0.3,0.0025,500.0,985.115576746,1.54209,179.549,-350.287513688,400,268.404,0.143962
1.0,2,-349.483650732,1041.04777539,-349.483650732,100,400.0,0.01,-349.484,100.0,-429.496,32.1035,0.01,3.50449e-18,0.3,0.01,500.0,1041.04777539,1.0,,-349.483650732,400,1.0,1.0
1.0,2,-362.440847419,1041.54497808,-362.440847419,100,400.0,0.005,-355.962,200.000000102,-412.539,32.7545,0.005,2.1793e-19,0.3,0.005,500.0,1041.54497808,1.0,,-362.440847419,400,1.0,1.0
1.0,2,-355.161262718,1097.09916932,-355.161262718,100,400.0,0.00333333,-355.695,299.999969474,-401.89,32.8241,0.00333333,5.43914e-20,0.3,0.00333333,500.0,1097.09916932,1.0,,-355.161262718,400,1.0,1.0
1.10156,1,-361.338275731,1235.68266358,-361.338275731,100,363.122335719,0.000504552,-353.085,362.591225767,-395.073,32.5335,0.00445685,6.46434e-07,0.3,0.0025,500.0,1235.68266358,0.998609,0.103142,-361.338275731,400,1.78026,0.20154
1.0,2,-352.459772065,811.009195617,-352.459772065,100,400.0,0.01,-352.46,100.0,-417.401,28.3355,0.01,3.50449e-18,0.3,0.01,500.0,811.009195617,1.0,,-352.459772065,400,1.0,1.0
1.0,2,-354.541279193,916.459625147,-354.541279193,100,400.0,0.005,-353.501,200.000000102,-404.678,29.2606,0.005,2.1793e-19,0.3,0.005,500.0,916.459625147,1.0,,-354.541279193,400,1.0,1.0
1.0,2,-350.882965097,1149.28878804,-350.882965097,100,400.0,0.00333333,-352.628,299.999969474,-396.828,30.8476,0.00333333,5.43914e-20,0.3,0.00333333,500.0,1149.28878804,1.0,,-350.882965097,400,1.0,1.0
1.03304,1,-352.190136068,921.520409555,-352.190136068,100,387.208505414,0.000777184,-351.225,385.640547387,-390.13,29.7725,0.00390855,2.33305e-07,0.3,0.0025,500.0,921.520409555,0.992397,0.0367634,-352.190136068,400,1.55153,0.30851
1.0,2,-345.452578407,833.884979555,-345.452578407,100,400.0,0.01,-345.453,100.0,-414.789,28.7323,0.01,3.50449e-18,0.3,0.01,500.0,833.884979555,1.0,,-345.452578407,400,1.0,1.0
1.0,2,-353.415550268,1117.95975407,-353.415550268,100,400.0,0.005,-349.434,200.000000102,-398.463,31.3371,0.005,2.1793e-19,0.3,0.005,500.0,1117.95975407,1.0,,-353.415550268,400,1.0,1.0
1.0,2,-347.728413786,1081.3261351,-347.728413786,100,400.0,0.00333333,-348.866,299.999969474,-389.085,31.8145,0.00333333,5.43914e-20,0.3,0.00333333,500.0,1081.3261351,1.0,,-347.728413786,400,1.0,1.0
1.0508,1,-353.252112979,840.274875153,-353.252112979,100,380.6614148,0.000879454,-347.961,378.781921107,-387.6,30.5934,0.00381422,3.50985e-07,0.3,0.0025,500.0,840.274875153,1.00366,0.0565691,-353.252112979,400,1.53127,0.353068
1.0,2,-351.087926002,951.324522974,-351.087926002,100,400.0,0.01,-351.088,100.0,-417.665,30.6889,0.01,3.50449e-18,0.3,0.01,500.0,951.324522974,1.0,,-351.087926002,400,1.0,1.0
1.0,2,-347.350601818,933.296124313,-347.350601818,100,400.0,0.005,-349.219,200.000000102,-396.297,30.6003,0.005,2.1793e-19,0.3,0.005,500.0,933.296124313,1.0,,-347.350601818,400,1.0,1.0
1.0,2,-349.76305124,885.373197102,-349.76305124,100,400.0,0.00333333,-349.401,299.999969474,-392.084,30.2736,0.00333333,5.43914e-20,0.3,0.00333333,500.0,885.373197102,1.0,,-349.76305124,400,1.0,1.0
1.06121,1,-350.918494589,1205.66702232,-350.918494589,100,376.926940314,0.000876737,-347.822,375.284503622,-385.901,33.1537,0.00577378,4.12645e-07,0.3,0.0025,500.0,1205.66702232,1.00235,0.0663332,-350.918494589,400,2.31493,0.351517
1.0,2,-349.450943894,961.458973583,-349.450943894,100,400.0,0.01,-349.451,100.0,-425.287,30.852,0.01,3.50449e-18,0.3,0.01,500.0,961.458973583,1.0,,-349.450943894,400,1.0,1.0
1.0,2,-350.367211157,746.445157995,-350.367211157,100,400.0,0.005,-349.909,200.000000102,-403.533,29.0796,0.005,2.1793e-19,0.3,0.005,500.0,746.445157995,1.0,,-350.367211157,400,1.0,1.0
1.0,2,-352.385115943,1191.53562309,-352.385115943,100,400.0,0.00333333,-350.734,299.999969474,-394.518,30.9567,0.00333333,5.43914e-20,0.3,0.00333333,500.0,1191.53562309,1.0,,-352.385115943,400,1.0,1.0
