VarVanillaIw,ESSClassic,Bound,AvgEpLen,VanillaAvgRet,BatchSize,VarRet,MaxNormIw,MinNormIw,MaxVanillaIw,ESSRenyi,AvgRet,VarNormIw,MinVanillaIw,AvgVanillaIw,eRenyi2,VarDiscRet,VarJ,AvgDiscRet,J,AvgNormIw
2.059472,37.506369461500874,1428.8099,200.0,-1704.5819581729843,100,4553425.762000742,0.03849765,3.699867e-21,4.258576,32.82569372122237,-1.0913936421275138e-13,0.00016830444,4.0927602e-19,1.1061912,3.046394,4553425.762000742,46.47514,-1.0913936421275138e-13,1679.2059,0.01
6.3134956,2.3529892000389414,6.1004815,200.0,-11.652165907766461,100,124.12804904452341,0.4984192,,19.343176,5.167837317528438,-3.019806626980426e-16,0.0041918326,,0.38809052,19.350454,124.12804904452341,2.7668674,-3.019806626980426e-16,10.41312,0.01
32.97456,4.158117106777232,2.6710396,200.0,-8.429989359664516,100,53.92637253585882,0.27973178,,33.290447,4.199127958198378,-7.105427357601002e-16,0.002328217,,1.1900846,23.814468,53.92637253585882,9.336894,-7.105427357601002e-16,6.133124,0.01
31.11068,4.001861691452851,1.3314724,200.0,-7.314390413728614,100,43.66143225368361,0.31015754,,35.144253,4.073229058458118,5.062616992290713e-16,0.0024230685,,1.1331097,24.550547,43.66143225368361,8.133138,5.062616992290713e-16,4.3810754,0.01
4.901422,14.888965186364693,1.5544348,200.0,-8.527650114313094,100,50.88704498332352,0.09783606,,9.0139885,15.707102421160105,-7.460698725481052e-16,0.0005774124,,0.921336,6.3665466,50.88704498332352,11.242244,-7.460698725481052e-16,3.3649893,0.010000002
1.1765822,46.28828915637128,-0.06943482,200.0,-8.618633169966113,100,53.425083835208056,0.028974967,3.5753802e-09,2.903038,47.31288175253885,-1.4921397450962103e-15,0.000117209485,3.582218e-07,1.0019125,2.1135893,53.425083835208056,9.980527,-1.4921397450962103e-15,0.98445994,0.01
11.513566,5.886513487319952,1.3212638,200.0,-7.976563935099028,100,53.454518334719225,0.21712822,,18.333353,7.657605057319063,1.1546319456101628e-16,0.0016149482,,0.84435606,13.058913,53.454518334719225,15.97774,1.1546319456101628e-16,3.7443306,0.010000002
10.176317,1.5031004177001337,1.8734355,200.0,-9.193196173145818,100,56.58871619383153,0.8074349,,31.659433,4.2178901040305306,-1.2967404927621828e-15,0.006619109,,0.39209887,23.708536,56.58871619383153,6.954784,-1.2967404927621828e-15,5.6404815,0.01
2.8521054,26.94622533645436,0.49737394,200.0,-7.676867046074997,100,51.6772581395278,0.05485863,5.97816e-19,5.598517,26.533832517859853,5.417888360170764e-16,0.00027384792,6.1009235e-17,1.0205353,3.7687733,51.6772581395278,10.165683,5.417888360170764e-16,1.7516717,0.01
33.067253,6.052047268042219,3.347031,200.0,-8.013685585860687,100,50.07456655406993,0.18522859,,26.898754,4.579196851802164,1.838529328779259e-15,0.0015680137,,1.4521924,21.83789,50.07456655406993,6.1907616,1.838529328779259e-15,6.497802,0.01
18.809824,5.3420401354277525,-0.50624764,200.0,-8.682867466332363,100,58.036262481705194,0.40861532,3.7798847e-05,41.88897,11.162848135055881,-4.973799150320702e-16,0.0017898416,0.0038749273,1.0251443,8.958287,58.036262481705194,14.772225,-4.973799150320702e-16,1.6805865,0.009999999
0.7901796,52.80517247810476,-0.009129524,200.0,-7.961972994308764,100,59.05692844557303,0.019266495,2.631912e-09,1.802496,72.16949275612936,8.704148513061227e-16,9.027815e-05,2.462311e-07,0.93555987,1.385627,59.05692844557303,9.251885,8.704148513061227e-16,0.7793704,0.01
0.15784262,86.49291245374123,-0.63387305,200.0,-8.284575006420654,100,51.71455947938337,0.011788447,0.0012681609,1.179221,95.97445626139314,2.149391775674303e-15,1.5774187e-05,0.12685657,1.0003192,1.0419439,51.71455947938337,8.025993,2.149391775674303e-15,0.077814445,0.009999999
0.06297509,95.36347834433,-0.51154816,200.0,-7.950879250998164,100,53.137139271952265,0.010505857,0.0003886947,1.189674,95.59774000894825,-4.440892098500626e-16,4.9110668e-06,0.044015445,1.1323912,1.0460498,53.137139271952265,7.3391747,-4.440892098500626e-16,0.17273045,0.009999998
,100.0,-0.6704232,200.0,-7.96622345609857,100,52.82940162499705,0.01,0.01,1.0,100.0,-3.552713678800501e-17,3.5044917e-18,1.0,1.0,1.0,52.82940162499705,7.2319508,-3.552713678800501e-17,-4.4703484e-08,0.009999998
,100.0,-0.64981234,200.0,-7.720959913870768,100,52.46840265852439,0.01,0.01,1.0,100.0,-2.1316282072803005e-16,3.5044917e-18,1.0,1.0,1.0,52.46840265852439,7.207199,-2.1316282072803005e-16,2.9802322e-08,0.009999998
257.62506,2.075519424302374,3.2533739,200.0,-8.157172078489282,100,45.9848439120785,0.69343907,0.0030965728,161.22699,36.95631065651467,1.7763568394002506e-16,0.004765727,0.7199639,2.3250346,2.7058978,45.9848439120785,13.856527,1.7763568394002506e-16,4.382259,0.009999998
0.116800986,91.7557460051257,-0.49677265,200.0,-8.05225890030934,100,53.3856821469225,0.01094267,0.00046856323,1.2413813,93.63469733393742,-7.283063041541026e-16,9.075753e-06,0.053155735,1.134441,1.0679802,53.3856821469225,7.499074,-7.283063041541026e-16,0.20326763,0.01
0.044968206,96.46846297032174,-0.6318915,200.0,-8.421150095213413,100,51.0513432853824,0.010390556,0.0006266372,1.145828,97.11837058577883,-2.3092638912203257e-16,3.697808e-06,0.06910299,1.1027591,1.0296713,51.0513432853824,7.1677566,-2.3092638912203257e-16,0.08717398,0.010000002
725.90625,2.8063735168485286,3.1809707,200.0,-6.980312411067519,100,52.70948899222518,0.42194968,0.001592864,192.2084,43.710267989968415,-8.615330671091215e-16,0.0034983002,0.72558856,4.555245,2.287792,52.70948899222518,11.178621,-8.615330671091215e-16,4.0694475,0.010000003
0.1489477,88.42726219589149,-0.6221212,200.0,-8.928717341059503,100,53.5978485772094,0.011398418,0.00064135087,1.2099124,94.8465469675727,5.151434834260726e-16,1.3219503e-05,0.06807773,1.061474,1.0543346,53.5978485772094,7.7063613,5.151434834260726e-16,0.1494689,0.01
0.012403976,99.0813452271954,-0.6278129,200.0,-8.947203110434724,100,50.542768221694914,0.010096775,0.00041952665,1.1620133,96.57676974349835,-1.4921397450962103e-15,9.364913e-07,0.048282303,1.1508757,1.0354457,50.542768221694914,6.9934516,-1.4921397450962103e-15,0.1383878,0.010000003
0.029835427,97.30570997780872,-0.5440341,200.0,-6.555167492587512,100,39.99457747630581,0.010339663,0.0018480327,1.0679069,99.23920937588764,-1.021405182655144e-15,2.7969086e-06,0.19086954,1.0328256,1.0076662,39.99457747630581,6.4205103,-1.021405182655144e-15,0.009747133,0.009999999
0.010513339,99.12217818933233,-0.6300368,200.0,-7.918125174688373,100,52.80286587633837,0.01009458,0.0006366205,1.0943623,98.6293187909919,-3.907985046680551e-16,8.945299e-07,0.06901658,1.0841087,1.0138973,52.80286587633837,7.2854133,-3.907985046680551e-16,0.040835135,0.010000002
,100.0,-0.6590245,200.0,-7.831244505656358,100,43.86946420590718,0.01,0.01,1.0,100.0,-1.4299672557172017e-15,3.5044917e-18,1.0,1.0,1.0,43.86946420590718,6.5902023,-1.4299672557172017e-15,,0.009999998
