VarDiscRet,MinNormIw,J,MaxVanillaIw,VanillaAvgRet,VarVanillaIw,MaxNormIw,ESSClassic,AvgRet,AvgVanillaIw,VarJ,eRenyi2,Bound,VarNormIw,AvgNormIw,BatchSize,AvgEpLen,ESSRenyi,AvgDiscRet,MinVanillaIw,VarRet
5129759.252282409,4.967001e-22,-69.53895,3.8761168,-2285.106964054178,1.4264138,0.045152698,34.29049947688328,-2285.106964054178,0.85844636,184.89177,2.762761,-874.92786,0.00019356163,0.01,100,200.0,36.1956737482158,-2285.106964054178,4.2639038e-20,5129759.252282409
259454.38802130157,0.0002569654,-17.373653,1.3452199,-101.82482641036941,0.14652525,0.01405624,86.32748071935953,-101.82482641036941,0.95702684,50.34171,1.1174884,-298.65952,1.5997948e-05,0.01,100,200.0,89.48638877118961,-101.82482641036941,0.024592279,259454.38802130157
69.19149203124536,5.349672e-07,-7.729329,2.1229436,-8.908794909959669,0.62769777,0.021387957,61.322019917082635,-8.908794909959669,0.99258834,9.492794,1.5774523,-10.72847,6.371068e-05,0.01,100,200.0,63.39335894628346,-8.908794909959669,5.3100222e-05,69.19149203124536
53.69350276464947,,-3.5322812,7.13255,-8.925940327351107,4.939246,0.06436568,20.07175105895711,-8.925940327351107,1.1081294,7.0728374,5.0868278,-8.818157,0.00040223502,0.010000002,100,200.0,19.658617279150224,-8.925940327351107,,53.69350276464947
47.05536790456905,0.00801048,-7.8584104,2.570886,-8.237099679525883,0.09671178,0.025878984,91.15638474600773,-8.237099679525883,0.99342614,6.8834004,1.1587435,-9.966579,9.799597e-06,0.01,100,200.0,86.30037617364583,-8.237099679525883,0.79578197,47.05536790456905
50.8361052268945,1.314386e-06,-6.0051484,8.248838,-8.620378109089486,2.1211586,0.09268477,27.388390683157827,-8.620378109089486,0.88998854,10.482625,3.6637437,-9.79301,0.00026779613,0.01,100,200.0,27.29448543634986,-8.620378109089486,0.00011697886,50.8361052268945
53.47695082076813,0.005405865,-8.441932,1.1257718,-8.46917538018459,0.015297839,0.01119985,98.52320117568219,-8.46917538018459,1.0051669,7.25344,1.0158048,-10.529494,1.5140971e-06,0.009999999,100,200.0,98.44411366114677,-8.46917538018459,0.54337966,53.47695082076813
54.55154037447244,1.3840977e-06,-6.8795986,1.9651303,-7.694783777320034,0.5095445,0.019855076,66.008134577926,-7.694783777320034,0.98973703,8.148833,1.4807075,-9.315235,5.2016672e-05,0.01,100,200.0,67.53528176909003,-7.694783777320034,0.00013698927,54.55154037447244
52.6519838306697,2.3349654e-29,-6.967294,4.2951055,-8.93582027712486,2.5795207,0.038345408,32.94441049794823,-8.93582027712486,1.1201094,10.512005,3.0882018,-10.549007,0.00020559762,0.01,100,200.0,32.381303985676674,-8.93582027712486,2.615417e-27,52.6519838306697
47.80567004549958,2.400692e-05,-6.8572226,1.7677051,-7.415411049299031,0.34407717,0.017084602,75.86181462831185,-7.415411049299031,1.0346774,7.269704,1.3582122,-9.169794,3.2140008e-05,0.01,100,200.0,73.62619596594904,-7.415411049299031,0.0024839416,47.80567004549958
