AvgNormIw,AvgDiscRet,eRenyi2,MaxNormIw,MaxVanillaIw,VarNormIw,AvgVanillaIw,Bound,VarVanillaIw,MinNormIw,IterType,ESSClassic,MinVanillaIw,AvgRet,ESSRenyi,VarJ,J,BatchSize,VanillaAvgRet,VarRet,VarDiscRet,AvgEpLen,EpsThisIter
0.0049999994,10.684877729614852,1.0,0.005,1.0,2.179301e-19,1.0,6.5871925,,0.005,2,200.00000010221265,1.0,10.684877729614852,500.0,9.127977,10.849072,500,10.684877729614852,101.72910613649269,101.72910613649269,9.72,100
0.0033333336,10.31464876932629,1.0,0.0033333334,1.0,5.4391416e-20,1.0,7.19112,,0.0033333334,2,299.999969473632,1.0,10.31464876932629,500.0,9.785228,10.670931,500,10.31464876932629,121.63802545328349,121.63802545328349,9.41,100
0.0024999997,9.302519887319626,1.0,0.0025,1.0,5.434597e-20,1.0,7.3152237,,0.0025,2,400.0,1.0,9.302519887319626,500.0,9.449912,10.328828,500,9.302519887319626,69.23926566174792,69.23926566174792,8.96,100
0.0019999999,8.355455446411082,3.825122,0.99313587,70008.375,0.0019725838,140.98448,63.000156,9802077.0,1.031462e-07,1,1.0138706663464416,0.0072710067,8.355455446411082,130.71478101251424,8.397176,68.2719,500,8.355455446411082,33.2982527219053,33.2982527219053,8.27,100
0.009999998,8.546241319790731,1.0,0.01,1.0,3.5044917e-18,1.0,6.565963,,0.01,2,100.0,1.0,8.546241319790731,500.0,5.4671526,8.546241,500,8.546241319790731,30.191674379993945,30.191674379993945,8.29,100
0.0049999994,12.937627394415227,1.0,0.005,1.0,2.179301e-19,1.0,6.97878,,0.005,2,200.00000010221265,1.0,12.937627394415227,500.0,8.539219,10.741934,500,12.937627394415227,107.37840502277857,107.37840502277857,11.6,100
0.0033333336,11.687751762206979,1.0,0.0033333334,1.0,5.4391416e-20,1.0,7.9452314,,0.0033333334,2,299.999969473632,1.0,11.687751762206979,500.0,8.887178,11.057207,500,11.687751762206979,91.42721140457417,91.42721140457417,10.74,100
0.0024999997,12.618916650048002,1.0,0.0025,1.0,5.434597e-20,1.0,8.343258,,0.0025,2,400.0,1.0,12.618916650048002,500.0,9.278369,11.447634,500,12.618916650048002,106.64389436253863,106.64389436253863,11.24,100
0.0020000006,9.948455006245336,3.647637,0.9881869,41704.56,0.0019529344,84.40622,57.341183,3478376.2,2.5573172e-07,1,1.024050642029676,0.010792674,9.948455006245336,137.07504749564328,13.068236,62.644226,500,9.948455006245336,35.36494185891785,35.36494185891785,9.27,100
0.009999998,11.271664250192943,1.0,0.01,1.0,3.5044917e-18,1.0,8.128683,,0.01,2,100.0,1.0,11.271664250192943,500.0,6.608698,11.271664,500,11.271664250192943,44.11604726856115,44.11604726856115,10.34,100
0.0049999994,12.827869489283575,1.0,0.005,1.0,2.179301e-19,1.0,9.168636,,0.005,2,200.00000010221265,1.0,12.827869489283575,500.0,7.727305,12.049767,500,12.827869489283575,75.28961054349679,75.28961054349679,11.84,100
0.0033333336,12.998506369159395,1.0,0.0033333334,1.0,5.4391416e-20,1.0,9.030225,,0.0033333334,2,299.999969473632,1.0,12.998506369159395,500.0,8.640152,12.366014,500,12.998506369159395,104.98395779137793,104.98395779137793,11.75,100
0.0024999997,12.782507511003187,1.0,0.0025,1.0,5.434597e-20,1.0,7.9354725,,0.0025,2,400.0,1.0,12.782507511003187,500.0,9.822628,12.470136,500,12.782507511003187,163.48416886704325,163.48416886704325,11.79,100
0.0020000006,12.84098937852706,6.217713,0.985201,30088.871,0.0019411291,61.08169,96.280624,1810574.8,1.5463462e-08,1,1.0302658757540204,0.0004722672,12.84098937852706,80.41542118713394,30.243057,106.39421,500,12.84098937852706,78.23712601761385,78.23712601761385,12.08,100
0.009999998,12.442120562340078,1.0,0.01,1.0,3.5044917e-18,1.0,6.783923,,0.01,2,100.0,1.0,12.442120562340078,500.0,9.220956,12.442121,500,12.442120562340078,85.88488884623388,85.88488884623388,12.01,100
0.0049999994,13.216782785098241,1.0,0.005,1.0,2.179301e-19,1.0,8.828501,,0.005,2,200.00000010221265,1.0,13.216782785098241,500.0,8.580071,12.829451,500,13.216782785098241,62.53452235385958,62.53452235385958,12.49,100
0.0033333336,14.461979699383585,1.0,0.0033333334,1.0,5.4391416e-20,1.0,9.559725,,0.0033333334,2,299.999969473632,1.0,14.461979699383585,500.0,10.185769,13.373629,500,14.461979699383585,163.8764050274797,163.8764050274797,13.34,100
0.0024999997,12.542594953455678,1.0,0.0025,1.0,5.434597e-20,1.0,9.86293,,0.0025,2,400.0,1.0,12.542594953455678,500.0,9.80258,13.165869,500,12.542594953455678,73.32797939091766,73.32797939091766,11.94,100
0.0020000003,14.605271159539697,6.327293,0.9897625,44537.99,0.0019591798,89.99733,62.080833,3967103.5,1.0690042e-09,1,1.0207929610978395,4.8103764e-05,14.605271159539697,79.02273632472561,11.272473,69.511955,500,14.605271159539697,146.14606604730835,146.14606604730835,13.89,100
0.009999998,17.975228110793314,1.0,0.01,1.0,3.5044917e-18,1.0,11.851892,,0.01,2,100.0,1.0,17.975228110793314,500.0,13.249296,17.975227,500,17.975228110793314,177.31702473385826,177.31702473385826,16.41,100
0.0049999994,15.963490247824407,1.0,0.005,1.0,2.179301e-19,1.0,12.639507,,0.005,2,200.00000010221265,1.0,15.963490247824407,500.0,12.256644,16.969358,500,15.963490247824407,124.12451739809376,124.12451739809376,14.66,100
0.0033333336,17.235779660606397,1.0,0.0033333334,1.0,5.4391416e-20,1.0,10.49758,,0.0033333334,2,299.999969473632,1.0,17.235779660606397,500.0,13.826098,17.058165,500,17.235779660606397,275.7423996126966,275.7423996126966,15.93,100
0.0024999997,19.786372554672187,1.0,0.0025,1.0,5.434597e-20,1.0,7.003105,,0.0025,2,400.0,1.0,19.786372554672187,500.0,17.723948,17.740217,500,19.786372554672187,684.331198391917,684.331198391917,18.04,100
0.002,16.43607303917928,5.52283,0.9904172,43458.91,0.0019617775,87.7588,230.3222,3777209.2,5.33818e-08,1,1.0194441396722633,0.0023423613,16.43607303917928,90.53329527497938,50.25949,252.89127,500,16.43607303917928,92.56952298395701,92.56952298395701,15.11,100
0.009999998,18.099685638086406,1.0,0.01,1.0,3.5044917e-18,1.0,13.373997,,0.01,2,100.0,1.0,18.099685638086406,500.0,10.362492,18.099686,500,18.099685638086406,108.46589498454374,108.46589498454374,17.09,100
0.0049999994,17.910603171609292,1.0,0.005,1.0,2.179301e-19,1.0,14.376055,,0.005,2,200.00000010221265,1.0,17.910603171609292,500.0,10.00385,18.005144,500,17.910603171609292,93.69182292260808,93.69182292260808,16.57,100
0.0033333336,19.776843515458214,1.0,0.0033333334,1.0,5.4391416e-20,1.0,15.164978,,0.0033333334,2,299.999969473632,1.0,19.776843515458214,500.0,11.544526,18.595713,500,19.776843515458214,199.57740010591996,199.57740010591996,18.09,100
0.0024999997,18.627396215857726,1.0,0.0025,1.0,5.434597e-20,1.0,15.519465,,0.0025,2,400.0,1.0,18.627396215857726,500.0,11.750006,18.603632,500,18.627396215857726,153.96118635555572,153.96118635555572,17.59,100
0.0019999999,17.668059511702996,3.2534924,0.9848467,29410.115,0.0019397283,59.725266,50.674232,1729805.0,2.278431e-07,1,1.0310082949038506,0.006803995,17.668059511702996,153.68101270572123,11.035023,55.64997,500,17.668059511702996,104.66165866294007,104.66165866294007,16.72,100
0.009999998,21.288634929732897,1.0,0.01,1.0,3.5044917e-18,1.0,4.2420864,,0.01,2,100.0,1.0,21.288634929732897,500.0,23.300947,21.288633,500,21.288634929732897,548.418308566354,548.418308566354,20.57,100
0.0049999994,19.545502191238942,1.0,0.005,1.0,2.179301e-19,1.0,8.363339,,0.005,2,200.00000010221265,1.0,19.545502191238942,500.0,18.276499,20.417068,500,19.545502191238942,124.85590313671167,124.85590313671167,19.33,100
0.0033333336,20.757449176590043,1.0,0.0033333334,1.0,5.4391416e-20,1.0,10.688701,,0.0033333334,2,299.999969473632,1.0,20.757449176590043,500.0,17.028257,20.530529,500,20.757449176590043,203.78440468253407,203.78440468253407,20.55,100
0.0024999997,19.24147081908165,1.0,0.0025,1.0,5.434597e-20,1.0,11.68499,,0.0025,2,400.0,1.0,19.24147081908165,500.0,15.784129,20.208263,500,19.24147081908165,126.69087877731457,126.69087877731457,18.1,100
0.0019999999,22.889490274489617,4.5358944,0.9921356,55651.305,0.001968604,112.184875,184.91399,6193940.0,5.6467616e-08,1,1.015916005861077,0.0031674062,22.889490274489617,110.23184328764589,31.009752,201.15013,500,22.889490274489617,186.85183383462112,186.85183383462112,20.95,100
0.009999998,24.068321731404044,1.0,0.01,1.0,3.5044917e-18,1.0,18.141315,,0.01,2,100.0,1.0,24.068321731404044,500.0,14.316191,24.068321,500,24.068321731404044,207.02354972734713,207.02354972734713,24.01,100
0.0049999994,25.775935315709688,1.0,0.005,1.0,2.179301e-19,1.0,19.173061,,0.005,2,200.00000010221265,1.0,25.775935315709688,500.0,15.489047,24.922127,500,25.775935315709688,276.1716133191207,276.1716133191207,25.09,100
0.0033333336,22.715972589404775,1.0,0.0033333334,1.0,5.4391416e-20,1.0,18.728825,,0.0033333334,2,299.999969473632,1.0,22.715972589404775,500.0,15.418383,24.186745,500,22.715972589404775,232.43799980229707,232.43799980229707,22.97,100
0.0024999997,26.65616013915613,1.0,0.0025,1.0,5.434597e-20,1.0,8.262663,,0.0025,2,400.0,1.0,26.65616013915613,500.0,24.437944,24.804096,500,26.65616013915613,1687.9793712406597,1687.9793712406597,26.55,100
0.002,22.04987680293688,3.6650786,0.9863476,36668.668,0.001945657,74.352425,359.7717,2689035.2,3.759552e-07,1,1.0278731383015611,0.013976591,22.04987680293688,136.4227207965625,110.34701,388.09604,500,22.04987680293688,158.18475163523905,158.18475163523905,21.56,100
0.009999998,25.88104988716532,1.0,0.01,1.0,3.5044917e-18,1.0,14.62233,,0.01,2,100.0,1.0,25.88104988716532,500.0,16.273287,25.881048,500,25.88104988716532,267.494835859712,267.494835859712,25.66,100
0.0049999994,24.84954020589501,1.0,0.005,1.0,2.179301e-19,1.0,17.404179,,0.005,2,200.00000010221265,1.0,24.84954020589501,500.0,16.68897,25.365294,500,24.84954020589501,294.6379447841877,294.6379447841877,25.37,100
0.0033333336,27.81839684739814,1.0,0.0033333334,1.0,5.4391416e-20,1.0,15.408892,,0.0033333334,2,299.999969473632,1.0,27.81839684739814,500.0,20.281492,26.182999,500,27.81839684739814,679.7590613767223,679.7590613767223,27.27,100
0.0024999997,26.32768242381498,1.0,0.0025,1.0,5.434597e-20,1.0,16.888515,,0.0025,2,400.0,1.0,26.32768242381498,500.0,19.610748,26.219168,500,26.32768242381498,307.3670965067291,307.3670965067291,26.31,100
0.002,22.56456622706817,4.757271,0.9834753,30144.965,0.0019343201,61.30294,200.37206,1817318.1,7.821343e-09,1,1.03388498301388,0.00023973564,22.56456622706817,105.10227810342478,69.629814,218.57475,500,22.56456622706817,236.3021479555939,236.3021479555939,23.25,100
0.009999998,27.813791117675365,1.0,0.01,1.0,3.5044917e-18,1.0,12.40009,,0.01,2,100.0,1.0,27.813791117675365,500.0,23.709087,27.813791,500,27.813791117675365,567.798866185752,567.798866185752,28.17,100
0.0049999994,30.554643959458986,1.0,0.005,1.0,2.179301e-19,1.0,18.285084,,0.005,2,200.00000010221265,1.0,30.554643959458986,500.0,22.465746,29.184216,500,30.554643959458986,448.02282032530104,448.02282032530104,30.31,100
0.0033333336,29.844588423882545,1.0,0.0033333334,1.0,5.4391416e-20,1.0,20.505238,,0.0033333334,2,299.999969473632,1.0,29.844588423882545,500.0,20.84348,29.404343,500,29.844588423882545,296.6074915685181,296.6074915685181,30.32,100
0.0024999997,26.02552680696243,1.0,0.0025,1.0,5.434597e-20,1.0,20.852785,,0.0025,2,400.0,1.0,26.02552680696243,500.0,19.615732,28.559635,500,26.02552680696243,229.48874552882685,229.48874552882685,26.63,100
0.0020000003,30.34802319294058,4.2729406,0.9868764,36986.973,0.0019477499,74.95766,133.23788,2735931.5,4.1695532e-08,1,1.0267708163142464,0.0015626997,30.34802319294058,117.01543331184021,31.726002,147.48692,500,30.34802319294058,520.4726928027397,520.4726928027397,30.7,100
0.009999998,31.238185105062506,1.0,0.01,1.0,3.5044917e-18,1.0,15.498981,,0.01,2,100.0,1.0,31.238185105062506,500.0,24.931194,31.238188,500,31.238185105062506,627.8429560148276,627.8429560148276,32.12,100
0.0049999994,31.675081400103412,1.0,0.005,1.0,2.179301e-19,1.0,13.510897,,0.005,2,200.00000010221265,1.0,31.675081400103412,500.0,28.568935,31.456635,500,31.675081400103412,1020.9173500611923,1020.9173500611923,32.35,100
0.0033333336,30.32828619741104,1.0,0.0033333334,1.0,5.4391416e-20,1.0,16.427887,,0.0033333334,2,299.999969473632,1.0,30.32828619741104,500.0,26.684725,31.080519,500,30.32828619741104,508.08708251018527,508.08708251018527,30.61,100
0.0024999997,29.5115929176147,1.0,0.0025,1.0,5.434597e-20,1.0,17.998734,,0.0025,2,400.0,1.0,29.5115929176147,500.0,25.049528,30.688286,500,29.5115929176147,375.60229584235566,375.60229584235566,30.68,100
0.002,33.44820276214426,4.813795,0.98174834,22706.836,0.0019275198,46.257957,271.90134,1031125.94,5.0418627e-08,1,1.0375249292709954,0.0011661313,33.44820276214426,103.86815198419852,104.545876,296.80338,500,33.44820276214426,454.2943576637957,454.2943576637957,35.01,100
0.009999998,29.140867312963245,1.0,0.01,1.0,3.5044917e-18,1.0,14.954306,,0.01,2,100.0,1.0,29.140867312963245,500.0,19.499502,29.140867,500,29.140867312963245,384.071336189881,384.071336189881,30.67,100
0.0049999994,27.127069121049153,1.0,0.005,1.0,2.179301e-19,1.0,18.102554,,0.005,2,200.00000010221265,1.0,27.127069121049153,500.0,17.500889,28.133968,500,27.127069121049153,232.6303140428509,232.6303140428509,28.71,100
0.0033333336,29.98756905444607,1.0,0.0033333334,1.0,5.4391416e-20,1.0,20.561222,,0.0033333334,2,299.999969473632,1.0,29.98756905444607,500.0,16.587334,28.751837,500,29.98756905444607,212.6928614843486,212.6928614843486,31.75,100
0.0024999997,30.50275940242382,1.0,0.0025,1.0,5.434597e-20,1.0,21.898006,,0.0025,2,400.0,1.0,30.50275940242382,500.0,17.720022,29.189564,500,30.50275940242382,432.604743263289,432.604743263289,32.4,100
0.002,35.504735094948,3.1170723,0.9869527,36421.844,0.0019480491,73.80666,449.9618,2652961.5,4.5028793e-07,1,1.0266136352320179,0.016617125,35.504735094948,160.40692831217254,131.59651,482.41437,500,35.504735094948,2477.8351744267993,2477.8351744267993,38.32,100
0.009999998,34.28389797709619,1.0,0.01,1.0,3.5044917e-18,1.0,-6.075989,,0.01,2,100.0,1.0,34.28389797709619,500.0,47.629036,34.283894,500,34.28389797709619,2291.4396843776603,2291.4396843776603,36.7,100
0.0049999994,35.07969394530799,1.0,0.005,1.0,2.179301e-19,1.0,6.1430473,,0.005,2,200.00000010221265,1.0,35.07969394530799,500.0,38.35833,34.681793,500,35.07969394530799,680.6879531931266,680.6879531931266,35.87,100
0.0033333336,32.569892055948095,1.0,0.0033333334,1.0,5.4391416e-20,1.0,10.676043,,0.0033333334,2,299.999969473632,1.0,32.569892055948095,500.0,35.1037,33.97783,500,32.569892055948095,758.6998121653863,758.6998121653863,34.97,100
0.0024999997,30.11210485725782,1.0,0.0025,1.0,5.434597e-20,1.0,12.831457,,0.0025,2,400.0,1.0,30.11210485725782,500.0,32.300026,33.0114,500,30.11210485725782,469.8480696272646,469.8480696272646,31.64,100
0.0019999999,36.58215820034252,4.7227616,0.9844757,31775.361,0.0019382648,64.552864,433.42184,2019222.0,1.7185818e-07,1,1.031785055386444,0.0055469684,36.58215820034252,105.87025962029408,152.51408,472.64685,500,36.58215820034252,2088.5238195895454,2088.5238195895454,37.35,100
0.009999998,35.262951337248865,1.0,0.01,1.0,3.5044917e-18,1.0,14.102587,,0.01,2,100.0,1.0,35.262951337248865,500.0,29.740522,35.262947,500,35.262951337248865,893.4329313984017,893.4329313984017,36.48,100
0.0049999994,32.72309099973548,1.0,0.005,1.0,2.179301e-19,1.0,19.030384,,0.005,2,200.00000010221265,1.0,32.72309099973548,500.0,26.525206,33.99302,500,32.72309099973548,524.6960497964553,524.6960497964553,34.14,100
0.0033333336,35.779513899206215,1.0,0.0033333334,1.0,5.4391416e-20,1.0,11.411877,,0.0033333334,2,299.999969473632,1.0,35.779513899206215,500.0,35.63045,34.58852,500,35.779513899206215,2423.5217233438407,2423.5217233438407,37.09,100
0.0024999997,32.89088286330516,1.0,0.0025,1.0,5.434597e-20,1.0,14.092548,,0.0025,2,400.0,1.0,32.89088286330516,500.0,33.20513,34.164112,500,32.89088286330516,605.6314126151369,605.6314126151369,34.36,100
0.002,29.758600276554144,6.4573736,0.98492694,27631.305,0.0019400466,56.108334,424.7311,1526886.9,4.7015227e-08,1,1.0308394268751766,0.001318973,29.758600276554144,77.43086113565597,146.52187,470.35098,500,29.758600276554144,306.8946733653318,306.8946733653318,30.39,100
0.009999998,34.67656339995507,1.0,0.01,1.0,3.5044917e-18,1.0,12.517597,,0.01,2,100.0,1.0,34.67656339995507,500.0,29.884733,34.676563,500,34.67656339995507,902.1185434791265,902.1185434791265,37.72,100
0.0049999994,42.34482512375326,1.0,0.005,1.0,2.179301e-19,1.0,13.103481,,0.005,2,200.00000010221265,1.0,42.34482512375326,500.0,41.138836,38.510696,500,42.34482512375326,2487.181611370258,2487.181611370258,44.54,100
0.0033333336,40.894310023004124,1.0,0.0033333334,1.0,5.4391416e-20,1.0,15.959961,,0.0033333334,2,299.999969473632,1.0,40.894310023004124,500.0,45.15857,39.305233,500,40.894310023004124,2756.8613049484943,2756.8613049484943,43.71,100
0.0024999997,38.440690355774876,1.0,0.0025,1.0,5.434597e-20,1.0,18.816322,,0.0025,2,400.0,1.0,38.440690355774876,500.0,49.721626,39.089096,500,38.440690355774876,3808.5969206653217,3808.5969206653217,41.13,100
0.0019999999,32.27156938510414,42.46679,0.38831145,794.5795,0.00041669875,4.0924854,231.72882,1744.7635,9.468368e-08,1,4.763431466416314,0.0001937458,32.27156938510414,11.773906360291667,1230.9233,349.89218,500,32.27156938510414,379.43790599898875,379.43790599898875,34.83,100
0.009999998,49.557069160556146,1.0,0.01,1.0,3.5044917e-18,1.0,8.817333,,0.01,2,100.0,1.0,49.557069160556146,500.0,72.72661,49.557064,500,49.557069160556146,5342.584743300227,5342.584743300227,52.14,100
0.0049999994,39.42992108033901,1.0,0.005,1.0,2.179301e-19,1.0,15.686155,,0.005,2,200.00000010221265,1.0,39.42992108033901,500.0,56.340664,44.493496,500,39.42992108033901,1018.2855003312794,1018.2855003312794,41.77,100
0.0033333336,50.35868659981589,1.0,0.0033333334,1.0,5.4391416e-20,1.0,22.927465,,0.0033333334,2,299.999969473632,1.0,50.35868659981589,500.0,69.45866,46.44856,500,50.35868659981589,8183.876302342055,8183.876302342055,53.26,100
0.0024999997,41.541038794342256,1.0,0.0025,1.0,5.434597e-20,1.0,24.851814,,0.0025,2,400.0,1.0,41.541038794342256,500.0,64.459076,45.22168,500,41.541038794342256,2149.8157041706972,2149.8157041706972,43.87,100
0.0019999999,58.84938063824647,25.013775,0.21339186,287.75278,0.00017474615,2.6969423,271.50848,317.75397,1.05802066e-07,1,11.210971456722572,0.00014267104,58.84938063824647,19.98898617110232,821.36084,362.63037,500,58.84938063824647,9947.078648015862,9947.078648015862,60.98,100
0.009999998,54.32918160062212,1.0,0.01,1.0,3.5044917e-18,1.0,12.932938,,0.01,2,100.0,1.0,54.32918160062212,500.0,87.29611,54.329185,500,54.32918160062212,7697.586256864823,7697.586256864823,56.79,100
0.0049999994,53.00758804206941,1.0,0.005,1.0,2.179301e-19,1.0,24.396818,,0.005,2,200.00000010221265,1.0,53.00758804206941,500.0,84.05602,53.668385,500,53.00758804206941,6575.0983474109735,6575.0983474109735,55.01,100
0.0033333336,47.77939455561032,1.0,0.0033333334,1.0,5.4391416e-20,1.0,27.805258,,0.0033333334,2,299.999969473632,1.0,47.77939455561032,500.0,80.13797,51.70539,500,47.77939455561032,5163.973079478933,5163.973079478933,49.9,100
0.0024999997,57.42226546759239,1.0,0.0025,1.0,5.434597e-20,1.0,32.43648,,0.0025,2,400.0,1.0,57.42226546759239,500.0,83.012825,53.134605,500,57.42226546759239,8357.295227383212,8357.295227383212,59.34,100
0.0020000003,52.04360394512258,1.0,0.002,1.0,5.431875e-20,1.0,34.403442,,0.002,1,500.00000664260017,1.0,52.04360394512258,500.0,81.71306,52.91641,500,52.04360394512258,5878.432512731392,5878.432512731392,54.07,100
0.009999998,53.02327426382368,1.0,0.01,1.0,3.5044917e-18,1.0,12.5271,,0.01,2,100.0,1.0,53.02327426382368,500.0,79.34063,53.023277,500,53.02327426382368,6358.520942409251,6358.520942409251,55.21,100
