Delta,ESSClassic,VarDiscRet,MaxVanillaIw,AvgVanillaIw,AvgNormIw,MaxNormIw,MinNormIw,VarJ,VanillaAvgRet,AvgRet,IterType,J,ESSRenyi,AvgDiscRet,VarNormIw,BatchSize,VarRet,eRenyi2,Bound,VarVanillaIw,AvgEpLen,EpsThisIter,MinVanillaIw
0.4,100.0,0.0047426450037113535,1.0,1.0,0.009999998,0.01,0.01,0.06851644,4999.932638045055,4999.932638045055,1,4999.9326,100.0,4999.932638045055,3.5044917e-18,100,0.0047426450037113535,1.0,4387.56,,500.0,100,1.0
0.4,99.99990845112812,0.005040035710415751,1.0021793,1.0000415,0.009999999,0.010021376,0.009967427,0.07055399,4999.939831015148,4999.939831015148,1,4999.9404,99.99991655356695,4999.939831015148,1.1077391e-10,100,0.005040035710415751,1.0000008,4387.568,1.1078346e-06,500.0,100,0.99678403
0.4,100.0,0.003042073206943005,1.0,1.0,0.009999998,0.01,0.01,0.054876685,4999.942514341838,4999.942514341838,1,4999.943,100.0,4999.942514341838,3.5044917e-18,100,0.003042073206943005,1.0,4387.5703,,500.0,100,1.0
0.4,100.00000762930883,0.0036210655464275526,1.0003119,1.0000113,0.009999999,0.010003005,0.009996286,0.059867192,4999.935692722303,4999.935692722303,1,4999.936,100.0,4999.935692722303,2.611837e-12,100,0.0036210655464275526,1.0,4387.5635,2.6118286e-08,500.0,100,0.99963987
0.4,96.23030019146893,249993.926733332,1.3560174,0.981521,0.010000002,0.01381547,0.0031817832,288.59528,4949.939839680791,4949.939839680791,1,4971.0635,96.91605607506868,4949.939839680791,3.9569436e-06,100,249993.926733332,1.0318208,4349.0244,0.038120545,495.01,100,0.31229872
0.4,99.99998474048971,0.010485025781429026,1.0005567,0.9999526,0.01,0.010006041,0.00997933,0.1017218,4999.934092436638,4999.934092436638,1,4999.9346,99.99998807907247,4999.934092436638,2.8057487e-11,100,0.010485025781429026,1.0000001,4387.562,2.8054936e-07,500.0,100,0.9978857
0.4,100.0,0.0022245492403483048,1.0,1.0,0.009999998,0.01,0.01,0.046921544,4999.946835020953,4999.946835020953,1,4999.947,100.0,4999.946835020953,3.5044917e-18,100,0.0022245492403483048,1.0,4387.574,,500.0,100,1.0
0.4,99.99992371744713,0.003515937794451745,1.001971,1.0001488,0.01,0.010018219,0.009968097,0.058969703,4999.940818396838,4999.940818396838,1,4999.9414,99.99996423722592,4999.940818396838,6.304872e-11,100,0.003515937794451745,1.0000004,4387.569,6.306704e-07,500.0,100,0.996958
0.4,97.4766070376244,105035.28890462863,1.2046475,0.9892781,0.009999999,0.012177036,0.0030592922,99.35432,4967.534649887954,4967.534649887954,1,4990.032,97.8076377005025,4967.534649887954,2.6148616e-06,100,105035.28890462863,1.022415,4370.8345,0.025590897,496.77,100,0.30264908
0.4,99.99989698055442,0.004467301575260286,1.001147,0.99977964,0.01,0.010013676,0.009967713,0.06644352,4999.9345552313025,4999.9345552313025,1,4999.935,99.99996423722592,4999.9345552313025,1.0196947e-10,100,0.004467301575260286,1.0000004,4387.5625,1.0192522e-06,500.0,100,0.99655163
0.4,99.9998588496954,0.0033686201233022735,1.0018338,0.99995285,0.010000002,0.010018811,0.009970169,0.057691835,4999.944917511273,4999.944917511273,1,4999.9453,99.99990463265931,4999.944917511273,1.1837159e-10,100,0.0033686201233022735,1.000001,4387.5728,1.1836017e-06,500.0,100,0.9969698
0.4,100.0,0.0037038145984467654,1.0,1.0,0.009999998,0.01,0.01,0.06055144,4999.937778250372,4999.937778250372,1,4999.938,100.0,4999.937778250372,3.5044917e-18,100,0.0037038145984467654,1.0,4387.5654,,500.0,100,1.0
0.4,99.99991225712044,0.0017893758115438338,1.0018442,0.99994415,0.01,0.010019002,0.009964594,0.042077355,4999.961833008314,4999.961833008314,1,4999.9624,99.99976158198933,4999.961833008314,9.901506e-11,100,0.0017893758115438338,1.0000024,4387.5894,9.900322e-07,500.0,100,0.99640375
0.4,99.99991227141112,0.0021951269159292486,1.0034366,1.000107,0.010000002,0.010033292,0.009977561,0.04661138,4999.94885974206,4999.94885974206,1,4999.9497,99.99994039539075,4999.94885974206,7.516632e-11,100,0.0021951269159292486,1.0000006,4387.577,7.5181924e-07,500.0,100,0.99786294
0.4,99.99998855594673,0.004297361282717482,1.000164,1.0000033,0.01,0.010001607,0.009995288,0.06523418,4999.944762789317,4999.944762789317,1,4999.9453,99.99980926550052,4999.944762789317,1.110571e-12,100,0.004297361282717482,1.0000019,4387.5723,1.1106793e-08,500.0,100,0.9995321
0.4,100.0,0.00294314538654357,1.0,1.0,0.009999998,0.01,0.01,0.053981543,4999.943403646377,4999.943403646377,1,4999.9434,100.0,4999.943403646377,3.5044917e-18,100,0.00294314538654357,1.0,4387.571,,500.0,100,1.0
0.4,100.0,0.0022864613338579023,1.0,1.0,0.009999998,0.01,0.01,0.04758889,4999.954616759711,4999.954616759711,1,4999.9546,100.0,4999.954616759711,3.5044917e-18,100,0.0022864613338579023,1.0,4387.582,,500.0,100,1.0
0.4,100.0,0.0027415996273027427,1.0,1.0,0.009999998,0.01,0.01,0.05208581,4999.951312932182,4999.951312932182,1,4999.9517,100.0,4999.951312932182,3.5044917e-18,100,0.0027415996273027427,1.0,4387.579,,500.0,100,1.0
0.4,100.0,0.003315790583167939,1.0,1.0,0.009999998,0.01,0.01,0.05731563,4999.94213483717,4999.94213483717,1,4999.9424,100.0,4999.94213483717,3.5044917e-18,100,0.003315790583167939,1.0,4387.57,,500.0,100,1.0
0.4,99.99992370301321,0.0024497124205718427,1.0021553,0.9999596,0.010000002,0.0100219585,0.0099855885,0.04921523,4999.952366718154,4999.952366718154,1,4999.953,99.99995231630692,4999.952366718154,5.2267284e-11,100,0.0024497124205718427,1.0000005,4387.5806,5.2262334e-07,500.0,100,0.99851847
0.4,99.99978638513448,0.003980606025147475,1.002096,1.0000367,0.01,0.010020593,0.009902404,0.06264487,4999.942666116496,4999.942666116496,1,4999.9434,99.99991655356695,4999.942666116496,2.3770888e-10,100,0.003980606025147475,1.0000008,4387.571,2.3772704e-06,500.0,100,0.9902767
0.4,99.99986267859364,0.0028259916130737197,1.0020095,1.000055,0.009999999,0.010019544,0.00994657,0.05284184,4999.946922539414,4999.946922539414,1,4999.9478,99.99990463265931,4999.946922539414,1.5251862e-10,100,0.0028259916130737197,1.000001,4387.575,1.5253485e-06,500.0,100,0.9947117
0.4,99.99998474158986,0.007483045987275217,1.000405,1.0000247,0.010000002,0.010003802,0.009980847,0.08593462,4999.942079401574,4999.942079401574,1,4999.943,100.0,4999.942079401574,7.962297e-12,100,0.007483045987275217,1.0,4387.5703,7.96287e-08,500.0,100,0.99810934
0.4,100.00000381468311,0.002566363391820697,1.0003388,1.0000037,0.01,0.010003351,0.009997209,0.050414514,4999.947410145047,4999.947410145047,1,4999.9478,100.0,4999.947410145047,1.1839101e-12,100,0.002566363391820697,1.0,4387.575,1.1839441e-08,500.0,100,0.99972457
0.4,98.13304272554335,249994.20141364646,1.5085661,1.0004193,0.01,0.015079338,0.0071781343,391.37247,4949.942565104249,4949.942565104249,1,4960.6987,98.40864760209655,4949.942565104249,1.9216902e-06,100,249994.20141364646,1.0161709,4343.395,0.01923302,495.01,100,0.71811444
0.4,100.0,0.002971309472209218,1.0,1.0,0.009999998,0.01,0.01,0.054248,4999.941740632588,4999.941740632588,1,4999.942,100.0,4999.941740632588,3.5044917e-18,100,0.002971309472209218,1.0,4387.5693,,500.0,100,1.0
0.4,100.0,0.0021395440950988664,1.0,1.0,0.009999998,0.01,0.01,0.04602141,4999.955597028306,4999.955597028306,1,4999.956,100.0,4999.955597028306,3.5044917e-18,100,0.0021395440950988664,1.0,4387.5835,,500.0,100,1.0
0.4,97.33647970551466,249995.44459832695,1.2924675,0.9835354,0.01,0.013141037,0.0046616974,323.99158,4949.95488612372,4949.95488612372,1,4967.5117,97.32467050306293,4949.95488612372,2.764037e-06,100,249995.44459832695,1.0274887,4346.78,0.026737683,495.01,100,0.45849445
0.4,99.99998855554072,0.0036755717433853367,1.000375,0.9999678,0.010000002,0.010004072,0.009988898,0.060324397,4999.941505073784,4999.941505073784,1,4999.942,100.0,4999.941505073784,6.850154e-12,100,0.0036755717433853367,1.0,4387.5693,6.8497265e-08,500.0,100,0.9988577
0.4,99.9999618501131,0.002542766173527913,1.0018536,0.99992335,0.01,0.010019304,0.009987297,0.05017917,4999.940673743161,4999.940673743161,1,4999.9414,99.99997615814777,4999.940673743161,3.5359198e-11,100,0.002542766173527913,1.0000002,4387.569,3.5353887e-07,500.0,100,0.9986531
0.4,100.0,0.002358740193027623,1.0,1.0,0.009999998,0.01,0.01,0.04831848,4999.954603384302,4999.954603384302,1,4999.954,100.0,4999.954603384302,3.5044917e-18,100,0.002358740193027623,1.0,4387.5815,,500.0,100,1.0
0.4,100.0,0.0031421992950455718,1.0,1.0,0.009999998,0.01,0.01,0.05578168,4999.951383004874,4999.951383004874,1,4999.951,100.0,4999.951383004874,3.5044917e-18,100,0.0031421992950455718,1.0,4387.5786,,500.0,100,1.0
0.4,99.99988556791072,0.0036454553693015283,1.0017956,1.0000763,0.01,0.010017192,0.0099659115,0.0599819,4999.941495781843,4999.941495781843,1,4999.942,99.99994039539075,4999.941495781843,9.82434e-11,100,0.0036454553693015283,1.0000006,4387.5693,9.82587e-07,500.0,100,0.9966672
0.4,100.0,0.0027349871564795202,1.0,1.0,0.009999998,0.01,0.01,0.052042328,4999.945178912696,4999.945178912696,1,4999.9453,100.0,4999.945178912696,3.5044917e-18,100,0.0027349871564795202,1.0,4387.5728,,500.0,100,1.0
0.4,96.65677746292846,164027.67778146797,1.1730571,1.000689,0.01,0.011722494,0.0012329462,50.131065,4959.453267784218,4959.453267784218,1,4994.96,98.0426206711646,4959.453267784218,3.4938191e-06,100,164027.67778146797,1.0199646,4376.505,0.03498635,495.96,100,0.12337957
0.4,100.0,0.0028397298234284375,1.0,1.0,0.009999998,0.01,0.01,0.053022332,4999.954552340447,4999.954552340447,1,4999.9546,100.0,4999.954552340447,3.5044917e-18,100,0.0028397298234284375,1.0,4387.582,,500.0,100,1.0
0.4,100.0,0.0029913609099988716,1.0,1.0,0.009999998,0.01,0.01,0.05439236,4999.94952347001,4999.94952347001,1,4999.9497,100.0,4999.94952347001,3.5044917e-18,100,0.0029913609099988716,1.0,4387.577,,500.0,100,1.0
0.4,100.00000762937285,0.002562731633897621,1.0001456,1.0000029,0.01,0.010001427,0.009997129,0.050375916,4999.947566026227,4999.947566026227,1,4999.948,100.0,4999.947566026227,7.1219164e-13,100,0.002562731633897621,1.0,4387.5757,7.121887e-09,500.0,100,0.99971586
0.4,100.0,0.0033783313178626156,1.0,1.0,0.009999998,0.01,0.01,0.057832476,4999.948091105652,4999.948091105652,1,4999.948,100.0,4999.948091105652,3.5044917e-18,100,0.0033783313178626156,1.0,4387.5757,,500.0,100,1.0
0.4,100.0,0.0022271632027243992,1.0005289,0.9999935,0.01,0.010005354,0.009984938,0.046983227,4999.949759031988,4999.949759031988,1,4999.9507,100.0,4999.949759031988,7.5170755e-12,100,0.0022271632027243992,1.0,4387.578,7.517104e-08,500.0,100,0.9984874
0.4,100.0,0.0023767544143635053,1.0,1.0,0.009999998,0.01,0.01,0.04853029,4999.950632034731,4999.950632034731,1,4999.9507,100.0,4999.950632034731,3.5044917e-18,100,0.0023767544143635053,1.0,4387.578,,500.0,100,1.0
0.4,99.99992751860151,0.0019556467168611188,1.0022414,0.9999698,0.01,0.010022717,0.009973058,0.04400915,4999.947011375023,4999.947011375023,1,4999.9473,99.99996423722592,4999.947011375023,6.481429e-11,100,0.0019556467168611188,1.0000004,4387.5747,6.48105e-07,500.0,100,0.9972756
0.4,99.9997749477328,0.005566232076155491,1.001427,1.0000644,0.010000002,0.010013626,0.009895713,0.073864244,4999.936506964039,4999.936506964039,1,4999.937,99.99995231630692,4999.936506964039,2.038278e-10,100,0.005566232076155491,1.0000005,4387.5645,2.0385323e-06,500.0,100,0.98963505
0.4,100.0,0.0032093208550512784,1.0,1.0,0.009999998,0.01,0.01,0.0563584,4999.942986066786,4999.942986066786,1,4999.9434,100.0,4999.942986066786,3.5044917e-18,100,0.0032093208550512784,1.0,4387.571,,500.0,100,1.0
0.4,100.0,0.002324692316065897,1.0,1.0,0.009999998,0.01,0.01,0.047964856,4999.957334636117,4999.957334636117,1,4999.9575,100.0,4999.957334636117,3.5044917e-18,100,0.002324692316065897,1.0,4387.585,,500.0,100,1.0
0.4,100.0,0.0026409404498483786,1.0,1.0,0.009999998,0.01,0.01,0.051123608,4999.946329589369,4999.946329589369,1,4999.947,100.0,4999.946329589369,3.5044917e-18,100,0.0026409404498483786,1.0,4387.574,,500.0,100,1.0
0.4,99.99994660022412,0.0025313572860495097,1.0016886,1.0001117,0.01,0.010015767,0.009979151,0.05003732,4999.948788432667,4999.948788432667,1,4999.949,99.99995231630692,4999.948788432667,5.3267075e-11,100,0.0025313572860495097,1.0000005,4387.5767,5.3279314e-07,500.0,100,0.99802655
0.4,99.99998474199728,0.002742161772481725,1.0007019,1.0000514,0.01,0.010006504,0.009987189,0.052126642,4999.945232305222,4999.945232305222,1,4999.9463,99.99979734461846,4999.945232305222,1.3188941e-11,100,0.002742161772481725,1.000002,4387.573,1.3190073e-07,500.0,100,0.9987703
0.4,100.0,0.0017557706847219517,1.0,1.0,0.009999998,0.01,0.01,0.041709166,4999.953767469518,4999.953767469518,1,4999.9536,100.0,4999.953767469518,3.5044917e-18,100,0.0017557706847219517,1.0,4387.581,,500.0,100,1.0
