Delta,ESSClassic,VarDiscRet,MaxVanillaIw,AvgVanillaIw,AvgNormIw,MaxNormIw,MinNormIw,VarJ,VanillaAvgRet,AvgRet,IterType,J,ESSRenyi,AvgDiscRet,VarNormIw,BatchSize,VarRet,eRenyi2,Bound,VarVanillaIw,AvgEpLen,EpsThisIter,MinVanillaIw
0.4,14.503298059797139,14090.980298428096,24.317719,1.1399189,0.01,0.2133285,1.2135003e-05,663.5564,106.63937258481103,106.63937258481103,1,257.46478,26.041660781226728,106.63937258481103,0.00059545285,100,14090.980298428096,3.8400009,89.5038,7.7374053,11.67,100,0.0013832919
0.4,61.32021812352243,300799.51081015484,5.9035363,1.0789998,0.01,0.054713048,0.0003663881,2310.9612,290.1641659477192,290.1641659477192,1,548.3166,63.632300533871806,290.1641659477192,6.371551e-05,100,300799.51081015484,1.5715289,-170.04675,0.7418015,30.03,100,0.039533265
0.4,11.04049110539302,1289659.735459592,34.980816,1.3499634,0.010000002,0.2591242,1.5255704e-07,7653.126,590.6375676120923,590.6375676120923,1,2268.9856,17.417057380103007,590.6375676120923,0.0008138956,100,1289659.735459592,5.741498,801.6572,14.832445,60.03,100,2.0594642e-05
0.4,11.510725933569349,2295053.7247097357,40.325165,1.6983349,0.01,0.23743941,9.861904e-12,4568.065,1062.013825341232,1062.013825341232,1,3546.3303,14.65421630710887,1062.013825341232,0.0007765201,100,2295053.7247097357,6.8239746,1946.6459,22.397493,107.11,100,1.6748817e-09
0.4,26.445799642468653,4159667.5818700106,8.116007,1.0590906,0.010000002,0.076631844,4.744727e-10,811.19385,2772.544408494438,2772.544408494438,1,4745.1865,29.57453480068991,2772.544408494438,0.00028094125,100,4159667.5818700106,3.3812873,3619.1392,3.1512427,277.86,100,5.0250957e-08
0.4,79.56234158983614,1108053.435584961,2.1781805,1.0300053,0.010000002,0.021147273,0.0010959643,260.25,4676.855294268107,4676.855294268107,1,4926.19,79.0572773131672,4676.855294268107,2.5947083e-05,100,1108053.435584961,1.2649057,4237.467,0.2752755,467.8,100,0.11288491
0.4,96.51842688610903,170507.5919214737,1.2412034,1.0339875,0.01,0.012004046,0.0013951804,85.51831,4939.986459242185,4939.986459242185,1,4985.362,96.3878546317281,4939.986459242185,3.643604e-06,100,170507.5919214737,1.0374751,4361.6206,0.038954873,494.05,100,0.14425991
0.4,98.27114606738722,81222.75741367156,1.200829,1.0169237,0.010000002,0.011808448,0.0037604081,107.312645,4971.436654501185,4971.436654501185,1,4989.222,98.06184088059416,4971.436654501185,1.7770082e-06,100,81222.75741367156,1.0197647,4370.8276,0.01837664,497.16,100,0.3824048
0.4,92.97084428377123,434121.1404306589,1.3388047,0.95617974,0.010000002,0.014001601,0.0016325653,185.27716,4901.922542047453,4901.922542047453,1,4971.1567,93.53187234382268,4901.922542047453,7.6369615e-06,100,434121.1404306589,1.0691543,4337.9644,0.069823176,490.23,100,0.15610258
0.4,99.07246092035878,22266.377982545968,1.1344664,0.9990261,0.01,0.011355723,0.00580456,86.550545,4984.989903093831,4984.989903093831,1,4991.259,99.150778634154,4984.989903093831,9.4569583e-07,100,22266.377982545968,1.008565,4376.2695,0.009438546,498.52,100,0.5798907
0.4,95.16895790458324,228491.12457806861,1.1985312,0.98265016,0.01,0.012196926,0.0018336459,87.94888,4952.126790131716,4952.126790131716,1,4991.1616,96.93482587662575,4952.126790131716,5.1275574e-06,100,228491.12457806861,1.031621,4369.1826,0.049511764,495.23,100,0.18018323
0.4,99.99991606664011,0.003773760499416998,1.002816,0.99988,0.010000002,0.010029363,0.009977863,0.061087806,4999.9491869327,4999.9491869327,1,4999.9497,99.99992847447743,4999.9491869327,7.6503734e-11,100,0.003773760499416998,1.0000007,4387.577,7.648584e-07,500.0,100,0.99766654
0.4,99.99998474124062,0.009442463810348687,1.0003148,1.0000018,0.01,0.01000313,0.009984919,0.09663818,4999.923011828719,4999.923011828719,1,4999.924,100.0,4999.923011828719,8.273796e-12,100,0.009442463810348687,1.0,4387.5513,8.274022e-08,500.0,100,0.9984937
0.4,100.0,0.012068303926405339,1.0,1.0,0.009999998,0.01,0.01,0.1093105,4999.912464535663,4999.912464535663,1,4999.9126,100.0,4999.912464535663,3.5044917e-18,100,0.012068303926405339,1.0,4387.54,,500.0,100,1.0
0.4,96.25179069584361,143697.36129378763,1.2603508,0.97633904,0.010000002,0.012908947,0.002647531,165.59052,4962.014497940386,4962.014497940386,1,4983.3916,97.29969986354904,4962.014497940386,3.933492e-06,100,143697.36129378763,1.0277524,4362.58,0.037495535,496.22,100,0.25848877
0.4,100.00001525895844,0.005814882195489608,1.000423,0.99998903,0.01,0.01000434,0.009998171,0.07589457,4999.933459450256,4999.933459450256,1,4999.934,99.99990463265931,4999.933459450256,1.1764456e-12,100,0.005814882195489608,1.000001,4387.5615,1.17644605e-08,500.0,100,0.99980605
0.4,100.0,0.004605860928811132,1.0,1.0,0.009999998,0.01,0.01,0.067541815,4999.937554668478,4999.937554668478,1,4999.9375,100.0,4999.937554668478,3.5044917e-18,100,0.004605860928811132,1.0,4387.565,,500.0,100,1.0
0.4,99.99989699662865,0.08609882975945847,1.0019385,0.9999357,0.01,0.010020029,0.009963571,0.29096788,4999.912051740251,4999.912051740251,1,4999.913,99.99996423722592,4999.912051740251,1.11790556e-10,100,0.08609882975945847,1.0000004,4387.5405,1.1177626e-06,500.0,100,0.996293
0.4,100.0,0.055387281529518474,1.0,1.0,0.009999998,0.01,0.01,0.23417151,4999.916653369846,4999.916653369846,1,4999.917,100.0,4999.916653369846,3.5044917e-18,100,0.055387281529518474,1.0,4387.5444,,500.0,100,1.0
0.4,100.0,0.004701259648250801,1.0,1.0,0.009999998,0.01,0.01,0.06821642,4999.936925675556,4999.936925675556,1,4999.937,100.0,4999.936925675556,3.5044917e-18,100,0.004701259648250801,1.0,4387.5645,,500.0,100,1.0
0.4,100.0,0.00433317654571781,1.0,1.0,0.009999998,0.01,0.01,0.065508746,4999.944673206191,4999.944673206191,1,4999.945,100.0,4999.944673206191,3.5044917e-18,100,0.00433317654571781,1.0,4387.5723,,500.0,100,1.0
0.4,100.0,0.016660424691348853,1.0,1.0,0.009999998,0.01,0.01,0.12841123,4999.925103070026,4999.925103070026,1,4999.9253,100.0,4999.925103070026,3.5044917e-18,100,0.016660424691348853,1.0,4387.5527,,500.0,100,1.0
0.4,100.0,0.006215918765446591,1.0,1.0,0.009999998,0.01,0.01,0.0784644,4999.935300255649,4999.935300255649,1,4999.9355,100.0,4999.935300255649,3.5044917e-18,100,0.006215918765446591,1.0,4387.563,,500.0,100,1.0
0.4,99.99994278268679,0.007029311253826218,1.0013592,1.0000546,0.01,0.010013046,0.009982471,0.08335031,4999.930970585715,4999.930970585715,1,4999.9316,99.99996423722592,4999.930970585715,5.0995437e-11,100,0.007029311253826218,1.0000004,4387.559,5.1000495e-07,500.0,100,0.9983016
0.4,100.0,0.00669080616918861,1.0,1.0,0.009999998,0.01,0.01,0.081407644,4999.928386742142,4999.928386742142,1,4999.928,100.0,4999.928386742142,3.5044917e-18,100,0.00669080616918861,1.0,4387.5557,,500.0,100,1.0
0.4,95.1821573110262,249993.42096538382,1.2001674,0.98023957,0.010000003,0.012243614,0.0011684946,101.36568,4949.934802989532,4949.934802989532,1,4989.836,96.67031324419827,4949.934802989532,5.112806e-06,100,249993.42096538382,1.0344437,4367.007,0.049127385,495.01,100,0.11454046
0.4,95.79655229905632,239121.62517922308,1.2456084,0.98921746,0.01,0.0125918565,0.0020317675,99.66983,4951.03702446923,4951.03702446923,1,4990.003,96.93677494802795,4951.03702446923,4.43222e-06,100,239121.62517922308,1.0316002,4368.0303,0.043371547,495.12,100,0.200986
0.4,99.99999237065654,0.0035049261032901358,1.0002185,1.0000067,0.01,0.010002119,0.009993558,0.058904704,4999.934035939802,4999.934035939802,1,4999.9346,99.99990463265931,4999.934035939802,1.7669586e-12,100,0.0035049261032901358,1.000001,4387.562,1.7669645e-08,500.0,100,0.9993624
0.4,97.97509303055162,51075.7660661518,1.1229051,0.9968366,0.01,0.011264686,0.0020914443,47.408836,4977.341206616339,4977.341206616339,1,4995.2163,98.59249087133554,4977.341206616339,2.0876203e-06,100,51075.7660661518,1.014276,4378.4883,0.020744333,497.75,100,0.20848283
0.4,100.0,0.026715258386493374,1.0,1.0,0.009999998,0.01,0.01,0.16261286,4999.921510455872,4999.921510455872,1,4999.922,100.0,4999.921510455872,3.5044917e-18,100,0.026715258386493374,1.0,4387.5493,,500.0,100,1.0
0.4,99.99694698904445,17.74522093190951,1.005529,0.9995667,0.010000002,0.01005965,0.009719324,4.074991,4999.517209475348,4999.517209475348,1,4999.53,99.99796156270179,4999.517209475348,3.0679381e-09,100,17.74522093190951,1.0000204,4387.1514,3.065281e-05,499.97,100,0.97151124
0.4,99.99996566758676,0.004354402555421041,1.000494,0.9999957,0.010000002,0.010004982,0.009990035,0.06562754,4999.945169818144,4999.945169818144,1,4999.9453,100.0,4999.945169818144,4.8734888e-12,100,0.004354402555421041,1.0,4387.5728,4.8734428e-08,500.0,100,0.99899924
0.4,99.99984740721978,0.003371001802522037,1.0035269,0.9999668,0.01,0.010035602,0.009972567,0.057751022,4999.939510201025,4999.939510201025,1,4999.9404,99.99994039539075,4999.939510201025,1.447662e-10,100,0.003371001802522037,1.0000006,4387.568,1.4475712e-06,500.0,100,0.99722356
0.4,99.5532915838371,3720.6307885726583,1.0634298,0.9908786,0.01,0.010732191,0.0064704865,39.41084,4993.83596826566,4993.83596826566,1,4995.9893,99.71015071568466,4993.83596826566,4.532335e-07,100,3720.6307885726583,1.0029069,4382.7275,0.0044500297,499.4,100,0.64114666
0.4,99.99999237060125,0.0031681261859169796,1.0002029,0.9999994,0.01,0.010002035,0.009995065,0.0560116,4999.945578081301,4999.945578081301,1,4999.9463,100.0,4999.945578081301,1.6619963e-12,100,0.0031681261859169796,1.0,4387.5737,1.6621293e-08,500.0,100,0.9995059
0.4,100.0,0.0065846276902886015,1.0,1.0,0.009999998,0.01,0.01,0.08074173,4999.92498117943,4999.92498117943,1,4999.9253,100.0,4999.92498117943,3.5044917e-18,100,0.0065846276902886015,1.0,4387.5527,,500.0,100,1.0
0.4,99.99993133814573,0.005200568925616102,1.0024471,1.0000387,0.01,0.010024083,0.009974074,0.071683235,4999.933272951238,4999.933272951238,1,4999.9336,99.99994039539075,4999.933272951238,7.7666734e-11,100,0.005200568925616102,1.0000006,4387.561,7.767217e-07,500.0,100,0.997446
0.4,99.9998893722168,0.004804740665728077,1.0019878,0.99998504,0.01,0.010020028,0.009943849,0.06892152,4999.940294025749,4999.940294025749,1,4999.941,99.99995231630692,4999.940294025749,1.1155482e-10,100,0.004804740665728077,1.0000005,4387.5684,1.1155214e-06,500.0,100,0.99437004
0.4,99.99996185184496,0.004439602076096711,1.0009147,0.9999687,0.01,0.01000946,0.009973899,0.06627614,4999.93564874772,4999.93564874772,1,4999.936,99.99997615814777,4999.93564874772,3.7853443e-11,100,0.004439602076096711,1.0000002,4387.5635,3.7851424e-07,500.0,100,0.99735874
0.4,99.88367915124438,739.9038820248524,1.0338854,0.9947758,0.01,0.01039315,0.00823714,22.333838,4997.214417809663,4997.214417809663,1,4997.6963,99.92628766678786,4997.214417809663,1.17652746e-07,100,739.9038820248524,1.0007377,4385.098,0.0011642668,499.74,100,0.81941074
0.4,99.99994659364441,0.005969455470418841,1.000853,0.9999885,0.01,0.010008644,0.0099657,0.07681334,4999.934026835723,4999.934026835723,1,4999.9346,99.99996423722592,4999.934026835723,6.315879e-11,100,0.005969455470418841,1.0000004,4387.562,6.3157523e-07,500.0,100,0.99655855
0.4,100.0,0.0019437145882637275,1.0,1.0,0.009999998,0.01,0.01,0.043857172,4999.950948579068,4999.950948579068,1,4999.951,100.0,4999.950948579068,3.5044917e-18,100,0.0019437145882637275,1.0,4387.5786,,500.0,100,1.0
0.4,100.00000381466856,0.002958174679678196,1.0002958,1.0000075,0.01,0.010002882,0.009996519,0.054136515,4999.93797190742,4999.93797190742,1,4999.9385,100.0,4999.93797190742,8.033265e-13,100,0.002958174679678196,1.0,4387.566,8.032927e-09,500.0,100,0.9996595
0.4,99.99983979167119,0.0023634394293058562,1.0019908,1.0000547,0.009999999,0.01001936,0.00995067,0.048351724,4999.946191561375,4999.946191561375,1,4999.947,99.99988079085256,4999.946191561375,1.7457806e-10,100,0.0023634394293058562,1.0000012,4387.574,1.7459739e-06,500.0,100,0.9951215
0.4,99.99991608200779,0.004947345426886735,1.001766,1.0000631,0.010000002,0.010017028,0.00996156,0.069884166,4999.940102591566,4999.940102591566,1,4999.941,99.99996423722592,4999.940102591566,5.6790326e-11,100,0.004947345426886735,1.0000004,4387.5684,5.679684e-07,500.0,100,0.9962189
0.4,99.99979777704124,0.11006699039214785,1.0011579,0.9997809,0.010000002,0.010013773,0.009944199,0.32834384,4999.904761088483,4999.904761088483,1,4999.9053,99.99988079085256,4999.904761088483,1.7415835e-10,100,0.11006699039214785,1.0000012,4387.532,1.7408155e-06,500.0,100,0.99420196
0.4,100.0,0.005388743069043339,1.0,1.0,0.009999998,0.01,0.01,0.073049046,4999.928721140424,4999.928721140424,1,4999.9287,100.0,4999.928721140424,3.5044917e-18,100,0.005388743069043339,1.0,4387.556,,500.0,100,1.0
0.4,95.97093093284165,249994.33136216586,1.2520452,0.99394685,0.01,0.012596701,0.0024038064,120.52578,4949.943839348384,4949.943839348384,1,4987.926,96.44117836415978,4949.943839348384,4.240628e-06,100,249994.33136216586,1.0369015,4364.357,0.04189446,495.01,100,0.23892558
0.4,100.0,0.0027625855253298483,1.0,1.0,0.009999998,0.01,0.01,0.052289817,4999.949103695105,4999.949103695105,1,4999.949,100.0,4999.949103695105,3.5044917e-18,100,0.0027625855253298483,1.0,4387.5767,,500.0,100,1.0
0.4,100.00000762944269,0.0037536827260250026,1.0004743,0.99999374,0.01,0.010004806,0.009994595,0.060961578,4999.946490869164,4999.946490869164,1,4999.947,100.0,4999.946490869164,3.1417985e-12,100,0.0037536827260250026,1.0,4387.574,3.141681e-08,500.0,100,0.9994533
