MinNormIw,AvgEpLen,MaxVanillaIw,MinVanillaIw,BatchSize,eRenyi2,MaxNormIw,AvgRet,VarVanillaIw,ESSClassic,AvgVanillaIw,VarJ,J,Delta,AvgNormIw,VanillaAvgRet,ESSRenyi,EpsThisIter,Bound,IterType,VarRet,VarDiscRet,VarNormIw,AvgDiscRet
0.00782964,106.48,1.13103,0.780946,100,1.00589,0.0113396,-75.5665679957,0.00496337,99.5085049536,0.997422,57.1485,-74.8023,0.1,0.01,-75.5665679957,99.4140942803,100,-200.311,1,3768.2732096,3768.2732096,4.98906e-07,-75.5665679957
0.00886227,111.39,1.08539,0.892325,100,1.00187,0.0107797,-80.3414358793,0.00146934,99.8567204229,1.00688,76.9126,-80.1122,0.1,0.01,-80.3414358793,99.8132147973,100,-205.371,1,6126.06921706,6126.06921706,1.44933e-07,-80.3414358793
0.00605589,108.38,1.14786,0.604604,100,1.01016,0.0114973,-78.2462121461,0.0101855,98.9984982989,0.998374,64.5943,-76.813,0.1,0.01,-78.2462121461,98.994467073,100,-202.589,1,4980.54591465,4980.54591465,1.02188e-06,-78.2462121461
0.00930253,105.75,1.43696,0.930114,100,1.00466,0.0143718,-75.4313711523,0.00653797,99.3567036507,0.999851,57.8021,-74.8165,0.1,0.01,-75.4313711523,99.5365147824,100,-200.248,1,3776.97298031,3776.97298031,6.53992e-07,-75.4313711523
0.0069472,108.5,1.22904,0.693254,100,1.01193,0.0123164,-77.8262436293,0.0102833,98.9880281219,0.99789,63.4778,-76.3305,0.1,0.01,-77.8262436293,98.8214033908,100,-202.213,1,4937.36502119,4937.36502119,1.03268e-06,-77.8262436293
0.00432067,120.22,1.22642,0.43424,100,1.01869,0.0122028,-87.9140938999,0.0195992,98.1152526032,1.00503,85.2384,-85.6303,0.1,0.01,-87.9140938999,98.1653031635,100,-211.936,1,8361.35525175,8361.35525175,1.94035e-06,-87.9140938999
0.00917245,104.85,1.18539,0.914746,100,1.00329,0.0118863,-74.649304235,0.00330603,99.6720249477,0.997276,58.9752,-74.239,0.1,0.01,-74.649304235,99.6722508232,100,-199.587,1,3800.13771498,3800.13771498,3.32412e-07,-74.649304235
0.00407539,116.27,1.38685,0.414806,100,1.03338,0.0136255,-84.473570869,0.0265449,97.5260788896,1.01783,71.1438,-80.5675,0.1,0.01,-84.473570869,96.7696752187,100,-207.781,1,7224.04611491,7224.04611491,2.56229e-06,-84.473570869
0.00729694,113.52,1.22448,0.722586,100,1.01098,0.0123653,-81.8562615831,0.0106072,98.9404889908,0.990259,72.7324,-80.4332,0.1,0.01,-81.8562615831,98.9143323413,100,-206.271,1,6090.30864818,6090.30864818,1.08169e-06,-81.8562615831
0.00926683,117.44,1.32042,0.93704,100,1.00406,0.0130583,-84.482508478,0.00534004,99.4856385658,1.01118,75.0879,-83.9424,0.1,0.01,-84.482508478,99.5952839803,100,-209.339,1,6032.26414394,6032.26414394,5.22265e-07,-84.482508478
0.00954095,109.79,1.23715,0.949108,100,1.00246,0.0124365,-79.1807242046,0.00243553,99.7569494349,0.994773,77.2257,-78.8784,0.1,0.01,-79.1807242046,99.754686424,100,-204.175,1,6168.98645937,6168.98645937,2.46119e-07,-79.1807242046
0.00361578,117.28,1.17865,0.36127,100,1.02562,0.0117966,-85.2190592673,0.0288317,97.2202473767,0.999149,75.6133,-82.3118,0.1,0.01,-85.2190592673,97.5022496653,100,-209.047,1,7216.14771649,7216.14771649,2.88808e-06,-85.2190592673
0.00741801,123.19,1.60502,0.753829,100,1.02248,0.0157941,-90.8007982029,0.0279552,97.3900182072,1.01621,88.1892,-87.9414,0.1,0.01,-90.8007982029,97.8013203154,100,-214.481,1,9446.38637933,9446.38637933,2.70702e-06,-90.8007982029
0.00935304,107.88,1.20552,0.939301,100,1.00453,0.0120039,-77.1966031943,0.00434464,99.5753670935,1.00427,66.7082,-76.5827,0.1,0.01,-77.1966031943,99.5487994072,100,-202.008,1,4977.80640571,4977.80640571,4.30774e-07,-77.1966031943
0.0076053,111.77,1.34992,0.761076,100,1.01012,0.0134895,-80.0658032542,0.0128205,98.7484508329,1.00072,64.1742,-78.7643,0.1,0.01,-80.0658032542,98.9980770651,100,-204.538,1,4919.40887655,4919.40887655,1.28021e-06,-80.0658032542
0.00887613,109.69,1.61293,0.905862,100,1.01023,0.0158043,-78.8784175573,0.013321,98.7496414713,1.02056,64.0117,-77.5182,0.1,0.01,-78.8784175573,98.9875165351,100,-203.298,1,4942.70631496,4942.70631496,1.27897e-06,-78.8784175573
0.00880198,112.88,1.76458,0.879871,100,1.01106,0.0176524,-81.3421608017,0.0162416,98.4163682326,0.999628,71.5764,-79.8476,0.1,0.01,-81.3421608017,98.9062618642,100,-205.679,1,6103.33920304,6103.33920304,1.62537e-06,-81.3421608017
0.00820611,97.43,1.07687,0.810366,100,1.00481,0.0109049,-67.8306093261,0.00440431,99.554872031,0.987516,32.0803,-67.2333,0.1,0.01,-67.8306093261,99.5211632645,100,-192.654,1,1373.35221793,1373.35221793,4.51637e-07,-67.8306093261
0.00638929,110.38,1.60801,0.642067,100,1.01173,0.0160015,-78.938779899,0.015597,98.4940259377,1.00491,64.1543,-77.4316,0.1,0.01,-78.938779899,98.8409418336,100,-203.299,1,4949.44037178,4949.44037178,1.54449e-06,-78.938779899
0.00610184,143.24,1.5049,0.59586,100,1.02526,0.0154108,-107.639365131,0.0212864,97.8378939744,0.976525,107.314,-104.065,0.1,0.01,-107.639365131,97.5358971896,100,-230.778,1,13290.685622,13290.685622,2.23221e-06,-107.639365131
0.00606813,121.16,1.57742,0.614285,100,1.03827,0.0155823,-89.0713564011,0.0364301,96.6002967158,1.01231,77.3897,-84.1172,0.1,0.01,-89.0713564011,96.3142823682,100,-211.631,1,8290.73601706,8290.73601706,3.55492e-06,-89.0713564011
0.00757313,113.18,1.28639,0.764618,100,1.01158,0.012741,-81.2414630838,0.010428,98.99742191,1.00965,71.7514,-79.8107,0.1,0.01,-81.2414630838,98.8553735692,100,-205.672,1,6105.65437727,6105.65437727,1.02297e-06,-81.2414630838
0.00548189,107.79,1.48691,0.554358,100,1.00745,0.0147036,-76.9735471773,0.00897259,99.1388797751,1.01125,66.1276,-75.9956,0.1,0.01,-76.9735471773,99.2600409199,100,-201.603,1,4960.27520179,4960.27520179,8.77398e-07,-76.9735471773
0.00330559,111.94,1.35086,0.333526,100,1.02571,0.0133885,-80.6808001629,0.0302202,97.1450514342,1.00898,63.2462,-77.3425,0.1,0.01,-80.6808001629,97.4937281024,100,-204.082,1,6113.68351401,6113.68351401,2.9685e-06,-80.6808001629
0.00922796,111.64,1.46278,0.929803,100,1.0061,0.0145176,-80.472628956,0.00812569,99.2138565102,1.00759,74.7575,-79.6853,0.1,0.01,-80.472628956,99.3939988528,100,-205.209,1,6125.89822976,6125.89822976,8.00369e-07,-80.472628956
0.00763656,109.52,1.24935,0.770225,100,1.00828,0.012387,-78.3878128748,0.00712148,99.3117095198,1.0086,66.3311,-77.3449,0.1,0.01,-78.3878128748,99.1788426238,100,-203.002,1,4967.24691114,4967.24691114,7.00054e-07,-78.3878128748
0.00821691,96.97,1.17099,0.822532,100,1.0029,0.011698,-67.5844614935,0.00370307,99.6354869677,1.00102,34.159,-67.2262,0.1,0.01,-67.5844614935,99.710838132,100,-192.548,1,1377.79763964,1377.79763964,3.6955e-07,-67.5844614935
0.00461277,108.55,1.11884,0.459249,100,1.01358,0.0112378,-77.7751218158,0.0137414,98.6461110235,0.995602,63.3088,-76.2345,0.1,0.01,-77.7751218158,98.6601863964,100,-202.223,1,4965.33898771,4965.33898771,1.38631e-06,-77.7751218158
0.00851248,109.39,1.31348,0.844658,100,1.00592,0.0132373,-78.2051587611,0.00628878,99.3716395154,0.992258,66.4608,-77.4452,0.1,0.01,-78.2051587611,99.4112785464,100,-202.957,1,4928.12537078,4928.12537078,6.3873e-07,-78.2051587611
0.00724843,100.9,1.24278,0.728737,100,1.00734,0.0123614,-71.0836214158,0.00689632,99.3290541496,1.00537,46.4378,-70.1568,0.1,0.01,-71.0836214158,99.2713175561,100,-195.75,1,2624.25725746,2624.25725746,6.82283e-07,-71.0836214158
0.00885695,102.57,1.20333,0.884396,100,1.00363,0.012051,-73.2019904172,0.00192082,99.8096468687,0.998533,58.9876,-72.719,0.1,0.01,-73.2019904172,99.6387466383,100,-198.088,1,3812.80394191,3812.80394191,1.92647e-07,-73.2019904172
0.00888474,105.2,1.40509,0.893294,100,1.00546,0.0139751,-75.0333316842,0.00767761,99.2536862622,1.00543,57.1201,-74.3289,0.1,0.01,-75.0333316842,99.4574224918,100,-199.813,1,3800.86608307,3800.86608307,7.59497e-07,-75.0333316842
0.00883086,107.8,1.21177,0.889562,100,1.0036,0.0120295,-76.5918561278,0.0042247,99.5895230361,1.00733,58.6017,-76.1285,0.1,0.01,-76.5918561278,99.640959824,100,-201.495,1,3803.05764087,3803.05764087,4.16341e-07,-76.5918561278
0.00865133,104.74,1.1386,0.874457,100,1.00442,0.0112646,-74.6228444368,0.00397082,99.6167098331,1.01078,58.6341,-74.0739,0.1,0.01,-74.6228444368,99.5599999573,100,-199.491,1,3802.01567071,3802.01567071,3.88659e-07,-74.6228444368
0.00640437,107.65,1.3192,0.636812,100,1.0173,0.0132671,-76.2776049697,0.017277,98.2994439925,0.99434,49.0813,-74.1177,0.1,0.01,-76.2776049697,98.2992117532,100,-200.336,1,3743.23257342,3743.23257342,1.74743e-06,-76.2776049697
0.00532652,100.09,1.18315,0.520159,100,1.01673,0.0121157,-70.2144276771,0.0231213,97.6559628554,0.976546,37.9909,-67.9746,0.1,0.01,-70.2144276771,98.3545219517,100,-194.157,1,2579.16140244,2579.16140244,2.42453e-06,-70.2144276771
0.00925477,104.8,1.72315,0.923717,100,1.00477,0.0172643,-73.8170071307,0.00834644,99.1773872247,0.998098,47.3863,-73.2247,0.1,0.01,-73.8170071307,99.5256501414,100,-198.654,1,2565.87972,2565.87972,8.37828e-07,-73.8170071307
0.00778044,103.05,1.12083,0.777756,100,1.0042,0.0112125,-73.4804233867,0.00310374,99.6934525481,0.99963,58.3233,-72.9028,0.1,0.01,-73.4804233867,99.5817347951,100,-198.292,1,3796.93999349,3796.93999349,3.10604e-07,-73.4804233867
0.00361709,120.82,1.18626,0.362928,100,1.02717,0.0118228,-88.1162738879,0.023122,97.776837358,1.00337,81.7427,-84.9244,0.1,0.01,-88.1162738879,97.3549979313,100,-211.756,1,8338.28228969,8338.28228969,2.29669e-06,-88.1162738879
0.00656663,107.69,1.15017,0.656927,100,1.00994,0.0114971,-76.223339079,0.00880878,99.1361481447,1.0004,53.5173,-74.9384,0.1,0.01,-76.223339079,99.0160491635,100,-200.699,1,3754.7782575,3754.7782575,8.8017e-07,-76.223339079
0.0091772,101.79,1.19363,0.912935,100,1.00208,0.0119989,-71.5081522393,0.00170543,99.8296661392,0.994786,48.7178,-71.2377,0.1,0.01,-71.5081522393,99.7919842438,100,-196.507,1,2567.52958398,2567.52958398,1.72336e-07,-71.5081522393
0.00768709,118.94,1.50465,0.773878,100,1.01615,0.014946,-86.7214299537,0.0196007,98.121354644,1.00672,77.825,-84.6956,0.1,0.01,-86.7214299537,98.4102638642,100,-210.845,1,7165.37674355,7165.37674355,1.93397e-06,-86.7214299537
0.0076476,105.98,1.11464,0.768479,100,1.00611,0.0110924,-75.2360335042,0.00488717,99.5230983252,1.00486,57.4582,-74.432,0.1,0.01,-75.2360335042,99.3929153912,100,-199.955,1,3767.31567916,3767.31567916,4.83998e-07,-75.2360335042
0.00422171,109.35,1.27783,0.422032,100,1.02796,0.0127825,-78.471382767,0.0249809,97.5850664986,0.99967,55.1704,-74.842,0.1,0.01,-78.471382767,97.2804387832,100,-201.722,1,4946.52868819,4946.52868819,2.49974e-06,-78.471382767
0.00832532,99.57,1.07845,0.839924,100,1.00404,0.0106896,-70.3002488345,0.00238154,99.7689169857,1.00888,47.9089,-69.8018,0.1,0.01,-70.3002488345,99.5972587331,100,-195.19,1,2621.25003546,2621.25003546,2.3398e-07,-70.3002488345
0.00448641,110.12,1.17611,0.439608,100,1.02528,0.0120028,-78.5956399193,0.0269661,97.2947294604,0.979867,59.5162,-75.6926,0.1,0.01,-78.5956399193,97.5343208607,100,-202.407,1,4943.90265248,4943.90265248,2.80856e-06,-78.5956399193
0.00674433,110.58,2.46595,0.68268,100,1.01581,0.0243616,-79.3569291832,0.0327114,96.9361635009,1.01223,63.1204,-77.4487,0.1,0.01,-79.3569291832,98.4432703094,100,-203.576,1,4959.2702067,4959.2702067,3.19258e-06,-79.3569291832
0.00554822,106.76,1.23382,0.549103,100,1.00623,0.0124667,-76.7887219143,0.0087336,99.1249835392,0.989694,67.5698,-75.9727,0.1,0.01,-76.7887219143,99.3807751707,100,-201.504,1,5008.82477598,5008.82477598,8.91645e-07,-76.7887219143
0.00860135,114.25,1.24038,0.847817,100,1.00702,0.012584,-82.5427023526,0.00620679,99.3715404439,0.985679,73.5723,-81.6585,0.1,0.01,-82.5427023526,99.3026354013,100,-207.24,1,6075.84763157,6075.84763157,6.38846e-07,-82.5427023526
0.00887153,108.44,1.1828,0.884478,100,1.00405,0.0118638,-77.2871901965,0.0039513,99.6079955678,0.996985,67.1429,-76.7839,0.1,0.01,-77.2871901965,99.5966674815,100,-202.16,1,4944.86669737,4944.86669737,3.97523e-07,-77.2871901965
0.00627987,113.42,1.21138,0.627951,100,1.012,0.0121145,-81.7283678253,0.00872273,99.143748853,0.999943,71.8926,-80.2081,0.1,0.01,-81.7283678253,98.813871859,100,-206.099,1,6111.53354404,6111.53354404,8.72373e-07,-81.7283678253
0.00687607,105.91,1.11994,0.68995,100,1.01023,0.0111613,-76.1266508098,0.0101159,99.015092028,1.00341,65.4327,-74.9643,0.1,0.01,-76.1266508098,98.9874814928,100,-200.735,1,4988.88152393,4988.88152393,1.00473e-06,-76.1266508098
0.00824474,104.07,1.26512,0.83738,100,1.00754,0.0124562,-74.0048968095,0.00625498,99.4032608394,1.01565,56.8516,-73.0537,0.1,0.01,-74.0048968095,99.2518669606,100,-198.664,1,3799.75269869,3799.75269869,6.06365e-07,-74.0048968095
0.00888757,97.81,1.10643,0.889768,100,1.00257,0.0110518,-68.6386821318,0.00190386,99.8123030951,1.00114,48.3117,-68.3069,0.1,0.01,-68.6386821318,99.7437741055,100,-193.61,1,2600.4383441,2600.4383441,1.89954e-07,-68.6386821318
0.00947143,101.36,1.15455,0.948056,100,1.0028,0.0115344,-71.522880782,0.00255763,99.7479323843,1.00096,49.0044,-71.1619,0.1,0.01,-71.522880782,99.7203681208,100,-196.48,1,2601.17701442,2601.17701442,2.55271e-07,-71.522880782
0.0094764,94.55,1.17772,0.946875,100,1.00167,0.0117868,-66.083216837,0.0016916,99.8325564887,0.999192,35.3639,-65.8695,0.1,0.01,-66.083216837,99.8330167463,100,-191.115,1,1362.23029701,1362.23029701,1.69433e-07,-66.083216837
0.00809524,98.21,1.08812,0.812839,100,1.0023,0.0108369,-68.5419098757,0.00213387,99.7909274048,1.00409,34.0385,-68.2534,0.1,0.01,-68.5419098757,99.7703829987,100,-193.538,1,1330.88197442,1330.88197442,2.1165e-07,-68.5419098757
0.00966993,100.32,1.1182,0.963969,100,1.00144,0.0112171,-70.6479803692,0.00084308,99.916118713,0.996872,49.7138,-70.4645,0.1,0.01,-70.6479803692,99.8562141406,100,-195.693,1,2599.12643109,2599.12643109,8.48379e-08,-70.6479803692
0.00919509,101.96,1.39516,0.920384,100,1.00684,0.0139383,-72.3495405713,0.00745175,99.2690664109,1.00095,57.4524,-71.4485,0.1,0.01,-72.3495405713,99.3205301068,100,-197.017,1,3817.15151104,3817.15151104,7.43759e-07,-72.3495405713
0.0067408,120.74,1.27678,0.67585,100,1.01471,0.0127343,-88.1547235641,0.00979939,99.0441897908,1.00263,84.6301,-86.1736,0.1,0.01,-88.1547235641,98.5505727631,100,-212.233,1,8338.39141869,8338.39141869,9.74814e-07,-88.1547235641
0.00930168,108.18,1.26049,0.926375,100,1.00413,0.0126565,-77.7896389738,0.0037042,99.6316860359,0.995922,67.9493,-77.2528,0.1,0.01,-77.7896389738,99.5883670508,100,-202.653,1,4979.86061701,4979.86061701,3.7346e-07,-77.7896389738
0.00516009,113.03,1.21784,0.517047,100,1.02108,0.012154,-81.0621209034,0.0217654,97.8989294539,1.00201,67.6242,-78.1389,0.1,0.01,-81.0621209034,97.9358377624,100,-204.593,1,6097.24885568,6097.24885568,2.16782e-06,-81.0621209034
0.00339277,106.46,1.16926,0.335088,100,1.02108,0.0118388,-75.1595585196,0.0299951,97.0457567791,0.987653,47.456,-72.2067,0.1,0.01,-75.1595585196,97.9352546383,100,-198.66,1,3780.33557396,3780.33557396,3.07497e-06,-75.1595585196
0.00914889,113.11,1.41247,0.926435,100,1.00631,0.0139487,-81.6700486051,0.00877418,99.1599766146,1.01262,74.447,-80.8527,0.1,0.01,-81.6700486051,99.3733818049,100,-206.388,1,6070.47923096,6070.47923096,8.55683e-07,-81.6700486051
0.00376744,117.14,1.45344,0.375816,100,1.03134,0.0145703,-84.9814076704,0.0386377,96.2982307526,0.997535,70.7137,-80.6521,0.1,0.01,-84.9814076704,96.9609208077,100,-207.74,1,7226.10490326,7226.10490326,3.88289e-06,-84.9814076704
0.00604904,135.43,1.96341,0.603211,100,1.02961,0.0196892,-100.67453679,0.0291093,97.1836062453,0.997201,96.1625,-96.4131,0.1,0.01,-100.67453679,97.1240265435,100,-223.395,1,11352.0772197,11352.0772197,2.92729e-06,-100.67453679
0.00221191,117.7,1.33684,0.219903,100,1.04362,0.0134467,-85.5163320771,0.0441949,95.7609234728,0.994177,68.3801,-80.7114,0.1,0.01,-85.5163320771,95.8207345473,100,-208.554,1,7236.45355291,7236.45355291,4.47142e-06,-85.5163320771
0.00481895,114.29,1.21702,0.479519,100,1.02996,0.0122304,-82.3450222932,0.0318073,96.9178396013,0.995071,65.6164,-78.5726,0.1,0.01,-82.3450222932,97.0915165897,100,-205.575,1,6085.95081785,6085.95081785,3.21232e-06,-82.3450222932
0.00714467,109.65,1.15009,0.701491,100,1.0107,0.0117136,-78.1959351569,0.0093466,99.049283625,0.981838,63.7613,-76.9383,0.1,0.01,-78.1959351569,98.9409789304,100,-202.733,1,4920.71844246,4920.71844246,9.69557e-07,-78.1959351569
0.00703013,99.43,1.19965,0.698735,100,1.00601,0.0120699,-69.8867915227,0.00731138,99.2726248688,0.993915,46.388,-69.1125,0.1,0.01,-69.8867915227,99.402172683,100,-194.62,1,2591.46606162,2591.46606162,7.40117e-07,-69.8867915227
0.00780126,90.73,1.14444,0.766441,100,1.00371,0.0116488,-62.6942138191,0.00366501,99.6255058459,0.982458,9.70939,-62.5981,0.1,0.01,-62.6942138191,99.6303563617,100,-88.9974,1,96.4671772575,96.4671772575,3.79706e-07,-62.6942138191
0.00601991,106.97,2.94157,0.612167,100,1.0161,0.0289267,-76.4257684153,0.0517536,95.2792241001,1.0169,65.4826,-74.6496,0.1,0.01,-76.4257684153,98.4150667849,100,-200.796,1,4974.87042439,4974.87042439,5.00473e-06,-76.4257684153
0.00712893,121.24,1.36342,0.70768,100,1.01189,0.0137346,-88.3342910862,0.00918068,99.0860893358,0.992688,85.8739,-86.6918,0.1,0.01,-88.3342910862,98.8249076323,100,-212.577,1,8293.92453819,8293.92453819,9.31643e-07,-88.3342910862
0.00192345,112.69,1.15303,0.191963,100,1.02726,0.0115532,-81.1835047793,0.0296672,97.1357259555,0.998013,68.2284,-77.9682,0.1,0.01,-81.1835047793,97.3463439338,100,-204.805,1,6135.29993698,6135.29993698,2.97854e-06,-81.1835047793
0.00748487,117.08,1.17097,0.753238,100,1.00718,0.0116359,-84.7952681331,0.0062995,99.3879670167,1.00635,81.7198,-83.9365,0.1,0.01,-84.7952681331,99.2872149161,100,-209.527,1,7217.90696767,7217.90696767,6.22029e-07,-84.7952681331
0.00780227,110.72,1.33993,0.784817,100,1.00955,0.0133209,-78.8245708616,0.0113591,98.9007862403,1.00588,63.9342,-77.5723,0.1,0.01,-78.8245708616,99.0542235334,100,-203.31,1,4935.50672308,4935.50672308,1.12266e-06,-78.8245708616
0.00718922,119.23,1.43689,0.707758,100,1.01624,0.0145956,-86.5039630193,0.0236684,97.6394185521,0.984471,77.5011,-84.4629,0.1,0.01,-86.5039630193,98.4022407996,100,-210.616,1,7146.33836075,7146.33836075,2.4421e-06,-86.5039630193
0.0069855,95.14,1.08112,0.702768,100,1.00615,0.0107463,-66.4924593747,0.00583941,99.4320455579,1.00604,29.9509,-65.7055,0.1,0.01,-66.4924593747,99.3892412191,100,-191.223,1,1402.79426325,1402.79426325,5.76952e-07,-66.4924593747
0.00566074,120.95,1.43347,0.563247,100,1.0165,0.0144067,-88.4032313587,0.0209298,97.9499834194,0.995006,85.3995,-86.4157,0.1,0.01,-88.4032313587,98.3769218934,100,-212.585,1,8324.17196224,8324.17196224,2.11405e-06,-88.4032313587
0.00900667,109.48,1.38566,0.897768,100,1.00595,0.0139013,-78.0668946446,0.00656848,99.3497863432,0.996781,66.2937,-77.2932,0.1,0.01,-78.0668946446,99.4081449045,100,-202.808,1,4935.3707646,4935.3707646,6.61098e-07,-78.0668946446
0.00376603,103.85,1.1913,0.375305,100,1.02721,0.0119542,-73.6928732842,0.0304701,97.0520951625,0.996553,42.0522,-70.0708,0.1,0.01,-73.6928732842,97.3508063122,100,-196.896,1,3776.32309004,3776.32309004,3.06812e-06,-73.6928732842
0.00422289,110.16,1.22155,0.421893,100,1.01882,0.012227,-79.4366733165,0.0194507,98.1072509417,0.999064,69.5509,-76.5945,0.1,0.01,-79.4366733165,98.1529556372,100,-202.909,1,6164.54123864,6164.54123864,1.94872e-06,-79.4366733165
0.00694137,104.81,1.31355,0.691648,100,1.00857,0.0131827,-74.1787642787,0.00889156,99.1211628956,0.996414,56.7448,-73.1056,0.1,0.01,-74.1787642787,99.1499817269,100,-198.783,1,3771.49780067,3771.49780067,8.95567e-07,-74.1787642787
0.00964039,108.16,1.09402,0.966366,100,1.00067,0.0109138,-77.5163374896,0.000806777,99.9205844938,1.00241,69.6542,-77.4345,0.1,0.01,-77.5163374896,99.9329539937,100,-202.619,1,4932.536478,4932.536478,8.02895e-08,-77.5163374896
0.0068159,109.77,1.15871,0.671908,100,1.00723,0.0117541,-78.1787625225,0.00850813,99.140696433,0.985795,66.7193,-77.2587,0.1,0.01,-78.1787625225,99.282326494,100,-202.853,1,4915.14253585,4915.14253585,8.75508e-07,-78.1787625225
0.00947705,97.48,1.14931,0.939609,100,1.00178,0.0115921,-68.4893224545,0.00156162,99.8429620412,0.991457,49.1171,-68.2683,0.1,0.01,-68.4893224545,99.8225386716,100,-193.522,1,2599.55147613,2599.55147613,1.58864e-07,-68.4893224545
0.00682064,105.98,1.25392,0.682603,100,1.01106,0.0125293,-75.0584425788,0.0127359,98.7567959156,1.00079,55.0695,-73.663,0.1,0.01,-75.0584425788,98.9061918948,100,-199.495,1,3774.47573693,3774.47573693,1.27158e-06,-75.0584425788
0.00626771,116.77,1.28633,0.611744,100,1.01296,0.0131792,-84.9490541014,0.0127517,98.6921422119,0.976025,79.2589,-83.192,0.1,0.01,-84.9490541014,98.7207597135,100,-209.143,1,7219.3628647,7219.3628647,1.33858e-06,-84.9490541014
0.00957179,102.61,1.16828,0.954931,100,1.00188,0.0117103,-72.5356202602,0.0017193,99.8292776384,0.997652,49.2317,-72.2955,0.1,0.01,-72.5356202602,99.8121934341,100,-197.549,1,2596.20105072,2596.20105072,1.72741e-07,-72.5356202602
0.0086179,88.98,1.34432,0.86037,100,1.00587,0.0134654,-61.5871934906,0.00503692,99.5022180196,0.998353,10.9306,-61.4008,0.1,0.01,-61.5871934906,99.4167923508,100,-92.0219,1,121.413659795,121.413659795,5.05356e-07,-61.5871934906
0.00837606,116.93,1.37535,0.841548,100,1.00929,0.0136891,-84.753208573,0.0101076,99.0184358519,1.00471,81.2516,-83.5758,0.1,0.01,-84.753208573,99.0791667607,100,-209.298,1,7238.41023786,7238.41023786,1.00132e-06,-84.753208573
0.00920448,108.24,1.19297,0.92406,100,1.00171,0.0118831,-77.2845214412,0.00197584,99.8062912887,1.00392,69.1773,-77.0726,0.1,0.01,-77.2845214412,99.8289179177,100,-202.323,1,5009.05516089,5009.05516089,1.96042e-07,-77.2845214412
0.00910064,98.47,1.27285,0.909438,100,1.00267,0.0127372,-69.1711805749,0.00270092,99.7329607772,0.999312,48.8812,-68.8313,0.1,0.01,-69.1711805749,99.7336823363,100,-194.138,1,2583.2241738,2583.2241738,2.70464e-07,-69.1711805749
0.00780245,92.09,1.15123,0.780404,100,1.00483,0.01151,-63.4758906479,0.00466788,99.5401799963,1.0002,12.2269,-63.3237,0.1,0.01,-63.4758906479,99.5194040468,100,-94.9967,1,153.569252461,153.569252461,4.66598e-07,-63.4758906479
0.00713914,108.4,1.95895,0.727055,100,1.01157,0.0192354,-78.6431179826,0.0245741,97.7081015021,1.01841,73.0554,-77.2031,0.1,0.01,-78.6431179826,98.8567016403,100,-203.068,1,6196.56951994,6196.56951994,2.36938e-06,-78.6431179826
0.00774598,110.59,1.07841,0.772603,100,1.00453,0.0108119,-80.218262156,0.00451203,99.5530069505,0.997424,76.0443,-79.6939,0.1,0.01,-80.218262156,99.5491420027,100,-205.118,1,6147.76889537,6147.76889537,4.53537e-07,-80.218262156
0.00785711,109.12,1.21839,0.782383,100,1.00724,0.0122357,-78.0042151268,0.00632213,99.3727300305,0.995765,65.6528,-77.0886,0.1,0.01,-78.0042151268,99.2808812114,100,-202.684,1,4942.78364289,4942.78364289,6.37603e-07,-78.0042151268
0.00760945,110.25,1.11644,0.756499,100,1.00747,0.01123,-78.3231933254,0.00711688,99.2922053565,0.994157,66.5877,-77.4292,0.1,0.01,-78.3231933254,99.2584201141,100,-203.038,1,4948.42803574,4948.42803574,7.20078e-07,-78.3231933254
0.00702194,119.96,1.32621,0.693968,100,1.01431,0.0134193,-87.2643213502,0.014229,98.5782803775,0.988286,85.4099,-85.4051,0.1,0.01,-87.2643213502,98.5892580051,100,-211.44,1,8349.10480629,8349.10480629,1.45683e-06,-87.2643213502
0.008698,91.05,1.14214,0.87009,100,1.00322,0.0114176,-62.7586492324,0.00291601,99.7123309398,1.00033,10.5009,-62.6761,0.1,0.01,-62.7586492324,99.6794755253,100,-89.2134,1,111.018493918,111.018493918,2.91407e-07,-62.7586492324
0.00894295,113.91,1.45349,0.897653,100,1.01124,0.0144805,-81.9924746884,0.0119422,98.8401608248,1.00375,71.7039,-80.4359,0.1,0.01,-81.9924746884,98.8880614759,100,-206.28,1,6083.5102558,6083.5102558,1.18531e-06,-81.9924746884
0.00887939,111.26,1.55504,0.888274,100,1.00906,0.0155446,-79.8803692387,0.0128096,98.7486387775,1.00038,72.7527,-78.7098,0.1,0.01,-79.8803692387,99.1019682743,100,-204.418,1,6125.50474289,6125.50474289,1.27999e-06,-79.8803692387
0.00432792,126.95,1.15821,0.431165,100,1.02978,0.0116258,-93.2443376444,0.0349587,96.6304281604,0.99624,87.1375,-89.6899,0.1,0.01,-93.2443376444,97.1085669873,100,-216.681,1,9315.47605969,9315.47605969,3.5223e-06,-93.2443376444
0.00864634,103.91,1.14923,0.870468,100,1.00157,0.0114152,-73.8035854991,0.00129611,99.8735857043,1.00675,60.0105,-73.6066,0.1,0.01,-73.8035854991,99.8432593486,100,-198.847,1,3789.20632579,3789.20632579,1.27879e-07,-73.8035854991
0.00868775,105.28,1.35171,0.86723,100,1.00445,0.0135411,-74.3353071883,0.00528089,99.4780335871,0.998221,58.3572,-73.7544,0.1,0.01,-74.3353071883,99.5571050588,100,-199.175,1,3779.12918066,3779.12918066,5.29973e-07,-74.3353071883
