AvgEpLen,Bound,AvgVanillaIw,AvgNormIw,ESSClassic,VarJ,BatchSize,MinVanillaIw,MaxVanillaIw,AvgRet,VarDiscRet,VarRet,VarNormIw,MaxNormIw,VanillaAvgRet,ESSRenyi,VarVanillaIw,eRenyi2,AvgDiscRet,MinNormIw,J
19.85,-6.8576655,1.0,0.009999998,100.0,81.13017,100,1.0,1.0,-3.2116531656356525e-14,6648.590662086787,6648.590662086787,3.5044917e-18,0.01,188.34460859713872,nan,,nan,-3.2116531656356525e-14,0.01,-5.9604645e-07
21.73,-7.2275505,1.0,0.009999998,100.0,85.50612,100,1.0,1.0,-7.958078640513123e-15,7385.1486947596595,7385.1486947596595,3.5044917e-18,0.01,207.14515486158905,nan,,nan,-7.958078640513123e-15,0.01,-5.364418e-07
20.17,-6.20109,1.0,0.009999998,100.0,73.362495,100,1.0,1.0,2.7853275241795927e-14,5436.41980501223,5436.41980501223,3.5044917e-18,0.01,191.54690571612565,nan,,nan,2.7853275241795927e-14,0.01,1.7881393e-07
20.65,-6.78227,1.0,0.009999998,100.0,80.238205,100,1.0,1.0,3.4106051316484808e-15,6503.202332512456,6503.202332512456,3.5044917e-18,0.01,196.3424512411454,nan,,nan,3.4106051316484808e-15,0.01,-1.7881393e-07
19.92,-6.3147826,1.0,0.009999998,100.0,74.707535,100,1.0,1.0,-6.8212102632969615e-15,5637.591661839817,5637.591661839817,3.5044917e-18,0.01,189.04270197753303,nan,,nan,-6.8212102632969615e-15,0.01,-5.9604645e-07
21.85,-7.355425,1.0,0.009999998,100.0,87.01892,100,1.0,1.0,2.0463630789890885e-14,7648.780885274382,7648.780885274382,3.5044917e-18,0.01,208.34481820089835,nan,,nan,2.0463630789890885e-14,0.01,-1.0728836e-06
21.4,-6.797653,1.0,0.009999998,100.0,80.4202,100,1.0,1.0,6.45172804070171e-14,6532.735635434641,6532.735635434641,3.5044917e-18,0.01,203.84290955356582,nan,,nan,6.45172804070171e-14,0.01,-7.748604e-07
19.9,-6.636628,1.0,0.009999998,100.0,78.515144,100,1.0,1.0,-2.0321522242738864e-14,6226.89820312076,6226.89820312076,3.5044917e-18,0.01,188.8431066293291,nan,,nan,-2.0321522242738864e-14,0.01,-3.5762787e-07
21.78,-6.3608685,1.0,0.009999998,100.0,75.25277,100,1.0,1.0,-3.126388037344441e-15,5720.18135637492,5720.18135637492,3.5044917e-18,0.01,207.64297679037603,nan,,nan,-3.126388037344441e-15,0.01,-1.7881393e-07
21.54,-7.291141,1.0,0.009999998,100.0,86.25844,100,1.0,1.0,4.4622083805734293e-14,7515.675464484628,7515.675464484628,3.5044917e-18,0.01,205.24315817473186,nan,,nan,4.4622083805734293e-14,0.01,2.3841858e-07
21.35,-7.0762515,1.0,0.009999998,100.0,83.71617,100,1.0,1.0,3.751665644813329e-14,7079.190241076819,7079.190241076819,3.5044917e-18,0.01,203.34164499357328,nan,,nan,3.751665644813329e-14,0.01,1.1920929e-07
22.05,-6.078181,1.0,0.009999998,100.0,71.90841,100,1.0,1.0,7.105427357601002e-15,5223.048969036783,5223.048969036783,3.5044917e-18,0.01,210.34291772846754,nan,,nan,7.105427357601002e-15,0.01,5.9604645e-07
21.37,-7.621109,1.0,0.009999998,100.0,90.16214,100,1.0,1.0,-5.0306425691815094e-14,8211.325410928577,8211.325410928577,3.5044917e-18,0.01,203.54341301113107,nan,,nan,-5.0306425691815094e-14,0.01,2.3841858e-07
19.93,-6.23906,1.0,0.009999998,100.0,73.81171,100,1.0,1.0,1.1368683772161604e-14,5503.200074227002,5503.200074227002,3.5044917e-18,0.01,189.14545042697478,nan,,nan,1.1368683772161604e-14,0.01,-3.5762787e-07
20.6,-6.8020024,1.0,0.009999998,100.0,80.47166,100,1.0,1.0,-9.094947017729283e-15,6541.098668702248,6541.098668702248,3.5044917e-18,0.01,195.84318190694066,nan,,nan,-9.094947017729283e-15,0.01,-9.536743e-07
20.81,-6.3766665,1.0,0.009999998,100.0,75.439674,100,1.0,1.0,1.4779288903810084e-14,5748.631540729065,5748.631540729065,3.5044917e-18,0.01,197.94409783180035,nan,,nan,1.4779288903810084e-14,0.01,4.7683716e-07
19.47,-6.3975153,1.0,0.009999998,100.0,75.68633,100,1.0,1.0,-3.4106051316484808e-15,5786.282839573128,5786.282839573128,3.5044917e-18,0.01,184.54286418889416,nan,,nan,-3.4106051316484808e-15,0.01,4.7683716e-07
21.6,-7.3947797,1.0,0.009999998,100.0,87.48452,100,1.0,1.0,4.746425474877469e-14,7730.851252114401,7730.851252114401,3.5044917e-18,0.01,205.84199237625083,nan,,nan,4.746425474877469e-14,0.01,2.3841858e-07
21.6,-7.132174,1.0,0.009999998,100.0,84.377754,100,1.0,1.0,-3.623767952376511e-14,7191.520130315188,7191.520130315188,3.5044917e-18,0.01,205.8434505978096,nan,,nan,-3.623767952376511e-14,0.01,2.3841858e-07
21.26,-7.218458,1.0,0.009999998,100.0,85.398544,100,1.0,1.0,7.673861546209083e-15,7366.577558691376,7366.577558691376,3.5044917e-18,0.01,202.44472978284546,nan,,nan,7.673861546209083e-15,0.01,-9.536743e-07
21.2,-6.0530567,1.0,0.009999998,100.0,71.61119,100,1.0,1.0,2.3163693185779265e-14,5179.961481636243,5179.961481636243,3.5044917e-18,0.01,201.84370388522623,nan,,nan,2.3163693185779265e-14,0.01,-2.3841858e-07
20.8,-7.1421146,1.0,0.009999998,100.0,84.495346,100,1.0,1.0,3.3253400033572687e-14,7211.57874911889,7211.57874911889,3.5044917e-18,0.01,197.84188455479932,nan,,nan,3.3253400033572687e-14,0.01,1.4305115e-06
19.74,-6.812218,1.0,0.009999998,100.0,80.59249,100,1.0,1.0,8.810729923425242e-15,6560.7577759076985,6560.7577759076985,3.5044917e-18,0.01,187.2406586474508,nan,,nan,8.810729923425242e-15,0.01,5.9604645e-07
20.24,-6.4505754,1.0,0.009999998,100.0,76.31405,100,1.0,1.0,2.7284841053187846e-14,5882.661257355154,5882.661257355154,3.5044917e-18,0.01,192.24402363218792,nan,,nan,2.7284841053187846e-14,0.01,-4.7683716e-07
20.35,-7.6589346,1.0,0.009999998,100.0,90.60964,100,1.0,1.0,2.955857780762017e-14,8293.038264767083,8293.038264767083,3.5044917e-18,0.01,193.3426132661511,nan,,nan,2.955857780762017e-14,0.01,7.1525574e-07
19.89,-7.045333,1.0,0.009999998,100.0,83.35038,100,1.0,1.0,6.252776074688882e-15,7017.461519535773,7017.461519535773,3.5044917e-18,0.01,188.74557011589457,nan,,nan,6.252776074688882e-15,0.01,
21.39,-6.223027,1.0,0.009999998,100.0,73.62203,100,1.0,1.0,1.3358203432289883e-14,5474.952819934682,5474.952819934682,3.5044917e-18,0.01,203.74342478207654,nan,,nan,1.3358203432289883e-14,0.01,-3.2782555e-07
21.09,-7.335803,1.0,0.009999998,100.0,86.78681,100,1.0,1.0,8.526512829121202e-16,7608.030280608351,7608.030280608351,3.5044917e-18,0.01,200.74351187544474,nan,,nan,8.526512829121202e-16,0.01,-3.5762787e-07
22.07,-7.9893613,1.0,0.009999998,100.0,94.518776,100,1.0,1.0,-1.9042545318370686e-14,9024.04064991488,9024.04064991488,3.5044917e-18,0.01,210.54438633947274,nan,,nan,-1.9042545318370686e-14,0.01,-5.364418e-07
20.76,-7.347321,1.0,0.009999998,100.0,86.92307,100,1.0,1.0,1.8189894035458565e-14,7631.940004348401,7631.940004348401,3.5044917e-18,0.01,197.44431991933433,nan,,nan,1.8189894035458565e-14,0.01,
20.62,-7.5172005,1.0,0.009999998,100.0,88.932846,100,1.0,1.0,-4.973799150320701e-15,7988.940951954221,7988.940951954221,3.5044917e-18,0.01,196.04555824439635,nan,,nan,-4.973799150320701e-15,0.01,-7.748604e-07
20.82,-6.404218,1.0,0.009999998,100.0,75.76563,100,1.0,1.0,-4.433786671143025e-14,5798.414947186143,5798.414947186143,3.5044917e-18,0.01,198.04284743566504,nan,,nan,-4.433786671143025e-14,0.01,9.536743e-07
20.4,-7.5568666,1.0,0.009999998,100.0,89.40213,100,1.0,1.0,2.2737367544323206e-15,8073.476631004019,8073.476631004019,3.5044917e-18,0.01,193.84298251950918,nan,,nan,2.2737367544323206e-15,0.01,
20.77,-6.352268,1.0,0.009999998,100.0,75.15103,100,1.0,1.0,3.552713678800501e-14,5704.725161342793,5704.725161342793,3.5044917e-18,0.01,197.54515828567912,nan,,nan,3.552713678800501e-14,0.01,-3.5762787e-07
20.73,-6.3242197,1.0,0.009999998,100.0,74.81918,100,1.0,1.0,-7.247535904753022e-15,5654.455006632233,5654.455006632233,3.5044917e-18,0.01,197.14519344144884,nan,,nan,-7.247535904753022e-15,0.01,4.7683716e-07
20.22,-6.396691,1.0,0.009999998,100.0,75.67657,100,1.0,1.0,-8.952838470577262e-15,5784.790651536867,5784.790651536867,3.5044917e-18,0.01,192.04476892809865,nan,,nan,-8.952838470577262e-15,0.01,3.5762787e-07
21.34,-7.4267697,1.0,0.009999998,100.0,87.86298,100,1.0,1.0,8.01492205937393e-14,7797.883409392764,7797.883409392764,3.5044917e-18,0.01,203.24223653600558,nan,,nan,8.01492205937393e-14,0.01,7.1525574e-07
19.81,-5.761121,1.0,0.009999998,100.0,68.1574,100,1.0,1.0,1.5916157281026246e-14,4692.355335544541,4692.355335544541,3.5044917e-18,0.01,187.94337296618312,nan,,nan,1.5916157281026246e-14,0.01,-2.3841858e-07
19.37,-5.87265,1.0,0.009999998,100.0,69.47686,100,1.0,1.0,-7.389644451905042e-15,4875.791647625444,4875.791647625444,3.5044917e-18,0.01,183.54210125482598,nan,,nan,-7.389644451905042e-15,0.01,-1.2218952e-06
21.2,-6.53986,1.0,0.009999998,100.0,77.370346,100,1.0,1.0,-4.831690603168682e-15,6046.636620677859,6046.636620677859,3.5044917e-18,0.01,201.84264240897068,nan,,nan,-4.831690603168682e-15,0.01,2.3841858e-07
20.66,-7.413202,1.0,0.009999998,100.0,87.70248,100,1.0,1.0,2.415845301584341e-15,7769.419058945952,7769.419058945952,3.5044917e-18,0.01,196.44422171244682,nan,,nan,2.415845301584341e-15,0.01,2.3841858e-07
21.22,-7.047311,1.0,0.009999998,100.0,83.3738,100,1.0,1.0,1.6484591469634323e-14,7021.404209404229,7021.404209404229,3.5044917e-18,0.01,202.04143705245707,nan,,nan,1.6484591469634323e-14,0.01,-7.1525574e-07
20.41,-7.101092,1.0,0.009999998,100.0,84.01005,100,1.0,1.0,-6.679101716144941e-15,7128.978080926504,7128.978080926504,3.5044917e-18,0.01,193.94272577346732,nan,,nan,-6.679101716144941e-15,0.01,8.940697e-07
19.28,-6.6297474,1.0,0.009999998,100.0,78.43376,100,1.0,1.0,-1.5347723092418165e-14,6213.995730739301,6213.995730739301,3.5044917e-18,0.01,182.6434990109222,nan,,nan,-1.5347723092418165e-14,0.01,5.9604645e-07
21.68,-6.97604,1.0,0.009999998,100.0,82.530594,100,1.0,1.0,2.1458390619955026e-14,6880.100277580071,6880.100277580071,3.5044917e-18,0.01,206.64396067021423,nan,,nan,2.1458390619955026e-14,0.01,6.556511e-07
20.97,-7.038787,1.0,0.009999998,100.0,83.27293,100,1.0,1.0,-9.094947017729283e-15,7004.42536914441,7004.42536914441,3.5044917e-18,0.01,199.54346821289113,nan,,nan,-9.094947017729283e-15,0.01,4.172325e-07
20.26,-5.7523007,1.0,0.009999998,100.0,68.053055,100,1.0,1.0,-1.8189894035458565e-14,4677.998096934148,4677.998096934148,3.5044917e-18,0.01,192.44264069568385,nan,,nan,-1.8189894035458565e-14,0.01,-1.1920929e-07
19.89,-7.110041,1.0,0.009999998,100.0,84.11591,100,1.0,1.0,3.865352482534945e-14,7146.957051238122,7146.957051238122,3.5044917e-18,0.01,188.7447752390728,nan,,nan,3.865352482534945e-14,0.01,1.7881393e-07
20.51,-6.410001,1.0,0.009999998,100.0,75.83403,100,1.0,1.0,-1.9042545318370686e-14,5808.88964217247,5808.88964217247,3.5044917e-18,0.01,194.94298168465164,nan,,nan,-1.9042545318370686e-14,0.01,-2.9802322e-07
20.8,-7.116851,1.0,0.009999998,100.0,84.19648,100,1.0,1.0,2.3590018827235325e-14,7160.653750399497,7160.653750399497,3.5044917e-18,0.01,197.84544438011548,nan,,nan,2.3590018827235325e-14,0.01,-1.8179417e-06
20.05,-6.5311494,1.0,0.009999998,100.0,77.267296,100,1.0,1.0,-1.0658141036401503e-14,6030.540673986821,6030.540673986821,3.5044917e-18,0.01,190.34504954909787,nan,,nan,-1.0658141036401503e-14,0.01,5.9604645e-07
21.36,-6.2361736,1.0,0.009999998,100.0,73.77757,100,1.0,1.0,9.947598300641402e-15,5498.110863623089,5498.110863623089,3.5044917e-18,0.01,203.4439394267696,nan,,nan,9.947598300641402e-15,0.01,2.3841858e-07
20.51,-6.3900447,1.0,0.009999998,100.0,75.59794,100,1.0,1.0,1.5063505998114125e-14,5772.776551702088,5772.776551702088,3.5044917e-18,0.01,194.94194968642896,nan,,nan,1.5063505998114125e-14,0.01,-4.7683716e-07
20.49,-6.4974,1.0,0.009999998,100.0,76.868004,100,1.0,1.0,-2.1316282072803006e-14,5968.374574394959,5968.374574394959,3.5044917e-18,0.01,194.74189044807295,nan,,nan,-2.1316282072803006e-14,0.01,-3.5762787e-07
19.66,-6.92816,1.0,0.009999998,100.0,81.96416,100,1.0,1.0,-1.5916157281026246e-14,6785.984445112539,6785.984445112539,3.5044917e-18,0.01,186.44212267170136,nan,,nan,-1.5916157281026246e-14,0.01,7.1525574e-07
22.18,-7.3428593,1.0,0.009999998,100.0,86.8703,100,1.0,1.0,-5.0022208597511053e-14,7622.676276421942,7622.676276421942,3.5044917e-18,0.01,211.6439145161114,nan,,nan,-5.0022208597511053e-14,0.01,-1.0430813e-07
20.55,-5.9063835,1.0,0.009999998,100.0,69.87596,100,1.0,1.0,-1.7905676941154525e-14,4931.970131086831,4931.970131086831,3.5044917e-18,0.01,195.3449732993271,nan,,nan,-1.7905676941154525e-14,0.01,-5.9604645e-07
20.84,-6.5426335,1.0,0.009999998,100.0,77.40316,100,1.0,1.0,-2.1316282072803006e-14,6051.7662920896355,6051.7662920896355,3.5044917e-18,0.01,198.24294848436878,nan,,nan,-2.1316282072803006e-14,0.01,-7.4505806e-08
20.39,-7.2708206,1.0,0.009999998,100.0,86.018036,100,1.0,1.0,-1.3073986337985844e-14,7473.840792384705,7473.840792384705,3.5044917e-18,0.01,193.74311546949997,nan,,nan,-1.3073986337985844e-14,0.01,-1.1920929e-07
20.87,-7.0276675,1.0,0.009999998,100.0,83.141396,100,1.0,1.0,1.2647660696529783e-14,6982.315232526704,6982.315232526704,3.5044917e-18,0.01,198.5445276003967,nan,,nan,1.2647660696529783e-14,0.01,-2.3841858e-07
21.09,-7.2338395,1.0,0.009999998,100.0,85.58053,100,1.0,1.0,1.2789769243681804e-14,7398.007127990518,7398.007127990518,3.5044917e-18,0.01,200.74410149129315,nan,,nan,1.2789769243681804e-14,0.01,3.874302e-07
20.85,-5.5651255,1.0,0.009999998,100.0,65.83866,100,1.0,1.0,2.4868995751603507e-14,4378.514876753545,4378.514876753545,3.5044917e-18,0.01,198.34136408591456,nan,,nan,2.4868995751603507e-14,0.01,2.3841858e-07
21.0,-7.0333366,1.0,0.009999998,100.0,83.20847,100,1.0,1.0,1.8474111129762605e-14,6993.585900437581,6993.585900437581,3.5044917e-18,0.01,199.8428421323276,nan,,nan,1.8474111129762605e-14,0.01,1.013279e-06
20.03,-6.308861,1.0,0.009999998,100.0,74.63748,100,1.0,1.0,-2.3874235921539365e-14,5627.023698221133,5627.023698221133,3.5044917e-18,0.01,190.14360291314122,nan,,nan,-2.3874235921539365e-14,0.01,1.0728836e-06
20.51,-7.773903,1.0,0.009999998,100.0,91.96979,100,1.0,1.0,-9.094947017729283e-15,8543.880810015817,8543.880810015817,3.5044917e-18,0.01,194.9436566219474,nan,,nan,-9.094947017729283e-15,0.01,1.1920929e-06
22.79,-6.806724,1.0,0.009999998,100.0,80.527504,100,1.0,1.0,2.8848035071860065e-14,6550.180399142307,6550.180399142307,3.5044917e-18,0.01,217.74331889953453,nan,,nan,2.8848035071860065e-14,0.01,9.536743e-07
20.95,-6.889221,1.0,0.009999998,100.0,81.50349,100,1.0,1.0,-1.8758328224066646e-14,6709.917706931398,6709.917706931398,3.5044917e-18,0.01,199.34147184582162,nan,,nan,-1.8758328224066646e-14,0.01,-4.7683716e-07
19.4,-6.073977,1.0,0.009999998,100.0,71.85869,100,1.0,1.0,-2.5863755581667648e-14,5215.829073085162,5215.829073085162,3.5044917e-18,0.01,183.84397358654482,nan,,nan,-2.5863755581667648e-14,0.01,3.5762787e-07
20.06,-6.291066,1.0,0.009999998,100.0,74.42698,100,1.0,1.0,2.2737367544323206e-15,5595.3287760667845,5595.3287760667845,3.5044917e-18,0.01,190.44811058709666,nan,,nan,2.2737367544323206e-15,0.01,-3.5762787e-07
19.56,-5.749542,1.0,0.009999998,100.0,68.02042,100,1.0,1.0,3.694822225952521e-14,4673.512310670918,4673.512310670918,3.5044917e-18,0.01,185.44404566332122,nan,,nan,3.694822225952521e-14,0.01,-8.34465e-07
20.52,-7.6328526,1.0,0.009999998,100.0,90.30108,100,1.0,1.0,-1.0373923942097462e-14,8236.650966078963,8236.650966078963,3.5044917e-18,0.01,195.04398489570846,nan,,nan,-1.0373923942097462e-14,0.01,-3.5762787e-07
21.51,-6.410094,1.0,0.009999998,100.0,75.835144,100,1.0,1.0,2.1316282072803005e-15,5809.060093083323,5809.060093083323,3.5044917e-18,0.01,204.9439889237183,nan,,nan,2.1316282072803005e-15,0.01,2.3841858e-07
21.81,-7.6264477,1.0,0.009999998,100.0,90.2253,100,1.0,1.0,-5.968558980384841e-15,8222.835216052074,8222.835216052074,3.5044917e-18,0.01,207.94223448606127,nan,,nan,-5.968558980384841e-15,0.01,7.1525574e-07
21.04,-6.845975,1.0,0.009999998,100.0,80.99187,100,1.0,1.0,5.1443294069031255e-14,6625.942807937243,6625.942807937243,3.5044917e-18,0.01,200.24480232012436,nan,,nan,5.1443294069031255e-14,0.01,-9.536743e-07
20.91,-7.6587386,1.0,0.009999998,100.0,90.607346,100,1.0,1.0,2.4016344468691386e-14,8292.61598147925,8292.61598147925,3.5044917e-18,0.01,198.94293574395908,nan,,nan,2.4016344468691386e-14,0.01,5.9604645e-07
19.95,-6.622522,1.0,0.009999998,100.0,78.348274,100,1.0,1.0,-8.526512829121202e-15,6200.456963405819,6200.456963405819,3.5044917e-18,0.01,189.34453363894397,nan,,nan,-8.526512829121202e-15,0.01,-1.4901161e-08
21.84,-7.6480374,1.0,0.009999998,100.0,90.48073,100,1.0,1.0,1.1652900866465642e-14,8269.457014222182,8269.457014222182,3.5044917e-18,0.01,208.24503883789686,nan,,nan,1.1652900866465642e-14,0.01,-8.34465e-07
19.61,-6.1544356,1.0,0.009999998,100.0,72.810555,100,1.0,1.0,-2.3590018827235325e-14,5354.926262017297,5354.926262017297,3.5044917e-18,0.01,185.94204794858243,nan,,nan,-2.3590018827235325e-14,0.01,-8.6426735e-07
19.62,-5.9719167,1.0,0.009999998,100.0,70.65125,100,1.0,1.0,1.6200374375330283e-14,5042.019645923462,5042.019645923462,3.5044917e-18,0.01,186.04327231055058,nan,,nan,1.6200374375330283e-14,0.01,2.3841858e-07
21.68,-7.6012125,1.0,0.009999998,100.0,89.92676,100,1.0,1.0,-2.6858515411731786e-14,8168.507565563447,8168.507565563447,3.5044917e-18,0.01,206.64224163451954,nan,,nan,-2.6858515411731786e-14,0.01,-8.34465e-07
20.5,-6.185533,1.0,0.009999998,100.0,73.17844,100,1.0,1.0,-5.684341886080802e-14,5409.175966072483,5409.175966072483,3.5044917e-18,0.01,194.8455556388496,nan,,nan,-5.684341886080802e-14,0.01,-1.4305115e-06
20.3,-6.113514,1.0,0.009999998,100.0,72.32645,100,1.0,1.0,3.268496584496461e-15,5283.954192618469,5283.954192618469,3.5044917e-18,0.01,192.84415283552818,nan,,nan,3.268496584496461e-15,0.01,1.013279e-06
22.73,-7.311865,1.0,0.009999998,100.0,86.503624,100,1.0,1.0,-1.5916157281026246e-14,7558.460500219929,7558.460500219929,3.5044917e-18,0.01,217.14383480874235,nan,,nan,-1.5916157281026246e-14,0.01,3.5762787e-07
20.31,-6.92954,1.0,0.009999998,100.0,81.980484,100,1.0,1.0,-3.2116531656356525e-14,6788.687066958379,6788.687066958379,3.5044917e-18,0.01,192.94290273436775,nan,,nan,-3.2116531656356525e-14,0.01,-1.1920929e-06
20.56,-7.4977045,1.0,0.009999998,100.0,88.7022,100,1.0,1.0,-1.6200374375330283e-14,7947.5557826459335,7947.5557826459335,3.5044917e-18,0.01,195.44375954314003,nan,,nan,-1.6200374375330283e-14,0.01,2.9802322e-07
21.39,-6.7154117,1.0,0.009999998,100.0,79.44722,100,1.0,1.0,4.4906300900038334e-14,6375.617438603879,6375.617438603879,3.5044917e-18,0.01,203.7433654763143,nan,,nan,4.4906300900038334e-14,0.01,
21.99,-6.639888,1.0,0.009999998,100.0,78.55373,100,1.0,1.0,-6.778577699151355e-14,6233.019249265607,6233.019249265607,3.5044917e-18,0.01,209.7422322065336,nan,,nan,-6.778577699151355e-14,0.01,-1.1920929e-07
20.71,-7.3650026,1.0,0.009999998,100.0,87.13226,100,1.0,1.0,2.3305801732931285e-14,7668.718372420469,7668.718372420469,3.5044917e-18,0.01,196.94187243073438,nan,,nan,2.3305801732931285e-14,0.01,-3.5762787e-07
21.71,-7.803939,1.0,0.009999998,100.0,92.32512,100,1.0,1.0,4.547473508864641e-15,8610.02948507314,8610.02948507314,3.5044917e-18,0.01,206.94292652078806,nan,,nan,4.547473508864641e-15,0.01,
19.67,-6.429579,1.0,0.009999998,100.0,76.06566,100,1.0,1.0,-4.547473508864641e-15,5844.428426995095,5844.428426995095,3.5044917e-18,0.01,186.54347494284278,nan,,nan,-4.547473508864641e-15,0.01,-5.662441e-07
20.48,-6.442074,1.0,0.009999998,100.0,76.21347,100,1.0,1.0,8.526512829121202e-15,5867.164567773205,5867.164567773205,3.5044917e-18,0.01,194.64287144089286,nan,,nan,8.526512829121202e-15,0.01,2.9802322e-07
20.13,-6.086527,1.0,0.009999998,100.0,72.00715,100,1.0,1.0,5.684341886080802e-15,5237.403685241118,5237.403685241118,3.5044917e-18,0.01,191.1448293264882,nan,,nan,5.684341886080802e-15,0.01,-5.9604645e-07
18.94,-5.9394503,1.0,0.009999998,100.0,70.26715,100,1.0,1.0,-1.1084466677857563e-14,4987.346182298983,4987.346182298983,3.5044917e-18,0.01,179.24485393699425,nan,,nan,-1.1084466677857563e-14,0.01,
21.03,-6.7583985,1.0,0.009999998,100.0,79.95579,100,1.0,1.0,-1.9895196601282807e-15,6457.502952239986,6457.502952239986,3.5044917e-18,0.01,200.14170357031188,nan,,nan,-1.9895196601282807e-15,0.01,1.1920929e-06
18.67,-6.6003146,1.0,0.009999998,100.0,78.08556,100,1.0,1.0,5.5706550483591854e-14,6158.944529357574,6158.944529357574,3.5044917e-18,0.01,176.54754572188438,nan,,nan,5.5706550483591854e-14,0.01,-4.7683716e-07
21.68,-6.9337964,1.0,0.009999998,100.0,82.03083,100,1.0,1.0,-5.542233338928782e-15,6797.027541199108,6797.027541199108,3.5044917e-18,0.01,206.64537868711184,nan,,nan,-5.542233338928782e-15,0.01,
20.8,-6.693045,1.0,0.009999998,100.0,79.18261,100,1.0,1.0,-5.485389920067973e-14,6333.21784043864,6333.21784043864,3.5044917e-18,0.01,197.84327562371595,nan,,nan,-5.485389920067973e-14,0.01,-1.3113022e-06
20.41,-7.0798736,1.0,0.009999998,100.0,83.75902,100,1.0,1.0,-3.339550858072471e-14,7086.437618901215,7086.437618901215,3.5044917e-18,0.01,193.9407378963185,nan,,nan,-3.339550858072471e-14,0.01,4.7683716e-07
20.89,-7.0859084,1.0,0.009999998,100.0,83.83042,100,1.0,1.0,1.4210854715202005e-15,7098.524569972209,7098.524569972209,3.5044917e-18,0.01,198.7430189138162,nan,,nan,1.4210854715202005e-15,0.01,-7.1525574e-07
20.5,-5.972558,1.0,0.009999998,100.0,70.65884,100,1.0,1.0,-1.3358203432289883e-14,5043.102327199451,5043.102327199451,3.5044917e-18,0.01,194.84260103846037,nan,,nan,-1.3358203432289883e-14,0.01,8.34465e-07
21.22,-7.2136536,1.0,0.009999998,100.0,85.341705,100,1.0,1.0,-4.433786671143025e-14,7356.774015892418,7356.774015892418,3.5044917e-18,0.01,202.04231421687112,nan,,nan,-4.433786671143025e-14,0.01,-8.34465e-07
19.27,-5.8448787,1.0,0.009999998,100.0,69.148315,100,1.0,1.0,-5.4001247917767615e-15,4829.787124896235,4829.787124896235,3.5044917e-18,0.01,182.5452445571946,nan,,nan,-5.4001247917767615e-15,0.01,-2.3841858e-07
21.72,-7.1062584,1.0,0.009999998,100.0,84.07117,100,1.0,1.0,-6.110667527536861e-14,7139.355348475575,7139.355348475575,3.5044917e-18,0.01,207.0437971786198,nan,,nan,-6.110667527536861e-14,0.01,-4.7683716e-07
21.47,-6.8911333,1.0,0.009999998,100.0,81.52612,100,1.0,1.0,2.2026824808563106e-14,6713.64562304627,6713.64562304627,3.5044917e-18,0.01,204.54266149064568,nan,,nan,2.2026824808563106e-14,0.01,5.9604645e-08
20.31,-6.6112146,1.0,0.009999998,100.0,78.214516,100,1.0,1.0,4.547473508864641e-15,6179.303791682612,6179.303791682612,3.5044917e-18,0.01,192.94463588128448,nan,,nan,4.547473508864641e-15,0.01,-5.364418e-07
20.85,-7.0223484,1.0,0.009999998,100.0,83.07846,100,1.0,1.0,1.7337242752546444e-14,6971.747783327139,6971.747783327139,3.5044917e-18,0.01,198.3443010132427,nan,,nan,1.7337242752546444e-14,0.01,-5.9604645e-07
19.91,-6.405068,1.0,0.009999998,100.0,75.77568,100,1.0,1.0,1.2931877790833824e-14,5799.953966728655,5799.953966728655,3.5044917e-18,0.01,188.94299224161657,nan,,nan,1.2931877790833824e-14,0.01,2.3841858e-07
20.36,-6.303183,1.0,0.009999998,100.0,74.57032,100,1.0,1.0,-9.379164112033323e-15,5616.901277917582,5616.901277917582,3.5044917e-18,0.01,193.44132629960376,nan,,nan,-9.379164112033323e-15,0.01,4.7683716e-07
20.48,-6.888008,1.0,0.009999998,100.0,81.48914,100,1.0,1.0,-1.3358203432289883e-14,6707.554943432912,6707.554943432912,3.5044917e-18,0.01,194.64394289193623,nan,,nan,-1.3358203432289883e-14,0.01,-9.536743e-07
20.97,-6.706288,1.0,0.009999998,100.0,79.339264,100,1.0,1.0,3.552713678800501e-15,6358.302791041564,6358.302791041564,3.5044917e-18,0.01,199.54321495103494,nan,,nan,3.552713678800501e-15,0.01,-7.1525574e-07
20.16,-6.8017135,1.0,0.009999998,100.0,80.468216,100,1.0,1.0,3.836930773104541e-15,6540.5389765155805,6540.5389765155805,3.5044917e-18,0.01,191.44221914034264,nan,,nan,3.836930773104541e-15,0.01,1.66893e-06
19.41,-5.7553463,1.0,0.009999998,100.0,68.0891,100,1.0,1.0,1.6058265828178263e-14,4682.955568384786,4682.955568384786,3.5044917e-18,0.01,183.9424659700201,nan,,nan,1.6058265828178263e-14,0.01,
19.33,-6.1640325,1.0,0.009999998,100.0,72.924065,100,1.0,1.0,1.9610979506978764e-14,5371.636446985352,5371.636446985352,3.5044917e-18,0.01,183.14577119224606,nan,,nan,1.9610979506978764e-14,0.01,-5.9604645e-07
21.75,-7.40769,1.0,0.009999998,100.0,87.63728,100,1.0,1.0,3.2400748750660566e-14,7757.871854893081,7757.871854893081,3.5044917e-18,0.01,207.34197264713973,nan,,nan,3.2400748750660566e-14,0.01,-5.9604645e-07
