ESSRenyi,VarRet,VarJ,MaxNormIw,ESSClassic,AvgNormIw,VarVanillaIw,MinVanillaIw,MinNormIw,eRenyi2,BatchSize,MaxVanillaIw,AvgRet,VarDiscRet,Bound,AvgDiscRet,VarNormIw,AvgEpLen,J,AvgVanillaIw
0.00070193672018532,12414.200999294342,9.65664e-08,1.0,1.0,0.01,4277886200.0,,,142462.98,100,654055.4,79.74702847706696,12414.200999294342,6182474.5,-1.0587086762825493e-14,0.010000003,8.98,949.86584,6540.5537
0.004215144255902725,213077.90415310653,3.6672027e-11,1.0,1.0,0.01,43718170.0,,,23723.98,100,66119.71,594.9768474292191,213077.90415310653,1189041.9,-1.0061285138363019e-13,0.010000003,60.52,1834.2789,661.1971
0.0018199613215563826,1770497.2299095,,1.0,1.0,0.01,243776600.0,,,54946.223,100,156133.47,1797.9701564157167,1770497.2299094999,4935965.5,-2.569322532508522e-13,0.010000002,180.81,3201.8325,1561.3347
0.007826940834824261,1872423.450366381,1.9181934e-09,1.0,1.0,0.01,1152483.2,,,12776.384,100,10735.375,1966.5095103791784,1872423.450366381,296792.7,-3.9335645851679146e-13,0.0100000035,197.63,3033.4282,107.35375
0.02291527758647524,1886058.6955876169,0.0025496623,0.99999666,1.0000067122417713,0.01,3688199.0,,,4363.901,100,19204.682,1895.917572612334,1886058.6955876169,578782.7,1.0913936421275138e-13,0.009999935,190.61,3103.6086,192.04745
0.0955072868608928,1724495.1130585477,10.190749,0.9996802,1.0006399177406045,0.01,228377.92,,,1047.0405,100,4778.9053,1623.5778322930375,1724495.1130585477,130136.8,-9.322320693172514e-14,0.009993542,163.36,2914.6177,47.80434
6.574695320855422,1598149.1970138778,6657.78,0.25976017,8.443072928811302,0.01,25.186306,1.1792554e-10,7.776844e-13,15.20983,100,39.38919,1884.991900501532,1598149.1970138778,286.67993,9.777068044058978e-14,0.0010953564,189.52,863.3126,1.5163677
70.23665979059304,2253254.370302722,1718.0355,0.029550968,83.22127337027601,0.01,0.20747936,0.19944611,0.0019759822,1.4237579,100,2.9827323,1913.5481297775339,2253254.370302722,-162.57082,5.456968210637569e-14,2.0365249e-05,192.36,145.9979,1.0093518
100.0,2085132.3104035638,1436.7615,0.010000078,99.99998855590744,0.01,1.4068029e-11,0.9999833,0.009999835,1.0,100,1.0000076,1966.8180677163255,2085132.3104035638,-255.2785,-1.5916157281026246e-14,1.4044163e-15,197.68,0.0004348755,0.9999998
100.0,1957620.877227581,1392.1367,0.01,100.0,0.009999998,,1.0,0.01,1.0,100,1.0,1953.0189361940688,1957620.877227581,-256.44037,4.069988790433854e-13,3.5044917e-18,196.29,-1.9073486e-06,1.0
33.490414403060264,1956023.1959077409,2786.6697,0.06526837,38.025535861682,0.010000003,2.714247,0.0039389394,3.0676496e-05,2.985929,100,8.380623,2017.9993037982763,1956023.1959077406,-39.38983,-1.77351466845721e-13,0.00016462745,202.79,307.06943,1.2840253
16.18768886197912,2103830.0449581905,6718.739,0.39875057,6.05828868489879,0.01,46.87167,0.1679906,0.0009711055,6.177534,100,68.97948,2045.0368445373713,2103830.0449581905,1634.7185,6.593836587853729e-14,0.001566294,205.48,1302.2988,1.7298903
7.488667827915244,2455136.552983581,3671.4153,0.28621858,7.108543925947605,0.01,19.64804,1.14439805e-10,9.379884e-13,13.35351,100,34.92026,2237.298009753307,2455136.552983581,574.5066,8.412825991399586e-14,0.0013199575,224.71,1167.2689,1.2200557
100.0,2017100.7848971772,1413.1277,0.01,100.0,0.009999998,,1.0,0.01,1.0,100,1.0,2064.0777182310003,2017100.7848971772,-247.08008,-7.048583938740194e-14,3.5044917e-18,207.43,1.1920929e-06,1.0
100.0,2542545.813480491,1586.5435,0.01,100.0,0.009999998,,1.0,0.01,1.0,100,1.0,2205.237091426912,2542545.813480491,-235.21309,-3.6834535421803596e-13,3.5044917e-18,221.46,7.6293945e-06,1.0
