MinVanillaIw,ESSRenyi,AvgEpLen,MaxNormIw,MaxVanillaIw,VarDiscRet,AvgNormIw,VarJ,J,VarVanillaIw,BatchSize,Bound,VarNormIw,eRenyi2,AvgDiscRet,MinNormIw,AvgVanillaIw,ESSClassic,VarRet,AvgRet
1.0,100.0,200.0,0.01,1.0,112.8453577504628,0.009999998,10.569622,-6.7055225e-08,,100,-1.2085842,3.5044917e-18,1.0,-2.149391775674303e-15,0.01,1.0,100.0,112.84535775046278,-14.395014017253148
1.0,100.0,200.0,0.01,1.0,103.53547011560595,0.009999998,10.124234,-2.9802322e-08,,100,-1.3249872,3.5044917e-18,1.0,-1.4210854715202005e-15,0.01,1.0,100.0,103.53547011560596,-15.743271540755408
1.0,100.0,200.0,0.01,1.0,105.7347107601863,0.009999998,10.231195,-4.4703484e-08,,100,-1.3272686,3.5044917e-18,1.0,1.5631940186722204e-15,0.01,1.0,100.0,105.73471076018629,-12.807492332681885
1.0,100.0,200.0,0.01,1.0,106.29031793460226,0.009999998,10.258041,-5.9604645e-08,,100,-1.2447139,3.5044917e-18,1.0,-1.8829382497642656e-15,0.01,1.0,100.0,106.29031793460227,-14.795332353548517
1.0,100.0,200.0,0.01,1.0,106.62027701793087,0.009999998,10.273952,-7.450581e-09,,100,-1.2143838,3.5044917e-18,1.0,1.2967404927621828e-15,0.01,1.0,100.0,106.62027701793087,-14.429302858731182
1.0,100.0,200.0,0.01,1.0,112.51446817188877,0.009999998,10.554113,-2.3841858e-07,,100,-1.2190548,3.5044917e-18,1.0,7.105427357601002e-17,0.01,1.0,100.0,112.51446817188877,-14.486144633095023
1.0,100.0,200.0,0.01,1.0,114.49509156255004,0.009999998,10.646603,-5.9604645e-08,,100,-1.2091184,3.5044917e-18,1.0,1.652011860642233e-15,0.01,1.0,100.0,114.49509156255006,-14.122007090363782
1.0,100.0,200.0,0.01,1.0,103.442165737008,0.009999998,10.119671,,,100,-1.3506944,3.5044917e-18,1.0,-1.5987211554602255e-15,0.01,1.0,100.0,103.442165737008,-16.095093753993876
1.0,100.0,200.0,0.01,1.0,109.62443499771439,0.009999998,10.417686,8.940697e-08,,100,-1.2341037,3.5044917e-18,1.0,1.4921397450962103e-15,0.01,1.0,100.0,109.62443499771439,-14.663507292394966
1.0,100.0,200.0,0.01,1.0,108.01283161364412,0.009999998,10.340827,2.9802322e-08,,100,-1.2119128,3.5044917e-18,1.0,2.5579538487363606e-15,0.01,1.0,100.0,108.01283161364412,-14.368233642938026
1.0,100.0,200.0,0.01,1.0,116.10439936033917,0.009999998,10.721164,-7.4505806e-08,,100,-1.357631,3.5044917e-18,1.0,3.161915174132446e-15,0.01,1.0,100.0,116.10439936033917,-16.132835070066495
1.0,100.0,200.0,0.01,1.0,99.99741067220863,0.009999998,9.949745,,,100,-1.2829305,3.5044917e-18,1.0,2.3625545964023332e-15,0.01,1.0,100.0,99.99741067220863,-15.247784163418672
1.0,100.0,200.0,0.01,1.0,100.13572292589171,0.009999998,9.956624,-8.940697e-08,,100,-1.2935774,3.5044917e-18,1.0,2.255973186038318e-15,0.01,1.0,100.0,100.13572292589171,-12.87988760406882
1.0,100.0,200.0,0.01,1.0,96.73165117378625,0.009999998,9.785925,4.4703484e-08,,100,-1.3523233,3.5044917e-18,1.0,1.1368683772161603e-15,0.01,1.0,100.0,96.73165117378625,-11.89427271012349
1.0,100.0,200.0,0.01,1.0,107.77510151969207,0.009999998,10.32944,-1.1920929e-07,,100,-1.2183522,3.5044917e-18,1.0,3.161915174132446e-15,0.01,1.0,100.0,107.77510151969207,-14.529653627438472
1.0,100.0,200.0,0.01,1.0,110.85945792944297,0.009999998,10.476204,2.9802322e-07,,100,-1.2989876,3.5044917e-18,1.0,4.973799150320702e-16,0.01,1.0,100.0,110.85945792944297,-12.42075542944571
1.0,100.0,200.0,0.01,1.0,112.79557212455258,0.009999998,10.567289,-2.9802322e-08,,100,-1.3325503,3.5044917e-18,1.0,2.6734170432973768e-15,0.01,1.0,100.0,112.79557212455256,-12.963648425251328
1.0,100.0,200.0,0.01,1.0,94.41951770853842,0.009999998,9.668263,2.9802322e-08,,100,-1.285716,3.5044917e-18,1.0,-1.9895196601282807e-15,0.01,1.0,100.0,94.41951770853842,-12.870304959086873
1.0,100.0,200.0,0.01,1.0,109.71385088170369,0.009999998,10.421934,-1.937151e-07,,100,-1.2043504,3.5044917e-18,1.0,-3.730349362740526e-16,0.01,1.0,100.0,109.71385088170369,-14.312002277730512
1.0,100.0,200.0,0.01,1.0,109.55228077955107,0.009999998,10.414257,-3.7252903e-09,,100,-1.3386989,3.5044917e-18,1.0,2.3980817331903383e-15,0.01,1.0,100.0,109.55228077955107,-15.90624591443008
1.0,100.0,200.0,0.01,1.0,116.64344188249999,0.009999998,10.746023,4.4703484e-08,,100,-1.2509952,3.5044917e-18,1.0,3.0553337637684308e-15,0.01,1.0,100.0,116.64344188249996,-14.874110417614748
1.0,100.0,200.0,0.01,1.0,111.01655230802055,0.009999998,10.483625,2.9802322e-08,,100,-1.3528347,3.5044917e-18,1.0,1.8474111129762605e-15,0.01,1.0,100.0,111.01655230802058,-12.683357537418111
1.0,100.0,200.0,0.01,1.0,115.55425383475348,0.009999998,10.695733,,,100,-1.3176707,3.5044917e-18,1.0,-2.5934809855243656e-15,0.01,1.0,100.0,115.55425383475351,-13.130094855326742
1.0,100.0,200.0,0.01,1.0,106.51465655239812,0.009999998,10.268861,2.9802322e-08,,100,-1.3765835,3.5044917e-18,1.0,8.970602038971265e-16,0.01,1.0,100.0,106.51465655239812,-12.342774832097364
1.0,100.0,200.0,0.01,1.0,113.68207909917048,0.009999998,10.608734,2.9802322e-08,,100,-1.364917,3.5044917e-18,1.0,-5.861977570020827e-16,0.01,1.0,100.0,113.68207909917047,-12.337682860998905
1.0,100.0,200.0,0.01,1.0,101.31371612574813,0.009999998,10.0150175,-2.9802322e-08,,100,-1.3889191,3.5044917e-18,1.0,-1.2079226507921704e-15,0.01,1.0,100.0,101.31371612574813,-12.082751860400949
1.0,100.0,200.0,0.01,1.0,109.44092355148827,0.009999998,10.408963,-7.450581e-09,,100,-1.2417302,3.5044917e-18,1.0,-1.0125233984581427e-15,0.01,1.0,100.0,109.44092355148828,-14.75410160010118
1.0,100.0,200.0,0.01,1.0,108.98989364816549,0.009999998,10.387492,1.0430813e-07,,100,-1.2582916,3.5044917e-18,1.0,-1.1368683772161603e-15,0.01,1.0,100.0,108.98989364816549,-13.319746875384675
1.0,100.0,200.0,0.01,1.0,112.82147394575297,0.009999998,10.568502,8.940697e-08,,100,-1.3504783,3.5044917e-18,1.0,-1.1013412404281553e-15,0.01,1.0,100.0,112.82147394575297,-16.046206049922812
1.0,100.0,200.0,0.01,1.0,118.2062077562714,0.009999998,10.81777,-3.7252903e-08,,100,-1.2339588,3.5044917e-18,1.0,-3.552713678800501e-17,0.01,1.0,100.0,118.2062077562714,-13.739415555706536
1.0,100.0,200.0,0.01,1.0,121.09975355470301,0.009999998,10.949372,-2.9802322e-08,,100,-1.3391602,3.5044917e-18,1.0,-1.3322676295501878e-15,0.01,1.0,100.0,121.09975355470304,-12.345657181233564
1.0,100.0,200.0,0.01,1.0,121.58129692533586,0.009999998,10.971121,1.4901161e-08,,100,-1.2619151,3.5044917e-18,1.0,-1.0658141036401502e-16,0.01,1.0,100.0,121.58129692533586,-13.423189769040787
1.0,100.0,200.0,0.01,1.0,108.409216621621,0.009999998,10.359783,-2.9802322e-08,,100,-1.194884,3.5044917e-18,1.0,-1.0658141036401502e-16,0.01,1.0,100.0,108.409216621621,-14.14642292846999
1.0,100.0,200.0,0.01,1.0,110.47114522697089,0.009999998,10.457841,1.1920929e-07,,100,-1.333249,3.5044917e-18,1.0,-9.947598300641404e-16,0.01,1.0,100.0,110.47114522697089,-12.681747597943884
1.0,100.0,200.0,0.01,1.0,105.0389739560846,0.009999998,10.197479,,,100,-1.288037,3.5044917e-18,1.0,-4.316547119742609e-15,0.01,1.0,100.0,105.0389739560846,-13.347691568603727
1.0,100.0,200.0,0.01,1.0,121.26816135899615,0.009999998,10.956984,-1.4901161e-08,,100,-1.2458346,3.5044917e-18,1.0,-7.105427357601002e-16,0.01,1.0,100.0,121.26816135899615,-14.80342421811701
1.0,100.0,200.0,0.01,1.0,103.61044932728755,0.009999998,10.127899,-6.7055225e-08,,100,-1.3220567,3.5044917e-18,1.0,3.019806626980426e-16,0.01,1.0,100.0,103.61044932728755,-15.723062004761847
1.0,100.0,200.0,0.01,1.0,105.608756291926,0.009999998,10.2251005,1.3411045e-07,,100,-1.2312489,3.5044917e-18,1.0,-1.5987211554602255e-15,0.01,1.0,100.0,105.608756291926,-14.070011114370343
1.0,100.0,200.0,0.01,1.0,108.41923145641965,0.009999998,10.360262,8.940697e-08,,100,-1.232885,3.5044917e-18,1.0,1.0835776720341528e-15,0.01,1.0,100.0,108.41923145641961,-14.649764083078471
1.0,100.0,200.0,0.01,1.0,105.41075635547449,0.009999998,10.21551,4.8428774e-08,,100,-1.3064435,3.5044917e-18,1.0,8.171241461241152e-16,0.01,1.0,100.0,105.41075635547449,-13.074612262939922
1.0,100.0,200.0,0.01,1.0,111.02056138808838,0.009999998,10.483813,,,100,-1.2745318,3.5044917e-18,1.0,-2.4336088699783433e-15,0.01,1.0,100.0,111.02056138808838,-12.662516522684994
1.0,100.0,200.0,0.01,1.0,101.01650432679072,0.009999998,10.000317,-4.4703484e-08,,100,-1.2576705,3.5044917e-18,1.0,-2.9753977059954196e-15,0.01,1.0,100.0,101.01650432679072,-13.311762051922797
1.0,100.0,200.0,0.01,1.0,113.16370632948657,0.009999998,10.58452,7.4505806e-08,,100,-1.3023169,3.5044917e-18,1.0,2.486899575160351e-16,0.01,1.0,100.0,113.16370632948657,-12.917554948934459
1.0,100.0,200.0,0.01,1.0,115.21923543801006,0.009999998,10.680217,2.1606684e-07,,100,-1.3590626,3.5044917e-18,1.0,2.646771690706373e-15,0.01,1.0,100.0,115.21923543801005,-12.415951115511737
1.0,100.0,200.0,0.01,1.0,108.67395281822095,0.009999998,10.372425,-1.7881393e-07,,100,-1.22961,3.5044917e-18,1.0,2.113864638886298e-15,0.01,1.0,100.0,108.67395281822095,-13.8062808631403
1.0,100.0,200.0,0.01,1.0,109.38112404466878,0.009999998,10.406118,5.9604645e-08,,100,-1.2372235,3.5044917e-18,1.0,-2.7533531010703883e-15,0.01,1.0,100.0,109.38112404466874,-14.096489619451654
1.0,100.0,200.0,0.01,1.0,100.63125950581698,0.009999998,9.98123,5.9604645e-08,,100,-1.2450447,3.5044917e-18,1.0,3.481659405224491e-15,0.01,1.0,100.0,100.63125950581698,-13.461765728249498
1.0,100.0,200.0,0.01,1.0,106.59842745845587,0.009999998,10.272899,-8.940697e-08,,100,-1.2376522,3.5044917e-18,1.0,-1.4210854715202005e-15,0.01,1.0,100.0,106.59842745845589,-14.094388434830357
1.0,100.0,200.0,0.01,1.0,113.2058618962413,0.009999998,10.586492,,,100,-1.1995599,3.5044917e-18,1.0,-3.5349501104064984e-15,0.01,1.0,100.0,113.2058618962413,-14.065204682790082
1.0,100.0,200.0,0.01,1.0,102.08540325214514,0.009999998,10.053086,4.4703484e-08,,100,-1.2583606,3.5044917e-18,1.0,-2.2026824808563106e-15,0.01,1.0,100.0,102.08540325214514,-14.959944466720628
1.0,100.0,200.0,0.01,1.0,105.0451387968497,0.009999998,10.197779,1.7136335e-07,,100,-1.3932251,3.5044917e-18,1.0,1.3500311979441904e-15,0.01,1.0,100.0,105.0451387968497,-11.51521858270518
1.0,100.0,200.0,0.01,1.0,116.43351532954227,0.009999998,10.736348,2.9802322e-08,,100,-1.2353543,3.5044917e-18,1.0,-1.6342482922482305e-15,0.01,1.0,100.0,116.43351532954227,-14.679264133002121
1.0,100.0,200.0,0.01,1.0,114.31353451741981,0.009999998,10.638158,4.4703484e-08,,100,-1.2278235,3.5044917e-18,1.0,2.184918912462308e-15,0.01,1.0,100.0,114.3135345174198,-14.15482968640994
1.0,100.0,200.0,0.01,1.0,102.99114132809564,0.009999998,10.097585,-4.4703484e-08,,100,-1.3168805,3.5044917e-18,1.0,-2.4336088699783433e-15,0.01,1.0,100.0,102.99114132809564,-13.0208280272213
1.0,100.0,200.0,0.01,1.0,113.37366276459854,0.009999998,10.594335,,,100,-1.2311511,3.5044917e-18,1.0,7.993605777301127e-16,0.01,1.0,100.0,113.37366276459854,-14.641565270611464
1.0,100.0,200.0,0.01,1.0,111.71337785477114,0.009999998,10.516475,1.6298145e-08,,100,-1.2789185,3.5044917e-18,1.0,2.895461648222408e-15,0.01,1.0,100.0,111.71337785477114,-13.579047151179076
1.0,100.0,200.0,0.01,1.0,97.12158875095042,0.009999998,9.80563,-1.7881393e-07,,100,-1.2215863,3.5044917e-18,1.0,8.704148513061227e-16,0.01,1.0,100.0,97.12158875095042,-14.546715888677618
1.0,100.0,200.0,0.01,1.0,108.93267913480773,0.009999998,10.384766,-7.4505806e-08,,100,-1.1914575,3.5044917e-18,1.0,-1.7763568394002506e-16,0.01,1.0,100.0,108.93267913480773,-14.161823513424055
1.0,100.0,200.0,0.01,1.0,110.06091508588517,0.009999998,10.438405,4.0978193e-08,,100,-1.2704737,3.5044917e-18,1.0,-3.446132268436486e-15,0.01,1.0,100.0,110.06091508588516,-15.115230175070419
1.0,100.0,200.0,0.01,1.0,99.42187050083476,0.009999998,9.921071,-9.685755e-08,,100,-1.2116494,3.5044917e-18,1.0,5.329070518200751e-16,0.01,1.0,100.0,99.42187050083476,-14.18839549647723
1.0,100.0,200.0,0.01,1.0,94.35118835813245,0.009999998,9.664764,7.4505806e-08,,100,-1.2204611,3.5044917e-18,1.0,-7.105427357601002e-16,0.01,1.0,100.0,94.35118835813245,-14.503125032836378
1.0,100.0,200.0,0.01,1.0,116.43593192459676,0.009999998,10.736459,-9.685755e-08,,100,-1.225139,3.5044917e-18,1.0,-1.7763568394002506e-16,0.01,1.0,100.0,116.43593192459676,-14.119353391893958
1.0,100.0,200.0,0.01,1.0,116.84274412070666,0.009999998,10.755199,-3.7252903e-08,,100,-1.2876445,3.5044917e-18,1.0,-3.446132268436486e-15,0.01,1.0,100.0,116.84274412070666,-15.319172079333546
1.0,100.0,200.0,0.01,1.0,110.97078925905885,0.009999998,10.481463,,,100,-1.2500026,3.5044917e-18,1.0,-1.2789769243681803e-15,0.01,1.0,100.0,110.97078925905883,-13.843498796343505
1.0,100.0,200.0,0.01,1.0,105.66087056095732,0.009999998,10.227622,-1.3411045e-07,,100,-1.217453,3.5044917e-18,1.0,5.684341886080802e-16,0.01,1.0,100.0,105.66087056095732,-14.480436033334271
1.0,100.0,200.0,0.01,1.0,105.34221252139827,0.009999998,10.212189,-8.940697e-08,,100,-1.2248574,3.5044917e-18,1.0,9.769962616701378e-16,0.01,1.0,100.0,105.34221252139825,-14.106670695501585
1.0,100.0,200.0,0.01,1.0,102.68977607115481,0.009999998,10.082801,-1.4901161e-08,,100,-1.3238798,3.5044917e-18,1.0,-4.5652370772586434e-15,0.01,1.0,100.0,102.6897760711548,-12.2735982033154
1.0,100.0,200.0,0.01,1.0,104.0368150229642,0.009999998,10.148716,2.2351742e-08,,100,-1.2471792,3.5044917e-18,1.0,2.0250467969162854e-15,0.01,1.0,100.0,104.03681502296422,-13.6236404813568
1.0,100.0,200.0,0.01,1.0,116.31052641688754,0.009999998,10.730677,-8.195639e-08,,100,-1.2702609,3.5044917e-18,1.0,1.3677947663381929e-15,0.01,1.0,100.0,116.31052641688753,-15.09369856478184
1.0,100.0,200.0,0.01,1.0,104.39145163398825,0.009999998,10.165999,5.9604645e-08,,100,-1.3055159,3.5044917e-18,1.0,-2.3625545964023332e-15,0.01,1.0,100.0,104.39145163398825,-15.512253722244429
1.0,100.0,200.0,0.01,1.0,110.44470085542844,0.009999998,10.456589,-7.4505806e-08,,100,-1.2891086,3.5044917e-18,1.0,9.414691248821328e-16,0.01,1.0,100.0,110.44470085542844,-15.324784255272009
1.0,100.0,200.0,0.01,1.0,102.96916063761053,0.009999998,10.096507,-1.4901161e-08,,100,-1.291111,3.5044917e-18,1.0,-1.8118839761882555e-15,0.01,1.0,100.0,102.96916063761053,-12.463683614591265
1.0,100.0,200.0,0.01,1.0,105.58708345532553,0.009999998,10.2240505,-2.9802322e-08,,100,-1.2364566,3.5044917e-18,1.0,-3.1974423109204507e-16,0.01,1.0,100.0,105.58708345532553,-14.69386581242322
1.0,100.0,200.0,0.01,1.0,99.55642122165202,0.009999998,9.927782,2.9802322e-08,,100,-1.2575939,3.5044917e-18,1.0,-7.638334409421077e-16,0.01,1.0,100.0,99.55642122165202,-14.942869646772353
1.0,100.0,200.0,0.01,1.0,125.16796335269363,0.009999998,11.131769,-7.4505806e-08,,100,-1.267888,3.5044917e-18,1.0,2.771116669464391e-15,0.01,1.0,100.0,125.16796335269365,-13.702352100561061
1.0,100.0,200.0,0.01,1.0,112.66083123043109,0.009999998,10.560976,-1.3411045e-07,,100,-1.3279668,3.5044917e-18,1.0,2.415845301584341e-15,0.01,1.0,100.0,112.66083123043109,-12.550944831528904
1.0,100.0,200.0,0.01,1.0,112.81800089792922,0.009999998,10.568339,1.0430813e-07,,100,-1.2235627,3.5044917e-18,1.0,9.414691248821328e-16,0.01,1.0,100.0,112.81800089792922,-14.538164265110742
1.0,100.0,200.0,0.01,1.0,117.6326255634006,0.009999998,10.7914915,-1.7881393e-07,,100,-1.2773498,3.5044917e-18,1.0,-1.936228954946273e-15,0.01,1.0,100.0,117.6326255634006,-13.497395083088712
1.0,100.0,200.0,0.01,1.0,112.21696887073645,0.009999998,10.540153,-8.940697e-08,,100,-1.2719294,3.5044917e-18,1.0,-2.0605739337042904e-15,0.01,1.0,100.0,112.21696887073645,-13.584228533387893
1.0,100.0,200.0,0.01,1.0,107.40730924848874,0.009999998,10.311801,-1.2665987e-07,,100,-1.2678709,3.5044917e-18,1.0,-4.494182803682633e-15,0.01,1.0,100.0,107.40730924848874,-15.083141144439466
1.0,100.0,200.0,0.01,1.0,123.61567416412598,0.009999998,11.062528,8.940697e-08,,100,-1.2291306,3.5044917e-18,1.0,-7.993605777301127e-16,0.01,1.0,100.0,123.61567416412598,-14.612932873358556
1.0,100.0,200.0,0.01,1.0,109.30448377426961,0.009999998,10.402473,-1.1920929e-07,,100,-1.3129847,3.5044917e-18,1.0,9.059419880941278e-16,0.01,1.0,100.0,109.30448377426963,-13.105311589411459
1.0,100.0,200.0,0.01,1.0,100.07618265833281,0.009999998,9.953664,2.9802322e-08,,100,-1.2484599,3.5044917e-18,1.0,-2.3803181647963358e-15,0.01,1.0,100.0,100.07618265833281,-14.83667874128632
1.0,100.0,200.0,0.01,1.0,115.73866087401476,0.009999998,10.704265,-5.9604645e-08,,100,-1.2133147,3.5044917e-18,1.0,-7.460698725481052e-16,0.01,1.0,100.0,115.73866087401476,-14.416863388461588
1.0,100.0,200.0,0.01,1.0,114.48727596325232,0.009999998,10.646238,8.940697e-08,,100,-1.366983,3.5044917e-18,1.0,7.371880883511039e-16,0.01,1.0,100.0,114.48727596325232,-12.342404014573985
1.0,100.0,200.0,0.01,1.0,110.91003802582368,0.009999998,10.478595,-7.450581e-09,,100,-1.2513969,3.5044917e-18,1.0,4.263256414560601e-16,0.01,1.0,100.0,110.91003802582368,-14.879068031188622
1.0,100.0,200.0,0.01,1.0,110.50561610884316,0.009999998,10.459473,-6.7055225e-08,,100,-1.258322,3.5044917e-18,1.0,4.618527782440651e-16,0.01,1.0,100.0,110.50561610884316,-14.953039970395935
1.0,100.0,200.0,0.01,1.0,114.74303445588149,0.009999998,10.658124,-2.682209e-07,,100,-1.2734874,3.5044917e-18,1.0,1.1723955140041654e-15,0.01,1.0,100.0,114.74303445588149,-15.132540940708028
1.0,100.0,200.0,0.01,1.0,98.70848270608057,0.009999998,9.885413,,,100,-1.3186493,3.5044917e-18,1.0,-3.552713678800501e-15,0.01,1.0,100.0,98.70848270608059,-12.572011981042062
1.0,100.0,200.0,0.01,1.0,111.47290934810724,0.009999998,10.50515,1.0430813e-07,,100,-1.209839,3.5044917e-18,1.0,3.819167204710538e-15,0.01,1.0,100.0,111.47290934810724,-14.08432383635467
