AvgDiscRet,MinVanillaIw,VarDiscRet,ESSClassic,VanillaAvgRet,eRenyi2,VarRet,J,MaxNormIw,VarVanillaIw,MinNormIw,AvgNormIw,ESSRenyi,AvgVanillaIw,VarJ,EpsThisIter,Delta,AvgRet,MaxVanillaIw,IterType,VarNormIw,AvgEpLen,BatchSize,Bound
6.8879091659,1.0,104.998038791,299.999969474,6.8879091659,1.0,104.998038791,5.31931,0.00333333,,0.00333333,0.00333333,500.0,1.0,13.0715,100,0.1,6.8879091659,1.0,2,5.43914e-20,500.0,500,-0.683286
7.45740885124,1.0,407.645353958,400.0,7.45740885124,1.0,407.645353958,5.85384,0.0025,,0.0025,0.0025,500.0,1.0,15.1624,100,0.1,7.45740885124,1.0,2,5.4346e-20,500.0,500,-0.726424
7.75953947416,0.0121473,392.272166207,13.823671927,7.75953947416,3.7077,392.272166207,41.7975,0.0776302,6735.4,1.75732e-06,0.002,134.854630236,13.8249,12.7882,100,0.1,7.75953947416,536.615,1,0.000140961,500.0,500,30.4646
-3.24573654878,1.0,195.406056571,100.0,-3.24573654878,1.0,195.406056571,-3.24574,0.01,,0.01,0.01,500.0,1.0,13.9087,100,0.1,-3.24573654878,1.0,2,3.50449e-18,500.0,500,-11.5385
12.1074833625,1.0,293.15085002,200.000000102,12.1074833625,1.0,293.15085002,4.43087,0.005,,0.005,0.005,500.0,1.0,17.3426,100,0.1,12.1074833625,1.0,2,2.1793e-19,500.0,500,-6.25627
12.8852836558,1.0,524.480166919,299.999969474,12.8852836558,1.0,524.480166919,7.24901,0.00333333,,0.00333333,0.00333333,500.0,1.0,19.7351,100,0.1,12.8852836558,1.0,2,5.43914e-20,500.0,500,-2.51486
-0.101434934321,1.0,140.382700416,400.0,-0.101434934321,1.0,140.382700416,5.4114,0.0025,,0.0025,0.0025,500.0,1.0,18.357,100,0.1,-0.101434934321,1.0,2,5.4346e-20,500.0,500,-3.04436
2.82623513456,0.00320894,152.207837707,13.3784764384,2.82623513456,3.70796,152.207837707,53.9571,0.078916,3994.66,6.13026e-07,0.002,134.845031401,10.4692,15.1941,100,0.1,2.82623513456,413.093,1,0.000145786,500.0,500,39.3936
13.0477571282,1.0,353.655908011,100.0,13.0477571282,1.0,353.655908011,13.0478,0.01,,0.01,0.01,500.0,1.0,18.7115,100,0.1,13.0477571282,1.0,2,3.50449e-18,500.0,500,-2.40014
11.4271859977,1.0,354.903080974,200.000000102,11.4271859977,1.0,354.903080974,12.2375,0.005,,0.005,0.005,500.0,1.0,18.7455,100,0.1,11.4271859977,1.0,2,2.1793e-19,500.0,500,1.31416
7.43687722451,1.0,469.255441046,299.999969474,7.43687722451,1.0,469.255441046,10.6373,0.00333333,,0.00333333,0.00333333,500.0,1.0,19.8554,100,0.1,7.43687722451,1.0,2,5.43914e-20,500.0,500,1.15171
17.562934209,1.0,469.077834473,400.0,17.562934209,1.0,469.077834473,12.3687,0.0025,,0.0025,0.0025,500.0,1.0,20.5126,100,0.1,17.562934209,1.0,2,5.4346e-20,500.0,500,2.74891
16.0758581274,0.00132378,478.871651854,12.5278211917,16.0758581274,2.87746,478.871651854,48.6602,0.0893127,2502.03,3.30501e-07,0.002,173.764491028,8.01077,18.3723,100,0.1,16.0758581274,357.732,1,0.000155957,500.0,500,34.0649
26.853456292,1.0,708.02986125,100.0,26.853456292,1.0,708.02986125,26.8535,0.01,,0.01,0.01,500.0,1.0,26.4755,100,0.1,26.853456292,1.0,2,3.50449e-18,500.0,500,6.32289
14.560996478,1.0,556.36956573,200.000000102,14.560996478,1.0,556.36956573,20.7072,0.005,,0.005,0.005,500.0,1.0,25.7615,100,0.1,14.560996478,1.0,2,2.1793e-19,500.0,500,6.18992
8.67624244197,1.0,200.122853777,299.999969474,8.67624244197,1.0,200.122853777,16.6969,0.00333333,,0.00333333,0.00333333,500.0,1.0,23.2517,100,0.1,8.67624244197,1.0,2,5.43914e-20,500.0,500,4.84357
16.3879000001,1.0,501.198383378,400.0,16.3879000001,1.0,501.198383378,16.6196,0.0025,,0.0025,0.0025,500.0,1.0,23.0119,100,0.1,16.3879000001,1.0,2,5.4346e-20,500.0,500,6.35437
28.646133282,0.00365996,346.026489489,14.9527696947,28.646133282,3.43087,346.026489489,64.7218,0.0746282,713.554,1.56228e-06,0.002,145.735708373,4.68541,21.942,100,0.1,28.646133282,174.832,1,0.000130015,500.0,500,47.7152
31.9578749832,1.0,802.377005935,100.0,31.9578749832,1.0,802.377005935,31.9579,0.01,,0.01,0.01,500.0,1.0,28.1843,100,0.1,31.9578749832,1.0,2,3.50449e-18,500.0,500,6.06574
32.4943520078,1.0,575.887911326,200.000000102,32.4943520078,1.0,575.887911326,32.2261,0.005,,0.005,0.005,500.0,1.0,26.1211,100,0.1,32.4943520078,1.0,2,2.1793e-19,500.0,500,13.9176
28.7926318354,1.0,580.647866425,299.999969474,28.7926318354,1.0,580.647866425,31.0816,0.00333333,,0.00333333,0.00333333,500.0,1.0,25.4776,100,0.1,28.7926318354,1.0,2,5.43914e-20,500.0,500,16.1328
34.3643588206,1.0,875.648447233,400.0,34.3643588206,1.0,875.648447233,31.9023,0.0025,,0.0025,0.0025,500.0,1.0,26.5627,100,0.1,34.3643588206,1.0,2,5.4346e-20,500.0,500,18.1972
26.6937149869,0.059034,847.464536966,13.9432834791,26.6937149869,2.64755,847.464536966,88.1785,0.077293,3873.26,1.12122e-05,0.002,188.85375341,10.5303,19.5016,100,0.1,26.6937149869,406.961,1,0.000139718,500.0,500,68.2328
40.4118846628,1.0,1205.1745942,100.0,40.4118846628,1.0,1205.1745942,40.4119,0.01,,0.01,0.01,500.0,1.0,34.5416,100,0.1,40.4118846628,1.0,2,3.50449e-18,500.0,500,14.9441
45.6451733365,1.0,318.13826551,200.000000102,45.6451733365,1.0,318.13826551,43.0285,0.005,,0.005,0.005,500.0,1.0,27.5842,100,0.1,45.6451733365,1.0,2,2.1793e-19,500.0,500,25.0201
25.0289523774,1.0,304.991479879,299.999969474,25.0289523774,1.0,304.991479879,37.0287,0.00333333,,0.00333333,0.00333333,500.0,1.0,26.0749,100,0.1,25.0289523774,1.0,2,5.43914e-20,500.0,500,22.3248
32.1866754471,1.0,609.852980839,400.0,32.1866754471,1.0,609.852980839,35.8182,0.0025,,0.0025,0.0025,500.0,1.0,25.7926,100,0.1,32.1866754471,1.0,2,5.4346e-20,500.0,500,23.0843
31.372879386,0.00772611,380.672212719,11.799619584,31.372879386,2.95658,380.672212719,81.9952,0.0920432,2858.16,1.861e-06,0.002,169.114550716,8.30317,19.2042,100,0.1,31.372879386,382.125,1,0.000165829,500.0,500,62.4113
47.1165342482,1.0,420.511456554,100.0,47.1165342482,1.0,420.511456554,47.1165,0.01,,0.01,0.01,500.0,1.0,20.4036,100,0.1,47.1165342482,1.0,2,3.50449e-18,500.0,500,19.8535
52.1800903862,1.0,375.52469827,200.000000102,52.1800903862,1.0,375.52469827,49.6483,0.005,,0.005,0.005,500.0,1.0,20.0112,100,0.1,52.1800903862,1.0,2,2.1793e-19,500.0,500,30.3704
46.2165340522,1.0,246.538442627,299.999969474,46.2165340522,1.0,246.538442627,48.5044,0.00333333,,0.00333333,0.00333333,500.0,1.0,18.7334,100,0.1,46.2165340522,1.0,2,5.43914e-20,500.0,500,32.764
31.3073474995,1.0,679.766941605,400.0,31.3073474995,1.0,679.766941605,44.2051,0.0025,,0.0025,0.0025,500.0,1.0,22.0658,100,0.1,31.3073474995,1.0,2,5.4346e-20,500.0,500,30.5736
38.6603421115,0.00273148,603.70425529,12.5719257716,38.6603421115,3.07056,603.70425529,86.5625,0.0891643,543.795,1.46016e-06,0.002,162.836836039,3.74135,27.6271,100,0.1,38.6603421115,166.798,1,0.000155395,500.0,500,65.1977
50.6972744242,1.0,561.707065066,100.0,50.6972744242,1.0,561.707065066,50.6973,0.01,,0.01,0.01,500.0,1.0,23.5816,100,0.1,50.6972744242,1.0,2,3.50449e-18,500.0,500,29.0168
45.0676844271,1.0,664.236604751,200.000000102,45.0676844271,1.0,664.236604751,47.8825,0.005,,0.005,0.005,500.0,1.0,24.7945,100,0.1,45.0676844271,1.0,2,2.1793e-19,500.0,500,29.0648
39.2249265479,1.0,387.161142253,299.999969474,39.2249265479,1.0,387.161142253,44.9966,0.00333333,,0.00333333,0.00333333,500.0,1.0,23.5428,100,0.1,39.2249265479,1.0,2,5.43914e-20,500.0,500,29.6321
47.6483940007,1.0,510.66706324,400.0,47.6483940007,1.0,510.66706324,45.6596,0.0025,,0.0025,0.0025,500.0,1.0,23.3111,100,0.1,47.6483940007,1.0,2,5.4346e-20,500.0,500,32.3535
49.0500699118,0.00719261,207.29170248,14.5731969988,49.0500699118,2.99864,207.29170248,81.1998,0.082742,707.294,3.1249e-06,0.002,166.7422001,4.60342,30.1219,100,0.1,49.0500699118,190.448,1,0.000133505,500.0,500,60.5908
40.93733706,1.0,692.31371797,100.0,40.93733706,1.0,692.31371797,40.9373,0.01,,0.01,0.01,500.0,1.0,26.18,100,0.1,40.93733706,1.0,2,3.50449e-18,500.0,500,17.3685
45.2322701974,1.0,419.734163891,200.000000102,45.2322701974,1.0,419.734163891,43.0848,0.005,,0.005,0.005,500.0,1.0,23.56,100,0.1,45.2322701974,1.0,2,2.1793e-19,500.0,500,26.4191
50.9659054729,1.0,383.424745857,299.999969474,50.9659054729,1.0,383.424745857,45.7118,0.00333333,,0.00333333,0.00333333,500.0,1.0,22.5917,100,0.1,50.9659054729,1.0,2,5.43914e-20,500.0,500,32.1044
44.5521760799,1.0,220.190101315,400.0,44.5521760799,1.0,220.190101315,45.4219,0.0025,,0.0025,0.0025,500.0,1.0,20.9174,100,0.1,44.5521760799,1.0,2,5.4346e-20,500.0,500,33.6375
66.4660933047,0.0291381,174.261410781,16.2978179667,66.4660933047,2.50398,174.261410781,79.0407,0.0714684,754.948,1.15662e-05,0.002,199.681884205,5.03848,21.606,100,0.1,66.4660933047,180.046,1,0.000118954,500.0,500,61.1163
55.7011210589,1.0,170.576121839,100.0,55.7011210589,1.0,170.576121839,55.7011,0.01,,0.01,0.01,500.0,1.0,12.995,100,0.1,55.7011210589,1.0,2,3.50449e-18,500.0,500,33.5064
52.8243851414,1.0,259.618449968,200.000000102,52.8243851414,1.0,259.618449968,54.2627,0.005,,0.005,0.005,500.0,1.0,14.6634,100,0.1,52.8243851414,1.0,2,2.1793e-19,500.0,500,38.5687
59.3040717284,1.0,279.589996898,299.999969474,59.3040717284,1.0,279.589996898,55.9432,0.00333333,,0.00333333,0.00333333,500.0,1.0,15.5324,100,0.1,59.3040717284,1.0,2,5.43914e-20,500.0,500,42.3749
59.2760243155,1.0,138.791836361,400.0,59.2760243155,1.0,138.791836361,56.7764,0.0025,,0.0025,0.0025,500.0,1.0,14.7437,100,0.1,59.2760243155,1.0,2,5.4346e-20,500.0,500,45.0259
56.2860456782,0.150215,238.017635735,14.7435101159,56.2860456782,2.03076,238.017635735,80.643,0.0751656,2159.04,3.71307e-05,0.002,246.213147604,8.09115,15.1998,100,0.1,56.2860456782,304.088,1,0.000131917,500.0,500,64.7359
64.5468723685,1.0,259.024678195,100.0,64.5468723685,1.0,259.024678195,64.5469,0.01,,0.01,0.01,500.0,1.0,16.0136,100,0.1,64.5468723685,1.0,2,3.50449e-18,500.0,500,40.91
61.9571725674,1.0,441.15962473,200.000000102,61.9571725674,1.0,441.15962473,63.252,0.005,,0.005,0.005,500.0,1.0,18.6619,100,0.1,61.9571725674,1.0,2,2.1793e-19,500.0,500,43.7729
69.8991851242,1.0,170.511561344,299.999969474,69.8991851242,1.0,170.511561344,65.4677,0.00333333,,0.00333333,0.00333333,500.0,1.0,17.2704,100,0.1,69.8991851242,1.0,2,5.43914e-20,500.0,500,49.3544
67.7946376719,1.0,216.41727309,400.0,67.7946376719,1.0,216.41727309,66.0495,0.0025,,0.0025,0.0025,500.0,1.0,16.6817,100,0.1,67.7946376719,1.0,2,5.4346e-20,500.0,500,52.0949
40.6208940573,0.0151313,650.175926586,16.9585377338,40.6208940573,2.51794,650.175926586,88.6991,0.0700308,571.098,6.76525e-06,0.002,198.574928101,4.47325,17.3376,100,0.1,40.6208940573,156.633,1,0.000114163,500.0,500,68.8936
69.5002833967,1.0,177.390525126,100.0,69.5002833967,1.0,177.390525126,69.5003,0.01,,0.01,0.01,500.0,1.0,13.252,100,0.1,69.5002833967,1.0,2,3.50449e-18,500.0,500,42.9276
52.0824579416,1.0,248.967293034,200.000000102,52.0824579416,1.0,248.967293034,60.7914,0.005,,0.005,0.005,500.0,1.0,16.9379,100,0.1,52.0824579416,1.0,2,2.1793e-19,500.0,500,42.0016
51.7934124434,1.0,606.593804874,299.999969474,51.7934124434,1.0,606.593804874,57.792,0.00333333,,0.00333333,0.00333333,500.0,1.0,20.2344,100,0.1,51.7934124434,1.0,2,5.43914e-20,500.0,500,42.4503
65.3289984047,1.0,110.250826135,400.0,65.3289984047,1.0,110.250826135,59.6763,0.0025,,0.0025,0.0025,500.0,1.0,18.5744,100,0.1,65.3289984047,1.0,2,5.4346e-20,500.0,500,46.3899
67.4848510107,0.0371297,246.860234763,15.5915357654,67.4848510107,2.25829,246.860234763,84.7357,0.0799156,459.237,1.93343e-05,0.002,221.406644273,3.84081,22.0631,100,0.1,67.4848510107,153.47,1,0.000124524,500.0,500,66.8774
60.3939113815,1.0,315.643660105,100.0,60.3939113815,1.0,315.643660105,60.3939,0.01,,0.01,0.01,500.0,1.0,17.6773,100,0.1,60.3939113815,1.0,2,3.50449e-18,500.0,500,33.9998
57.9674411861,1.0,664.055815616,200.000000102,57.9674411861,1.0,664.055815616,59.1807,0.005,,0.005,0.005,500.0,1.0,22.055,100,0.1,57.9674411861,1.0,2,2.1793e-19,500.0,500,40.1326
67.9670853615,1.0,141.561412334,299.999969474,67.9670853615,1.0,141.561412334,62.1095,0.00333333,,0.00333333,0.00333333,500.0,1.0,19.7016,100,0.1,67.9670853615,1.0,2,5.43914e-20,500.0,500,46.5568
59.6839224075,1.0,421.036183883,400.0,59.6839224075,1.0,421.036183883,61.5031,0.0025,,0.0025,0.0025,500.0,1.0,19.9104,100,0.1,59.6839224075,1.0,2,5.4346e-20,500.0,500,48.034
68.0100078945,0.0230361,213.8598361,57.8559057225,68.0100078945,2.37605,213.8598361,83.8002,0.0280024,28.0769,2.40607e-05,0.002,210.433599265,1.91484,12.1534,100,0.1,68.0100078945,26.81,1,3.06299e-05,500.0,500,65.2303
72.3396082091,1.0,137.242205816,100.0,72.3396082091,1.0,137.242205816,72.3396,0.01,,0.01,0.01,500.0,1.0,11.6563,100,0.1,72.3396082091,1.0,2,3.50449e-18,500.0,500,46.2823
66.7571430078,1.0,136.243057766,200.000000102,66.7571430078,1.0,136.243057766,69.5484,0.005,,0.005,0.005,500.0,1.0,11.9652,100,0.1,66.7571430078,1.0,2,2.1793e-19,500.0,500,51.1231
62.748117512,1.0,234.33955229,299.999969474,62.748117512,1.0,234.33955229,67.2816,0.00333333,,0.00333333,0.00333333,500.0,1.0,13.5297,100,0.1,62.748117512,1.0,2,5.43914e-20,500.0,500,52.2374
75.1906034833,1.0,147.385213208,400.0,75.1906034833,1.0,147.385213208,69.2589,0.0025,,0.0025,0.0025,500.0,1.0,13.6197,100,0.1,75.1906034833,1.0,2,5.4346e-20,500.0,500,55.245
70.3584197278,0.0452945,100.031295856,15.7941611541,70.3584197278,1.87094,100.031295856,88.784,0.0725917,1538.56,1.28003e-05,0.002,267.244835361,7.07711,12.1414,100,0.1,70.3584197278,256.87,1,0.000122875,500.0,500,71.6392
69.4500118415,1.0,279.132149705,100.0,69.4500118415,1.0,279.132149705,69.45,0.01,,0.01,0.01,500.0,1.0,16.6235,100,0.1,69.4500118415,1.0,2,3.50449e-18,500.0,500,42.4117
67.7502154105,1.0,254.480259885,200.000000102,67.7502154105,1.0,254.480259885,68.6001,0.005,,0.005,0.005,500.0,1.0,16.2745,100,0.1,67.7502154105,1.0,2,2.1793e-19,500.0,500,49.4812
72.5327567937,1.0,206.19143097,299.999969474,72.5327567937,1.0,206.19143097,69.911,0.00333333,,0.00333333,0.00333333,500.0,1.0,15.7497,100,0.1,72.5327567937,1.0,2,5.43914e-20,500.0,500,54.3004
69.018994428,1.0,64.9563711903,400.0,69.018994428,1.0,64.9563711903,69.688,0.0025,,0.0025,0.0025,500.0,1.0,14.222,100,0.1,69.018994428,1.0,2,5.4346e-20,500.0,500,56.1688
74.8247564007,0.0230959,117.691481603,19.1587808289,74.8247564007,2.44221,117.691481603,86.7703,0.0658486,242.032,1.48895e-05,0.002,204.732282398,3.1023,16.1157,100,0.1,74.8247564007,102.141,1,0.000100592,500.0,500,67.8736
79.895478603,1.0,52.9749242643,100.0,79.895478603,1.0,52.9749242643,79.8955,0.01,,0.01,0.01,500.0,1.0,7.2419,100,0.1,79.895478603,1.0,2,3.50449e-18,500.0,500,52.9607
76.8913027855,1.0,124.965780348,200.000000102,76.8913027855,1.0,124.965780348,78.3934,0.005,,0.005,0.005,500.0,1.0,9.50457,100,0.1,76.8913027855,1.0,2,2.1793e-19,500.0,500,58.8682
76.1512785347,1.0,172.145613293,299.999969474,76.1512785347,1.0,172.145613293,77.646,0.00333333,,0.00333333,0.00333333,500.0,1.0,10.8697,100,0.1,76.1512785347,1.0,2,5.43914e-20,500.0,500,61.3811
77.4282876742,1.0,118.605244205,400.0,77.4282876742,1.0,118.605244205,77.5916,0.0025,,0.0025,0.0025,500.0,1.0,10.8617,100,0.1,77.4282876742,1.0,2,5.4346e-20,500.0,500,63.5057
66.9074303328,0.141142,580.228258347,19.6226560528,66.9074303328,1.6487,580.228258347,89.1084,0.0650684,397.065,7.01623e-05,0.002,303.268497098,4.02331,14.9022,100,0.1,66.9074303328,130.895,1,9.81193e-05,500.0,500,72.9313
73.3369161613,1.0,131.088951398,100.0,73.3369161613,1.0,131.088951398,73.3369,0.01,,0.01,0.01,500.0,1.0,11.392,100,0.1,73.3369161613,1.0,2,3.50449e-18,500.0,500,45.7554
57.5641801045,1.0,1342.75566998,200.000000102,57.5641801045,1.0,1342.75566998,65.4506,0.005,,0.005,0.005,500.0,1.0,28.138,100,0.1,57.5641801045,1.0,2,2.1793e-19,500.0,500,45.2526
78.9828254928,1.0,76.8984829216,299.999969474,78.9828254928,1.0,76.8984829216,69.9613,0.00333333,,0.00333333,0.00333333,500.0,1.0,24.3701,100,0.1,78.9828254928,1.0,2,5.43914e-20,500.0,500,53.4698
67.7720595402,1.0,686.263408508,400.0,67.7720595402,1.0,686.263408508,69.414,0.0025,,0.0025,0.0025,500.0,1.0,24.8229,100,0.1,67.7720595402,1.0,2,5.4346e-20,500.0,500,55.1319
75.148948062,0.0531284,92.0955005019,25.3391661225,75.148948062,1.72052,92.0955005019,85.7174,0.0571172,126.414,4.09439e-05,0.002,290.610013692,2.59518,13.4185,100,0.1,75.148948062,74.1147,1,7.50794e-05,500.0,500,68.9616
67.1967905517,1.0,525.59092455,100.0,67.1967905517,1.0,525.59092455,67.1968,0.01,,0.01,0.01,500.0,1.0,22.8109,100,0.1,67.1967905517,1.0,2,3.50449e-18,500.0,500,40.5373
65.4949301741,1.0,842.826405711,200.000000102,65.4949301741,1.0,842.826405711,66.3459,0.005,,0.005,0.005,500.0,1.0,26.0402,100,0.1,65.4949301741,1.0,2,2.1793e-19,500.0,500,47.4947
75.2950588158,1.0,157.717977761,299.999969474,75.2950588158,1.0,157.717977761,69.3289,0.00333333,,0.00333333,0.00333333,500.0,1.0,22.8452,100,0.1,75.2950588158,1.0,2,5.43914e-20,500.0,500,53.8215
83.8156696882,1.0,73.6728783584,400.0,83.8156696882,1.0,73.6728783584,72.9506,0.0025,,0.0025,0.0025,500.0,1.0,21.1899,100,0.1,83.8156696882,1.0,2,5.4346e-20,500.0,500,58.1658
