VarJ,delta,MinNormIw,AvgEpLen,J,MaxNormIw,VanillaAvgRet,BatchSize,AvgVanillaIw,ESSClassic,Bound,AvgRet,VarDiscRet,AvgDiscRet,SamplesThisIter,IterType,VarNormIw,MinVanillaIw,ESSRenyi,AvgNormIw,EpsThisIter,VarRet,VarVanillaIw,renyi2,MaxVanillaIw
76.4537,0.7,4.5794e-16,500.0,11919.2,0.000699714,57.7181790127,100,1.53886,1.41941899603,58.7258,57.7181790127,76.0689199399,57.7181790127,50000,1,7.86741e-09,1.27552e-11,nan,5.52486e-05,100,76.0689199399,6.10362,nan,19.4894
62.6208,0.7,3.06517e-15,500.0,11524.0,0.000658302,55.5938860592,100,1.70225,1.46178567819,57.0182,55.5938860592,73.7623508898,55.5938860592,50000,1,8.4384e-09,9.44403e-11,nan,5.52486e-05,100,73.7623508898,8.0106,nan,20.2828
320.802,0.7,1.69148e-15,500.0,12846.3,0.0022294,57.2095993613,100,2.08103,0.430479095482,59.0623,57.2095993613,95.1748316828,57.2095993613,50000,1,1.8004e-08,6.37124e-11,nan,5.52486e-05,100,95.1748316828,25.5436,nan,83.974
238.213,0.7,2.39093e-23,500.0,13801.0,0.0026992,57.8483091166,100,3.387,0.486489250005,62.2007,57.8483091166,123.638219659,57.8483091166,50000,1,2.88079e-08,1.46575e-18,nan,5.52486e-05,100,123.638219659,108.268,nan,165.473
63.5909,0.7,2.11883e-16,500.0,11840.5,0.000559945,56.8215652924,100,1.57524,1.28007161219,58.7975,56.8215652924,126.757088475,56.8215652924,50000,1,7.35318e-09,6.04117e-12,nan,5.52486e-05,100,126.757088475,5.97757,nan,15.965
334.699,0.7,3.2726e-16,500.0,13304.9,0.00623329,57.6493697942,100,2.1933,1.39087812915,60.615,57.6493697942,198.888272882,57.6493697942,50000,1,2.87412e-08,1.29918e-11,nan,5.52486e-05,100,198.888272882,45.2958,nan,247.454
88.528,0.7,1.47849e-10,500.0,12362.9,0.000403358,63.3033876443,100,1.23328,0.688543690088,61.3001,63.3033876443,31.1883640862,63.3033876443,50000,1,4.52058e-09,3.30033e-06,nan,5.52486e-05,100,31.1883640862,2.25253,nan,9.00387
63.9395,0.7,2.34092e-10,500.0,11944.8,0.000466039,61.9369236621,100,1.22488,1.24857207959,59.7726,61.9369236621,23.3349117525,61.9369236621,50000,1,4.23362e-09,5.18988e-06,nan,5.52486e-05,100,23.3349117525,2.08091,nan,10.3322
88.0156,0.7,7.97195e-14,500.0,12568.3,0.000764364,60.2560645364,100,1.71929,1.15678318845,61.5779,60.2560645364,75.6577467826,60.2560645364,50000,1,9.24805e-09,2.48081e-09,nan,5.52486e-05,100,75.6577467826,8.95584,nan,23.7864
103.003,0.7,7.83692e-12,500.0,12490.1,0.000607022,62.5897766548,100,1.35298,0.849066718105,61.4688,62.5897766548,37.8892191758,62.5897766548,50000,1,6.28483e-09,1.91917e-07,nan,5.52486e-05,100,37.8892191758,3.76904,nan,14.8653
189.205,0.7,1.02913e-23,500.0,12931.6,0.000893204,61.2150257052,100,1.70144,0.678251762178,61.9766,61.2150257052,62.8422346621,61.2150257052,50000,1,1.05826e-08,3.16931e-19,nan,5.52486e-05,100,62.8422346621,10.0365,nan,27.5071
125.768,0.7,1.63404e-13,500.0,12315.2,0.000629931,59.5714696981,100,1.41156,0.870491170393,60.442,59.5714696981,90.9692556702,59.5714696981,50000,1,6.72606e-09,4.17486e-09,nan,5.52486e-05,100,90.9692556702,4.39055,nan,16.0943
105.555,0.7,6.67178e-19,500.0,13317.1,0.000816905,59.5848115431,100,2.3493,0.627175677662,63.7695,59.5848115431,150.135978031,59.5848115431,50000,1,1.46949e-08,2.837e-14,nan,5.52486e-05,100,150.135978031,26.5706,nan,34.7367
62.0017,0.7,7.36995e-14,500.0,12165.7,0.000521619,60.8040536683,100,1.48231,1.24034845155,60.4251,60.8040536683,63.7949911414,60.8040536683,50000,1,6.92802e-09,1.97734e-09,nan,5.52486e-05,100,63.7949911414,4.98705,nan,13.9949
128.119,0.7,3.52529e-18,500.0,12760.2,0.000808854,59.4774045463,100,1.70752,0.881902825322,61.9352,59.4774045463,142.343277157,59.4774045463,50000,1,9.93483e-09,1.08953e-13,nan,5.52486e-05,100,142.343277157,9.48966,nan,24.9986
130.973,0.7,2.89976e-17,500.0,14001.7,0.00115138,62.5564067184,100,2.81107,0.651538780105,66.0827,62.5564067184,117.347262824,62.5564067184,50000,1,1.78785e-08,1.47541e-12,nan,5.52486e-05,100,117.347262824,46.284,nan,58.5824
94.2543,0.7,9.46943e-13,500.0,12777.6,0.000718027,62.8046343388,100,1.40718,1.41204536639,63.0302,62.8046343388,78.8988611223,62.8046343388,50000,1,6.6968e-09,2.41186e-08,nan,5.52486e-05,100,78.8988611223,4.34433,nan,18.2881
179.94,0.7,3.66018e-17,500.0,14099.2,0.00121238,60.8258072223,100,2.52212,0.691961012101,66.5244,60.8258072223,217.407745643,60.8258072223,50000,1,1.73839e-08,1.67088e-12,nan,5.52486e-05,100,217.407745643,36.2272,nan,55.3455
97.9658,0.7,2.60639e-18,500.0,13741.4,0.000847696,61.5135634527,100,2.36249,0.675437833692,65.7317,61.5135634527,236.057324239,61.5135634527,50000,1,1.58147e-08,1.11452e-13,nan,5.52486e-05,100,236.057324239,28.9172,nan,36.2483
105.867,0.7,2.77712e-13,500.0,14099.6,0.000787112,64.9092989724,100,2.02127,0.591528715411,67.9865,64.9092989724,134.487536794,64.9092989724,50000,1,1.27164e-08,1.01601e-08,nan,5.52486e-05,100,134.487536794,17.0204,nan,28.7965
119.982,0.7,1.70449e-14,500.0,13964.1,0.000966609,65.5704230239,100,2.04721,0.810128684182,66.6244,65.5704230239,69.469906034,65.5704230239,50000,1,1.36289e-08,6.31592e-10,nan,5.52486e-05,100,69.469906034,18.713,nan,35.8173
114.396,0.7,4.71239e-12,500.0,13119.3,0.000609426,65.5651160805,100,1.30918,0.993308030228,64.5208,65.5651160805,47.4195192404,65.5651160805,50000,1,6.33521e-09,1.11665e-07,nan,5.52486e-05,100,47.4195192404,3.55726,nan,14.441
107.637,0.7,1.32754e-26,500.0,14607.8,0.00094956,67.6735476529,100,2.15778,0.844310798802,70.5594,67.6735476529,152.276758253,67.6735476529,50000,1,1.31517e-08,5.18481e-22,nan,5.52486e-05,100,152.276758253,20.0611,nan,37.0858
301.547,0.7,3.23635e-14,500.0,14279.6,0.00262414,62.5739555402,100,2.20865,0.633064437883,66.0253,62.5739555402,191.561778861,62.5739555402,50000,1,1.8612e-08,1.29378e-09,nan,5.52486e-05,100,191.561778861,29.7443,nan,104.904
75.7927,0.7,2.20369e-17,500.0,14095.9,0.00104982,63.7454414982,100,2.47419,1.68704815013,68.8219,63.7454414982,171.501738279,63.7454414982,50000,1,1.35242e-08,9.86874e-13,nan,5.52486e-05,100,171.501738279,27.1228,nan,47.0141
144.39,0.7,3.53235e-13,500.0,14055.7,0.000777713,65.5563414974,100,1.7078,0.797546242314,67.759,65.5563414974,138.344958694,65.5563414974,50000,1,1.07043e-08,1.09189e-08,nan,5.52486e-05,100,138.344958694,10.228,nan,24.0401
87.1952,0.7,2.04218e-22,500.0,14163.9,0.000920931,67.4956363281,100,1.83196,1.74326085381,69.3965,67.4956363281,98.0508953845,67.4956363281,50000,1,1.03415e-08,6.77157e-18,nan,5.52486e-05,100,98.0508953845,11.3704,nan,30.5367
124.263,0.7,3.6796e-12,500.0,13217.3,0.000590555,65.8810336638,100,1.4152,0.784561839062,64.6001,65.8810336638,36.7409344147,65.8810336638,50000,1,6.9003e-09,9.42536e-08,nan,5.52486e-05,100,36.7409344147,4.52754,nan,15.1272
107.502,0.7,2.97516e-12,500.0,13627.9,0.0010065,62.496183037,100,1.90395,1.54144363399,66.1623,62.496183037,154.048821426,62.496183037,50000,1,1.10431e-08,1.02528e-07,nan,5.52486e-05,100,154.048821426,13.1147,nan,34.6854
137.38,0.7,5.69587e-18,500.0,14005.0,0.000868974,65.8412404994,100,1.74683,0.903634142879,67.5758,65.8412404994,143.451716759,65.8412404994,50000,1,1.08864e-08,1.8009e-13,nan,5.52486e-05,100,143.451716759,10.8828,nan,27.4748
130.346,0.7,5.81622e-16,500.0,14585.9,0.000820508,67.7436172703,100,2.00166,0.64492124298,70.2193,67.7436172703,112.619701108,67.7436172703,50000,1,1.19141e-08,2.10722e-11,nan,5.52486e-05,100,112.619701108,15.6386,nan,29.727
163.12,0.7,9.95135e-26,500.0,14556.9,0.000827148,67.7815557136,100,1.82857,0.703803920957,70.1335,67.7815557136,120.181878292,67.7815557136,50000,1,1.04404e-08,3.29362e-21,nan,5.52486e-05,100,120.181878292,11.4367,nan,27.3763
123.422,0.7,4.69144e-15,500.0,14009.1,0.000899483,67.6424097111,100,1.67801,1.3012972116,68.3672,67.6424097111,75.1456686402,67.6424097111,50000,1,9.33222e-09,1.42488e-10,nan,5.52486e-05,100,75.1456686402,8.60859,nan,27.3191
105.915,0.7,1.07704e-14,500.0,14705.8,0.00180033,67.138402523,100,2.56497,2.55413698463,70.3978,67.138402523,121.853957604,67.138402523,50000,1,1.64702e-08,5.00027e-10,nan,5.52486e-05,100,121.853957604,35.4993,nan,83.5819
152.661,0.7,,500.0,14436.4,0.0567936,12.8912789845,100,206.432,3.35967999376,64.8607,12.8912789845,983.245089328,12.8912789845,50000,1,1.01438e-06,,nan,5.52486e-05,100,983.245089328,1.41616e+07,nan,212205.0
228.403,0.7,,500.0,13945.1,0.0366193,16.671690727,100,51.1041,2.22233458208,62.2262,16.671690727,1022.38577469,16.671690727,50000,1,8.30394e-07,,nan,5.52486e-05,100,1022.38577469,710481.0,nan,33872.2
143.896,0.7,8.35194e-12,500.0,14391.2,0.000673218,70.3570219384,100,1.47544,0.779633347438,70.3649,70.3570219384,79.2667101385,70.3570219384,50000,1,8.02151e-09,2.23043e-07,nan,5.52486e-05,100,79.2667101385,5.72081,nan,17.9786
