VarJ,delta,MinNormIw,AvgEpLen,J,MaxNormIw,VanillaAvgRet,BatchSize,AvgVanillaIw,ESSClassic,Bound,AvgRet,VarDiscRet,AvgDiscRet,SamplesThisIter,IterType,VarNormIw,MinVanillaIw,ESSRenyi,AvgNormIw,EpsThisIter,VarRet,VarVanillaIw,renyi2,MaxVanillaIw
44.0493,0.7,8.32944e-34,500.0,556.276,0.00797512,-6.25985969557,100,13.0104,0.908463035035,-0.550799,-6.25985969557,31.0392171081,-6.25985969557,50000,1,7.51269e-08,1.96149e-28,nan,5.52486e-05,100,31.0392171081,4166.14,nan,1878.05
41.4821,0.7,,500.0,687.066,0.0273468,-4.21372599786,100,23.5949,1.55903531709,1.2618,-4.21372599786,26.6750020606,-4.21372599786,50000,1,4.27529e-07,,nan,5.52486e-05,100,26.6750020606,77975.3,nan,11678.9
69.506,0.7,,500.0,765.107,0.209271,-5.65846616945,100,162.65,4.36030673525,-0.387646,-5.65846616945,35.0831659441,-5.65846616945,50000,1,9.69755e-06,,nan,5.52486e-05,100,35.0831659441,8.40482e+07,nan,616089.0
22.5138,0.7,,500.0,2838.63,0.11806,-3.96207206151,100,9.20645e+16,2.32202404011,11.2454,-3.96207206151,46.3658900133,-3.96207206151,50000,1,5.3034e-06,,nan,5.52486e-05,100,46.3658900133,inf,nan,1.96731e+20
37.4392,0.7,,500.0,1412.37,0.23918,-2.52140761811,100,576.579,4.00161868246,5.4575,-2.52140761811,33.4190362914,-2.52140761811,50000,1,1.26403e-05,,nan,5.52486e-05,100,33.4190362914,1.37667e+09,nan,2.4961e+06
nan,0.7,,500.0,nan,0.222482,-4.84463734415,100,2.98898e+19,3.96861649205,nan,-4.84463734415,30.2014278062,-4.84463734415,50000,1,1.10229e-05,,nan,5.52486e-05,100,30.2014278062,inf,nan,1.20364e+23
20.7876,0.7,,500.0,1118.05,0.232882,-5.55009118014,100,1.40023e+19,3.99295154053,-0.0805311,-5.55009118014,28.9994410634,-5.55009118014,50000,1,1.20042e-05,,nan,5.52486e-05,100,28.9994410634,inf,nan,5.9022e+22
40.5815,0.7,,500.0,992.052,0.234555,-3.99922031741,100,593.955,3.99824534933,2.54341,-3.99922031741,34.0819260941,-3.99922031741,50000,1,1.21616e-05,,nan,5.52486e-05,100,34.0819260941,1.40557e+09,nan,2.5216e+06
20.392,0.7,,500.0,2707.59,0.117916,-3.72998354651,100,2.65791e+17,2.81525785539,10.3481,-3.72998354651,44.109232926,-3.72998354651,50000,1,4.36302e-06,,nan,5.52486e-05,100,44.109232926,inf,nan,5.67271e+20
49.4627,0.7,1.98226e-33,500.0,989.497,0.0325567,-4.77188974462,100,7.76399,3.72564846428,1.68197,-4.77188974462,55.0044239821,-4.77188974462,50000,1,2.64056e-07,2.78564e-28,nan,5.52486e-05,100,55.0044239821,5214.62,nan,4575.13
33.4625,0.7,,500.0,1886.83,0.147801,-6.45576592994,100,1.9168e+16,2.81460868312,3.9841,-6.45576592994,54.2614067033,-6.45576592994,50000,1,6.85817e-06,,nan,5.52486e-05,100,54.2614067033,inf,nan,5.12782e+19
20.6157,0.7,3.50325e-44,500.0,990.008,0.0524614,-2.76822935253,100,19.8767,3.08933704524,3.42265,-2.76822935253,31.0472875659,-2.76822935253,50000,1,8.01916e-07,1.28441e-38,nan,5.52486e-05,100,31.0472875659,103794.0,nan,18873.9
26.0106,0.7,,500.0,2131.49,0.163728,-1.39537192833,100,5.75477e+06,3.22535089887,8.48953,-1.39537192833,35.1103552834,-1.39537192833,50000,1,7.34437e-06,,nan,5.52486e-05,100,35.1103552834,7.96832e+16,nan,1.70541e+10
69.0933,0.7,2.03478e-22,500.0,1365.21,0.00173156,-4.01783643568,100,4.72392,0.742704522863,2.06267,-4.01783643568,89.8735689382,-4.01783643568,50000,1,3.00898e-08,1.73979e-17,nan,5.52486e-05,100,89.8735689382,219.98,nan,148.054
28.0704,0.7,,500.0,2524.9,0.249994,-3.40774138558,100,1.55783e+09,4.0,10.0878,-3.40774138558,70.8832084575,-3.40774138558,50000,1,1.38092e-05,,nan,5.52486e-05,100,70.8832084575,1.09791e+22,nan,7.04901e+12
35.7725,0.7,,500.0,2856.18,0.10391,-4.42780533294,100,2773.0,7.3332054449,9.81249,-4.42780533294,96.2600689463,-4.42780533294,50000,1,4.0654e-06,,nan,5.52486e-05,100,96.2600689463,1.02414e+10,nan,5.21535e+06
27.45,0.7,,500.0,1800.9,0.21749,-4.45501761875,100,1733.62,3.98942046851,6.26229,-4.45501761875,43.8235430659,-4.45501761875,50000,1,1.0479e-05,,nan,5.52486e-05,100,43.8235430659,1.03177e+10,nan,6.82451e+06
nan,0.7,,500.0,nan,0.248151,-3.76111369245,100,1.03855e+17,3.9998907836,nan,-3.76111369245,123.163520563,-3.76111369245,50000,1,1.36067e-05,,nan,5.52486e-05,100,123.163520563,inf,nan,4.66468e+20
20.2822,0.7,,500.0,3278.22,0.248985,-4.23246461124,100,2.84943e+18,3.99998456869,10.1157,-4.23246461124,69.3981276856,-4.23246461124,50000,1,1.36979e-05,,nan,5.52486e-05,100,69.3981276856,inf,nan,1.28413e+22
nan,0.7,,500.0,nan,0.241303,-1.06729554248,100,1.91319e+19,3.99664156238,nan,-1.06729554248,81.5858792571,-1.06729554248,50000,1,1.28764e-05,,nan,5.52486e-05,100,81.5858792571,inf,nan,8.35602e+22
nan,0.7,,500.0,nan,0.132839,-0.492111013781,100,9.11205e+18,2.5955155402,nan,-0.492111013781,101.318183262,-0.492111013781,50000,1,6.00718e-06,,nan,5.52486e-05,100,101.318183262,inf,nan,2.19088e+22
30.8535,0.7,,500.0,5854.78,0.249511,3.02765724571,100,5.10855e+12,3.99998436235,24.7612,3.02765724571,135.751319316,3.02765724571,50000,1,1.3756e-05,,nan,5.52486e-05,100,135.751319316,1.1761e+29,nan,2.3071e+16
30.212,0.7,,500.0,3022.29,0.248455,-2.35031485185,100,1.19376e+14,3.99984895468,11.5085,-2.35031485185,59.2806457296,-2.35031485185,50000,1,1.36402e-05,,nan,5.52486e-05,100,59.2806457296,6.36809e+31,nan,5.36837e+17
74.5208,0.7,,500.0,5882.72,0.249911,1.00587390127,100,3.37255e+11,4.00000492693,23.6059,1.00587390127,164.837578256,1.00587390127,50000,1,1.38e-05,,nan,5.52486e-05,100,164.837578256,5.14225e+26,nan,1.52553e+15
53.3695,0.7,,500.0,5757.12,0.108809,7.30669335405,100,90.761,3.98761784786,26.0176,7.30669335405,155.97958562,7.30669335405,50000,1,2.83244e-06,,nan,5.52486e-05,100,155.97958562,7.64392e+06,nan,178749.0
15.155,0.7,,500.0,7493.94,0.23011,8.39461327364,100,97889.3,3.98407704268,31.7871,8.39461327364,157.01642434,8.39461327364,50000,1,1.17462e-05,,nan,5.52486e-05,100,157.01642434,3.68743e+13,nan,4.07708e+08
136.503,0.7,,500.0,7604.04,0.241796,9.57584699957,100,11487.3,3.99977977856,30.8207,9.57584699957,247.310991215,9.57584699957,50000,1,1.29206e-05,,nan,5.52486e-05,100,247.310991215,5.58573e+11,nan,5.02745e+07
91.3857,0.7,,500.0,8249.82,0.249165,17.3738079878,100,1.79493e+07,3.9999894753,31.6804,17.3738079878,156.293964264,17.3738079878,50000,1,1.37178e-05,,nan,5.52486e-05,100,156.293964264,1.44789e+18,nan,8.09493e+10
38.0242,0.7,,500.0,8590.47,0.238978,11.4275120108,100,2.4751e+19,3.99604739701,32.5011,11.4275120108,278.487705128,11.4275120108,50000,1,1.26313e-05,,nan,5.52486e-05,100,278.487705128,inf,nan,1.07061e+23
104.705,0.7,,500.0,7987.49,0.249731,13.8397748674,100,1.15286e+16,3.99999527371,31.6815,13.8397748674,240.935664351,13.8397748674,50000,1,1.37802e-05,,nan,5.52486e-05,100,240.935664351,inf,nan,5.21107e+19
85.1883,0.7,,500.0,8305.33,0.0152719,12.548938377,100,45.3359,0.908907484883,36.6588,12.548938377,304.205392954,12.548938377,50000,1,2.62206e-07,,nan,5.52486e-05,100,304.205392954,176557.0,nan,12531.8
103.878,0.7,8.52358e-35,500.0,8043.45,0.0183806,14.26990742,100,15.8375,2.41659230994,36.561,14.26990742,326.983694799,14.26990742,50000,1,1.64152e-07,2.44336e-29,nan,5.52486e-05,100,326.983694799,13488.9,nan,5268.98
145.996,0.7,,500.0,8249.53,0.200856,19.7475172207,100,130.874,3.98349933628,36.0831,19.7475172207,278.690597027,19.7475172207,50000,1,8.9503e-06,,nan,5.52486e-05,100,278.690597027,5.02228e+07,nan,475791.0
122.053,0.7,,500.0,6466.21,0.0224579,15.0743428796,100,7.12658,3.29863408943,29.488,15.0743428796,266.363043085,15.0743428796,50000,1,1.39744e-07,,nan,5.52486e-05,100,266.363043085,2325.16,nan,2896.87
166.521,0.7,,500.0,8770.56,0.244346,23.0220798564,100,6483.54,3.99846374854,38.078,23.0220798564,300.074429306,23.0220798564,50000,1,1.31973e-05,,nan,5.52486e-05,100,300.074429306,1.81746e+11,nan,2.86745e+07
137.359,0.7,,500.0,8879.14,0.150098,21.1894048306,100,1645.0,7.4863279456,36.941,21.1894048306,197.98479879,21.1894048306,50000,1,6.60326e-06,,nan,5.52486e-05,100,197.98479879,5.85393e+09,nan,4.4691e+06
129.098,0.7,,500.0,9906.3,0.0166051,20.7957566897,100,62.7138,2.33850731992,42.3974,20.7957566897,308.864712058,20.7957566897,50000,1,2.65414e-07,,nan,5.52486e-05,100,308.864712058,341985.0,nan,18848.8
81.4967,0.7,2.00657e-20,500.0,8815.65,0.00157437,27.2645933003,100,4.25697,0.882837850368,42.1438,27.2645933003,421.224346609,27.2645933003,50000,1,1.96939e-08,1.54609e-15,nan,5.52486e-05,100,421.224346609,116.921,nan,121.307
98.6525,0.7,2.74764e-23,500.0,9370.48,0.00588244,28.3498635788,100,9.47144,2.13800398983,43.1017,28.3498635788,234.853357787,28.3498635788,50000,1,4.44199e-08,4.71036e-18,nan,5.52486e-05,100,234.853357787,1305.47,nan,1008.44
112.604,0.7,,500.0,11965.1,0.0829383,32.3821701057,100,35.7191,4.08087118756,51.8943,32.3821701057,305.784853733,32.3821701057,50000,1,1.60706e-06,,nan,5.52486e-05,100,305.784853733,671722.0,nan,53620.9
138.803,0.7,4.21331e-28,500.0,9571.7,0.0151153,29.1788138574,100,10.8339,5.13375471433,42.3411,29.1788138574,215.045333271,29.1788138574,50000,1,1.23302e-07,8.26204e-23,nan,5.52486e-05,100,215.045333271,4741.32,nan,2964.02
125.691,0.7,4.94146e-22,500.0,10674.4,0.00704202,36.5882960399,100,5.59256,3.17101319783,49.3653,36.5882960399,291.981851025,36.5882960399,50000,1,4.26149e-08,5.00201e-17,nan,5.52486e-05,100,291.981851025,436.657,nan,712.831
84.6597,0.7,,500.0,9442.82,0.00195099,29.9027768088,100,7.20166,0.691606782871,43.3999,29.9027768088,282.061354593,29.9027768088,50000,1,3.90148e-08,,,5.52486e-05,100,282.061354593,662.905,inf,254.311
211.118,0.7,4.88223e-30,500.0,9967.93,0.00972116,28.4635289505,100,8.64338,1.2583455148,44.2964,28.4635289505,326.812562962,28.4635289505,50000,1,7.03262e-08,7.63801e-25,,5.52486e-05,100,326.812562962,1721.24,inf,1520.83
230.62,0.7,5.37436e-33,500.0,10652.3,0.0675249,32.6470704542,100,14.2884,3.63052654816,46.6294,32.6470704542,293.787949091,32.6470704542,50000,1,1.11032e-06,1.38992e-27,nan,5.52486e-05,100,293.787949091,74262.7,nan,17463.3
168.473,0.7,2.57716e-21,500.0,9785.33,0.00345143,35.9135084228,100,4.59154,0.976282003004,44.3949,35.9135084228,173.300080551,35.9135084228,50000,1,3.20994e-08,2.1418e-16,nan,5.52486e-05,100,173.300080551,221.702,nan,286.838
104.108,0.7,1.25348e-18,500.0,9803.85,0.00114503,36.7913876577,100,3.17402,0.812449063195,47.2231,36.7913876577,260.533440746,36.7913876577,50000,1,1.47597e-08,7.2012e-14,nan,5.52486e-05,100,260.533440746,48.714,nan,65.7816
119.246,0.7,1.02278e-29,500.0,9852.12,0.137201,31.1155067101,100,18.456,3.9945339172,44.42,31.1155067101,261.954710856,31.1155067101,50000,1,4.16896e-06,3.41662e-24,nan,5.52486e-05,100,261.954710856,465223.0,nan,45832.4
139.735,0.7,2.09751e-25,500.0,10687.6,0.00226694,39.1136754693,100,5.55522,0.923157643996,48.8086,39.1136754693,188.767190373,39.1136754693,50000,1,3.23583e-08,2.10904e-20,nan,5.52486e-05,100,188.767190373,327.149,nan,227.94
110.593,0.7,1.34787e-32,500.0,10587.1,0.00145808,41.4865774853,100,3.43364,1.26607828582,50.3552,41.4865774853,200.656701414,41.4865774853,50000,1,1.8246e-08,8.37687e-28,nan,5.52486e-05,100,200.656701414,70.4749,nan,90.618
123.686,0.7,5.73247e-15,500.0,10350.9,0.00124834,38.402833374,100,3.02914,0.626692425685,48.8083,38.402833374,355.30495968,38.402833374,50000,1,1.96664e-08,3.14297e-10,nan,5.52486e-05,100,355.30495968,59.1181,nan,68.443
300.719,0.7,8.57611e-37,500.0,13122.6,0.0222704,44.3858018221,100,8.17206,2.62806996602,56.8842,44.3858018221,262.377747392,44.3858018221,50000,1,1.70322e-07,1.26853e-31,nan,5.52486e-05,100,262.377747392,3726.41,nan,3294.11
93.5063,0.7,5.66039e-28,500.0,10822.5,0.00290205,42.3724974671,100,4.40651,0.946926179203,50.6803,42.3724974671,146.821232269,42.3724974671,50000,1,2.7014e-08,4.5146e-23,nan,5.52486e-05,100,146.821232269,171.844,nan,231.461
113.742,0.7,4.44061e-22,500.0,11310.6,0.00164327,43.2578457303,100,3.98613,0.674307897234,53.0123,43.2578457303,189.758950529,43.2578457303,50000,1,2.38339e-08,3.20386e-17,nan,5.52486e-05,100,189.758950529,124.067,nan,118.56
131.02,0.7,1.77861e-20,500.0,11522.7,0.00160992,41.5496466785,100,3.87322,1.04419666636,54.1596,41.5496466785,322.254013063,41.5496466785,50000,1,2.21899e-08,1.2469e-15,nan,5.52486e-05,100,322.254013063,109.058,nan,112.864
178.799,0.7,1.2244e-18,500.0,12357.1,0.00860681,48.4886513023,100,3.26617,4.72625944282,57.5832,48.4886513023,247.870876171,48.4886513023,50000,1,4.21673e-08,7.23838e-14,nan,5.52486e-05,100,247.870876171,147.37,nan,508.814
84.5854,0.7,7.52876e-18,500.0,11362.8,0.000960616,47.6388310821,100,2.67607,0.945329891117,54.6872,47.6388310821,223.581885384,47.6388310821,50000,1,1.56275e-08,3.64669e-13,nan,5.52486e-05,100,223.581885384,36.664,nan,46.5292
116.826,0.7,3.07876e-18,500.0,10788.0,0.00109457,42.4319237851,100,2.70056,0.959760657893,51.628,42.4319237851,281.619398473,42.4319237851,50000,1,1.50518e-08,1.50491e-13,nan,5.52486e-05,100,281.619398473,35.9629,nan,53.5029
55.5509,0.7,1.10254e-25,500.0,10761.2,0.000718938,49.7933561686,100,2.27588,1.01660303117,52.7033,49.7933561686,84.6818647411,49.7933561686,50000,1,1.15001e-08,4.54174e-21,nan,5.52486e-05,100,84.6818647411,19.5145,nan,29.6155
90.0192,0.7,3.04912e-19,500.0,11139.5,0.00172235,40.5463199169,100,3.39986,2.32685397999,53.437,40.5463199169,452.946093206,40.5463199169,50000,1,1.95514e-08,1.87635e-14,nan,5.52486e-05,100,452.946093206,74.0384,nan,105.989
140.402,0.7,2.55958e-18,500.0,11552.1,0.000897657,50.7368550946,100,2.04929,0.617506186661,55.1933,50.7368550946,161.076944134,50.7368550946,50000,1,1.24685e-08,9.49404e-14,nan,5.52486e-05,100,161.076944134,17.1546,nan,33.2961
83.5385,0.7,1.09714e-18,500.0,12197.3,0.00121163,51.4703762001,100,3.09003,0.901407618964,58.3825,51.4703762001,226.150479303,51.4703762001,50000,1,1.79753e-08,6.13625e-14,nan,5.52486e-05,100,226.150479303,56.2287,nan,67.7657
68.7981,0.7,8.67314e-21,500.0,11393.5,0.00119783,51.4481281701,100,2.03393,2.64492922798,55.7605,51.4481281701,219.141664078,51.4481281701,50000,1,1.13931e-08,3.19294e-16,nan,5.52486e-05,100,219.141664078,15.4409,nan,44.097
204.136,0.7,2.27853e-18,500.0,12269.5,0.00602109,50.6002773905,100,2.35559,1.57445637473,57.6455,50.6002773905,207.37731334,50.6002773905,50000,1,2.35895e-08,9.71477e-14,nan,5.52486e-05,100,207.37731334,42.8818,nan,256.716
95.8459,0.7,2.20645e-12,500.0,11832.6,0.000962077,56.9058392808,100,1.50261,2.72035820807,58.4901,56.9058392808,109.765665145,56.9058392808,50000,1,6.91777e-09,6.00096e-08,nan,5.52486e-05,100,109.765665145,5.11703,nan,26.1659
136.683,0.7,5.41206e-16,500.0,11847.9,0.000747857,53.6741210023,100,1.57822,0.801081798766,57.4036,53.6741210023,247.780588856,53.6741210023,50000,1,9.03017e-09,1.546e-11,nan,5.52486e-05,100,247.780588856,7.3687,nan,21.3632
58.1304,0.7,7.41333e-18,500.0,11775.0,0.0015682,52.0150462756,100,2.89112,3.14733509576,57.3077,52.0150462756,174.264025007,52.0150462756,50000,1,1.68553e-08,3.87934e-13,nan,5.52486e-05,100,174.264025007,46.1556,nan,82.0629
96.7825,0.7,1.70328e-12,500.0,11527.1,0.00066183,56.5226897928,100,1.4629,1.23786556504,56.8301,56.5226897928,66.7946554795,56.5226897928,50000,1,6.44306e-09,4.51004e-08,nan,5.52486e-05,100,66.7946554795,4.5173,nan,17.5243
82.1842,0.7,1.19029e-15,500.0,11660.7,0.000799714,52.7767717082,100,1.7701,1.4036849085,57.2724,52.7767717082,286.934968292,52.7767717082,50000,1,9.08283e-09,3.81355e-11,nan,5.52486e-05,100,286.934968292,9.32344,nan,25.622
157.809,0.7,3.82522e-14,500.0,12227.6,0.000790827,57.8883030313,100,1.41321,0.909290321064,59.2513,57.8883030313,136.128701362,57.8883030313,50000,1,8.13648e-09,9.7846e-10,nan,5.52486e-05,100,136.128701362,5.32365,nan,20.2287
