AvgDiscRet,VarRet,J,MinVanillaIw,Delta,MaxNormIw,AvgRet,ESSClassic,EpsThisIter,VarDiscRet,VarNormIw,AvgVanillaIw,IterType,VarJ,Bound,AvgNormIw,BatchSize,VarVanillaIw,AvgEpLen,ESSRenyi,MaxVanillaIw,VanillaAvgRet,eRenyi2,MinNormIw
-107.362561112,8.4045766719,-107.086,0.402312,0.8,0.0140182,-107.362561112,95.8913234431,100,8.4045766719,4.32802e-06,1.02928,1,2.49928,-113.209,0.01,100,0.0458513,17.35,95.7638088584,1.44285,-107.362561112,1.04424,0.00390869
-106.62807692,3.63695646361,-106.496,0.391906,0.8,0.0127162,-106.62807692,97.2512609472,100,3.63695646361,2.85497e-06,0.998235,1,1.78229,-112.234,0.01,100,0.028449,16.23,97.8037719113,1.26938,-106.62807692,1.02246,0.00392599
-107.207987222,6.26096861485,-106.996,0.373735,0.8,0.0132006,-107.207987222,96.1288870691,100,6.26096861485,4.06769e-06,0.984168,1,2.20959,-112.882,0.01,100,0.0393991,16.18,96.4508698461,1.29916,-107.207987222,1.0368,0.00379747
-106.65294784,4.99228632374,-106.517,0.677348,0.8,0.032089,-106.65294784,93.3352304178,100,4.99228632374,7.2128e-06,1.03171,1,2.36498,-112.383,0.01,100,0.0767744,17.09,97.2683015632,3.31065,-106.65294784,1.02808,0.00656531
-106.662274562,5.80115405313,-106.543,0.495173,0.8,0.0130786,-106.662274562,97.3977575685,100,5.80115405313,2.69878e-06,0.99197,1,2.11196,-112.325,0.01,100,0.0265561,16.38,98.0609811396,1.29735,-106.662274562,1.01977,0.00499182
-106.908178977,5.20965729844,-106.724,0.412193,0.8,0.0161554,-106.908178977,95.8071391321,100,5.20965729844,4.42057e-06,1.02914,1,2.09424,-112.595,0.01,100,0.0468193,15.84,97.1883686421,1.66261,-106.908178977,1.02893,0.00400523
-107.099383241,4.63174737444,-106.958,0.587611,0.8,0.0146629,-107.099383241,97.4691663386,100,4.63174737444,2.62277e-06,1.01255,1,2.14297,-112.71,0.01,100,0.02689,16.7,97.4904989099,1.48469,-107.099383241,1.02574,0.00580328
-107.210841113,4.87319883649,-107.133,0.64365,0.8,0.013324,-107.210841113,98.7631007971,100,4.87319883649,1.26507e-06,1.01745,1,2.13776,-112.937,0.01,100,0.013096,17.9,98.6666616482,1.35565,-107.210841113,1.01351,0.00632611
-106.691943978,5.0648810064,-106.495,0.273352,0.8,0.0150294,-106.691943978,94.8872136395,100,5.0648810064,5.44267e-06,0.969758,1,2.08156,-112.332,0.01,100,0.0511845,16.35,96.7740067338,1.45749,-106.691943978,1.03334,0.00281877
-107.061247229,6.59334479036,-106.931,0.647553,0.8,0.0219417,-107.061247229,96.9839994136,100,6.59334479036,3.14121e-06,0.968766,1,2.51007,-112.722,0.01,100,0.0294805,17.22,97.5587426673,2.12564,-107.061247229,1.02502,0.0066843
-106.739678787,5.11194894088,-106.55,0.27619,0.8,0.0134016,-106.739678787,96.3073521239,100,5.11194894088,3.87295e-06,0.975982,1,1.96669,-112.488,0.01,100,0.0368914,16.59,97.3030857272,1.30798,-106.739678787,1.02772,0.00282987
-106.517435629,4.91907205023,-106.425,0.633363,0.8,0.0126962,-106.517435629,98.0195817413,100,4.91907205023,2.04083e-06,0.993519,1,2.09128,-112.158,0.01,100,0.0201447,15.72,98.3822061678,1.26139,-106.517435629,1.01644,0.00637495
-106.657770221,5.63747282947,-106.527,0.418065,0.8,0.0124076,-106.657770221,97.24247064,100,5.63747282947,2.8644e-06,0.987465,1,2.22288,-112.305,0.01,100,0.0279305,15.33,98.0830870034,1.22521,-106.657770221,1.01954,0.00423372
-106.766103057,4.42743501598,-106.706,0.635078,0.8,0.0112115,-106.766103057,99.0613374772,100,4.42743501598,9.57161e-07,1.00938,1,2.05237,-112.385,0.01,100,0.00975193,15.56,98.9608448766,1.13166,-106.766103057,1.0105,0.00629179
-107.193955237,5.20770171335,-107.106,0.567513,0.8,0.0170195,-107.193955237,97.6350239533,100,5.20770171335,2.44673e-06,1.00888,1,2.24711,-112.83,0.01,100,0.0249038,15.66,98.5312646713,1.71707,-107.193955237,1.01491,0.00562517
-106.754684201,7.014367364,-106.65,0.553883,0.8,0.0131808,-106.754684201,98.1658966496,100,7.014367364,1.88724e-06,1.00343,1,2.5821,-112.414,0.01,100,0.0190023,16.34,98.1111349705,1.3226,-106.754684201,1.01925,0.00551987
-106.92406312,5.42967308953,-106.856,0.648863,0.8,0.0118349,-106.92406312,99.0042643131,100,5.42967308953,1.01593e-06,1.0033,1,2.27372,-112.614,0.01,100,0.0102264,18.15,98.809798093,1.1874,-106.92406312,1.01205,0.00646728
-106.89509108,4.808610778,-106.782,0.616893,0.8,0.0131964,-106.89509108,98.0906106753,100,4.808610778,1.9662e-06,1.01916,1,2.14558,-112.536,0.01,100,0.0204225,16.02,97.9883817191,1.34492,-106.89509108,1.02053,0.00605298
-106.705498262,4.31620375818,-106.652,0.770498,0.8,0.01222,-106.705498262,99.2189781932,100,4.31620375818,7.95176e-07,0.994788,1,1.97133,-112.376,0.01,100,0.00786909,15.94,99.0721926236,1.21563,-106.705498262,1.00936,0.00774535
-106.634008757,4.764507263,-106.483,0.361487,0.8,0.014392,-106.634008757,96.7252425556,100,4.764507263,3.41986e-06,0.989153,1,1.9805,-112.298,0.01,100,0.0334607,17.22,97.7744862287,1.42359,-106.634008757,1.02276,0.00365451
-106.387122264,10.4007601588,-101.549,0.0363532,0.8,0.209876,-106.387122264,17.4340973676,100,10.4007601588,0.000478372,1.25389,1,37.5923,-110.323,0.01,100,7.52117,16.28,42.4905046582,26.3162,-106.387122264,2.35347,0.000289923
-106.81239865,4.84379814313,-106.754,0.838186,0.8,0.0162269,-106.81239865,98.714058515,100,4.84379814313,1.31589e-06,1.01502,1,2.30686,-112.36,0.01,100,0.0135572,17.13,98.92021109,1.64707,-106.81239865,1.01092,0.0082578
-106.809824854,4.23265699741,-106.68,0.44547,0.8,0.0151102,-106.809824854,96.9185904782,100,4.23265699741,3.21152e-06,1.00242,1,1.94722,-112.401,0.01,100,0.0322709,17.89,97.7633761676,1.51468,-106.809824854,1.02288,0.00444394
-106.786434183,5.08497148528,-106.744,0.693764,0.8,0.0124469,-106.786434183,99.3946937984,100,5.08497148528,6.15133e-07,0.994935,1,2.25559,-112.577,0.01,100,0.00608918,18.71,99.3009191653,1.23839,-106.786434183,1.00704,0.00697296
-106.413430895,10.4301586589,-106.221,0.767194,0.8,0.0183888,-106.413430895,96.5112058895,100,10.4301586589,3.65142e-06,1.04646,1,3.19193,-112.602,0.01,100,0.0399862,18.66,96.9723200391,1.92432,-106.413430895,1.03122,0.0073313
-106.393055199,4.13527904728,-106.308,0.64402,0.8,0.0142474,-106.393055199,98.2014096914,100,4.13527904728,1.85005e-06,1.03361,1,2.0008,-112.113,0.01,100,0.0197649,19.16,98.533359488,1.47262,-106.393055199,1.01488,0.0062308
-106.72372211,4.17797471887,-106.707,0.927163,0.8,0.0120709,-106.72372211,99.7108540996,100,4.17797471887,2.92923e-07,0.999452,1,1.99403,-112.424,0.01,100,0.00292602,18.87,99.7181988214,1.20643,-106.72372211,1.00283,0.00927671
-107.175093994,4.54306586425,-107.111,0.749316,0.8,0.0163687,-107.175093994,98.8307032701,100,4.54306586425,1.19511e-06,1.00295,1,2.16887,-112.737,0.01,100,0.0120216,17.45,98.8221600996,1.6417,-107.175093994,1.01192,0.00747114
-106.177027649,8.6550025263,-106.056,0.586976,0.8,0.0187769,-106.177027649,97.3691870357,100,8.6550025263,2.7292e-06,0.975244,1,3.60164,-111.689,0.01,100,0.0259574,17.2,97.8061209975,1.8312,-106.177027649,1.02243,0.00601877
-106.753472342,4.06358015413,-106.719,0.710131,0.8,0.0126241,-106.753472342,99.4595349647,100,4.06358015413,5.48913e-07,1.00366,1,1.98466,-112.395,0.01,100,0.00552936,18.52,99.422589574,1.26703,-106.753472342,1.00581,0.00707543
-106.284362944,8.45206353652,-106.03,0.578147,0.8,0.0208551,-106.284362944,95.4980299686,100,8.45206353652,4.76184e-06,0.991422,1,3.94848,-111.96,0.01,100,0.046805,22.53,95.4161374211,2.06762,-106.284362944,1.04804,0.00583149
-106.206069843,11.6098948069,-105.733,0.230582,0.8,0.0282768,-106.206069843,90.1954162525,100,11.6098948069,1.09802e-05,0.976322,1,5.7544,-111.656,0.01,100,0.104664,18.26,90.9305615325,2.76073,-106.206069843,1.09974,0.00236174
-106.784488036,6.40174085995,-106.671,0.606548,0.8,0.0154591,-106.784488036,97.4645959017,100,6.40174085995,2.62762e-06,1.02352,1,2.57665,-112.539,0.01,100,0.0275266,19.51,98.0768257213,1.58227,-106.784488036,1.01961,0.00592612
-106.660659009,6.10048211792,-106.611,0.847432,0.8,0.0131558,-106.660659009,99.1489036035,100,6.10048211792,8.67081e-07,1.02898,1,2.4678,-112.297,0.01,100,0.00918062,24.68,99.1367643103,1.35371,-106.660659009,1.00871,0.00823567
-105.884789611,17.6148599156,-104.821,0.397334,0.8,0.0548191,-105.884789611,73.8223221425,100,17.6148599156,3.58186e-05,1.07151,1,8.03295,-111.325,0.01,100,0.411245,19.17,84.1568968942,5.87392,-105.884789611,1.18826,0.00370816
-106.568370517,11.4005911285,-106.351,0.310747,0.8,0.019459,-106.568370517,96.9986440815,100,11.4005911285,3.1255e-06,1.01564,1,2.69067,-112.824,0.01,100,0.0322401,24.1,97.5333115833,1.97633,-106.568370517,1.02529,0.00305963
-107.697048213,881.506008972,-105.573,0.205615,0.8,0.0134958,-107.697048213,93.5198074341,100,881.506008972,6.99922e-06,0.960245,1,8.25796,-125.853,0.01,100,0.0645378,28.72,95.180341079,1.29593,-107.697048213,1.05064,0.00214128
-105.232895136,35.2109261011,-102.827,0.0140299,0.8,0.0376584,-105.232895136,61.1232315051,100,35.2109261011,6.42464e-05,1.08286,1,12.8275,-110.125,0.01,100,0.753338,24.87,66.4917197731,4.07787,-105.232895136,1.50395,0.000129564
-105.671194865,25.545197159,-104.809,0.053493,0.8,0.0180376,-105.671194865,81.2182995689,100,25.545197159,2.33586e-05,0.944873,1,7.21143,-111.243,0.01,100,0.208542,27.63,84.7029724065,1.70433,-105.671194865,1.1806,0.00056614
-104.886013771,26.1643541428,-104.625,0.566262,0.8,0.0162412,-104.886013771,94.5235481709,100,26.1643541428,5.85226e-06,0.960145,1,5.78571,-110.604,0.01,100,0.0539507,27.08,95.4628937659,1.55939,-104.886013771,1.04753,0.00589768
-104.166139677,27.9029773489,-102.912,0.0269187,0.8,0.0208701,-104.166139677,75.8906238786,100,27.9029773489,3.20895e-05,0.97447,1,6.6577,-109.571,0.01,100,0.304719,35.13,79.1474807535,2.03373,-104.166139677,1.26346,0.000276239
-102.497024176,81.4276756407,-77.4191,1.47384e-07,0.8,0.451118,-102.497024176,3.78668484673,100,81.4276756407,0.0025665,1.60689,1,144.866,-98.217,0.01,100,66.2694,41.15,7.54641645326,72.4897,-102.497024176,13.2513,9.17203e-10
-102.86346624,81.4276756407,-110.445,0.0137951,0.8,0.854037,-102.497024176,1.35545422096,100,3054.57949963,0.00735111,79445.9,,114.444,-inf,0.01,200,4.63977e+11,41.15,nan,6.78498e+06,-102.497024176,nan,1.73641e-09
-102.43586986,64.2450689139,-100.375,0.0422297,0.8,0.0360291,-102.43586986,102.838527283,100,64.2450689139,2.37386e-05,0.977448,1,29.1747,-105.926,0.005,200,0.907198,42.22,114.660350507,7.0433,-102.43586986,1.74428,0.000216021
-99.9994392607,204.400228163,-99.9994,1.0,0.8,0.01,-99.9994392607,100.0,100,204.400228163,3.50449e-18,1.0,2,14.2252,-105.763,0.01,200,,57.84,200.0,1.0,-99.9994392607,1.0,0.01
-102.724035326,70.4441846711,-21.5628,1.40958e-19,0.8,0.72603,-102.724035326,1.85850019422,100,70.4441846711,0.00267873,2.42594,1,280.481,-55.5582,0.005,200,630.595,50.38,3.19547262536,352.261,-102.724035326,62.5886,2.90522e-22
-78.348928025,1966.59240768,-78.3489,1.0,0.8,0.01,-78.348928025,100.0,100,1966.59240768,3.50449e-18,1.0,2,44.124,-85.1198,0.01,200,,220.19,200.0,1.0,-78.348928025,1.0,0.01
-89.4985101947,70.4441846711,2.46779,0.0028388,0.8,0.999626,-102.724035326,1.00074732084,100,3497.35673428,0.00499625,3.54849e+16,,0.700084,-inf,0.005,300,2.51646e+35,50.38,nan,7.09432e+18,-102.724035326,nan,4.00002e-22
-101.584938367,76.8867111403,-9.99833,2.4165e-25,0.8,0.858585,-101.584938367,1.35330881252,100,76.8867111403,0.00246019,2.15876,1,222.108,-47.0272,0.00333333,300,1031.86,45.32,2.69336081381,556.044,-101.584938367,111.385,3.73131e-28
-83.1374422552,3022.02714276,-83.1374,1.0,0.8,0.01,-83.1374422552,100.0,100,3022.02714276,3.50449e-18,1.0,2,54.6974,-97.5387,0.01,300,,250.49,300.0,1.0,-83.1374422552,1.0,0.01
-84.6522124423,4112.59950287,-83.8948,1.0,0.8,0.005,-84.6522124423,200.000000102,100,4112.59950287,2.1793e-19,1.0,2,59.4324,-96.2616,0.005,300,,235.28,300.0,1.0,-84.6522124423,1.0,0.005
-82.3027921944,76.8867111403,-101.921,0.00179842,0.8,0.999869,-101.584938367,,100,2209.44199807,0.00333246,1.37959e+22,,0.0205045,-inf,0.00333333,400,inf,45.32,7519593299.72,4.13822e+24,-101.584938367,5.31944e-08,4.34531e-28
-98.7924060574,191.776537,-85.5064,0.00222172,0.8,0.0669274,-98.7924060574,52.5826273685,100,191.776537,4.13978e-05,1.19479,1,137.23,-95.2611,0.0025,400,9.45546,62.22,38.8101489419,31.9858,-98.7924060574,10.3066,4.64875e-06
-102.942979431,3293.12000789,-102.943,1.0,0.8,0.01,-102.942979431,100.0,100,3293.12000789,3.50449e-18,1.0,2,57.0981,-124.602,0.01,400,,157.04,400.0,1.0,-102.942979431,1.0,0.01
-100.776839019,2696.67479126,-101.86,1.0,0.8,0.005,-100.776839019,200.000000102,100,2696.67479126,2.1793e-19,1.0,2,54.4621,-117.175,0.005,400,,143.86,400.0,1.0,-100.776839019,1.0,0.005
-86.2656683708,1643.45642843,-96.6618,1.0,0.8,0.00333333,-86.2656683708,299.999969474,100,1643.45642843,5.43914e-20,1.0,2,50.7326,-109.167,0.00333333,400,,163.27,400.0,1.0,-86.2656683708,1.0,0.00333333
-96.7906013742,191.776537,-103.091,0.0312639,0.8,0.0937427,-98.7924060574,38.5051928719,100,3299.92521146,5.88234e-05,12.0037,,65.9382,-144.7,0.0025,500,1356.12,62.22,36.526005467,450.102,-98.7924060574,13.6889,6.51133e-06
-100.348817439,89.5052108919,-85.388,0.000369854,0.8,0.128864,-100.348817439,39.323481965,100,89.5052108919,4.69541e-05,1.14845,1,177.71,-94.6906,0.002,500,15.4823,50.83,42.6742721888,73.9969,-100.348817439,11.7167,6.44095e-07
-100.567489019,2264.98404808,-100.567,1.0,0.8,0.01,-100.567489019,100.0,100,2264.98404808,3.50449e-18,1.0,2,47.3533,-115.623,0.01,500,,175.48,500.0,1.0,-100.567489019,1.0,0.01
-94.2918236378,3906.27173674,-97.4297,1.0,0.8,0.005,-94.2918236378,200.000000102,100,3906.27173674,2.1793e-19,1.0,2,55.359,-114.9,0.005,500,,162.51,500.0,1.0,-94.2918236378,1.0,0.005
-94.2102384889,2461.79220603,-96.3565,1.0,0.8,0.00333333,-94.2102384889,299.999969474,100,2461.79220603,5.43914e-20,1.0,2,53.4581,-110.621,0.00333333,500,,157.74,500.0,1.0,-94.2102384889,1.0,0.00333333
-101.709951883,4542.53757454,-97.6949,1.0,0.8,0.0025,-101.709951883,400.0,100,4542.53757454,5.4346e-20,1.0,2,57.21,-110.048,0.0025,500,,145.25,500.0,1.0,-101.709951883,1.0,0.0025
-96.5532501387,3734.69458621,-11.2234,1.35919e-23,0.8,0.120579,-96.5532501387,19.2731494407,100,3734.69458621,9.99713e-05,1.46737,1,378.438,-63.5395,0.002,500,53.8136,163.04,22.301675799,88.4666,-96.5532501387,22.4198,1.85256e-26
-60.772426059,5458.43501106,-60.7724,1.0,0.8,0.01,-60.772426059,100.0,100,5458.43501106,3.50449e-18,1.0,2,73.5109,-76.6325,0.01,500,,429.6,500.0,1.0,-60.772426059,1.0,0.01
-58.5664948575,5450.60116722,-59.6695,1.0,0.8,0.005,-58.5664948575,200.000000102,100,5450.60116722,2.1793e-19,1.0,2,73.4928,-70.8842,0.005,500,,430.46,500.0,1.0,-58.5664948575,1.0,0.005
-55.1056512144,7167.24583246,-58.1482,1.0,0.8,0.00333333,-55.1056512144,299.999969474,100,7167.24583246,5.43914e-20,1.0,2,77.2697,-67.305,0.00333333,500,,463.16,500.0,1.0,-55.1056512144,1.0,0.00333333
-47.0476268737,4743.89622158,-55.373,1.0,0.8,0.0025,-47.0476268737,400.0,100,4743.89622158,5.4346e-20,1.0,2,75.3338,-63.3031,0.0025,500,,405.17,500.0,1.0,-47.0476268737,1.0,0.0025
-73.6337332935,6123.69536684,15.2931,1.50386e-36,0.8,0.0608929,-73.6337332935,38.4940156246,100,6123.69536684,4.80522e-05,0.996154,1,161.935,-18.1444,0.002,500,11.9208,418.99,41.397618102,30.3293,-73.6337332935,12.078,3.01932e-39
5.02002658625,2477.41065688,5.02003,1.0,0.8,0.01,5.02002658625,100.0,100,2477.41065688,3.50449e-18,1.0,2,49.5241,-3.87795,0.01,500,,499.62,500.0,1.0,5.02002658625,1.0,0.01
5.18418527917,2000.32255557,5.10211,1.0,0.8,0.005,5.18418527917,200.000000102,100,2000.32255557,2.1793e-19,1.0,2,47.0796,-1.54638,0.005,500,,500.0,500.0,1.0,5.18418527917,1.0,0.005
1.96088907383,2162.12141921,4.05503,1.0,0.8,0.00333333,1.96088907383,299.999969474,100,2162.12141921,5.43914e-20,1.0,2,46.8332,-1.37343,0.00333333,500,,500.0,500.0,1.0,1.96088907383,1.0,0.00333333
2.81119251209,2189.11688345,3.74407,1.0,0.8,0.0025,2.81119251209,400.0,100,2189.11688345,5.4346e-20,1.0,2,46.7665,-0.957114,0.0025,500,,495.52,500.0,1.0,2.81119251209,1.0,0.0025
7.02663270068,2181.57657426,74.0062,,0.8,0.168844,7.02663270068,11.2440527892,100,2181.57657426,0.00017422,1.20542,1,183.76,48.8338,0.002,500,63.2874,495.53,13.9516278567,101.764,7.02663270068,35.8381,
55.2499563117,989.789744683,55.25,1.0,0.8,0.01,55.2499563117,100.0,100,989.789744683,3.50449e-18,1.0,2,31.3032,49.5726,0.01,500,,500.0,500.0,1.0,55.2499563117,1.0,0.01
53.71024644,1274.54974939,54.4801,1.0,0.8,0.005,53.71024644,200.000000102,100,1274.54974939,2.1793e-19,1.0,2,33.4879,50.4656,0.005,500,,500.0,500.0,1.0,53.71024644,1.0,0.005
53.465601463,872.464030875,54.1419,1.0,0.8,0.00333333,53.465601463,299.999969474,100,872.464030875,5.43914e-20,1.0,2,32.1834,50.604,0.00333333,500,,500.0,500.0,1.0,53.465601463,1.0,0.00333333
56.0086909422,684.262432254,54.6086,1.0,0.8,0.0025,56.0086909422,400.0,100,684.262432254,5.4346e-20,1.0,2,30.7707,51.5447,0.0025,500,,500.0,500.0,1.0,56.0086909422,1.0,0.0025
53.8185164468,951.889107888,73.118,3.8838e-15,0.8,0.0372175,53.8185164468,63.1751333124,100,951.889107888,2.77135e-05,1.12452,1,66.885,64.4398,0.002,500,8.76119,500.0,63.6041125373,20.9259,53.8185164468,7.86113,6.90751e-18
68.8171299089,407.27186626,68.8171,1.0,0.8,0.01,68.8171299089,100.0,100,407.27186626,3.50449e-18,1.0,2,20.0798,62.7098,0.01,500,,500.0,500.0,1.0,68.8171299089,1.0,0.01
71.1291372797,348.758233658,69.9731,1.0,0.8,0.005,71.1291372797,200.000000102,100,348.758233658,2.1793e-19,1.0,2,19.3797,65.6546,0.005,500,,500.0,500.0,1.0,71.1291372797,1.0,0.005
66.0739720835,579.695141413,68.6734,1.0,0.8,0.00333333,66.0739720835,299.999969474,100,579.695141413,5.43914e-20,1.0,2,21.0964,65.1473,0.00333333,500,,500.0,500.0,1.0,66.0739720835,1.0,0.00333333
68.3240931289,532.18345564,68.5861,1.0,0.8,0.0025,68.3240931289,400.0,100,532.18345564,5.4346e-20,1.0,2,21.5762,65.0812,0.0025,500,,500.0,500.0,1.0,68.3240931289,1.0,0.0025
71.1923056182,508.44180043,74.7557,4.10351e-10,0.8,0.0281926,71.1923056182,140.500552064,100,508.44180043,1.02553e-05,1.01539,1,32.4539,69.1711,0.002,500,2.64334,500.0,157.547030052,14.3132,71.1923056182,3.17366,8.08265e-13
69.6773437893,440.233810502,69.6773,1.0,0.8,0.01,69.6773437893,100.0,100,440.233810502,3.50449e-18,1.0,2,20.8766,63.8571,0.01,500,,500.0,500.0,1.0,69.6773437893,1.0,0.01
72.3660011315,492.853196359,71.0217,1.0,0.8,0.005,72.3660011315,200.000000102,100,492.853196359,2.1793e-19,1.0,2,21.5334,66.4717,0.005,500,,500.0,500.0,1.0,72.3660011315,1.0,0.005
70.7626733787,513.273837478,70.9353,1.0,0.8,0.00333333,70.7626733787,299.999969474,100,513.273837478,5.43914e-20,1.0,2,21.8751,67.2203,0.00333333,500,,500.0,500.0,1.0,70.7626733787,1.0,0.00333333
71.5849860869,537.055507845,71.0977,1.0,0.8,0.0025,71.5849860869,400.0,100,537.055507845,5.4346e-20,1.0,2,22.1786,67.6335,0.0025,500,,500.0,500.0,1.0,71.5849860869,1.0,0.0025
69.5417350655,520.045512522,116.37,,0.8,0.341615,69.5417350655,4.94366320232,100,520.045512522,0.000401361,0.92413,1,101.803,91.8339,0.002,500,85.6922,500.0,7.97377424483,157.848,69.5417350655,62.7056,
72.9532007314,330.679478415,72.9532,1.0,0.8,0.01,72.9532007314,100.0,100,330.679478415,3.50449e-18,1.0,2,18.0934,66.9443,0.01,500,,500.0,500.0,1.0,72.9532007314,1.0,0.01
74.427953504,421.288782345,73.6906,1.0,0.8,0.005,74.427953504,200.000000102,100,421.288782345,2.1793e-19,1.0,2,19.3072,69.0143,0.005,500,,500.0,500.0,1.0,74.427953504,1.0,0.005
77.4392295148,657.044281752,74.9401,1.0,0.8,0.00333333,77.4392295148,299.999969474,100,657.044281752,5.43914e-20,1.0,2,21.6439,70.7175,0.00333333,500,,500.0,500.0,1.0,77.4392295148,1.0,0.00333333
70.5982581047,449.749073495,73.8547,1.0,0.8,0.0025,70.5982581047,400.0,100,449.749073495,5.4346e-20,1.0,2,21.5915,70.1977,0.0025,500,,500.0,500.0,1.0,70.5982581047,1.0,0.0025
74.7613729085,452.397439831,77.7976,0.000468934,0.8,0.0192402,74.7613729085,207.41076058,100,452.397439831,5.65401e-06,1.02285,1,40.227,72.9243,0.002,500,1.47883,500.0,225.242832733,9.83991,74.7613729085,2.21983,9.16918e-07
71.4949913138,455.16615519,71.495,1.0,0.8,0.01,71.4949913138,100.0,100,455.16615519,3.50449e-18,1.0,2,21.2277,65.3648,0.01,500,,500.0,500.0,1.0,71.4949913138,1.0,0.01
72.4146821051,447.430011836,71.9548,1.0,0.8,0.005,72.4146821051,200.000000102,100,447.430011836,2.1793e-19,1.0,2,21.1423,67.099,0.005,500,,500.0,500.0,1.0,72.4146821051,1.0,0.005
77.4673300653,474.364861014,73.7923,1.0,0.8,0.00333333,77.4673300653,299.999969474,100,474.364861014,5.43914e-20,1.0,2,21.4777,69.8276,0.00333333,500,,500.0,500.0,1.0,77.4673300653,1.0,0.00333333
78.1140975459,464.556332489,74.8728,1.0,0.8,0.0025,78.1140975459,400.0,100,464.556332489,5.4346e-20,1.0,2,21.5511,71.4392,0.0025,500,,500.0,500.0,1.0,78.1140975459,1.0,0.0025
72.1925699756,402.638367313,77.5114,1.4799e-18,0.8,0.0154043,72.1925699756,202.12258646,100,402.638367313,5.9068e-06,0.990703,1,31.4831,72.6219,0.002,500,1.44937,500.0,197.251230097,7.63055,72.1925699756,2.53484,2.98758e-21
