VarNormIw,J,VanillaAvgRet,BatchSize,AvgNormIw,VarJ,ESSRenyi,VarVanillaIw,MinVanillaIw,eRenyi2,ESSClassic,MinNormIw,MaxVanillaIw,AvgEpLen,VarRet,MaxNormIw,AvgRet,Bound,VarDiscRet,AvgVanillaIw,AvgDiscRet
0.007955221,500.0566,84.64939743352939,100,0.01,378.48932,3.76405585403773,28.105198,,26.567087,1.253813367705344,,53.013645,9.47,7544.021929486443,0.8919088,84.64939743352939,265.83508,7544.021929486443,0.59438413,84.64939743352939
0.0064006425,489.34296,138.81385018399004,100,0.01,843.7099,5.2522084474234685,513.57697,1.607777e-17,19.03961,1.5536068657949007,5.675901e-20,226.55482,14.89,10251.14531123059,0.79980165,138.81385018399004,272.82037,10251.14531123059,2.8326375,138.81385018399004
0.0065714037,559.9526,145.40303733181864,100,0.01,604.973,3.687389430291975,60.610386,1.0528178e-18,27.119457,1.5138465692187377,1.09624784e-20,77.68814,15.55,12473.582286492858,0.8089287,145.40303733181864,283.985,12473.582286492858,0.960383,145.40303733181864
0.0056058564,757.21387,230.66145506047374,100,0.010000003,1073.4769,3.43214016544957,24.4032,1.5350081e-37,29.13634,1.7699749431605352,2.326528e-39,48.733948,24.08,24009.995478492187,0.7386339,230.66145506047374,352.93073,24009.995478492187,0.6597849,230.66145506047374
0.0014858209,395.20905,201.87285488534573,100,0.01,640.97565,14.039795147657546,9.629934,3.1928228e-27,7.122611,6.365523706197968,3.9659417e-29,27.531769,21.2,23144.58469923795,0.34198388,201.87285488534573,197.57225,23144.58469923795,0.80506045,201.87285488534573
0.0020688626,360.73846,193.67536897074297,100,0.01,712.98584,14.064738848399342,37.30149,5.0509345e-12,7.109979,4.655116003743797,3.761616e-14,60.379223,20.38,26805.53120588492,0.4496662,193.67536897074297,194.712,26805.53120588492,1.3427565,193.67536897074297
0.0061790827,771.84564,248.06323369534567,100,0.01,893.3498,5.7813414210008975,152.97688,,17.297024,1.608417825890592,,122.9069,25.82,43390.03863250364,0.78113353,248.06323369534567,393.85162,43390.03863250364,1.5734428,248.06323369534567
0.0034230195,728.7575,201.46601379257456,100,0.01,1623.0057,3.2229253779493625,116.67181,,31.027712,2.866323174187526,,104.677246,21.16,27854.520269159675,0.5669882,201.46601379257456,264.68353,27854.520269159675,1.8461978,201.46601379257456
0.0061964984,1137.1267,231.16070529648937,100,0.010000002,1831.9899,4.870980628977563,363.08038,,20.529747,1.6039697922199558,,190.56409,24.13,48965.97888965795,0.7872502,231.16070529648937,618.5519,48965.97888965795,2.4206293,231.16070529648937
0.00039573846,302.86264,204.26710126484042,100,0.009999999,564.5527,99.99998807907247,4.8610473,0.008453738,1.0000001,20.334253394427453,7.627601e-05,14.110249,21.44,26164.525251743114,0.12731333,204.26710126484042,233.8591,26164.525251743114,1.1083089,204.26710126484042
0.006448514,511.97372,179.66619449785637,100,0.01,674.8785,5.425496235232052,198.13266,,18.431494,1.5422509094203434,,140.18068,18.98,14815.850853384507,0.7997236,179.66619449785637,298.87494,14815.850853384507,1.7528641,179.66619449785637
0.007767681,850.68463,228.3586788122589,100,0.009999999,642.07404,3.775010557383022,30.333982,,26.489992,1.2836967864708329,,55.111816,23.85,35140.51427232568,0.88191295,228.3586788122589,404.56238,35140.51427232568,0.6249122,228.3586788122589
0.00027352068,310.3356,223.15639610036382,100,0.01,334.9311,32.82246220897316,3.5830195,2.812381e-14,3.046694,26.969774186992364,2.4572235e-16,11.04708,23.33,29072.954496852795,0.096520156,223.15639610036382,169.32115,29072.954496852795,1.144536,223.15639610036382
0.005693522,682.6741,241.85073660421546,100,0.01,740.2929,3.204039076115606,14.253322,,31.210606,1.7431977067980355,,37.5007,25.2,31244.280638773085,0.7495003,241.85073660421546,320.75397,31244.280638773085,0.5003427,241.85073660421546
