VarVanillaIw,VarRet,VarNormIw,MaxVanillaIw,AvgRet,AvgNormIw,ESSRenyi,BatchSize,AvgEpLen,J,VarDiscRet,Bound,AvgDiscRet,VanillaAvgRet,VarJ,MinNormIw,MinVanillaIw,MaxNormIw,AvgVanillaIw,ESSClassic,eRenyi2
,12414.200999294342,0.010000003,3.270658e-35,-1.0587086762825493e-14,0.01,,100,8.98,949.86584,12414.200999294342,150.4386,-1.0587086762825493e-14,79.74702847706696,,,,1.0,3.270658e-37,inf,inf
1.3767173,4144769.7680192366,0.00060634967,4.548795,7.503331289626658e-14,0.01,nan,100,133.02,3626.359,4144769.7680192366,2807.2297,7.503331289626658e-14,1322.1132969757546,277.84424,,,0.09546311,0.47649768,14.279877742854737,nan
1.4077358,2821651.333092118,0.0001672103,4.5840735,-1.3596945791505278e-12,0.01,33.21382028729535,100,411.6,876.85254,2821651.333092118,755.1675,-1.3596945791505278e-12,4112.724704319215,41.954437,4.5260473e-10,4.1528683e-08,0.04996001,0.9175486,37.659370681006514,3.0107949
0.46421358,1406966.8260609792,0.00041963888,2.7686558,-9.094947017729283e-14,0.01,nan,100,470.24,294.68436,1406966.8260609792,237.56058,-9.094947017729283e-14,4701.037572397824,35.98505,2.9072824e-37,9.669596e-36,0.08324302,0.33259913,19.400812423888464,nan
0.50015914,1622771.934322946,0.00025538995,2.9107072,-2.8194335754960775e-13,0.01,nan,100,465.29,345.4129,1622771.934322946,290.28476,-2.8194335754960775e-13,4651.283378852075,21.42971,2.5366114e-33,1.1225511e-31,0.065772794,0.44253966,28.34177550012946,nan
1.9557965,2244823.9383185,0.0002157411,5.3931246,5.184119800105691e-13,0.01,9.495554120735573,100,446.61,529.4264,2244823.9383185,449.5501,5.184119800105691e-13,4464.0357633785425,25.39567,2.0218496e-09,1.9250598e-07,0.05664285,0.95212805,31.889409538491915,10.531244
0.2622178,2062899.1393860339,0.0005311977,1.9940115,-5.456968210637569e-13,0.01,2334.040113232946,100,455.14,447.18854,2062899.1393860339,352.3824,-5.456968210637569e-13,4549.727537375629,21.89911,,,0.08974799,0.22217898,15.97735760056595,0.042844165
5.8422437,1792835.392542367,0.00040672542,10.317596,9.276845958083868e-13,0.01,9.941323422752935,100,460.84,387.29962,1792835.392542367,313.23923,9.276845958083868e-13,4607.000217456153,29.675453,5.0178e-40,6.013839e-38,0.086087346,1.1985033,19.894237551203016,10.059023
1.9077431,733515.5120127165,0.000235217,4.7445498,3.0013325158506633e-13,0.01,19.579949493553745,100,484.84,151.05727,733515.5120127165,127.71334,3.0013325158506633e-13,4847.4664894851685,8.905571,8.525147e-16,7.677635e-14,0.052682873,0.9005868,30.042227269597014,5.1072655
1.0085025,733709.258608572,8.288884e-05,2.9002175,-7.457856554538011e-13,0.01,49.188195594867814,100,485.04,149.3649,733709.258608572,132.33997,-7.457856554538011e-13,4849.563285044452,3.65323,2.0870507e-10,2.3020961e-08,0.026292998,1.103038,54.92696001361074,2.033008
0.75400543,1194444.4217405298,0.0002139234,3.004993,1.8189894035458565e-14,0.010000002,nan,100,475.1,247.7443,1194444.4217405298,210.66504,1.8189894035458565e-14,4749.969887830041,12.71089,1.3921546e-27,8.265051e-26,0.050615717,0.5936878,32.07346504225295,nan
2.1340282,732702.8351114489,0.00026437565,5.8166294,5.638867150992155e-13,0.009999999,0.07210010296619929,100,485.05,148.91191,732702.8351114489,124.91482,5.638867150992155e-13,4849.562899756647,7.6936793,1.1826113e-18,1.062506e-16,0.064741395,0.89844054,27.644785278704862,1386.9606
0.0632441,1852065.736224369,0.000561354,1.0973967,-3.637978807091713e-14,0.01,4.732163140005303e-09,100,459.86,394.55634,1852065.736224369,307.85583,-3.637978807091713e-14,4597.189306967624,68.68906,1.1310515e-17,1.2005328e-16,0.10338845,0.106143065,15.249937208777927,21131985000.0
