VarVanillaIw,AvgRet,MinVanillaIw,BatchSize,AvgNormIw,VarRet,Bound,eRenyi2,VarNormIw,ESSClassic,J,VarDiscRet,MaxNormIw,MinNormIw,AvgEpLen,VarJ,AvgVanillaIw,ESSRenyi,AvgDiscRet,MaxVanillaIw
6.605102,-4066.23450637783,,100,0.01,4392402.075036766,-530.32574,7.585138,0.00084313133,10.698618621016106,-44.875954,4392402.075036766,0.12422631,,200.0,203.01407,0.8850996,13.183676032726591,-4066.23450637783,10.995265
0.1327742,-9.238716036476342,,100,0.01,74.4372688050261,-4.867531,33.058197,0.0046392796,2.1308841389158135,-0.6955111,74.4372688050261,0.6084812,,200.0,2.6895936,0.05349726,3.0249683591337555,-9.238716036476342,3.2552078
26.38692,-8.368544179183205,6.4181637e-07,100,0.010000002,56.73774306467408,-7.615016,11.676246,0.0010953317,8.443247730966563,-5.4503083,56.73774306467408,0.2268247,4.135131e-09,200.0,21.448273,1.5521065,8.564396695664803,-8.368544179183205,35.20561
0.044487853,-7.196419725089734,0.8719194,100,0.010000002,45.32536890194782,-7.749374,1.0480123,4.5269876e-06,95.71052005294392,-7.1697245,45.32536890194782,0.024733406,0.008795495,200.0,7.111001,0.991325,95.41873138229745,-7.196419725089734,2.4518843
38.574615,-7.779812475871206,1.28099964e-26,100,0.01,49.63475321112071,-4.013148,25.16258,0.0034578645,2.8382599460185167,-1.0409204,49.63475321112071,0.41686812,1.2128362e-28,200.0,5.0793986,1.0562016,3.9741551960179615,-7.779812475871206,44.02968
11.84475,-6.705127061631462,,100,0.01,52.77966035107196,-3.5454307,16.461899,0.00251627,3.8593550468406392,-1.0663834,52.77966035107196,0.33584967,,200.0,5.1871176,0.6860951,6.074633381749219,-6.705127061631462,23.042482
18.143707,-7.04191569363543,,100,0.01,45.0905881317654,-4.039826,42.766964,0.005968908,1.6641102198183324,-0.34657663,45.0905881317654,0.73356164,,200.0,2.688983,0.5513351,2.3382534260901893,-7.04191569363543,40.443825
7.3561125,-6.972811116171821,,100,0.01,48.83470959094985,-4.2900457,38.094574,0.0040081046,2.458196466851521,-0.6625455,48.83470959094985,0.44989023,,200.0,2.9029963,0.42840517,2.6250457628598642,-6.972811116171821,19.27353
0.6034096,-8.030448408026993,0.00037526595,100,0.01,46.5898928671802,-8.461677,1.3486946,6.014648e-05,62.67823549079508,-7.795002,46.5898928671802,0.017406056,3.746607e-06,200.0,8.56467,1.0016154,74.14577232675163,-8.030448408026993,1.7434174
0.7966411,-8.224839096519696,0.7569417,100,0.009999999,53.55217147486956,-8.247618,1.499907,5.2777974e-05,65.68136579836535,-7.4938593,53.55217147486956,0.023610683,0.0061610886,200.0,9.154629,1.2285843,66.67079951156131,-8.224839096519696,2.9007714
0.6635238,-7.707220176752619,0.046345174,100,0.009999998,44.40690440087545,-7.7922664,1.3433801,5.2241205e-05,65.9114223372974,-7.142681,44.40690440087545,0.015393683,0.00041122816,200.0,7.840117,1.1269941,74.43909618603598,-7.707220176752619,1.7348591
0.22949214,-8.119472196550692,0.022637662,100,0.009999998,56.929122812324024,-8.298465,1.106764,1.8466542e-05,84.54380881091947,-7.6308804,56.929122812324024,0.011866081,0.00020306752,200.0,8.055357,1.114785,90.35350238237851,-8.119472196550692,1.3228128
153.20749,-9.130282642619648,0.7273705,100,0.01,56.6460835443695,-6.6908145,2.1942725,0.0014582883,6.477919666016418,-5.7531624,56.6460835443695,0.19614223,0.0022440748,200.0,17.216368,3.2412934,45.573190737469425,-9.130282642619648,63.57545
0.10415183,-8.716694115929021,0.10117303,100,0.01,55.79543527526748,-9.255733,1.0599966,8.269938e-06,92.43234087980638,-8.608943,55.79543527526748,0.010899849,0.0009015346,200.0,7.767407,1.1222312,94.33992480343899,-8.716694115929021,1.2232152
0.08020554,-7.077626132125929,0.031923916,100,0.009999998,43.013077538806286,-7.44026,1.0579566,6.093628e-06,94.31055698370237,-6.872917,43.013077538806286,0.010620534,0.0002782608,200.0,6.7118497,1.147266,94.52183788606438,-7.077626132125929,1.2184579
0.010908819,-8.757255912334351,0.07177465,100,0.010000002,60.03958480111622,-9.35202,1.0200734,8.921499e-07,99.1245092692576,-8.693838,60.03958480111622,0.010094454,0.0006490843,200.0,7.752761,1.1057831,98.03215988414625,-8.757255912334351,1.1162276
,-8.58002246034643,1.0,100,0.009999998,56.99640340470198,-9.214967,1.0,3.5044917e-18,100.0,-8.580023,56.99640340470198,0.01,0.01,200.0,7.5117536,1.0,100.0,-8.58002246034643,1.0
,-8.931448219483702,1.0,100,0.009999998,54.46672413181834,-9.552141,1.0,3.5044917e-18,100.0,-8.931448,54.46672413181834,0.01,0.01,200.0,7.343164,1.0,100.0,-8.931448219483702,1.0
0.011920862,-7.787253610016801,0.030444385,100,0.009999998,55.54390831756217,-8.31478,1.0219234,9.651694e-07,99.05353105616291,-7.681145,55.54390831756217,0.010098242,0.0002739398,200.0,7.4076686,1.111353,97.85469025134398,-7.787253610016801,1.1222713
,-7.579158506702052,1.0,100,0.009999998,52.52713624259975,-8.1887,1.0,3.5044917e-18,100.0,-7.5791583,52.52713624259975,0.01,0.01,200.0,7.2112317,1.0,100.0,-7.579158506702052,1.0
0.011987556,-8.65021654617315,0.017457148,100,0.009999996,48.784544806834276,-9.134985,1.0189145,9.882157e-07,99.03119123733768,-8.54203,48.784544806834276,0.010099406,0.0001585017,200.0,6.931218,1.1013855,98.14366545403833,-8.65021654617315,1.112334
,-6.947285717709376,1.0,100,0.009999998,41.68204017101709,-7.490268,1.0,3.5044917e-18,100.0,-6.9472857,41.68204017101709,0.01,0.01,200.0,6.423801,1.0,100.0,-6.947285717709376,1.0
,-8.070835532995025,1.0,100,0.009999998,50.350984043382226,-8.667617,1.0,3.5044917e-18,100.0,-8.070835,50.350984043382226,0.01,0.01,200.0,7.0602746,1.0,100.0,-8.070835532995025,1.0
422058.22,-7.035757386570949,0.76305306,100,0.01,45.08384440922297,-1.8893762,1.4355738,0.009769162,1.023387519747983,-1.2127719,45.08384440922297,0.9885068,0.00011609063,200.0,0.68385404,65.72908,69.65855664446136,-7.035757386570949,6497.3643
0.0066232625,-8.86243164529286,0.24284965,100,0.009999996,48.20465537959466,-9.440241,1.0054929,6.024169e-07,99.40718193366706,-8.854715,48.20465537959466,0.010077613,0.0023160612,200.0,6.9610834,1.048546,99.45370817597716,-8.86243164529286,1.056684
3505.518,-7.055193252925811,0.72365636,100,0.010000002,51.730334944664506,-2.012208,2.4064183,0.007940377,1.2561277240589268,-1.0738474,51.730334944664506,0.8921771,0.0010891228,200.0,6.6010056,6.644396,41.55553463948679,-7.055193252925811,592.7978
0.12287426,-7.620336508659169,0.022872966,100,0.010000002,44.96593438817707,-7.7289176,1.0680821,9.590344e-06,91.32883736214679,-7.146069,44.96593438817707,0.010969025,0.0002020734,200.0,6.7962856,1.1319138,93.62576204931358,-7.620336508659169,1.2415991
0.037879314,-8.279943007762432,0.023545012,100,0.009999999,61.92061628391294,-8.743885,1.0342536,2.9945904e-06,97.12073611344616,-8.070843,61.92061628391294,0.010302803,0.00020934697,200.0,7.789826,1.1246885,96.68808526745434,-8.279943007762432,1.1587443
