VarRet,AvgNormIw,MinNormIw,Bound,VarJ,MinVanillaIw,VarVanillaIw,BatchSize,AvgEpLen,J,VarNormIw,AvgRet,ESSRenyi,VanillaAvgRet,AvgVanillaIw,MaxNormIw,VarDiscRet,ESSClassic,AvgDiscRet,eRenyi2,MaxVanillaIw
10125.743307710829,0.01,,676.50024,142.41183,,918.0272,100,8.88,737.43915,0.0096098725,78.74893765960705,1.92868208293898,78.74893765960705,3.0907862,0.9804677,10125.743307710829,1.0401745401945794,-2.9842794901924207e-15,51.848877,303.0416
228116.59660127858,0.01,,1868.9143,723.8682,,384.71497,100,48.65,2275.4272,0.009208582,476.3080471463379,0.9764078958287675,476.3080471463379,2.0439634,0.95971787,228116.59660127858,1.0850112726732997,5.1159076974727215e-14,102.416214,196.16281
553611.1448721664,0.01,1.6659642e-24,1766.3657,1120.4463,2.493504e-22,202.05302,100,82.48,2265.1594,0.009019377,814.5497410946681,1.5739320388028908,814.5497410946681,1.4967332,0.9500536,553611.1448721664,1.107519851289568,-1.0345502232667059e-13,63.535145,142.19768
1367510.7725805847,0.01,,2153.6646,1451.795,,33.31949,100,200.93,2834.2822,0.006545451,1999.1489643113537,2.088081208185147,1999.1489643113537,0.7134761,0.798249,1367510.7725805847,1.519758250766566,-2.2737367544323207e-14,47.890858,56.95316
2272702.352140443,0.01,1.4404515e-32,1387.1819,1091.2582,2.0079016e-30,83.78229,100,284.56,2001.9536,0.004311858,2836.3211405149423,4.25341489779077,2836.3211405149423,1.393939,0.6185425,2272702.352140443,2.2889895554901045,2.864908310584724e-13,23.51052,86.221054
2253463.255249405,0.01,,1244.6523,474.41867,,31.905746,100,316.36,1773.9989,0.0029348568,3154.5738143523904,5.688440776041297,3154.5738143523904,1.0426558,0.39945558,2253463.2552494043,3.3272237344909508,3.61524143954739e-13,17.57951,41.649467
2084392.5758051553,0.01,,1088.0764,668.5642,,49.88542,100,331.63,1585.8337,0.003358997,3307.7071154768746,5.950687500035468,3307.7071154768746,1.2186582,0.5495356,2084392.5758051553,2.9193612928305073,5.616129783447832e-13,16.804781,66.969604
1169585.351478416,0.010000002,1.097219e-12,743.6566,812.1883,4.850571e-10,1568.6514,100,356.4,1008.2187,0.008026521,3554.3278892622184,11.819518161568599,3554.3278892622184,4.420787,0.8967615,1169585.3514784158,1.242814343280937,6.502887117676437e-13,8.460582,396.43912
1166577.2817271678,0.01,,841.51404,969.98785,,50.423077,100,350.14,1381.0566,0.00425022,3491.9242401179117,2.834556100409271,3491.9242401179117,1.0892034,0.58549005,1166577.2817271678,2.321414851308196,-8.185452315956354e-14,35.278893,63.77177
1385949.8584365076,0.01,6.5946497e-32,888.87476,818.36487,1.4125903e-29,140.25888,100,356.08,1313.9293,0.0030569,3551.7258301655647,5.426017308387502,3551.7258301655647,2.1420248,0.39818838,1385949.8584365074,3.19863727034974,6.912159733474255e-13,18.429724,85.29294
1138251.6852855843,0.01,3.7715773e-36,900.47284,746.40344,4.693966e-34,64.59968,100,361.49,1289.8486,0.0041705794,3605.955610890601,5.31035334966079,3605.955610890601,1.2445631,0.6045642,1138251.685285584,2.3646960099842613,6.866684998385608e-13,18.831139,75.24183
1270205.3192028028,0.01,9.284165e-27,813.0902,512.58606,1.0007472e-24,51.713375,100,369.85,1240.2817,0.004450817,3689.4956490472723,4.92324843422937,3689.4956490472723,1.0779076,0.47741768,1270205.319202803,2.2191104498146426,-1.5916157281026243e-13,20.311792,51.461212
1173196.5379798564,0.01,,672.70166,670.64417,,77.018425,100,368.05,1239.5658,0.0037812358,3671.4225573185263,2.582473318346797,3671.4225573185263,1.4271855,0.5564636,1173196.5379798564,2.6018465721567208,-2.864908310584724e-13,38.72257,79.41768
1198525.4565863458,0.009999999,7.392373e-27,957.94995,486.06647,8.117633e-25,44.705193,100,357.78,1360.3696,0.0037073772,3568.444696484951,5.234942779757332,3568.444696484951,1.0981092,0.47137654,1198525.4565863456,2.6523062035164724,8.640199666842818e-13,19.102406,51.76229
879929.8604730911,0.009999999,3.7336802e-24,828.2139,426.39902,4.3189693e-22,57.67285,100,365.16,1227.7878,0.0043100803,3642.012785345569,3.8983157968308637,3642.012785345569,1.1567594,0.60597235,879929.8604730911,2.289911631465003,-4.3655745685100554e-13,25.652103,70.09642
