VanillaAvgRet,J,AvgNormIw,BatchSize,VarRet,VarNormIw,MinVanillaIw,AvgDiscRet,Bound,AvgEpLen,ESSClassic,AvgVanillaIw,VarDiscRet,AvgRet,MaxNormIw,ESSRenyi,MaxVanillaIw,MinNormIw,eRenyi2,VarJ,VarVanillaIw
-1439.2221432774563,1412.8472,0.01,100,3680974.5780205172,0.010000003,,-1.1596057447604835e-13,1147877.9,200.0,1.0,842.3155,3680974.5780205172,-1.1596057447604835e-13,1.0,0.0014630788620081168,84231.55,,68349.016,,70949560.0
-9.438301608207452,7.2456465,0.01,100,65.39236162975206,0.0100000035,,-1.1368683772161603e-15,345938200000000.0,200.0,1.0,47744290000000.0,65.39236162975206,-1.1368683772161603e-15,1.0,2.962067184039379e-14,4774429000000000.0,,3376020700000000.0,,2.2795178e+29
-9.162267593798473,,0.009999998,100,62.80729543131461,3.5044917e-18,1.0,-1.8207657603852566e-15,-0.66652536,200.0,100.0,1.0,62.80729543131461,-1.8207657603852566e-15,0.01,100.0,1.0,0.01,1.0,7.8853803,
-9.073516376289948,-7.450581e-09,0.009999998,100,68.44785553295898,3.5044917e-18,1.0,-1.4210854715202004e-16,-0.69581133,200.0,100.0,1.0,68.44785553295898,-1.4210854715202004e-16,0.01,100.0,1.0,0.01,1.0,8.231852,
-9.022605408484564,-3.3527613e-08,0.009999998,100,60.44835746565905,3.5044917e-18,1.0,4.263256414560601e-16,-0.6538887,200.0,100.0,1.0,60.44835746565905,4.263256414560601e-16,0.01,100.0,1.0,0.01,1.0,7.7358823,
-9.421816908156853,4.4703484e-08,0.009999998,100,69.32321833356035,3.5044917e-18,1.0,1.2434497875801752e-15,-0.70024633,200.0,100.0,1.0,69.32321833356035,1.2434497875801752e-15,0.01,100.0,1.0,0.01,1.0,8.284322,
-9.755817338285768,-2.9802322e-08,0.009999998,100,63.95325967371866,3.5044917e-18,1.0,-7.283063041541026e-16,-0.67257816,200.0,100.0,1.0,63.95325967371866,-7.283063041541026e-16,0.01,100.0,1.0,0.01,1.0,7.9569926,
-9.056097161394248,-2.2351742e-08,0.009999998,100,74.10989008770052,3.5044917e-18,1.0,-1.3855583347321954e-15,-0.72401845,200.0,100.0,1.0,74.10989008770052,-1.3855583347321954e-15,0.01,100.0,1.0,0.01,1.0,8.565558,
-9.83270975435209,-1.4901161e-08,0.009999998,100,65.47170408659264,3.5044917e-18,1.0,1.1368683772161603e-15,-0.6805161,200.0,100.0,1.0,65.47170408659264,1.1368683772161603e-15,0.01,100.0,1.0,0.01,1.0,8.0508995,
-9.532481655473228,-1.4901161e-08,0.009999998,100,67.88611323496811,3.5044917e-18,1.0,-1.0658141036401502e-15,-0.6929502,200.0,100.0,1.0,67.88611323496811,-1.0658141036401502e-15,0.01,100.0,1.0,0.01,1.0,8.198003,
