AvgEpLen,VarVanillaIw,VarJ,BatchSize,VarDiscRet,AvgRet,ESSClassic,AvgVanillaIw,MaxNormIw,VarRet,AvgNormIw,AvgDiscRet,MinNormIw,IterType,VarNormIw,Bound,MinVanillaIw,EpsThisIter,VanillaAvgRet,eRenyi2,ESSRenyi,MaxVanillaIw,J
55.31,9110387000.0,0.09156597,100,403.81464276653605,16.539739994499996,1.000189640159335,9545.749,0.99990517,403.81464276653605,0.01,16.539739994499996,4.639024e-07,1,0.009998083,108.007484,0.4428296,100,16.539739994499996,1.0340128,96.71060216317221,954484.44,118.116875
55.31,0.1526343,11.895186,200,146.15013134767958,16.539739994499996,90.7330362219196,1.2163469,0.018565468,403.81464276653605,0.01,11.479594267619346,8.613382e-09,,1.0316615e-05,6.9138117,1.047686e-06,100,16.539739994499996,1.0335159,193.51419185767543,2.258205,11.317474
50.76,18184150000.0,0.14083566,200,196.11627946081214,12.84942056905509,1.0001914044203222,9536.153,0.99990433,196.11627946081214,0.005,12.84942056905509,3.11773e-07,1,0.004999038,110.96158,0.594623,100,12.84942056905509,1.0357652,193.09396144017214,1907048.2,118.11605
54.0,,16.166086,200,263.9821372245918,12.851108407743334,100.0,1.0,0.01,263.9821372245918,0.009999998,12.851108407743334,0.01,2,3.5044917e-18,6.2243376,1.0,100,12.851108407743334,1.0,200.0,1.0,12.851109
50.76,0.041023377,16.133717,300,178.07280469574462,12.84942056905509,193.64632762023064,1.1153737,0.007538898,196.11627946081214,0.005,10.95478418902583,2.3506497e-09,,8.243859e-07,7.29794,5.243706e-07,100,12.84942056905509,1.0351894,289.8020428388592,1.6817378,12.065508
53.78,41414373000.0,0.14440796,300,239.7316937774691,12.187744599908555,1.000160865997867,11750.327,0.9999196,239.7316937774691,0.0033333334,12.187744599908555,1.6073916e-07,1,0.0033327956,112.26576,0.5666213,100,12.187744599908555,1.0394174,288.6232268430883,3524814.5,118.11766
50.84,,12.591206,300,160.13987097950124,12.135749655052066,100.0,1.0,0.01,160.13987097950124,0.009999998,12.135749655052066,0.01,2,3.5044917e-18,7.8618913,1.0,100,12.135749655052066,1.0,300.0,1.0,12.13575
52.67,,12.076687,300,133.42656591399736,10.678379608499132,200.00000010221265,1.0,0.005,133.42656591399736,0.0049999994,10.678379608499132,0.005,2,2.179301e-19,7.4904957,1.0,100,10.678379608499132,1.0,300.0,1.0,11.407064
53.78,0.053379938,12.657907,400,202.38881068529963,12.187744599908555,287.2899555032167,1.0966063,0.0053645726,239.7316937774691,0.0033333334,12.608631689385447,8.6236635e-10,,4.932126e-07,8.388138,2.837029e-07,100,12.187744599908555,1.0387794,385.0673285354123,1.7648472,11.779779
54.88,188200040000.0,0.09533713,400,354.642117722099,14.309636915335295,1.0000986607835347,21692.088,0.99995065,354.642117722099,0.0024999992,14.309636915335295,1.771248e-08,1,0.0024997527,113.01432,0.15368827,100,14.309636915335295,1.0554823,378.97368056365764,8676407.0,118.12122
51.49,,11.570129,400,135.2200877077026,10.18858115069295,100.0,1.0,0.01,135.2200877077026,0.009999998,10.18858115069295,0.01,2,3.5044917e-18,5.665345,1.0,100,10.18858115069295,1.0,400.0,1.0,10.188581
52.65,,13.953449,400,257.61414832555323,11.18012585532579,200.00000010221265,1.0,0.005,257.61414832555323,0.0049999994,11.18012585532579,0.005,2,2.179301e-19,5.784176,1.0,100,11.18012585532579,1.0,400.0,1.0,10.684353
54.68,,15.495163,400,328.4675684556616,13.61346880352758,299.999969473632,1.0,0.0033333334,328.4675684556616,0.0033333336,13.61346880352758,0.0033333334,2,5.4391416e-20,5.5788054,1.0,100,13.61346880352758,1.0,400.0,1.0,11.660726
54.88,0.2847222,16.139198,500,206.04434709038082,14.309636915335295,331.2641882965802,1.1699376,0.013903898,354.642117722099,0.0025,13.789287857974944,2.4628466e-10,,1.3000973e-06,6.940275,1.1525508e-07,100,14.309636915335295,1.0547522,474.0449799234915,6.5066776,12.349644
51.86,14167261000000.0,0.013493024,500,388.5663240628163,13.539363608215632,1.000012166715175,168329.62,0.9999939,388.5663240628163,0.002,13.539363608215632,2.3317774e-09,1,0.0019999756,119.78589,0.19625363,100,13.539363608215632,1.0709943,466.85591103711414,84164300.0,124.64088
54.42,,16.66564,500,280.54905055580514,11.793607067665091,100.0,1.0,0.01,280.54905055580514,0.009999998,11.793607067665091,0.01,2,3.5044917e-18,4.44797,1.0,100,11.793607067665091,1.0,500.0,1.0,11.793607
49.69,,14.025053,500,116.25295624600992,10.725652293181783,200.00000010221265,1.0,0.005,116.25295624600992,0.0049999994,10.725652293181783,0.005,2,2.179301e-19,6.0654807,1.0,100,10.725652293181783,1.0,500.0,1.0,11.25963
54.37,,13.901234,500,187.87147109727997,11.969506522380128,299.999969473632,1.0,0.0033333334,187.87147109727997,0.0033333336,11.969506522380128,0.0033333334,2,5.4391416e-20,7.25525,1.0,100,11.969506522380128,1.0,500.0,1.0,11.496255
52.58,,13.807785,500,184.2821925750989,12.268576883758424,400.0,1.0,0.0025,184.2821925750989,0.0024999997,12.268576883758424,0.0025,2,5.434597e-20,8.016518,1.0,100,12.268576883758424,1.0,500.0,1.0,11.689336
53.39,5222651400000.0,0.014519743,500,213.02281420335294,10.895945311652829,1.0000198822431094,102203.27,0.99999005,213.02281420335294,0.0019999999,10.895945311652829,3.1914784e-09,1,0.00199996,83.89261,0.16308977,100,10.895945311652829,1.0626113,470.5389265893561,51101130.0,87.27895
54.23,,13.379446,500,180.81776396877578,12.449193167772956,100.0,1.0,0.01,180.81776396877578,0.009999998,12.449193167772956,0.01,2,3.5044917e-18,7.0389266,1.0,100,12.449193167772956,1.0,500.0,1.0,12.449193
54.16,,14.923011,500,268.2896469106459,13.69515146912904,200.00000010221265,1.0,0.005,268.2896469106459,0.0049999994,13.69515146912904,0.005,2,2.179301e-19,7.7276335,1.0,100,13.69515146912904,1.0,500.0,1.0,13.072172
49.33,,13.410582,500,86.64266564403749,9.530512625036454,299.999969473632,1.0,0.0033333334,86.64266564403749,0.0033333336,9.530512625036454,0.0033333334,2,5.4391416e-20,7.5278215,1.0,100,9.530512625036454,1.0,500.0,1.0,11.891619
53.51,,14.032924,500,247.87285247884924,13.812270863316474,400.0,1.0,0.0025,247.87285247884924,0.0024999997,13.812270863316474,0.0025,2,5.434597e-20,8.592621,1.0,100,13.812270863316474,1.0,500.0,1.0,12.37178
51.24,2158978900000.0,0.025104856,500,157.5393781954302,12.195674191298632,1.000030923439649,65712.195,0.99998456,157.5393781954302,0.0019999999,12.195674191298632,1.1135798e-08,1,0.0019999382,86.3219,0.36587888,100,12.195674191298632,1.0621496,470.74346150043147,32855590.0,89.805534
54.57,,18.027819,500,328.28509991957714,9.238737046004939,100.0,1.0,0.01,328.28509991957714,0.009999998,9.238737046004939,0.01,2,3.5044917e-18,1.0141306,1.0,100,9.238737046004939,1.0,500.0,1.0,9.238736
52.83,,20.070652,500,475.048453547968,13.791080150340274,200.00000010221265,1.0,0.005,475.048453547968,0.0049999994,13.791080150340274,0.005,2,2.179301e-19,1.4377708,1.0,100,13.791080150340274,1.0,500.0,1.0,11.514908
54.05,,18.611534,500,234.6857409659302,12.837752890495928,299.999969473632,1.0,0.0033333334,234.6857409659302,0.0033333336,12.837752890495928,0.0033333334,2,5.4391416e-20,3.727909,1.0,100,12.837752890495928,1.0,500.0,1.0,11.955856
53.77,,18.537954,500,337.4935589504838,13.290899156232888,400.0,1.0,0.0025,337.4935589504838,0.0024999997,13.290899156232888,0.0025,2,5.434597e-20,5.1640058,1.0,100,13.290899156232888,1.0,500.0,1.0,12.289618
54.18,180321930000.0,0.17999342,500,131.36990501481608,10.368330401264156,1.0001044753137391,18991.62,0.9999478,131.36990501481608,0.0020000003,10.368330401264156,1.4461957e-08,1,0.0019997908,162.78827,0.137328,100,10.368330401264156,1.0511501,475.6694670234345,9495314.0,169.32257
50.6,,17.01427,500,292.409493851498,12.667350361771877,100.0,1.0,0.01,292.409493851498,0.009999998,12.667350361771877,0.01,2,3.5044917e-18,4.592742,1.0,100,12.667350361771877,1.0,500.0,1.0,12.667349
53.75,,15.979541,500,222.52628597998387,14.012720714316883,200.00000010221265,1.0,0.005,222.52628597998387,0.0049999994,14.012720714316883,0.005,2,2.179301e-19,7.630426,1.0,100,14.012720714316883,1.0,500.0,1.0,13.340035
54.72,,18.003956,500,463.2268022456678,15.510782906030371,299.999969473632,1.0,0.0033333334,463.2268022456678,0.0033333336,15.510782906030371,0.0033333334,2,5.4391416e-20,8.002262,1.0,100,15.510782906030371,1.0,500.0,1.0,14.063618
