VarDiscRet,VarNormIw,Bound,AvgEpLen,MinNormIw,AvgRet,eRenyi2,AvgNormIw,AvgVanillaIw,BatchSize,MinVanillaIw,VanillaAvgRet,ESSClassic,VarRet,AvgDiscRet,VarJ,J,ESSRenyi,VarVanillaIw,MaxNormIw,MaxVanillaIw
1166900.2469755132,0.00014152893,93.19772,475.32,8.425957e-11,8.731149137020111e-13,4.50492,0.01,0.8342154,100,7.029063e-09,4751.106981099217,41.646943484072864,1166900.2469755132,8.731149137020111e-13,76.94337,233.9764,22.197952432293743,0.9849215,0.042027343,3.5059855
1409787.8520274851,0.00019034962,160.2876,466.21,1.032555e-39,-1.1823431123048067e-13,7.8537326,0.01,1.1342026,100,1.1711273e-37,4660.0492509366295,34.66851597828741,1409787.8520274851,-1.1823431123048067e-13,65.44012,329.88562,12.732799201674318,2.448688,0.046478104,5.271559
1196050.2043989762,0.00021228034,64.995514,475.08,9.622402e-07,-4.4565240386873483e-13,6.826398,0.010000002,0.73701197,100,7.091825e-05,4749.160599907604,32.241673166884105,1196050.2043989762,-4.4565240386873483e-13,135.42238,226.9815,14.649014242392111,1.1530786,0.060713008,4.4746213
1420720.1401545573,0.00014825573,122.305176,470.09,2.4217929e-08,2.7284841053187846e-14,31.28853,0.010000002,0.58843553,100,1.425069e-06,4699.171892413203,40.52304163502789,1420720.1401545573,2.7284841053187846e-14,128.06155,279.7813,3.196059350894323,0.5133449,0.050484266,2.9706736
2061754.7962988669,0.00021898469,204.57135,455.15,5.7305344e-10,-7.912603905424476e-13,0.0013423817,0.01,0.30871162,100,1.7690825e-08,4549.575961004389,31.56616823053643,2061754.7962988669,-7.912603905424476e-13,216.28448,419.51227,74494.46011094816,0.20869868,0.053897694,1.6638844
968318.0497389442,0.00012733677,56.019928,479.65,7.3319546e-07,1.1004885891452431e-12,0.1699894,0.01,0.6232575,100,4.5696957e-05,4794.9220032276135,44.235373312146216,968318.0497389442,1.1004885891452431e-12,154.743,180.45297,588.2719501646068,0.4946396,0.045139335,2.813343
733518.654557358,0.00014301894,24.443977,485.04,2.1603317e-09,-1.0004441719502211e-13,2.597655,0.01,0.9310357,100,2.011346e-07,4848.93451513484,41.392654835355096,733518.654557358,-1.0004441719502211e-13,121.61886,136.40207,38.49625826785818,1.2397274,0.048640657,4.528619
967277.0441166454,0.00013637535,59.975983,480.06,1.3565139e-07,5.093170329928399e-13,nan,0.010000002,0.5509087,100,7.4731533e-06,4798.99449859284,42.55109544024014,967277.0441166454,5.093170329928399e-13,74.5921,186.77959,nan,0.41389975,0.046194922,2.5449185
2060724.55640554,0.00018736452,226.66508,455.16,4.1716934e-08,1.9099388737231492e-13,2.419773,0.010000002,0.8870978,100,3.7007e-06,4549.5504175678325,35.02738845679529,2060724.55640554,1.9099388737231492e-13,87.35671,430.6592,41.32618877585606,1.4744511,0.045549363,4.0406737
1196049.3724429903,0.00015571387,81.23932,475.08,4.7437545e-08,-1.8189894035458565e-14,nan,0.010000002,0.7107042,100,3.3714061e-06,4749.15820455562,39.34579710062338,1196049.3724429903,-1.8189894035458565e-14,152.31094,227.87405,nan,0.7865114,0.04589503,3.2617788
1855811.9235187932,0.0002799919,155.58766,460.1,1.6213272e-11,-2.4556356947869064e-13,4.67965,0.01,0.92228395,100,1.4953241e-09,4599.059049172016,26.511700236354105,1855811.9235187932,-2.4556356947869064e-13,130.19652,378.1029,21.369120262337123,2.3816323,0.058253545,5.372631
1408596.5211837161,0.00018712835,114.77411,470.22,1.1127373e-09,-9.094947017729283e-15,2.7552083,0.01,0.8098696,100,9.011722e-08,4700.4903097165015,35.05610528198064,1408596.5211837161,-9.094947017729283e-15,90.31909,283.3607,36.29489707715724,1.2273539,0.054110944,4.382281
1419745.6702416197,0.00025820278,81.73898,470.1,1.2908911e-11,7.639755494892597e-13,nan,0.01,0.61989015,100,8.0021073e-10,4699.2266334205315,28.119849121239447,1419745.6702416197,7.639755494892597e-13,202.71684,270.71658,nan,0.9921797,0.06728302,4.1708083
733515.2233783512,0.000106174186,38.595367,485.04,1.4244043e-09,6.09361450187862e-13,2.1064274,0.01,0.8688993,100,1.2376638e-07,4848.922770474317,48.75373547847743,733515.2233783512,6.09361450187862e-13,80.68377,141.75554,47.473745605120186,0.80160016,0.040288486,3.5006638
249879.23530534664,4.8081627e-05,-3.9368858,495.01,8.2802984e-07,-5.456968210637569e-14,1.7274929,0.009999999,1.0368168,100,8.585153e-05,4948.804155899955,67.75031734453665,249879.23530534664,-5.456968210637569e-14,28.589062,47.139595,57.887357076792696,0.51687217,0.023191355,2.4045186
1422618.4715525173,0.00019852145,64.206436,470.07,0.0013394896,4.729372449219227e-13,0.030689513,0.010000002,0.5254404,100,0.07038219,4698.981807804405,33.72268574657574,1422618.4715525173,4.729372449219227e-13,280.1059,236.94711,3258.4420283016093,0.548093,0.06885808,3.6180813
1420731.495020482,9.883437e-05,145.87006,470.09,2.3184012e-07,-9.003997547551989e-13,2.3844717,0.01,0.75543594,100,1.7514036e-05,4699.1908537923555,50.544360431151894,1420731.495020482,-9.003997547551989e-13,71.781105,286.874,41.93801163240528,0.56403136,0.036502577,2.757536
966331.5386162801,0.00013305375,37.725716,480.07,0.00010992002,-6.45741238258779e-13,0.07902021,0.010000002,0.5315985,100,0.005843332,4799.147071593413,43.154925940619016,966331.5386162801,-6.45741238258779e-13,248.82048,163.5775,1265.4990475596019,0.3760058,0.050845165,2.7029214
1197003.6018149147,0.00023264701,68.11597,475.07,3.0067355e-09,-2.2737367544323206e-13,3.1007862,0.010000002,0.93979764,100,2.825723e-07,4749.054586107805,30.273628772983844,1197003.6018149147,-2.2737367544323206e-13,78.343704,235.35094,32.24988543431927,2.054784,0.054077696,5.082209
967300.5051210144,0.00013748565,62.477074,480.06,5.5561385e-15,-8.458300726488233e-13,7.1878138,0.010000002,0.8463342,100,4.70235e-13,4799.052760348585,42.35299954369205,967300.5051210144,-8.458300726488233e-13,62.93962,189.5784,13.91243615304773,0.9847844,0.035250682,2.9833858
968263.098649218,8.1350096e-05,79.19238,480.05,1.3498047e-06,4.092726157978177e-13,2.8214474,0.01,0.8273847,100,0.00011168078,4798.942770102911,55.39042134026911,968263.098649218,4.092726157978177e-13,53.52171,190.38882,35.442801796314484,0.5568947,0.034960404,2.8925703
1195098.2877515028,0.00017207829,49.358627,475.09,0.00044601652,4.4565240386873483e-13,47.656334,0.010000002,0.34720847,100,0.015486072,4749.269090598181,36.988054553933736,1195098.2877515028,4.4565240386873483e-13,257.993,200.5345,2.098356960500998,0.20744678,0.060518168,2.101242
968283.9912349457,9.103099e-05,77.863525,480.05,1.6320734e-10,9.094947017729283e-14,2.18676,0.01,0.96704274,100,1.5782847e-08,4798.994685567628,52.59816722667463,968283.9912349457,9.094947017729283e-14,52.74701,191.97455,45.72975650942178,0.851296,0.035541043,3.436971
1420759.5622114765,0.0002010613,60.116272,470.09,0.000955481,5.638867150992155e-13,nan,0.010000002,0.08355038,100,0.00798308,4699.237830410946,33.43914705599118,1420759.5622114765,5.638867150992155e-13,303.8386,233.47441,nan,0.014035415,0.075278744,0.62895674
1421871.589795326,0.00012711411,128.3937,470.08,4.7951977e-07,-3.092281986027956e-13,8807.936,0.009999999,0.8687835,100,4.1659885e-05,4699.411177520369,44.27855758062558,1421871.589795326,-3.092281986027956e-13,149.58406,279.10474,0.011353398247274797,0.9594379,0.040560577,3.5238361
1408740.6908287723,0.00014442217,127.65987,470.22,4.2005177e-11,3.092281986027956e-13,2.6174674,0.009999999,0.8404772,100,3.5304395e-09,4700.728868226475,41.15600488236979,1408740.6908287723,3.092281986027956e-13,107.198235,283.2602,38.204869283052055,1.020201,0.04233298,3.5579906
249916.85814846342,2.9539302e-05,0.44060135,495.01,1.0977831e-05,3.7289282772690056e-13,1.3534147,0.009999999,1.0375584,100,0.0011390141,4949.176393705814,77.37308487553767,249916.85814846342,3.7289282772690056e-13,16.977976,48.23911,73.88718575669643,0.3179987,0.01875436,1.9458743
968379.0657304,0.00012070947,44.71987,480.05,2.7742153e-05,9.094947017729283e-14,0.082539745,0.010000002,0.5283498,100,0.0014657562,4799.230176604927,45.557587963016225,968379.0657304,9.094947017729283e-14,242.25905,167.33774,1211.5375494988084,0.33696476,0.044939123,2.374358
492806.17785138276,6.0664443e-05,20.059624,490.04,1.3438756e-06,-1.2732925824820997e-13,1.6842852,0.009999999,1.0226694,100,0.00013743405,4899.35994722942,62.47742185473228,492806.17785138276,-1.2732925824820997e-13,48.811813,94.75402,59.372368850932084,0.63446075,0.025758,2.634192
1195231.5230619453,0.00015307927,91.02727,475.09,2.9380145e-15,1.4551915228366852e-13,3.4736466,0.01,0.96448195,100,2.8336619e-13,4749.5337974090035,39.75377225523537,1195231.5230619453,1.4551915228366852e-13,86.63367,236.85779,28.7881901475202,1.4239823,0.04450122,4.2920623
1853115.9164360904,0.00019235403,183.97581,460.13,5.216141e-15,-1.3642420526593923e-13,3.5670865,0.010000002,0.8757207,100,4.5678825e-13,4599.46157604576,34.43164233513561,1853115.9164360904,-1.3642420526593923e-13,133.01132,379.08777,28.03408360622921,1.4751375,0.061011232,5.34288
734528.1693720047,8.840584e-05,43.898094,485.03,9.273004e-10,1.4551915228366852e-13,1.9979659,0.01,1.0112748,100,9.3775554e-08,4848.942792009486,53.327135100889805,734528.1693720047,1.4551915228366852e-13,47.653446,142.60365,50.050903473255886,0.9041061,0.03242468,3.2790263
494725.4885343727,3.2118387e-05,28.826614,490.02,0.00012993708,3.092281986027956e-13,1.4150488,0.01,1.0571218,100,0.01373593,4898.890906761327,75.87413839765549,494725.4885343727,3.092281986027956e-13,24.65498,96.73866,70.66893900654492,0.3589251,0.020831589,2.2021525
1638507.8518170204,0.00024375755,124.938385,465.12,1.2358539e-08,4.18367562815547e-13,nan,0.01,0.47137478,100,5.8255034e-07,4649.438631783448,29.298020276928355,1638507.8518170204,4.18367562815547e-13,135.72125,323.83008,nan,0.5416151,0.0647843,3.0537686
1196060.3924358927,0.00016544426,81.40166,475.08,3.402735e-12,-1.9099388737231492e-13,11.426907,0.010000002,1.0747665,100,3.6571457e-10,4749.180155154289,37.90896887352312,1196060.3924358927,-1.9099388737231492e-13,123.14506,230.79013,8.751274831037941,1.9110854,0.05012514,5.3872824
1197021.8618522452,0.00020957262,68.97569,475.07,5.348641e-10,-6.366462912410498e-14,3.995426,0.01,0.79515463,100,4.252997e-08,4749.090260913427,32.52277171709224,1197021.8618522452,-6.366462912410498e-14,134.02234,230.32562,25.02862060584564,1.3250666,0.059436746,4.7261405
967305.5740726542,0.00011302381,66.4256,480.06,8.101439e-09,3.4560798667371273e-13,2.9113564,0.01,1.0798765,100,8.7485535e-07,4799.064925702263,47.193504413521275,967305.5740726542,3.4560798667371273e-13,94.147934,186.83273,34.34825029067782,1.3180083,0.034838025,3.7620766
2256427.4911390375,0.00022303424,252.04971,450.27,8.4444076e-17,-6.366462912410498e-14,nan,0.010000002,0.42040503,100,3.5500716e-15,4500.6162531536675,31.171688424956,2256427.4911390375,-6.366462912410498e-14,133.8571,478.32755,nan,0.39419165,0.06313111,2.6540637
1854906.340305831,0.000286526,133.52428,460.11,1.2174301e-07,2.091837814077735e-13,1.08492685e-11,0.01,0.21234737,100,2.585181e-06,4599.18447369121,26.064694029407715,1854906.340305831,2.091837814077735e-13,257.03427,357.88467,9217211252853.37,0.12919861,0.069471814,1.4752158
1628353.9283484027,0.00024837884,110.56996,465.23,2.401154e-12,-7.09405867382884e-13,nan,0.01,0.43023127,100,1.03305156e-10,4650.505416205302,28.910503512001014,1628353.9283484027,-7.09405867382884e-13,237.47928,310.16885,nan,0.45974666,0.06507226,2.7996123
969248.554416063,5.200131e-05,94.32251,480.04,3.4447098e-08,4.5474735088646414e-14,1.5741931,0.01,1.121925,100,3.864706e-06,4798.890021090876,66.01474680083486,969248.554416063,4.5474735088646414e-14,32.749584,196.2306,63.52460745084792,0.6545487,0.019492451,2.1869068
1641291.6343502598,0.00024137067,105.77132,465.09,2.4620556e-07,3.092281986027956e-13,nan,0.01,0.15006474,100,3.6946772e-06,4649.103310437776,29.50226825670357,1641291.6343502598,3.092281986027956e-13,337.47498,304.14163,nan,0.054355282,0.057985757,0.8701617
1418807.5589065452,0.00025143093,97.173004,470.11,2.4143028e-16,1.2005330063402653e-12,0.65170515,0.010000002,0.5843775,100,1.4108644e-14,4699.340330372395,28.660141901473377,1418807.5589065452,1.2005330063402653e-12,93.320984,284.299,153.44362498740145,0.8586294,0.059140977,3.456066
734471.5420542426,0.00011036869,36.62776,485.03,2.4406925e-06,8.549250196665525e-13,4.5641274,0.01,0.84732026,100,0.00020680482,4848.7558517245725,47.7863016030067,734471.5420542426,8.549250196665525e-13,57.01596,140.89487,21.90999291764059,0.79239374,0.04023514,3.4092047
731531.6171105194,7.641164e-05,7.4428864,485.06,0.0007136427,5.638867150992155e-13,0.013264826,0.009999999,0.209245,100,0.014932617,4849.023278294175,56.9322036837691,731531.6171105194,5.638867150992155e-13,313.53473,102.77716,7538.734639996439,0.033455666,0.043859158,0.9177309
1628273.172460254,0.00013877386,164.28012,465.23,1.1273942e-09,-1.0004441719502211e-13,5.128992,0.010000003,0.9676859,100,1.0909634e-07,4650.39048890802,42.12545622645428,1628273.172460254,-1.0004441719502211e-13,117.64539,329.62958,19.49700807231053,1.2995005,0.0503361,4.870953
2229887.7238945393,0.00048418422,148.30182,450.57,1.1254407e-06,-6.730260793119669e-13,4.2540735e-13,0.01,0.414082,100,4.6602472e-05,4503.45172456884,17.2609508820231,2229887.7238945393,-6.730260793119669e-13,208.15283,450.5897,235068811480589.62,0.830201,0.092024185,3.810556
967206.720020591,0.0001035036,68.485954,480.06,5.4827347e-06,-3.2741809263825415e-13,2.3576317,0.010000002,1.0120113,100,0.00055485894,4798.820078046553,49.39038284313868,967206.720020591,-3.2741809263825415e-13,92.711754,186.17879,42.415446274426046,1.0600495,0.038492654,3.8955
1405660.6643199325,6.7975874e-05,160.4444,470.25,2.6954394e-06,-7.73070496506989e-13,1.7264446,0.010000002,1.0217826,100,0.0002754153,4700.5875234921,59.774244452636616,1405660.6643199325,-7.73070496506989e-13,51.280815,289.41617,57.92250726343792,0.709695,0.027625531,2.8227286
968193.8304680852,0.00012355734,64.4506,480.05,7.506095e-07,1.8189894035458565e-14,4.643297,0.010000002,0.7136731,100,5.356898e-05,4798.771756622476,44.979855468030344,968193.8304680852,1.8189894035458565e-14,76.25102,187.84166,21.53642030458938,0.6293137,0.041928,2.9922886
1184671.5500634478,0.00019663307,82.13652,475.2,4.381804e-20,1.1550582712516189e-12,2.9766152,0.01,0.9108827,100,3.99131e-18,4750.221838472371,33.93664097119374,1184671.5500634478,1.1550582712516189e-12,75.77374,239.27266,33.59520582941104,1.6314793,0.046790957,4.2621074
2064289.6803409047,0.00042613441,139.98639,455.12,4.6646038e-37,-8.185452315956354e-13,8.636017,0.01,0.6411419,100,2.990673e-35,4549.041007879258,19.16175083828538,2064289.6803409047,-8.185452315956354e-13,245.03668,416.031,11.579412336342916,1.7516805,0.09889553,6.3406067
1420612.0369923925,0.0001032111,150.19333,470.09,7.751491e-16,-2.6375346351414917e-13,2.8225737,0.01,0.9074358,100,7.0339805e-14,4698.993732468785,49.46112656521371,1420612.0369923925,-2.6375346351414917e-13,43.00792,292.72693,35.428659082746364,0.8498811,0.035840746,3.2523174
732488.9663504891,0.000117680676,35.296448,485.05,1.1779464e-09,3.7289282772690056e-13,159.96484,0.010000002,0.8119174,100,9.563952e-08,4848.857932039156,46.18854833724749,732488.9663504891,3.7289282772690056e-13,84.72089,141.20839,0.6251373592830456,0.7757626,0.034685504,2.8161764
2062449.2754361916,0.00024759874,202.23186,455.14,1.1975456e-12,-3.092281986027956e-13,8.149289,0.01,0.68367904,100,8.187369e-11,4549.231961934827,28.975197868251733,2062449.2754361916,-3.092281986027956e-13,134.302,426.61487,12.271008966607837,1.1573187,0.06175224,4.2218714
2052505.3705690645,0.00029744566,179.18246,455.25,1.160051e-16,5.820766091346741e-13,nan,0.010000002,0.34475222,100,3.999302e-15,4550.320540813654,25.350387179562937,2052505.3705690645,5.820766091346741e-13,270.41287,418.49274,nan,0.35352644,0.067083865,2.3127313
2052499.9218658889,0.00018650808,226.69044,455.25,5.387182e-16,-7.003109203651548e-13,nan,0.01,0.7120669,100,3.836034e-14,4550.286698832895,35.13172588877708,2052499.9218658889,-7.003109203651548e-13,102.208664,429.97452,nan,0.9456693,0.04921479,3.5044224
1854738.946472343,0.00023499492,176.12152,460.11,2.56053e-10,3.4560798667371273e-13,7.104229,0.010000002,0.4458256,100,1.1415499e-08,4598.977488156102,30.062080498521244,1854738.946472343,3.4560798667371273e-13,96.14454,385.0239,14.076122880411699,0.46707708,0.052289255,2.331189
967215.6981324225,0.000112334325,66.118675,480.06,9.189231e-11,2.7284841053187846e-13,2.1831937,0.01,0.9996336,100,9.1858645e-09,4798.842749783276,47.34601883675728,967215.6981324225,2.7284841053187846e-13,85.13166,186.32616,45.8044564484047,1.1225203,0.035471383,3.5458388
720930.1143520497,0.00012687112,32.566246,485.17,1.5097344e-12,7.73070496506989e-13,11.9713955,0.009999999,0.7682306,100,1.1598241e-10,4850.030545867336,44.32577687273145,720930.1143520497,7.73070496506989e-13,63.195423,139.82433,8.353245038324953,0.7487657,0.03635551,2.7929416
1641138.6419512536,0.00014672925,173.77689,465.09,4.109472e-24,-6.821210263296962e-13,2.9780767,0.01,1.2165416,100,4.9993435e-22,4648.887072207071,40.772732806174076,1641138.6419512536,-6.821210263296962e-13,51.952312,342.5096,33.57871881574505,2.1715539,0.034879632,4.2432523
1420616.2229598237,0.00016459219,124.36377,470.09,1.8083142e-21,-2.6375346351414917e-13,3.137671,0.01,1.0570033,100,1.9113939e-19,4699.0008111014995,38.03059069348492,1420616.2229598237,-2.6375346351414917e-13,88.725136,286.91245,31.87077300247273,1.8389157,0.048479043,5.1242504
1393059.7260560342,0.00017476511,120.14987,470.39,3.0472125e-23,8.003553375601769e-13,4.864737,0.01,1.207115,100,3.678336e-21,4701.992130747903,36.62769669769769,1393059.7260560342,8.003553375601769e-13,79.75484,284.1679,20.556095695265668,2.546549,0.047647037,5.751546
1854779.2264691147,0.0002768809,153.04102,460.11,1.1925827e-13,-6.548361852765083e-13,nan,0.01,0.6608547,100,7.881239e-12,4599.027340290809,26.72995691920236,1854779.2264691147,-6.548361852765083e-13,141.24425,374.5843,nan,1.2092192,0.064047195,4.2325892
2181265.2222057027,0.0003309635,215.38614,451.19,6.36803e-14,1.546140993013978e-13,0.40254915,0.01,0.41101924,100,2.617383e-12,4509.638604023914,23.383392599328907,2181265.2222057027,1.546140993013978e-13,107.1184,472.25528,248.41687181487237,0.55911934,0.06568953,2.699966
1641133.9989113414,0.00017020336,152.81148,465.09,2.535202e-12,-3.0013325158506633e-13,3.9491382,0.01,1.120319,100,2.840235e-10,4648.88035779959,37.24375972875476,1641133.9989113414,-3.0013325158506633e-13,136.15416,329.35703,25.321980602860947,2.1362474,0.049266834,5.519457
1407553.5559910913,0.0001588892,85.17563,470.23,1.868338e-07,-4.092726157978177e-13,0.024295874,0.01,0.3824143,100,7.144792e-06,4700.3380565592,38.86509313250279,1407553.5559910913,-4.092726157978177e-13,338.37265,245.22873,4115.9252080000315,0.23236069,0.05959436,2.2789736
1196902.803524416,0.00023587795,52.48764,475.07,3.8091738e-08,-7.09405867382884e-13,82.40054,0.010000002,0.7944388,100,3.0261554e-06,4748.854537083028,29.98328072155402,1196902.803524416,-7.09405867382884e-13,198.84077,220.52324,1.2135842325898178,1.4887036,0.06918312,5.4961753
493686.3946845095,8.695273e-05,-5.629204,490.03,0.0018083855,-7.185008144006133e-13,0.12757087,0.01,0.4566283,100,0.082576,4898.730862677528,53.73939463518496,493686.3946845095,-7.185008144006133e-13,178.47456,74.981125,783.8780274019709,0.18130462,0.040253766,1.8381009
1183665.9403157546,0.00019298117,66.7124,475.21,1.1174444e-11,5.002220859751106e-13,6.4070766e-05,0.01,0.058961153,100,6.588581e-11,4750.274213734913,34.358202073939516,1183665.9403157546,5.002220859751106e-13,151.28255,222.81528,1560774.2274966133,0.0067088315,0.05115763,0.3016313
1171405.5198373883,0.00014685147,75.303635,475.34,3.2400594e-26,3.637978807091713e-13,nan,0.01,0.72139627,100,2.3373667e-24,4751.539346167568,40.75262673015354,1171405.5198373883,3.637978807091713e-13,250.45995,217.8931,nan,0.76423347,0.047071658,3.3957317
2266878.781681446,0.00021132176,246.92291,450.15,3.4699333e-08,-7.185008144006133e-13,3.5414083,0.010000002,0.7831604,100,2.7175142e-06,4499.193800284319,32.34062982305725,2266878.781681446,-7.185008144006133e-13,146.61046,469.58765,28.237354046047518,1.2961214,0.05635746,4.413693
2047946.7868426514,0.0001768107,213.70836,455.3,2.0677233e-09,3.637978807091713e-13,2.6612322,0.009999999,0.918713,100,1.8996442e-07,4550.756913888331,36.35800219551822,2047946.7868426514,3.637978807091713e-13,188.452,413.3131,37.576577781596285,1.4923418,0.050335936,4.624428
1853752.164318868,0.00018670518,191.7433,460.12,5.1659644e-26,-6.184563972055912e-13,3.3984807,0.01,0.90064883,100,4.6527198e-24,4599.0019261670295,35.10765974170977,1853752.164318868,-6.184563972055912e-13,70.30081,385.00085,29.424913715274332,1.5144932,0.056341425,5.0743837
1420521.3291296405,0.00010228317,147.01253,470.09,4.1586774e-09,-9.185896487906575e-13,2.615523,0.01,0.90153116,100,3.749177e-07,4698.844076055683,49.68688314798862,1420521.3291296405,-9.185896487906575e-13,82.06117,289.2174,38.233269667490376,0.83131504,0.037585378,3.388439
1408417.7028014087,0.00021759416,101.39926,470.22,4.2951826e-13,-1.0004441719502211e-13,3.7834985,0.009999999,0.76448715,100,3.283612e-11,4700.148098787505,31.703940498927338,1408417.7028014087,-1.0004441719502211e-13,117.15911,278.6633,26.43056401974574,1.2717086,0.05452247,4.168173
1599516.7702905978,0.00028760577,110.15721,465.54,4.988608e-17,,1020.73474,0.01,1.0397183,100,5.186747e-15,4653.289935309992,25.992277220352054,1599516.7702905978,,192.34276,318.79062,0.09796864548899951,3.1090586,0.061119728,6.3547297
248851.70148460212,4.6475016e-05,-2.864933,495.02,2.9190156e-08,-5.093170329928399e-13,1.5752376,0.009999999,1.0818493,100,3.1579352e-06,4948.599928527078,68.48834207181362,248851.70148460212,-5.093170329928399e-13,20.894634,47.831055,63.482485424038394,0.54394263,0.021035235,2.2756956
1638289.1814908322,0.00016368546,29.17035,465.12,0.0010845133,-1.0004441719502211e-13,nan,0.009999999,0.08870936,100,0.009620648,4649.129013452617,38.16086054938087,1638289.1814908322,-1.0004441719502211e-13,644.42505,203.43036,nan,0.012880982,0.063312046,0.5616371
1392157.6130472464,0.00013238129,133.55049,470.4,1.3517801e-09,-2.4556356947869064e-13,3.07424,0.01,1.6831453,100,2.2752424e-07,4701.971324150505,43.27927519863309,1392157.6130472464,-2.4556356947869064e-13,121.84451,284.39023,32.5283650593747,3.7503333,0.033251204,5.5966606
1125255.8063105505,0.00013005616,92.84477,475.84,1.9932634e-11,-9.094947017729283e-15,2.4055445,0.01,1.0348806,100,2.0627897e-09,4756.459498545345,43.71477602818287,1125255.8063105505,-9.094947017729283e-15,141.7835,227.77927,41.57062951548552,1.3928728,0.039058946,4.042135
1649146.0478175858,0.00019203943,169.1516,462.85,4.434508e-19,6.411937647499144e-13,3.8277724,0.01,1.0274,100,4.5560132e-17,4626.267309547212,34.46860760856405,1649146.0478175858,6.411937647499144e-13,110.93994,353.11404,26.12485542522657,2.0270736,0.04809151,4.9409213
1352596.225110282,0.0001797604,107.71675,470.85,,-4.911271389573813e-13,nan,0.01,2.754563,100,,4706.464561147624,35.976029664271294,1352596.225110282,-4.911271389573813e-13,129.4085,270.79233,nan,13.639534,0.048267316,13.295536
1938575.3412557808,0.00030574467,146.3973,456.54,9.369625e-14,-5.275069270282983e-13,nan,0.01,0.41217953,100,3.8619676e-12,4563.141445993038,24.833170181203567,1938575.3412557808,-5.275069270282983e-13,376.0394,381.3805,nan,0.5194356,0.079330415,3.2698374
1839178.8290544492,0.00018166866,188.31898,460.28,5.3632443e-10,7.09405867382884e-13,2.9921947,0.01,0.94607323,100,5.074022e-08,4600.59142863003,35.733181386094984,1839178.8290544492,7.09405867382884e-13,96.61421,379.12308,33.42028564703565,1.6260334,0.054839414,5.18821
1553641.6785964388,0.0002333267,127.86519,466.08,2.6997028e-11,-1.1823431123048067e-13,17.053488,0.010000002,0.9407387,100,2.5397149e-09,4658.677673141556,30.212079825349477,1553641.6785964388,-1.1823431123048067e-13,167.26744,318.58536,5.863903109058232,2.064916,0.053796284,5.0608244
