VarNormIw,AvgEpLen,ESSRenyi,EpsThisIter,AvgVanillaIw,MinNormIw,ESSClassic,VarDiscRet,Delta,AvgRet,J,AvgDiscRet,AvgNormIw,MinVanillaIw,BatchSize,VanillaAvgRet,eRenyi2,MaxVanillaIw,Bound,VarVanillaIw,MaxNormIw,VarJ,IterType,VarRet
3.50449e-18,500.0,400.0,100,1.0,0.01,100.0,9076.0477911,0.9,-1118.26592348,-1118.27,-1118.26592348,0.01,1.0,400,-1118.26592348,1.0,1.0,-1167.82,,0.01,94.7908,2,9076.0477911
2.1793e-19,500.0,400.0,100,1.0,0.005,200.000000102,24558.7043321,0.9,-1107.98469548,-1113.13,-1107.98469548,0.005,1.0,400,-1107.98469548,1.0,1.0,-1159.33,,0.005,129.134,2,24558.7043321
5.43914e-20,500.0,400.0,100,1.0,0.00333333,299.999969474,25747.7360447,0.9,-1093.2685928,-1106.51,-1093.2685928,0.00333333,1.0,400,-1093.2685928,1.0,1.0,-1144.99,,0.00333333,140.362,2,25747.7360447
0.00034297,500.0,12.106746866,100,1.42517,1.58237e-16,7.17643218586,21066.3826243,0.9,-1102.25951325,-763.031,-1102.25951325,0.0025,9.02062e-14,400,-1102.25951325,33.0394,144.738,-954.619,111.458,0.253896,1010.88,1,21066.3826243
3.50449e-18,500.0,400.0,100,1.0,0.01,100.0,97980.4690008,0.9,-968.443328487,-968.443,-968.443328487,0.01,1.0,400,-968.443328487,1.0,1.0,-1033.8,,0.01,311.449,2,97980.4690008
2.1793e-19,500.0,400.0,100,1.0,0.005,200.000000102,127469.433127,0.9,-1007.93259236,-988.188,-1007.93259236,0.005,1.0,400,-1007.93259236,1.0,1.0,-1034.77,,0.005,334.645,2,127469.433127
5.43914e-20,500.0,400.0,100,1.0,0.00333333,299.999969474,82121.9498523,0.9,-942.181499567,-972.852,-942.181499567,0.00333333,1.0,400,-942.181499567,1.0,1.0,-1010.89,,0.00333333,319.733,2,82121.9498523
0.00240918,500.0,nan,100,2.82328e+10,6.11792e-16,1.03760111995,105669.011472,0.9,-1102.25951325,-1161.7,-980.402853928,0.0025,0.00690903,500,-1102.25951325,nan,1.10857e+13,-inf,3.07252e+23,0.981636,9.4599,,21066.3826243
7.63334e-05,500.0,45.9768623138,100,1.22085,1.96632e-12,24.9436645485,30090.3127894,0.9,-1129.81013519,-882.777,-1129.81013519,0.002,1.20029e-09,500,-1129.81013519,10.875,102.654,-981.09,28.4431,0.168169,1117.5,1,30090.3127894
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,80197.6136824,0.9,-940.63600088,-940.636,-940.63600088,0.01,1.0,500,-940.63600088,1.0,1.0,-1006.0,,0.01,281.772,2,80197.6136824
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,104913.980048,0.9,-956.109228516,-948.373,-956.109228516,0.005,1.0,500,-956.109228516,1.0,1.0,-994.612,,0.005,302.804,2,104913.980048
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,97348.092088,0.9,-995.489097885,-964.078,-995.489097885,0.00333333,1.0,500,-995.489097885,1.0,1.0,-1001.83,,0.00333333,306.178,2,97348.092088
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,103930.416192,0.9,-957.625171398,-962.465,-957.625171398,0.0025,1.0,500,-957.625171398,1.0,1.0,-995.161,,0.0025,309.902,2,103930.416192
6.00254e-05,500.0,42.1587342023,100,1.1402,2.76108e-24,31.2962887248,73992.0022786,0.9,-955.634702841,-634.606,-955.634702841,0.002,1.57409e-21,500,-955.634702841,11.8599,46.677,-735.381,19.509,0.0818753,290.294,1,73992.0022786
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,90498.9962415,0.9,-739.786862968,-739.787,-739.786862968,0.01,1.0,500,-739.786862968,1.0,1.0,-805.169,,0.01,299.323,2,90498.9962415
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,48199.917051,0.9,-718.004131463,-728.896,-718.004131463,0.005,1.0,500,-718.004131463,1.0,1.0,-775.128,,0.005,262.249,2,48199.917051
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,49045.7834215,0.9,-693.005105547,-716.932,-693.005105547,0.00333333,1.0,500,-693.005105547,1.0,1.0,-754.68,,0.00333333,249.642,2,49045.7834215
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,87967.5292745,0.9,-730.19842967,-720.249,-730.19842967,0.0025,1.0,500,-730.19842967,1.0,1.0,-752.94,,0.0025,261.812,2,87967.5292745
1.39632e-05,500.0,113.560145476,100,1.03186,3.14816e-10,111.512007453,59035.11484,0.9,-708.673882825,-623.156,-708.673882825,0.002,1.62423e-07,500,-708.673882825,4.40295,15.9223,-684.511,3.71677,0.0308613,180.263,1,59035.11484
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,25320.3085839,0.9,-632.998102349,-632.998,-632.998102349,0.01,1.0,500,-632.998102349,1.0,1.0,-698.318,,0.01,158.326,2,25320.3085839
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,38170.5735636,0.9,-653.289873444,-643.144,-653.289873444,0.005,1.0,500,-653.289873444,1.0,1.0,-689.355,,0.005,177.569,2,38170.5735636
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,6116.48288496,0.9,-630.674293071,-638.987,-630.674293071,0.00333333,1.0,500,-630.674293071,1.0,1.0,-676.719,,0.00333333,151.9,2,6116.48288496
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2706.48681429,0.9,-610.875706229,-631.959,-610.875706229,0.0025,1.0,500,-610.875706229,1.0,1.0,-664.636,,0.0025,134.623,2,2706.48681429
4.1614e-06,500.0,249.932932969,100,0.986219,4.77059e-07,245.30613968,20613.2283637,0.9,-624.63727009,-598.348,-624.63727009,0.002,0.000235242,500,-624.63727009,2.00054,6.47567,-639.688,1.01187,0.0131323,68.991,1,20613.2283637
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2828.85540328,0.9,-597.086346092,-597.086,-597.086346092,0.01,1.0,500,-597.086346092,1.0,1.0,-621.704,,0.01,52.9204,2,2828.85540328
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,16554.8463027,0.9,-614.451573077,-605.769,-614.451573077,0.005,1.0,500,-614.451573077,1.0,1.0,-647.336,,0.005,98.3378,2,16554.8463027
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,4081.70538971,0.9,-600.071616567,-603.87,-600.071616567,0.00333333,1.0,500,-600.071616567,1.0,1.0,-637.809,,0.00333333,88.3236,2,4081.70538971
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,3224.42405868,0.9,-602.094870183,-603.426,-602.094870183,0.0025,1.0,500,-602.094870183,1.0,1.0,-632.818,,0.0025,81.544,2,3224.42405868
3.23331e-06,500.0,280.600910729,100,1.07014,1.55971e-07,276.746175758,3818.2687425,0.9,-604.324474401,-586.271,-604.324474401,0.002,8.34553e-05,500,-604.324474401,1.78189,5.388,-621.363,0.925699,0.0100697,66.9619,1,3818.2687425
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2085.50743201,0.9,-585.737281969,-585.737,-585.737281969,0.01,1.0,500,-585.737281969,1.0,1.0,-609.264,,0.01,45.4384,2,2085.50743201
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2324.47684232,0.9,-582.401954395,-584.07,-582.401954395,0.005,1.0,500,-582.401954395,1.0,1.0,-603.335,,0.005,46.7517,2,2324.47684232
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,21627.8863684,0.9,-603.315544808,-590.485,-603.315544808,0.00333333,1.0,500,-603.315544808,1.0,1.0,-628.221,,0.00333333,93.1486,2,21627.8863684
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2849.38708116,0.9,-581.720183407,-588.294,-581.720183407,0.0025,1.0,500,-581.720183407,1.0,1.0,-620.974,,0.0025,85.0125,2,2849.38708116
2.8951e-06,500.0,288.819455132,100,0.974328,3.76054e-06,290.304920856,2884.57360235,0.9,-586.379779573,-571.207,-586.379779573,0.002,0.001832,500,-586.379779573,1.73119,4.15409,-609.666,0.687089,0.00852709,70.5078,1,2884.57360235
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1685.75100574,0.9,-572.821625721,-572.822,-572.821625721,0.01,1.0,500,-572.821625721,1.0,1.0,-596.891,,0.01,40.8521,2,1685.75100574
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2211.9280873,0.9,-572.355635314,-572.589,-572.355635314,0.005,1.0,500,-572.355635314,1.0,1.0,-589.608,,0.005,43.925,2,2211.9280873
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,21103.3200271,0.9,-583.346343743,-576.175,-583.346343743,0.00333333,1.0,500,-583.346343743,1.0,1.0,-613.923,,0.00333333,90.973,2,21103.3200271
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2394.10222056,0.9,-574.994650606,-575.88,-574.994650606,0.0025,1.0,500,-574.994650606,1.0,1.0,-608.571,,0.0025,82.4613,2,2394.10222056
2.42704e-06,500.0,321.633762687,100,1.02188,1.07748e-05,311.42029189,2183.15543916,0.9,-572.928536926,-559.367,-572.928536926,0.002,0.00550526,500,-572.928536926,1.55456,3.68778,-595.823,0.633598,0.00721766,52.8222,1,2183.15543916
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1195.56341248,0.9,-553.728199541,-553.728,-553.728199541,0.01,1.0,500,-553.728199541,1.0,1.0,-575.457,,0.01,34.4036,2,1195.56341248
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,1754.209077,0.9,-565.120679723,-559.424,-565.120679723,0.005,1.0,500,-565.120679723,1.0,1.0,-574.93,,0.005,38.634,2,1754.209077
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1816.29701694,0.9,-560.555524467,-559.801,-560.555524467,0.00333333,1.0,500,-560.555524467,1.0,1.0,-572.462,,0.00333333,39.9339,2,1816.29701694
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1400.99419804,0.9,-562.008737468,-560.353,-562.008737468,0.0025,1.0,500,-562.008737468,1.0,1.0,-571.317,,0.0025,39.2899,2,1400.99419804
0.000138075,500.0,61.5619600142,100,1.44917,1.52427e-07,14.1044433179,1595.05987017,0.9,-573.448302616,-524.506,-573.448302616,0.002,0.000110447,500,-573.448302616,8.1219,167.626,-554.975,72.4928,0.231341,250.673,1,1595.05987017
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1332.45967957,0.9,-545.946782266,-545.947,-545.946782266,0.01,1.0,500,-545.946782266,1.0,1.0,-567.356,,0.01,36.3199,2,1332.45967957
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,1943.97882517,0.9,-550.8029404,-548.375,-550.8029404,0.005,1.0,500,-550.8029404,1.0,1.0,-564.0,,0.005,40.3452,2,1943.97882517
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1320.43439629,0.9,-553.918656052,-550.223,-553.918656052,0.00333333,1.0,500,-553.918656052,1.0,1.0,-563.174,,0.00333333,39.0862,2,1320.43439629
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1754.2449554,0.9,-541.882794017,-548.138,-541.882794017,0.0025,1.0,500,-541.882794017,1.0,1.0,-559.354,,0.0025,39.9126,2,1754.2449554
7.40934e-05,500.0,41.3364784362,100,1.43684,1.79296e-10,25.6590476933,1699.31245203,0.9,-548.373535572,-500.574,-548.373535572,0.002,1.28809e-07,500,-548.373535572,12.0959,99.0963,-535.465,38.2415,0.137937,210.366,1,1699.31245203
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2064.75967283,0.9,-523.811845794,-523.812,-523.811845794,0.01,1.0,500,-523.811845794,1.0,1.0,-544.926,,0.01,45.2119,2,2064.75967283
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2007.56990875,0.9,-519.353576722,-521.583,-519.353576722,0.005,1.0,500,-519.353576722,1.0,1.0,-536.513,,0.005,44.953,2,2007.56990875
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,2208.56225461,0.9,-518.000353162,-520.389,-518.000353162,0.00333333,1.0,500,-518.000353162,1.0,1.0,-532.756,,0.00333333,45.5945,2,2208.56225461
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1474.22615166,0.9,-529.966369365,-522.783,-529.966369365,0.0025,1.0,500,-529.966369365,1.0,1.0,-533.494,,0.0025,44.0592,2,1474.22615166
4.27662e-05,500.0,54.3355935509,100,1.05119,1.93287e-17,42.8443022561,1449.70295641,0.9,-522.168524501,-481.195,-522.168524501,0.002,1.0159e-14,500,-522.168524501,9.20207,38.4847,-510.255,11.8141,0.0732214,138.971,1,1449.70295641
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1565.97853048,0.9,-503.308663736,-503.309,-503.308663736,0.01,1.0,500,-503.308663736,1.0,1.0,-524.255,,0.01,39.3741,2,1565.97853048
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,1290.94206174,0.9,-502.788316758,-503.048,-502.788316758,0.005,1.0,500,-502.788316758,1.0,1.0,-517.86,,0.005,37.6064,2,1290.94206174
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1670.38031103,0.9,-507.768920164,-504.622,-507.768920164,0.00333333,1.0,500,-507.768920164,1.0,1.0,-516.715,,0.00333333,38.717,2,1670.38031103
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1821.54130537,0.9,-509.121769342,-505.747,-509.121769342,0.0025,1.0,500,-509.121769342,1.0,1.0,-516.535,,0.0025,39.7352,2,1821.54130537
1.29061e-05,500.0,140.683855105,100,0.938518,5.00727e-11,118.481607357,1932.25096456,0.9,-513.511511868,-489.904,-513.511511868,0.002,2.3497e-08,500,-513.511511868,3.55407,15.0786,-508.095,2.84197,0.0321327,71.1507,1,1932.25096456
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1652.71051162,0.9,-494.34571903,-494.346,-494.34571903,0.01,1.0,500,-494.34571903,1.0,1.0,-514.662,,0.01,40.4498,2,1652.71051162
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2092.60385061,0.9,-497.779863821,-496.063,-497.779863821,0.005,1.0,500,-497.779863821,1.0,1.0,-510.746,,0.005,43.0915,2,2092.60385061
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1902.00332859,0.9,-490.112286624,-494.079,-490.112286624,0.00333333,1.0,500,-490.112286624,1.0,1.0,-506.426,,0.00333333,43.2834,2,1902.00332859
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1575.53241986,0.9,-492.965412831,-493.801,-492.965412831,0.0025,1.0,500,-492.965412831,1.0,1.0,-504.494,,0.0025,42.3706,2,1575.53241986
5.89098e-05,500.0,50.2127121615,100,1.07615,8.28203e-15,31.8512137839,1750.30082091,0.9,-490.495918814,-458.141,-490.495918814,0.002,4.45636e-12,500,-490.495918814,9.95764,63.7278,-488.32,17.0559,0.118436,129.223,1,1750.30082091
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1892.68661018,0.9,-480.764189714,-480.764,-480.764189714,0.01,1.0,500,-480.764189714,1.0,1.0,-501.617,,0.01,43.2869,2,1892.68661018
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,1900.30437496,0.9,-483.269111742,-482.017,-483.269111742,0.005,1.0,500,-483.269111742,1.0,1.0,-496.762,,0.005,43.3486,2,1900.30437496
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,2207.78831343,0.9,-492.241685825,-485.425,-492.241685825,0.00333333,1.0,500,-492.241685825,1.0,1.0,-499.156,,0.00333333,44.772,2,2207.78831343
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2235.94804814,0.9,-475.008356008,-482.821,-475.008356008,0.0025,1.0,500,-475.008356008,1.0,1.0,-494.712,,0.0025,45.5757,2,2235.94804814
7.51816e-05,500.0,139.246278735,100,1.20567,1.62392e-06,25.3064258202,2358.04148642,0.9,-479.327248084,-465.728,-479.327248084,0.002,0.000978952,500,-479.327248084,3.59076,114.446,-485.883,27.3216,0.189847,170.335,1,2358.04148642
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1923.27934245,0.9,-482.242044553,-482.242,-482.242044553,0.01,1.0,500,-482.242044553,1.0,1.0,-501.997,,0.01,43.6354,2,1923.27934245
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,1715.86422534,0.9,-476.510893743,-479.376,-476.510893743,0.005,1.0,500,-476.510893743,1.0,1.0,-493.345,,0.005,42.5392,2,1715.86422534
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1751.56363784,0.9,-480.914943669,-479.889,-480.914943669,0.00333333,1.0,500,-480.914943669,1.0,1.0,-491.865,,0.00333333,42.2485,2,1751.56363784
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1860.42586818,0.9,-486.51871149,-481.547,-486.51871149,0.0025,1.0,500,-486.51871149,1.0,1.0,-491.918,,0.0025,42.5135,2,1860.42586818
7.32079e-05,500.0,55.4419947985,100,0.891492,1.24561e-13,25.953320294,1641.51244096,0.9,-477.47214392,-452.273,-477.47214392,0.002,5.55224e-11,500,-477.47214392,9.01843,75.9793,-480.131,14.5456,0.170454,239.235,1,1641.51244096
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2064.07706722,0.9,-477.955394519,-477.955,-477.955394519,0.01,1.0,500,-477.955394519,1.0,1.0,-499.052,,0.01,45.2044,2,2064.07706722
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2224.00825847,0.9,-481.259003342,-479.607,-481.259003342,0.005,1.0,500,-481.259003342,1.0,1.0,-494.525,,0.005,46.1013,2,2224.00825847
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1430.15079224,0.9,-474.998576044,-478.071,-474.998576044,0.00333333,1.0,500,-474.998576044,1.0,1.0,-490.251,,0.00333333,43.515,2,1430.15079224
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1971.95435281,0.9,-477.389121923,-477.901,-477.389121923,0.0025,1.0,500,-477.389121923,1.0,1.0,-488.449,,0.0025,43.6842,2,1971.95435281
2.04284e-06,500.0,315.089278591,100,1.00175,1.98167e-05,331.194357256,2503.92760781,0.9,-482.059355202,-472.147,-482.059355202,0.002,0.00992572,500,-482.059355202,1.58685,3.83485,-484.031,0.512501,0.00765628,50.8525,1,2503.92760781
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2251.47221814,0.9,-481.698131798,-481.698,-481.698131798,0.01,1.0,500,-481.698131798,1.0,1.0,-502.415,,0.01,47.2118,2,2251.47221814
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2114.51505649,0.9,-481.85241425,-481.775,-481.85241425,0.005,1.0,500,-481.85241425,1.0,1.0,-496.425,,0.005,46.4884,2,2114.51505649
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,2204.72542905,0.9,-480.148437301,-481.233,-480.148437301,0.00333333,1.0,500,-480.148437301,1.0,1.0,-493.194,,0.00333333,46.5717,2,2204.72542905
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2005.25673329,0.9,-479.824408969,-480.881,-479.824408969,0.0025,1.0,500,-479.824408969,1.0,1.0,-491.24,,0.0025,46.08,2,2005.25673329
6.87123e-05,500.0,38.6185199156,100,0.902261,4.52412e-33,27.5577400364,2072.86944951,0.9,-479.965771172,-442.061,-479.965771172,0.002,2.04097e-30,500,-479.965771172,12.9472,40.8808,-475.398,13.9842,0.0906187,145.604,1,2072.86944951
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2273.25692184,0.9,-470.502150141,-470.502,-470.502150141,0.01,1.0,500,-470.502150141,1.0,1.0,-491.062,,0.01,47.4397,2,2273.25692184
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,1453.41730705,0.9,-469.526816123,-470.014,-469.526816123,0.005,1.0,500,-469.526816123,1.0,1.0,-484.553,,0.005,42.9528,2,1453.41730705
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,2275.19752435,0.9,-476.556631541,-472.195,-476.556631541,0.00333333,1.0,500,-476.556631541,1.0,1.0,-484.687,,0.00333333,44.6126,2,2275.19752435
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,1570.70446274,0.9,-461.315116743,-469.475,-461.315116743,0.0025,1.0,500,-461.315116743,1.0,1.0,-480.293,,0.0025,43.631,2,1570.70446274
4.21789e-06,500.0,241.480762794,100,0.968781,2.04236e-06,243.62168177,4210.71122153,0.9,-473.895150296,-460.068,-473.895150296,0.002,0.000989302,500,-473.895150296,2.07056,5.73063,-480.041,0.989661,0.0118306,58.83,1,4210.71122153
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,1697.29952606,0.9,-470.966084889,-470.966,-470.966084889,0.01,1.0,500,-470.966084889,1.0,1.0,-491.263,,0.01,40.9918,2,1697.29952606
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2530.718015,0.9,-470.201160517,-470.584,-470.201160517,0.005,1.0,500,-470.201160517,1.0,1.0,-484.936,,0.005,45.7495,2,2530.718015
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,2276.26407906,0.9,-471.897493677,-471.022,-471.897493677,0.00333333,1.0,500,-471.897493677,1.0,1.0,-483.038,,0.00333333,46.3346,2,2276.26407906
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2017.28371749,0.9,-467.877240294,-470.235,-467.877240294,0.0025,1.0,500,-467.877240294,1.0,1.0,-480.642,,0.0025,45.9489,2,2017.28371749
2.43539e-05,500.0,89.6544777905,100,0.881506,1.92647e-16,70.6584959807,1972.16712956,0.9,-478.608969128,-449.252,-478.608969128,0.002,8.49099e-14,500,-478.608969128,5.57697,22.5924,-471.233,4.73107,0.0512585,107.969,1,1972.16712956
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2207.60072695,0.9,-482.136023942,-482.136,-482.136023942,0.01,1.0,500,-482.136023942,1.0,1.0,-503.019,,0.01,46.7496,2,2207.60072695
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,1776.58419109,0.9,-472.835185582,-477.486,-472.835185582,0.005,1.0,500,-472.835185582,1.0,1.0,-492.252,,0.005,44.652,2,1776.58419109
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1854.01295489,0.9,-471.876812628,-475.616,-471.876812628,0.00333333,1.0,500,-471.876812628,1.0,1.0,-487.673,,0.00333333,44.1363,2,1854.01295489
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2319.80212563,0.9,-468.894125269,-473.936,-468.894125269,0.0025,1.0,500,-468.894125269,1.0,1.0,-484.377,,0.0025,45.2066,2,2319.80212563
3.78571e-05,500.0,65.2390725163,100,1.10142,1.22433e-31,47.8682225363,2162.24409134,0.9,-466.264918916,-444.98,-466.264918916,0.002,6.74249e-29,500,-466.264918916,7.66412,36.026,-470.834,11.4813,0.0654176,117.132,1,2162.24409134
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2060.76242085,0.9,-474.616703651,-474.617,-474.616703651,0.01,1.0,500,-474.616703651,1.0,1.0,-495.292,,0.01,45.1681,2,2060.76242085
2.1793e-19,500.0,500.0,100,1.0,0.005,200.000000102,2071.2586437,0.9,-465.556426561,-470.087,-465.556426561,0.005,1.0,500,-465.556426561,1.0,1.0,-484.706,,0.005,45.4519,2,2071.2586437
5.43914e-20,500.0,500.0,100,1.0,0.00333333,299.999969474,1781.50323879,0.9,-469.751947347,-469.975,-469.751947347,0.00333333,1.0,500,-469.751947347,1.0,1.0,-481.912,,0.00333333,44.3302,2,1781.50323879
5.4346e-20,500.0,500.0,100,1.0,0.0025,400.0,2226.21707541,0.9,-475.284472932,-471.302,-475.284472932,0.0025,1.0,500,-475.284472932,1.0,1.0,-481.64,,0.0025,45.0572,2,2226.21707541
0.00111931,500.0,74.5040157845,100,4.23687,9.878e-06,1.78400403691,2380.14773797,0.9,-473.884813314,-423.2,-473.884813314,0.002,0.0209259,500,-473.884813314,6.71105,1585.02,-448.084,5023.22,0.748205,236.415,1,2380.14773797
3.50449e-18,500.0,500.0,100,1.0,0.01,100.0,2195.60937653,0.9,-474.168556393,-474.169,-474.168556393,0.01,1.0,500,-474.168556393,1.0,1.0,-494.131,,0.01,46.6225,2,2195.60937653
