VarRet,VarDiscRet,AvgEpLen,MaxVanillaIw,ESSClassic,Delta,VarJ,Bound,ESSRenyi,MinNormIw,MinVanillaIw,IterType,AvgVanillaIw,J,AvgDiscRet,AvgRet,VarNormIw,VanillaAvgRet,eRenyi2,MaxNormIw,BatchSize,AvgNormIw,VarVanillaIw,EpsThisIter
168401.084831,168401.084831,489.66,1.3312,97.8623068858,0.1,304.224,3158.81,98.3401784297,0.00587487,0.585549,1,0.996701,4572.31,4546.31892455,4546.31892455,2.20643e-06,4546.31892455,1.01688,0.013356,100,0.01,0.021919,100
333089.395885,333089.395885,481.87,1.49919,95.9919774593,0.1,374.96,3109.75,96.4161492011,0.00385735,0.377331,1,0.978211,4538.28,4477.30010808,4477.30010808,4.21755e-06,4477.30010808,1.03717,0.0153258,100,0.01,0.0403576,100
317161.068135,317161.068135,479.77,1.5388,94.1205298817,0.1,327.556,3098.88,95.1320701009,0.00389925,0.38194,1,0.97952,4536.41,4453.90369446,4453.90369446,6.30984e-06,4453.90369446,1.05117,0.0157098,100,0.01,0.0605404,100
146278.478563,146278.478563,488.9,1.34259,96.4568447723,0.1,242.378,3159.45,97.5810426386,0.00471414,0.474385,1,1.0063,4580.66,4540.0876132,4540.0876132,3.71044e-06,4540.0876132,1.02479,0.0133418,100,0.01,0.0375736,100
290772.999534,290772.999534,480.96,1.44009,94.5847464515,0.1,332.882,3102.41,95.8322394764,0.00347553,0.329988,1,0.94946,4534.96,4464.05251346,4464.05251346,5.7831e-06,4464.05251346,1.04349,0.0151675,100,0.01,0.0521332,100
210176.043884,210176.043884,487.88,1.32225,96.5123464573,0.1,284.517,3148.06,97.2608470217,0.00481633,0.476291,1,0.988908,4569.8,4523.28196797,4523.28196797,3.6502e-06,4523.28196797,1.02816,0.0133708,100,0.01,0.0356967,100
49238.5312298,49238.5312298,497.64,1.14305,99.5254521017,0.1,165.732,3225.98,99.6230796217,0.00744987,0.743714,1,0.998291,4630.93,4625.04823088,4625.04823088,4.81606e-07,4625.04823088,1.00378,0.0114501,100,0.01,0.00479961,100
169576.999537,169576.999537,490.05,1.19851,97.8557282956,0.1,296.882,3161.4,98.3245828687,0.00433568,0.428313,1,0.98788,4576.43,4547.77233416,4547.77233416,2.21336e-06,4547.77233416,1.01704,0.0121322,100,0.01,0.0216003,100
597.102462655,597.102462655,500.0,1.0288,99.9843573275,0.1,24.1046,3245.81,99.9878063767,0.00960911,0.959712,1,0.998753,4648.35,4648.194329,4648.194329,1.5851e-08,4648.194329,1.00012,0.0103008,100,0.01,0.000158115,100
28469.2295326,28469.2295326,497.34,1.15722,99.6783200905,0.1,135.019,3225.35,99.6828039781,0.00738051,0.743522,1,1.00741,4630.34,4625.47922435,4625.47922435,3.25946e-07,4625.47922435,1.00318,0.0114871,100,0.01,0.00330796,100
233383.015931,233383.015931,490.03,1.27488,98.1157383311,0.1,325.719,3163.33,98.3301035697,0.00611461,0.608559,1,0.995254,4577.66,4551.17227634,4551.17227634,1.93987e-06,4551.17227634,1.01698,0.0128096,100,0.01,0.019215,100
25628.124227,25628.124227,497.46,1.11866,99.654680115,0.1,127.016,3226.3,99.6973996767,0.0075935,0.756048,1,0.995652,4631.04,4626.27286371,4626.27286371,3.50027e-07,4626.27286371,1.00304,0.0112354,100,0.01,0.00346989,100
248515.822772,248515.822772,490.16,1.28212,97.0710726758,0.1,254.173,3181.08,97.64811743,0.00401268,0.409658,1,1.02091,4599.85,4554.89005315,4554.89005315,3.04778e-06,4554.89005315,1.02409,0.0125586,100,0.01,0.0317656,100
173243.996588,173243.996588,492.33,1.25282,97.8087147869,0.1,249.944,3190.47,98.2997301055,0.00454452,0.452407,1,0.995501,4605.7,4575.9541255,4575.9541255,2.263e-06,4575.9541255,1.0173,0.0125848,100,0.01,0.0224268,100
80499.0457866,80499.0457866,496.07,1.1585,98.9652735626,0.1,167.909,3220.88,99.1237846754,0.00568793,0.560921,1,0.986159,4629.74,4614.68964761,4614.68964761,1.05614e-06,4614.68964761,1.00884,0.0117475,100,0.01,0.010271,100
2772.6625716,2772.6625716,499.69,1.04887,99.9224242814,0.1,48.7888,3235.99,99.9346564304,0.00900397,0.900271,1,0.99986,4638.48,4637.56265582,4637.56265582,7.83997e-08,4637.56265582,1.00065,0.0104902,100,0.01,0.000783777,100
108018.531206,108018.531206,496.48,1.1818,98.476686951,0.1,165.574,3226.71,99.1056563632,0.00500627,0.49855,1,0.99585,4635.19,4618.44794058,4618.44794058,1.56252e-06,4618.44794058,1.00902,0.0118673,100,0.01,0.0154958,100
6125.72994506,6125.72994506,499.23,1.04968,99.9184386379,0.1,70.042,3244.01,99.9381686336,0.00892338,0.891049,1,0.998555,4646.55,4645.64380087,4645.64380087,8.24604e-08,4645.64380087,1.00062,0.010512,100,0.01,0.000822223,100
19445.7935487,19445.7935487,497.87,1.11595,99.5696585979,0.1,104.857,3226.72,99.6370897721,0.0071301,0.711417,1,0.997766,4631.95,4626.34145413,4626.34145413,4.36609e-07,4626.34145413,1.00364,0.0111845,100,0.01,0.00434661,100
414.625384509,414.625384509,500.0,1.0219,99.9682950125,0.1,19.4646,3250.08,99.981108897,0.00914237,0.912669,1,0.998286,4652.3,4652.04751646,4652.04751646,3.20177e-08,4652.04751646,1.00019,0.0102365,100,0.01,0.00031908,100
26235.735912,26235.735912,497.93,1.11293,99.4605975637,0.1,107.277,3232.28,99.5719358062,0.00610249,0.611428,1,1.00193,4637.28,4630.30275145,4630.30275145,5.47817e-07,4630.30275145,1.0043,0.0111079,100,0.01,0.00549936,100
94273.1914973,94273.1914973,494.78,1.25208,98.6529103351,0.1,211.09,3206.3,99.0038956649,0.00589553,0.586926,1,0.995544,4615.67,4599.30376481,4599.30376481,1.37926e-06,4599.30376481,1.01006,0.0125768,100,0.01,0.01367,100
749.829787878,749.829787878,500.0,1.02269,99.9814636352,0.1,26.618,3247.1,99.9822052202,0.00952759,0.95298,1,1.00023,4649.6,4649.35191232,4649.35191232,1.87278e-08,4649.35191232,1.00018,0.0102246,100,0.01,0.000187365,100
1935.11178108,1935.11178108,499.65,1.03124,99.9701109092,0.1,42.4834,3242.79,99.9744838035,0.00950444,0.950565,1,1.00013,4644.74,4644.41615884,4644.41615884,3.0231e-08,4644.41615884,1.00026,0.0103111,100,0.01,0.000302386,100
583.351881659,583.351881659,500.0,1.02433,99.9861010804,0.1,23.7101,3245.88,99.9879493932,0.00956209,0.955711,1,0.999479,4649.27,4649.09485334,4649.09485334,1.40485e-08,4649.09485334,1.00012,0.0102486,100,0.01,0.000140339,100
68585.0914678,68585.0914678,497.3,1.1495,98.8226716051,0.1,121.775,3233.57,99.2491543492,0.00459658,0.457084,1,0.9944,4640.83,4626.21548092,4626.21548092,1.20338e-06,4626.21548092,1.00757,0.0115597,100,0.01,0.0118994,100
314.751565144,314.751565144,500.0,1.02271,99.9917649066,0.1,17.4827,3251.33,99.9942782815,0.00972127,0.971715,1,0.999577,4653.4,4653.32120066,4653.32120066,8.33256e-09,4653.32120066,1.00006,0.0102314,100,0.01,8.32551e-05,100
680.822591043,680.822591043,500.0,1.02609,99.9801980959,0.1,25.3025,3246.11,99.9823601373,0.00937532,0.937763,1,1.00025,4648.83,4648.59426127,4648.59426127,1.99843e-08,4648.59426127,1.00018,0.0102584,100,0.01,0.000199941,100
826.733411415,826.733411415,500.0,1.02654,99.9786870598,0.1,28.0456,3244.63,99.9854347466,0.00957065,0.95399,1,0.996787,4646.76,4646.54249328,4646.54249328,2.15265e-08,4646.54249328,1.00015,0.0102985,100,0.01,0.000213884,100
29476.8662039,29476.8662039,498.2,1.08947,99.1062901502,0.1,85.8538,3240.66,99.5094638646,0.00491817,0.489862,1,0.996024,4646.38,4637.39435411,4637.39435411,9.10863e-07,4637.39435411,1.00493,0.0109382,100,0.01,0.00903634,100
416.736360668,416.736360668,500.0,1.02433,99.9883132718,0.1,19.9172,3251.24,99.9915726135,0.00965851,0.966836,1,1.00102,4652.92,4652.80229184,4652.80229184,1.1803e-08,4652.80229184,1.00008,0.0102328,100,0.01,0.000118271,100
5580.99656526,5580.99656526,499.09,1.07059,99.9090552123,0.1,67.9701,3242.6,99.9217883989,0.00858552,0.858231,1,0.999627,4645.3,4644.12013648,4644.12013648,9.19322e-08,4644.12013648,1.00078,0.0107099,100,0.01,0.000918636,100
562.475367154,562.475367154,499.92,1.02217,99.9653821974,0.1,22.8473,3250.85,99.9809063182,0.00889388,0.887702,1,0.998104,4653.11,4652.82832536,4652.82832536,3.49783e-08,4652.82832536,1.00019,0.0102411,100,0.01,0.000348458,100
523.425880334,523.425880334,500.0,1.02174,99.9826772402,0.1,22.2384,3247.79,99.9851368111,0.00954335,0.954829,1,1.00052,4649.65,4649.43774885,4649.43774885,1.74927e-08,4649.43774885,1.00015,0.0102121,100,0.01,0.000175108,100
125901.415575,125901.415575,494.87,1.14133,98.9281060206,0.1,211.831,3211.01,98.9361828852,0.00530546,0.522184,1,0.984238,4620.43,4602.01954118,4602.01954118,1.09445e-06,4602.01954118,1.01075,0.011596,100,0.01,0.0106022,100
29766.0343171,29766.0343171,498.19,1.09198,99.2242947918,0.1,70.9752,3239.85,99.4726481902,0.00396136,0.394071,1,0.994787,4646.57,4635.77422054,4635.77422054,7.89694e-07,4635.77422054,1.0053,0.010977,100,0.01,0.00781483,100
6030.55460837,6030.55460837,499.2,1.0385,99.8940451863,0.1,62.1694,3245.01,99.8961455482,0.00793153,0.793823,1,1.00085,4648.18,4646.5648815,4646.5648815,1.07101e-07,4646.5648815,1.00104,0.0103762,100,0.01,0.00107282,100
471.405868706,471.405868706,500.0,1.02083,99.9663826353,0.1,21.1855,3246.28,99.9818000545,0.00932786,0.930795,1,0.997866,4648.69,4648.44686293,4648.44686293,3.3977e-08,4648.44686293,1.00018,0.0102301,100,0.01,0.000338321,100
16802.4597104,16802.4597104,498.67,1.07117,99.7823401508,0.1,111.215,3239.9,99.8594949699,0.0082903,0.82763,1,0.998311,4642.79,4640.69350005,4640.69350005,2.20324e-07,4640.69350005,1.00141,0.0107298,100,0.01,0.00219581,100
280.617469428,280.617469428,500.0,1.01662,99.9961168292,0.1,16.6196,3249.4,99.9963404087,0.0098604,0.98606,1,1.00002,4651.44,4651.3899385,4651.3899385,3.94368e-09,4651.3899385,1.00004,0.010166,100,0.01,3.94384e-05,100
19467.9496697,19467.9496697,498.47,1.08385,99.3534466286,0.1,76.1837,3240.47,99.617921471,0.0051016,0.508622,1,0.996985,4646.08,4639.19064205,4639.19064205,6.5732e-07,4639.19064205,1.00384,0.0108713,100,0.01,0.00653363,100
17047.093364,17047.093364,498.2,1.05559,99.8950520192,0.1,121.228,3234.4,99.9139097048,0.00864964,0.863577,1,0.998396,4636.52,4635.25832234,4635.25832234,1.06127e-07,4635.25832234,1.00086,0.0105728,100,0.01,0.00105787,100
292.809612827,292.809612827,500.0,1.01503,99.9953387245,0.1,16.9288,3251.51,99.9964715295,0.00974705,0.97473,1,1.00003,4652.93,4652.8609767,4652.8609767,4.6691e-09,4652.8609767,1.00004,0.0101501,100,0.01,4.66934e-05,100
224.124481389,224.124481389,500.0,1.02149,99.9892675474,0.1,14.7081,3249.93,99.9929671466,0.00971308,0.970384,1,0.999049,4652.18,4652.09016445,4652.09016445,1.08286e-08,4652.09016445,1.00007,0.0102246,100,0.01,0.00010808,100
347.850675154,347.850675154,500.0,1.01617,99.992979345,0.1,18.4262,3249.41,99.9947908254,0.00977726,0.976919,1,0.999174,4652.01,4651.92657502,4651.92657502,7.08778e-09,4651.92657502,1.00005,0.0101701,100,0.01,7.07608e-05,100
343.507434763,343.507434763,500.0,1.02384,99.9871610094,0.1,18.148,3250.75,99.9912150472,0.00955406,0.957396,1,1.00208,4653.23,4653.10136274,4653.10136274,1.30085e-08,4653.10136274,1.00009,0.0102171,100,0.01,0.000130628,100
10175.0195783,10175.0195783,498.77,1.08479,99.4985661004,0.1,61.6874,3241.53,99.716622286,0.0049149,0.489977,1,0.996921,4645.79,4640.65170722,4640.65170722,5.09053e-07,4640.65170722,1.00284,0.0108814,100,0.01,0.00505923,100
325.01068277,325.01068277,500.0,1.02004,99.9810367879,0.1,17.6026,3252.02,99.9896298673,0.00951347,0.950237,1,0.998834,4654.41,4654.25768481,4654.25768481,1.91844e-08,4654.25768481,1.0001,0.0102123,100,0.01,0.000191397,100
681.459374343,681.459374343,500.0,1.02613,99.9779430022,0.1,25.3842,3250.17,99.9828248917,0.00943126,0.944257,1,1.0012,4651.34,4651.12122378,4651.12122378,2.2268e-08,4651.12122378,1.00017,0.010249,100,0.01,0.000223214,100
92615.6896405,92615.6896405,495.87,1.24635,98.8226885807,0.1,180.014,3219.27,99.0774816443,0.00575352,0.574596,1,0.998686,4628.33,4612.40970521,4612.40970521,1.20338e-06,4612.40970521,1.00931,0.0124799,100,0.01,0.0120022,100
6617.51298865,6617.51298865,498.92,1.0712,99.720442956,0.1,64.9621,3244.15,99.836402989,0.00749729,0.744214,1,0.992644,4647.24,4644.74210564,4644.74210564,2.83181e-07,4644.74210564,1.00164,0.0107914,100,0.01,0.0027903,100
2482.51799337,2482.51799337,499.51,1.04081,99.9330793138,0.1,43.9967,3246.57,99.9579725541,0.00869531,0.869399,1,0.999848,4649.1,4648.4630536,4648.4630536,6.76795e-08,4648.4630536,1.00042,0.0104097,100,0.01,0.000676589,100
23771.249993,23771.249993,498.38,1.09279,99.2569994528,0.1,77.5154,3240.94,99.5726567758,0.00484569,0.478967,1,0.98844,4646.26,4638.06143132,4638.06143132,7.56116e-07,4638.06143132,1.00429,0.0110557,100,0.01,0.00738735,100
4737.91674733,4737.91674733,499.16,1.06245,99.8740949752,0.1,56.6743,3247.87,99.8903762336,0.00774314,0.778148,1,1.00495,4650.5,4648.91979434,4648.91979434,1.27356e-07,4648.91979434,1.0011,0.0105722,100,0.01,0.0012862,100
888.507229467,888.507229467,499.83,1.02601,99.9673858113,0.1,28.2785,3245.75,99.9759374359,0.00907813,0.905721,1,0.997696,4648.61,4648.27489527,4648.27489527,3.30103e-08,4648.27489527,1.00024,0.0102838,100,0.01,0.000328583,100
313.870271238,313.870271238,500.0,1.01378,99.9936919534,0.1,17.4971,3250.89,99.994659709,0.00971945,0.972124,1,1.00018,4653.26,4653.17487962,4653.17487962,6.35733e-09,4653.17487962,1.00005,0.0101359,100,0.01,6.35967e-05,100
102558.335682,102558.335682,494.96,1.17056,98.3184798486,0.1,195.514,3213.44,98.923559023,0.00389059,0.384403,1,0.988031,4622.95,4602.38103043,4602.38103043,1.72757e-06,4602.38103043,1.01088,0.0118474,100,0.01,0.0168646,100
140.27657912,140.27657912,500.0,1.01749,99.9960208713,0.1,11.755,3255.53,99.9966264909,0.00980073,0.979945,1,0.99987,4657.89,4657.85177128,4657.85177128,4.03885e-09,4657.85177128,1.00003,0.0101762,100,0.01,4.0378e-05,100
273.947476485,273.947476485,500.0,1.02338,99.9904090771,0.1,16.3357,3252.33,99.9919897774,0.0096454,0.966311,1,1.00184,4655.02,4654.93389591,4654.93389591,9.68657e-09,4654.93389591,1.00008,0.0102151,100,0.01,9.72216e-05,100
186.895260166,186.895260166,500.0,1.01372,99.9930479801,0.1,13.4879,3253.46,99.995339134,0.00977194,0.976913,1,0.999712,4655.83,4655.75622217,4655.75622217,7.00298e-09,4655.75622217,1.00005,0.0101401,100,0.01,6.99894e-05,100
203.388553672,203.388553672,500.0,1.02776,99.9932322163,0.1,14.1174,3252.34,99.9952556954,0.00974522,0.97385,1,0.99931,4654.41,4654.34764548,4654.34764548,6.82167e-09,4654.34764548,1.00005,0.0102847,100,0.01,6.81227e-05,100
10887.252469,10887.252469,498.92,1.0733,99.7133513792,0.1,75.0525,3243.18,99.8057450771,0.00711218,0.710215,1,0.99859,4646.15,4642.98467779,4642.98467779,2.90359e-07,4642.98467779,1.00195,0.0107482,100,0.01,0.00289541,100
331.471450083,331.471450083,500.0,1.02558,99.9849808439,0.1,17.7457,3252.38,99.9900112594,0.00952848,0.953423,1,1.0006,4654.89,4654.76217818,4654.76217818,1.51583e-08,4654.76217818,1.0001,0.0102496,100,0.01,0.000151765,100
555.035081936,555.035081936,500.0,1.02484,99.9572133757,0.1,22.2793,3253.3,99.9740191267,0.00898605,0.897655,1,0.998943,4655.04,4654.68727369,4654.68727369,4.32391e-08,4654.68727369,1.00026,0.0102592,100,0.01,0.000431478,100
77674.7117514,77674.7117514,497.03,1.14817,98.9685202086,0.1,143.352,3233.96,99.2617087609,0.00511976,0.509527,1,0.995218,4641.87,4628.24341157,4628.24341157,1.05276e-06,4628.24341157,1.00744,0.0115369,100,0.01,0.0104272,100
31209.8858377,31209.8858377,498.13,1.09887,99.6510429652,0.1,141.382,3234.66,99.7421849018,0.00719549,0.714315,1,0.992727,4638.93,4635.04094337,4635.04094337,3.5375e-07,4635.04094337,1.00258,0.0110692,100,0.01,0.00348623,100
300.591157451,300.591157451,500.0,1.02299,99.9936996396,0.1,17.131,3252.09,99.9956490502,0.00979762,0.979358,1,0.999588,4654.24,4654.17369006,4654.17369006,6.34446e-09,4654.17369006,1.00004,0.0102341,100,0.01,6.33925e-05,100
386.25142704,386.25142704,500.0,1.02236,99.9890724274,0.1,19.3312,3250.51,99.9931220971,0.00958602,0.95732,1,0.998662,4652.66,4652.55946802,4652.55946802,1.10096e-08,4652.55946802,1.00007,0.0102373,100,0.01,0.000109802,100
188.042268362,188.042268362,500.0,1.01817,99.9909204372,0.1,13.4678,3254.23,99.995064979,0.00953842,0.953315,1,0.999448,4656.19,4656.12025105,4656.12025105,9.12739e-09,4656.12025105,1.00005,0.0101874,100,0.01,9.11731e-05,100
326.869581164,326.869581164,500.0,1.01649,99.9967468147,0.1,17.8367,3254.07,99.9955775309,0.0098447,0.984673,1,1.00021,4656.1,4656.04651236,4656.04651236,3.27892e-09,4656.04651236,1.00004,0.0101628,100,0.01,3.28027e-05,100
349.1577656,349.1577656,500.0,1.02423,99.9860407363,0.1,18.2922,3251.78,99.9911435342,0.00955781,0.95507,1,0.999257,4653.59,4653.4570448,4653.4570448,1.41127e-08,4653.4570448,1.00009,0.0102499,100,0.01,0.000140917,100
300.350359205,300.350359205,500.0,1.02035,99.9931900035,0.1,17.1471,3250.13,99.9953272142,0.00978123,0.978512,1,1.0004,4652.02,4651.94941992,4651.94941992,6.88692e-09,4651.94941992,1.00005,0.0101994,100,0.01,6.89238e-05,100
716.769447409,716.769447409,500.0,1.03217,99.9689691081,0.1,25.3812,3251.28,99.9812995602,0.00923404,0.923012,1,0.999575,4653.39,4653.11944669,4653.11944669,3.13618e-08,4653.11944669,1.00019,0.0103261,100,0.01,0.000313352,100
