BatchSize,ESSClassic,MinVanillaIw,MaxNormIw,AvgVanillaIw,VarRet,AvgDiscRet,MinNormIw,Bound,VarNormIw,Delta,J,AvgRet,ESSRenyi,AvgEpLen,eRenyi2,VarJ,VarDiscRet,MaxVanillaIw,IterType,AvgNormIw,EpsThisIter,VarVanillaIw,VanillaAvgRet
500,299.999969474,1.0,0.00333333,1.0,20.2955812862,4672.0763134,0.00333333,4671.84,5.43914e-20,1.0,4671.84,4672.0763134,500.0,500.0,1.0,4.20969,20.2955812862,1.0,2,0.00333333,100,,4672.0763134
500,400.0,1.0,0.0025,1.0,19.9578503939,4671.56993108,0.0025,4671.77,5.4346e-20,1.0,4671.77,4671.56993108,500.0,500.0,1.0,4.27134,19.9578503939,1.0,2,0.0025,100,,4671.56993108
500,1.00001839693,,0.999991,1.93755,21.6547173922,4670.95697731,,4679.56,0.00199996,1.0,4679.56,4670.95697731,0.0424633063539,500.0,11774.9,0.010973,21.6547173922,968.768,1,0.002,100,1877.02,4670.95697731
500,100.0,1.0,0.01,1.0,16.2131036895,4675.80698607,0.01,4675.81,3.50449e-18,1.0,4675.81,4675.80698607,500.0,500.0,1.0,4.00639,16.2131036895,1.0,2,0.01,100,,4675.80698607
500,200.000000102,1.0,0.005,1.0,18.4624968107,4674.99121334,0.005,4675.4,2.1793e-19,1.0,4675.4,4674.99121334,500.0,500.0,1.0,4.16303,18.4624968107,1.0,2,0.005,100,,4674.99121334
500,299.999969474,1.0,0.00333333,1.0,21.1609548491,4674.84705752,0.00333333,4675.22,5.43914e-20,1.0,4675.22,4674.84705752,500.0,500.0,1.0,4.31332,21.1609548491,1.0,2,0.00333333,100,,4674.84705752
500,400.0,1.0,0.0025,1.0,23.5257683936,4674.83319495,0.0025,4675.12,5.4346e-20,1.0,4675.12,4674.83319495,500.0,500.0,1.0,4.45011,23.5257683936,1.0,2,0.0025,100,,4674.83319495
500,1.65785265679,,0.769433,0.75185,21.161297648,4674.57002449,,4678.25,0.00120479,1.0,4678.25,4674.57002449,,500.0,inf,11.3632,21.161297648,289.249,1,0.002,100,170.26,4674.57002449
500,100.0,1.0,0.01,1.0,13.6347421602,4675.75047816,0.01,4675.75,3.50449e-18,1.0,4675.75,4675.75047816,500.0,500.0,1.0,3.67403,13.6347421602,1.0,2,0.01,100,,4675.75047816
500,200.000000102,1.0,0.005,1.0,13.4344049114,4675.32243904,0.005,4675.54,2.1793e-19,1.0,4675.54,4675.32243904,500.0,500.0,1.0,3.66675,13.4344049114,1.0,2,0.005,100,,4675.32243904
500,299.999969474,1.0,0.00333333,1.0,10.7590211175,4675.66905779,0.00333333,4675.58,5.43914e-20,1.0,4675.58,4675.66905779,500.0,500.0,1.0,3.53805,10.7590211175,1.0,2,0.00333333,100,,4675.66905779
500,400.0,1.0,0.0025,1.0,9.32250518686,4675.65080469,0.0025,4675.6,5.4346e-20,1.0,4675.6,4675.65080469,500.0,500.0,1.0,3.42002,9.32250518686,1.0,2,0.0025,100,,4675.65080469
500,1.00025922738,,0.99987,8.60957e-20,9.44786006914,4676.21436097,,4679.64,0.00199948,1.0,4679.64,4676.21436097,6.46851279213e-11,500.0,7.72975e+12,0.003579,9.44786006914,4.30423e-17,1,0.002,100,3.70527e-36,4676.21436097
500,100.0,1.0,0.01,1.0,692307.34676,4507.48536709,0.01,4507.48,3.50449e-18,1.0,4507.48,4507.48536709,500.0,481.98,1.0,827.879,692307.34676,1.0,2,0.01,100,,4507.48536709
500,200.000000102,1.0,0.005,1.0,649906.535293,4497.55490187,0.005,4502.52,2.1793e-19,1.0,4502.52,4497.55490187,500.0,480.87,1.0,815.12,649906.535293,1.0,2,0.005,100,,4497.55490187
500,299.999969474,1.0,0.00333333,1.0,678401.471372,4509.57474605,0.00333333,4504.87,5.43914e-20,1.0,4504.87,4509.57474605,500.0,482.18,1.0,816.597,678401.471372,1.0,2,0.00333333,100,,4509.57474605
500,400.0,1.0,0.0025,1.0,1036178.18549,4403.21006508,0.0025,4479.46,5.4346e-20,1.0,4479.46,4403.21006508,500.0,470.75,1.0,870.928,1036178.18549,1.0,2,0.0025,100,,4403.21006508
500,4.39906604549,5.22374e-16,0.349475,1.83582,291040.669231,4575.97400806,5.6909e-19,4678.59,0.000451545,1.0,4678.59,4575.97400806,1.19911440603e-17,489.27,4.16974e+19,10.8776,291040.669231,320.787,1,0.002,100,380.454,4575.97400806
500,100.0,1.0,0.01,1.0,9.40689238358,4676.58580212,0.01,4676.59,3.50449e-18,1.0,4676.59,4676.58580212,500.0,500.0,1.0,3.05173,9.40689238358,1.0,2,0.01,100,,4676.58580212
500,200.000000102,1.0,0.005,1.0,9.36954846273,4676.2730392,0.005,4676.43,2.1793e-19,1.0,4676.43,4676.2730392,500.0,500.0,1.0,3.05269,9.36954846273,1.0,2,0.005,100,,4676.2730392
500,299.999969474,1.0,0.00333333,1.0,8.21671030718,4676.72826414,0.00333333,4676.53,5.43914e-20,1.0,4676.53,4676.72826414,500.0,500.0,1.0,2.99064,8.21671030718,1.0,2,0.00333333,100,,4676.72826414
500,400.0,1.0,0.0025,1.0,9.2986316848,4676.42392943,0.0025,4676.5,5.4346e-20,1.0,4676.5,4676.42392943,500.0,500.0,1.0,3.00191,9.2986316848,1.0,2,0.0025,100,,4676.42392943
500,112.53032363,7.15313e-07,0.0368401,0.988674,9.53136519192,4676.50430107,1.44702e-09,4677.46,1.38006e-05,1.0,4677.46,4676.50430107,107.362506856,500.0,4.65712,4.0259,9.53136519192,18.2114,1,0.002,100,3.37244,4676.50430107
500,100.0,1.0,0.01,1.0,6.78856418553,4677.15807595,0.01,4677.16,3.50449e-18,1.0,4677.16,4677.15807595,500.0,500.0,1.0,2.59242,6.78856418553,1.0,2,0.01,100,,4677.15807595
500,200.000000102,1.0,0.005,1.0,6.27292003793,4677.09689282,0.005,4677.13,2.1793e-19,1.0,4677.13,4677.09689282,500.0,500.0,1.0,2.54292,6.27292003793,1.0,2,0.005,100,,4677.09689282
500,299.999969474,1.0,0.00333333,1.0,5.59333411168,4677.40215328,0.00333333,4677.22,5.43914e-20,1.0,4677.22,4677.40215328,500.0,500.0,1.0,2.48465,5.59333411168,1.0,2,0.00333333,100,,4677.40215328
500,400.0,1.0,0.0025,1.0,6.32939824213,4677.6149319,0.0025,4677.32,5.4346e-20,1.0,4677.32,4677.6149319,500.0,500.0,1.0,2.49521,6.32939824213,1.0,2,0.0025,100,,4677.6149319
500,490.761230248,0.590526,0.00294087,1.00624,6.24479022399,4677.22456991,0.00117373,4677.36,7.54516e-08,1.0,4677.36,4677.22456991,490.782752284,500.0,1.01878,2.45151,6.24479022399,1.4796,1,0.002,100,0.0190989,4677.22456991
500,100.0,1.0,0.01,1.0,5.78148577395,4676.9771765,0.01,4676.98,3.50449e-18,1.0,4676.98,4676.9771765,500.0,500.0,1.0,2.39243,5.78148577395,1.0,2,0.01,100,,4676.9771765
500,200.000000102,1.0,0.005,1.0,4.62544391057,4677.45613821,0.005,4677.22,2.1793e-19,1.0,4677.22,4677.45613821,500.0,500.0,1.0,2.28227,4.62544391057,1.0,2,0.005,100,,4677.45613821
500,299.999969474,1.0,0.00333333,1.0,6.78804691986,4676.7422365,0.00333333,4677.06,5.43914e-20,1.0,4677.06,4676.7422365,500.0,500.0,1.0,2.40054,6.78804691986,1.0,2,0.00333333,100,,4676.7422365
500,400.0,1.0,0.0025,1.0,6.45959529633,4676.90378992,0.0025,4677.02,5.4346e-20,1.0,4677.02,4676.90378992,500.0,500.0,1.0,2.43417,6.45959529633,1.0,2,0.0025,100,,4676.90378992
500,500.000006643,1.0,0.002,1.0,5.61629256085,4677.26679865,0.002,4677.07,5.43187e-20,1.0,4677.07,4677.26679865,500.0,500.0,1.0,2.42114,5.61629256085,1.0,1,0.002,100,,4677.26679865
500,100.0,1.0,0.01,1.0,8.31404946473,4676.72662575,0.01,4676.73,3.50449e-18,1.0,4676.73,4676.72662575,500.0,500.0,1.0,2.86897,8.31404946473,1.0,2,0.01,100,,4676.72662575
500,200.000000102,1.0,0.005,1.0,6.37096275603,4677.15156935,0.005,4676.94,2.1793e-19,1.0,4676.94,4677.15156935,500.0,500.0,1.0,2.7045,6.37096275603,1.0,2,0.005,100,,4677.15156935
500,299.999969474,1.0,0.00333333,1.0,7.21641770589,4676.37810115,0.00333333,4676.75,5.43914e-20,1.0,4676.75,4676.37810115,500.0,500.0,1.0,2.70695,7.21641770589,1.0,2,0.00333333,100,,4676.37810115
500,400.0,1.0,0.0025,1.0,6.62648107551,4677.05746965,0.0025,4676.83,5.4346e-20,1.0,4676.83,4677.05746965,500.0,500.0,1.0,2.67455,6.62648107551,1.0,2,0.0025,100,,4677.05746965
500,500.000006643,1.0,0.002,1.0,6.53227646466,4676.99307337,0.002,4676.86,5.43187e-20,1.0,4676.86,4676.99307337,500.0,500.0,1.0,2.64959,6.53227646466,1.0,1,0.002,100,,4676.99307337
500,100.0,1.0,0.01,1.0,7.18601648622,4676.83000226,0.01,4676.83,3.50449e-18,1.0,4676.83,4676.83000226,500.0,500.0,1.0,2.66724,7.18601648622,1.0,2,0.01,100,,4676.83000226
500,200.000000102,1.0,0.005,1.0,6.13374993606,4676.96157274,0.005,4676.9,2.1793e-19,1.0,4676.9,4676.96157274,500.0,500.0,1.0,2.56858,6.13374993606,1.0,2,0.005,100,,4676.96157274
500,299.999969474,1.0,0.00333333,1.0,5.43464812428,4677.26560333,0.00333333,4677.02,5.43914e-20,1.0,4677.02,4677.26560333,500.0,500.0,1.0,2.49445,5.43464812428,1.0,2,0.00333333,100,,4677.26560333
500,400.0,1.0,0.0025,1.0,5.31337786425,4677.30798455,0.0025,4677.09,5.4346e-20,1.0,4677.09,4677.30798455,500.0,500.0,1.0,2.44896,5.31337786425,1.0,2,0.0025,100,,4677.30798455
500,500.000087684,0.999385,0.00200066,1.0,6.77123921822,4677.14508817,0.00199876,4677.1,9.15037e-14,1.0,4677.1,4677.14508817,500.0,500.0,1.0,2.47761,6.77123921822,1.00033,1,0.002,100,2.28755e-08,4677.14508817
500,100.0,1.0,0.01,1.0,5.62931162952,4677.0089846,0.01,4677.01,3.50449e-18,1.0,4677.01,4677.0089846,500.0,500.0,1.0,2.3607,5.62931162952,1.0,2,0.01,100,,4677.0089846
500,200.000000102,1.0,0.005,1.0,6.1844311438,4676.9017007,0.005,4676.96,2.1793e-19,1.0,4676.96,4676.9017007,500.0,500.0,1.0,2.41881,6.1844311438,1.0,2,0.005,100,,4676.9017007
500,299.999969474,1.0,0.00333333,1.0,6.18807667346,4677.00140074,0.00333333,4676.97,5.43914e-20,1.0,4676.97,4677.00140074,500.0,500.0,1.0,2.43782,6.18807667346,1.0,2,0.00333333,100,,4677.00140074
500,400.0,1.0,0.0025,1.0,7.12512196839,4676.8762662,0.0025,4676.95,5.4346e-20,1.0,4676.95,4676.8762662,500.0,500.0,1.0,2.49446,7.12512196839,1.0,2,0.0025,100,,4676.8762662
500,499.995520453,0.991843,0.00202306,0.999888,6.9552664549,4676.70199201,0.00198391,4676.9,3.76783e-11,1.0,4676.9,4676.70199201,499.998033054,500.0,1.0,2.52209,6.9552664549,1.01142,1,0.002,100,9.41745e-06,4676.70199201
500,100.0,1.0,0.01,1.0,5.70865540967,4677.46026166,0.01,4677.46,3.50449e-18,1.0,4677.46,4677.46026166,500.0,500.0,1.0,2.37731,5.70865540967,1.0,2,0.01,100,,4677.46026166
500,200.000000102,1.0,0.005,1.0,6.81402269232,4676.49380148,0.005,4676.98,2.1793e-19,1.0,4676.98,4676.49380148,500.0,500.0,1.0,2.53618,6.81402269232,1.0,2,0.005,100,,4676.49380148
500,299.999969474,1.0,0.00333333,1.0,6.63458133439,4677.41211834,0.00333333,4677.12,5.43914e-20,1.0,4677.12,4677.41211834,500.0,500.0,1.0,2.55336,6.63458133439,1.0,2,0.00333333,100,,4677.41211834
500,400.0,1.0,0.0025,1.0,6.19323581973,4677.37734963,0.0025,4677.19,5.4346e-20,1.0,4677.19,4677.37734963,500.0,500.0,1.0,2.53668,6.19323581973,1.0,2,0.0025,100,,4677.37734963
500,500.000105199,0.999925,0.00200016,1.0,7.42830786317,4676.82544213,0.00199985,4677.11,2.27105e-15,1.0,4677.11,4676.82544213,500.0,500.0,1.0,2.57669,7.42830786317,1.00008,1,0.002,100,5.67773e-10,4676.82544213
500,100.0,1.0,0.01,1.0,6.74039900637,4677.1669671,0.01,4677.17,3.50449e-18,1.0,4677.17,4677.1669671,500.0,500.0,1.0,2.5832,6.74039900637,1.0,2,0.01,100,,4677.1669671
500,200.000000102,1.0,0.005,1.0,5.54064849218,4677.06772049,0.005,4677.12,2.1793e-19,1.0,4677.12,4677.06772049,500.0,500.0,1.0,2.46608,5.54064849218,1.0,2,0.005,100,,4677.06772049
500,299.999969474,1.0,0.00333333,1.0,7.51996372293,4677.23069163,0.00333333,4677.16,5.43914e-20,1.0,4677.16,4677.23069163,500.0,500.0,1.0,2.55711,7.51996372293,1.0,2,0.00333333,100,,4677.23069163
500,400.0,1.0,0.0025,1.0,4.97005092571,4676.84929781,0.0025,4677.08,5.4346e-20,1.0,4677.08,4676.84929781,500.0,500.0,1.0,2.48027,4.97005092571,1.0,2,0.0025,100,,4676.84929781
500,499.999981629,0.999913,0.00200014,1.0,6.11190771852,4677.23624143,0.00199983,4677.11,1.78549e-15,1.0,4677.11,4677.23624143,499.996185332,500.0,1.00001,2.47698,6.11190771852,1.00007,1,0.002,100,4.46449e-10,4677.23624143
500,100.0,1.0,0.01,1.0,5.67479108326,4677.5590482,0.01,4677.56,3.50449e-18,1.0,4677.56,4677.5590482,500.0,500.0,1.0,2.37023,5.67479108326,1.0,2,0.01,100,,4677.5590482
500,200.000000102,1.0,0.005,1.0,6.54502785276,4676.74190087,0.005,4677.15,2.1793e-19,1.0,4677.15,4676.74190087,500.0,500.0,1.0,2.49311,6.54502785276,1.0,2,0.005,100,,4676.74190087
500,299.999969474,1.0,0.00333333,1.0,6.8510020511,4676.73984973,0.00333333,4677.01,5.43914e-20,1.0,4677.01,4676.73984973,500.0,500.0,1.0,2.53812,6.8510020511,1.0,2,0.00333333,100,,4676.73984973
500,400.0,1.0,0.0025,1.0,7.25077128213,4677.06097175,0.0025,4677.03,5.4346e-20,1.0,4677.03,4677.06097175,500.0,500.0,1.0,2.5742,7.25077128213,1.0,2,0.0025,100,,4677.06097175
500,500.000006643,1.0,0.002,1.0,5.0110599834,4677.30037661,0.002,4677.08,5.43187e-20,1.0,4677.08,4677.30037661,500.0,500.0,1.0,2.51108,5.0110599834,1.0,1,0.002,100,,4677.30037661
500,100.0,1.0,0.01,1.0,5.60117186306,4677.44081723,0.01,4677.44,3.50449e-18,1.0,4677.44,4677.44081723,500.0,500.0,1.0,2.35479,5.60117186306,1.0,2,0.01,100,,4677.44081723
500,200.000000102,1.0,0.005,1.0,6.90432156168,4676.74829147,0.005,4677.09,2.1793e-19,1.0,4677.09,4676.74829147,500.0,500.0,1.0,2.51198,6.90432156168,1.0,2,0.005,100,,4676.74829147
500,299.999969474,1.0,0.00333333,1.0,6.67050925937,4677.28653506,0.00333333,4677.16,5.43914e-20,1.0,4677.16,4677.28653506,500.0,500.0,1.0,2.53301,6.67050925937,1.0,2,0.00333333,100,,4677.28653506
500,400.0,1.0,0.0025,1.0,6.29063803683,4677.18586333,0.0025,4677.17,5.4346e-20,1.0,4677.17,4677.18586333,500.0,500.0,1.0,2.52372,6.29063803683,1.0,2,0.0025,100,,4677.18586333
500,500.000006643,1.0,0.002,1.0,6.88800198677,4677.13269916,0.002,4677.16,5.43187e-20,1.0,4677.16,4677.13269916,500.0,500.0,1.0,2.54152,6.88800198677,1.0,1,0.002,100,,4677.13269916
500,100.0,1.0,0.01,1.0,4.93347003813,4677.34482991,0.01,4677.34,3.50449e-18,1.0,4677.34,4677.34482991,500.0,500.0,1.0,2.21002,4.93347003813,1.0,2,0.01,100,,4677.34482991
500,200.000000102,1.0,0.005,1.0,5.53663287881,4677.49073814,0.005,4677.42,2.1793e-19,1.0,4677.42,4677.49073814,500.0,500.0,1.0,2.27773,5.53663287881,1.0,2,0.005,100,,4677.49073814
500,299.999969474,1.0,0.00333333,1.0,7.5807537886,4676.96728007,0.00333333,4677.27,5.43914e-20,1.0,4677.27,4676.96728007,500.0,500.0,1.0,2.4506,7.5807537886,1.0,2,0.00333333,100,,4676.96728007
500,400.0,1.0,0.0025,1.0,6.35769967715,4677.22489083,0.0025,4677.26,5.4346e-20,1.0,4677.26,4677.22489083,500.0,500.0,1.0,2.46535,6.35769967715,1.0,2,0.0025,100,,4677.22489083
500,499.999847801,0.999957,0.00200009,1.0,6.99665915678,4676.94275011,0.00199991,4677.19,5.45905e-16,1.0,4677.19,4676.94275011,500.0,500.0,1.0,2.50269,6.99665915678,1.00004,1,0.002,100,1.36444e-10,4676.94275011
500,100.0,1.0,0.01,1.0,6.95674947267,4676.78121345,0.01,4676.78,3.50449e-18,1.0,4676.78,4676.78121345,500.0,500.0,1.0,2.62435,6.95674947267,1.0,2,0.01,100,,4676.78121345
500,200.000000102,1.0,0.005,1.0,6.43109023715,4677.0308101,0.005,4676.91,2.1793e-19,1.0,4676.91,4677.0308101,500.0,500.0,1.0,2.57732,6.43109023715,1.0,2,0.005,100,,4677.0308101
500,299.999969474,1.0,0.00333333,1.0,7.20176830558,4676.97192426,0.00333333,4676.93,5.43914e-20,1.0,4676.93,4676.97192426,500.0,500.0,1.0,2.60881,7.20176830558,1.0,2,0.00333333,100,,4676.97192426
500,400.0,1.0,0.0025,1.0,5.75784954026,4677.09159175,0.0025,4676.97,5.4346e-20,1.0,4676.97,4677.09159175,500.0,500.0,1.0,2.55627,5.75784954026,1.0,2,0.0025,100,,4677.09159175
500,500.000006643,1.0,0.002,1.0,5.02374603382,4677.3498893,0.002,4677.05,5.43187e-20,1.0,4677.05,4677.3498893,500.0,500.0,1.0,2.49911,5.02374603382,1.0,1,0.002,100,,4677.3498893
500,100.0,1.0,0.01,1.0,6.69253523957,4677.06203704,0.01,4677.06,3.50449e-18,1.0,4677.06,4677.06203704,500.0,500.0,1.0,2.57402,6.69253523957,1.0,2,0.01,100,,4677.06203704
500,200.000000102,1.0,0.005,1.0,7.94434665093,4676.64756555,0.005,4676.85,2.1793e-19,1.0,4676.85,4676.64756555,500.0,500.0,1.0,2.69966,7.94434665093,1.0,2,0.005,100,,4676.64756555
500,299.999969474,1.0,0.00333333,1.0,7.33313611659,4676.84916253,0.00333333,4676.85,5.43914e-20,1.0,4676.85,4676.84916253,500.0,500.0,1.0,2.69791,7.33313611659,1.0,2,0.00333333,100,,4676.84916253
500,400.0,1.0,0.0025,1.0,5.26018826839,4676.98778666,0.0025,4676.89,5.4346e-20,1.0,4676.89,4676.98778666,500.0,500.0,1.0,2.60084,5.26018826839,1.0,2,0.0025,100,,4676.98778666
500,500.000006643,1.0,0.002,1.0,6.36102320689,4676.6312379,0.002,4676.84,5.43187e-20,1.0,4676.84,4676.6312379,500.0,500.0,1.0,2.58484,6.36102320689,1.0,1,0.002,100,,4676.6312379
500,100.0,1.0,0.01,1.0,6.92073296714,4677.3846847,0.01,4677.38,3.50449e-18,1.0,4677.38,4677.3846847,500.0,500.0,1.0,2.61752,6.92073296714,1.0,2,0.01,100,,4677.3846847
500,200.000000102,1.0,0.005,1.0,6.39461985571,4677.09021954,0.005,4677.24,2.1793e-19,1.0,4677.24,4677.09021954,500.0,500.0,1.0,2.57152,6.39461985571,1.0,2,0.005,100,,4677.09021954
500,299.999969474,1.0,0.00333333,1.0,5.91885715572,4677.10243589,0.00333333,4677.19,5.43914e-20,1.0,4677.19,4677.10243589,500.0,500.0,1.0,2.52305,5.91885715572,1.0,2,0.00333333,100,,4677.10243589
500,400.0,1.0,0.0025,1.0,6.14135639837,4677.03396959,0.0025,4677.15,5.4346e-20,1.0,4677.15,4677.03396959,500.0,500.0,1.0,2.50979,6.14135639837,1.0,2,0.0025,100,,4677.03396959
500,500.000006643,1.0,0.002,1.0,6.81330667228,4677.0317475,0.002,4677.13,5.43187e-20,1.0,4677.13,4677.0317475,500.0,500.0,1.0,2.52796,6.81330667228,1.0,1,0.002,100,,4677.0317475
500,100.0,1.0,0.01,1.0,6.59704091858,4676.9027459,0.01,4676.9,3.50449e-18,1.0,4676.9,4676.9027459,500.0,500.0,1.0,2.55559,6.59704091858,1.0,2,0.01,100,,4676.9027459
500,200.000000102,1.0,0.005,1.0,5.62228243996,4677.32185948,0.005,4677.11,2.1793e-19,1.0,4677.11,4677.32185948,500.0,500.0,1.0,2.46829,5.62228243996,1.0,2,0.005,100,,4677.32185948
500,299.999969474,1.0,0.00333333,1.0,5.53832373834,4677.08522116,0.00333333,4677.1,5.43914e-20,1.0,4677.1,4677.08522116,500.0,500.0,1.0,2.42683,5.53832373834,1.0,2,0.00333333,100,,4677.08522116
500,400.0,1.0,0.0025,1.0,6.42905462321,4677.1121848,0.0025,4677.11,5.4346e-20,1.0,4677.11,4677.1121848,500.0,500.0,1.0,2.45119,6.42905462321,1.0,2,0.0025,100,,4677.1121848
500,500.000006643,1.0,0.002,1.0,4.97762946876,4677.15960981,0.002,4677.12,5.43187e-20,1.0,4677.12,4677.15960981,500.0,500.0,1.0,2.40681,4.97762946876,1.0,1,0.002,100,,4677.15960981
500,100.0,1.0,0.01,1.0,6.4975445202,4677.35143033,0.01,4677.35,3.50449e-18,1.0,4677.35,4677.35143033,500.0,500.0,1.0,2.53626,6.4975445202,1.0,2,0.01,100,,4677.35143033
500,200.000000102,1.0,0.005,1.0,6.86836980461,4677.05427675,0.005,4677.2,2.1793e-19,1.0,4677.2,4677.05427675,500.0,500.0,1.0,2.57647,6.86836980461,1.0,2,0.005,100,,4677.05427675
500,299.999969474,1.0,0.00333333,1.0,5.4560850182,4677.30757793,0.00333333,4677.24,5.43914e-20,1.0,4677.24,4677.30757793,500.0,500.0,1.0,2.49568,5.4560850182,1.0,2,0.00333333,100,,4677.30757793
500,400.0,1.0,0.0025,1.0,6.83381517968,4677.37638961,0.0025,4677.27,5.4346e-20,1.0,4677.27,4677.37638961,500.0,500.0,1.0,2.52316,6.83381517968,1.0,2,0.0025,100,,4677.37638961
500,500.000214012,0.999987,0.00200002,1.0,5.09855726748,4677.36013966,0.00199997,4677.29,4.29785e-17,1.0,4677.29,4677.36013966,500.0,500.0,1.0,2.47059,5.09855726748,1.00001,1,0.002,100,1.07315e-11,4677.36013966
500,100.0,1.0,0.01,1.0,7.52466611926,4676.80224518,0.01,4676.8,3.50449e-18,1.0,4676.8,4676.80224518,500.0,500.0,1.0,2.72937,7.52466611926,1.0,2,0.01,100,,4676.80224518
500,200.000000102,1.0,0.005,1.0,7.07143534977,4676.73506793,0.005,4676.77,2.1793e-19,1.0,4676.77,4676.73506793,500.0,500.0,1.0,2.68816,7.07143534977,1.0,2,0.005,100,,4676.73506793
500,299.999969474,1.0,0.00333333,1.0,6.74015175947,4677.00623032,0.00333333,4676.85,5.43914e-20,1.0,4676.85,4677.00623032,500.0,500.0,1.0,2.65599,6.74015175947,1.0,2,0.00333333,100,,4677.00623032
500,400.0,1.0,0.0025,1.0,6.08325080712,4677.07883173,0.0025,4676.91,5.4346e-20,1.0,4676.91,4677.07883173,500.0,500.0,1.0,2.60889,6.08325080712,1.0,2,0.0025,100,,4677.07883173
500,500.000006643,1.0,0.002,1.0,6.64096073127,4676.87407063,0.002,4676.9,5.43187e-20,1.0,4676.9,4676.87407063,500.0,500.0,1.0,2.60002,6.64096073127,1.0,1,0.002,100,,4676.87407063
500,100.0,1.0,0.01,1.0,6.22251030633,4677.00940027,0.01,4677.01,3.50449e-18,1.0,4677.01,4677.00940027,500.0,500.0,1.0,2.48199,6.22251030633,1.0,2,0.01,100,,4677.00940027
500,200.000000102,1.0,0.005,1.0,5.5511695697,4677.18896871,0.005,4677.1,2.1793e-19,1.0,4677.1,4677.18896871,500.0,500.0,1.0,2.41579,5.5511695697,1.0,2,0.005,100,,4677.18896871
500,299.999969474,1.0,0.00333333,1.0,6.6648167125,4677.02418187,0.00333333,4677.07,5.43914e-20,1.0,4677.07,4677.02418187,500.0,500.0,1.0,2.46806,6.6648167125,1.0,2,0.00333333,100,,4677.02418187
500,400.0,1.0,0.0025,1.0,6.12427956893,4676.58446824,0.0025,4676.95,5.4346e-20,1.0,4676.95,4676.58446824,500.0,500.0,1.0,2.47573,6.12427956893,1.0,2,0.0025,100,,4676.58446824
500,500.000006643,1.0,0.002,1.0,6.23200628955,4677.11706925,0.002,4676.98,5.43187e-20,1.0,4676.98,4677.11706925,500.0,500.0,1.0,2.47825,6.23200628955,1.0,1,0.002,100,,4677.11706925
500,100.0,1.0,0.01,1.0,6.47262020969,4677.04202553,0.01,4677.04,3.50449e-18,1.0,4677.04,4677.04202553,500.0,500.0,1.0,2.53139,6.47262020969,1.0,2,0.01,100,,4677.04202553
500,200.000000102,1.0,0.005,1.0,5.50131929835,4677.42749374,0.005,4677.23,2.1793e-19,1.0,4677.23,4677.42749374,500.0,500.0,1.0,2.44219,5.50131929835,1.0,2,0.005,100,,4677.42749374
500,299.999969474,1.0,0.00333333,1.0,6.35658231749,4677.39397393,0.00333333,4677.29,5.43914e-20,1.0,4677.29,4677.39397393,500.0,500.0,1.0,2.46566,6.35658231749,1.0,2,0.00333333,100,,4677.39397393
500,400.0,1.0,0.0025,1.0,5.99700560505,4677.03164012,0.0025,4677.22,5.4346e-20,1.0,4677.22,4677.03164012,500.0,500.0,1.0,2.46093,5.99700560505,1.0,2,0.0025,100,,4677.03164012
500,500.000006643,1.0,0.002,1.0,5.74056892176,4677.15317585,0.002,4677.21,5.43187e-20,1.0,4677.21,4677.15317585,500.0,500.0,1.0,2.44589,5.74056892176,1.0,1,0.002,100,,4677.15317585
500,100.0,1.0,0.01,1.0,5.69429648951,4677.04413296,0.01,4677.04,3.50449e-18,1.0,4677.04,4677.04413296,500.0,500.0,1.0,2.37434,5.69429648951,1.0,2,0.01,100,,4677.04413296
500,200.000000102,1.0,0.005,1.0,6.36491296716,4677.16887574,0.005,4677.11,2.1793e-19,1.0,4677.11,4677.16887574,500.0,500.0,1.0,2.44403,6.36491296716,1.0,2,0.005,100,,4677.16887574
500,299.999969474,1.0,0.00333333,1.0,5.70759239423,4676.95280632,0.00333333,4677.06,5.43914e-20,1.0,4677.06,4676.95280632,500.0,500.0,1.0,2.423,5.70759239423,1.0,2,0.00333333,100,,4676.95280632
500,400.0,1.0,0.0025,1.0,6.52274533812,4677.07074267,0.0025,4677.06,5.4346e-20,1.0,4677.06,4677.07074267,500.0,500.0,1.0,2.45308,6.52274533812,1.0,2,0.0025,100,,4677.07074267
500,500.000006643,1.0,0.002,1.0,6.86189218217,4676.82569789,0.002,4677.01,5.43187e-20,1.0,4677.01,4676.82569789,500.0,500.0,1.0,2.48625,6.86189218217,1.0,1,0.002,100,,4676.82569789
500,100.0,1.0,0.01,1.0,4.87708958115,4677.27541934,0.01,4677.28,3.50449e-18,1.0,4677.28,4677.27541934,500.0,500.0,1.0,2.19735,4.87708958115,1.0,2,0.01,100,,4677.27541934
500,200.000000102,1.0,0.005,1.0,7.27814218855,4676.95181566,0.005,4677.11,2.1793e-19,1.0,4677.11,4676.95181566,500.0,500.0,1.0,2.45826,7.27814218855,1.0,2,0.005,100,,4676.95181566
500,299.999969474,1.0,0.00333333,1.0,5.85842658778,4677.31850409,0.00333333,4677.18,5.43914e-20,1.0,4677.18,4677.31850409,500.0,500.0,1.0,2.44363,5.85842658778,1.0,2,0.00333333,100,,4677.31850409
500,400.0,1.0,0.0025,1.0,6.39572231374,4677.45532848,0.0025,4677.25,5.4346e-20,1.0,4677.25,4677.45532848,500.0,500.0,1.0,2.46484,6.39572231374,1.0,2,0.0025,100,,4677.45532848
