AvgNormIw,J,VanillaAvgRet,AvgVanillaIw,VarRet,EpsThisIter,BatchSize,VarDiscRet,eRenyi2,MinNormIw,Delta,AvgDiscRet,AvgRet,Bound,ESSClassic,VarNormIw,MaxNormIw,ESSRenyi,MinVanillaIw,VarJ,VarVanillaIw,AvgEpLen,IterType,MaxVanillaIw
0.01,2396.67,2396.6707186,1.0,372085.309393,100,500,372085.309393,1.0,0.01,1.0,2396.6707186,2396.6707186,2396.67,100.0,3.50449e-18,0.01,500.0,1.0,606.93,,260.58,2,1.0
0.005,2458.01,2519.34316162,1.0,352152.070336,100,500,352152.070336,1.0,0.005,1.0,2519.34316162,2519.34316162,2458.01,200.000000102,2.1793e-19,0.005,500.0,1.0,601.88,,273.81,2,1.0
0.00333333,2439.44,2402.29478362,1.0,271974.912266,100,500,271974.912266,1.0,0.00333333,1.0,2402.29478362,2402.29478362,2439.44,299.999969474,5.43914e-20,0.00333333,500.0,1.0,576.149,,261.17,2,1.0
0.0025,2466.39,2547.25449076,1.0,366861.326273,100,500,366861.326273,1.0,0.0025,1.0,2547.25449076,2547.25449076,2466.39,400.0,5.4346e-20,0.0025,500.0,1.0,584.755,,276.85,2,1.0
0.002,2471.4,2491.43870513,1.0,400830.117904,100,500,400830.117904,1.0,0.002,1.0,2491.43870513,2491.43870513,2471.4,500.000006643,5.43187e-20,0.002,500.0,1.0,594.151,,270.78,1,1.0
0.01,2521.41,2521.40779821,1.0,358335.706381,100,500,358335.706381,1.0,0.01,1.0,2521.40779821,2521.40779821,2521.41,100.0,3.50449e-18,0.01,500.0,1.0,595.611,,274.09,2,1.0
0.005,2485.46,2449.50205676,1.0,538299.567085,100,500,538299.567085,1.0,0.005,1.0,2449.50205676,2449.50205676,2485.46,200.000000102,2.1793e-19,0.005,500.0,1.0,667.178,,266.16,2,1.0
0.00333333,2496.16,2517.56371672,1.0,355154.344423,100,500,355154.344423,1.0,0.00333333,1.0,2517.56371672,2517.56371672,2496.16,299.999969474,5.43914e-20,0.00333333,500.0,1.0,643.569,,273.7,2,1.0
0.0025,2534.11,2647.96158027,1.0,377906.649992,100,500,377906.649992,1.0,0.0025,1.0,2647.96158027,2647.96158027,2534.11,400.0,5.4346e-20,0.0025,500.0,1.0,639.131,,287.57,2,1.0
0.002,2533.6,2531.58696545,1.0,346399.416337,100,500,346399.416337,1.0,0.002,1.0,2531.58696545,2531.58696545,2533.6,500.000006643,5.43187e-20,0.002,500.0,1.0,628.792,,275.04,1,1.0
0.01,2505.51,2505.50947112,1.0,346670.550512,100,500,346670.550512,1.0,0.01,1.0,2505.50947112,2505.50947112,2505.51,100.0,3.50449e-18,0.01,500.0,1.0,585.836,,272.15,2,1.0
0.005,2478.73,2451.95188055,1.0,370828.075326,100,500,370828.075326,1.0,0.005,1.0,2451.95188055,2451.95188055,2478.73,200.000000102,2.1793e-19,0.005,500.0,1.0,596.556,,266.44,2,1.0
0.00333333,2480.96,2485.41253026,1.0,301184.405497,100,500,301184.405497,1.0,0.00333333,1.0,2485.41253026,2485.41253026,2480.96,299.999969474,5.43914e-20,0.00333333,500.0,1.0,580.218,,270.24,2,1.0
0.0025,2522.32,2646.38909451,1.0,481243.250818,100,500,481243.250818,1.0,0.0025,1.0,2646.38909451,2646.38909451,2522.32,400.0,5.4346e-20,0.0025,500.0,1.0,613.783,,287.59,2,1.0
0.002,2514.87,2485.09798466,1.0,420323.201936,100,500,420323.201936,1.0,0.002,1.0,2485.09798466,2485.09798466,2514.87,500.000006643,5.43187e-20,0.002,500.0,1.0,620.346,,270.1,1,1.0
0.01,2518.27,2518.27119601,1.0,391164.465628,100,500,391164.465628,1.0,0.01,1.0,2518.27119601,2518.27119601,2518.27,100.0,3.50449e-18,0.01,500.0,1.0,622.296,,273.69,2,1.0
0.005,2527.63,2536.98765511,1.0,396690.746935,100,500,396690.746935,1.0,0.005,1.0,2536.98765511,2536.98765511,2527.63,200.000000102,2.1793e-19,0.005,500.0,1.0,624.561,,275.79,2,1.0
0.00333333,2534.68,2548.7903394,1.0,374493.452056,100,500,374493.452056,1.0,0.00333333,1.0,2548.7903394,2548.7903394,2534.68,299.999969474,5.43914e-20,0.00333333,500.0,1.0,619.462,,276.95,2,1.0
0.0025,2512.7,2446.73888617,1.0,405193.569304,100,500,405193.569304,1.0,0.0025,1.0,2446.73888617,2446.73888617,2512.7,400.0,5.4346e-20,0.0025,500.0,1.0,624.128,,265.93,2,1.0
0.002,2496.58,2432.13062847,1.0,431262.680961,100,500,431262.680961,1.0,0.002,1.0,2432.13062847,2432.13062847,2496.58,500.000006643,5.43187e-20,0.002,500.0,1.0,630.917,,264.36,1,1.0
0.01,2495.61,2495.61513542,1.0,379375.144993,100,500,379375.144993,1.0,0.01,1.0,2495.61513542,2495.61513542,2495.61,100.0,3.50449e-18,0.01,500.0,1.0,612.847,,271.11,2,1.0
0.005,2523.57,2551.53040898,1.0,453073.218816,100,500,453073.218816,1.0,0.005,1.0,2551.53040898,2551.53040898,2523.57,200.000000102,2.1793e-19,0.005,500.0,1.0,642.529,,277.43,2,1.0
0.00333333,2494.72,2437.01059629,1.0,376078.845284,100,500,376078.845284,1.0,0.00333333,1.0,2437.01059629,2437.01059629,2494.72,299.999969474,5.43914e-20,0.00333333,500.0,1.0,633.246,,264.78,2,1.0
0.0025,2496.69,2502.60611673,1.0,446700.663774,100,500,446700.663774,1.0,0.0025,1.0,2502.60611673,2502.60611673,2496.69,400.0,5.4346e-20,0.0025,500.0,1.0,641.343,,271.85,2,1.0
0.002,2472.19,2374.17894223,1.0,343560.523914,100,500,343560.523914,1.0,0.002,1.0,2374.17894223,2374.17894223,2472.19,500.000006643,5.43187e-20,0.002,500.0,1.0,632.046,,258.0,1,1.0
0.01,2570.13,2570.12993884,1.0,421750.481325,100,500,421750.481325,1.0,0.01,1.0,2570.12993884,2570.12993884,2570.13,100.0,3.50449e-18,0.01,500.0,1.0,646.168,,279.22,2,1.0
0.005,2529.87,2489.61112941,1.0,301882.596801,100,500,301882.596801,1.0,0.005,1.0,2489.61112941,2489.61112941,2529.87,200.000000102,2.1793e-19,0.005,500.0,1.0,599.849,,270.55,2,1.0
0.00333333,2534.96,2545.14225383,1.0,289709.141602,100,500,289709.141602,1.0,0.00333333,1.0,2545.14225383,2545.14225383,2534.96,299.999969474,5.43914e-20,0.00333333,500.0,1.0,579.254,,276.73,2,1.0
0.0025,2510.98,2439.02411552,1.0,376733.512264,100,500,376733.512264,1.0,0.0025,1.0,2439.02411552,2439.02411552,2510.98,400.0,5.4346e-20,0.0025,500.0,1.0,588.743,,265.16,2,1.0
0.002,2518.94,2550.76690987,1.0,395943.218308,100,500,395943.218308,1.0,0.002,1.0,2550.76690987,2550.76690987,2518.94,500.000006643,5.43187e-20,0.002,500.0,1.0,596.611,,277.17,1,1.0
0.01,2483.65,2483.64676606,1.0,494464.409245,100,500,494464.409245,1.0,0.01,1.0,2483.64676606,2483.64676606,2483.65,100.0,3.50449e-18,0.01,500.0,1.0,699.657,,269.81,2,1.0
0.005,2511.26,2538.87551239,1.0,468261.958367,100,500,468261.958367,1.0,0.005,1.0,2538.87551239,2538.87551239,2511.26,200.000000102,2.1793e-19,0.005,500.0,1.0,690.878,,275.84,2,1.0
0.00333333,2483.5,2427.99109404,1.0,322305.401739,100,500,322305.401739,1.0,0.00333333,1.0,2427.99109404,2427.99109404,2483.5,299.999969474,5.43914e-20,0.00333333,500.0,1.0,652.771,,264.08,2,1.0
0.0025,2496.16,2534.12747149,1.0,372230.175682,100,500,372230.175682,1.0,0.0025,1.0,2534.12747149,2534.12747149,2496.16,400.0,5.4346e-20,0.0025,500.0,1.0,642.02,,275.42,2,1.0
0.002,2499.99,2515.31816038,1.0,420195.733847,100,500,420195.733847,1.0,0.002,1.0,2515.31816038,2515.31816038,2499.99,500.000006643,5.43187e-20,0.002,500.0,1.0,642.658,,273.37,1,1.0
0.01,2518.47,2518.46531693,1.0,351322.892148,100,500,351322.892148,1.0,0.01,1.0,2518.46531693,2518.46531693,2518.47,100.0,3.50449e-18,0.01,500.0,1.0,589.754,,273.67,2,1.0
0.005,2502.69,2486.90923801,1.0,462062.147825,100,500,462062.147825,1.0,0.005,1.0,2486.90923801,2486.90923801,2502.69,200.000000102,2.1793e-19,0.005,500.0,1.0,634.724,,270.07,2,1.0
0.00333333,2542.15,2621.06570081,1.0,450019.086581,100,500,450019.086581,1.0,0.00333333,1.0,2621.06570081,2621.06570081,2542.15,299.999969474,5.43914e-20,0.00333333,500.0,1.0,648.231,,284.52,2,1.0
0.0025,2566.6,2639.95169751,1.0,533144.264986,100,500,533144.264986,1.0,0.0025,1.0,2639.95169751,2639.95169751,2566.6,400.0,5.4346e-20,0.0025,500.0,1.0,670.0,,286.61,2,1.0
0.002,2577.0,2618.62273139,1.0,549052.016222,100,500,549052.016222,1.0,0.002,1.0,2618.62273139,2618.62273139,2577.0,500.000006643,5.43187e-20,0.002,500.0,1.0,684.299,,284.32,1,1.0
0.01,2489.87,2489.87158103,1.0,351473.370492,100,500,351473.370492,1.0,0.01,1.0,2489.87158103,2489.87158103,2489.87,100.0,3.50449e-18,0.01,500.0,1.0,589.88,,270.58,2,1.0
0.005,2507.11,2524.35465319,1.0,595279.605913,100,500,595279.605913,1.0,0.005,1.0,2524.35465319,2524.35465319,2507.11,200.000000102,2.1793e-19,0.005,500.0,1.0,684.792,,273.82,2,1.0
0.00333333,2519.18,2543.32779133,1.0,430190.430767,100,500,430190.430767,1.0,0.00333333,1.0,2543.32779133,2543.32779133,2519.18,299.999969474,5.43914e-20,0.00333333,500.0,1.0,674.449,,276.3,2,1.0
0.0025,2530.1,2562.85922033,1.0,461781.350747,100,500,461781.350747,1.0,0.0025,1.0,2562.85922033,2562.85922033,2530.1,400.0,5.4346e-20,0.0025,500.0,1.0,675.136,,278.26,2,1.0
0.002,2545.07,2604.93190285,1.0,519843.075842,100,500,519843.075842,1.0,0.002,1.0,2604.93190285,2604.93190285,2545.07,500.000006643,5.43187e-20,0.002,500.0,1.0,684.45,,282.83,1,1.0
0.01,2493.2,2493.20470505,1.0,535907.729126,100,500,535907.729126,1.0,0.01,1.0,2493.20470505,2493.20470505,2493.2,100.0,3.50449e-18,0.01,500.0,1.0,728.388,,270.83,2,1.0
0.005,2541.93,2590.66401868,1.0,469926.070497,100,500,469926.070497,1.0,0.005,1.0,2590.66401868,2590.66401868,2541.93,200.000000102,2.1793e-19,0.005,500.0,1.0,707.292,,281.44,2,1.0
0.00333333,2543.86,2547.72314861,1.0,382496.956556,100,500,382496.956556,1.0,0.00333333,1.0,2547.72314861,2547.72314861,2543.86,299.999969474,5.43914e-20,0.00333333,500.0,1.0,678.041,,276.71,2,1.0
0.0025,2541.68,2535.12113365,1.0,399274.394401,100,500,399274.394401,1.0,0.0025,1.0,2535.12113365,2535.12113365,2541.68,400.0,5.4346e-20,0.0025,500.0,1.0,666.063,,275.33,2,1.0
0.002,2542.7,2546.79368724,1.0,339223.321811,100,500,339223.321811,1.0,0.002,1.0,2546.79368724,2546.79368724,2542.7,500.000006643,5.43187e-20,0.002,500.0,1.0,649.678,,276.88,1,1.0
0.01,2387.32,2387.32348168,1.0,389153.734399,100,500,389153.734399,1.0,0.01,1.0,2387.32348168,2387.32348168,2387.32,100.0,3.50449e-18,0.01,500.0,1.0,620.695,,259.58,2,1.0
0.005,2452.59,2517.86393433,1.0,475423.759169,100,500,475423.759169,1.0,0.005,1.0,2517.86393433,2517.86393433,2452.59,200.000000102,2.1793e-19,0.005,500.0,1.0,657.439,,273.47,2,1.0
0.00333333,2497.47,2587.21560974,1.0,407898.174287,100,500,407898.174287,1.0,0.00333333,1.0,2587.21560974,2587.21560974,2497.47,299.999969474,5.43914e-20,0.00333333,500.0,1.0,653.287,,281.26,2,1.0
0.0025,2485.71,2450.44770527,1.0,383119.714278,100,500,383119.714278,1.0,0.0025,1.0,2450.44770527,2450.44770527,2485.71,400.0,5.4346e-20,0.0025,500.0,1.0,644.457,,266.24,2,1.0
0.002,2487.54,2494.84771316,1.0,321544.251134,100,500,321544.251134,1.0,0.002,1.0,2494.84771316,2494.84771316,2487.54,500.000006643,5.43187e-20,0.002,500.0,1.0,629.237,,271.16,1,1.0
0.01,2511.81,2511.80799965,1.0,373925.983679,100,500,373925.983679,1.0,0.01,1.0,2511.80799965,2511.80799965,2511.81,100.0,3.50449e-18,0.01,500.0,1.0,608.43,,272.94,2,1.0
0.005,2478.45,2445.09176261,1.0,289164.938546,100,500,289164.938546,1.0,0.005,1.0,2445.09176261,2445.09176261,2478.45,200.000000102,2.1793e-19,0.005,500.0,1.0,573.884,,265.62,2,1.0
0.00333333,2461.0,2426.11231001,1.0,342110.393161,100,500,342110.393161,1.0,0.00333333,1.0,2426.11231001,2426.11231001,2461.0,299.999969474,5.43914e-20,0.00333333,500.0,1.0,577.12,,263.69,2,1.0
0.0025,2441.06,2381.22456374,1.0,257528.251063,100,500,257528.251063,1.0,0.0025,1.0,2381.22456374,2381.22456374,2441.06,400.0,5.4346e-20,0.0025,500.0,1.0,561.01,,258.88,2,1.0
0.002,2442.46,2448.08259027,1.0,357165.236642,100,500,357165.236642,1.0,0.002,1.0,2448.08259027,2448.08259027,2442.46,500.000006643,5.43187e-20,0.002,500.0,1.0,567.902,,266.03,1,1.0
0.01,2488.82,2488.81615333,1.0,445531.498767,100,500,445531.498767,1.0,0.01,1.0,2488.81615333,2488.81615333,2488.82,100.0,3.50449e-18,0.01,500.0,1.0,664.136,,270.49,2,1.0
0.005,2499.91,2510.99664025,1.0,456958.00975,100,500,456958.00975,1.0,0.005,1.0,2510.99664025,2510.99664025,2499.91,200.000000102,2.1793e-19,0.005,500.0,1.0,668.472,,273.02,2,1.0
0.00333333,2497.46,2492.57107535,1.0,336083.456508,100,500,336083.456508,1.0,0.00333333,1.0,2492.57107535,2492.57107535,2497.46,299.999969474,5.43914e-20,0.00333333,500.0,1.0,639.393,,270.79,2,1.0
0.0025,2473.04,2399.77186852,1.0,339294.60895,100,500,339294.60895,1.0,0.0025,1.0,2399.77186852,2399.77186852,2473.04,400.0,5.4346e-20,0.0025,500.0,1.0,626.404,,261.06,2,1.0
0.002,2487.47,2545.20583726,1.0,426366.811306,100,500,426366.811306,1.0,0.002,1.0,2545.20583726,2545.20583726,2487.47,500.000006643,5.43187e-20,0.002,500.0,1.0,631.791,,276.46,1,1.0
0.01,2364.31,2364.30620668,1.0,329763.231918,100,500,329763.231918,1.0,0.01,1.0,2364.30620668,2364.30620668,2364.31,100.0,3.50449e-18,0.01,500.0,1.0,571.372,,256.83,2,1.0
0.005,2404.93,2445.55128756,1.0,402029.062657,100,500,402029.062657,1.0,0.005,1.0,2445.55128756,2445.55128756,2404.93,200.000000102,2.1793e-19,0.005,500.0,1.0,603.231,,265.72,2,1.0
0.00333333,2430.68,2482.17983316,1.0,411412.247709,100,500,411412.247709,1.0,0.00333333,1.0,2482.17983316,2482.17983316,2430.68,299.999969474,5.43914e-20,0.00333333,500.0,1.0,616.185,,269.75,2,1.0
0.0025,2448.61,2502.38552151,1.0,283736.595859,100,500,283736.595859,1.0,0.0025,1.0,2502.38552151,2502.38552151,2448.61,400.0,5.4346e-20,0.0025,500.0,1.0,596.617,,272.17,2,1.0
0.002,2452.24,2466.75297641,1.0,329406.009933,100,500,329406.009933,1.0,0.002,1.0,2466.75297641,2466.75297641,2452.24,500.000006643,5.43187e-20,0.002,500.0,1.0,591.639,,268.33,1,1.0
0.01,2450.29,2450.28510873,1.0,364477.49418,100,500,364477.49418,1.0,0.01,1.0,2450.28510873,2450.28510873,2450.29,100.0,3.50449e-18,0.01,500.0,1.0,600.693,,266.41,2,1.0
0.005,2493.58,2536.87921303,1.0,398999.150912,100,500,398999.150912,1.0,0.005,1.0,2536.87921303,2536.87921303,2493.58,200.000000102,2.1793e-19,0.005,500.0,1.0,616.276,,275.82,2,1.0
0.00333333,2474.92,2437.60275205,1.0,310318.496497,100,500,310318.496497,1.0,0.00333333,1.0,2437.60275205,2437.60275205,2474.92,299.999969474,5.43914e-20,0.00333333,500.0,1.0,596.907,,264.92,2,1.0
0.0025,2495.11,2555.65682564,1.0,414018.104144,100,500,414018.104144,1.0,0.0025,1.0,2555.65682564,2555.65682564,2495.11,400.0,5.4346e-20,0.0025,500.0,1.0,609.028,,277.75,2,1.0
0.002,2517.86,2608.89127724,1.0,426658.508634,100,500,426658.508634,1.0,0.002,1.0,2608.89127724,2608.89127724,2517.86,500.000006643,5.43187e-20,0.002,500.0,1.0,619.098,,283.42,1,1.0
0.01,2441.39,2441.39072683,1.0,231932.901055,100,500,231932.901055,1.0,0.01,1.0,2441.39072683,2441.39072683,2441.39,100.0,3.50449e-18,0.01,500.0,1.0,479.18,,265.58,2,1.0
0.005,2475.24,2509.09647001,1.0,440080.351893,100,500,440080.351893,1.0,0.005,1.0,2509.09647001,2509.09647001,2475.24,200.000000102,2.1793e-19,0.005,500.0,1.0,577.748,,272.71,2,1.0
0.00333333,2471.54,2464.13880652,1.0,446510.378859,100,500,446510.378859,1.0,0.00333333,1.0,2464.13880652,2464.13880652,2471.54,299.999969474,5.43914e-20,0.00333333,500.0,1.0,608.198,,267.49,2,1.0
0.0025,2500.2,2586.1886192,1.0,494124.19588,100,500,494124.19588,1.0,0.0025,1.0,2586.1886192,2586.1886192,2500.2,400.0,5.4346e-20,0.0025,500.0,1.0,634.183,,280.85,2,1.0
0.002,2495.38,2476.06500882,1.0,468481.705323,100,500,468481.705323,1.0,0.002,1.0,2476.06500882,2476.06500882,2495.38,500.000006643,5.43187e-20,0.002,500.0,1.0,643.897,,269.16,1,1.0
0.01,2555.77,2555.77399922,1.0,418180.330125,100,500,418180.330125,1.0,0.01,1.0,2555.77399922,2555.77399922,2555.77,100.0,3.50449e-18,0.01,500.0,1.0,643.427,,277.68,2,1.0
0.005,2519.12,2482.47422596,1.0,447817.261969,100,500,447817.261969,1.0,0.005,1.0,2482.47422596,2482.47422596,2519.12,200.000000102,2.1793e-19,0.005,500.0,1.0,655.753,,269.79,2,1.0
0.00333333,2552.06,2617.94123383,1.0,466058.540955,100,500,466058.540955,1.0,0.00333333,1.0,2617.94123383,2617.94123383,2552.06,299.999969474,5.43914e-20,0.00333333,500.0,1.0,665.315,,284.34,2,1.0
0.0025,2554.75,2562.79871036,1.0,403810.155218,100,500,403810.155218,1.0,0.0025,1.0,2562.79871036,2562.79871036,2554.75,400.0,5.4346e-20,0.0025,500.0,1.0,657.227,,278.29,2,1.0
0.002,2525.7,2409.53558014,1.0,361648.177129,100,500,361648.177129,1.0,0.002,1.0,2409.53558014,2409.53558014,2525.7,500.000006643,5.43187e-20,0.002,500.0,1.0,648.489,,261.92,1,1.0
0.01,2532.46,2532.45982476,1.0,333296.246943,100,500,333296.246943,1.0,0.01,1.0,2532.45982476,2532.45982476,2532.46,100.0,3.50449e-18,0.01,500.0,1.0,574.424,,275.44,2,1.0
0.005,2501.26,2470.06331875,1.0,512114.452655,100,500,512114.452655,1.0,0.005,1.0,2470.06331875,2470.06331875,2501.26,200.000000102,2.1793e-19,0.005,500.0,1.0,647.651,,268.38,2,1.0
0.00333333,2521.68,2562.52463644,1.0,313787.282916,100,500,313787.282916,1.0,0.00333333,1.0,2562.52463644,2562.52463644,2521.68,299.999969474,5.43914e-20,0.00333333,500.0,1.0,619.692,,278.24,2,1.0
0.0025,2537.9,2586.54810391,1.0,476163.416043,100,500,476163.416043,1.0,0.0025,1.0,2586.54810391,2586.54810391,2537.9,400.0,5.4346e-20,0.0025,500.0,1.0,637.694,,280.69,2,1.0
0.002,2526.29,2479.86516012,1.0,359660.011137,100,500,359660.011137,1.0,0.002,1.0,2479.86516012,2479.86516012,2526.29,500.000006643,5.43187e-20,0.002,500.0,1.0,630.138,,269.6,1,1.0
0.01,2610.11,2610.10857537,1.0,506319.377015,100,500,506319.377015,1.0,0.01,1.0,2610.10857537,2610.10857537,2610.11,100.0,3.50449e-18,0.01,500.0,1.0,707.994,,283.45,2,1.0
0.005,2566.94,2523.76475915,1.0,335681.084057,100,500,335681.084057,1.0,0.005,1.0,2523.76475915,2523.76475915,2566.94,200.000000102,2.1793e-19,0.005,500.0,1.0,647.035,,274.29,2,1.0
0.00333333,2532.74,2464.35598203,1.0,392847.168843,100,500,392847.168843,1.0,0.00333333,1.0,2464.35598203,2464.35598203,2532.74,299.999969474,5.43914e-20,0.00333333,500.0,1.0,641.156,,267.69,2,1.0
0.0025,2534.9,2541.35814005,1.0,442349.625674,100,500,442349.625674,1.0,0.0025,1.0,2541.35814005,2541.35814005,2534.9,400.0,5.4346e-20,0.0025,500.0,1.0,646.379,,276.18,2,1.0
0.002,2536.9,2544.93173777,1.0,440924.217571,100,500,440924.217571,1.0,0.002,1.0,2544.93173777,2544.93173777,2536.9,500.000006643,5.43187e-20,0.002,500.0,1.0,649.28,,276.63,1,1.0
0.01,2479.83,2479.82920919,1.0,364766.60325,100,500,364766.60325,1.0,0.01,1.0,2479.82920919,2479.82920919,2479.83,100.0,3.50449e-18,0.01,500.0,1.0,600.932,,269.68,2,1.0
0.005,2515.83,2551.82358139,1.0,480744.585792,100,500,480744.585792,1.0,0.005,1.0,2551.82358139,2551.82358139,2515.83,200.000000102,2.1793e-19,0.005,500.0,1.0,647.938,,277.2,2,1.0
0.00333333,2465.1,2363.65584063,1.0,386260.376259,100,500,386260.376259,1.0,0.00333333,1.0,2363.65584063,2363.65584063,2465.1,299.999969474,5.43914e-20,0.00333333,500.0,1.0,642.257,,256.95,2,1.0
0.0025,2459.38,2442.22291101,1.0,372389.997695,100,500,372389.997695,1.0,0.0025,1.0,2442.22291101,2442.22291101,2459.38,400.0,5.4346e-20,0.0025,500.0,1.0,633.747,,265.52,2,1.0
0.002,2484.85,2586.70684866,1.0,471296.037703,100,500,471296.037703,1.0,0.002,1.0,2586.70684866,2586.70684866,2484.85,500.000006643,5.43187e-20,0.002,500.0,1.0,645.925,,281.12,1,1.0
0.01,2547.65,2547.64859565,1.0,512580.21525,100,500,512580.21525,1.0,0.01,1.0,2547.64859565,2547.64859565,2547.65,100.0,3.50449e-18,0.01,500.0,1.0,712.358,,276.6,2,1.0
0.005,2503.73,2459.81368445,1.0,271238.956743,100,500,271238.956743,1.0,0.005,1.0,2459.81368445,2459.81368445,2503.73,200.000000102,2.1793e-19,0.005,500.0,1.0,624.435,,267.48,2,1.0
0.00333333,2489.74,2461.75059267,1.0,447468.19892,100,500,447468.19892,1.0,0.00333333,1.0,2461.75059267,2461.75059267,2489.74,299.999969474,5.43914e-20,0.00333333,500.0,1.0,638.751,,267.32,2,1.0
0.0025,2484.31,2468.0134256,1.0,436559.979301,100,500,436559.979301,1.0,0.0025,1.0,2468.0134256,2468.0134256,2484.31,400.0,5.4346e-20,0.0025,500.0,1.0,643.536,,268.01,2,1.0
0.002,2468.67,2406.14471101,1.0,364417.974707,100,500,364417.974707,1.0,0.002,1.0,2406.14471101,2406.14471101,2468.67,500.000006643,5.43187e-20,0.002,500.0,1.0,635.959,,261.17,1,1.0
0.01,2521.9,2521.89996579,1.0,336450.303477,100,500,336450.303477,1.0,0.01,1.0,2521.89996579,2521.89996579,2521.9,100.0,3.50449e-18,0.01,500.0,1.0,577.136,,274.17,2,1.0
0.005,2431.55,2341.20954768,1.0,313191.901846,100,500,313191.901846,1.0,0.005,1.0,2341.20954768,2341.20954768,2431.55,200.000000102,2.1793e-19,0.005,500.0,1.0,574.226,,254.64,2,1.0
0.00333333,2436.62,2446.73635162,1.0,299278.693365,100,500,299278.693365,1.0,0.00333333,1.0,2446.73635162,2446.73635162,2436.62,299.999969474,5.43914e-20,0.00333333,500.0,1.0,564.479,,265.99,2,1.0
0.0025,2423.56,2384.41256673,1.0,379635.701498,100,500,379635.701498,1.0,0.0025,1.0,2384.41256673,2384.41256673,2423.56,400.0,5.4346e-20,0.0025,500.0,1.0,577.45,,259.05,2,1.0
0.002,2438.04,2495.9630138,1.0,338481.896569,100,500,338481.896569,1.0,0.002,1.0,2495.9630138,2495.9630138,2438.04,500.000006643,5.43187e-20,0.002,500.0,1.0,578.461,,271.07,1,1.0
0.01,2503.25,2503.24757749,1.0,461911.640546,100,500,461911.640546,1.0,0.01,1.0,2503.24757749,2503.24757749,2503.25,100.0,3.50449e-18,0.01,500.0,1.0,676.234,,272.1,2,1.0
0.005,2491.02,2478.79216806,1.0,403413.876198,100,500,403413.876198,1.0,0.005,1.0,2478.79216806,2478.79216806,2491.02,200.000000102,2.1793e-19,0.005,500.0,1.0,654.588,,269.52,2,1.0
0.00333333,2444.02,2350.0178933,1.0,377266.215944,100,500,377266.215944,1.0,0.00333333,1.0,2350.0178933,2350.0178933,2444.02,299.999969474,5.43914e-20,0.00333333,500.0,1.0,643.874,,255.54,2,1.0
0.0025,2442.94,2439.71982138,1.0,338765.277688,100,500,338765.277688,1.0,0.0025,1.0,2439.71982138,2439.71982138,2442.94,400.0,5.4346e-20,0.0025,500.0,1.0,628.313,,265.38,2,1.0
0.002,2454.26,2499.52031574,1.0,418610.230554,100,500,418610.230554,1.0,0.002,1.0,2499.52031574,2499.52031574,2454.26,500.000006643,5.43187e-20,0.002,500.0,1.0,631.838,,271.69,1,1.0
0.01,2446.96,2446.96457198,1.0,347901.441628,100,500,347901.441628,1.0,0.01,1.0,2446.96457198,2446.96457198,2446.96,100.0,3.50449e-18,0.01,500.0,1.0,586.875,,265.93,2,1.0
0.005,2485.39,2523.81926539,1.0,354005.605479,100,500,354005.605479,1.0,0.005,1.0,2523.81926539,2523.81926539,2485.39,200.000000102,2.1793e-19,0.005,500.0,1.0,590.695,,274.39,2,1.0
0.00333333,2498.86,2525.78958006,1.0,454195.002478,100,500,454195.002478,1.0,0.00333333,1.0,2525.78958006,2525.78958006,2498.86,299.999969474,5.43914e-20,0.00333333,500.0,1.0,618.757,,274.56,2,1.0
0.0025,2500.92,2507.10386802,1.0,425572.74742,100,500,425572.74742,1.0,0.0025,1.0,2507.10386802,2507.10386802,2500.92,400.0,5.4346e-20,0.0025,500.0,1.0,626.488,,272.51,2,1.0
0.002,2480.82,2400.4288931,1.0,390230.559816,100,500,390230.559816,1.0,0.002,1.0,2400.4288931,2400.4288931,2480.82,500.000006643,5.43187e-20,0.002,500.0,1.0,626.795,,261.06,1,1.0
0.01,2443.08,2443.0834594,1.0,348775.763956,100,500,348775.763956,1.0,0.01,1.0,2443.0834594,2443.0834594,2443.08,100.0,3.50449e-18,0.01,500.0,1.0,587.612,,265.5,2,1.0
0.005,2538.92,2634.74781654,1.0,555428.754877,100,500,555428.754877,1.0,0.005,1.0,2634.74781654,2634.74781654,2538.92,200.000000102,2.1793e-19,0.005,500.0,1.0,675.844,,285.99,2,1.0
0.00333333,2514.34,2465.17764208,1.0,372119.907823,100,500,372119.907823,1.0,0.00333333,1.0,2465.17764208,2465.17764208,2514.34,299.999969474,5.43914e-20,0.00333333,500.0,1.0,654.613,,267.8,2,1.0
0.0025,2518.48,2530.92791752,1.0,401451.875094,100,500,401451.875094,1.0,0.0025,1.0,2530.92791752,2530.92791752,2518.48,400.0,5.4346e-20,0.0025,500.0,1.0,648.69,,274.89,2,1.0
0.002,2516.64,2509.28209297,1.0,480591.009415,100,500,480591.009415,1.0,0.002,1.0,2509.28209297,2509.28209297,2516.64,500.000006643,5.43187e-20,0.002,500.0,1.0,657.123,,272.58,1,1.0
0.01,2568.33,2568.33332014,1.0,521910.301497,100,500,521910.301497,1.0,0.01,1.0,2568.33332014,2568.33332014,2568.33,100.0,3.50449e-18,0.01,500.0,1.0,718.812,,278.9,2,1.0
