AvgNormIw,J,VanillaAvgRet,AvgVanillaIw,VarRet,EpsThisIter,BatchSize,VarDiscRet,eRenyi2,MinNormIw,Delta,AvgDiscRet,AvgRet,Bound,ESSClassic,VarNormIw,MaxNormIw,ESSRenyi,MinVanillaIw,VarJ,VarVanillaIw,AvgEpLen,IterType,MaxVanillaIw
0.002,2474.68,2524.06033127,1.0,429887.685169,100,500,429887.685169,1.0,0.002,1.0,2524.06033127,2524.06033127,2474.68,500.000006643,5.43187e-20,0.002,500.0,1.0,637.882,,274.36,1,1.0
0.01,2508.92,2508.9187501,1.0,450189.274874,100,500,450189.274874,1.0,0.01,1.0,2508.9187501,2508.9187501,2508.92,100.0,3.50449e-18,0.01,500.0,1.0,667.598,,272.68,2,1.0
0.005,2454.7,2400.49038872,1.0,282673.07239,100,500,282673.07239,1.0,0.005,1.0,2400.49038872,2400.49038872,2454.7,200.000000102,2.1793e-19,0.005,500.0,1.0,604.736,,261.02,2,1.0
0.00333333,2452.96,2449.47257618,1.0,546448.265763,100,500,546448.265763,1.0,0.00333333,1.0,2449.47257618,2449.47257618,2452.96,299.999969474,5.43914e-20,0.00333333,500.0,1.0,651.259,,266.27,2,1.0
0.0025,2453.24,2454.08657373,1.0,385663.246377,100,500,385663.246377,1.0,0.0025,1.0,2454.08657373,2454.08657373,2453.24,400.0,5.4346e-20,0.0025,500.0,1.0,643.083,,266.67,2,1.0
0.002,2461.67,2495.39796109,1.0,441594.873886,100,500,441594.873886,1.0,0.002,1.0,2495.39796109,2495.39796109,2461.67,500.000006643,5.43187e-20,0.002,500.0,1.0,646.966,,271.03,1,1.0
0.01,2529.38,2529.3824487,1.0,480569.785969,100,500,480569.785969,1.0,0.01,1.0,2529.3824487,2529.3824487,2529.38,100.0,3.50449e-18,0.01,500.0,1.0,689.757,,274.94,2,1.0
0.005,2504.59,2479.79142292,1.0,405104.652755,100,500,405104.652755,1.0,0.005,1.0,2479.79142292,2479.79142292,2504.59,200.000000102,2.1793e-19,0.005,500.0,1.0,662.589,,269.57,2,1.0
0.00333333,2489.17,2458.32412961,1.0,365958.674885,100,500,365958.674885,1.0,0.00333333,1.0,2458.32412961,2458.32412961,2489.17,299.999969474,5.43914e-20,0.00333333,500.0,1.0,643.37,,267.23,2,1.0
0.0025,2499.06,2528.7618276,1.0,494688.623543,100,500,494688.623543,1.0,0.0025,1.0,2528.7618276,2528.7618276,2499.06,400.0,5.4346e-20,0.0025,500.0,1.0,658.159,,274.54,2,1.0
0.002,2466.44,2335.91611815,1.0,321067.423598,100,500,321067.423598,1.0,0.002,1.0,2335.91611815,2335.91611815,2466.44,500.000006643,5.43187e-20,0.002,500.0,1.0,643.714,,253.98,1,1.0
0.01,2495.67,2495.66530202,1.0,359760.606724,100,500,359760.606724,1.0,0.01,1.0,2495.66530202,2495.66530202,2495.67,100.0,3.50449e-18,0.01,500.0,1.0,596.794,,271.16,2,1.0
0.005,2485.59,2475.50952233,1.0,382349.219286,100,500,382349.219286,1.0,0.005,1.0,2475.50952233,2475.50952233,2485.59,200.000000102,2.1793e-19,0.005,500.0,1.0,606.173,,268.9,2,1.0
0.00333333,2485.49,2485.30590277,1.0,500413.367398,100,500,500413.367398,1.0,0.00333333,1.0,2485.30590277,2485.30590277,2485.49,299.999969474,5.43914e-20,0.00333333,500.0,1.0,640.391,,270.15,2,1.0
0.0025,2465.08,2403.84624965,1.0,400168.838822,100,500,400168.838822,1.0,0.0025,1.0,2403.84624965,2403.84624965,2465.08,400.0,5.4346e-20,0.0025,500.0,1.0,638.645,,261.32,2,1.0
0.002,2481.05,2544.93124307,1.0,353587.655278,100,500,353587.655278,1.0,0.002,1.0,2544.93124307,2544.93124307,2481.05,500.000006643,5.43187e-20,0.002,500.0,1.0,630.337,,276.46,1,1.0
0.01,2484.48,2484.47588533,1.0,474966.590852,100,500,474966.590852,1.0,0.01,1.0,2484.47588533,2484.47588533,2484.48,100.0,3.50449e-18,0.01,500.0,1.0,685.724,,269.88,2,1.0
0.005,2496.73,2508.97892315,1.0,332172.377461,100,500,332172.377461,1.0,0.005,1.0,2508.97892315,2508.97892315,2496.73,200.000000102,2.1793e-19,0.005,500.0,1.0,632.206,,272.82,2,1.0
0.00333333,2509.87,2536.15191514,1.0,454593.888497,100,500,454593.888497,1.0,0.00333333,1.0,2536.15191514,2536.15191514,2509.87,299.999969474,5.43914e-20,0.00333333,500.0,1.0,645.614,,275.49,2,1.0
0.0025,2520.85,2553.81023178,1.0,348273.000157,100,500,348273.000157,1.0,0.0025,1.0,2553.81023178,2553.81023178,2520.85,400.0,5.4346e-20,0.0025,500.0,1.0,631.801,,277.39,2,1.0
0.002,2517.23,2502.70783922,1.0,391381.871553,100,500,391381.871553,1.0,0.002,1.0,2502.70783922,2502.70783922,2517.23,500.000006643,5.43187e-20,0.002,500.0,1.0,629.988,,271.87,1,1.0
0.01,2441.11,2441.11275242,1.0,297633.889899,100,500,297633.889899,1.0,0.01,1.0,2441.11275242,2441.11275242,2441.11,100.0,3.50449e-18,0.01,500.0,1.0,542.824,,265.51,2,1.0
0.005,2412.86,2384.61401951,1.0,293475.489565,100,500,293475.489565,1.0,0.005,1.0,2384.61401951,2384.61401951,2412.86,200.000000102,2.1793e-19,0.005,500.0,1.0,541.661,,259.26,2,1.0
0.00333333,2460.38,2555.41652245,1.0,408266.318211,100,500,408266.318211,1.0,0.00333333,1.0,2555.41652245,2555.41652245,2460.38,299.999969474,5.43914e-20,0.00333333,500.0,1.0,578.655,,277.59,2,1.0
0.0025,2490.98,2582.79247299,1.0,431752.03609,100,500,431752.03609,1.0,0.0025,1.0,2582.79247299,2582.79247299,2490.98,400.0,5.4346e-20,0.0025,500.0,1.0,600.666,,280.54,2,1.0
0.002,2472.33,2397.69981057,1.0,299635.621496,100,500,299635.621496,1.0,0.002,1.0,2397.69981057,2397.69981057,2472.33,500.000006643,5.43187e-20,0.002,500.0,1.0,591.067,,260.45,1,1.0
0.01,2491.37,2491.37104874,1.0,344574.691772,100,500,344574.691772,1.0,0.01,1.0,2491.37104874,2491.37104874,2491.37,100.0,3.50449e-18,0.01,500.0,1.0,584.062,,270.84,2,1.0
0.005,2479.79,2468.20595433,1.0,296185.083135,100,500,296185.083135,1.0,0.005,1.0,2468.20595433,2468.20595433,2479.79,200.000000102,2.1793e-19,0.005,500.0,1.0,563.303,,268.17,2,1.0
0.00333333,2469.73,2449.62351507,1.0,410544.443943,100,500,410544.443943,1.0,0.00333333,1.0,2449.62351507,2449.62351507,2469.73,299.999969474,5.43914e-20,0.00333333,500.0,1.0,589.255,,266.07,2,1.0
0.0025,2472.55,2481.0088998,1.0,379327.348471,100,500,379327.348471,1.0,0.0025,1.0,2481.0088998,2481.0088998,2472.55,400.0,5.4346e-20,0.0025,500.0,1.0,595.251,,269.82,2,1.0
0.002,2487.08,2545.21546228,1.0,566735.602735,100,500,566735.602735,1.0,0.002,1.0,2545.21546228,2545.21546228,2487.08,500.000006643,5.43187e-20,0.002,500.0,1.0,629.696,,276.23,1,1.0
0.01,2430.26,2430.25905044,1.0,391486.037857,100,500,391486.037857,1.0,0.01,1.0,2430.25905044,2430.25905044,2430.26,100.0,3.50449e-18,0.01,500.0,1.0,622.552,,264.2,2,1.0
0.005,2385.53,2340.79823271,1.0,268559.915392,100,500,268559.915392,1.0,0.005,1.0,2340.79823271,2340.79823271,2385.53,200.000000102,2.1793e-19,0.005,500.0,1.0,573.344,,254.41,2,1.0
0.00333333,2386.67,2388.96260622,1.0,359269.852202,100,500,359269.852202,1.0,0.00333333,1.0,2388.96260622,2388.96260622,2386.67,299.999969474,5.43914e-20,0.00333333,500.0,1.0,581.129,,259.43,2,1.0
0.0025,2404.05,2456.19984553,1.0,404307.425244,100,500,404307.425244,1.0,0.0025,1.0,2456.19984553,2456.19984553,2404.05,400.0,5.4346e-20,0.0025,500.0,1.0,595.194,,266.85,2,1.0
0.002,2434.32,2555.35867764,1.0,756553.352172,100,500,756553.352172,1.0,0.002,1.0,2555.35867764,2555.35867764,2434.32,500.000006643,5.43187e-20,0.002,500.0,1.0,660.958,,277.32,1,1.0
0.01,2408.28,2408.27575357,1.0,313759.451295,100,500,313759.451295,1.0,0.01,1.0,2408.27575357,2408.27575357,2408.28,100.0,3.50449e-18,0.01,500.0,1.0,557.335,,261.88,2,1.0
0.005,2415.77,2423.26664265,1.0,490407.12169,100,500,490407.12169,1.0,0.005,1.0,2423.26664265,2423.26664265,2415.77,200.000000102,2.1793e-19,0.005,500.0,1.0,630.966,,263.45,2,1.0
0.00333333,2411.38,2402.60463302,1.0,334785.457183,100,500,334785.457183,1.0,0.00333333,1.0,2402.60463302,2402.60463302,2411.38,299.999969474,5.43914e-20,0.00333333,500.0,1.0,613.131,,261.12,2,1.0
0.0025,2417.8,2437.0523259,1.0,341876.471958,100,500,341876.471958,1.0,0.0025,1.0,2437.0523259,2437.0523259,2417.8,400.0,5.4346e-20,0.0025,500.0,1.0,605.546,,265.04,2,1.0
0.002,2459.83,2627.94291102,1.0,487305.463155,100,500,487305.463155,1.0,0.002,1.0,2627.94291102,2627.94291102,2459.83,500.000006643,5.43187e-20,0.002,500.0,1.0,630.0,,285.66,1,1.0
0.01,2509.03,2509.02539933,1.0,402868.76818,100,500,402868.76818,1.0,0.01,1.0,2509.02539933,2509.02539933,2509.03,100.0,3.50449e-18,0.01,500.0,1.0,631.538,,272.63,2,1.0
0.005,2512.68,2516.32691282,1.0,349331.964269,100,500,349331.964269,1.0,0.005,1.0,2516.32691282,2516.32691282,2512.68,200.000000102,2.1793e-19,0.005,500.0,1.0,610.207,,273.38,2,1.0
0.00333333,2476.39,2403.81773974,1.0,433466.395707,100,500,433466.395707,1.0,0.00333333,1.0,2403.81773974,2403.81773974,2476.39,299.999969474,5.43914e-20,0.00333333,500.0,1.0,627.624,,261.44,2,1.0
0.0025,2482.35,2500.22617478,1.0,262151.225444,100,500,262151.225444,1.0,0.0025,1.0,2500.22617478,2500.22617478,2482.35,400.0,5.4346e-20,0.0025,500.0,1.0,600.353,,271.56,2,1.0
0.002,2486.62,2503.69564585,1.0,464208.800684,100,500,464208.800684,1.0,0.002,1.0,2503.69564585,2503.69564585,2486.62,500.000006643,5.43187e-20,0.002,500.0,1.0,616.705,,271.99,1,1.0
0.01,2453.53,2453.53476665,1.0,318566.29306,100,500,318566.29306,1.0,0.01,1.0,2453.53476665,2453.53476665,2453.53,100.0,3.50449e-18,0.01,500.0,1.0,561.588,,266.72,2,1.0
0.005,2481.5,2509.46778354,1.0,364169.877386,100,500,364169.877386,1.0,0.005,1.0,2509.46778354,2509.46778354,2481.5,200.000000102,2.1793e-19,0.005,500.0,1.0,582.011,,272.75,2,1.0
0.00333333,2461.67,2421.99322981,1.0,282681.803645,100,500,282681.803645,1.0,0.00333333,1.0,2421.99322981,2421.99322981,2461.67,299.999969474,5.43914e-20,0.00333333,500.0,1.0,565.594,,263.38,2,1.0
0.0025,2483.51,2549.04798496,1.0,346963.362306,100,500,346963.362306,1.0,0.0025,1.0,2549.04798496,2549.04798496,2483.51,400.0,5.4346e-20,0.0025,500.0,1.0,572.038,,276.85,2,1.0
0.002,2488.46,2508.26237385,1.0,469249.213757,100,500,469249.213757,1.0,0.002,1.0,2508.26237385,2508.26237385,2488.46,500.000006643,5.43187e-20,0.002,500.0,1.0,595.644,,272.63,1,1.0
0.01,2572.78,2572.77967393,1.0,487308.141351,100,500,487308.141351,1.0,0.01,1.0,2572.77967393,2572.77967393,2572.78,100.0,3.50449e-18,0.01,500.0,1.0,694.575,,279.46,2,1.0
0.005,2560.78,2548.77107164,1.0,416917.94131,100,500,416917.94131,1.0,0.005,1.0,2548.77107164,2548.77107164,2560.78,200.000000102,2.1793e-19,0.005,500.0,1.0,669.131,,277.16,2,1.0
0.00333333,2549.49,2526.90938758,1.0,399014.920299,100,500,399014.920299,1.0,0.00333333,1.0,2526.90938758,2526.90938758,2549.49,299.999969474,5.43914e-20,0.00333333,500.0,1.0,656.064,,274.59,2,1.0
0.0025,2533.75,2486.5204447,1.0,408101.058811,100,500,408101.058811,1.0,0.0025,1.0,2486.5204447,2486.5204447,2533.75,400.0,5.4346e-20,0.0025,500.0,1.0,651.586,,270.41,2,1.0
0.002,2539.26,2561.31716864,1.0,475780.79372,100,500,475780.79372,1.0,0.002,1.0,2561.31716864,2561.31716864,2539.26,500.000006643,5.43187e-20,0.002,500.0,1.0,658.769,,278.22,1,1.0
0.01,2539.72,2539.72478462,1.0,447589.463427,100,500,447589.463427,1.0,0.01,1.0,2539.72478462,2539.72478462,2539.72,100.0,3.50449e-18,0.01,500.0,1.0,665.668,,275.84,2,1.0
0.005,2500.58,2461.42845914,1.0,275515.21225,100,500,275515.21225,1.0,0.005,1.0,2461.42845914,2461.42845914,2500.58,200.000000102,2.1793e-19,0.005,500.0,1.0,599.558,,267.53,2,1.0
0.00333333,2501.25,2502.58788477,1.0,462572.788718,100,500,462572.788718,1.0,0.00333333,1.0,2502.58788477,2502.58788477,2501.25,299.999969474,5.43914e-20,0.00333333,500.0,1.0,626.336,,271.91,2,1.0
0.0025,2477.06,2404.49825713,1.0,376484.227937,100,500,376484.227937,1.0,0.0025,1.0,2404.49825713,2404.49825713,2477.06,400.0,5.4346e-20,0.0025,500.0,1.0,623.825,,261.31,2,1.0
0.002,2489.83,2540.9008209,1.0,555860.027124,100,500,555860.027124,1.0,0.002,1.0,2540.9008209,2540.9008209,2489.83,500.000006643,5.43187e-20,0.002,500.0,1.0,649.645,,275.83,1,1.0
0.01,2353.22,2353.22487957,1.0,342117.00177,100,500,342117.00177,1.0,0.01,1.0,2353.22487957,2353.22487957,2353.22,100.0,3.50449e-18,0.01,500.0,1.0,581.976,,255.95,2,1.0
0.005,2420.46,2487.69493505,1.0,364644.785747,100,500,364644.785747,1.0,0.005,1.0,2487.69493505,2487.69493505,2420.46,200.000000102,2.1793e-19,0.005,500.0,1.0,595.288,,270.3,2,1.0
0.00333333,2450.65,2511.0298186,1.0,510812.490987,100,500,510812.490987,1.0,0.00333333,1.0,2511.0298186,2511.0298186,2450.65,299.999969474,5.43914e-20,0.00333333,500.0,1.0,637.68,,272.72,2,1.0
0.0025,2449.2,2444.86161879,1.0,404096.069813,100,500,404096.069813,1.0,0.0025,1.0,2444.86161879,2444.86161879,2449.2,400.0,5.4346e-20,0.0025,500.0,1.0,636.394,,266.03,2,1.0
0.002,2461.99,2513.15034697,1.0,400465.382127,100,500,400465.382127,1.0,0.002,1.0,2513.15034697,2513.15034697,2461.99,500.000006643,5.43187e-20,0.002,500.0,1.0,635.566,,273.32,1,1.0
0.01,2537.56,2537.5600689,1.0,487610.221493,100,500,487610.221493,1.0,0.01,1.0,2537.5600689,2537.5600689,2537.56,100.0,3.50449e-18,0.01,500.0,1.0,694.791,,275.83,2,1.0
0.005,2521.01,2504.46591738,1.0,511401.90109,100,500,511401.90109,1.0,0.005,1.0,2504.46591738,2504.46591738,2521.01,200.000000102,2.1793e-19,0.005,500.0,1.0,703.409,,272.01,2,1.0
0.00333333,2530.18,2548.52361409,1.0,423184.629825,100,500,423184.629825,1.0,0.00333333,1.0,2548.52361409,2548.52361409,2530.18,299.999969474,5.43914e-20,0.00333333,500.0,1.0,685.329,,276.73,2,1.0
0.0025,2528.28,2522.59053188,1.0,483025.347705,100,500,483025.347705,1.0,0.0025,1.0,2522.59053188,2522.59053188,2528.28,400.0,5.4346e-20,0.0025,500.0,1.0,686.889,,273.96,2,1.0
0.002,2537.65,2575.09128033,1.0,447101.697866,100,500,447101.697866,1.0,0.002,1.0,2575.09128033,2575.09128033,2537.65,500.000006643,5.43187e-20,0.002,500.0,1.0,682.883,,279.69,1,1.0
0.01,2430.12,2430.11894299,1.0,256554.084658,100,500,256554.084658,1.0,0.01,1.0,2430.11894299,2430.11894299,2430.12,100.0,3.50449e-18,0.01,500.0,1.0,503.973,,264.2,2,1.0
0.005,2481.58,2533.03230704,1.0,505304.965046,100,500,505304.965046,1.0,0.005,1.0,2533.03230704,2533.03230704,2481.58,200.000000102,2.1793e-19,0.005,500.0,1.0,616.253,,275.19,2,1.0
0.00333333,2480.59,2478.62615956,1.0,348032.252941,100,500,348032.252941,1.0,0.00333333,1.0,2478.62615956,2478.62615956,2480.59,299.999969474,5.43914e-20,0.00333333,500.0,1.0,606.656,,269.49,2,1.0
0.0025,2455.51,2380.27326352,1.0,398750.173245,100,500,398750.173245,1.0,0.0025,1.0,2380.27326352,2380.27326352,2455.51,400.0,5.4346e-20,0.0025,500.0,1.0,613.678,,258.64,2,1.0
0.002,2482.28,2589.35697754,1.0,573648.039722,100,500,573648.039722,1.0,0.002,1.0,2589.35697754,2589.35697754,2482.28,500.000006643,5.43187e-20,0.002,500.0,1.0,646.32,,281.31,1,1.0
0.01,2620.31,2620.31301062,1.0,524319.575254,100,500,524319.575254,1.0,0.01,1.0,2620.31301062,2620.31301062,2620.31,100.0,3.50449e-18,0.01,500.0,1.0,720.47,,284.54,2,1.0
0.005,2598.38,2576.45607961,1.0,530991.930075,100,500,530991.930075,1.0,0.005,1.0,2576.45607961,2576.45607961,2598.38,200.000000102,2.1793e-19,0.005,500.0,1.0,723.091,,279.8,2,1.0
0.00333333,2554.9,2467.93239146,1.0,429277.825288,100,500,429277.825288,1.0,0.00333333,1.0,2467.93239146,2467.93239146,2554.9,299.999969474,5.43914e-20,0.00333333,500.0,1.0,702.863,,268.31,2,1.0
0.0025,2545.77,2518.36940585,1.0,358806.01894,100,500,358806.01894,1.0,0.0025,1.0,2518.36940585,2518.36940585,2545.77,400.0,5.4346e-20,0.0025,500.0,1.0,677.914,,273.58,2,1.0
0.002,2524.38,2438.82526132,1.0,386197.195224,100,500,386197.195224,1.0,0.002,1.0,2438.82526132,2438.82526132,2524.38,500.000006643,5.43187e-20,0.002,500.0,1.0,667.795,,264.94,1,1.0
0.01,2476.85,2476.84848043,1.0,501596.980505,100,500,501596.980505,1.0,0.01,1.0,2476.84848043,2476.84848043,2476.85,100.0,3.50449e-18,0.01,500.0,1.0,704.685,,269.2,2,1.0
0.005,2512.29,2547.7320894,1.0,375498.735126,100,500,375498.735126,1.0,0.005,1.0,2547.7320894,2547.7320894,2512.29,200.000000102,2.1793e-19,0.005,500.0,1.0,659.862,,276.9,2,1.0
0.00333333,2510.33,2506.40076833,1.0,467974.693402,100,500,467974.693402,1.0,0.00333333,1.0,2506.40076833,2506.40076833,2510.33,299.999969474,5.43914e-20,0.00333333,500.0,1.0,666.872,,272.11,2,1.0
0.0025,2510.83,2512.32303193,1.0,400922.31395,100,500,400922.31395,1.0,0.0025,1.0,2512.32303193,2512.32303193,2510.83,400.0,5.4346e-20,0.0025,500.0,1.0,657.851,,273.16,2,1.0
0.002,2525.21,2582.75940774,1.0,489788.126503,100,500,489788.126503,1.0,0.002,1.0,2582.75940774,2582.75940774,2525.21,500.000006643,5.43187e-20,0.002,500.0,1.0,666.348,,280.55,1,1.0
0.01,2450.34,2450.3439094,1.0,339042.133528,100,500,339042.133528,1.0,0.01,1.0,2450.3439094,2450.3439094,2450.34,100.0,3.50449e-18,0.01,500.0,1.0,579.355,,266.35,2,1.0
0.005,2522.6,2594.86100351,1.0,428559.923377,100,500,428559.923377,1.0,0.005,1.0,2594.86100351,2594.86100351,2522.6,200.000000102,2.1793e-19,0.005,500.0,1.0,620.632,,281.85,2,1.0
0.00333333,2508.45,2480.15524067,1.0,348030.146404,100,500,348030.146404,1.0,0.00333333,1.0,2480.15524067,2480.15524067,2508.45,299.999969474,5.43914e-20,0.00333333,500.0,1.0,609.951,,269.54,2,1.0
0.0025,2493.74,2449.61770955,1.0,432678.989232,100,500,432678.989232,1.0,0.0025,1.0,2449.61770955,2449.61770955,2493.74,400.0,5.4346e-20,0.0025,500.0,1.0,621.906,,266.34,2,1.0
0.002,2506.28,2556.41811924,1.0,268613.562779,100,500,268613.562779,1.0,0.002,1.0,2556.41811924,2556.41811924,2506.28,500.000006643,5.43187e-20,0.002,500.0,1.0,602.684,,277.96,1,1.0
0.01,2401.4,2401.40393819,1.0,272146.620955,100,500,272146.620955,1.0,0.01,1.0,2401.40393819,2401.40393819,2401.4,100.0,3.50449e-18,0.01,500.0,1.0,519.062,,260.94,2,1.0
0.005,2472.81,2544.21611864,1.0,391911.449613,100,500,391911.449613,1.0,0.005,1.0,2544.21611864,2544.21611864,2472.81,200.000000102,2.1793e-19,0.005,500.0,1.0,577.761,,276.3,2,1.0
0.00333333,2493.35,2534.44209515,1.0,495173.588692,100,500,495173.588692,1.0,0.00333333,1.0,2534.44209515,2534.44209515,2493.35,299.999969474,5.43914e-20,0.00333333,500.0,1.0,621.924,,275.26,2,1.0
0.0025,2483.9,2455.55494462,1.0,381741.955897,100,500,381741.955897,1.0,0.0025,1.0,2455.55494462,2455.55494462,2483.9,400.0,5.4346e-20,0.0025,500.0,1.0,620.356,,266.96,2,1.0
0.002,2495.97,2544.22676019,1.0,366275.673837,100,500,366275.673837,1.0,0.002,1.0,2544.22676019,2544.22676019,2495.97,500.000006643,5.43187e-20,0.002,500.0,1.0,617.234,,276.47,1,1.0
0.01,2517.68,2517.6769807,1.0,560219.032838,100,500,560219.032838,1.0,0.01,1.0,2517.6769807,2517.6769807,2517.68,100.0,3.50449e-18,0.01,500.0,1.0,744.726,,273.39,2,1.0
0.005,2518.44,2519.20970971,1.0,374670.11283,100,500,374670.11283,1.0,0.005,1.0,2519.20970971,2519.20970971,2518.44,200.000000102,2.1793e-19,0.005,500.0,1.0,680.273,,273.77,2,1.0
0.00333333,2518.78,2519.46801073,1.0,318197.534553,100,500,318197.534553,1.0,0.00333333,1.0,2519.46801073,2519.46801073,2518.78,299.999969474,5.43914e-20,0.00333333,500.0,1.0,643.055,,273.89,2,1.0
0.0025,2520.94,2527.40901211,1.0,445270.394699,100,500,445270.394699,1.0,0.0025,1.0,2527.40901211,2527.40901211,2520.94,400.0,5.4346e-20,0.0025,500.0,1.0,648.35,,274.51,2,1.0
0.002,2524.18,2537.13998551,1.0,522493.941052,100,500,522493.941052,1.0,0.002,1.0,2537.13998551,2537.13998551,2524.18,500.000006643,5.43187e-20,0.002,500.0,1.0,663.161,,275.65,1,1.0
0.01,2492.69,2492.69278601,1.0,520475.129457,100,500,520475.129457,1.0,0.01,1.0,2492.69278601,2492.69278601,2492.69,100.0,3.50449e-18,0.01,500.0,1.0,717.823,,270.89,2,1.0
0.005,2448.48,2404.26181539,1.0,346991.964697,100,500,346991.964697,1.0,0.005,1.0,2404.26181539,2404.26181539,2448.48,200.000000102,2.1793e-19,0.005,500.0,1.0,656.773,,261.59,2,1.0
0.00333333,2438.82,2419.52005239,1.0,344853.444039,100,500,344853.444039,1.0,0.00333333,1.0,2419.52005239,2419.52005239,2438.82,299.999969474,5.43914e-20,0.00333333,500.0,1.0,633.684,,263.16,2,1.0
0.0025,2465.3,2544.73850514,1.0,429829.816935,100,500,429829.816935,1.0,0.0025,1.0,2544.73850514,2544.73850514,2465.3,400.0,5.4346e-20,0.0025,500.0,1.0,640.041,,276.55,2,1.0
0.002,2448.94,2383.48191932,1.0,385179.025363,100,500,385179.025363,1.0,0.002,1.0,2383.48191932,2383.48191932,2448.94,500.000006643,5.43187e-20,0.002,500.0,1.0,636.442,,259.07,1,1.0
0.01,2679.57,2679.56968045,1.0,505091.98912,100,500,505091.98912,1.0,0.01,1.0,2679.56968045,2679.56968045,2679.57,100.0,3.50449e-18,0.01,500.0,1.0,707.136,,291.04,2,1.0
0.005,2588.99,2498.41308401,1.0,456531.480737,100,500,456531.480737,1.0,0.005,1.0,2498.41308401,2498.41308401,2588.99,200.000000102,2.1793e-19,0.005,500.0,1.0,695.851,,271.5,2,1.0
0.00333333,2559.25,2499.78111279,1.0,397311.706832,100,500,397311.706832,1.0,0.00333333,1.0,2499.78111279,2499.78111279,2559.25,299.999969474,5.43914e-20,0.00333333,500.0,1.0,675.046,,271.46,2,1.0
0.0025,2553.03,2534.35150607,1.0,446312.152039,100,500,446312.152039,1.0,0.0025,1.0,2534.35150607,2534.35150607,2553.03,400.0,5.4346e-20,0.0025,500.0,1.0,672.565,,275.23,2,1.0
0.002,2535.18,2463.77043974,1.0,315929.210278,100,500,315929.210278,1.0,0.002,1.0,2463.77043974,2463.77043974,2535.18,500.000006643,5.43187e-20,0.002,500.0,1.0,652.46,,267.96,1,1.0
0.01,2451.8,2451.79926173,1.0,406191.569931,100,500,406191.569931,1.0,0.01,1.0,2451.79926173,2451.79926173,2451.8,100.0,3.50449e-18,0.01,500.0,1.0,634.137,,266.45,2,1.0
0.005,2537.11,2622.42343036,1.0,569624.66937,100,500,569624.66937,1.0,0.005,1.0,2622.42343036,2622.42343036,2537.11,200.000000102,2.1793e-19,0.005,500.0,1.0,700.219,,284.9,2,1.0
0.00333333,2512.91,2464.52111743,1.0,423809.946049,100,500,423809.946049,1.0,0.00333333,1.0,2464.52111743,2464.52111743,2512.91,299.999969474,5.43914e-20,0.00333333,500.0,1.0,684.032,,267.78,2,1.0
0.0025,2505.45,2483.05280445,1.0,461930.12711,100,500,461930.12711,1.0,0.0025,1.0,2483.05280445,2483.05280445,2505.45,400.0,5.4346e-20,0.0025,500.0,1.0,682.217,,269.84,2,1.0
0.002,2505.93,2507.8543127,1.0,325973.545642,100,500,325973.545642,1.0,0.002,1.0,2507.8543127,2507.8543127,2505.93,500.000006643,5.43187e-20,0.002,500.0,1.0,660.969,,272.56,1,1.0
0.01,2450.88,2450.87766537,1.0,419117.992266,100,500,419117.992266,1.0,0.01,1.0,2450.87766537,2450.87766537,2450.88,100.0,3.50449e-18,0.01,500.0,1.0,644.148,,266.27,2,1.0
0.005,2501.53,2552.19059635,1.0,502734.132831,100,500,502734.132831,1.0,0.005,1.0,2552.19059635,2552.19059635,2501.53,200.000000102,2.1793e-19,0.005,500.0,1.0,677.409,,277.13,2,1.0
0.00333333,2533.43,2597.22010827,1.0,473744.981271,100,500,473744.981271,1.0,0.00333333,1.0,2597.22010827,2597.22010827,2533.43,299.999969474,5.43914e-20,0.00333333,500.0,1.0,681.39,,282.39,2,1.0
0.0025,2530.41,2521.35866088,1.0,440939.276162,100,500,440939.276162,1.0,0.0025,1.0,2521.35866088,2521.35866088,2530.41,400.0,5.4346e-20,0.0025,500.0,1.0,676.298,,274.17,2,1.0
0.002,2543.92,2597.94735019,1.0,488302.926457,100,500,488302.926457,1.0,0.002,1.0,2597.94735019,2597.94735019,2543.92,500.000006643,5.43187e-20,0.002,500.0,1.0,680.674,,282.19,1,1.0
0.01,2445.05,2445.04998981,1.0,393178.079443,100,500,393178.079443,1.0,0.01,1.0,2445.04998981,2445.04998981,2445.05,100.0,3.50449e-18,0.01,500.0,1.0,623.896,,265.61,2,1.0
0.005,2442.65,2440.24288134,1.0,326467.50232,100,500,326467.50232,1.0,0.005,1.0,2440.24288134,2440.24288134,2442.65,200.000000102,2.1793e-19,0.005,500.0,1.0,596.85,,265.41,2,1.0
0.00333333,2501.43,2619.00311054,1.0,587547.242831,100,500,587547.242831,1.0,0.00333333,1.0,2619.00311054,2619.00311054,2501.43,299.999969474,5.43914e-20,0.00333333,500.0,1.0,662.034,,284.19,2,1.0
0.0025,2487.65,2446.31555473,1.0,286586.175579,100,500,286586.175579,1.0,0.0025,1.0,2446.31555473,2446.31555473,2487.65,400.0,5.4346e-20,0.0025,500.0,1.0,632.627,,265.92,2,1.0
0.002,2488.34,2491.11269572,1.0,426693.701282,100,500,426693.701282,1.0,0.002,1.0,2491.11269572,2491.11269572,2488.34,500.000006643,5.43187e-20,0.002,500.0,1.0,636.129,,270.51,1,1.0
