AvgNormIw,VanillaAvgRet,VarJ,AvgRet,ESSRenyi,IterType,AvgEpLen,MinNormIw,J,EpsThisIter,VarRet,Delta,MaxNormIw,eRenyi2,VarDiscRet,AvgDiscRet,MinVanillaIw,VarVanillaIw,MaxVanillaIw,Bound,ESSClassic,BatchSize,VarNormIw,AvgVanillaIw
0.01,-411.378285237,42.6672,-411.378285237,96.8222824695,1,500.0,0.00469082,-408.009,100,1859.70878832,0.2,0.0134781,1.03282,1859.70878832,-411.378285237,0.471253,0.0381998,1.35405,-515.673,96.3883319832,100,3.78485e-06,1.00463
0.01,-406.952747971,37.8549,-406.952747971,98.4374365595,1,500.0,0.00616166,-405.292,100,1477.92377982,0.2,0.0136393,1.01587,1477.92377982,-406.952747971,0.607077,0.0164982,1.34381,-511.778,98.3453136196,100,1.69959e-06,0.985248
0.01,-411.368488393,34.837,-411.368488393,98.2797832472,1,500.0,0.00418728,-409.479,100,1249.3083802,0.2,0.018171,1.0175,1249.3083802,-411.368488393,0.424303,0.026773,1.84129,-510.473,97.4835993093,100,2.60741e-06,1.01331
0.01,-413.012469999,43.9228,-413.012469999,97.0651716227,1,500.0,0.00476317,-409.594,100,1991.5599492,0.2,0.0137204,1.03024,1991.5599492,-413.012469999,0.477171,0.0397199,1.3745,-524.729,96.2295188376,100,3.9578e-06,1.00179
0.01,-407.29470612,38.5278,-407.29470612,98.0377279989,1,500.0,0.00589877,-405.265,100,1485.33890526,0.2,0.0128493,1.02002,1485.33890526,-407.29470612,0.588125,0.022178,1.28111,-505.889,97.8389832508,100,2.23103e-06,0.997029
0.01,-410.898958903,44.9014,-410.898958903,97.7505144406,1,500.0,0.00556276,-408.482,100,2074.87405375,0.2,0.0126445,1.02301,2074.87405375,-410.898958903,0.559122,0.0202116,1.27092,-519.798,98.057856944,100,2.00064e-06,1.00512
0.01,-406.892951691,40.3887,-406.892951691,97.7498082259,1,500.0,0.00617669,-404.552,100,1763.79341771,0.2,0.0127617,1.02302,1763.79341771,-406.892951691,0.623517,0.021218,1.28825,-507.705,97.9803004922,100,2.08219e-06,1.00947
0.01,-411.138955363,35.8474,-411.138955363,95.0569654549,1,500.0,0.00249329,-405.413,100,1608.87211542,0.2,0.0146377,1.052,1608.87211542,-411.138955363,0.242263,0.0712168,1.42228,-514.686,93.0511384684,100,7.54321e-06,0.971657
0.01,-404.32744158,35.8263,-404.32744158,98.8240577436,1,500.0,0.00716191,-403.078,100,1314.43136087,0.2,0.0156498,1.0119,1314.43136087,-404.32744158,0.73266,0.0149659,1.60097,-506.504,98.6040036265,100,1.43006e-06,1.023
0.01,-402.565988763,41.4883,-402.565988763,97.5645748561,1,500.0,0.00637975,-399.932,100,1764.47721412,0.2,0.0134416,1.02496,1764.47721412,-402.565988763,0.620016,0.0239963,1.30632,-507.85,97.5464797778,100,2.54066e-06,0.97185
0.01,-408.553049897,37.6223,-408.553049897,95.7028452648,1,500.0,0.00293794,-403.99,100,1460.74971083,0.2,0.0158245,1.0449,1460.74971083,-408.553049897,0.28481,0.0606406,1.53406,-506.679,93.9954472276,100,6.45266e-06,0.969421
0.01,-403.733710478,35.4372,-403.733710478,97.8175145261,1,500.0,0.00525049,-401.642,100,1153.12215453,0.2,0.0153286,1.02231,1153.12215453,-403.733710478,0.507608,0.0299129,1.48194,-502.197,96.9289504128,100,3.20038e-06,0.966783
0.01,-399.759740965,34.727,-399.759740965,98.6822614434,1,500.0,0.00607931,-398.366,100,1255.51081059,0.2,0.013398,1.01335,1255.51081059,-399.759740965,0.600179,0.013566,1.32272,-500.774,98.64077626,100,1.39187e-06,0.987249
0.01,-405.647708413,33.4813,-405.647708413,97.2167746813,1,500.0,0.0041738,-402.666,100,1243.41963876,0.2,0.0135031,1.02863,1243.41963876,-405.647708413,0.402623,0.0344486,1.30257,-506.548,96.464604159,100,3.70201e-06,0.964644
0.01,-404.352378902,38.9837,-404.352378902,95.6110003949,1,500.0,0.00391406,-400.099,100,1412.62934061,0.2,0.0148091,1.0459,1412.62934061,-404.352378902,0.385889,0.0574367,1.46004,-499.261,94.4732975137,100,5.90908e-06,0.985905
0.01,-400.310649278,43.4405,-400.310649278,97.4174517196,1,500.0,0.00623244,-397.596,100,1853.66199863,0.2,0.0136431,1.02651,1853.66199863,-400.310649278,0.627122,0.0239226,1.3728,-506.239,97.7143332777,100,2.36276e-06,1.00622
0.01,-396.71858406,36.3911,-396.71858406,95.554922214,1,500.0,0.0028933,-392.472,100,1260.2845516,0.2,0.0178543,1.04652,1260.2845516,-396.71858406,0.276028,0.0680698,1.70335,-488.554,93.1063394893,100,7.47883e-06,0.954026
0.01,-397.631426486,40.0311,-397.631426486,94.38572768,1,500.0,0.00438329,-392.132,100,1692.72222809,0.2,0.0156225,1.05948,1692.72222809,-397.631426486,0.411062,0.0699031,1.46507,-494.757,92.7050569748,100,7.94847e-06,0.937792
0.01,-395.950879231,40.3668,-395.950879231,98.2226593602,1,500.0,0.00698205,-394.056,100,1700.16600744,0.2,0.0142754,1.0181,1700.16600744,-395.950879231,0.710443,0.0215793,1.45256,-496.894,97.9782990648,100,2.08423e-06,1.01753
0.01,-393.174059833,40.1155,-393.174059833,98.450306385,1,500.0,0.00615805,-391.157,100,1840.58827833,0.2,0.0140701,1.01574,1840.58827833,-393.174059833,0.620479,0.0182809,1.41769,-514.326,98.2485842078,100,1.80065e-06,1.00759
0.01,-394.600217361,38.8966,-394.600217361,98.9661687178,1,500.0,0.00734974,-393.575,100,1525.45412963,0.2,0.0126548,1.01045,1525.45412963,-394.600217361,0.738274,0.0126318,1.27117,-494.613,98.7757659429,100,1.25192e-06,1.00449
0.01,-390.784023553,35.8017,-390.784023553,98.4961058815,1,500.0,0.00509978,-389.332,100,1338.0482581,0.2,0.0136316,1.01527,1338.0482581,-390.784023553,0.517543,0.0165609,1.38338,-481.319,98.4329893286,100,1.60803e-06,1.01483
0.01,-383.484936562,39.5321,-383.484936562,98.4223990704,1,500.0,0.0072715,-382.01,100,1534.18471625,0.2,0.0125754,1.01603,1534.18471625,-383.484936562,0.714956,0.0130883,1.23646,-480.48,98.6773918277,100,1.35386e-06,0.983231
0.01,-393.837218903,41.4484,-393.837218903,98.1329075756,1,500.0,0.00256146,-391.624,100,1749.83446836,0.2,0.0129386,1.01903,1749.83446836,-393.837218903,0.241848,0.0330307,1.22164,-502.767,96.4616605811,100,3.70516e-06,0.94418
0.01,-386.939951515,31.5651,-386.939951515,98.6544893418,1,500.0,0.00697787,-385.6,100,1025.14440537,0.2,0.0135358,1.01364,1025.14440537,-386.939951515,0.711623,0.0202761,1.38042,-480.751,98.1065248788,100,1.94953e-06,1.01983
0.01,-382.863705982,68.7727,-382.863705982,90.6507273578,1,500.0,0.00532873,-374.384,100,1844.644916,0.2,0.0810241,1.10314,1844.644916,-382.863705982,0.582609,0.731363,8.85863,-491.063,62.2778666302,100,6.11825e-05,1.09333
0.01,-383.876024516,37.5448,-383.876024516,96.3513311267,1,500.0,0.00408161,-380.264,100,1539.61949132,0.2,0.0150753,1.03787,1539.61949132,-383.876024516,0.396866,0.0454748,1.46581,-478.273,95.4545424091,100,4.81001e-06,0.972327
0.01,-383.355625302,39.6218,-383.355625302,98.8799136973,1,500.0,0.00721182,-382.245,100,1449.87662302,0.2,0.0152803,1.01133,1449.87662302,-383.355625302,0.733599,0.0167017,1.55434,-486.085,98.4271844919,100,1.61411e-06,1.01722
0.01,-386.180005506,34.1691,-386.180005506,98.102254247,1,500.0,0.00642303,-384.233,100,1209.7911111,0.2,0.0132989,1.01934,1209.7911111,-386.180005506,0.635728,0.0200099,1.31627,-485.127,98.0178951746,100,2.0426e-06,0.989762
0.01,-398.023796119,39.5914,-398.023796119,97.7428833063,1,500.0,0.00546194,-395.702,100,1597.66970593,0.2,0.0130433,1.02309,1597.66970593,-398.023796119,0.546049,0.0240377,1.30398,-497.044,97.674379418,100,2.40505e-06,0.999735
0.01,-391.5314574,35.3512,-391.5314574,97.3932136665,1,500.0,0.00262871,-388.618,100,1400.89404077,0.2,0.0123783,1.02677,1400.89404077,-391.5314574,0.261182,0.0377169,1.22987,-487.495,96.3554209567,100,3.82061e-06,0.993576
0.01,-384.186966477,41.03,-384.186966477,96.264202904,1,500.0,0.00370987,-379.661,100,1917.53057993,0.2,0.0143479,1.03881,1917.53057993,-384.186966477,0.354964,0.0546826,1.37282,-493.655,94.4167807819,100,5.97309e-06,0.956809
0.01,-378.081836924,35.955,-378.081836924,97.7150568478,1,500.0,0.00516018,-375.789,100,1370.63991832,0.2,0.012679,1.02338,1370.63991832,-378.081836924,0.521431,0.0275262,1.2812,-477.004,97.4005541505,100,2.69577e-06,1.01049
0.01,-389.268232862,38.7503,-389.268232862,97.3189234115,1,500.0,0.00592529,-386.638,100,1479.24643734,0.2,0.0148277,1.02755,1479.24643734,-389.268232862,0.604912,0.025787,1.51376,-486.063,97.609084398,100,2.47421e-06,1.0209
0.01,-389.769263695,35.665,-389.769263695,97.1436869634,1,500.0,0.00640941,-386.713,100,1382.08047585,0.2,0.0182687,1.0294,1382.08047585,-389.769263695,0.64559,0.0420791,1.84012,-488.801,96.0559138598,100,4.14752e-06,1.00725
0.01,-383.693718812,32.8887,-383.693718812,95.8340349762,1,500.0,0.00412307,-379.408,100,1155.90587598,0.2,0.0157285,1.04347,1155.90587598,-383.693718812,0.406002,0.0520871,1.5488,-476.212,94.9505385076,100,5.37173e-06,0.984709
0.01,-380.485870494,68.5642,-380.485870494,84.5629898209,1,500.0,0.00335542,-369.11,100,1096.97596732,0.2,0.170295,1.18255,1096.97596732,-380.485870494,0.387551,3.65467,19.6692,-471.181,26.9384011706,100,0.000273957,1.155
0.01,-386.62723197,36.9133,-386.62723197,98.8634590463,1,500.0,0.00756438,-385.558,100,1389.98487798,0.2,0.0136271,1.0115,1389.98487798,-386.62723197,0.759994,0.0131262,1.36911,-480.638,98.7289909673,100,1.30037e-06,1.0047
0.01,-378.643172953,36.656,-378.643172953,98.697262326,1,500.0,0.00769089,-377.315,100,1332.36782803,0.2,0.0125077,1.0132,1332.36782803,-378.643172953,0.766365,0.0112131,1.24634,-482.436,98.8943656883,100,1.12929e-06,0.996458
0.01,-385.835782792,35.5326,-385.835782792,98.4312223549,1,500.0,0.00666388,-384.309,100,1338.59053743,0.2,0.0139393,1.01594,1338.59053743,-385.835782792,0.670256,0.0188949,1.40202,-481.498,98.1844946313,100,1.86774e-06,1.00581
0.01,-385.892271361,41.328,-385.892271361,98.3006170764,1,500.0,0.00666629,-384.137,100,1778.02040967,0.2,0.0125273,1.01729,1778.02040967,-385.892271361,0.670079,0.0155235,1.25922,-485.382,98.5017392451,100,1.5364e-06,1.00517
0.01,-378.456689918,37.0869,-378.456689918,98.0680199961,1,500.0,0.00475504,-376.561,100,1418.4059568,0.2,0.0141213,1.0197,1418.4059568,-378.456689918,0.472585,0.0227585,1.40346,-471.881,97.7698738892,100,2.30405e-06,0.993862
0.01,-384.628515112,34.2296,-384.628515112,98.9892219549,1,500.0,0.00731547,-383.656,100,1231.36057007,0.2,0.0135688,1.01021,1231.36057007,-384.628515112,0.737961,0.0105417,1.36878,-481.424,98.9848496763,100,1.03593e-06,1.00877
0.01,-381.969905268,33.1544,-381.969905268,98.0847155264,1,500.0,0.00622088,-380.15,100,1145.33303967,0.2,0.0126554,1.01953,1145.33303967,-381.969905268,0.627223,0.021113,1.27599,-477.574,97.9853311848,100,2.07687e-06,1.00825
0.01,-374.091774326,35.4233,-374.091774326,97.3865426847,1,500.0,0.00451504,-371.321,100,1338.76746891,0.2,0.0173071,1.02684,1338.76746891,-374.091774326,0.457093,0.0327141,1.75213,-470.831,96.9368371155,100,3.1919e-06,1.01238
0.01,-384.323970288,37.1274,-384.323970288,98.7250352803,1,500.0,0.00714002,-383.114,100,1361.1098918,0.2,0.0138562,1.01291,1361.1098918,-384.323970288,0.713192,0.013229,1.38405,-480.369,98.7043675076,100,1.3259e-06,0.998867
0.01,-382.111770837,35.3359,-382.111770837,97.5534103424,1,500.0,0.00547889,-379.588,100,1342.58107841,0.2,0.0141248,1.02508,1342.58107841,-382.111770837,0.533942,0.0301079,1.37652,-479.662,96.9570589761,100,3.17013e-06,0.974543
0.01,-372.056465601,34.7865,-372.056465601,97.5320868703,1,500.0,0.00701764,-369.839,100,1194.0098324,0.2,0.0227582,1.0253,1194.0098324,-372.056465601,0.731216,0.060469,2.37134,-467.605,94.774260312,100,5.56958e-06,1.04197
0.01,-376.222451819,33.3176,-376.222451819,97.8412795424,1,500.0,0.00680143,-374.351,100,1075.07848333,0.2,0.0184647,1.02206,1075.07848333,-376.222451819,0.683347,0.0321738,1.85517,-469.283,96.9411259465,100,3.18728e-06,1.00471
0.01,-379.873029425,38.0571,-379.873029425,97.8385636082,1,500.0,0.00432547,-377.634,100,1563.32835452,0.2,0.0134537,1.02209,1563.32835452,-379.873029425,0.421029,0.0254104,1.30954,-480.096,97.4135275887,100,2.68198e-06,0.97337
0.01,-372.661837153,37.9956,-372.661837153,95.9782666401,1,500.0,0.00420731,-368.984,100,1415.28679002,0.2,0.0187479,1.0419,1415.28679002,-372.661837153,0.426296,0.0502484,1.89959,-466.311,95.378354948,100,4.89452e-06,1.01322
0.01,-377.172708745,30.1758,-377.172708745,99.1384162947,1,500.0,0.00698258,-376.424,100,911.076209979,0.2,0.0126516,1.00869,911.076209979,-377.172708745,0.693082,0.00893378,1.25578,-466.937,99.1103066796,100,9.06773e-07,0.992586
0.01,-369.852505369,33.6116,-369.852505369,98.2175992057,1,500.0,0.00678165,-368.207,100,1099.59370384,0.2,0.0163788,1.01815,1099.59370384,-369.852505369,0.669054,0.0198193,1.61587,-459.887,98.0239345101,100,2.03628e-06,0.986565
0.01,-375.62989807,73.3961,-375.62989807,99.9999880791,1,500.0,2.10183e-08,-360.355,100,1339.99434117,0.2,0.144377,1.0,1339.99434117,-375.62989807,7.26939e-07,0.532934,4.9934,-464.502,18.4818123761,100,0.000445528,0.345859
0.01,-394.080126916,37.5484,-394.080126916,92.6057851679,1,500.0,0.00143248,-386.132,100,1563.30591292,0.2,0.016953,1.07985,1563.30591292,-394.080126916,0.145796,0.110966,1.72545,-486.314,90.4117819488,100,1.07122e-05,1.01779
0.01,-388.010130384,40.3225,-388.010130384,93.3121879599,1,500.0,0.00383935,-381.421,100,1634.09666504,0.2,0.0152283,1.07167,1634.09666504,-388.010130384,0.381725,0.0794992,1.51407,-481.054,92.6253351352,100,8.04222e-06,0.994245
0.01,-384.629750573,36.904,-384.629750573,96.0844749028,1,500.0,0.00365864,-379.971,100,1716.65541448,0.2,0.0146601,1.04075,1716.65541448,-384.629750573,0.361024,0.0485932,1.44662,-490.018,95.2920672107,100,4.99047e-06,0.986773
0.01,-387.397761908,43.4437,-387.397761908,96.5715553375,1,500.0,0.00594151,-383.826,100,1716.19093814,0.2,0.0191402,1.0355,1716.19093814,-387.397761908,0.585601,0.0451226,1.88648,-497.332,95.6036242722,100,4.64498e-06,0.98561
0.01,-373.575176737,40.4453,-373.575176737,97.9453402332,1,500.0,0.00542217,-371.213,100,1717.08022813,0.2,0.014558,1.02098,1717.08022813,-373.575176737,0.540869,0.0264645,1.45218,-481.154,97.4344787423,100,2.65966e-06,0.997514
0.01,-376.199133616,140.088,-376.199133616,99.9998807909,1,500.0,5.08574e-30,-326.626,100,1210.14244542,0.2,0.512142,1.0,1210.14244542,-376.199133616,8.92689e-29,1.18272,8.98952,-424.543,2.56385367242,100,0.00383877,0.175528
0.01,-377.41111293,40.5126,-377.41111293,96.9396426898,1,500.0,0.00398209,-374.369,100,1679.64388503,0.2,0.0146544,1.03157,1679.64388503,-377.41111293,0.397632,0.0304095,1.46331,-469.529,97.0691972055,100,3.04978e-06,0.998552
0.01,-377.366768926,40.7599,-377.366768926,92.8006290692,1,500.0,0.0014505,-369.264,100,2044.25989927,0.2,0.0151761,1.07758,2044.25989927,-377.366768926,0.140404,0.090115,1.469,-471.639,91.3062051064,100,9.61772e-06,0.967971
0.01,-367.90023759,35.3145,-367.90023759,96.8929621744,1,500.0,0.00390979,-364.953,100,1296.5716063,0.2,0.0136597,1.03207,1296.5716063,-367.90023759,0.400267,0.0361006,1.39842,-455.371,96.7024382097,100,3.44446e-06,1.02376
0.01,-368.223383808,38.2044,-368.223383808,96.7135011393,1,500.0,0.00428797,-365.12,100,1449.09362967,0.2,0.0131277,1.03398,1449.09362967,-368.223383808,0.420982,0.0377723,1.28884,-463.386,96.2653013978,100,3.91878e-06,0.981774
0.01,-362.146390466,34.775,-362.146390466,96.9742033559,1,500.0,0.00232244,-358.338,100,1523.22078209,0.2,0.0154492,1.0312,1523.22078209,-362.146390466,0.240264,0.0384814,1.59827,-459.133,96.5628116387,100,3.59552e-06,1.03453
0.01,-362.93647482,37.7097,-362.93647482,96.8671163325,1,500.0,0.00428336,-359.153,100,1764.36917094,0.2,0.0146411,1.03234,1764.36917094,-362.93647482,0.427142,0.0440294,1.46003,-467.905,95.8007723869,100,4.4276e-06,0.997212
0.01,-362.864425976,32.7159,-362.864425976,98.3568860366,1,500.0,0.00637199,-361.432,100,1095.21628906,0.2,0.0126312,1.01671,1095.21628906,-362.864425976,0.627529,0.0159443,1.24396,-449.111,98.3985464399,100,1.64395e-06,0.984825
0.01,-371.2390153,40.7389,-371.2390153,96.8649910977,1,500.0,0.00256976,-368.441,100,1629.69309078,0.2,0.0137807,1.03236,1629.69309078,-371.2390153,0.256692,0.0518964,1.37655,-467.334,95.1030309496,100,5.20113e-06,0.998895
0.01,-368.413502966,34.0123,-368.413502966,96.9115662872,1,500.0,0.00483832,-365.527,100,1268.05277074,0.2,0.0136878,1.03187,1268.05277074,-368.413502966,0.48394,0.0328214,1.36908,-463.749,96.8543254486,100,3.28068e-06,1.00022
0.01,-360.625783205,37.0018,-360.625783205,96.5996797748,1,500.0,0.00457482,-357.218,100,1487.64199126,0.2,0.0141013,1.0352,1487.64199126,-360.625783205,0.450519,0.0332805,1.38867,-456.098,96.7142327238,100,3.43171e-06,0.98478
0.01,-351.863114345,29.4372,-351.863114345,98.8406506797,1,500.0,0.00612242,-350.718,100,919.94016541,0.2,0.0126716,1.01173,919.94016541,-351.863114345,0.617575,0.0106766,1.2782,-448.203,98.9718946148,100,1.0493e-06,1.00871
0.01,-354.740529193,33.6826,-354.740529193,97.2430892915,1,500.0,0.00543584,-352.154,100,1251.12975081,0.2,0.0137075,1.02835,1251.12975081,-354.740529193,0.54772,0.0225128,1.38118,-448.973,97.8519523781,100,2.2174e-06,1.00761
0.01,-359.793110763,36.6661,-359.793110763,97.1599904515,1,500.0,0.00511155,-357.115,100,1387.94242405,0.2,0.0142564,1.02923,1387.94242405,-359.793110763,0.503801,0.0270401,1.40512,-453.929,97.3181803283,100,2.78353e-06,0.985612
0.01,-351.842970891,34.9658,-351.842970891,97.7113804774,1,500.0,0.00459507,-349.634,100,1286.58585325,0.2,0.0171306,1.02342,1286.58585325,-351.842970891,0.449992,0.0382647,1.67759,-444.605,96.1999789741,100,3.99002e-06,0.979291
0.01,-349.391496055,27.6308,-349.391496055,99.2151007969,1,500.0,0.00828527,-348.741,100,776.088992358,0.2,0.0123289,1.00791,776.088992358,-349.391496055,0.838593,0.00548023,1.24786,-436.062,99.4732187149,100,5.34945e-07,1.01215
0.01,-355.513408107,33.1353,-355.513408107,98.1347214389,1,500.0,0.00498481,-353.863,100,1073.93922581,0.2,0.0129107,1.01901,1073.93922581,-355.513408107,0.494643,0.0239668,1.28113,-443.658,97.6470249708,100,2.43402e-06,0.992301
0.01,-359.669626751,35.6224,-359.669626751,95.745992468,1,500.0,0.00275924,-355.696,100,1357.97554362,0.2,0.0147617,1.04443,1357.97554362,-359.669626751,0.268323,0.0590647,1.4355,-450.163,94.1766703739,100,6.24588e-06,0.97245
0.01,-357.381886745,30.5241,-357.381886745,98.3359591867,1,500.0,0.00541275,-355.788,100,1005.23134761,0.2,0.0128717,1.01692,1005.23134761,-357.381886745,0.542744,0.0184577,1.29066,-445.191,98.2150309638,100,1.83579e-06,1.00271
0.01,-347.733200396,34.7491,-347.733200396,98.9924577416,1,500.0,0.00766378,-346.797,100,1255.15083404,0.2,0.0121711,1.01018,1255.15083404,-347.733200396,0.758458,0.0107547,1.20453,-439.517,98.9246294433,100,1.09805e-06,0.989665
0.01,-348.664471515,35.8706,-348.664471515,96.9594974931,1,500.0,0.00633612,-345.662,100,1329.25094736,0.2,0.0138334,1.03136,1329.25094736,-348.664471515,0.645603,0.0292509,1.40952,-448.0,97.2864105949,100,2.81744e-06,1.01893
0.01,-352.431659007,33.0159,-352.431659007,98.1237818759,1,500.0,0.00526658,-350.58,100,1189.48696692,0.2,0.0128623,1.01912,1189.48696692,-352.431659007,0.52567,0.0226894,1.28382,-443.838,97.7950024064,100,2.27748e-06,0.998125
0.01,-346.34881906,33.9788,-346.34881906,97.8209137103,1,500.0,0.00545907,-344.425,100,1194.07794937,0.2,0.0126185,1.02228,1194.07794937,-346.34881906,0.55136,0.0280976,1.27445,-436.482,97.3454542852,100,2.75446e-06,1.00999
0.01,-345.245835531,27.1107,-345.245835531,99.1075414924,1,500.0,0.00658482,-344.513,100,715.552483839,0.2,0.0114801,1.009,715.552483839,-345.245835531,0.662173,0.0103368,1.15445,-427.945,98.9981923819,100,1.02219e-06,1.00561
0.01,-346.027998129,33.4545,-346.027998129,98.3136355044,1,500.0,0.00423833,-344.543,100,1121.23602865,0.2,0.0123313,1.01715,1121.23602865,-346.027998129,0.420455,0.023681,1.2233,-432.257,97.6732256143,100,2.40631e-06,0.992028
0.01,-344.900135788,28.9519,-344.900135788,97.1678684933,1,500.0,0.00556469,-342.39,100,900.984849868,0.2,0.0213308,1.02915,900.984849868,-344.900135788,0.547928,0.0399052,2.10034,-427.27,96.084771016,100,4.1159e-06,0.984651
0.01,-351.858175709,30.1891,-351.858175709,98.8261883141,1,500.0,0.00660929,-350.816,100,927.974095947,0.2,0.0118379,1.01188,927.974095947,-351.858175709,0.667171,0.0107403,1.19497,-442.369,98.9673068307,100,1.05403e-06,1.00944
0.01,-345.744770814,32.8867,-345.744770814,96.9957882505,1,500.0,0.00467272,-343.175,100,999.910540914,0.2,0.0147198,1.03097,999.910540914,-345.744770814,0.469875,0.0395116,1.48017,-431.963,96.2756075777,100,3.90751e-06,1.00557
0.01,-348.751160525,29.4783,-348.751160525,98.5438696364,1,500.0,0.00632718,-347.461,100,888.562948648,0.2,0.0122857,1.01478,888.562948648,-348.751160525,0.644074,0.0141003,1.25062,-439.312,98.6707445525,100,1.36075e-06,1.01795
0.01,-349.433078513,32.4405,-349.433078513,97.5240249438,1,500.0,0.00626265,-347.374,100,1084.68863591,0.2,0.0237087,1.02539,1084.68863591,-349.433078513,0.629008,0.0524885,2.38125,-439.08,95.1011756399,100,5.20317e-06,1.00438
0.01,-340.752141702,27.2746,-340.752141702,98.3043033609,1,500.0,0.00613213,-339.398,100,770.17837164,0.2,0.0138933,1.01725,770.17837164,-340.752141702,0.607918,0.0213824,1.37733,-420.87,97.8914957272,100,2.17565e-06,0.991366
0.01,-342.110901589,32.8625,-342.110901589,98.3626064389,1,500.0,0.00577105,-340.608,100,1183.52613696,0.2,0.013946,1.01665,1183.52613696,-342.110901589,0.574236,0.0194396,1.38767,-433.341,98.0932861319,100,1.96343e-06,0.995029
0.01,-349.018865256,28.5097,-349.018865256,98.6468904257,1,500.0,0.00478169,-347.557,100,912.742602284,0.2,0.0118566,1.01372,912.742602284,-349.018865256,0.465049,0.0183764,1.15313,-441.807,98.1129357336,100,1.94279e-06,0.972561
0.01,-340.615579531,26.7187,-340.615579531,98.8971899813,1,500.0,0.00628958,-339.762,100,712.590239059,0.2,0.0121187,1.01115,712.590239059,-340.615579531,0.626414,0.0119945,1.20697,-421.55,98.8170222299,100,1.20921e-06,0.995956
0.01,-338.348822459,26.1882,-338.348822459,98.0268558692,1,500.0,0.00592918,-336.78,100,701.762758506,0.2,0.0259284,1.02013,701.762758506,-338.348822459,0.597993,0.0477281,2.61503,-422.304,95.5609608974,100,4.69215e-06,1.00856
0.01,-351.855427146,30.2282,-351.855427146,97.8697374474,1,500.0,0.00632808,-350.015,100,916.391232208,0.2,0.0136347,1.02177,916.391232208,-351.855427146,0.625674,0.0287709,1.3481,-435.706,97.1688260125,100,2.94308e-06,0.988725
0.01,-341.87572278,32.0222,-341.87572278,96.6993312575,1,500.0,0.00496514,-339.039,100,1088.69785856,0.2,0.0144082,1.03413,1088.69785856,-341.87572278,0.493553,0.0384399,1.43222,-428.29,96.2914861362,100,3.89026e-06,0.994036
0.01,-347.596374556,31.3841,-347.596374556,98.9566189017,1,500.0,0.0070986,-346.605,100,1028.75725968,0.2,0.0140469,1.01054,1028.75725968,-347.596374556,0.705245,0.0142988,1.39556,-436.334,98.5861492824,100,1.44865e-06,0.993499
0.01,-339.710224958,32.1154,-339.710224958,97.9890799389,1,500.0,0.00668595,-337.825,100,1090.3577492,0.2,0.0137259,1.02052,1090.3577492,-339.710224958,0.674548,0.0276033,1.38482,-430.241,97.3854951666,100,2.71182e-06,1.0089
0.01,-339.280415555,34.5019,-339.280415555,97.7283646621,1,500.0,0.00592972,-337.184,100,1090.74916046,0.2,0.0160452,1.02324,1090.74916046,-339.280415555,0.590067,0.02974,1.59666,-429.809,97.1125413453,100,3.00334e-06,0.995102
0.01,-339.922078282,36.0769,-339.922078282,95.8294368795,1,500.0,0.00552826,-336.983,100,957.167391545,0.2,0.0242153,1.04352,957.167391545,-339.922078282,0.551066,0.0728526,2.41382,-421.371,93.2326596364,100,7.33188e-06,0.996816
0.01,-349.825013735,27.8197,-349.825013735,97.853959701,1,500.0,0.0047159,-347.813,100,886.785998893,0.2,0.0127832,1.02193,886.785998893,-349.825013735,0.455603,0.0269736,1.23498,-436.849,97.2185256929,100,2.88997e-06,0.966101
0.01,-337.636123606,31.4723,-337.636123606,98.096311715,1,500.0,0.00346697,-335.973,100,1082.79232158,0.2,0.0149229,1.01941,1082.79232158,-337.636123606,0.343853,0.0271635,1.48005,-426.202,97.3389061204,100,2.76147e-06,0.991796
0.01,-341.513290789,27.3013,-341.513290789,98.3256085888,1,500.0,0.00386526,-339.989,100,766.429490362,0.2,0.012531,1.01703,766.429490362,-341.513290789,0.38029,0.0237873,1.23288,-425.665,97.6249648719,100,2.45738e-06,0.983866
0.01,-341.087591193,35.0604,-341.087591193,98.5060528451,1,500.0,0.00607277,-339.631,100,1365.36791014,0.2,0.0120727,1.01517,1365.36791014,-341.087591193,0.612625,0.0157357,1.2179,-433.537,98.492318624,100,1.54622e-06,1.00881
0.01,-340.667682249,33.4652,-340.667682249,97.8855888153,1,500.0,0.00511041,-338.935,100,1107.75028351,0.2,0.0135469,1.0216,1107.75028351,-340.667682249,0.479768,0.0317151,1.27179,-426.65,96.5600740983,100,3.59845e-06,0.938805
0.01,-342.338865975,30.0905,-342.338865975,97.5629295182,1,500.0,0.0042505,-340.281,100,841.980491394,0.2,0.0210373,1.02498,841.980491394,-342.338865975,0.432102,0.0453495,2.13863,-428.705,95.8366257783,100,4.38813e-06,1.01659
0.01,-337.784149295,24.7478,-337.784149295,99.5351093312,1,500.0,0.00849946,-337.385,100,615.730604696,0.2,0.0127528,1.00467,615.730604696,-337.784149295,0.855309,0.00529894,1.28333,-423.092,99.4845940932,100,5.23269e-07,1.00631
0.01,-338.065787246,26.4487,-338.065787246,98.2967813301,1,500.0,0.004811,-336.464,100,776.063547127,0.2,0.01235,1.01733,776.063547127,-338.065787246,0.478856,0.021602,1.22924,-424.481,97.8868987881,100,2.18049e-06,0.995336
