ESSRenyi,VarVanillaIw,MaxNormIw,J,VarRet,VarJ,AvgEpLen,AvgVanillaIw,AvgRet,Bound,AvgDiscRet,MinVanillaIw,MaxVanillaIw,MinNormIw,VanillaAvgRet,AvgNormIw,ESSClassic,IterType,BatchSize,eRenyi2,VarDiscRet,EpsThisIter,VarNormIw
15.57262719174225,62.26914,0.457686,537.2671,23392.691048747136,1713.1757,11.87,1.707108,108.63941649007496,345.37558,108.63941649007496,0.00691167,78.13194,4.0487597e-05,108.63941649007496,0.009999999,4.513921079286728,1,100,6.421524,23392.691048747136,100,0.0021367364
4.720341925158495,36.94093,0.5931138,1357.1036,120492.60721805278,3518.2812,26.5,0.998257,254.8966631309534,582.4318,254.8966631309534,,59.207996,,254.8966631309534,0.01,2.652565772028745,1,100,21.184906,120492.60721805278,100,0.0037070047
25.41240668100338,3.4527938,0.1365394,800.5373,120761.06270872505,1568.8478,48.77,1.0374892,477.485749349437,388.19443,477.485749349437,1.2752197e-07,14.165815,1.2291402e-09,477.485749349437,0.01,23.94810980572129,1,100,3.9350858,120761.06270872505,100,0.00032077718
55.60172641850351,0.80667907,0.038674917,829.6658,191166.37334567445,904.5114,67.83,1.0374396,668.0404930357934,475.27216,668.0404930357934,2.3692037e-05,4.012289,2.2837028e-07,668.0404930357934,0.01,57.40492656435503,1,100,1.7985053,191166.37334567445,100,7.4950614e-05
18.028040382290545,4.8502593,0.095445395,1334.8972,235639.32646744372,1030.839,86.45,1.0151706,854.2036220773307,877.0287,854.2036220773307,4.2510064e-21,9.689336,4.1874797e-23,854.2036220773307,0.01,17.669982451364753,1,100,5.5469146,235639.32646744372,100,0.00047063798
3.9935334203100084,90.4013,0.64759636,3791.2854,559219.2624265555,8301.462,115.07,1.4509306,1140.4439924875917,1685.5532,1140.4439924875917,7.858126e-19,93.96174,5.415921e-21,1140.4439924875917,0.010000002,2.2981911810522053,1,100,25.040482,559219.2624265555,100,0.0042941896
38.74126075652485,1.3046442,0.048630267,1778.8839,919827.0068274098,1867.4388,142.6,0.8848126,1415.5239777920758,1198.866,1415.5239777920758,6.461381e-07,4.3028674,7.3025417e-09,1415.5239777920758,0.009999999,37.73905911578768,1,100,2.5812273,919827.0068274098,100,0.00016664392
56.13735657586945,1.6244663,0.06653281,2034.2026,926424.1838153636,2166.5227,172.08,1.1920152,1710.2977097051362,1474.8079,1710.2977097051362,0.10264425,7.9308124,0.00086109847,1710.2977097051362,0.01,46.908001411498745,1,100,1.781345,926424.1838153636,100,0.00011432655
200.0,,0.01,1577.4938,705490.7246368431,835.72473,158.8,1.0,1577.4937708657721,1216.4697,1577.4937708657721,1.0,1.0,0.01,1577.4937708657721,0.009999998,100.0,,200,1.0,705490.7246368431,100,3.5044917e-18
19.275494313497926,41.12365,0.38145503,2698.388,722692.744572354,8812.582,161.825,1.1416336,1607.752999369506,1847.2961,1607.752999369506,3.043708e-05,87.096375,1.3330494e-07,1607.752999369506,0.005,6.173782279389989,1,200,10.375869,722692.744572354,100,0.0007888206
200.0,,0.01,1830.6016,1084019.0371543267,1035.9435,184.11,1.0,1830.6016439009286,1409.8274,1830.6016439009286,1.0,1.0,0.01,1830.6016439009286,0.009999998,100.0,2,200,1.0,1084019.0371543267,100,3.5044917e-18
36.547458323319965,7.174974,0.106294915,2582.8188,1181123.8408298907,4507.692,181.275,1.1347222,1802.2199559782148,1886.8008,1802.2199559782148,6.511049e-23,24.123041,2.8690055e-25,1802.2199559782148,0.005,30.559904921252137,1,200,5.472337,1181123.8408298907,100,0.00013930963
200.0,,0.01,1579.6467,1178544.5362484732,1080.1663,159.02,1.0,1579.6468016878725,1215.2505,1579.6468016878725,1.0,1.0,0.01,1579.6468016878725,0.009999998,100.0,2,200,1.0,1178544.5362484732,100,3.5044917e-18
300.0,,0.005,1615.724,1168646.848467973,1078.3336,162.62,1.0,1615.7240020570837,1318.1797,1615.7240020570837,1.0,1.0,0.005,1615.7240020570837,0.0049999994,200.00000010221265,,300,1.0,1168646.848467973,100,2.179301e-19
216.42152596560484,0.35632324,0.012245686,1687.0928,1091013.825483991,1315.5967,160.48333333333332,1.0292902,1594.3222619201526,1401.0596,1594.3222619201526,0.003872345,3.7813091,1.2540503e-05,1594.3222619201526,0.0033333334,224.68356727394968,1,300,1.3861837,1091013.825483991,100,3.7370253e-06
300.0,,0.01,1518.1434,1163994.5878527975,1073.4778,152.85,1.0,1518.1434692038401,1097.3329,1518.1434692038401,1.0,1.0,0.01,1518.1434692038401,0.009999998,100.0,2,300,1.0,1163994.5878527975,100,3.5044917e-18
300.0,,0.005,1598.079,1109931.1384335775,1050.8955,160.85,1.0,1598.0789848947877,1300.521,1598.0789848947877,1.0,1.0,0.005,1598.0789848947877,0.0049999994,200.00000010221265,2,300,1.0,1109931.1384335775,100,2.179301e-19
163.42022493653184,0.79878455,0.034234397,1857.645,1136074.523284026,1790.0399,168.31333333333333,0.95699567,1672.7197671366337,1528.4648,1672.7197671366337,0.016316231,9.82865,5.6831435e-05,1672.7197671366337,0.0033333336,160.48958633160453,1,300,1.8357581,1136074.523284026,100,9.69097e-06
300.0,,0.01,1831.4456,1142103.5187862476,1063.3356,184.18,1.0,1831.4457401596505,1410.6364,1831.4457401596505,1.0,1.0,0.01,1831.4457401596505,0.009999998,100.0,2,300,1.0,1142103.5187862476,100,3.5044917e-18
300.0,,0.005,1888.2994,1226212.205573776,1104.5729,189.87,1.0,1888.29952467308,1590.7424,1888.29952467308,1.0,1.0,0.005,1888.29952467308,0.0049999994,200.00000010221265,2,300,1.0,1226212.205573776,100,2.179301e-19
