VarNormIw,MaxVanillaIw,MinNormIw,eRenyi2,VanillaAvgRet,ESSClassic,VarDiscRet,VarRet,MaxNormIw,VarJ,MinVanillaIw,VarVanillaIw,BatchSize,AvgVanillaIw,AvgRet,AvgEpLen,AvgNormIw,EpsThisIter,IterType,Bound,AvgDiscRet,J,ESSRenyi
0.009990605,192726.12,5.9568436e-07,1.0942066,-2.0197366321731436,1.0009311036671225,1502.5889921941985,1502.5889921941985,0.9995348,0.6778302,0.11485737,371430080.0,100,1928.1583,-2.0197366321731436,52.41,0.01,100,1,136.22392,-2.0197366321731436,151.62032,91.39042169678838
5.8280417e-05,8.70645,3.7542137e-08,1.0912639,-2.0197366321731436,63.412501245893324,786.4354470795233,1502.5889921941985,0.06299423,30.598583,5.18871e-06,1.1132774,200,1.382103,-2.0197366321731436,52.41,0.01,100,,-18.911705,-7.6219012682199665,-7.399814,183.27372671625054
0.0049991305,2170006.0,3.940717e-08,1.1513708,-2.6634510031863603,1.0001730484819966,954.0270453898191,954.0270453898191,0.9999135,0.19520581,0.08552119,23544613000.0,200,10850.969,-2.6634510031863603,51.19,0.005,100,1,160.1382,-2.6634510031863603,171.30585,173.7059914076848
3.5044917e-18,1.0,0.01,1.0,9.318223428572866,100.0,1889.699121715175,1889.699121715175,0.01,43.25277,1.0,,200,1.0,9.318223428572866,48.36,0.009999998,100,2,-4.630391,9.318223428572866,9.318222,200.0
2.0305437e-05,11.693008,1.5281567e-09,1.1470934,-2.6634510031863603,110.60990119491254,1554.291076757682,954.0270453898191,0.03877529,58.822445,4.6082823e-07,1.8465227,300,1.5077912,-2.6634510031863603,51.19,0.005,100,,-9.006193,-5.289020384517134,1.5574906,261.53057458874844
0.003331941,1396680.0,2.2110946e-07,1.101576,0.2717562853970886,1.0004162087765602,1884.885886923033,1884.885886923033,0.999792,0.99003917,0.30888343,6502372400.0,300,4656.569,0.2717562853970886,49.25,0.0033333334,100,1,263.93732,0.2717562853970886,278.12433,272.33709521010826
3.5044917e-18,1.0,0.01,1.0,1.5725346828912046,100.0,1819.7216745554238,1819.7216745554238,0.01,42.44437,1.0,,300,1.0,1.5725346828912046,59.12,0.009999998,100,2,-14.907665,1.5725346828912046,1.5725348,300.0
2.179301e-19,1.0,0.005,1.0,4.966766581239376,200.00000010221265,604.7654041578916,604.7654041578916,0.005,34.68431,1.0,,300,1.0,4.966766581239376,43.04,0.0049999994,100,2,-8.383611,4.966766581239376,3.2696505,300.0
1.6472994e-06,3.2374673,2.0605617e-09,1.0967394,0.2717562853970886,261.37807075488644,2047.1773507412993,1884.885886923033,0.009317255,42.9095,7.1598356e-07,0.19888745,400,1.1582336,0.2717562853970886,49.25,0.0033333334,100,,-7.8817053,2.9248646227266444,2.5712729,364.7174487020111
0.0024989173,1822312.8,1.867053e-07,1.1034092,0.3897575999887113,1.0004323270702091,769.9438173029167,769.9438173029167,0.99978393,1.196452,0.34030896,8302049300.0,400,4556.7666,0.3897575999887113,47.73,0.0025000004,100,1,265.8251,0.3897575999887113,278.12164,362.51284697917595
3.5044917e-18,1.0,0.01,1.0,0.02377292833178281,100.0,1088.9102887656416,1088.9102887656416,0.01,32.833233,1.0,,400,1.0,0.02377292833178281,55.2,0.009999998,100,2,-13.8962345,0.02377292833178281,0.023773134,400.0
2.179301e-19,1.0,0.005,1.0,6.786968971231288,200.00000010221265,1423.821854814946,1423.821854814946,0.005,35.42933,1.0,,400,1.0,6.786968971231288,55.61,0.0049999994,100,2,-7.7881513,6.786968971231288,3.4053712,400.0
5.4391416e-20,1.0,0.0033333334,1.0,4.512739696667843,299.999969473632,1351.646058591658,1351.646058591658,0.0033333334,35.820953,1.0,,400,1.0,4.512739696667843,68.43,0.0033333336,100,2,-5.938137,4.512739696667843,3.774494,400.0
8.363495e-07,2.9385061,1.2112821e-09,1.0986354,0.3897575999887113,352.8951054460566,1506.385689070389,769.9438173029167,0.006486267,44.818287,5.4875323e-07,0.171653,500,1.1325876,0.3897575999887113,47.73,0.0025,100,,-2.6511402,8.397253131271073,6.1653223,455.11002469395146
0.0019990562,2066369.2,1.678865e-07,1.1011571,-5.11716429809397,1.0004711716736503,1296.3529233166932,1296.3529233166932,0.9997645,1.4725285,0.3469972,8539754500.0,500,4133.712,-5.11716429809397,43.11,0.0020000003,100,1,267.12848,-5.11716429809397,278.1156,454.06782917937574
3.5044917e-18,1.0,0.01,1.0,0.6697068805968533,100.0,1257.394851177408,1257.394851177408,0.01,35.28202,1.0,,500,1.0,0.6697068805968533,44.68,0.009999998,100,2,-14.851852,0.6697068805968533,0.6697068,500.0
2.179301e-19,1.0,0.005,1.0,-2.038051078790251,200.00000010221265,1151.4803194580143,1151.4803194580143,0.005,34.55758,1.0,,500,1.0,-2.038051078790251,43.05,0.0049999994,100,2,-11.659572,-2.038051078790251,-0.68417203,500.0
5.4391416e-20,1.0,0.0033333334,1.0,0.5191928085997253,299.999969473632,819.6097933142978,819.6097933142978,0.0033333334,32.66411,1.0,,500,1.0,0.5191928085997253,43.21,0.0033333336,100,2,-9.244427,0.5191928085997253,-0.2830506,500.0
5.434597e-20,1.0,0.0025,1.0,3.270887682343026,400.0,1331.2966043004656,1331.2966043004656,0.0025,33.646275,1.0,,500,1.0,3.270887682343026,51.53,0.0024999997,100,2,-7.1553454,3.270887682343026,0.6054338,500.0
0.0019996532,6093244.0,2.3597913e-08,1.1716479,-1.3517382244042928,1.0001731500767663,1097.1034943688733,1097.1034943688733,0.99991345,0.34874597,0.14380029,74255210000.0,500,12187.543,-1.3517382244042928,45.08,0.002,100,1,184.46971,-1.3517382244042928,192.30502,426.7493649841609
3.5044917e-18,1.0,0.01,1.0,-4.669011161870668,100.0,1341.7384436577238,1341.7384436577238,0.01,36.446136,1.0,,500,1.0,-4.669011161870668,46.04,0.009999998,100,2,-15.357372,-4.669011161870668,-4.6690106,500.0
2.179301e-19,1.0,0.005,1.0,10.61271812998806,200.00000010221265,2155.9300296786446,2155.9300296786446,0.005,42.305183,1.0,,500,1.0,10.61271812998806,49.65,0.0049999994,100,2,-14.211317,10.61271812998806,2.9718528,500.0
5.4391416e-20,1.0,0.0033333334,1.0,5.96222030208615,299.999969473632,1441.7379965639489,1441.7379965639489,0.0033333334,40.876804,1.0,,500,1.0,5.96222030208615,53.99,0.0033333336,100,2,-10.0613575,5.96222030208615,3.9686425,500.0
5.434597e-20,1.0,0.0025,1.0,1.2828830923943813,400.0,1073.864272216392,1073.864272216392,0.0025,38.99127,1.0,,500,1.0,1.2828830923943813,51.41,0.0024999997,100,2,-8.853134,1.2828830923943813,3.2972019,500.0
0.0019998162,11137137.0,1.57962e-08,1.158651,2.8425109530207453,1.0000917671611629,1257.3651366659387,1257.3651366659387,0.9999541,0.2841932,0.17593251,248071590000.0,500,22275.297,2.8425109530207453,45.31,0.0019999999,100,1,277.02582,2.8425109530207453,288.72375,431.53633187162797
3.5044917e-18,1.0,0.01,1.0,-0.7987852249457172,100.0,705.4067585997813,705.4067585997813,0.01,26.426365,1.0,,500,1.0,-0.7987852249457172,50.37,0.009999998,100,2,-10.906855,-0.7987852249457172,-0.7987851,500.0
2.179301e-19,1.0,0.005,1.0,6.149035678330879,200.00000010221265,1181.098754591089,1181.098754591089,0.005,30.755297,1.0,,500,1.0,6.149035678330879,53.6,0.0049999994,100,2,-12.2634115,6.149035678330879,2.6751251,500.0
5.4391416e-20,1.0,0.0033333334,1.0,-2.347808900210761,299.999969473632,1119.3610748811561,1119.3610748811561,0.0033333334,31.711008,1.0,,500,1.0,-2.347808900210761,49.98,0.0033333336,100,2,-11.196449,-2.347808900210761,1.000814,500.0
5.434597e-20,1.0,0.0025,1.0,2.477328331906464,400.0,818.8885699999768,818.8885699999768,0.0025,30.939856,1.0,,500,1.0,2.477328331906464,43.23,0.0024999997,100,2,-9.193198,2.477328331906464,1.3699424,500.0
0.0019993293,2917162.0,6.73103e-08,1.1400707,0.787502434136498,1.0003347711642931,913.0619428576629,913.0619428576629,0.99983263,0.9156525,0.19638792,17019658000.0,500,5835.3003,0.787502434136498,44.01,0.0019999996,100,1,240.88998,0.787502434136498,250.97797,438.56930116108924
3.5044917e-18,1.0,0.01,1.0,0.8211434243791438,100.0,1474.6284465731972,1474.6284465731972,0.01,38.208405,1.0,,500,1.0,0.8211434243791438,56.69,0.009999998,100,2,-13.992553,0.8211434243791438,0.8211433,500.0
2.179301e-19,1.0,0.005,1.0,-1.2992425051966665,200.00000010221265,1237.5786892617189,1237.5786892617189,0.005,36.656055,1.0,,500,1.0,-1.2992425051966665,49.39,0.0049999994,100,2,-10.713914,-1.2992425051966665,-0.23904933,500.0
5.4391416e-20,1.0,0.0033333334,1.0,-0.5552038182926435,299.999969473632,714.4870875285551,714.4870875285551,0.0033333334,33.638977,1.0,,500,1.0,-0.5552038182926435,46.72,0.0033333336,100,2,-8.897126,-0.5552038182926435,-0.34443456,500.0
5.434597e-20,1.0,0.0025,1.0,2.9014323863576634,400.0,2164.8439895078045,2164.8439895078045,0.0025,37.235195,1.0,,500,1.0,2.9014323863576634,54.52,0.0024999997,100,2,-7.844823,2.9014323863576634,0.46703255,500.0
0.0019996688,5914420.5,4.058474e-08,1.1513438,6.871821707286314,1.0001653653862057,2220.8107596573473,2220.8107596573473,0.9999173,0.47272593,0.24005507,69960730000.0,500,11829.819,6.871821707286314,52.12,0.0020000003,100,1,254.23212,6.871821707286314,264.93262,434.2751402646381
3.5044917e-18,1.0,0.01,1.0,-2.128048132283273,100.0,714.0034214407517,714.0034214407517,0.01,26.586903,1.0,,500,1.0,-2.128048132283273,44.57,0.009999998,100,2,-10.172547,-2.128048132283273,-2.128048,500.0
2.179301e-19,1.0,0.005,1.0,2.5283454288742644,200.00000010221265,877.81920478953,877.81920478953,0.005,28.16687,1.0,,500,1.0,2.5283454288742644,58.92,0.0049999994,100,2,-6.8298817,2.5283454288742644,0.20014858,500.0
5.4391416e-20,1.0,0.0033333334,1.0,-3.5197353242155085,299.999969473632,1228.5693421353365,1228.5693421353365,0.0033333334,30.617283,1.0,,500,1.0,-3.5197353242155085,49.24,0.0033333336,100,2,-7.869808,-3.5197353242155085,-1.0398123,500.0
5.434597e-20,1.0,0.0025,1.0,2.077303175581025,400.0,716.4751612601179,716.4751612601179,0.0025,29.702068,1.0,,500,1.0,2.077303175581025,41.44,0.0024999997,100,2,-6.1754837,2.077303175581025,-0.26053357,500.0
0.001999319,3058556.2,3.281083e-08,1.1354246,2.4315426956200117,1.0003398951131726,1442.7204114727,1442.7204114727,0.99983007,0.41632444,0.100370824,18709527000.0,500,6118.152,2.4315426956200117,49.96,0.002,100,1,109.520775,2.4315426956200117,118.11012,440.3638901744445
3.5044917e-18,1.0,0.01,1.0,0.45364917492509704,100.0,980.1061196020082,980.1061196020082,0.01,31.14972,1.0,,500,1.0,0.45364917492509704,52.21,0.009999998,100,2,-8.336234,0.45364917492509704,0.45364898,500.0
2.179301e-19,1.0,0.005,1.0,-4.938888476485115,200.00000010221265,1270.1985142346052,1270.1985142346052,0.005,33.483883,1.0,,500,1.0,-4.938888476485115,47.78,0.0049999994,100,2,-14.322566,-4.938888476485115,-2.2426195,500.0
5.4391416e-20,1.0,0.0033333334,1.0,5.076008236617857,299.999969473632,1423.797930245973,1423.797930245973,0.0033333334,35.05999,1.0,,500,1.0,5.076008236617857,59.92,0.0033333336,100,2,-9.666311,5.076008236617857,0.1969232,500.0
5.434597e-20,1.0,0.0025,1.0,6.364977946348788,400.0,803.8197755045162,803.8197755045162,0.0025,33.58543,1.0,,500,1.0,6.364977946348788,47.28,0.0024999997,100,2,-6.802875,6.364977946348788,1.7389368,500.0
0.0019998876,18237288.0,4.255595e-09,1.1911916,10.408245016415774,1.0000561494874713,1719.4584874802827,1719.4584874802827,0.9999719,0.15986869,0.07761269,665197400000.0,500,36475.6,10.408245016415774,46.9,0.0020000006,100,1,256.18753,10.408245016415774,267.16266,419.7477712898723
3.5044917e-18,1.0,0.01,1.0,2.89358098593927,100.0,1245.3319836429873,1245.3319836429873,0.01,35.112373,1.0,,500,1.0,2.89358098593927,52.36,0.009999998,100,2,-8.525927,2.89358098593927,2.8935807,500.0
2.179301e-19,1.0,0.005,1.0,4.4773496253997305,200.00000010221265,1361.0799895773616,1361.0799895773616,0.005,35.92772,1.0,,500,1.0,4.4773496253997305,47.57,0.0049999994,100,2,-5.9011707,4.4773496253997305,3.685465,500.0
5.4391416e-20,1.0,0.0033333334,1.0,-2.501823160778088,299.999969473632,1415.3104769083832,1415.3104769083832,0.0033333334,36.552616,1.0,,500,1.0,-2.501823160778088,50.32,0.0033333336,100,2,-11.444667,-2.501823160778088,1.623036,500.0
5.434597e-20,1.0,0.0025,1.0,-0.5847854722910197,400.0,1470.1014257851823,1470.1014257851823,0.0025,36.970722,1.0,,500,1.0,-0.5847854722910197,52.45,0.0024999997,100,2,-10.245882,-0.5847854722910197,1.0710807,500.0
0.001999401,3319357.0,3.8498214e-08,1.1328979,-5.158397075608133,1.0002990260433846,1261.2810132120526,1261.2810132120526,0.9998505,0.5116174,0.12780842,22036247000.0,500,6639.7065,-5.158397075608133,56.3,0.0020000003,100,1,150.0079,-5.158397075608133,160.78174,441.3460563105807
3.5044917e-18,1.0,0.01,1.0,3.6690804259327643,100.0,5057.161954296529,5057.161954296529,0.01,70.75726,1.0,,500,1.0,3.6690804259327643,54.75,0.009999998,100,2,-44.433525,3.6690804259327643,3.6690805,500.0
2.179301e-19,1.0,0.005,1.0,-0.8457156374324691,200.00000010221265,2426.625770360042,2426.625770360042,0.005,60.906246,1.0,,500,1.0,-0.8457156374324691,64.53,0.0049999994,100,2,-32.601994,-0.8457156374324691,1.4116824,500.0
5.4391416e-20,1.0,0.0033333334,1.0,-1.5373829570957245,299.999969473632,1661.1344639741792,1661.1344639741792,0.0033333334,54.983215,1.0,,500,1.0,-1.5373829570957245,54.56,0.0033333336,100,2,-27.34339,-1.5373829570957245,0.42866027,500.0
5.434597e-20,1.0,0.0025,1.0,-0.2999948609789764,400.0,1208.864287299687,1208.864287299687,0.0025,50.662205,1.0,,500,1.0,-0.2999948609789764,47.14,0.0024999997,100,2,-23.804806,-0.2999948609789764,0.24649668,500.0
