MinNormIw,ESSClassic,VarDiscRet,MinVanillaIw,AvgRet,eRenyi2,Delta,EpsThisIter,AvgDiscRet,VarRet,J,ESSRenyi,BatchSize,VarJ,MaxNormIw,AvgVanillaIw,Bound,AvgEpLen,MaxVanillaIw,IterType,AvgNormIw,VarNormIw,VanillaAvgRet,VarVanillaIw
2.03257e-05,4.55300081191,90652.9041097,0.00303644,768.219108172,3.2726,0.2,100,768.219108172,90652.9041097,1186.97,30.5567155354,100,1664.76,0.46099,1.49389,562.034,83.08,68.8669,1,0.01,0.00211753,768.219108172,47.2572
3.35121e-05,5.75163169258,126743.161845,0.00464053,887.4036886,3.24366,0.2,100,887.4036886,126743.161845,1427.58,30.8293629501,100,2257.27,0.40129,1.38473,635.522,96.15,55.5679,1,0.01,0.00165519,887.4036886,31.738
0.00038226,23.5216083648,128567.620405,0.0435769,991.815723421,1.66343,0.2,100,991.815723421,128567.620405,1185.66,60.1166226682,100,673.121,0.152499,1.13998,649.167,107.49,17.3846,1,0.01,0.000328425,991.815723421,4.26806
0.000117129,46.6008769365,156282.428172,0.0124806,1047.40690165,1.7029,0.2,100,1047.40690165,156282.428172,1280.12,58.7234593647,100,898.788,0.0558884,1.06554,596.849,113.59,5.95516,1,0.01,0.000115746,1047.40690165,1.31416
6.8048e-05,12.6447559912,146346.198948,0.00788368,1128.83920413,2.01992,0.2,100,1128.83920413,146346.198948,1412.27,49.5069610429,100,1259.73,0.263673,1.15855,769.593,122.51,30.5478,1,0.01,0.00069782,1128.83920413,9.36637
2.84268e-05,1.9466233449,146909.81186,0.00703205,1172.62808989,4.51316,0.2,100,1172.62808989,146909.81186,2264.45,22.1574229436,100,3082.05,0.715382,2.47375,1121.57,127.35,176.967,1,0.01,0.00508798,1172.62808989,311.355
0.00295314,78.6838407788,206183.198654,0.30201,1267.89572693,1.20642,0.2,100,1267.89572693,206183.198654,1374.79,82.889941835,100,580.377,0.0328016,1.02268,743.277,137.79,3.35454,1,0.01,2.73645e-05,1267.89572693,0.286196
0.000154478,18.9206054178,144852.22272,0.0191589,1382.17135163,2.13593,0.2,100,1382.17135163,144852.22272,1702.11,46.8180071285,100,1548.79,0.164039,1.24023,944.457,150.17,20.3447,1,0.01,0.000432853,1382.17135163,6.65805
0.00245068,90.7636871577,171125.031076,0.243377,1295.09729833,1.09199,0.2,100,1295.09729833,171125.031076,1344.59,91.5757807257,100,520.774,0.0198637,0.993097,720.903,141.06,1.97266,1,0.01,1.0279e-05,1295.09729833,0.101376
0.000104672,3.07342500296,120424.502725,0.0185063,1279.65539181,3.01006,0.2,100,1279.65539181,120424.502725,1873.34,33.2219546511,100,2463.28,0.567143,1.76803,1034.74,139.25,100.273,1,0.01,0.00318555,1279.65539181,99.5784
0.00158609,70.444214531,127199.4316,0.159436,1373.42819433,1.29386,0.2,100,1373.42819433,127199.4316,1467.65,77.288302248,100,619.168,0.0445598,1.00521,903.967,149.51,4.4792,1,0.01,4.23801e-05,1373.42819433,0.428229
0.0020767,81.1636040558,149300.427151,0.218194,1439.70852797,1.16868,0.2,100,1439.70852797,149300.427151,1517.62,85.5665732724,100,521.513,0.0293386,1.05068,916.099,156.44,3.08253,1,0.01,2.34424e-05,1439.70852797,0.258785
6.12295e-05,1.8312985971,220048.948453,0.0171502,1457.55009651,4.91383,0.2,100,1457.55009651,220048.948453,3426.09,20.3507232232,100,5185.41,0.737959,2.80097,1598.96,158.45,206.7,1,0.01,0.00541475,1457.55009651,424.811
9.58269e-06,27.2910669239,204495.192515,0.00483793,1457.55009651,9.01263,0.2,100,1414.79871465,220048.948453,1308.31,22.1910889924,200,776.658,0.115494,5.04861,-263.128,158.45,58.3084,,0.01,0.000269111,1457.55009651,68.5923
8.86079e-06,2.15643993318,182386.278541,0.0049654,1352.74748181,7.63105,0.2,100,1352.74748181,182386.278541,3262.2,26.2086963325,200,8344.29,0.679464,2.80189,1652.17,147.44,380.757,1,0.005,0.00230516,1352.74748181,723.878
0.01,100.0,179752.890077,1.0,1440.43100522,1.0,0.2,100,1440.43100522,179752.890077,1440.43,200.0,200,421.848,0.01,1.0,897.485,157.03,1.0,2,0.01,3.50449e-18,1440.43100522,
1.35246e-06,35.0826729695,243779.990326,0.00262635,1352.74748181,15.6994,0.2,100,1484.35517868,182386.278541,1527.0,19.1089641669,300,796.663,0.10371,9.70948,-307.009,147.44,201.394,,0.005,0.000118111,1352.74748181,445.392
6.62437e-06,2.61984541798,128729.439659,0.00484668,1388.85978281,10.3502,0.2,100,1388.85978281,128729.439659,3113.06,28.98501476,300,10845.1,0.615681,2.43881,1582.07,151.08,450.459,1,0.00333333,0.00126545,1388.85978281,677.397
0.01,100.0,216416.090512,1.0,1502.33611518,1.0,0.2,100,1502.33611518,216416.090512,1502.34,300.0,300,462.874,0.01,1.0,962.468,163.34,1.0,2,0.01,3.50449e-18,1502.33611518,
0.005,200.000000102,259777.415443,1.0,1504.91416475,1.0,0.2,100,1504.91416475,259777.415443,1503.63,300.0,300,485.507,0.005,1.0,927.408,163.85,1.0,2,0.005,2.1793e-19,1504.91416475,
7.6891e-07,58.31025506,206157.206294,0.00221996,1388.85978281,13.734,0.2,100,1376.1744045,128729.439659,1465.52,29.1247528152,400,834.257,0.0714639,9.62382,-278.055,151.08,206.327,,0.00333333,4.62084e-05,1388.85978281,385.175
2.50974e-05,27.5643581513,214571.943194,0.0126426,1401.91495296,4.27824,0.2,100,1401.91495296,214571.943194,2000.03,93.4963344804,400,6762.06,0.14941,1.25935,1147.59,152.78,75.2641,1,0.0025,8.46585e-05,1401.91495296,21.4825
0.01,100.0,269971.812438,1.0,1468.40683613,1.0,0.2,100,1468.40683613,269971.812438,1468.41,400.0,400,516.984,0.01,1.0,835.9,159.67,1.0,2,0.01,3.50449e-18,1468.40683613,
0.005,200.000000102,150091.71941,1.0,1411.30237268,1.0,0.2,100,1411.30237268,150091.71941,1439.85,400.0,400,456.888,0.005,1.0,992.605,153.5,1.0,2,0.005,2.1793e-19,1411.30237268,
0.00333333,299.999969474,177198.506049,1.0,1470.68986143,1.0,0.2,100,1470.68986143,177198.506049,1450.13,400.0,400,444.805,0.00333333,1.0,1084.96,160.06,1.0,2,0.00333333,5.43914e-20,1470.68986143,
5.83166e-05,169.00040474,214312.043743,0.0247084,1466.69276589,1.79468,0.2,100,1466.69276589,214312.043743,1605.32,222.880781705,400,1346.23,0.0279614,1.05924,1181.65,159.48,11.8471,1,0.0025,8.56427e-06,1466.69276589,1.53744
0.01,100.0,251237.369694,1.0,1573.76252261,1.0,0.2,100,1573.76252261,251237.369694,1573.76,400.0,400,498.723,0.01,1.0,909.927,171.11,1.0,2,0.01,3.50449e-18,1573.76252261,
0.005,200.000000102,173551.84174,1.0,1424.96718532,1.0,0.2,100,1424.96718532,173551.84174,1499.36,400.0,400,464.549,0.005,1.0,1029.96,155.15,1.0,2,0.005,2.1793e-19,1424.96718532,
0.00333333,299.999969474,170943.612707,1.0,1547.24723412,1.0,0.2,100,1547.24723412,170943.612707,1515.33,400.0,400,448.097,0.00333333,1.0,1132.06,168.14,1.0,2,0.00333333,5.43914e-20,1547.24723412,
2.90328e-05,307.262380764,285584.101515,0.0118162,1542.49711172,1.28085,0.2,100,1542.49711172,285584.101515,1598.3,312.29347726,400,682.378,0.00891827,1.01749,1199.56,167.67,3.6297,1,0.0025,1.8911e-06,1542.49711172,0.313252
0.01,100.0,239162.920679,1.0,1508.03426173,1.0,0.2,100,1508.03426173,239162.920679,1508.03,400.0,400,486.591,0.01,1.0,750.892,164.15,1.0,2,0.01,3.50449e-18,1508.03426173,
0.005,200.000000102,198333.750801,1.0,1514.04225706,1.0,0.2,100,1514.04225706,198333.750801,1511.04,400.0,400,465.371,0.005,1.0,975.658,164.43,1.0,2,0.005,2.1793e-19,1514.04225706,
0.00333333,299.999969474,307898.647471,1.0,1578.8868647,1.0,0.2,100,1578.8868647,307898.647471,1533.65,400.0,400,497.0,0.00333333,1.0,1096.52,171.56,1.0,2,0.00333333,5.43914e-20,1578.8868647,
0.000182532,290.444717279,319177.802474,0.0764505,1584.34804592,1.29213,0.2,100,1584.34804592,319177.802474,1640.35,309.567233274,400,818.153,0.0152593,1.04708,1169.96,172.32,6.39112,1,0.0025,2.36339e-06,1584.34804592,0.41459
0.01,100.0,275871.5974,1.0,1524.58048017,1.0,0.2,100,1524.58048017,275871.5974,1524.58,400.0,400,522.602,0.01,1.0,773.525,165.65,1.0,2,0.01,3.50449e-18,1524.58048017,
0.005,200.000000102,208064.160619,1.0,1547.22067063,1.0,0.2,100,1547.22067063,208064.160619,1535.9,400.0,400,489.568,0.005,1.0,1004.82,168.46,1.0,2,0.005,2.1793e-19,1547.22067063,
0.00333333,299.999969474,296471.445388,1.0,1598.90142877,1.0,0.2,100,1598.90142877,296471.445388,1556.9,400.0,400,508.431,0.00333333,1.0,1123.28,173.86,1.0,2,0.00333333,5.43914e-20,1598.90142877,
0.000833931,365.762400482,353429.334419,0.329906,1559.71611249,1.09105,0.2,100,1559.71611249,353429.334419,1596.59,366.619582395,400,607.993,0.00480039,0.989009,1133.99,169.81,1.89905,1,0.0025,5.86501e-07,1559.71611249,0.0917887
0.01,100.0,174565.687049,1.0,1517.04684346,1.0,0.2,100,1517.04684346,174565.687049,1517.05,400.0,400,415.716,0.01,1.0,975.68,165.09,1.0,2,0.01,3.50449e-18,1517.04684346,
0.005,200.000000102,256183.098903,1.0,1687.36732847,1.0,0.2,100,1687.36732847,256183.098903,1602.21,400.0,400,469.545,0.005,1.0,1150.5,183.11,1.0,2,0.005,2.1793e-19,1687.36732847,
0.00333333,299.999969474,189674.446657,1.0,1543.26360654,1.0,0.2,100,1543.26360654,189674.446657,1582.56,400.0,400,458.636,0.00333333,1.0,1213.74,168.05,1.0,2,0.00333333,5.43914e-20,1543.26360654,
0.000453597,335.539195961,262453.050796,0.180551,1584.88395956,1.15494,0.2,100,1584.88395956,262453.050796,1632.55,346.338406684,400,575.057,0.00683782,0.995109,1258.59,172.52,2.72175,1,0.0025,1.2037e-06,1584.88395956,0.190713
0.01,100.0,345076.852695,1.0,1639.40005546,1.0,0.2,100,1639.40005546,345076.852695,1639.4,400.0,400,584.488,0.01,1.0,832.993,178.07,1.0,2,0.01,3.50449e-18,1639.40005546,
0.005,200.000000102,218567.761141,1.0,1554.56035457,1.0,0.2,100,1554.56035457,218567.761141,1596.98,400.0,400,529.909,0.005,1.0,1026.76,169.39,1.0,2,0.005,2.1793e-19,1554.56035457,
0.00333333,299.999969474,352803.629328,1.0,1649.54089805,1.0,0.2,100,1649.54089805,352803.629328,1614.5,400.0,400,551.581,0.00333333,1.0,1148.92,179.13,1.0,2,0.00333333,5.43914e-20,1649.54089805,
2.48923e-06,232.997117061,242649.046604,0.00100169,1528.65028743,1.57661,0.2,100,1528.65028743,242649.046604,1753.94,253.708374923,400,910.947,0.0185035,1.00602,1247.67,166.22,7.44599,1,0.0025,4.49098e-06,1528.65028743,0.727238
0.01,100.0,450031.841809,1.0,1680.16573567,1.0,0.2,100,1680.16573567,450031.841809,1680.17,400.0,400,667.481,0.01,1.0,745.164,182.39,1.0,2,0.01,3.50449e-18,1680.16573567,
0.005,200.000000102,268402.776161,1.0,1580.30397641,1.0,0.2,100,1580.30397641,268402.776161,1630.23,400.0,400,598.43,0.005,1.0,969.089,171.83,1.0,2,0.005,2.1793e-19,1580.30397641,
0.00333333,299.999969474,331201.9702,1.0,1653.70665816,1.0,0.2,100,1653.70665816,331201.9702,1638.06,400.0,400,590.055,0.00333333,1.0,1098.24,179.41,1.0,2,0.00333333,5.43914e-20,1653.70665816,
2.592e-06,2.14594901254,443626.387033,0.00363341,1756.35239747,6.71336,0.2,100,1756.35239747,443626.387033,3256.15,59.5826462849,400,9153.4,0.681754,3.50445,2044.84,190.37,955.67,1,0.0025,0.00116164,1756.35239747,2282.61
0.01,100.0,322117.901025,1.0,1652.20547793,1.0,0.2,100,1652.20547793,322117.901025,1652.21,400.0,400,564.709,0.01,1.0,898.323,179.69,1.0,2,0.01,3.50449e-18,1652.20547793,
0.005,200.000000102,409727.159067,1.0,1789.41010525,1.0,0.2,100,1789.41010525,409727.159067,1720.81,400.0,400,605.78,0.005,1.0,1105.96,194.2,1.0,2,0.005,2.1793e-19,1789.41010525,
0.00333333,299.999969474,453855.457235,1.0,1728.63700795,1.0,0.2,100,1728.63700795,453855.457235,1723.42,400.0,400,628.038,0.00333333,1.0,1221.39,187.46,1.0,2,0.00333333,5.43914e-20,1728.63700795,
3.19357e-07,39.6733265814,416669.986698,0.00104639,1756.35239747,7.97571,0.2,100,1711.68665059,443626.387033,1690.05,62.6903067423,500,1882.16,0.0839982,8.19135,462.217,190.37,275.224,,0.0025,5.69069e-05,1756.35239747,610.936
2.36838e-06,2.4521465209,350002.680601,0.00359316,1642.31031529,6.81854,0.2,100,1642.31031529,350002.680601,3157.55,73.3294697996,500,10974.9,0.637457,3.03428,2065.67,178.17,967.112,1,0.002,0.000813239,1642.31031529,1871.85
0.01,100.0,409175.432992,1.0,1719.49213125,1.0,0.2,100,1719.49213125,409175.432992,1719.49,500.0,500,636.462,0.01,1.0,785.074,186.68,1.0,2,0.01,3.50449e-18,1719.49213125,
0.005,200.000000102,405449.84726,1.0,1715.35505252,1.0,0.2,100,1715.35505252,405449.84726,1717.42,500.0,500,635.015,0.005,1.0,1056.69,186.18,1.0,2,0.005,2.1793e-19,1715.35505252,
0.00333333,299.999969474,307389.777354,1.0,1671.88033933,1.0,0.2,100,1671.88033933,307389.777354,1702.24,500.0,500,608.875,0.00333333,1.0,1162.76,181.69,1.0,2,0.00333333,5.43914e-20,1671.88033933,
0.0025,400.0,351444.792973,1.0,1723.71153331,1.0,0.2,100,1723.71153331,351444.792973,1707.61,500.0,500,604.248,0.0025,1.0,1240.4,187.26,1.0,2,0.0025,5.4346e-20,1723.71153331,
1.6231e-06,2.75735242414,324815.939059,0.00175548,1676.20248605,6.88678,0.2,100,1676.20248605,324815.939059,2924.96,72.6028230031,500,9492.3,0.601268,2.16311,1828.32,182.22,650.305,1,0.002,0.000722779,1676.20248605,845.481
0.01,100.0,424134.016786,1.0,1732.53564935,1.0,0.2,100,1732.53564935,424134.016786,1732.54,500.0,500,647.991,0.01,1.0,981.677,188.36,1.0,2,0.01,3.50449e-18,1732.53564935,
0.005,200.000000102,503952.871815,1.0,1845.62578332,1.0,0.2,100,1845.62578332,503952.871815,1789.08,500.0,500,680.147,0.005,1.0,1211.18,200.57,1.0,2,0.005,2.1793e-19,1845.62578332,
0.00333333,299.999969474,504198.105223,1.0,1832.493642,1.0,0.2,100,1832.493642,504198.105223,1803.55,500.0,500,689.351,0.00333333,1.0,1267.68,199.06,1.0,2,0.00333333,5.43914e-20,1832.493642,
0.0025,400.0,562766.258652,1.0,1955.38125662,1.0,0.2,100,1955.38125662,562766.258652,1841.51,500.0,500,707.114,0.0025,1.0,1374.6,212.41,1.0,2,0.0025,5.4346e-20,1955.38125662,
3.2673e-06,2.19653462661,459375.078235,0.00425766,1859.03017753,5.67868,0.2,100,1859.03017753,459375.078235,3279.2,88.0486023287,500,9789.61,0.674378,2.60622,2284.03,201.59,878.79,1,0.002,0.000908343,1859.03017753,1542.46
0.01,100.0,563817.153569,1.0,1918.71977684,1.0,0.2,100,1918.71977684,563817.153569,1918.72,500.0,500,747.114,0.01,1.0,988.039,208.31,1.0,2,0.01,3.50449e-18,1918.71977684,
0.005,200.000000102,616627.456087,1.0,1905.04667714,1.0,0.2,100,1905.04667714,616627.456087,1911.88,500.0,500,764.439,0.005,1.0,1250.32,206.47,1.0,2,0.005,2.1793e-19,1905.04667714,
0.00333333,299.999969474,550826.667355,1.0,1957.5535668,1.0,0.2,100,1957.5535668,550826.667355,1927.11,500.0,500,756.184,0.00333333,1.0,1386.94,212.03,1.0,2,0.00333333,5.43914e-20,1957.5535668,
0.0025,400.0,502980.375495,1.0,1955.85898539,1.0,0.2,100,1955.85898539,502980.375495,1934.29,500.0,500,743.978,0.0025,1.0,1466.5,212.09,1.0,2,0.0025,5.4346e-20,1955.85898539,
2.16224e-05,334.185696641,407092.078128,0.0110971,1873.82770018,1.42829,0.2,100,1873.82770018,407092.078128,2069.95,350.068172379,500,992.313,0.00805565,1.02645,1569.9,203.41,4.13436,1,0.002,1.98867e-06,1873.82770018,0.523814
0.01,100.0,790567.988959,1.0,2097.51240541,1.0,0.2,100,2097.51240541,790567.988959,2097.51,500.0,500,884.682,0.01,1.0,1163.65,227.18,1.0,2,0.01,3.50449e-18,2097.51240541,
0.005,200.000000102,724082.091199,1.0,2126.43884965,1.0,0.2,100,2126.43884965,724082.091199,2111.98,500.0,500,866.003,0.005,1.0,1451.24,230.33,1.0,2,0.005,2.1793e-19,2126.43884965,
0.00333333,299.999969474,435683.248331,1.0,2004.44775044,1.0,0.2,100,2004.44775044,435683.248331,2076.13,500.0,500,803.94,0.00333333,1.0,1536.65,217.69,1.0,2,0.00333333,5.43914e-20,2004.44775044,
0.0025,400.0,536134.322085,1.0,2024.19124067,1.0,0.2,100,2024.19124067,536134.322085,2063.15,500.0,500,786.09,0.0025,1.0,1595.93,219.82,1.0,2,0.0025,5.4346e-20,2024.19124067,
1.59582e-06,154.054028844,726771.79578,0.00081596,2128.72242771,2.51834,0.2,100,2128.72242771,726771.79578,2458.57,198.543401074,500,2180.93,0.0318754,1.02262,1795.32,230.73,16.2982,1,0.002,9.00046e-06,2128.72242771,2.35307
0.01,100.0,657036.443057,1.0,2107.24142212,1.0,0.2,100,2107.24142212,657036.443057,2107.24,500.0,500,806.515,0.01,1.0,1230.9,229.06,1.0,2,0.01,3.50449e-18,2107.24142212,
0.005,200.000000102,557961.179637,1.0,2046.22110583,1.0,0.2,100,2046.22110583,557961.179637,2076.73,500.0,500,776.115,0.005,1.0,1417.85,222.44,1.0,2,0.005,2.1793e-19,2046.22110583,
0.00333333,299.999969474,836519.914332,1.0,2292.04197331,1.0,0.2,100,2292.04197331,836519.914332,2148.5,500.0,500,829.411,0.00333333,1.0,1609.12,248.42,1.0,2,0.00333333,5.43914e-20,2292.04197331,
0.0025,400.0,782783.838034,1.0,2306.27620328,1.0,0.2,100,2306.27620328,782783.838034,2187.95,500.0,500,845.192,0.0025,1.0,1719.97,250.61,1.0,2,0.0025,5.4346e-20,2306.27620328,
2.96651e-06,233.668925893,587084.535105,0.00152659,2029.14345435,2.0408,0.2,100,2029.14345435,587084.535105,2476.47,245.002149017,500,1487.3,0.0112273,1.02922,1878.51,220.77,5.77769,1,0.002,4.56825e-06,2029.14345435,1.20978
0.01,100.0,886926.125815,1.0,2443.02356759,1.0,0.2,100,2443.02356759,886926.125815,2443.02,500.0,500,937.047,0.01,1.0,1508.36,264.88,1.0,2,0.01,3.50449e-18,2443.02356759,
0.005,200.000000102,808924.17082,1.0,2292.03857815,1.0,0.2,100,2292.03857815,808924.17082,2367.53,500.0,500,919.318,0.005,1.0,1706.62,248.69,1.0,2,0.005,2.1793e-19,2292.03857815,
0.00333333,299.999969474,628014.583596,1.0,2234.00266987,1.0,0.2,100,2234.00266987,628014.583596,2323.02,500.0,500,880.135,0.00333333,1.0,1783.39,242.63,1.0,2,0.00333333,5.43914e-20,2234.00266987,
0.0025,400.0,789689.587027,1.0,2352.45621833,1.0,0.2,100,2352.45621833,789689.587027,2330.38,500.0,500,881.242,0.0025,1.0,1863.05,255.45,1.0,2,0.0025,5.4346e-20,2352.45621833,
4.62766e-06,208.573462306,766763.460407,0.00216915,2260.86971702,2.14352,0.2,100,2260.86971702,766763.460407,2647.71,233.261632177,500,1814.68,0.0209171,0.937472,2035.19,245.43,9.8046,1,0.002,5.60015e-06,2260.86971702,1.23043
0.01,100.0,919144.042468,1.0,2518.77896957,1.0,0.2,100,2518.77896957,919144.042468,2518.78,500.0,500,953.914,0.01,1.0,1584.21,272.75,1.0,2,0.01,3.50449e-18,2518.77896957,
0.005,200.000000102,848525.077398,1.0,2463.76842083,1.0,0.2,100,2463.76842083,848525.077398,2491.27,500.0,500,935.817,0.005,1.0,1830.14,267.58,1.0,2,0.005,2.1793e-19,2463.76842083,
0.00333333,299.999969474,994225.170744,1.0,2730.11804915,1.0,0.2,100,2730.11804915,994225.170744,2570.89,500.0,500,961.565,0.00333333,1.0,2030.74,295.41,1.0,2,0.00333333,5.43914e-20,2730.11804915,
0.0025,400.0,805489.872906,1.0,2489.67712429,1.0,0.2,100,2489.67712429,805489.872906,2550.59,500.0,500,945.542,0.0025,1.0,2082.8,270.17,1.0,2,0.0025,5.4346e-20,2489.67712429,
1.60353e-06,10.8014771994,854476.971224,0.000968037,2605.49762029,5.76861,0.2,100,2605.49762029,854476.971224,3446.31,86.6759213474,500,8305.15,0.295744,1.20738,2441.4,282.66,178.538,1,0.002,0.000181523,2605.49762029,66.1547
0.01,100.0,915845.47029,1.0,2805.43569316,1.0,0.2,100,2805.43569316,915845.47029,2805.44,500.0,500,952.201,0.01,1.0,1869.72,304.35,1.0,2,0.01,3.50449e-18,2805.43569316,
0.005,200.000000102,951266.537646,1.0,2877.41703124,1.0,0.2,100,2877.41703124,951266.537646,2841.43,500.0,500,962.037,0.005,1.0,2179.78,312.0,1.0,2,0.005,2.1793e-19,2877.41703124,
0.00333333,299.999969474,960543.525036,1.0,2826.49050356,1.0,0.2,100,2826.49050356,960543.525036,2836.45,500.0,500,966.457,0.00333333,1.0,2296.21,306.39,1.0,2,0.00333333,5.43914e-20,2826.49050356,
0.0025,400.0,907553.379701,1.0,2934.58482532,1.0,0.2,100,2934.58482532,907553.379701,2860.98,500.0,500,962.785,0.0025,1.0,2393.0,317.65,1.0,2,0.0025,5.4346e-20,2934.58482532,
1.11571e-07,153.301493733,1000907.79272,6.07903e-05,2935.60803482,2.50065,0.2,100,2935.60803482,1000907.79272,3365.02,199.948000126,500,1568.73,0.0264595,1.08972,2703.11,317.77,14.4167,1,0.002,9.06432e-06,2935.60803482,2.69093
0.01,100.0,775781.740292,1.0,2985.46075125,1.0,0.2,100,2985.46075125,775781.740292,2985.46,500.0,500,876.37,0.01,1.0,2049.56,324.05,1.0,2,0.01,3.50449e-18,2985.46075125,
0.005,200.000000102,988344.665525,1.0,3182.31348508,1.0,0.2,100,3182.31348508,988344.665525,3083.89,500.0,500,939.644,0.005,1.0,2422.11,345.75,1.0,2,0.005,2.1793e-19,3182.31348508,
0.00333333,299.999969474,920754.963836,1.0,3032.70454332,1.0,0.2,100,3032.70454332,920754.963836,3066.83,500.0,500,945.014,0.00333333,1.0,2526.43,329.22,1.0,2,0.00333333,5.43914e-20,3032.70454332,
0.0025,400.0,957303.190106,1.0,3084.65191445,1.0,0.2,100,3084.65191445,957303.190106,3071.28,500.0,500,952.25,0.0025,1.0,2603.29,334.7,1.0,2,0.0025,5.4346e-20,3084.65191445,
1.84228e-06,28.8587445317,1000516.92273,0.000984035,3248.05169739,4.33857,0.2,100,3248.05169739,1000516.92273,3735.99,115.245469346,500,3801.64,0.168392,1.06828,2864.1,351.82,89.9451,1,0.002,6.5434e-05,3248.05169739,18.6687
0.01,100.0,837152.671988,1.0,3285.60554175,1.0,0.2,100,3285.60554175,837152.671988,3285.61,500.0,500,910.374,0.01,1.0,2349.68,355.83,1.0,2,0.01,3.50449e-18,3285.60554175,
0.005,200.000000102,818752.295595,1.0,3338.3465259,1.0,0.2,100,3338.3465259,818752.295595,3311.98,500.0,500,905.742,0.005,1.0,2650.17,361.68,1.0,2,0.005,2.1793e-19,3338.3465259,
0.00333333,299.999969474,824427.968503,1.0,3400.1373929,1.0,0.2,100,3400.1373929,824427.968503,3341.36,500.0,500,905.925,0.00333333,1.0,2800.98,368.15,1.0,2,0.00333333,5.43914e-20,3400.1373929,
