VarJ,MinVanillaIw,BatchSize,AvgDiscRet,AvgVanillaIw,J,ESSRenyi,VarVanillaIw,VanillaAvgRet,AvgRet,eRenyi2,EpsThisIter,ESSClassic,VarDiscRet,Bound,VarRet,VarNormIw,AvgEpLen,MaxNormIw,Delta,MaxVanillaIw,MinNormIw,IterType,AvgNormIw
671.2549,0.00058108615,100,-1743.3246030328082,1.1263005,-333.91858,55.99936127437511,0.75173116,-1743.3246030328082,-1743.3246030328082,1.7857347,100,63.02533209739151,4510235.975432037,-2642.6719,4510235.975432037,5.9258953e-05,200.0,0.021867476,0.1,2.4629347,5.1592465e-06,1,0.01
212.16382,0.0061847684,100,-760.7340816081794,0.87503797,-91.101746,79.34392588142178,0.29644915,-760.7340816081794,-760.7340816081794,1.2603359,100,72.29122612046528,1871293.5678517097,-1605.0469,1871293.5678517097,3.871653e-05,200.0,0.018336413,0.1,1.6045058,7.068e-05,1,0.01
131.43573,0.26320723,100,-68.71061327363215,1.0189766,-27.833923,97.12055193077941,0.026776185,-68.71061327363215,-68.71061327363215,1.0296482,100,97.51052273375709,172962.0322862413,-966.8392,172962.0322862413,2.578816e-06,200.0,0.011247648,0.1,1.146109,0.0025830546,1,0.01
143.44136,0.5054908,100,-38.2696868108223,1.0103555,-23.971157,98.65076514658126,0.010418642,-38.2696868108223,-38.2696868108223,1.0136769,100,98.99968305708775,81966.41322635762,-891.2439,81966.41322635762,1.0206168e-06,200.0,0.010829013,0.1,1.0941153,0.005003098,1,0.01
8.874717,0.56573004,100,-10.206815847255378,1.0131086,-10.102797,98.93954356887093,0.010187169,-10.206815847255378,-10.206815847255378,1.0107182,100,99.02697713195681,84.48412411527632,-20.518421,84.48412411527632,9.925251e-07,200.0,0.010685883,0.1,1.0825961,0.0055841007,1,0.01
7.7637277,0.56850743,100,-8.293577446669751,1.0125962,-7.970314,97.73743973265597,0.017216563,-8.293577446669751,-8.293577446669751,1.0231494,100,98.36486334638232,75.05855696015965,-22.317377,75.05855696015965,1.6790893e-06,200.0,0.011120832,0.1,1.1260912,0.0056143543,1,0.010000002
7.044977,0.90010506,100,-7.765722036804566,1.0030515,-7.7445045,99.73312503603889,0.0019334261,-7.765722036804566,-7.765722036804566,1.0026759,100,99.81010866186793,51.16056652650241,-15.590656,51.16056652650241,1.9216806e-07,200.0,0.010835768,0.1,1.0868833,0.008973667,1,0.01
8.300771,0.2169124,100,-9.712824200233515,1.0012456,-9.232421,94.6656158055293,0.053961396,-9.712824200233515,-9.712824200233515,1.0563498,100,94.94070212216567,75.29754798428803,-17.990051,75.29754798428803,5.3827216e-06,200.0,0.012273118,0.1,1.2288406,0.0021664253,1,0.01
7.7915483,0.35594028,100,-10.062692980814196,0.9848194,-9.712537,96.33943569027807,0.03825428,-10.062692980814196,-10.062692980814196,1.0379965,100,96.24193512955411,69.13497915991665,-18.4276,69.13497915991665,3.944272e-06,200.0,0.0119716665,0.1,1.178993,0.0036142697,1,0.009999999
7.748307,0.7338661,100,-7.845069810216216,0.99137604,-7.604842,94.6195943112344,0.04516649,-7.845069810216216,-7.845069810216216,1.0568635,100,95.6483461184273,63.43544474286984,-16.410053,63.43544474286984,4.595571e-06,200.0,0.018019525,0.1,1.7864125,0.0074024997,1,0.01
7.6612077,0.2777583,100,-8.534832518834834,1.0380868,-8.1080265,94.63212566163232,0.046807237,-8.534832518834834,-8.534832518834834,1.0567236,100,95.87715500856288,63.76694395250939,-16.337193,63.76694395250939,4.3435575e-06,200.0,0.011710314,0.1,1.2156322,0.002675675,1,0.01
7.4396815,0.46074757,100,-8.148028883009028,0.99769706,-7.881727,96.77312477014011,0.028047899,-8.148028883009028,-8.148028883009028,1.0333447,100,97.28614124170673,54.84340074256806,-15.912023,54.84340074256806,2.8177528e-06,200.0,0.0116833355,0.1,1.165643,0.004618111,1,0.01
7.543951,0.80345994,100,-8.655115816088944,1.0162683,-8.553015,98.79412304724097,0.012258611,-8.655115816088944,-8.655115816088944,1.012206,100,98.83860529647428,58.89436038719746,-16.933613,58.89436038719746,1.1869284e-06,200.0,0.012337469,0.1,1.2538178,0.007905982,1,0.01
7.1518393,0.7973603,100,-7.724522687675306,1.0021023,-7.689175,99.53774310847795,0.0039437707,-7.724522687675306,-7.724522687675306,1.004644,100,99.61269358071348,51.356195376046564,-15.463237,51.356195376046564,3.9272416e-07,200.0,0.0105047375,0.1,1.0526822,0.0079568755,1,0.01
7.3595395,0.26012456,100,-9.066558059774566,1.0169427,-8.404102,93.69367115413569,0.07015913,-9.066558059774566,-9.066558059774566,1.067308,100,93.7064536670683,63.77245041395969,-17.369188,63.77245041395969,6.7840842e-06,200.0,0.012301779,0.1,1.2510206,0.0025579077,1,0.01
7.0918775,0.9171539,100,-8.293816542485986,0.9801951,-8.179759,98.52299043757338,0.009202788,-8.293816542485986,-8.293816542485986,1.0149915,100,99.06066533050792,51.86870513398699,-15.247089,51.86870513398699,9.578431e-07,200.0,0.014666966,0.1,1.4376488,0.009356851,1,0.01
6.793584,0.68111897,100,-8.56196875916624,1.0110492,-8.437672,98.4742296311757,0.0131206345,-8.56196875916624,-8.56196875916624,1.0154941,100,98.74522851705538,48.02810864775262,-16.246742,48.02810864775262,1.2835427e-06,200.0,0.012109648,0.1,1.224345,0.0067367544,1,0.01
7.873675,0.9372543,100,-8.436251213460292,1.004133,-8.433281,99.95429221809523,0.00039494628,-8.436251213460292,-8.436251213460292,1.0004573,100,99.96125390556986,62.473422136427935,-15.805019,62.473422136427935,3.9170164e-08,200.0,0.010324624,0.1,1.0367296,0.009333966,1,0.009999999
