TimeElapsed,surrgain,meankl,EpRewMean,EpThisIter,Step_size,entloss,DiscEpRewMean,optimgain,TimestepsSoFar,SampleRenyi2,J_hat,entropy,EpLenMean,EpisodesSoFar,ev_tdlam_before,Var_J
22.122722864151,0.0270668,0.00935649,-1515.4227356,100,1.0,,-954.341144607,0.0270668,20000,53.0204,-777.4271850585938,1.40306,200.0,100,-0.00349152088165,372.2737731933594
36.85005235671997,0.029261,0.00963518,-1128.58209309,100,1.0,,-714.565490113,0.029261,40000,80.6203,-571.4212646484375,1.36989,200.0,200,0.000982522964478,162.03121948242188
51.373785972595215,0.0315739,0.00980834,-864.775794399,100,1.0,,-546.344859516,0.0315739,60000,12.2705,-404.4518737792969,1.32025,200.0,300,-0.00143539905548,299.6579284667969
65.70908188819885,0.0312374,0.00963693,-626.548688836,100,1.0,,-399.229673233,0.0312374,80000,35.3931,-286.4327392578125,1.2605,200.0,400,-0.00256216526031,183.56292724609375
80.67955493927002,0.0315426,0.00985718,-472.545537192,100,1.0,,-300.808290454,0.0315426,100000,27.4478,-221.83811950683594,1.18874,200.0,500,-0.00651836395264,108.56838989257812
95.31098222732544,0.0308768,0.00994068,-356.73978336,100,1.0,,-228.894192819,0.0308768,120000,21.3642,-180.45826721191406,1.10636,200.0,600,-0.00381672382355,23.85066032409668
110.10032391548157,0.0297126,0.00991257,-282.707683478,100,1.0,,-181.631173948,0.0297126,140000,24.2759,-149.42239379882812,1.0188,200.0,700,-0.0068998336792,10.46265697479248
124.82040309906006,0.0292043,0.0100809,-224.689505656,100,1.0,,-144.351825375,0.0292043,160000,24.3579,-122.30643463134766,0.925071,200.0,800,-0.00725400447845,6.599131107330322
140.19734835624695,0.0282215,0.0100986,-188.509028517,100,1.0,,-121.97672479,0.0282215,180000,24.4735,-102.8824234008789,0.829597,200.0,900,-0.00694262981415,15.338677406311035
155.02116227149963,0.0260372,0.0101347,-151.845049997,100,1.0,,-98.2302854939,0.0260372,200000,24.053,-81.91507720947266,0.733121,200.0,1000,-0.00445795059204,23.919694900512695
170.55709767341614,0.0247894,0.0101747,-127.589958699,100,1.0,,-83.3843103006,0.0247894,220000,24.3966,-76.71771240234375,0.635505,200.0,1100,-0.00235104560852,0.27272069454193115
186.0311529636383,0.0233751,0.0100734,-106.738877277,100,1.0,,-70.2966676013,0.0233751,240000,23.2339,-61.623435974121094,0.539879,200.0,1200,-0.000609040260315,3.9603965282440186
201.3557300567627,0.0228057,0.0101742,-90.0463291496,100,1.0,,-59.2580859471,0.0228057,260000,24.3918,-48.683311462402344,0.442304,200.0,1300,-0.000440359115601,5.365248680114746
217.20249724388123,0.0192627,0.0101675,-75.5737881582,100,1.0,,-50.4976955625,0.0192627,280000,24.3176,-46.681549072265625,0.344805,200.0,1400,6.30021095276e-05,2.638021469116211
232.98605132102966,0.0168791,0.0101421,-62.8191245908,100,1.0,,-42.3178787632,0.0168791,300000,24.0774,-33.33695983886719,0.247681,200.0,1500,0.00045907497406,3.332073926925659
249.06712222099304,0.0137419,0.00977805,-54.455420729,100,1.0,,-37.432086812,0.0137419,320000,23.2447,-27.235454559326172,0.155031,200.0,1600,-0.000171661376953,7.522488117218018
264.79964661598206,0.00905493,0.00913118,-49.4645201695,100,1.0,,-34.9429353623,0.00905493,340000,18.9635,-28.072315216064453,0.0685163,200.0,1700,1.41859054565e-05,3.7288825511932373
280.6283428668976,0.00989415,0.0100089,-42.9781885175,100,1.0,,-30.2757595284,0.00989415,360000,23.6291,-26.084932327270508,-0.0274574,200.0,1800,7.30752944946e-05,2.4793243408203125
297.125461101532,0.00982649,0.00877192,-36.3733320389,100,1.0,,-25.8384086354,0.00982649,380000,15.3087,-20.92449188232422,-0.111083,200.0,1900,-0.000823378562927,4.46594762802124
314.0750367641449,0.00739102,0.00953328,-33.452374517,100,1.0,,-24.2077161277,0.00739102,400000,19.2458,-22.482593536376953,-0.202904,200.0,2000,-0.000110983848572,2.600889205932617
330.122266292572,0.00727592,0.00958651,-29.820910877,100,1.0,,-22.0119270242,0.00727592,420000,20.1934,-21.562700271606445,-0.295532,200.0,2100,-0.000263571739197,3.8784899711608887
345.93465995788574,0.00276338,0.010172,-28.5070760766,100,1.0,,-21.6942899165,0.00276338,440000,24.3754,-19.125656127929688,-0.393112,200.0,2200,-0.000147700309753,7.072290420532227
362.49793767929077,0.00816789,0.00695402,-25.5710291131,100,1.0,,-19.7727763466,0.00816789,460000,15.9196,-17.975826263427734,-0.462901,200.0,2300,0.000385463237762,6.027346134185791
380.25921392440796,0.00563022,0.00483506,-24.359157542,100,1.0,,-19.1418430351,0.00563022,480000,3.61035,-18.010597229003906,-0.507313,200.0,2400,0.000142395496368,5.070328235626221
397.0735249519348,0.00587472,0.00891642,-25.3017770381,100,1.0,,-20.0591921858,0.00587472,500000,16.0282,-15.722586631774902,-0.595134,200.0,2500,-0.000616550445557,3.856722354888916
415.2113995552063,0.00384415,0.00918956,-24.8908932002,100,1.0,,-20.3094784741,0.00384415,520000,18.5846,-22.21596908569336,-0.685427,200.0,2600,0.000263333320618,2.128901720046997
432.8270516395569,0.00366562,0.00999359,-21.9698860272,100,1.0,,-17.9433019395,0.00366562,540000,23.1978,-13.759245872497559,-0.781714,200.0,2700,-0.000417828559875,2.5658798217773438
450.38256072998047,0.0041991,0.0099053,-22.8279207103,100,1.0,,-19.3225008531,0.0041991,560000,22.0802,-16.875581741333008,-0.87744,200.0,2800,0.000527560710907,8.874703407287598
467.8183844089508,0.00504718,0.0100189,-20.6468473892,100,1.0,,-17.5700757511,0.00504718,580000,23.1297,-13.794672012329102,-0.973903,200.0,2900,-0.000771641731262,4.686001300811768
485.59124398231506,0.00477645,0.00986882,-21.0897989146,100,1.0,,-18.4193359558,0.00477645,600000,21.718,-15.1355562210083,-1.06942,200.0,3000,-2.90870666504e-05,3.727994918823242
503.91092896461487,0.00514742,0.00460663,-21.1716246354,100,1.0,,-18.7576410211,0.00514742,620000,3.10686,-16.510183334350586,-1.11864,200.0,3100,-0.000275731086731,3.973129987716675
523.5185511112213,0.00365941,0.0100973,-20.3450166266,100,1.0,,-18.0815899071,0.00365941,640000,23.7718,-15.91821002960205,-1.21566,200.0,3200,0.000229001045227,5.143566131591797
541.5450029373169,0.00390153,0.0100717,-20.7005553432,100,1.0,,-18.7031967907,0.00390153,660000,23.8906,-19.293621063232422,-1.31256,200.0,3300,3.24249267578e-05,16.282329559326172
559.1100242137909,0.00212459,0.0101539,-21.7048765073,100,1.0,,-19.8759692113,0.00212459,680000,24.3069,-13.814685821533203,-1.41009,200.0,3400,-9.05990600586e-06,19.623476028442383
577.8098790645599,0.00400673,0.0100978,-19.5773944131,100,1.0,,-18.0318766332,0.00400673,700000,23.9956,-18.288524627685547,-1.50709,200.0,3500,2.74181365967e-05,5.107268333435059
596.6401088237762,0.00449229,0.0100491,-17.7479608396,100,1.0,,-16.357832057,0.00449229,720000,24.0702,-18.303924560546875,-1.60382,200.0,3600,-0.000219702720642,10.249197959899902
615.517463684082,0.00445239,0.0100592,-19.0814183392,100,1.0,,-17.8068931347,0.00445239,740000,23.889,-20.190153121948242,-1.70068,200.0,3700,7.74264335632e-05,6.206345081329346
634.2986526489258,0.0116074,0.00302526,-21.9604413612,100,1.0,,-20.8253933391,0.0116074,760000,8.55352,-12.936615943908691,-1.72283,200.0,3800,-0.000416278839111,3.4076550006866455
653.6009202003479,0.0043021,0.0101428,-20.1752169787,100,1.0,,-19.0111148044,0.0043021,780000,24.0907,-14.99181842803955,-1.82014,200.0,3900,-0.000151038169861,18.938142776489258
