AvgVanillaIw,MaxNormIw,AvgEpLen,J,VarRet,BatchSize,ESSClassic,VarNormIw,VarVanillaIw,AvgDiscRet,Bound,MinVanillaIw,VarJ,VarDiscRet,AvgRet,MinNormIw,eRenyi2,ESSRenyi,AvgNormIw,MaxVanillaIw,VanillaAvgRet
0.50794786,0.8938953,92.79,2519.1135,223467.42971810728,100,1.2495106711674415,0.007982964,20.596926,917.6135123398178,1525.4952,4.6793216e-35,1598.1985,223467.42971810728,917.6135123398178,9.212209e-37,19.263895,5.191058185242542,0.010000002,45.40522,917.6135123398178
0.7298579,0.79794365,93.23,1948.3497,218953.29434221832,100,1.560217975490379,0.0063730907,33.948982,922.0120325527408,1029.3582,1.5770042e-25,1857.2784,218953.29434221832,922.0120325527408,2.1607002e-27,24.862782,4.022076126149555,0.01,58.238552,922.0120325527408
0.86780685,0.038535774,92.09,1010.003,149111.8731968115,100,52.81840597213293,9.023023e-05,0.67951363,910.5958105064207,761.7395,5.6695222e-05,534.7721,149111.8731968115,910.5958105064207,6.5331614e-07,1.9181154,52.13450722353654,0.01,3.3441608,910.5958105064207
0.913518,0.09812177,99.73,1129.2701,194102.9037265026,100,33.18347216621366,0.00020338876,1.6973097,987.0267423381462,853.7827,0.00019562193,781.9381,194102.9037265026,987.0267423381462,2.141413e-06,2.5497954,39.21883317560601,0.010000002,8.9636,987.0267423381462
1.1974276,0.080822654,104.11,1201.0206,252241.45348995065,100,40.02835589057382,0.00015133627,2.1699092,1030.816145043548,876.1967,0.00046992244,670.28314,252241.45348995065,1030.816145043548,3.924433e-06,1.8469493,54.14333674082028,0.01,9.677928,1030.816145043548
1.7254884,0.5596583,104.92,1659.6099,328319.9053662868,100,3.117657171865858,0.0031389268,93.45561,1038.9239608615019,1069.4811,0.00028664974,2482.9165,328319.9053662868,1038.9239608615019,1.6612672e-06,5.887137,16.986185489470827,0.009999998,96.56839,1038.9239608615019
1.4687053,0.36370644,98.03,1344.0006,224402.50143961998,100,6.726752285733684,0.001400608,30.212437,970.0183248976842,863.6301,1.234992e-07,2001.0883,224402.50143961998,970.0183248976842,8.4087126e-10,6.3789372,15.676592537032612,0.010000002,53.417755,970.0183248976842
1.2667354,0.3375037,95.22,1462.5784,191631.36000076763,100,7.070406073503757,0.0013276221,21.303276,941.9028031745177,917.3297,3.2762872e-14,1672.242,191631.36000076763,941.9028031745177,2.5864021e-16,7.8663464,12.712382017399122,0.01,42.752792,941.9028031745177
1.0634568,0.111095086,94.9,1185.3287,223616.69210852543,100,25.323357273215702,0.0002978711,3.368744,938.7146359381913,810.67303,1.3998762e-15,1025.3124,223616.69210852543,938.7146359381913,1.3163453e-17,3.3842423,29.54871171952654,0.01,11.814482,938.7146359381913
2.930177,0.6992976,96.85,1619.5654,203357.0732895027,100,2.036136943279057,0.00485986,417.26456,958.2026848191787,1122.2805,0.0011703275,1989.6456,203357.0732895027,958.2026848191787,3.9940505e-06,6.11243,16.360105299330392,0.01,204.90657,958.2026848191787
1.4529911,0.5029649,95.98,1430.8127,140934.04894477647,100,3.7619480389689683,0.0025840371,54.55378,949.4968541203597,989.4176,,993.95776,140934.04894477647,949.4968541203597,,6.0635653,16.491947527165703,0.010000002,73.08036,949.4968541203597
0.87812525,0.20828544,93.18,1639.6682,241648.31461047253,100,7.2050514176280025,0.0013009247,10.03148,921.4967956213253,906.5053,1.8667043e-18,3158.2876,241648.31461047253,921.4967956213253,2.1257837e-20,8.432557,11.858799026529326,0.01,18.29007,921.4967956213253
0.92262286,0.039758075,96.85,1012.39014,174590.26405824898,100,70.57310965861033,4.211823e-05,0.35852423,958.2042881196639,792.3481,0.0050625214,585.7508,174590.26405824898,958.2042881196639,5.4870976e-05,1.4253691,70.15726449320361,0.01,3.6681707,958.2042881196639
1.4440166,0.27905634,91.51,1490.3081,239397.39015075704,100,7.927788809474346,0.0011731173,24.46165,904.839082291253,985.06635,,1413.9995,239397.39015075704,904.839082291253,,9.776825,10.228269453470551,0.01,40.296196,904.839082291253
1.026267,0.019815408,91.04,955.51105,236372.02693384103,100,84.73393318176454,1.819846e-05,0.19167054,900.1172859032782,725.19885,0.06972116,580.98175,236372.02693384103,900.1172859032782,0.0006793667,1.1887279,84.12354393983337,0.01,2.0335898,900.1172859032782
1.0275933,0.055121657,89.32,966.1656,140213.37675359822,100,65.06445733727968,5.4236065e-05,0.5727046,882.878670807717,766.84827,0.1034075,464.15115,140213.37675359822,882.878670807717,0.0010063077,1.475137,67.79031392850983,0.010000003,5.6642647,882.878670807717
0.9887619,0.030066255,86.89,890.6272,199181.87807835924,100,87.67888834211965,1.4194472e-05,0.13877228,858.5920169493567,685.26263,0.6233871,477.3063,199181.87807835924,858.5920169493567,0.006304724,1.145513,87.29712797863728,0.01,2.9728367,858.5920169493567
1.011098,0.074347325,99.41,1128.743,212530.95079046962,100,56.06045144648662,7.9170575e-05,0.80937606,983.8059952702497,886.76465,0.027875967,658.6208,212530.95079046962,983.8059952702497,0.00027569995,1.7885458,55.911342821398605,0.01,7.5172434,983.8059952702497
1.0352547,0.0758979,93.45,1024.2485,187761.12135456654,100,48.091001883091906,0.00010902942,1.1685253,924.2078038789032,771.7979,0.017680623,697.6874,187761.12135456654,924.2078038789032,0.00017078524,1.8095353,55.26280804575545,0.01,7.857366,924.2078038789032
1.0207177,0.01996202,101.28,1052.3112,244977.35362451288,100,84.51335391645736,1.8509581e-05,0.19284476,1002.5203012920388,826.4269,0.000384062,569.081,244977.35362451288,1002.5203012920388,3.7626662e-06,1.2100319,82.64245159565313,0.01,2.0375588,1002.5203012920388
1.0,0.01,94.05,930.19867,284890.7452788393,100,100.0,3.5044917e-18,,930.1987097834116,650.8004,1.0,531.0761,284890.7452788393,930.1987097834116,0.01,1.0,100.0,0.009999998,1.0,930.1987097834116
1.0,0.01,91.54,905.10864,184899.60657093022,100,100.0,3.5044917e-18,,905.108704352271,733.4267,1.0,427.84412,184899.60657093022,905.108704352271,0.01,1.0,100.0,0.009999998,1.0,905.108704352271
1.0,0.01,95.29,942.6217,253946.14500110672,100,100.0,3.5044917e-18,,942.6217314858884,740.64087,1.0,501.4047,253946.14500110672,942.6217314858884,0.01,1.0,100.0,0.009999998,1.0,942.6217314858884
1.0,0.01,89.77,887.4064,200971.92706709582,100,100.0,3.5044917e-18,,887.4064117225425,705.62524,1.0,446.0518,200971.92706709582,887.4064117225425,0.01,1.0,100.0,0.009999998,1.0,887.4064117225425
1.0,0.01,96.39,953.6218,226951.51712892152,100,100.0,3.5044917e-18,,953.6218920357924,768.4753,1.0,474.00632,226951.51712892152,953.6218920357924,0.01,1.0,100.0,0.009999998,1.0,953.6218920357924
1.0,0.01,95.79,947.6228,269504.4997070648,100,100.0,3.5044917e-18,,947.6228095166448,715.34985,1.0,516.536,269504.4997070648,947.6228095166448,0.01,1.0,100.0,0.009999998,1.0,947.6228095166448
1.0,0.01,94.23,932.01044,209244.5588849603,100,100.0,3.5044917e-18,,932.0104064884661,708.9906,1.0,455.13965,209244.5588849603,932.0104064884661,0.01,1.0,100.0,0.009999998,1.0,932.0104064884661
1.0,0.01,92.76,917.2964,272755.9572731735,100,100.0,3.5044917e-18,,917.2964078984904,698.4946,1.0,519.6426,272755.9572731735,917.2964078984904,0.01,1.0,100.0,0.009999998,1.0,917.2964078984904
1.0,0.01,100.76,997.29956,199412.47779172825,100,100.0,3.5044917e-18,,997.2996347195186,800.3698,1.0,444.3178,199412.47779172825,997.2996347195186,0.01,1.0,100.0,0.009999998,1.0,997.2996347195186
1.0,0.01,86.55,855.1994,162975.60911526825,100,100.0,3.5044917e-18,,855.1994469946288,697.82587,1.0,401.67877,162975.60911526825,855.1994469946288,0.01,1.0,100.0,0.009999998,1.0,855.1994469946288
1.0,0.01,93.82,927.91614,207544.0846283858,100,100.0,3.5044917e-18,,927.9161607274087,722.57367,1.0,453.28647,207544.0846283858,927.9161607274087,0.01,1.0,100.0,0.009999998,1.0,927.9161607274087
1.0,0.01,92.13,910.99023,207357.86617714446,100,100.0,3.5044917e-18,,910.9902910034366,696.38403,1.0,453.0831,207357.86617714446,910.9902910034366,0.01,1.0,100.0,0.009999998,1.0,910.9902910034366
1.0,0.01,97.71,966.8103,220384.8529957448,100,100.0,3.5044917e-18,,966.8103013591425,789.23737,1.0,467.09848,220384.8529957448,966.8103013591425,0.01,1.0,100.0,0.009999998,1.0,966.8103013591425
1.0,0.01,100.41,993.79987,196295.57732809428,100,100.0,3.5044917e-18,,993.7999143770447,749.7385,1.0,440.83176,196295.57732809428,993.7999143770447,0.01,1.0,100.0,0.009999998,1.0,993.7999143770447
1.0,0.01,92.16,911.3017,167360.20671171995,100,100.0,3.5044917e-18,,911.3017070779362,758.9758,1.0,407.0462,167360.20671171995,911.3017070779362,0.01,1.0,100.0,0.009999998,1.0,911.3017070779362
1.0,0.01,99.3,982.7249,235310.46802952155,100,100.0,3.5044917e-18,,982.7249276535778,784.1166,1.0,482.6566,235310.46802952155,982.7249276535778,0.01,1.0,100.0,0.009999998,1.0,982.7249276535778
1.0,0.01,96.73,956.9951,200406.0675797987,100,100.0,3.5044917e-18,,956.9951253517615,746.60114,1.0,445.4234,200406.0675797987,956.9951253517615,0.01,1.0,100.0,0.009999998,1.0,956.9951253517615
1.0,0.01,95.31,942.8088,182461.5547657672,100,100.0,3.5044917e-18,,942.8087640156841,706.33997,1.0,425.01404,182461.5547657672,942.8087640156841,0.01,1.0,100.0,0.009999998,1.0,942.8087640156841
1.0,0.01,96.0,949.70245,189600.4067226774,100,100.0,3.5044917e-18,,949.702487969227,774.65344,1.0,433.24866,189600.4067226774,949.702487969227,0.01,1.0,100.0,0.009999998,1.0,949.702487969227
1.0,0.01,103.68,1026.5051,242901.42152460327,100,100.0,3.5044917e-18,,1026.5051410406625,738.6914,1.0,490.37985,242901.42152460327,1026.5051410406625,0.01,1.0,100.0,0.009999998,1.0,1026.5051410406625
1.0,0.01,89.39,883.59265,161875.57184338296,100,100.0,3.5044917e-18,,883.5926795665931,706.865,1.0,400.32086,161875.57184338296,883.5926795665931,0.01,1.0,100.0,0.009999998,1.0,883.5926795665931
1.0,0.01,95.8,947.6982,290732.63668113376,100,100.0,3.5044917e-18,,947.6981950781395,617.82574,1.0,536.4935,290732.63668113376,947.6981950781395,0.01,1.0,100.0,0.009999998,1.0,947.6981950781395
1.0,0.01,95.84,948.1088,184008.62018093714,100,100.0,3.5044917e-18,,948.1087997966133,766.32666,1.0,426.81204,184008.62018093714,948.1087997966133,0.01,1.0,100.0,0.009999998,1.0,948.1087997966133
1.0,0.01,97.34,963.1086,210601.50633420708,100,100.0,3.5044917e-18,,963.1086450298271,782.172,1.0,456.61307,210601.50633420708,963.1086450298271,0.01,1.0,100.0,0.009999998,1.0,963.1086450298271
1.0,0.01,99.45,984.2203,196791.75788272824,100,100.0,3.5044917e-18,,984.2202666222219,794.0223,1.0,441.38852,196791.75788272824,984.2202666222219,0.01,1.0,100.0,0.009999998,1.0,984.2202666222219
1.0,0.01,101.47,1004.4069,220588.2998788656,100,100.0,3.5044917e-18,,1004.406935678035,783.9217,1.0,467.31406,220588.2998788656,1004.406935678035,0.01,1.0,100.0,0.009999998,1.0,1004.406935678035
1.0,0.01,88.38,873.5027,192919.04890329493,100,100.0,3.5044917e-18,,873.502676326449,690.88,1.0,437.02386,192919.04890329493,873.502676326449,0.01,1.0,100.0,0.009999998,1.0,873.502676326449
1.0,0.01,103.64,1026.1099,203795.5728898894,100,100.0,3.5044917e-18,,1026.109921580456,848.536,1.0,449.17438,203795.5728898894,1026.109921580456,0.01,1.0,100.0,0.009999998,1.0,1026.109921580456
1.0,0.01,92.14,911.1003,218407.2182191429,100,100.0,3.5044917e-18,,911.1003257522921,699.0301,1.0,464.998,218407.2182191429,911.1003257522921,0.01,1.0,100.0,0.009999998,1.0,911.1003257522921
1.0,0.01,96.93,958.9993,216376.74653918424,100,100.0,3.5044917e-18,,958.9993473688676,727.5604,1.0,462.83148,216376.74653918424,958.9993473688676,0.01,1.0,100.0,0.009999998,1.0,958.9993473688676
1.0,0.01,101.52,1004.90826,248056.75897562748,100,100.0,3.5044917e-18,,1004.9083012755957,763.38135,1.0,495.55646,248056.75897562748,1004.9083012755957,0.01,1.0,100.0,0.009999998,1.0,1004.9083012755957
1.0,0.01,92.6,915.70496,295549.8494834539,100,100.0,3.5044917e-18,,915.7049304866734,632.9529,1.0,540.9199,295549.8494834539,915.7049304866734,0.01,1.0,100.0,0.009999998,1.0,915.7049304866734
1.0,0.01,103.83,1028.01,202102.762510706,100,100.0,3.5044917e-18,,1028.009989143184,827.71674,1.0,447.30496,202102.762510706,1028.009989143184,0.01,1.0,100.0,0.009999998,1.0,1028.009989143184
1.0,0.01,93.19,921.61426,238462.59332530154,100,100.0,3.5044917e-18,,921.6142942725709,700.276,1.0,485.8785,238462.59332530154,921.6142942725709,0.01,1.0,100.0,0.009999998,1.0,921.6142942725709
1.0,0.01,97.95,969.208,183113.1357375423,100,100.0,3.5044917e-18,,969.2080139770529,805.94037,1.0,425.77225,183113.1357375423,969.2080139770529,0.01,1.0,100.0,0.009999998,1.0,969.2080139770529
1.0,0.01,102.11,1010.8202,248388.72286679366,100,100.0,3.5044917e-18,,1010.820174170326,728.04846,1.0,495.88794,248388.72286679366,1010.820174170326,0.01,1.0,100.0,0.009999998,1.0,1010.820174170326
1.0,0.01,96.86,958.30927,259033.40245779266,100,100.0,3.5044917e-18,,958.3092440099474,715.08765,1.0,506.40207,259033.40245779266,958.3092440099474,0.01,1.0,100.0,0.009999998,1.0,958.3092440099474
1.0,0.01,98.53,974.9915,209718.79149790335,100,100.0,3.5044917e-18,,974.9916038861315,779.74414,1.0,455.65515,209718.79149790335,974.9916038861315,0.01,1.0,100.0,0.009999998,1.0,974.9916038861315
1.0,0.01,98.46,974.3162,253846.5578486257,100,100.0,3.5044917e-18,,974.3161902830229,757.18744,1.0,501.3064,253846.5578486257,974.3161902830229,0.01,1.0,100.0,0.009999998,1.0,974.3161902830229
1.0,0.01,100.12,990.908,265981.3108446156,100,100.0,3.5044917e-18,,990.908020675002,748.54114,1.0,513.1486,265981.3108446156,990.908020675002,0.01,1.0,100.0,0.009999998,1.0,990.908020675002
1.0,0.01,93.86,928.3149,249026.8972140793,100,100.0,3.5044917e-18,,928.314834268675,722.13025,1.0,496.52454,249026.8972140793,928.314834268675,0.01,1.0,100.0,0.009999998,1.0,928.314834268675
1.0,0.01,104.45,1034.2227,316765.71860484895,100,100.0,3.5044917e-18,,1034.2226606404176,718.66144,1.0,559.9983,316765.71860484895,1034.2226606404176,0.01,1.0,100.0,0.009999998,1.0,1034.2226606404176
1.0,0.01,93.04,920.1089,199717.77571168603,100,100.0,3.5044917e-18,,920.1089168270886,715.60803,1.0,444.65784,199717.77571168603,920.1089168270886,0.01,1.0,100.0,0.009999998,1.0,920.1089168270886
1.0,0.01,97.97,969.4243,235093.9512432789,100,100.0,3.5044917e-18,,969.4242996990598,740.51306,1.0,482.43448,235093.9512432789,969.4242996990598,0.01,1.0,100.0,0.009999998,1.0,969.4242996990598
1.0,0.01,99.78,987.5017,179300.26078755895,100,100.0,3.5044917e-18,,987.501744143095,818.3512,1.0,421.3161,179300.26078755895,987.501744143095,0.01,1.0,100.0,0.009999998,1.0,987.501744143095
1.0,0.01,99.22,981.9002,172485.67581237925,100,100.0,3.5044917e-18,,981.900253783977,816.9558,1.0,413.23218,172485.67581237925,981.900253783977,0.01,1.0,100.0,0.009999998,1.0,981.900253783977
1.0,0.01,94.47,934.39996,180451.50516580028,100,100.0,3.5044917e-18,,934.3999933593113,766.08813,1.0,422.6665,180451.50516580028,934.3999933593113,0.01,1.0,100.0,0.009999998,1.0,934.3999933593113
1.0,0.01,90.71,896.79956,198200.563733542,100,100.0,3.5044917e-18,,896.7996076374645,713.334,1.0,442.96564,198200.563733542,896.7996076374645,0.01,1.0,100.0,0.009999998,1.0,896.7996076374645
1.0,0.01,95.96,949.314,257326.70808966024,100,100.0,3.5044917e-18,,949.3139984565081,724.6107,1.0,504.73105,257326.70808966024,949.3139984565081,0.01,1.0,100.0,0.009999998,1.0,949.3139984565081
1.0,0.01,97.81,967.8057,180654.28939488542,100,100.0,3.5044917e-18,,967.8057348128452,759.9364,1.0,422.90393,180654.28939488542,967.8057348128452,0.01,1.0,100.0,0.009999998,1.0,967.8057348128452
1.0,0.01,92.66,916.30865,217695.12875868185,100,100.0,3.5044917e-18,,916.308637860903,703.3943,1.0,464.23932,217695.12875868185,916.308637860903,0.01,1.0,100.0,0.009999998,1.0,916.308637860903
1.0,0.01,107.72,1066.9213,199487.02394724137,100,100.0,3.5044917e-18,,1066.9212907333872,888.50446,1.0,444.4009,199487.02394724137,1066.9212907333872,0.01,1.0,100.0,0.009999998,1.0,1066.9212907333872
1.0,0.01,99.41,983.7993,186580.32068758563,100,100.0,3.5044917e-18,,983.7993763354533,809.5929,1.0,429.78427,186580.32068758563,983.7993763354533,0.01,1.0,100.0,0.009999998,1.0,983.7993763354533
1.0,0.01,95.91,948.8079,216680.64059066027,100,100.0,3.5044917e-18,,948.8079019567542,772.9232,1.0,463.1564,216680.64059066027,948.8079019567542,0.01,1.0,100.0,0.009999998,1.0,948.8079019567542
1.0,0.01,92.78,917.5065,178183.55609609705,100,100.0,3.5044917e-18,,917.5064400090648,743.29926,1.0,420.002,178183.55609609705,917.5064400090648,0.01,1.0,100.0,0.009999998,1.0,917.5064400090648
1.0,0.01,100.18,991.5223,203353.91571822617,100,100.0,3.5044917e-18,,991.5222724492065,810.5853,1.0,448.68738,203353.91571822617,991.5222724492065,0.01,1.0,100.0,0.009999998,1.0,991.5222724492065
1.0,0.01,103.98,1029.5323,246834.0947456442,100,100.0,3.5044917e-18,,1029.5323565815831,825.86847,1.0,494.33362,246834.0947456442,1029.5323565815831,0.01,1.0,100.0,0.009999998,1.0,1029.5323565815831
1.0,0.01,94.76,937.28577,240049.80717878748,100,100.0,3.5044917e-18,,937.2857428956477,644.44073,1.0,487.49286,240049.80717878748,937.2857428956477,0.01,1.0,100.0,0.009999998,1.0,937.2857428956477
1.0,0.01,102.06,1010.3159,254260.73932641477,100,100.0,3.5044917e-18,,1010.315956831943,762.0571,1.0,501.7152,254260.73932641477,1010.315956831943,0.01,1.0,100.0,0.009999998,1.0,1010.315956831943
1.0,0.01,96.75,957.19727,257607.2391316329,100,100.0,3.5044917e-18,,957.1973312516988,708.0895,1.0,505.0061,257607.2391316329,957.1973312516988,0.01,1.0,100.0,0.009999998,1.0,957.1973312516988
1.0,0.01,91.25,902.2026,247134.39764454472,100,100.0,3.5044917e-18,,902.2026141246267,627.84625,1.0,494.63425,247134.39764454472,902.2026141246267,0.01,1.0,100.0,0.009999998,1.0,902.2026141246267
1.0,0.01,96.87,958.39197,194252.99502717963,100,100.0,3.5044917e-18,,958.3920049252282,754.7355,1.0,438.53217,194252.99502717963,958.3920049252282,0.01,1.0,100.0,0.009999998,1.0,958.3920049252282
1.0,0.01,97.56,965.30963,202521.1558242732,100,100.0,3.5044917e-18,,965.3096477820148,743.14307,1.0,447.76773,202521.1558242732,965.3096477820148,0.01,1.0,100.0,0.009999998,1.0,965.3096477820148
1.0,0.01,89.64,886.1105,175963.37840143155,100,100.0,3.5044917e-18,,886.1104729604812,724.5308,1.0,417.3772,175963.37840143155,886.1104729604812,0.01,1.0,100.0,0.009999998,1.0,886.1104729604812
1.0,0.01,96.59,955.5808,232468.4448068746,100,100.0,3.5044917e-18,,955.5808813120628,698.0668,1.0,479.73297,232468.4448068746,955.5808813120628,0.01,1.0,100.0,0.009999998,1.0,955.5808813120628
1.0,0.01,98.92,978.9092,261188.43130638383,100,100.0,3.5044917e-18,,978.9092006903066,738.21576,1.0,508.5042,261188.43130638383,978.9092006903066,0.01,1.0,100.0,0.009999998,1.0,978.9092006903066
1.0,0.01,98.71,976.81714,218054.10533333343,100,100.0,3.5044917e-18,,976.8171560937456,769.78876,1.0,464.62195,218054.10533333343,976.8171560937456,0.01,1.0,100.0,0.009999998,1.0,976.8171560937456
1.0,0.01,99.48,984.5029,218988.0724232865,100,100.0,3.5044917e-18,,984.5029478232412,772.4223,1.0,465.61594,218988.0724232865,984.5029478232412,0.01,1.0,100.0,0.009999998,1.0,984.5029478232412
1.0,0.01,98.52,974.91437,187353.1452163854,100,100.0,3.5044917e-18,,974.9143641831396,800.71094,1.0,430.67343,187353.1452163854,974.9143641831396,0.01,1.0,100.0,0.009999998,1.0,974.9143641831396
1.0,0.01,95.25,942.20105,189215.41384849034,100,100.0,3.5044917e-18,,942.201087828091,759.5851,1.0,432.80856,189215.41384849034,942.201087828091,0.01,1.0,100.0,0.009999998,1.0,942.201087828091
1.0,0.01,99.36,983.3088,201060.75020429495,100,100.0,3.5044917e-18,,983.3087347385563,764.49963,1.0,446.15036,201060.75020429495,983.3087347385563,0.01,1.0,100.0,0.009999998,1.0,983.3087347385563
1.0,0.01,98.05,970.2032,229110.60553397037,100,100.0,3.5044917e-18,,970.2031986579456,741.29,1.0,476.2557,229110.60553397037,970.2031986579456,0.01,1.0,100.0,0.009999998,1.0,970.2031986579456
1.0,0.01,102.14,1011.10925,192907.0599280289,100,100.0,3.5044917e-18,,1011.1093577017434,786.4042,1.0,437.01028,192907.0599280289,1011.1093577017434,0.01,1.0,100.0,0.009999998,1.0,1011.1093577017434
1.0,0.01,99.0,979.69775,263779.3557128145,100,100.0,3.5044917e-18,,979.6978124333007,724.7112,1.0,511.0201,263779.3557128145,979.6978124333007,0.01,1.0,100.0,0.009999998,1.0,979.6978124333007
1.0,0.01,93.93,929.0185,209284.43509661392,100,100.0,3.5044917e-18,,929.0184819840483,737.9791,1.0,455.183,209284.43509661392,929.0184819840483,0.01,1.0,100.0,0.009999998,1.0,929.0184819840483
1.0,0.01,109.28,1082.5133,233609.63517035014,100,100.0,3.5044917e-18,,1082.5134075548322,871.27734,1.0,480.90906,233609.63517035014,1082.5134075548322,0.01,1.0,100.0,0.009999998,1.0,1082.5134075548322
1.0,0.01,91.03,900.0023,218130.147304676,100,100.0,3.5044917e-18,,900.0023239231228,697.1792,1.0,464.70294,218130.147304676,900.0023239231228,0.01,1.0,100.0,0.009999998,1.0,900.0023239231228
1.0,0.01,93.2,921.7173,224326.1860646184,100,100.0,3.5044917e-18,,921.7173266618381,728.99286,1.0,471.25677,224326.1860646184,921.7173266618381,0.01,1.0,100.0,0.009999998,1.0,921.7173266618381
1.0,0.01,97.25,962.2025,220541.53321992268,100,100.0,3.5044917e-18,,962.2025595370975,730.7815,1.0,467.26453,220541.53321992268,962.2025595370975,0.01,1.0,100.0,0.009999998,1.0,962.2025595370975
1.0,0.01,102.15,1011.2191,240500.21965280385,100,100.0,3.5044917e-18,,1011.2191028581855,801.6735,1.0,487.95004,240500.21965280385,1011.2191028581855,0.01,1.0,100.0,0.009999998,1.0,1011.2191028581855
1.0,0.01,94.43,934.0167,258145.43456390387,100,100.0,3.5044917e-18,,934.0167425045684,720.2559,1.0,505.53336,258145.43456390387,934.0167425045684,0.01,1.0,100.0,0.009999998,1.0,934.0167425045684
1.0,0.01,111.74,1107.1294,315016.7552921256,100,100.0,3.5044917e-18,,1107.129433837069,845.39233,1.0,558.45013,315016.7552921256,1107.129433837069,0.01,1.0,100.0,0.009999998,1.0,1107.129433837069
1.0,0.01,93.51,924.80084,235448.693756159,100,100.0,3.5044917e-18,,924.8008542181777,692.528,1.0,482.79828,235448.693756159,924.8008542181777,0.01,1.0,100.0,0.009999998,1.0,924.8008542181777
1.0,0.01,101.11,1000.80896,234318.76408869142,100,100.0,3.5044917e-18,,1000.8089377131727,806.4023,1.0,481.63843,234318.76408869142,1000.8089377131727,0.01,1.0,100.0,0.009999998,1.0,1000.8089377131727
1.0,0.01,91.4,903.7112,207774.6629022002,100,100.0,3.5044917e-18,,903.711157768005,734.5548,1.0,453.5382,207774.6629022002,903.711157768005,0.01,1.0,100.0,0.009999998,1.0,903.711157768005
1.0,0.01,95.65,946.19305,202909.14136747763,100,100.0,3.5044917e-18,,946.1930318978224,736.6581,1.0,448.1964,202909.14136747763,946.1930318978224,0.01,1.0,100.0,0.009999998,1.0,946.1930318978224
1.0,0.01,91.82,907.8904,158267.9000276086,100,100.0,3.5044917e-18,,907.890378276748,750.5155,1.0,395.83484,158267.9000276086,907.890378276748,0.01,1.0,100.0,0.009999998,1.0,907.890378276748
1.0,0.01,99.84,988.13165,253031.56587393748,100,100.0,3.5044917e-18,,988.1316239465225,794.57294,1.0,500.501,253031.56587393748,988.1316239465225,0.01,1.0,100.0,0.009999998,1.0,988.1316239465225
1.0,0.01,87.02,859.8906,142097.3097082288,100,100.0,3.5044917e-18,,859.8906299288049,707.5683,1.0,375.06842,142097.3097082288,859.8906299288049,0.01,1.0,100.0,0.009999998,1.0,859.8906299288049
