MinNormIw,AvgRet,eRenyi2,VarJ,AvgEpLen,AvgNormIw,ESSRenyi,MaxVanillaIw,J,MinVanillaIw,BatchSize,Bound,ESSClassic,AvgDiscRet,VarNormIw,VarDiscRet,VarRet,AvgVanillaIw,MaxNormIw,VarVanillaIw
,-2.7909073330617127,1.0000002,5.1402356e-05,500.0,0.01,99.99997615814777,1378684.8,30.866894,,100,22.45068,1.0000003626645215,-2.7909073330617127,0.009999999,44.44322398669295,44.44322398669295,13786.85,0.9999998,19007713000.0
3.1481463e-06,4.8104334252751535,4.796198,38.600056,500.0,0.01,20.849848623373443,713.1302,51.40867,0.0025300048,100,32.976974,1.268927561539759,4.8104334252751535,0.007859264,239.78294002726682,239.78294002726682,8.03649,0.88736516,5075.9194
1.3341061e-06,9.642211374855714,3.631074,28.602358,500.0,0.01,27.540061516124805,1163.7407,64.6101,0.0016546035,100,48.57269,1.1356686279968364,9.642211374855714,0.0087933205,366.5318212209508,366.5318212209508,12.402339,0.9383236,13525.711
3.956267e-06,16.02357051834552,4.6221986,37.297974,500.0,0.009999998,21.63472603622259,822.18823,79.82376,0.0035062716,100,61.729496,1.161727536747836,16.02357051834552,0.008593808,471.5977403933996,471.5977403933996,8.862576,0.92770797,6750.029
4.584652e-06,23.434664911880446,5.0005836,35.877014,500.0,0.01,19.997665677758256,346.61713,73.98434,0.0018070474,100,55.164017,1.2918317272230553,23.434664911880446,0.0077181268,669.6001932577543,669.6001932577543,3.9415152,0.87940073,1199.0527
8.445626e-06,38.24102371819956,3.007135,22.371264,500.0,0.009999999,33.25424460379179,573.9569,67.72024,0.0055623516,100,53.125607,1.3158874009716324,38.24102371819956,0.007575185,461.0873793549854,461.0873793549854,6.5860734,0.8714705,3285.8408
8.6390855e-06,41.866212510473936,3.9888961,32.82049,500.0,0.01,25.06959236414285,771.3217,86.64422,0.007293049,100,69.835175,1.19757830135743,41.866212510473936,0.00833352,412.389025396762,412.389025396762,8.441922,0.91368014,5938.9717
3.3329409e-06,46.018049931598725,4.008557,31.650732,500.0,0.010000002,24.94663389382069,377.30792,82.32551,0.0014208128,100,65.47509,1.275947657316053,46.018049931598725,0.007815469,392.1599197164878,392.1599197164878,4.2629404,0.88508844,1420.2787
6.9897615e-11,52.77430326748446,1.0000024,0.10562152,500.0,0.009999998,99.99976158198933,91442.33,90.00834,6.393249e-06,100,81.59212,1.0005157603761252,52.77430326748446,0.009994795,318.64327352193664,318.64327352193664,914.65906,0.9997422,83616560.0
8.1702865e-06,49.347141350721756,3.962799,32.956116,500.0,0.01,25.23468845540727,497.7644,83.448395,0.0047220574,100,66.69443,1.3467242524730112,49.347141350721756,0.0073994207,373.3450242584327,373.3450242584327,5.7795496,0.86125124,2471.6426
7.102627e-06,58.68658684309387,3.552313,29.631975,500.0,0.01,28.15067182541459,330.69202,84.21932,0.002901777,100,68.3568,1.5221924686630715,58.68658684309387,0.0065348195,314.93902304530667,314.93902304530667,4.085498,0.8094289,1090.7458
6.7415065e-05,59.43958720493736,2.2907567,17.136774,500.0,0.01,43.653697441645775,640.801,81.13294,0.048405726,100,68.3948,1.2551988125845255,59.43958720493736,0.007946329,315.81496813993243,315.81496813993243,7.1802535,0.8924491,4096.812
6.0605685e-06,62.27653346206532,3.0410502,24.219786,500.0,0.01,32.88337697996462,390.09286,82.93551,0.0029243072,100,68.258804,1.5266547818607703,62.27653346206532,0.006515425,221.53044866933172,221.53044866933172,4.825137,0.80845964,1516.9176
1.2438605e-05,62.75920924370778,3.0046227,24.438475,500.0,0.010000002,33.28204904802702,526.4464,88.53272,0.0075582564,100,73.94419,1.331488163099347,62.75920924370778,0.0074852477,357.992011980064,357.992011980064,6.0764503,0.86637163,2763.7957
1.6841888e-09,69.80119700233011,1.0000286,0.319705,500.0,0.01,99.99713905890296,25984.723,92.333374,4.3855154e-05,100,83.91704,1.0042070034496104,69.80119700233011,0.009957682,312.84131667639895,312.84131667639895,260.39334,0.99790275,6751775.0
7.176261e-05,66.8777476802365,2.4027946,18.111652,500.0,0.01,41.6182057423603,560.9222,88.6798,0.044772755,100,75.63387,1.23689754717047,66.8777476802365,0.008065397,221.84930839787432,221.84930839787432,6.239009,0.89905655,3139.474
6.516068e-06,67.39755815251458,3.3774843,28.97381,500.0,0.010000002,29.607835441497492,347.91537,88.81472,0.0027701575,100,73.34746,1.4910986590679276,67.39755815251458,0.006673195,165.96857648555033,165.96857648555033,4.2512717,0.8183795,1206.0675
2.9102544e-05,71.82084581083518,2.5627637,20.280312,500.0,0.010000002,39.02037489964192,359.3759,87.49881,0.013850655,100,74.025604,1.7488997935485568,71.82084581083518,0.0056746253,217.00431408145292,217.00431408145292,4.759259,0.75510883,1285.334
9.246799e-05,74.83258814777076,3.118983,27.151884,500.0,0.01,32.06173263141013,222.66624,91.278275,0.027097998,100,76.4147,1.727169991166379,74.83258814777076,0.005747291,155.55552541930373,155.55552541930373,2.9305274,0.7598163,493.5768
4.2558026e-05,77.17705466561729,3.0312247,27.388674,500.0,0.010000002,32.98996576811575,224.96635,91.196,0.013145741,100,76.54303,1.8785259942152979,77.17705466561729,0.0052760844,141.32550950675946,141.32550950675946,3.0888984,0.7283061,503.40665
1.664669e-13,80.60938660047934,1.0000038,0.004244514,500.0,0.01,99.99961853172863,401083.16,95.49108,6.676906e-08,100,87.07485,1.0000596830277892,80.60938660047934,0.009999398,119.90642584257357,119.90642584257357,4010.9512,0.99997014,1608676100.0
4.8144007e-05,74.62798631934568,3.3208742,27.266352,500.0,0.01,30.11255276494182,167.40541,90.90808,0.011958746,100,75.57099,2.183010095347844,74.62798631934568,0.004526092,124.58021923514684,124.58021923514684,2.4839532,0.6739475,279.26096
0.00012668324,80.0392861715034,2.3791687,19.832676,500.0,0.01,42.03148685779486,342.5345,93.596436,0.054892525,100,80.61481,1.5971201935828858,80.0392861715034,0.0062235044,112.09285627687946,112.09285627687946,4.333053,0.7905153,1168.485
0.00017093419,81.83684990582847,1.4489821,8.370534,500.0,0.01,69.0139641132007,4.029347,86.44048,0.019168137,100,76.30958,62.88313190767105,81.83684990582847,5.9621376e-05,89.81998323925227,89.81998323925227,1.1213753,0.03593219,0.7497285
0.01,84.25447783337081,1.0,7.872008,500.0,0.009999998,100.0,1.0,84.25448,1.0,100,75.838264,100.0,84.25447783337081,3.5044917e-18,62.59446026487319,62.59446026487319,1.0,0.01,
0.01,84.05126232498147,1.0,7.937466,500.0,0.009999998,100.0,1.0,84.05126,1.0,100,75.63505,100.0,84.05126232498147,3.5044917e-18,63.63976899777739,63.63976899777739,1.0,0.01,
0.01,83.61776063861343,1.0,9.37721,500.0,0.009999998,100.0,1.0,83.61776,1.0,100,75.201546,100.0,83.61776063861343,3.5044917e-18,88.82025335914247,88.82025335914247,1.0,0.01,
