EpsThisIter,IterType,VarVanillaIw,AvgNormIw,AvgDiscRet,J,BatchSize,VarJ,ESSClassic,AvgEpLen,MinVanillaIw,Delta,MaxVanillaIw,Bound,VarNormIw,MinNormIw,ESSRenyi,MaxNormIw,AvgRet,AvgVanillaIw,VanillaAvgRet,VarRet,VarDiscRet,eRenyi2
100,2,,0.01,289.921835829,289.922,400,97.4186,100.0,31.36,1.0,0.8,1.0,255.664,3.50449e-18,0.01,400.0,0.01,289.921835829,1.0,289.921835829,9586.24174586,9586.24174586,1.0
100,2,,0.005,290.214915001,290.068,400,99.6407,200.000000102,31.37,1.0,0.8,1.0,265.845,2.1793e-19,0.005,400.0,0.005,290.214915001,1.0,290.214915001,10470.8412954,10470.8412954,1.0
100,2,,0.00333333,301.651280115,293.929,400,107.037,299.999969474,32.61,1.0,0.8,1.0,274.051,5.43914e-20,0.00333333,400.0,0.00333333,301.651280115,1.0,301.651280115,14570.6617532,14570.6617532,1.0
100,,5.7858e+27,0.0025,302.412443559,372.078,500,392.674,1.27105439845,17.08,0.00523154,0.8,1.51065e+15,-inf,0.00196553,3.04922e-18,nan,0.880487,156.699098321,4.28925e+12,156.699098321,9604.99576179,14371.8278278,nan
100,1,3978.09,0.002,139.001270815,436.306,500,898.679,2.04298996608,15.18,7.30216e-24,0.8,1398.85,340.166,0.000976911,3.61861e-27,11.4265728145,0.693205,139.001270815,4.03589,139.001270815,10744.3092656,10744.3092656,43.7577
100,2,,0.01,275.294454413,275.294,500,89.8877,100.0,29.77,1.0,0.8,1.0,237.647,3.50449e-18,0.01,500.0,0.01,275.294454413,1.0,275.294454413,8161.41650223,8161.41650223,1.0
100,2,,0.005,279.354371612,277.324,500,97.1189,200.000000102,30.22,1.0,0.8,1.0,250.704,2.1793e-19,0.005,500.0,0.005,279.354371612,1.0,279.354371612,10884.9558681,10884.9558681,1.0
100,2,,0.00333333,310.660422653,288.436,500,112.122,299.999969474,33.55,1.0,0.8,1.0,261.058,5.43914e-20,0.00333333,500.0,0.00333333,310.660422653,1.0,310.660422653,18292.2014016,18292.2014016,1.0
100,2,,0.0025,304.253623686,292.391,500,114.063,400.0,32.89,1.0,0.8,1.0,268.68,5.4346e-20,0.0025,500.0,0.0025,304.253623686,1.0,304.253623686,14282.4679199,14282.4679199,1.0
100,1,415.901,0.002,301.215609351,459.897,500,677.307,4.53052316455,32.55,7.42094e-12,0.8,448.471,381.633,0.000438327,7.61839e-15,36.7117249276,0.460404,301.215609351,1.94817,301.215609351,10157.3109357,10157.3109357,13.6196
100,2,,0.01,375.608392759,375.608,500,145.48,100.0,40.53,1.0,0.8,1.0,331.01,3.50449e-18,0.01,500.0,0.01,375.608392759,1.0,375.608392759,21378.2842838,21378.2842838,1.0
100,2,,0.005,369.420521873,372.514,500,146.852,200.000000102,39.89,1.0,0.8,1.0,339.664,2.1793e-19,0.005,500.0,0.005,369.420521873,1.0,369.420521873,22168.8688631,22168.8688631,1.0
100,2,,0.00333333,364.240861284,369.757,500,137.676,299.999969474,39.31,1.0,0.8,1.0,342.934,5.43914e-20,0.00333333,500.0,0.00333333,364.240861284,1.0,364.240861284,13825.5073926,13825.5073926,1.0
100,2,,0.0025,339.102266298,362.093,500,137.272,400.0,36.62,1.0,0.8,1.0,336.702,5.4346e-20,0.0025,500.0,0.0025,339.102266298,1.0,339.102266298,17985.9704436,17985.9704436,1.0
100,1,7366.03,0.002,362.971012025,934.691,500,1553.08,1.40224630746,39.2,8.07532e-13,0.8,1917.93,759.572,0.00142513,3.55198e-16,8.4089865398,0.843614,362.971012025,4.54694,362.971012025,15242.1561044,15242.1561044,59.4602
100,2,,0.01,478.434406525,478.434,500,225.728,100.0,51.61,1.0,0.8,1.0,381.461,3.50449e-18,0.01,500.0,0.01,478.434406525,1.0,478.434406525,51468.0071958,51468.0071958,1.0
100,2,,0.005,450.160911505,464.298,500,204.525,200.000000102,48.6,1.0,0.8,1.0,395.727,2.1793e-19,0.005,500.0,0.005,450.160911505,1.0,450.160911505,32634.6024961,32634.6024961,1.0
100,2,,0.00333333,462.368602053,463.655,500,192.091,299.999969474,49.89,1.0,0.8,1.0,407.667,5.43914e-20,0.00333333,500.0,0.00333333,462.368602053,1.0,462.368602053,27305.765965,27305.765965,1.0
100,2,,0.0025,482.296073257,468.315,500,196.351,400.0,52.06,1.0,0.8,1.0,419.828,5.4346e-20,0.0025,500.0,0.0025,482.296073257,1.0,482.296073257,43694.0483429,43694.0483429,1.0
100,1,179.33,0.002,461.293605221,870.82,500,1348.0,5.60262304068,49.79,7.20423e-18,0.8,226.31,687.541,0.000353683,1.01174e-20,27.9951729514,0.317822,461.293605221,1.42413,461.293605221,25215.5995594,25215.5995594,17.8602
100,2,,0.01,629.372790401,629.373,500,284.558,100.0,68.05,1.0,0.8,1.0,541.19,3.50449e-18,0.01,500.0,0.01,629.372790401,1.0,629.372790401,81791.4184863,81791.4184863,1.0
100,2,,0.005,605.747031061,617.56,500,279.089,200.000000102,65.5,1.0,0.8,1.0,555.205,2.1793e-19,0.005,500.0,0.005,605.747031061,1.0,605.747031061,75281.4279236,75281.4279236,1.0
100,2,,0.00333333,628.32910092,621.15,500,293.499,299.999969474,68.0,1.0,0.8,1.0,570.237,5.43914e-20,0.00333333,500.0,0.00333333,628.32910092,1.0,628.32910092,103603.356699,103603.356699,1.0
100,2,,0.0025,570.324515978,608.443,500,284.577,400.0,61.59,1.0,0.8,1.0,564.352,5.4346e-20,0.0025,500.0,0.0025,570.324515978,1.0,570.324515978,64215.0009208,64215.0009208,1.0
100,1,9394.97,0.002,612.684753184,1397.97,500,1983.56,1.3715585796,66.19,9.8941e-08,0.8,2167.41,1199.2,0.00145711,3.8965e-11,19.6828403526,0.853572,612.684753184,5.07845,612.684753184,84211.176667,84211.176667,25.4028
100,2,,0.01,754.194142745,754.194,500,320.565,100.0,81.66,1.0,0.8,1.0,671.17,3.50449e-18,0.01,500.0,0.01,754.194142745,1.0,754.194142745,103799.676299,103799.676299,1.0
100,2,,0.005,775.738940202,764.966,500,334.131,200.000000102,83.92,1.0,0.8,1.0,695.887,2.1793e-19,0.005,500.0,0.005,775.738940202,1.0,775.738940202,121507.839881,121507.839881,1.0
100,2,,0.00333333,713.678809688,747.871,500,326.712,299.999969474,77.44,1.0,0.8,1.0,691.468,5.43914e-20,0.00333333,500.0,0.00333333,713.678809688,1.0,713.678809688,96143.098646,96143.098646,1.0
100,2,,0.0025,737.185461938,745.199,500,316.651,400.0,79.71,1.0,0.8,1.0,696.353,5.4346e-20,0.0025,500.0,0.0025,737.185461938,1.0,737.185461938,81579.2646914,81579.2646914,1.0
100,1,4275.42,0.002,710.234262471,1228.08,500,1604.2,1.55904781683,76.83,3.90903e-13,0.8,1461.62,1040.43,0.0012814,2.14004e-16,27.1028307934,0.800178,710.234262471,3.65323,710.234262471,95262.9562004,95262.9562004,18.4483
100,2,,0.01,893.290792885,893.291,500,410.414,100.0,97.0,1.0,0.8,1.0,767.999,3.50449e-18,0.01,500.0,0.01,893.290792885,1.0,893.290792885,170141.213113,170141.213113,1.0
100,2,,0.005,904.387932719,898.839,500,412.537,200.000000102,98.12,1.0,0.8,1.0,804.572,2.1793e-19,0.005,500.0,0.005,904.387932719,1.0,904.387932719,173607.588006,173607.588006,1.0
100,2,,0.00333333,922.525590439,906.735,500,396.534,299.999969474,100.02,1.0,0.8,1.0,829.766,5.43914e-20,0.00333333,500.0,0.00333333,922.525590439,1.0,922.525590439,132294.466805,132294.466805,1.0
100,2,,0.0025,891.794936151,903.0,500,383.908,400.0,96.54,1.0,0.8,1.0,836.343,5.4346e-20,0.0025,500.0,0.0025,891.794936151,1.0,891.794936151,118842.515908,118842.515908,1.0
100,1,3923.06,0.002,950.127703676,2344.69,500,3208.28,1.30520789611,102.99,3.72001e-25,0.8,1400.44,1816.12,0.00153139,2.32421e-28,6.36134982998,0.874974,950.127703676,3.2011,950.127703676,107843.200596,107843.200596,78.5997
100,2,,0.01,1103.66018267,1103.66,500,376.499,100.0,119.87,1.0,0.8,1.0,1003.22,3.50449e-18,0.01,500.0,0.01,1103.66018267,1.0,1103.66018267,143183.181829,143183.181829,1.0
100,2,,0.005,1081.99753685,1092.83,500,385.503,200.000000102,117.42,1.0,0.8,1.0,1020.15,2.1793e-19,0.005,500.0,0.005,1081.99753685,1.0,1081.99753685,156807.161335,156807.161335,1.0
100,2,,0.00333333,1208.45088674,1131.37,500,405.736,299.999969474,130.89,1.0,0.8,1.0,1059.23,5.43914e-20,0.00333333,500.0,0.00333333,1208.45088674,1.0,1208.45088674,189624.651815,189624.651815,1.0
100,2,,0.0025,1137.53431778,1132.91,500,416.823,400.0,123.41,1.0,0.8,1.0,1069.88,5.4346e-20,0.0025,500.0,0.0025,1137.53431778,1.0,1137.53431778,203101.291913,203101.291913,1.0
100,1,5230.54,0.002,1011.42712003,1883.94,500,2996.14,1.67804256614,109.75,2.5919e-08,0.8,1616.67,1592.04,0.00119025,1.23641e-11,18.6524384521,0.771198,1011.42712003,4.19262,1011.42712003,124470.764849,124470.764849,26.8061
100,2,,0.01,1253.4087437,1253.41,500,408.633,100.0,136.02,1.0,0.8,1.0,1128.22,3.50449e-18,0.01,500.0,0.01,1253.4087437,1.0,1253.4087437,168667.654057,168667.654057,1.0
100,2,,0.005,1343.85898924,1298.63,500,415.254,200.000000102,145.84,1.0,0.8,1.0,1186.18,2.1793e-19,0.005,500.0,0.005,1343.85898924,1.0,1343.85898924,175556.350845,175556.350845,1.0
100,2,,0.00333333,1232.51411023,1276.59,500,395.432,299.999969474,133.64,1.0,0.8,1.0,1184.78,5.43914e-20,0.00333333,500.0,0.00333333,1232.51411023,1.0,1232.51411023,122536.808484,122536.808484,1.0
100,2,,0.0025,1282.81927977,1278.15,500,392.848,400.0,139.24,1.0,0.8,1.0,1198.64,5.4346e-20,0.0025,500.0,0.0025,1282.81927977,1.0,1282.81927977,149687.26048,149687.26048,1.0
100,1,6332.58,0.002,1223.95990968,2952.58,500,4495.72,1.32738597917,132.98,1.39936e-11,0.8,1779.35,2442.94,0.00150573,6.82357e-15,9.73703136284,0.86765,1223.95990968,4.10154,1223.95990968,118080.108454,118080.108454,51.3504
100,2,,0.01,1368.97183119,1368.97,500,445.55,100.0,149.22,1.0,0.8,1.0,1229.09,3.50449e-18,0.01,500.0,0.01,1368.97183119,1.0,1368.97183119,200520.109569,200520.109569,1.0
100,2,,0.005,1429.85013066,1399.41,500,467.878,200.000000102,155.83,1.0,0.8,1.0,1300.5,2.1793e-19,0.005,500.0,0.005,1429.85013066,1.0,1429.85013066,239849.890979,239849.890979,1.0
100,2,,0.00333333,1328.20209092,1375.67,500,464.161,299.999969474,144.84,1.0,0.8,1.0,1294.91,5.43914e-20,0.00333333,500.0,0.00333333,1328.20209092,1.0,1328.20209092,207208.333675,207208.333675,1.0
100,2,,0.0025,1334.73319193,1365.44,500,470.249,400.0,145.77,1.0,0.8,1.0,1293.14,5.4346e-20,0.0025,500.0,0.0025,1334.73319193,1.0,1334.73319193,239337.697096,239337.697096,1.0
100,1,1550.18,0.002,1375.39547881,1897.52,500,2113.73,2.34401930168,149.8,9.20176e-08,0.8,877.671,1650.63,0.000850937,6.81755e-11,34.3034301075,0.650264,1375.39547881,2.69943,1375.39547881,205859.348813,205859.348813,14.5758
100,2,,0.01,1454.29638338,1454.3,500,496.055,100.0,158.51,1.0,0.8,1.0,1317.36,3.50449e-18,0.01,500.0,0.01,1454.29638338,1.0,1454.29638338,248555.75467,248555.75467,1.0
100,2,,0.005,1433.69746805,1444.0,500,483.528,200.000000102,156.42,1.0,0.8,1.0,1335.98,2.1793e-19,0.005,500.0,0.005,1433.69746805,1.0,1433.69746805,223552.227725,223552.227725,1.0
100,2,,0.00333333,1413.11817352,1433.7,500,459.036,299.999969474,154.31,1.0,0.8,1.0,1345.51,5.43914e-20,0.00333333,500.0,0.00333333,1413.11817352,1.0,1413.11817352,165563.723597,165563.723597,1.0
100,2,,0.0025,1538.01815122,1459.78,500,457.835,400.0,167.42,1.0,0.8,1.0,1383.4,5.4346e-20,0.0025,500.0,0.0025,1538.01815122,1.0,1538.01815122,200150.926547,200150.926547,1.0
100,1,8940.52,0.002,1543.27662366,2650.13,500,4769.85,1.65635530231,168.01,3.74017e-09,0.8,2112.68,2275.93,0.00120588,1.37361e-12,16.6655933224,0.775899,1543.27662366,5.44576,1543.27662366,236237.030037,236237.030037,30.0019
100,2,,0.01,1480.36721511,1480.37,500,460.78,100.0,161.43,1.0,0.8,1.0,1327.03,3.50449e-18,0.01,500.0,0.01,1480.36721511,1.0,1480.36721511,214462.701086,214462.701086,1.0
100,2,,0.005,1497.96440208,1489.17,500,502.187,200.000000102,163.18,1.0,0.8,1.0,1325.27,2.1793e-19,0.005,500.0,0.005,1497.96440208,1.0,1497.96440208,294858.819718,294858.819718,1.0
100,2,,0.00333333,1487.76362007,1488.7,500,490.388,299.999969474,161.79,1.0,0.8,1.0,1354.88,5.43914e-20,0.00333333,500.0,0.00333333,1487.76362007,1.0,1487.76362007,219250.259715,219250.259715,1.0
100,2,,0.0025,1509.45969854,1493.89,500,489.375,400.0,164.27,1.0,0.8,1.0,1378.0,5.4346e-20,0.0025,500.0,0.0025,1509.45969854,1.0,1509.45969854,238572.11507,238572.11507,1.0
100,1,220.667,0.002,1497.08880302,2252.9,500,4699.75,7.53257589894,162.91,4.44648e-07,0.8,288.834,1833.81,0.000262038,4.8454e-10,30.5866196374,0.314747,1497.08880302,1.83534,1497.08880302,233893.781637,233893.781637,16.347
100,2,,0.01,1565.90759155,1565.91,500,578.372,100.0,170.67,1.0,0.8,1.0,1417.63,3.50449e-18,0.01,500.0,0.01,1565.90759155,1.0,1565.90759155,337892.777515,337892.777515,1.0
100,2,,0.005,1547.36587011,1556.64,500,530.902,200.000000102,168.27,1.0,0.8,1.0,1451.79,2.1793e-19,0.005,500.0,0.005,1547.36587011,1.0,1547.36587011,231341.103176,231341.103176,1.0
100,2,,0.00333333,1514.21337777,1542.5,500,503.662,299.999969474,164.74,1.0,0.8,1.0,1438.96,5.43914e-20,0.00333333,500.0,0.00333333,1514.21337777,1.0,1514.21337777,198093.79565,198093.79565,1.0
100,2,,0.0025,1451.16560456,1519.66,500,485.626,400.0,158.09,1.0,0.8,1.0,1430.0,5.4346e-20,0.0025,500.0,0.0025,1451.16560456,1.0,1451.16560456,177827.39973,177827.39973,1.0
100,1,1308.02,0.002,1536.8344953,2690.06,500,2917.33,1.85510664736,167.22,1.18145e-18,0.8,805.112,2137.59,0.00107626,1.07169e-21,10.5367790843,0.730309,1536.8344953,2.20485,1536.8344953,266040.663346,266040.663346,47.4528
100,2,,0.01,1620.74855396,1620.75,500,550.247,100.0,176.51,1.0,0.8,1.0,1446.14,3.50449e-18,0.01,500.0,0.01,1620.74855396,1.0,1620.74855396,305829.514881,305829.514881,1.0
100,2,,0.005,1519.91435247,1570.33,500,558.567,200.000000102,165.79,1.0,0.8,1.0,1446.86,2.1793e-19,0.005,500.0,0.005,1519.91435247,1.0,1519.91435247,319332.663882,319332.663882,1.0
100,2,,0.00333333,1555.73610601,1565.47,500,544.835,299.999969474,169.28,1.0,0.8,1.0,1464.65,5.43914e-20,0.00333333,500.0,0.00333333,1555.73610601,1.0,1555.73610601,269089.264155,269089.264155,1.0
100,2,,0.0025,1505.55173416,1550.49,500,529.022,400.0,163.98,1.0,0.8,1.0,1463.18,5.4346e-20,0.0025,500.0,0.0025,1505.55173416,1.0,1505.55173416,228513.312461,228513.312461,1.0
100,1,41.1722,0.002,1586.1328744,1973.25,500,3139.56,23.8781891635,172.52,2.75528e-05,0.8,107.153,1693.79,7.99184e-05,3.83872e-08,39.0394104534,0.149288,1586.1328744,1.43552,1586.1328744,200751.601222,200751.601222,12.8076
100,2,,0.01,1495.72111121,1495.72,500,484.405,100.0,163.28,1.0,0.8,1.0,1352.86,3.50449e-18,0.01,500.0,0.01,1495.72111121,1.0,1495.72111121,237018.617818,237018.617818,1.0
100,2,,0.005,1505.92921313,1500.83,500,482.486,200.000000102,164.28,1.0,0.8,1.0,1396.2,2.1793e-19,0.005,500.0,0.005,1505.92921313,1.0,1505.92921313,233216.415924,233216.415924,1.0
100,2,,0.00333333,1575.32758321,1525.66,500,473.611,299.999969474,171.35,1.0,0.8,1.0,1438.57,5.43914e-20,0.00333333,500.0,0.00333333,1575.32758321,1.0,1575.32758321,205694.170582,205694.170582,1.0
100,2,,0.0025,1559.72355258,1534.18,500,474.458,400.0,169.68,1.0,0.8,1.0,1457.42,5.4346e-20,0.0025,500.0,0.0025,1559.72355258,1.0,1559.72355258,228937.048232,228937.048232,1.0
100,1,1.50418,0.002,1468.62062629,1606.28,500,734.845,222.221144958,160.55,0.0800627,0.8,16.5607,1499.65,5.01006e-06,0.000146117,223.595637035,0.0302239,1468.62062629,1.09587,1468.62062629,243324.646826,243324.646826,2.23618
100,2,,0.01,1648.0176322,1648.02,500,519.474,100.0,178.94,1.0,0.8,1.0,1488.02,3.50449e-18,0.01,500.0,0.01,1648.0176322,1.0,1648.0176322,272578.967639,272578.967639,1.0
100,2,,0.005,1621.53207754,1634.77,500,498.901,200.000000102,176.54,1.0,0.8,1.0,1521.64,2.1793e-19,0.005,500.0,0.005,1621.53207754,1.0,1621.53207754,229899.135203,229899.135203,1.0
100,2,,0.00333333,1609.19740349,1626.25,500,508.991,299.999969474,175.24,1.0,0.8,1.0,1510.21,5.43914e-20,0.00333333,500.0,0.00333333,1609.19740349,1.0,1609.19740349,281793.354124,281793.354124,1.0
100,2,,0.0025,1516.70436045,1598.86,500,503.444,400.0,165.48,1.0,0.8,1.0,1498.37,5.4346e-20,0.0025,500.0,0.0025,1516.70436045,1.0,1516.70436045,229908.059623,229908.059623,1.0
100,1,7.21629,0.002,1538.91116877,1831.83,500,2418.41,77.2161556103,168.04,8.02428e-07,0.8,38.9669,1632.29,2.19452e-05,1.39933e-09,101.451919919,0.0679531,1538.91116877,1.14688,1538.91116877,269165.396037,269165.396037,4.92844
100,2,,0.01,1517.44777786,1517.45,500,504.325,100.0,165.87,1.0,0.8,1.0,1370.99,3.50449e-18,0.01,500.0,0.01,1517.44777786,1.0,1517.44777786,256913.027564,256913.027564,1.0
100,2,,0.005,1535.67011733,1526.56,500,491.143,200.000000102,167.59,1.0,0.8,1.0,1422.99,2.1793e-19,0.005,500.0,0.005,1535.67011733,1.0,1535.67011733,230234.546317,230234.546317,1.0
100,2,,0.00333333,1566.72545707,1539.95,500,502.697,299.999969474,171.06,1.0,0.8,1.0,1432.25,5.43914e-20,0.00333333,500.0,0.00333333,1566.72545707,1.0,1566.72545707,277367.959926,277367.959926,1.0
100,2,,0.0025,1511.74752694,1532.9,500,505.134,400.0,164.76,1.0,0.8,1.0,1439.63,5.4346e-20,0.0025,500.0,0.0025,1511.74752694,1.0,1511.74752694,264580.405507,264580.405507,1.0
100,1,,0.002,1601.64144477,1546.65,500,515.525,500.000006643,174.47,1.0,0.8,1.0,1463.22,5.43187e-20,0.002,500.0,0.002,1601.64144477,1.0,1601.64144477,307482.281196,307482.281196,1.0
100,2,,0.01,1447.91674903,1447.92,500,446.559,100.0,157.96,1.0,0.8,1.0,1312.29,3.50449e-18,0.01,500.0,0.01,1447.91674903,1.0,1447.91674903,201428.804185,201428.804185,1.0
100,2,,0.005,1566.58822233,1507.25,500,490.114,200.000000102,170.62,1.0,0.8,1.0,1380.45,2.1793e-19,0.005,500.0,0.005,1566.58822233,1.0,1566.58822233,276734.815557,276734.815557,1.0
100,2,,0.00333333,1499.88011994,1504.8,500,506.435,299.999969474,163.43,1.0,0.8,1.0,1401.26,5.43914e-20,0.00333333,500.0,0.00333333,1499.88011994,1.0,1499.88011994,291889.654271,291889.654271,1.0
100,2,,0.0025,1580.84418769,1523.81,500,514.587,400.0,172.14,1.0,0.8,1.0,1434.15,5.4346e-20,0.0025,500.0,0.0025,1580.84418769,1.0,1580.84418769,288313.821941,288313.821941,1.0
100,1,,0.002,1581.10581797,1535.27,500,519.372,500.000006643,172.37,1.0,0.8,1.0,1451.5,5.43187e-20,0.002,500.0,0.002,1581.10581797,1.0,1581.10581797,289806.210639,289806.210639,1.0
100,2,,0.01,1621.90490616,1621.9,500,506.11,100.0,176.6,1.0,0.8,1.0,1468.12,3.50449e-18,0.01,500.0,0.01,1621.90490616,1.0,1621.90490616,258734.935004,258734.935004,1.0
100,2,,0.005,1619.8543083,1620.88,500,526.104,200.000000102,176.2,1.0,0.8,1.0,1498.2,2.1793e-19,0.005,500.0,0.005,1619.8543083,1.0,1619.8543083,300426.196066,300426.196066,1.0
100,2,,0.00333333,1541.25238374,1594.34,500,523.062,299.999969474,168.24,1.0,0.8,1.0,1494.17,5.43914e-20,0.00333333,500.0,0.00333333,1541.25238374,1.0,1541.25238374,265638.442393,265638.442393,1.0
100,2,,0.0025,1706.97440147,1622.5,500,548.383,400.0,185.77,1.0,0.8,1.0,1535.75,5.4346e-20,0.0025,500.0,0.0025,1706.97440147,1.0,1706.97440147,376364.594956,376364.594956,1.0
100,1,,0.002,1486.59182746,1595.32,500,555.566,500.000006643,162.44,1.0,0.8,1.0,1517.73,5.43187e-20,0.002,500.0,0.002,1486.59182746,1.0,1486.59182746,328881.073322,328881.073322,1.0
100,2,,0.01,1504.30292424,1504.3,500,456.38,100.0,164.32,1.0,0.8,1.0,1357.63,3.50449e-18,0.01,500.0,0.01,1504.30292424,1.0,1504.30292424,210386.805996,210386.805996,1.0
100,2,,0.005,1542.55186909,1523.43,500,503.08,200.000000102,168.16,1.0,0.8,1.0,1387.0,2.1793e-19,0.005,500.0,0.005,1542.55186909,1.0,1542.55186909,300165.933217,300165.933217,1.0
100,2,,0.00333333,1641.02663346,1562.63,500,534.056,299.999969474,178.94,1.0,0.8,1.0,1451.24,5.43914e-20,0.00333333,500.0,0.00333333,1641.02663346,1.0,1641.02663346,343687.148151,343687.148151,1.0
100,2,,0.0025,1483.27511643,1542.79,500,520.471,400.0,161.57,1.0,0.8,1.0,1446.32,5.4346e-20,0.0025,500.0,0.0025,1483.27511643,1.0,1483.27511643,225445.110719,225445.110719,1.0
100,1,,0.002,1543.32035536,1542.9,500,522.483,500.000006643,168.04,1.0,0.8,1.0,1456.61,5.43187e-20,0.002,500.0,0.002,1543.32035536,1.0,1543.32035536,284222.434705,284222.434705,1.0
100,2,,0.01,1594.85710648,1594.86,500,541.584,100.0,174.02,1.0,0.8,1.0,1435.83,3.50449e-18,0.01,500.0,0.01,1594.85710648,1.0,1594.85710648,296275.943214,296275.943214,1.0
100,2,,0.005,1674.31282502,1634.58,500,569.634,200.000000102,182.51,1.0,0.8,1.0,1510.88,2.1793e-19,0.005,500.0,0.005,1674.31282502,1.0,1674.31282502,356057.171565,356057.171565,1.0
100,2,,0.00333333,1561.52058798,1610.23,500,560.248,299.999969474,170.17,1.0,0.8,1.0,1509.22,5.43914e-20,0.00333333,500.0,0.00333333,1561.52058798,1.0,1561.52058798,292029.355825,292029.355825,1.0
100,2,,0.0025,1536.7944835,1591.87,500,552.543,400.0,167.65,1.0,0.8,1.0,1504.4,5.4346e-20,0.0025,500.0,0.0025,1536.7944835,1.0,1536.7944835,278320.466412,278320.466412,1.0
100,1,,0.002,1595.18496776,1592.53,500,545.597,500.000006643,174.07,1.0,0.8,1.0,1514.29,5.43187e-20,0.002,500.0,0.002,1595.18496776,1.0,1595.18496776,269853.213831,269853.213831,1.0
100,2,,0.01,1436.30315868,1436.3,500,591.474,100.0,156.87,1.0,0.8,1.0,1265.37,3.50449e-18,0.01,500.0,0.01,1436.30315868,1.0,1436.30315868,353375.572533,353375.572533,1.0
100,2,,0.005,1474.01820145,1455.16,500,542.277,200.000000102,161.15,1.0,0.8,1.0,1334.29,2.1793e-19,0.005,500.0,0.005,1474.01820145,1.0,1474.01820145,239974.534745,239974.534745,1.0
100,2,,0.00333333,1444.77399649,1451.7,500,506.667,299.999969474,157.86,1.0,0.8,1.0,1353.01,5.43914e-20,0.00333333,500.0,0.00333333,1444.77399649,1.0,1444.77399649,183770.925058,183770.925058,1.0
100,2,,0.0025,1534.53284793,1472.41,500,515.887,400.0,167.27,1.0,0.8,1.0,1386.94,5.4346e-20,0.0025,500.0,0.0025,1534.53284793,1.0,1534.53284793,292201.330843,292201.330843,1.0
100,1,,0.002,1593.55344799,1496.64,500,514.076,500.000006643,173.48,1.0,0.8,1.0,1420.19,5.43187e-20,0.002,500.0,0.002,1593.55344799,1.0,1593.55344799,247544.089544,247544.089544,1.0
100,2,,0.01,1528.01013747,1528.01,500,457.614,100.0,166.43,1.0,0.8,1.0,1393.57,3.50449e-18,0.01,500.0,0.01,1528.01013747,1.0,1528.01013747,211525.556039,211525.556039,1.0
100,2,,0.005,1532.2868266,1530.15,500,475.41,200.000000102,167.36,1.0,0.8,1.0,1423.7,2.1793e-19,0.005,500.0,0.005,1532.2868266,1.0,1532.2868266,245061.137667,245061.137667,1.0
