MinNormIw,VarJ,VarRet,ESSRenyi,VarDiscRet,AvgNormIw,VanillaAvgRet,AvgDiscRet,IterType,MaxVanillaIw,MaxNormIw,AvgVanillaIw,BatchSize,MinVanillaIw,VarNormIw,AvgRet,ESSClassic,VarVanillaIw,AvgEpLen,eRenyi2,EpsThisIter,Delta,J,Bound
0.005,50.4671,2563.93201805,500.0,2563.93201805,0.005,-68.1592442277,-68.1592442277,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.1592442277,200.000000102,,98.47,1.0,100,1.0,-67.8196,-67.8196
0.00333333,50.4565,2569.16919648,500.0,2569.16919648,0.00333333,-68.3955373825,-68.3955373825,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.3955373825,299.999969474,,98.67,1.0,100,1.0,-68.0116,-68.0116
0.0025,47.3355,1326.87088434,500.0,1326.87088434,0.0025,-64.1089240055,-64.1089240055,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.1089240055,400.0,,93.21,1.0,100,1.0,-67.0359,-67.0359
0.002,52.7866,4969.17916477,500.0,4969.17916477,0.002,-74.9453551482,-74.9453551482,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-74.9453551482,500.000006643,,105.95,1.0,100,1.0,-68.6178,-68.6178
0.01,50.3868,2564.47137004,500.0,2564.47137004,0.01,-68.3093989581,-68.3093989581,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.3093989581,100.0,,98.61,1.0,100,1.0,-68.3094,-68.3094
0.005,36.1224,52.5275791086,500.0,52.5275791086,0.005,-62.1731559387,-62.1731559387,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-62.1731559387,200.000000102,,92.0,1.0,100,1.0,-65.2413,-65.2413
0.00333333,36.1831,1330.67255583,500.0,1330.67255583,0.00333333,-64.273905215,-64.273905215,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.273905215,299.999969474,,93.5,1.0,100,1.0,-64.9188,-64.9188
0.0025,40.257,2576.49540314,500.0,2576.49540314,0.0025,-67.2662353417,-67.2662353417,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.2662353417,400.0,,96.71,1.0,100,1.0,-65.5057,-65.5057
0.002,39.4879,1326.16154543,500.0,1326.16154543,0.002,-64.3567152068,-64.3567152068,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.3567152068,500.000006643,,94.01,1.0,100,1.0,-65.2759,-65.2759
0.01,50.2767,2553.27590023,500.0,2553.27590023,0.01,-68.5239272209,-68.5239272209,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.5239272209,100.0,,98.63,1.0,100,1.0,-68.5239,-68.5239
0.005,50.3227,2562.58342,500.0,2562.58342,0.005,-68.2414497681,-68.2414497681,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.2414497681,200.000000102,,98.75,1.0,100,1.0,-68.3827,-68.3827
0.00333333,41.3889,47.0760931249,500.0,47.0760931249,0.00333333,-61.9282923774,-61.9282923774,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-61.9282923774,299.999969474,,90.97,1.0,100,1.0,-66.2312,-66.2312
0.0025,40.1071,1308.21768768,500.0,1308.21768768,0.0025,-65.9234766158,-65.9234766158,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-65.9234766158,400.0,,95.98,1.0,100,1.0,-66.1543,-66.1543
0.002,45.1717,3781.35669248,500.0,3781.35669248,0.002,-71.6946690308,-71.6946690308,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-71.6946690308,500.000006643,,102.29,1.0,100,1.0,-67.2624,-67.2624
0.01,7.66387,59.3282462824,500.0,59.3282462824,0.01,-61.6424519175,-61.6424519175,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.6424519175,100.0,,90.93,1.0,100,1.0,-61.6425,-61.6425
0.005,26.123,1314.79344563,500.0,1314.79344563,0.005,-64.6230350305,-64.6230350305,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.6230350305,200.000000102,,94.49,1.0,100,1.0,-63.1327,-63.1327
0.00333333,29.9323,1336.15757495,500.0,1336.15757495,0.00333333,-63.7039823733,-63.7039823733,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-63.7039823733,299.999969474,,92.72,1.0,100,1.0,-63.3232,-63.3232
0.0025,26.2116,58.4706000464,500.0,58.4706000464,0.0025,-61.5081137505,-61.5081137505,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-61.5081137505,400.0,,90.7,1.0,100,1.0,-62.8694,-62.8694
0.002,28.5397,1337.40758632,500.0,1337.40758632,0.002,-63.5353924851,-63.5353924851,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-63.5353924851,500.000006643,,92.41,1.0,100,1.0,-63.0026,-63.0026
0.01,61.3584,3802.8806855,500.0,3802.8806855,0.01,-71.2719396821,-71.2719396821,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-71.2719396821,100.0,,102.1,1.0,100,1.0,-71.2719,-71.2719
0.005,50.5821,1336.93767111,500.0,1336.93767111,0.005,-63.6994730185,-63.6994730185,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-63.6994730185,200.000000102,,92.63,1.0,100,1.0,-67.4857,-67.4857
0.00333333,46.3081,1325.77872115,500.0,1325.77872115,0.00333333,-65.1307915056,-65.1307915056,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-65.1307915056,299.999969474,,94.47,1.0,100,1.0,-66.7007,-66.7007
0.0025,47.3497,2556.5600887,500.0,2556.5600887,0.0025,-68.9123590434,-68.9123590434,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-68.9123590434,400.0,,99.5,1.0,100,1.0,-67.2536,-67.2536
0.002,45.3233,1314.14371432,500.0,1314.14371432,0.002,-65.6585875329,-65.6585875329,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-65.6585875329,500.000006643,,95.95,1.0,100,1.0,-66.9346,-66.9346
0.01,36.2033,1323.92015739,500.0,1323.92015739,0.01,-64.5489079534,-64.5489079534,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.5489079534,100.0,,94.07,1.0,100,1.0,-64.5489,-64.5489
0.005,36.1502,1315.61561004,500.0,1315.61561004,0.005,-65.579695304,-65.579695304,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.579695304,200.000000102,,95.33,1.0,100,1.0,-65.0643,-65.0643
0.00333333,36.2121,1333.13840678,500.0,1333.13840678,0.00333333,-64.2307777372,-64.2307777372,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.2307777372,299.999969474,,93.46,1.0,100,1.0,-64.7865,-64.7865
0.0025,31.7037,78.5221829625,500.0,78.5221829625,0.0025,-61.358510852,-61.358510852,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-61.358510852,400.0,,90.7,1.0,100,1.0,-63.9295,-63.9295
0.002,42.4956,4943.94323058,500.0,4943.94323058,0.002,-75.8879767945,-75.8879767945,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-75.8879767945,500.000006643,,107.58,1.0,100,1.0,-66.3212,-66.3212
0.01,78.0271,6149.72474767,500.0,6149.72474767,0.01,-78.0579966591,-78.0579966591,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-78.0579966591,100.0,,109.44,1.0,100,1.0,-78.058,-78.058
0.005,56.1915,61.9579714481,500.0,61.9579714481,0.005,-59.8694314106,-59.8694314106,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-59.8694314106,200.000000102,,88.19,1.0,100,1.0,-68.9637,-68.9637
0.00333333,46.2387,55.1326434502,500.0,55.1326434502,0.00333333,-60.7947772616,-60.7947772616,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-60.7947772616,299.999969474,,89.98,1.0,100,1.0,-66.2407,-66.2407
0.0025,47.3356,2572.84240903,500.0,2572.84240903,0.0025,-67.6494577396,-67.6494577396,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.6494577396,400.0,,97.25,1.0,100,1.0,-66.5929,-66.5929
0.002,45.3318,1325.35152777,500.0,1325.35152777,0.002,-66.9368877347,-66.9368877347,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-66.9368877347,500.000006643,,97.91,1.0,100,1.0,-66.6617,-66.6617
0.01,50.2492,2550.48839522,500.0,2550.48839522,0.01,-69.1657346456,-69.1657346456,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-69.1657346456,100.0,,100.35,1.0,100,1.0,-69.1657,-69.1657
0.005,50.4438,2585.16242221,500.0,2585.16242221,0.005,-66.0477886549,-66.0477886549,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-66.0477886549,200.000000102,,94.48,1.0,100,1.0,-67.6068,-67.6068
0.00333333,46.2156,1327.95031238,500.0,1327.95031238,0.00333333,-65.2177491225,-65.2177491225,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-65.2177491225,299.999969474,,95.17,1.0,100,1.0,-66.8104,-66.8104
0.0025,40.2951,59.4079652155,500.0,59.4079652155,0.0025,-60.6628781661,-60.6628781661,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.6628781661,400.0,,89.38,1.0,100,1.0,-65.2735,-65.2735
0.002,36.2324,52.3891359185,500.0,52.3891359185,0.002,-60.6269836545,-60.6269836545,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.6269836545,500.000006643,,89.46,1.0,100,1.0,-64.3442,-64.3442
0.01,36.1193,1317.78534097,500.0,1317.78534097,0.01,-65.3001670203,-65.3001670203,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-65.3001670203,100.0,,95.38,1.0,100,1.0,-65.3002,-65.3002
0.005,36.1408,1320.91709478,500.0,1320.91709478,0.005,-65.2822867452,-65.2822867452,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.2822867452,200.000000102,,95.68,1.0,100,1.0,-65.2912,-65.2912
0.00333333,36.1818,1327.87884538,500.0,1327.87884538,0.00333333,-64.4641102378,-64.4641102378,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.4641102378,299.999969474,,93.95,1.0,100,1.0,-65.0155,-65.0155
0.0025,36.2068,1329.44893836,500.0,1329.44893836,0.0025,-64.4930906431,-64.4930906431,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.4930906431,400.0,,93.96,1.0,100,1.0,-64.8849,-64.8849
0.002,32.6068,59.9154107785,500.0,59.9154107785,0.002,-60.8570408766,-60.8570408766,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.8570408766,500.000006643,,89.9,1.0,100,1.0,-64.0793,-64.0793
0.01,50.506,2576.61776417,500.0,2576.61776417,0.01,-67.7159359202,-67.7159359202,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-67.7159359202,100.0,,97.45,1.0,100,1.0,-67.7159,-67.7159
0.005,36.2243,55.3656610804,500.0,55.3656610804,0.005,-61.5949711069,-61.5949711069,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.5949711069,200.000000102,,90.98,1.0,100,1.0,-64.6554,-64.6554
0.00333333,46.1105,3745.43057172,500.0,3745.43057172,0.00333333,-72.9759179257,-72.9759179257,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-72.9759179257,299.999969474,,104.62,1.0,100,1.0,-67.4289,-67.4289
0.0025,43.8327,1312.60347141,500.0,1312.60347141,0.0025,-64.3247786643,-64.3247786643,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.3247786643,400.0,,93.55,1.0,100,1.0,-66.6529,-66.6529
0.002,47.8581,3786.64636729,500.0,3786.64636729,0.002,-71.3914258447,-71.3914258447,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-71.3914258447,500.000006643,,102.24,1.0,100,1.0,-67.6006,-67.6006
0.01,36.0309,1311.34120729,500.0,1311.34120729,0.01,-66.4312974207,-66.4312974207,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-66.4312974207,100.0,,97.02,1.0,100,1.0,-66.4313,-66.4313
0.005,36.1821,1331.91812106,500.0,1331.91812106,0.005,-64.7224649557,-64.7224649557,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.7224649557,200.000000102,,94.45,1.0,100,1.0,-65.5769,-65.5769
0.00333333,36.2714,1338.78112896,500.0,1338.78112896,0.00333333,-63.3977685429,-63.3977685429,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-63.3977685429,299.999969474,,91.96,1.0,100,1.0,-64.8505,-64.8505
0.0025,40.2429,2542.80113089,500.0,2542.80113089,0.0025,-69.1295042855,-69.1295042855,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-69.1295042855,400.0,,100.04,1.0,100,1.0,-65.9203,-65.9203
0.002,39.4586,1317.52276628,500.0,1317.52276628,0.002,-64.1144404796,-64.1144404796,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.1144404796,500.000006643,,93.33,1.0,100,1.0,-65.5591,-65.5591
0.01,36.3419,1334.07581689,500.0,1334.07581689,0.01,-64.0007645015,-64.0007645015,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.0007645015,100.0,,93.13,1.0,100,1.0,-64.0008,-64.0008
0.005,36.3469,1334.62045239,500.0,1334.62045239,0.005,-63.3878094497,-63.3878094497,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-63.3878094497,200.000000102,,92.15,1.0,100,1.0,-63.6943,-63.6943
0.00333333,50.5465,4983.48955132,500.0,4983.48955132,0.00333333,-75.2478183834,-75.2478183834,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-75.2478183834,299.999969474,,106.84,1.0,100,1.0,-67.5455,-67.5455
0.0025,47.393,1324.56739233,500.0,1324.56739233,0.0025,-64.2358397593,-64.2358397593,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.2358397593,400.0,,93.67,1.0,100,1.0,-66.718,-66.718
0.002,48.0327,2574.84086361,500.0,2574.84086361,0.002,-68.3818903604,-68.3818903604,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-68.3818903604,500.000006643,,98.42,1.0,100,1.0,-67.0508,-67.0508
0.01,96.7502,9455.15898301,500.0,9455.15898301,0.01,-89.7891832416,-89.7891832416,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-89.7891832416,100.0,,123.4,1.0,100,1.0,-89.7892,-89.7892
0.005,74.0278,1311.19212189,500.0,1311.19212189,0.005,-65.2316928191,-65.2316928191,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.2316928191,200.000000102,,95.79,1.0,100,1.0,-77.5104,-77.5104
0.00333333,75.3442,6130.00179629,500.0,6130.00179629,0.00333333,-78.9217620157,-78.9217620157,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-78.9217620157,299.999969474,,110.56,1.0,100,1.0,-77.9809,-77.9809
0.0025,67.9618,1323.69767554,500.0,1323.69767554,0.0025,-64.5893163742,-64.5893163742,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.5893163742,400.0,,94.14,1.0,100,1.0,-74.633,-74.633
0.002,61.152,72.8894058764,500.0,72.8894058764,0.002,-60.9196157016,-60.9196157016,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.9196157016,500.000006643,,89.92,1.0,100,1.0,-71.8903,-71.8903
0.01,36.1663,1321.21233981,500.0,1321.21233981,0.01,-66.0122738172,-66.0122738172,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-66.0122738172,100.0,,96.45,1.0,100,1.0,-66.0123,-66.0123
0.005,43.8239,2555.59037899,500.0,2555.59037899,0.005,-68.4751587476,-68.4751587476,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.4751587476,200.000000102,,98.71,1.0,100,1.0,-67.2437,-67.2437
0.00333333,36.2182,70.6613197521,500.0,70.6613197521,0.00333333,-61.2126041873,-61.2126041873,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-61.2126041873,299.999969474,,89.94,1.0,100,1.0,-65.2333,-65.2333
0.0025,40.2472,2565.34390955,500.0,2565.34390955,0.0025,-67.6498646966,-67.6498646966,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.6498646966,400.0,,97.43,1.0,100,1.0,-65.8375,-65.8375
0.002,36.2142,63.5632152138,500.0,63.5632152138,0.002,-61.4956496425,-61.4956496425,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-61.4956496425,500.000006643,,90.47,1.0,100,1.0,-64.9691,-64.9691
0.01,7.08804,50.7477637417,500.0,50.7477637417,0.01,-61.4030021067,-61.4030021067,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.4030021067,100.0,,90.46,1.0,100,1.0,-61.403,-61.403
0.005,26.1939,1329.02027537,500.0,1329.02027537,0.005,-64.9444276245,-64.9444276245,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.9444276245,200.000000102,,94.93,1.0,100,1.0,-63.1737,-63.1737
0.00333333,57.7539,8342.39997761,500.0,8342.39997761,0.00333333,-86.9011654328,-86.9011654328,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-86.9011654328,299.999969474,,120.03,1.0,100,1.0,-71.0829,-71.0829
0.0025,58.6706,3800.31867448,500.0,3800.31867448,0.0025,-71.4712708595,-71.4712708595,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-71.4712708595,400.0,,101.9,1.0,100,1.0,-71.18,-71.18
0.002,61.1729,4980.30472989,500.0,4980.30472989,0.002,-74.9147027837,-74.9147027837,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-74.9147027837,500.000006643,,105.86,1.0,100,1.0,-71.9269,-71.9269
0.01,6.28446,39.8933608387,500.0,39.8933608387,0.01,-59.3339219096,-59.3339219096,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-59.3339219096,100.0,,86.55,1.0,100,1.0,-59.3339,-59.3339
0.005,36.1993,2571.48146826,500.0,2571.48146826,0.005,-67.7625224157,-67.7625224157,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-67.7625224157,200.000000102,,97.65,1.0,100,1.0,-63.5482,-63.5482
0.00333333,36.214,1325.04589402,500.0,1325.04589402,0.00333333,-65.1863116761,-65.1863116761,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-65.1863116761,299.999969474,,95.03,1.0,100,1.0,-64.0943,-64.0943
0.0025,50.4186,6127.46453232,500.0,6127.46453232,0.0025,-79.0430201647,-79.0430201647,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-79.0430201647,400.0,,110.65,1.0,100,1.0,-67.8314,-67.8314
0.002,45.2906,53.5747197301,500.0,53.5747197301,0.002,-61.2195558901,-61.2195558901,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-61.2195558901,500.000006643,,90.26,1.0,100,1.0,-66.5091,-66.5091
0.01,7.93723,63.6359261276,500.0,63.6359261276,0.01,-62.1460100789,-62.1460100789,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-62.1460100789,100.0,,91.82,1.0,100,1.0,-62.146,-62.146
0.005,36.2353,2563.27605321,500.0,2563.27605321,0.005,-69.2662877789,-69.2662877789,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-69.2662877789,200.000000102,,100.05,1.0,100,1.0,-65.7061,-65.7061
0.00333333,46.1075,3755.51307366,500.0,3755.51307366,0.00333333,-72.8220821038,-72.8220821038,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-72.8220821038,299.999969474,,104.29,1.0,100,1.0,-68.0781,-68.0781
0.0025,47.236,2572.56976945,500.0,2572.56976945,0.0025,-67.3283111154,-67.3283111154,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.3283111154,400.0,,96.98,1.0,100,1.0,-67.8907,-67.8907
0.002,45.2968,1333.84346267,500.0,1333.84346267,0.002,-63.7813401094,-63.7813401094,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-63.7813401094,500.000006643,,92.87,1.0,100,1.0,-67.0688,-67.0688
0.01,50.357,2561.44497771,500.0,2561.44497771,0.01,-69.0249965857,-69.0249965857,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-69.0249965857,100.0,,99.92,1.0,100,1.0,-69.025,-69.025
0.005,50.3663,2563.2777214,500.0,2563.2777214,0.005,-68.7265300973,-68.7265300973,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.7265300973,200.000000102,,99.1,1.0,100,1.0,-68.8758,-68.8758
0.00333333,57.8152,4983.01997044,500.0,4983.01997044,0.00333333,-74.4988831179,-74.4988831179,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-74.4988831179,299.999969474,,104.88,1.0,100,1.0,-70.7501,-70.7501
0.0025,56.0797,2571.35802131,500.0,2571.35802131,0.0025,-67.8480096808,-67.8480096808,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.8480096808,400.0,,97.83,1.0,100,1.0,-70.0246,-70.0246
0.002,52.7461,1318.16406676,500.0,1318.16406676,0.002,-64.3221652429,-64.3221652429,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.3221652429,500.000006643,,93.46,1.0,100,1.0,-68.8841,-68.8841
0.01,36.1931,1323.17423323,500.0,1323.17423323,0.01,-64.5908429137,-64.5908429137,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.5908429137,100.0,,94.25,1.0,100,1.0,-64.5908,-64.5908
0.005,26.1591,53.3746900016,500.0,53.3746900016,0.005,-61.1814244926,-61.1814244926,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.1814244926,200.000000102,,90.05,1.0,100,1.0,-62.8861,-62.8861
0.00333333,29.9081,1324.5716763,500.0,1324.5716763,0.00333333,-65.1973114978,-65.1973114978,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-65.1973114978,299.999969474,,94.98,1.0,100,1.0,-63.6565,-63.6565
0.0025,26.2185,63.0954768205,500.0,63.0954768205,0.0025,-61.4363771647,-61.4363771647,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-61.4363771647,400.0,,90.89,1.0,100,1.0,-63.1015,-63.1015
0.002,32.5953,2571.79224862,500.0,2571.79224862,0.002,-67.6512564622,-67.6512564622,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-67.6512564622,500.000006643,,97.44,1.0,100,1.0,-64.0115,-64.0115
0.01,6.42203,41.6590908095,500.0,41.6590908095,0.01,-59.794026183,-59.794026183,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-59.794026183,100.0,,87.97,1.0,100,1.0,-59.794,-59.794
0.005,7.38796,68.0895878281,500.0,68.0895878281,0.005,-60.8065164219,-60.8065164219,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-60.8065164219,200.000000102,,89.58,1.0,100,1.0,-60.3003,-60.3003
0.00333333,7.80512,72.3919390731,500.0,72.3919390731,0.00333333,-62.0007389195,-62.0007389195,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-62.0007389195,299.999969474,,91.16,1.0,100,1.0,-60.8671,-60.8671
0.0025,7.67239,53.0248138042,500.0,53.0248138042,0.0025,-60.34015999,-60.34015999,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.34015999,400.0,,88.43,1.0,100,1.0,-60.7354,-60.7354
0.002,17.6861,1327.91274938,500.0,1327.91274938,0.002,-64.9019240548,-64.9019240548,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.9019240548,500.000006643,,94.55,1.0,100,1.0,-61.5687,-61.5687
0.01,7.26441,53.3047225853,500.0,53.3047225853,0.01,-61.5194990416,-61.5194990416,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.5194990416,100.0,,90.87,1.0,100,1.0,-61.5195,-61.5195
0.005,36.1635,2568.55078042,500.0,2568.55078042,0.005,-67.8367857905,-67.8367857905,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-67.8367857905,200.000000102,,97.75,1.0,100,1.0,-64.6781,-64.6781
0.00333333,41.4882,2562.31660623,500.0,2562.31660623,0.00333333,-68.8348581453,-68.8348581453,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.8348581453,299.999969474,,99.54,1.0,100,1.0,-66.0637,-66.0637
0.0025,40.202,1313.77022866,500.0,1313.77022866,0.0025,-65.3505253044,-65.3505253044,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-65.3505253044,400.0,,95.55,1.0,100,1.0,-65.8854,-65.8854
0.002,42.4334,2559.22322641,500.0,2559.22322641,0.002,-68.2647458233,-68.2647458233,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-68.2647458233,500.000006643,,98.11,1.0,100,1.0,-66.3613,-66.3613
0.01,7.81235,61.6493274517,500.0,61.6493274517,0.01,-60.4946604189,-60.4946604189,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-60.4946604189,100.0,,88.77,1.0,100,1.0,-60.4947,-60.4947
0.005,26.2755,1322.82911694,500.0,1322.82911694,0.005,-65.0045106897,-65.0045106897,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.0045106897,200.000000102,,94.69,1.0,100,1.0,-62.7496,-62.7496
0.00333333,21.9843,65.322337796,500.0,65.322337796,0.00333333,-60.163392055,-60.163392055,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-60.163392055,299.999969474,,88.48,1.0,100,1.0,-61.8875,-61.8875
0.0025,31.6529,2555.76361384,500.0,2555.76361384,0.0025,-67.9415043525,-67.9415043525,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.9415043525,400.0,,97.95,1.0,100,1.0,-63.401,-63.401
0.002,28.5194,52.0995323351,500.0,52.0995323351,0.002,-60.322755876,-60.322755876,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.322755876,500.000006643,,88.17,1.0,100,1.0,-62.7854,-62.7854
0.01,7.58121,58.055254107,500.0,58.055254107,0.01,-61.8290052132,-61.8290052132,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.8290052132,100.0,,90.82,1.0,100,1.0,-61.829,-61.829
0.005,26.1493,1316.74035057,500.0,1316.74035057,0.005,-65.4400902025,-65.4400902025,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.4400902025,200.000000102,,95.4,1.0,100,1.0,-63.6345,-63.6345
0.00333333,36.1032,2550.99546106,500.0,2550.99546106,0.00333333,-68.7256791823,-68.7256791823,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.7256791823,299.999969474,,99.31,1.0,100,1.0,-65.3316,-65.3316
0.0025,40.1961,2574.28818193,500.0,2574.28818193,0.0025,-67.6518701808,-67.6518701808,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.6518701808,400.0,,97.38,1.0,100,1.0,-65.9117,-65.9117
0.002,39.4058,1314.01494256,500.0,1314.01494256,0.002,-65.3208273356,-65.3208273356,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-65.3208273356,500.000006643,,95.14,1.0,100,1.0,-65.7935,-65.7935
0.01,7.52091,57.1353610815,500.0,57.1353610815,0.01,-61.5317652673,-61.5317652673,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.5317652673,100.0,,90.1,1.0,100,1.0,-61.5318,-61.5318
0.005,7.50299,56.4633142115,500.0,56.4633142115,0.005,-61.027939962,-61.027939962,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.027939962,200.000000102,,89.63,1.0,100,1.0,-61.2798,-61.2798
0.00333333,30.0031,2568.05426599,500.0,2568.05426599,0.00333333,-69.5496518569,-69.5496518569,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-69.5496518569,299.999969474,,100.48,1.0,100,1.0,-64.0365,-64.0365
0.0025,31.7155,1336.00566115,500.0,1336.00566115,0.0025,-64.6677720501,-64.6677720501,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.6677720501,400.0,,94.09,1.0,100,1.0,-64.1943,-64.1943
