ESSRenyi,MaxNormIw,VarNormIw,renyi2,MinNormIw,ESSClassic,AvgRet,VarDiscRet,VarJ,MinVanillaIw,AvgDiscRet,VarVanillaIw,J,VarRet,Bound,delta,VanillaAvgRet,MaxVanillaIw,AvgNormIw,AvgVanillaIw,SamplesThisIter,EpsThisIter,AvgEpLen,BatchSize,IterType
1.58328962123e-10,1.71229e-05,1.72449e-12,27.1715,7.04051e-07,3.21223881488,-63.1731112274,983.818148707,307.128,0.0680296,-63.1731112274,0.0161008,-11122.1,983.818148707,-113.634,0.1,-63.1731112274,1.65452,1.02312e-05,0.988601,50000,543,92.0810313076,100,1
1.5564583318e-10,2.02526e-05,3.19697e-12,27.1886,4.27672e-07,3.14328437895,-66.3919572358,2151.45788951,462.813,0.0394835,-66.3919572358,0.0272489,-11500.3,2151.45788951,-116.547,0.1,-66.3919572358,1.86976,1.06428e-05,0.982567,50000,522,95.785440613,100,1
1.50579996717e-10,2.12649e-05,4.57747e-12,27.2217,4.78401e-07,3.29777592396,-67.5485461614,2672.47173528,500.657,0.043143,-67.5485461614,0.0372275,-11514.8,2672.47173528,-115.466,0.1,-67.5485461614,1.91771,1.07875e-05,0.972834,50000,515,97.0873786408,100,1
1.32074250164e-10,1.76797e-05,2.24359e-12,27.3528,7.88842e-07,3.18800120948,-63.7455555346,1415.11407548,365.928,0.0756052,-63.7455555346,0.0206095,-11147.4,1415.11407548,-113.413,0.1,-63.7455555346,1.69448,1.0269e-05,0.98422,50000,541,92.4214417745,100,1
1.32181098513e-10,1.92038e-05,2.06274e-12,27.352,6.89874e-07,3.23003451881,-63.7345931097,1404.66346849,373.373,0.0663397,-63.7345931097,0.0190744,-11175.1,1404.66346849,-113.732,0.1,-63.7345931097,1.84668,1.0269e-05,0.987492,50000,541,92.4214417745,100,1
1.24934766861e-10,3.0679e-05,7.95192e-12,27.4084,2.46857e-07,3.5421168778,-59.6733678772,64.5699141138,106.291,0.0245537,-59.6733678772,0.0786707,-10550.5,64.5699141138,-70.1114,0.1,-59.6733678772,3.05149,9.71251e-06,0.966056,50000,572,87.4125874126,100,1
1.14258666826e-10,1.77511e-05,1.92979e-12,27.4977,1.01074e-06,3.26317799231,-62.6747852514,1218.4759158,350.98,0.0991434,-62.6747852514,0.0185676,-11008.9,1218.4759158,-112.431,0.1,-62.6747852514,1.7412,1.00827e-05,0.989007,50000,551,90.7441016334,100,1
1.24052159882e-10,1.72086e-05,1.46622e-12,27.4155,1.14166e-06,3.1623407292,-62.7548367679,835.289758207,291.913,0.111577,-62.7548367679,0.0140049,-11094.6,835.289758207,-113.474,0.1,-62.7548367679,1.68184,1.01564e-05,0.992611,50000,547,91.407678245,100,1
1.23145719439e-10,1.91726e-05,2.03534e-12,27.4228,1.14718e-06,3.23048040969,-62.9588498264,1235.73600481,356.066,0.112353,-62.9588498264,0.0195229,-11056.4,1235.73600481,-112.83,0.1,-62.9588498264,1.87773,1.01194e-05,0.991079,50000,549,91.0746812386,100,1
1.27088233823e-10,1.79758e-05,1.72562e-12,27.3913,9.49608e-07,3.25894384679,-62.9698740439,1166.53584043,335.494,0.0925304,-62.9698740439,0.0163842,-11081.6,1166.53584043,-113.222,0.1,-62.9698740439,1.75158,1.0175e-05,0.991459,50000,546,91.5750915751,100,1
1.15179405122e-10,1.58527e-05,1.36756e-12,27.4897,1.05282e-06,3.25335731686,-61.2923666815,930.811851564,300.732,0.105946,-61.2923666815,0.0138485,-10826.0,930.811851564,-111.236,0.1,-61.2923666815,1.59525,9.86777e-06,0.992995,50000,563,88.809946714,100,1
1.28248784923e-10,1.65076e-05,1.45752e-12,27.3822,1.08374e-06,3.30715155136,-62.302647537,946.918788318,311.415,0.106924,-62.302647537,0.0141877,-11011.2,946.918788318,-112.68,0.1,-62.302647537,1.62867,1.00644e-05,0.992974,50000,552,90.5797101449,100,1
1.16899985141e-10,2.03944e-05,2.47232e-12,27.4749,6.79916e-07,3.18102248572,-63.5967124424,1592.78582505,392.017,0.0658335,-63.5967124424,0.0231786,-11090.9,1592.78582505,-112.892,0.1,-63.5967124424,1.97471,1.02124e-05,0.988826,50000,544,91.9117647059,100,1
9.44983714613e-11,2.0248e-05,2.12534e-12,27.6876,9.37178e-07,3.17931534734,-62.7933897783,1337.9545734,361.277,0.0917389,-62.7933897783,0.0203654,-10995.1,1337.9545734,-112.265,0.1,-62.7933897783,1.98204,1.0101e-05,0.988772,50000,550,90.9090909091,100,1
9.95434342438e-11,1.57819e-05,1.17025e-12,27.6356,1.60183e-06,3.19852087318,-61.4391748087,725.034111688,280.895,0.159771,-61.4391748087,0.0116424,-10906.0,725.034111688,-112.15,0.1,-61.4391748087,1.57413,9.97407e-06,0.994842,50000,557,89.7666068223,100,1
1.1310448387e-10,2.07351e-05,1.37401e-12,27.5079,1.17012e-06,3.31073554273,-61.757143714,724.857249518,276.296,0.116243,-61.757143714,0.0135603,-10936.7,724.857249518,-112.099,0.1,-61.757143714,2.0599,1.001e-05,0.99443,50000,555,90.0900900901,100,1
1.22114703637e-10,3.69224e-05,4.0376e-12,27.4312,6.75701e-07,3.37875247826,-60.1188498061,79.7323892946,127.406,0.0677101,-60.1188498061,0.0405435,-10677.0,79.7323892946,-77.6935,0.1,-60.1188498061,3.69989,9.79816e-06,0.981846,50000,567,88.1834215168,100,1
1.33689982693e-10,1.95303e-05,1.06461e-12,27.3407,1.46003e-06,3.29252913571,-61.3968252606,519.937806563,246.491,0.145809,-61.3968252606,0.0106177,-10922.2,519.937806563,-112.291,0.1,-61.3968252606,1.95042,9.95619e-06,0.994291,50000,558,89.605734767,100,1
1.38537550764e-10,1.83693e-05,1.70168e-12,27.305,1.05171e-06,3.20692614618,-62.9217815761,1026.30225855,327.117,0.102711,-62.9217815761,0.01623,-11097.0,1026.30225855,-113.331,0.1,-62.9217815761,1.79396,1.01564e-05,0.991885,50000,547,91.407678245,100,1
1.37070656211e-10,1.61413e-05,1.46028e-12,27.3157,8.10804e-07,3.22418683088,-62.1063263869,952.042846025,313.74,0.0800674,-62.1063263869,0.0142401,-10973.0,952.042846025,-112.444,0.1,-62.1063263869,1.59396,1.00462e-05,0.992069,50000,553,90.4159132007,100,1
1.30699960363e-10,1.68455e-05,1.69721e-12,27.3633,9.56827e-07,3.21076766464,-62.1987209491,1163.91833551,339.382,0.0943986,-62.1987209491,0.0165196,-10945.4,1163.91833551,-112.133,0.1,-62.1987209491,1.66194,1.00462e-05,0.991138,50000,553,90.4159132007,100,1
1.48122802796e-10,1.92736e-05,1.21826e-12,27.2381,1.08185e-06,3.27105758353,-60.7682875708,712.931280927,270.403,0.109474,-60.7682875708,0.0124748,-10769.4,712.931280927,-110.812,0.1,-60.7682875708,1.95033,9.83284e-06,0.995004,50000,565,88.4955752212,100,1
1.30055645924e-10,6.88917e-05,1.05157e-11,27.3682,2.20413e-07,3.48377827828,-59.0408098464,64.0523957623,150.689,0.0219995,-59.0408098464,0.104759,-10402.7,64.0523957623,-68.0099,0.1,-59.0408098464,6.87612,9.61169e-06,0.959348,50000,578,86.5051903114,100,1
1.30316367339e-10,1.50137e-05,8.64768e-13,27.3662,1.85133e-06,3.30979833253,-60.325539663,496.926655369,237.785,0.188397,-60.325539663,0.00895532,-10747.2,496.926655369,-111.089,0.1,-60.325539663,1.52785,9.79816e-06,0.997092,50000,567,88.1834215168,100,1
1.35557479178e-10,1.85574e-05,1.23813e-12,27.3268,1.60683e-06,3.21516119355,-61.2122622006,726.406370593,283.007,0.161321,-61.2122622006,0.01248,-10858.1,726.406370593,-111.668,0.1,-61.2122622006,1.86312,9.90295e-06,0.994233,50000,561,89.1265597148,100,1
1.23970079588e-10,2.03605e-05,1.34311e-12,27.4162,1.13741e-06,3.28586774003,-61.084334109,748.981379775,282.126,0.114316,-61.084334109,0.0135671,-10815.0,748.981379775,-111.199,0.1,-61.084334109,2.04633,9.88533e-06,0.993525,50000,562,88.9679715302,100,1
1.06772316643e-10,2.9253e-05,4.43069e-12,27.5655,4.72017e-07,3.347170372,-60.0591766257,120.726434147,130.579,0.0470132,-60.0591766257,0.0439538,-10640.2,120.726434147,-76.8898,0.1,-60.0591766257,2.91362,9.79816e-06,0.975904,50000,567,88.1834215168,100,1
8.73367118181e-11,2.15497e-05,1.32579e-12,27.7664,1.54615e-06,3.27736198297,-61.1561623129,727.810821779,286.558,0.155234,-61.1561623129,0.0133643,-10841.6,727.810821779,-111.463,0.1,-61.1561623129,2.1636,9.90295e-06,0.994261,50000,561,89.1265597148,100,1
7.44465903951e-11,1.65965e-05,1.66571e-12,27.9261,1.09692e-06,3.2063358166,-62.5394279053,1158.81932611,339.525,0.10779,-62.5394279053,0.0160845,-11011.2,1158.81932611,-112.509,0.1,-62.5394279053,1.63088,1.00827e-05,0.990788,50000,551,90.7441016334,100,1
7.90677118035e-11,1.66844e-05,7.5283e-13,27.8659,1.85565e-06,3.26754695309,-60.5648706816,287.952618623,186.357,0.187725,-60.5648706816,0.00770465,-10814.7,287.952618623,-111.607,0.1,-60.5648706816,1.68787,9.85027e-06,0.996498,50000,564,88.6524822695,100,1
7.44664710921e-11,2.18506e-05,2.21258e-12,27.9258,8.06742e-07,3.24907818968,-62.7958012766,1400.93528451,367.792,0.0790561,-62.7958012766,0.0212471,-10979.8,1400.93528451,-112.033,0.1,-62.7958012766,2.14124,1.0101e-05,0.989841,50000,550,90.9090909091,100,1
7.89552913169e-11,6.85137e-05,1.17791e-11,27.8673,1.36878e-07,3.44721284051,-59.2158898685,63.394755429,145.755,0.0135955,-59.2158898685,0.116207,-10418.8,63.394755429,-68.0682,0.1,-59.2158898685,6.80514,9.66184e-06,0.959665,50000,575,86.9565217391,100,1
8.15372991811e-11,1.64356e-05,1.11219e-12,27.8351,1.11903e-06,3.27834249933,-60.7314443006,710.438777092,270.024,0.112899,-60.7314443006,0.0113208,-10772.0,710.438777092,-110.985,0.1,-60.7314443006,1.6582,9.85028e-06,0.993799,50000,564,88.6524822695,100,1
7.7753146386e-11,2.00604e-05,1.2949e-12,27.8827,9.22866e-07,3.27841265594,-61.3642996046,723.306586631,277.036,0.092112,-61.3642996046,0.0129,-10871.5,723.306586631,-111.745,0.1,-61.3642996046,2.00224,9.95619e-06,0.993735,50000,558,89.605734767,100,1
6.86546157718e-11,1.83464e-05,2.44276e-12,28.0071,9.87155e-07,3.20978005395,-64.6732891931,1645.78737888,398.262,0.0939337,-64.6732891931,0.0221183,-11287.3,1645.78737888,-114.42,0.1,-64.6732891931,1.74577,1.03842e-05,0.98812,50000,535,93.4579439252,100,1
7.25800046981e-11,1.70572e-05,6.44162e-13,27.9515,1.61072e-06,3.30770337253,-59.612483964,274.682896752,181.538,0.165513,-59.612483964,0.00680173,-10653.5,274.682896752,-110.171,0.1,-59.612483964,1.75275,9.69556e-06,0.996289,50000,573,87.260034904,100,1
7.27098305512e-11,1.52531e-05,6.63614e-13,27.9497,1.56779e-06,3.28940241513,-59.6809406127,270.28591179,180.797,0.160867,-59.6809406127,0.00698669,-10665.1,270.28591179,-109.537,0.1,-59.6809406127,1.56508,9.71251e-06,0.996573,50000,572,87.4125874126,100,1
7.11182373587e-11,1.50351e-05,9.44768e-13,27.9718,1.54279e-06,3.2655827926,-60.9880655388,502.863751775,237.807,0.154886,-60.9880655388,0.00952218,-10859.6,502.863751775,-111.905,0.1,-60.9880655388,1.50942,9.92063e-06,0.995967,50000,560,89.2857142857,100,1
7.17957411042e-11,1.53177e-05,8.28089e-13,27.9624,1.61622e-06,3.27200407368,-60.2056332625,490.606856951,234.194,0.164611,-60.2056332625,0.00859003,-10728.5,490.606856951,-110.879,0.1,-60.2056332625,1.5601,9.78091e-06,0.996181,50000,568,88.0281690141,100,1
5.75779243303e-11,6.99811e-05,1.35524e-11,28.1831,1.69733e-07,3.51451489122,-58.8246306735,63.8392001676,165.656,0.0169608,-58.8246306735,0.135324,-10322.0,63.8392001676,-67.2597,0.1,-58.8246306735,6.99294,9.59509e-06,0.958799,50000,579,86.3557858377,100,1
8.512290113e-11,1.58396e-05,1.1963e-12,27.7921,9.67713e-07,3.23323633866,-61.1478138293,723.432973038,274.081,0.0970391,-61.1478138293,0.0120293,-10838.9,723.432973038,-111.441,0.1,-61.1478138293,1.58834,9.90295e-06,0.993035,50000,561,89.1265597148,100,1
8.54117428104e-11,2.15485e-05,1.26977e-12,27.7887,1.02957e-06,3.3701224587,-60.2976979835,721.42089212,277.519,0.104878,-60.2976979835,0.013176,-10678.2,721.42089212,-110.211,0.1,-60.2976979835,2.19506,9.76372e-06,0.994589,50000,569,87.8734622144,100,1
8.29645705694e-11,1.47299e-05,6.24546e-13,27.8178,1.7678e-06,3.27931866062,-60.1968196484,273.539003502,180.313,0.180501,-60.1968196484,0.00651114,-10761.0,273.539003502,-111.123,0.1,-60.1968196484,1.504,9.76372e-06,0.996922,50000,569,87.8734622144,100,1
8.16641469503e-11,1.44631e-05,6.35621e-13,27.8336,2.03518e-06,3.30863426038,-59.3116455152,273.990900951,181.599,0.210467,-59.3116455152,0.0067977,-10599.9,273.990900951,-109.892,0.1,-59.3116455152,1.49569,9.64506e-06,0.99744,50000,576,86.8055555556,100,1
8.24852199325e-11,2.24991e-05,1.58102e-12,27.8236,9.27344e-07,3.23833900622,-61.9778449806,945.557353872,314.344,0.0916535,-61.9778449806,0.0154437,-10941.8,945.557353872,-112.276,0.1,-61.9778449806,2.22368,1.00281e-05,0.991119,50000,554,90.2527075812,100,1
8.54045719727e-11,3.89389e-05,3.78177e-12,27.7888,1.74991e-06,3.40493689769,-59.1577459358,88.2334216043,153.0,0.179301,-59.1577459358,0.0397037,-10499.0,88.2334216043,-78.2943,0.1,-59.1577459358,3.98981,9.62835e-06,0.986552,50000,577,86.6551126516,100,1
9.17924319526e-11,1.99512e-05,1.18275e-12,27.7167,9.51853e-07,3.28007772175,-60.6921050378,715.522811934,270.455,0.0962266,-60.6921050378,0.0120877,-10758.6,715.522811934,-110.839,0.1,-60.6921050378,2.01694,9.83284e-06,0.994041,50000,565,88.4955752212,100,1
9.3063834186e-11,1.56708e-05,7.04945e-13,27.7029,1.68942e-06,3.24169681063,-60.2334632531,299.974688771,189.137,0.171967,-60.2334632531,0.00730415,-10757.0,299.974688771,-111.011,0.1,-60.2334632531,1.59513,9.78091e-06,0.995603,50000,568,88.0281690141,100,1
8.72539586906e-11,1.4923e-05,8.45779e-13,27.7674,1.59204e-06,3.3102951262,-59.8311759058,487.79724699,233.062,0.163612,-59.8311759058,0.00893268,-10659.4,487.79724699,-110.134,0.1,-59.8311759058,1.53363,9.69556e-06,0.996404,50000,573,87.260034904,100,1
8.32956438626e-11,1.82749e-05,1.4757e-12,27.8138,9.78892e-07,3.28868888075,-61.1608997037,935.055582205,303.069,0.0984034,-61.1608997037,0.0149125,-10791.0,935.055582205,-110.947,0.1,-61.1608997037,1.83709,9.88533e-06,0.993725,50000,562,88.9679715302,100,1
7.45935626733e-11,1.99987e-05,2.06837e-12,27.9241,1.13969e-06,3.30094068508,-62.0673393916,1363.67319139,359.809,0.113022,-62.0673393916,0.0203412,-10863.7,1363.67319139,-111.169,0.1,-62.0673393916,1.98324,9.97407e-06,0.989113,50000,557,89.7666068223,100,1
7.56495398373e-11,1.54476e-05,1.18998e-12,27.9101,1.08536e-06,3.26157727615,-60.3940071359,722.078203635,271.938,0.110171,-60.3940071359,0.0122611,-10702.5,722.078203635,-110.807,0.1,-60.3940071359,1.56803,9.79816e-06,0.994578,50000,567,88.1834215168,100,1
8.44651457444e-11,1.68368e-05,6.33195e-13,27.7999,1.83889e-06,3.29895523955,-59.417319582,274.42614187,182.994,0.190153,-59.417319582,0.00677065,-10619.4,274.42614187,-110.022,0.1,-59.417319582,1.74102,9.64506e-06,0.997359,50000,576,86.8055555556,100,1
8.75513705832e-11,1.76389e-05,6.32021e-13,27.764,1.8555e-06,3.28141707225,-59.5907700847,271.305675228,181.2,0.190993,-59.5907700847,0.00669644,-10650.6,271.305675228,-110.259,0.1,-59.5907700847,1.81564,9.67867e-06,0.996258,50000,574,87.1080139373,100,1
8.66711024048e-11,1.49481e-05,9.25548e-13,27.7741,1.20159e-06,3.2788996548,-60.1588039694,489.665859558,223.927,0.122661,-60.1588039694,0.00964496,-10701.1,489.665859558,-110.275,0.1,-60.1588039694,1.52594,9.76372e-06,0.996703,50000,569,87.8734622144,100,1
8.45279947942e-11,1.78106e-05,1.18563e-12,27.7991,9.68585e-07,3.25508547962,-60.9380661668,713.2128071,271.073,0.0974903,-60.9380661668,0.0120115,-10803.3,713.2128071,-111.181,0.1,-60.9380661668,1.79268,9.88533e-06,0.994981,50000,562,88.9679715302,100,1
7.69551050979e-11,1.7197e-05,1.06434e-12,27.893,1.65493e-06,3.27330100753,-60.9040469353,600.759505008,259.931,0.166364,-60.9040469353,0.0107557,-10827.2,600.759505008,-111.628,0.1,-60.9040469353,1.72874,9.90295e-06,0.995503,50000,561,89.1265597148,100,1
8.0344412453e-11,6.44698e-05,1.02015e-11,27.8499,2.85104e-07,3.39609721479,-58.8129761073,69.5116437175,176.293,0.0293414,-58.8129761073,0.108048,-10356.7,69.5116437175,-68.9508,0.1,-58.8129761073,6.63489,9.57854e-06,0.985773,50000,580,86.2068965517,100,1
7.20399094175e-11,1.75797e-05,1.40935e-12,27.959,1.01271e-06,3.23271642845,-60.8811784452,743.066386558,277.409,0.101875,-60.8811784452,0.0142619,-10763.7,743.066386558,-110.803,0.1,-60.8811784452,1.76844,9.86777e-06,0.992656,50000,563,88.809946714,100,1
6.34464724267e-11,1.98548e-05,7.81555e-13,28.086,1.85579e-06,3.28588139591,-59.4373678161,289.508700046,190.144,0.191224,-59.4373678161,0.00829818,-10608.5,289.508700046,-110.014,0.1,-59.4373678161,2.04586,9.67867e-06,0.997303,50000,574,87.1080139373,100,1
6.67798413494e-11,2.02565e-05,9.82103e-13,28.0348,1.18857e-06,3.3048953223,-60.0263139903,493.864182278,227.308,0.121469,-60.0263139903,0.0102575,-10672.0,493.864182278,-110.228,0.1,-60.0263139903,2.07017,9.74659e-06,0.99608,50000,570,87.7192982456,100,1
4.87332067484e-11,7.22697e-05,1.44303e-11,28.3498,1.13038e-07,3.65996975196,-59.3033562812,57.2510040232,174.511,0.0114015,-59.3033562812,0.146807,-10418.3,57.2510040232,-67.0751,0.1,-59.3033562812,7.28939,9.66184e-06,0.974528,50000,575,86.9565217391,100,1
5.32833868299e-11,1.59317e-05,1.10328e-12,28.2606,1.02758e-06,3.33103248846,-60.4761858636,706.689910852,270.102,0.104587,-60.4761858636,0.011429,-10726.6,706.689910852,-110.583,0.1,-60.4761858636,1.62153,9.78091e-06,0.995497,50000,568,88.0281690141,100,1
5.18732596347e-11,6.70942e-05,1.46358e-11,28.2874,1.17797e-07,3.4560238753,-59.417540731,64.9064420708,147.93,0.0117462,-59.417540731,0.145527,-10419.4,64.9064420708,-67.3679,0.1,-59.417540731,6.69034,9.67867e-06,0.965114,50000,574,87.1080139373,100,1
5.98740828258e-11,6.8917e-05,1.21581e-11,28.1439,1.3976e-07,3.40783515207,-59.2777169525,64.1025434553,142.104,0.0139179,-59.2777169525,0.120571,-10421.8,64.1025434553,-68.1988,0.1,-59.2777169525,6.86302,9.66184e-06,0.962163,50000,575,86.9565217391,100,1
6.93366818542e-11,1.65734e-05,1.13462e-12,27.9972,1.02324e-06,3.24984686193,-60.6979464236,708.223722435,268.862,0.103553,-60.6979464236,0.0116203,-10764.3,708.223722435,-110.751,0.1,-60.6979464236,1.67724,9.83284e-06,0.995092,50000,565,88.4955752212,100,1
6.86226717371e-11,1.64511e-05,1.42994e-12,28.0076,1.19868e-06,3.27159884361,-61.8865203464,951.250178707,314.578,0.118893,-61.8865203464,0.0140677,-10936.2,951.250178707,-112.913,0.1,-61.8865203464,1.63173,1.001e-05,0.992858,50000,555,90.0900900901,100,1
6.23530758014e-11,3.33749e-05,1.04161e-11,28.1034,3.40198e-08,3.72510049827,-58.4341099315,57.5221761193,110.09,0.00342684,-58.4341099315,0.105689,-10299.9,57.5221761193,-67.2887,0.1,-58.4341099315,3.36188,9.52925e-06,0.959889,50000,583,85.7632933105,100,1
6.19470716582e-11,1.44404e-05,8.95751e-13,28.1099,1.09096e-06,3.31160096356,-59.9754867587,494.855446953,226.179,0.111669,-59.9754867587,0.00938503,-10670.1,494.855446953,-110.232,0.1,-59.9754867587,1.4781,9.72952e-06,0.9959,50000,571,87.5656742557,100,1
4.23798933567e-11,5.40621e-05,1.30758e-11,28.4895,1.16452e-07,3.55456146957,-58.5595819391,66.4700333572,133.622,0.0117013,-58.5595819391,0.132021,-10278.7,66.4700333572,-66.6277,0.1,-58.5595819391,5.43224,9.52925e-06,0.957515,50000,583,85.7632933105,100,1
5.36545066945e-11,1.53515e-05,5.92216e-13,28.2536,2.0028e-06,3.34385020292,-59.0589839745,269.194803811,179.794,0.207828,-59.0589839745,0.00637694,-10558.1,269.194803811,-109.575,0.1,-59.0589839745,1.593,9.61169e-06,0.997392,50000,578,86.5051903114,100,1
4.08597144758e-11,8.05637e-05,1.67186e-11,28.526,5.59947e-08,3.65839481453,-59.0301168533,72.3570890976,199.6,0.00563527,-59.0301168533,0.16933,-10311.0,72.3570890976,-67.0108,0.1,-59.0301168533,8.10786,9.62835e-06,0.968989,50000,577,86.6551126516,100,1
4.79793163886e-11,5.67868e-05,9.25863e-12,28.3654,9.60211e-08,3.57800468884,-58.209041042,63.6887519094,128.601,0.00977647,-58.209041042,0.0959793,-10269.2,63.6887519094,-67.2199,0.1,-58.209041042,5.7818,9.44822e-06,0.961979,50000,588,85.0340136054,100,1
4.20987252689e-11,4.95798e-05,9.09221e-12,28.4962,2.95046e-07,3.52849880606,-58.6501384351,62.2177779269,126.96,0.0300751,-58.6501384351,0.0944717,-10352.2,62.2177779269,-68.4568,0.1,-58.6501384351,5.05384,9.54563e-06,0.973018,50000,582,85.910652921,100,1
3.13443054966e-11,7.53281e-05,1.59641e-11,28.7912,1.93293e-07,3.49969213413,-58.7864227282,65.6608182654,190.515,0.0195837,-58.7864227282,0.163869,-10292.6,65.6608182654,-66.5116,0.1,-58.7864227282,7.63193,9.57854e-06,0.970458,50000,580,86.2068965517,100,1
2.9402093284e-11,1.78887e-05,1.49028e-12,28.8551,1.08555e-06,3.30406914061,-60.5262822512,935.898576264,301.933,0.110334,-60.5262822512,0.0153953,-10675.4,935.898576264,-110.009,0.1,-60.5262822512,1.81819,9.76372e-06,0.992374,50000,569,87.8734622144,100,1
3.30393816133e-11,1.96301e-05,9.5512e-13,28.7385,1.0355e-06,3.35417634103,-59.3841056251,512.070801035,235.548,0.106982,-59.3841056251,0.0101949,-10556.0,512.070801035,-110.171,0.1,-59.3841056251,2.02809,9.62835e-06,0.994753,50000,577,86.6551126516,100,1
3.45657845481e-11,2.03455e-05,7.99786e-13,28.6933,1.65929e-06,3.34779263824,-59.6169499949,291.590852644,193.087,0.17034,-59.6169499949,0.00842875,-10639.2,291.590852644,-110.262,0.1,-59.6169499949,2.08864,9.71251e-06,0.997071,50000,572,87.4125874126,100,1
3.27761399774e-11,1.91968e-05,1.04257e-12,28.7465,1.04297e-06,3.30616337633,-59.8068572535,523.234583742,235.888,0.10738,-59.8068572535,0.0110511,-10622.6,523.234583742,-109.817,0.1,-59.8068572535,1.97643,9.67867e-06,0.996476,50000,574,87.1080139373,100,1
3.35413761147e-11,5.38984e-05,9.00458e-12,28.7234,3.07144e-07,3.6660333289,-57.8709129062,67.5842800784,148.147,0.0319664,-57.8709129062,0.0975368,-10195.7,67.5842800784,-68.7438,0.1,-57.8709129062,5.60956,9.4162e-06,0.980004,50000,590,84.7457627119,100,1
2.44668137333e-11,3.43019e-05,1.10155e-11,29.0389,1.12046e-07,3.67068508627,-58.3650704471,53.6596630197,105.219,0.0112758,-58.3650704471,0.11156,-10289.6,53.6596630197,-66.3402,0.1,-58.3650704471,3.452,9.49668e-06,0.955704,50000,585,85.4700854701,100,1
2.95049562254e-11,2.08784e-05,1.01491e-12,28.8516,1.02225e-06,3.29644269939,-60.3187501543,500.974163222,230.195,0.103703,-60.3187501543,0.0104448,-10722.2,500.974163222,-110.804,0.1,-60.3187501543,2.11803,9.81547e-06,0.995742,50000,566,88.3392226148,100,1
2.64601804112e-11,2.61757e-05,2.18122e-12,28.9606,1.81063e-06,3.32214339773,-59.1306567026,118.413506453,142.109,0.186057,-59.1306567026,0.0230322,-10524.2,118.413506453,-85.1889,0.1,-59.1306567026,2.68977,9.64506e-06,0.991112,50000,576,86.8055555556,100,1
1.75772639222e-11,2.77575e-05,7.21852e-12,29.3696,3.1013e-07,3.50397510459,-58.7489911827,60.8830405185,104.444,0.0314879,-58.7489911827,0.0744127,-10397.0,60.8830405185,-69.5356,0.1,-58.7489911827,2.81825,9.57855e-06,0.972521,50000,580,86.2068965517,100,1
1.70775907289e-11,3.23707e-05,9.62202e-12,29.3984,1.20729e-07,3.52852126156,-59.1087268158,56.4181163021,104.292,0.0119588,-59.1087268158,0.0944099,-10437.6,56.4181163021,-67.9595,0.1,-59.1087268158,3.20648,9.64506e-06,0.95539,50000,576,86.8055555556,100,1
1.27669312502e-11,5.18621e-05,1.15129e-11,29.6893,1.40401e-07,3.61967521292,-58.9987692291,67.3084319465,145.625,0.0141411,-58.9987692291,0.116792,-10379.0,67.3084319465,-67.7851,0.1,-58.9987692291,5.22354,9.61169e-06,0.968087,50000,578,86.5051903114,100,1
1.31677757666e-11,1.9586e-05,1.001e-12,29.6584,1.40843e-06,3.28114253513,-60.0831797012,583.809712341,250.933,0.143673,-60.0831797012,0.0104164,-10675.0,583.809712341,-110.861,0.1,-60.0831797012,1.99795,9.74659e-06,0.994243,50000,570,87.7192982456,100,1
9.87892645493e-12,4.73896e-05,1.12912e-11,29.9458,1.31828e-07,3.64028623654,-58.6704112149,52.0297301719,121.161,0.0132449,-58.6704112149,0.113978,-10344.5,52.0297301719,-66.7096,0.1,-58.6704112149,4.76128,9.56206e-06,0.960709,50000,581,86.0585197935,100,1
8.75924136705e-12,1.53423e-05,8.64081e-13,30.0661,1.0826e-06,3.27224962945,-60.0075206995,490.279098275,226.782,0.110574,-60.0075206995,0.00901411,-10678.2,490.279098275,-110.233,0.1,-60.0075206995,1.56702,9.74659e-06,0.99549,50000,570,87.7192982456,100,1
6.40493966929e-12,3.38661e-05,1.02417e-11,30.3791,1.33954e-07,3.67599117263,-58.0329402322,54.1438100003,102.686,0.01357,-58.0329402322,0.105103,-10239.4,54.1438100003,-66.1586,0.1,-58.0329402322,3.43073,9.46432e-06,0.958762,50000,587,85.1788756388,100,1
7.27104930087e-12,3.52479e-05,1.07654e-11,30.2523,1.07815e-07,3.74928520783,-58.8178369939,60.0436309405,110.07,0.0107395,-58.8178369939,0.106818,-10365.6,60.0436309405,-67.2412,0.1,-58.8178369939,3.51107,9.57854e-06,0.954126,50000,580,86.2068965517,100,1
1.3484258488e-11,1.46996e-05,8.47691e-13,29.6347,1.06816e-06,3.33075296986,-58.978157705,483.162274124,221.901,0.111528,-58.978157705,0.00924123,-10493.9,483.162274124,-108.83,0.1,-58.978157705,1.5348,9.54563e-06,0.996668,50000,582,85.910652921,100,1
1.28240886413e-11,4.45363e-05,1.01595e-11,29.6849,1.71756e-07,3.51166941651,-58.5832956883,57.2765547414,113.5,0.0173563,-58.5832956883,0.103743,-10334.8,57.2765547414,-67.3261,0.1,-58.5832956883,4.50047,9.52925e-06,0.962947,50000,583,85.7632933105,100,1
1.45082505656e-11,5.65343e-05,9.5744e-12,29.5615,1.61136e-07,3.75925564201,-58.4797446325,75.9399360734,155.696,0.016382,-58.4797446325,0.0989595,-10292.1,75.9399360734,-69.1973,0.1,-58.4797446325,5.74758,9.52925e-06,0.968795,50000,583,85.7632933105,100,1
