MaxNormIw,renyi2,VarJ,VarVanillaIw,SamplesThisIter,VarRet,ESSRenyi,VanillaAvgRet,BatchSize,EpsThisIter,J,AvgDiscRet,AvgNormIw,AvgEpLen,MinNormIw,ESSClassic,MinVanillaIw,AvgVanillaIw,VarDiscRet,delta,VarNormIw,AvgRet,IterType,MaxVanillaIw,Bound
0.000335944,nan,11249.5,20.227,50000,2711435.45525,nan,3466.04547497,100,144,826051.0,3466.04547497,3.85802e-05,347.222222222,7.59779e-35,2.94150195805,5.25075e-30,2.66624,2711435.45525,0.4,4.2351e-09,3466.04547497,1,23.2168,4190.68
0.000719247,nan,12130.8,80.0968,50000,2477751.59441,nan,3240.26779336,100,154,799360.0,3240.26779336,3.6075e-05,324.675324675,,3.84127417321,,3.69779,2477751.59441,0.4,7.62332e-09,3240.26779336,1,73.7248,4051.89
0.00482715,nan,16792.9,1305.59,50000,2414478.85719,nan,2264.20059441,100,220,724525.0,2264.20059441,2.52525e-05,227.272727273,,6.76561774533,,7.03192,2414478.85719,0.4,1.68371e-08,2264.20059441,1,1344.19,3807.86
0.000506917,nan,15909.0,152.79,50000,3447766.25917,nan,2652.45327932,100,188,773572.0,2652.45327932,2.95508e-05,265.957446809,,2.56120587407,,4.88232,3447766.25917,0.4,5.59735e-09,2652.45327932,1,83.7517,4112.71
0.00640183,nan,20346.5,26223.6,50000,2066501.89585,nan,1944.8049811,100,256,717548.0,1944.8049811,2.17014e-05,195.3125,,7.90115835972,,24.8959,2066501.89585,0.4,1.99257e-08,1944.8049811,1,7344.19,3912.12
0.00138969,nan,nan,784.91,50000,3485445.34957,nan,1871.38510236,100,266,nan,1871.38510236,2.08855e-05,187.969924812,,2.76156828894,,7.51523,3485445.34957,0.4,6.06216e-09,1871.38510236,1,500.049,nan
0.000830869,nan,18935.7,638.096,50000,3385113.73677,nan,2264.6830931,100,220,735669.0,2264.6830931,2.52525e-05,227.272727273,,5.8792183492,,8.11813,3385113.73677,0.4,6.17424e-09,2264.6830931,1,267.106,4069.12
0.000779984,nan,22805.5,3163.2,50000,3248123.26909,nan,1790.59447871,100,278,707933.0,1790.59447871,1.9984e-05,179.856115108,,4.10559026425,,14.4316,3248123.26909,0.4,6.06542e-09,1790.59447871,1,563.272,4092.44
0.000351456,nan,11023.9,7.21801,50000,2380172.39597,nan,3725.5297104,100,134,817352.0,3725.5297104,4.14594e-05,373.134328358,,3.35549926807,,1.96406,2380172.39597,0.4,3.21628e-09,3725.5297104,1,16.6496,4126.64
0.000488738,nan,13836.5,54.6578,50000,2961623.82132,nan,3158.70262522,100,158,791011.0,3158.70262522,3.51617e-05,316.455696203,4.83055e-34,4.55451962089,4.99056e-29,3.63265,2961623.82132,0.4,5.12091e-09,3158.70262522,1,50.4927,4176.46
0.000819642,nan,18836.5,526.694,50000,3351395.82154,nan,2286.20321024,100,218,737364.0,2286.20321024,2.54842e-05,229.357798165,,2.85247148855,,7.68415,3351395.82154,0.4,5.79308e-09,2286.20321024,1,247.143,4101.09
0.0385516,nan,19340.1,146094.0,50000,3695845.74281,nan,2244.74854705,100,222,731219.0,2244.74854705,2.5025e-05,225.225225225,,11.9900178946,,14.2994,3695845.74281,0.4,4.47451e-07,2244.74854705,1,22028.6,4149.73
0.000427572,nan,13281.2,31.5889,50000,2531636.46288,nan,3419.9008734,100,146,808622.0,3419.9008734,3.80518e-05,342.465753425,,3.65002380345,,3.21223,2531636.46288,0.4,4.43274e-09,3419.9008734,1,36.0945,4242.42
0.00136237,nan,18202.8,976.018,50000,3625660.18311,nan,2396.5887738,100,208,737911.0,2396.5887738,2.67094e-05,240.384615385,,10.8859547294,,8.7744,3625660.18311,0.4,9.04381e-09,2396.5887738,1,447.558,4094.29
0.0260164,nan,21288.0,25987.5,50000,3892041.857,nan,2129.61112835,100,234,742027.0,2129.61112835,2.37417e-05,213.675213675,,10.0072778508,,9.47744,3892041.857,0.4,1.63082e-07,2129.61112835,1,10385.5,4203.47
0.0064777,nan,17580.6,723.53,50000,3857491.2767,nan,2543.80191495,100,196,747562.0,2543.80191495,2.83447e-05,255.102040816,,11.1695012496,,5.35022,3857491.2767,0.4,2.03075e-08,2543.80191495,1,1222.7,4131.77
0.0166164,nan,17244.1,2371.9,50000,4077379.2823,nan,2867.43461934,100,174,769299.0,2867.43461934,3.19285e-05,287.356321839,,11.9849102552,,4.73083,4077379.2823,0.4,1.08038e-07,2867.43461934,1,2462.05,4213.8
0.0605507,nan,13484.7,1.81322e+06,50000,1598574.19554,nan,2968.82048842,100,168,768775.0,2968.82048842,3.30688e-05,297.619047619,,10.0000765218,,38.1479,1598574.19554,0.4,1.36253e-06,2968.82048842,1,69850.9,4026.46
0.0103845,nan,15186.5,416.489,50000,3361878.91118,nan,3240.47037394,100,154,780940.0,3240.47037394,3.6075e-05,324.675324675,5.53079e-28,11.9617274478,5.0664e-23,3.3046,3361878.91118,0.4,4.96339e-08,3240.47037394,1,951.253,4166.52
0.0918574,nan,19821.9,2.46942e+07,50000,3413785.50395,nan,2224.0580192,100,224,711364.0,2224.0580192,2.48016e-05,223.214285714,,10.0001918055,,85.1962,3413785.50395,0.4,2.09273e-06,2224.0580192,1,315541.0,3944.06
0.00328187,nan,16000.1,288.742,50000,3398041.56338,nan,2867.48185828,100,174,761499.0,2867.48185828,3.19285e-05,287.356321839,,6.23632956131,,5.53398,3398041.56338,0.4,9.61149e-09,2867.48185828,1,568.828,4177.89
0.00226663,nan,15134.0,427.893,50000,2439226.43679,nan,2651.32122378,100,188,757584.0,2651.32122378,2.95508e-05,265.957446809,,2.43351087312,,6.12699,2439226.43679,0.4,9.95359e-09,2651.32122378,1,469.958,3930.78
0.000373062,nan,16214.2,22.8601,50000,4186560.17602,nan,3158.95278605,100,158,791247.0,3158.95278605,3.51617e-05,316.455696203,,4.75463913362,,2.89811,4186560.17602,0.4,3.36504e-09,3158.95278605,1,30.7486,4278.75
0.000687861,nan,15595.9,37.568,50000,3621838.91502,nan,2970.23218513,100,168,779636.0,2970.23218513,3.30688e-05,297.619047619,,3.92657678099,,3.26589,3621838.91502,0.4,3.85169e-09,2970.23218513,1,67.9335,4217.38
0.000871604,nan,15513.4,96.6801,50000,2094273.94393,nan,2832.85504891,100,176,726989.0,2832.85504891,3.15657e-05,284.090909091,,2.71494370631,,3.69415,2094273.94393,0.4,7.05892e-09,2832.85504891,1,102.004,3781.6
0.000599509,nan,16931.2,85.3032,50000,3565814.16216,nan,2802.10645288,100,178,761371.0,2802.10645288,3.1211e-05,280.898876404,4.73263e-39,4.44026318668,6.37865e-34,4.20663,3565814.16216,0.4,4.69583e-09,2802.10645288,1,80.802,4131.95
0.0308436,nan,15773.5,33811.8,50000,3370228.6245,nan,3004.72104025,100,166,759780.0,3004.72104025,3.34672e-05,301.204819277,,10.0036240609,,9.34841,3370228.6245,0.4,4.33342e-07,3004.72104025,1,8615.56,4112.85
0.00132498,nan,15566.6,122.708,50000,3030040.70043,nan,3042.29221801,100,164,762069.0,3042.29221801,3.38753e-05,304.87804878,4.6189e-35,5.42960097777,6.51858e-30,4.78077,3030040.70043,0.4,6.16091e-09,3042.29221801,1,186.992,4148.68
0.000529689,nan,20083.3,779.369,50000,3597672.97494,nan,2111.51618172,100,236,722634.0,2111.51618172,2.35405e-05,211.86440678,,3.3214234287,,9.07577,3597672.97494,0.4,5.24333e-09,2111.51618172,1,204.215,4177.39
0.00233722,nan,19343.4,1540.46,50000,3135720.83228,nan,2184.9428514,100,228,707048.0,2184.9428514,2.43665e-05,219.298245614,,5.36239380845,,10.4875,3135720.83228,0.4,8.31563e-09,2184.9428514,1,1005.95,4051.3
0.0567048,nan,20177.8,206537.0,50000,4675277.49086,nan,2445.34388789,100,204,752248.0,2445.34388789,2.72331e-05,245.098039216,,10.004924723,,13.1327,4675277.49086,0.4,8.88141e-07,2445.34388789,1,27345.0,4302.06
0.000303229,nan,15404.4,26.2777,50000,3730625.15232,nan,3241.97045328,100,154,795086.0,3241.97045328,3.6075e-05,324.675324675,7.84719e-32,3.28456840618,6.63806e-27,3.05164,3730625.15232,0.4,3.67225e-09,3241.97045328,1,25.6506,4258.63
0.000358076,nan,14527.3,22.7664,50000,3113189.81182,nan,3419.09714924,100,146,792944.0,3419.09714924,3.80518e-05,342.465753425,,3.48460286758,,2.82084,3113189.81182,0.4,4.14274e-09,3419.09714924,1,26.5447,4213.04
0.000177299,nan,13729.6,1.47192,50000,3241427.29714,nan,4028.57108958,100,124,835991.0,4028.57108958,4.48029e-05,403.225806452,5.70126e-16,3.22748271893,1.84725e-11,1.45165,3241427.29714,0.4,1.40209e-09,4028.57108958,1,5.7446,4330.54
0.0136545,nan,18272.6,6190.36,50000,3026761.72101,nan,2597.0207184,100,192,727688.0,2597.0207184,2.89352e-05,260.416666667,4.97145e-34,18.7704144111,1.39573e-28,8.12355,3026761.72101,0.4,7.85374e-08,2597.0207184,1,3833.51,4084.66
0.000616527,nan,11548.0,24.347,50000,2226036.72649,nan,3784.00602571,100,132,825366.0,3784.00602571,4.20875e-05,378.787878788,,11.0731028887,,2.94277,2226036.72649,0.4,4.98012e-09,3784.00602571,1,43.1077,4255.24
0.00030638,nan,14586.3,13.9871,50000,3350933.92512,nan,3516.78842668,100,142,805095.0,3516.78842668,3.91236e-05,352.112676056,1.56062e-18,2.64562926629,1.03717e-13,2.60012,3350933.92512,0.4,3.1668e-09,3516.78842668,1,20.3617,4268.06
0.000945101,nan,16116.3,29.2536,50000,3785156.75883,nan,3241.96650345,100,154,782530.0,3241.96650345,3.6075e-05,324.675324675,1.25244e-33,4.92614381507,1.07508e-28,3.09665,3785156.75883,0.4,3.97017e-09,3241.96650345,1,81.1266,4275.16
0.000380467,nan,17569.1,40.3392,50000,4330452.42676,nan,2935.04581108,100,170,769885.0,2935.04581108,3.26797e-05,294.117647059,,3.62728475642,,3.20575,4330452.42676,0.4,4.19204e-09,2935.04581108,1,37.3223,4213.26
0.000395908,nan,14634.5,12.2386,50000,3629841.0669,nan,3467.63923976,100,144,804034.0,3467.63923976,3.85803e-05,347.222222222,4.77279e-29,2.90855215073,2.89528e-24,2.34037,3629841.0669,0.4,3.3258e-09,3467.63923976,1,24.0167,4244.62
0.0974356,nan,16277.6,4.26514e+07,50000,4438440.94669,nan,2970.83895846,100,168,789582.0,2970.83895846,3.30688e-05,297.619047619,2.43504e-41,10.0006615528,8.97672e-35,121.906,4438440.94669,0.4,3.13846e-06,2970.83895846,1,359191.0,4268.3
0.0227135,nan,18412.7,5188.27,50000,4444770.74742,nan,2803.3275808,100,178,760237.0,2803.3275808,3.1211e-05,280.898876404,,12.0177730021,,5.09279,4444770.74742,0.4,1.94862e-07,2803.3275808,1,3706.23,4244.01
0.000611191,nan,15922.4,75.0676,50000,3686979.57191,nan,3042.88111013,100,164,779476.0,3042.88111013,3.38753e-05,304.87804878,3.27101e-30,9.19228210815,4.0125e-25,4.15543,3686979.57191,0.4,4.9887e-09,3042.88111013,1,74.9738,4237.72
0.000469553,nan,13516.6,30.3305,50000,2746737.74498,nan,3466.7427019,100,144,799507.0,3466.7427019,3.85802e-05,347.222222222,2.69592e-31,3.15302169552,2.0342e-26,2.91107,2746737.74498,0.4,5.32727e-09,3466.7427019,1,35.43,4162.73
0.000276197,nan,15124.9,11.7526,50000,3916722.26186,nan,3467.82192232,100,144,805529.0,3467.82192232,3.85802e-05,347.222222222,1.40699e-32,3.6457028264,8.87139e-28,2.43257,3916722.26186,0.4,2.95618e-09,3467.82192232,1,17.4148,4265.38
0.000336362,nan,14449.2,13.531,50000,3187452.10256,nan,3467.62130747,100,144,803780.0,3467.62130747,3.85802e-05,347.222222222,8.53823e-30,5.6938363704,5.5784e-25,2.52062,3187452.10256,0.4,3.16992e-09,3467.62130747,1,21.976,4293.55
0.000368713,nan,14083.0,24.8749,50000,3099041.16158,nan,3466.81930617,100,144,804448.0,3466.81930617,3.85803e-05,347.222222222,6.38623e-30,3.95122321716,4.83275e-25,2.91954,3099041.16158,0.4,4.34373e-09,3466.81930617,1,27.9022,4241.5
0.000469171,nan,19293.7,141.016,50000,3864868.6268,nan,2681.70355757,100,186,734772.0,2681.70355757,2.98686e-05,268.817204301,,4.89490757622,,5.17817,3864868.6268,0.4,4.69185e-09,2681.70355757,1,81.338,4222.62
0.000351627,nan,15144.6,47.2868,50000,3025511.12773,nan,3199.29160436,100,156,781228.0,3199.29160436,3.56125e-05,320.512820513,,3.12780539953,,3.6672,3025511.12773,0.4,4.45939e-09,3199.29160436,1,36.2088,4216.95
0.000399962,nan,15781.3,33.0548,50000,3853998.2408,nan,3200.15286019,100,156,790500.0,3200.15286019,3.56125e-05,320.512820513,4.13611e-28,4.67324052501,3.65857e-23,3.15008,3853998.2408,0.4,4.2247e-09,3200.15286019,1,35.3784,4243.5
0.00158528,nan,19948.9,133.372,50000,4268277.25996,nan,2625.24324485,100,190,725086.0,2625.24324485,2.92398e-05,263.157894737,,4.48501270556,,4.88627,4268277.25996,0.4,4.77591e-09,2625.24324485,1,264.917,4245.21
0.00220612,nan,18107.0,173.429,50000,3658363.62587,nan,2681.01881833,100,186,736712.0,2681.01881833,2.98686e-05,268.817204301,,3.1671836142,,4.61976,3658363.62587,0.4,7.24959e-09,2681.01881833,1,341.22,4063.46
0.000269123,nan,9466.27,4.58355,50000,1492779.09823,nan,4095.67697382,100,122,845260.0,4095.67697382,4.55373e-05,409.836065574,1.0101e-14,3.97419923695,4.21275e-10,1.8992,1492779.09823,0.4,2.6351e-09,4095.67697382,1,11.2242,4304.52
0.000621169,nan,15741.5,74.2334,50000,3106767.26736,nan,3042.91086743,100,164,774042.0,3042.91086743,3.38753e-05,304.87804878,,5.58730558568,,4.21574,3106767.26736,0.4,4.79312e-09,3042.91086743,1,77.3037,4209.07
0.00028259,nan,13782.0,9.45905,50000,2779785.01716,nan,3727.1692074,100,134,812771.0,3727.1692074,4.14594e-05,373.134328358,8.65513e-21,4.2729549983,4.80243e-16,2.30044,2779785.01716,0.4,3.07236e-09,3727.1692074,1,15.6799,4304.5
0.000212147,nan,11817.8,2.31825,50000,2584888.28379,nan,4028.46915355,100,124,839227.0,4028.46915355,4.48029e-05,403.225806452,5.89514e-14,3.6881237156,2.10964e-09,1.60332,2584888.28379,0.4,1.81023e-09,4028.46915355,1,7.59192,4311.6
0.000493606,nan,12228.6,13.4738,50000,2169528.02027,nan,3726.38286736,100,134,810795.0,3726.38286736,4.14594e-05,373.134328358,3.74773e-27,6.94242623876,2.17512e-22,2.40623,2169528.02027,0.4,4e-09,3726.38286736,1,28.6481,4203.22
0.000654132,nan,14898.5,97.3206,50000,2471522.06787,nan,3240.51912734,100,154,764852.0,3240.51912734,3.6075e-05,324.675324675,1.17217e-32,4.04522652175,1.39244e-27,4.28539,2471522.06787,0.4,6.89664e-09,3240.51912734,1,77.7051,4095.3
0.000273653,nan,15330.2,12.7287,50000,3913327.80558,nan,3467.76794148,100,144,802291.0,3467.76794148,3.85802e-05,347.222222222,8.51619e-20,3.05215261227,5.39672e-15,2.44483,3913327.80558,0.4,3.16969e-09,3467.76794148,1,17.3414,4267.98
0.000416081,nan,14220.8,94.938,50000,2141613.22773,nan,3199.45329875,100,156,774078.0,3199.45329875,3.56125e-05,320.512820513,,2.57128294233,,4.50772,2141613.22773,0.4,5.9256e-09,3199.45329875,1,52.6662,4179.14
0.0964121,nan,18153.0,1.12112e+08,50000,3084011.40734,nan,2306.2730194,100,216,696441.0,2306.2730194,2.57202e-05,231.481481481,,9.9999894573,,176.151,3084011.40734,0.4,2.39018e-06,2306.2730194,1,660301.0,3916.03
0.00870064,nan,16709.8,960.3,50000,3095049.60066,nan,2834.14905149,100,176,743893.0,2834.14905149,3.15657e-05,284.090909091,7.12841e-42,9.65316032279,1.29334e-36,5.72731,3095049.60066,0.4,2.91699e-08,2834.14905149,1,1578.65,4134.73
0.0997999,nan,19273.3,1.62448e+11,50000,3432632.90027,nan,2286.698535,100,218,727080.0,2286.698535,2.54842e-05,229.357798165,,9.99999549985,,6447.81,3432632.90027,0.4,2.53765e-06,2286.698535,1,2.52506e+07,4177.1
0.000724606,nan,17946.6,690.419,50000,2375344.23642,nan,2516.90039343,100,198,721747.0,2516.90039343,2.80584e-05,252.525252525,,1.92659915738,,8.7658,2375344.23642,0.4,7.07382e-09,2516.90039343,1,226.376,4006.87
0.00535357,nan,19186.2,485.298,50000,4143058.07464,nan,2469.08070532,100,202,742297.0,2469.08070532,2.75028e-05,247.524752475,,8.90271233693,,5.63887,4143058.07464,0.4,1.15446e-08,2469.08070532,1,1097.64,4241.56
0.000628402,nan,15369.5,62.6763,50000,3183218.17188,nan,3158.1033282,100,158,766208.0,3158.1033282,3.51617e-05,316.455696203,,5.76126214172,,3.72418,3183218.17188,0.4,5.58706e-09,3158.1033282,1,66.5575,4138.25
0.0696626,nan,18462.0,1.68553e+10,50000,4472241.21119,nan,2598.21352119,100,192,765241.0,2598.21352119,2.89352e-05,260.416666667,,12.0000129346,,2841.43,4472241.21119,0.4,1.74789e-06,2598.21352119,1,6.84085e+06,4258.17
0.000815915,nan,19907.1,527.264,50000,3680271.89774,nan,2185.3883826,100,228,712395.0,2185.3883826,2.43665e-05,219.298245614,,4.6594824346,,7.06252,3680271.89774,0.4,6.27616e-09,2185.3883826,1,236.49,4073.09
