MinIWNorm,Itaration,ReturnMeanIW,EmpiricalD2,Weights,EpisodesSoFar,StdIW,EpRewMean,EpLenMean,Bound,MeanIW,MeanIWNorm,ESSRenyi,EpThisIter,InitialReturnStd,MinIW,TimeElapsed,ESSClassic,MaxIW,StdIWNorm,MaxIWNorm,InitialBound,InitialReturnMin,InitialReturnMax,InitialReturnMean,TimestepsSoFar
1.9000494e-06,15,73.67334,1236.3198,[ 0.099 -0.24   0.041 ... -0.241 -0.107 -0.095],1500,147.3465,5.905586785601363,500.0,68.90201,20.953106,0.20953105,0.08088522,100,3.6881242,0.00019000494,290.0301342010498,1.9820867,1420.9248,1.473465,14.209248,-0.13569802,-13.501793,9.055008,1.5258789e-07,750000
6.4238157e-09,16,172.51845,162005.16,[ 0.1   -0.243  0.041 ... -0.242 -0.115 -0.098],1600,631.7373,6.827450264779534,500.0,122.649185,63.650303,0.636503,0.0006172643,100,3.0049865,6.4238156e-07,308.6023600101471,1.0049433,6349.3535,6.3173714,63.493534,-0.123898774,-12.327817,6.2147865,4.5776366e-07,800000
3.111294e-07,17,6.210702,343.14734,[ 0.1   -0.244  0.041 ... -0.24  -0.147 -0.079],1700,23.782232,7.180918808289143,500.0,4.61887,2.9856277,0.02985628,0.29142,100,3.0150578,3.111294e-05,327.06389117240906,1.5515821,238.94867,0.23782232,2.3894866,-0.085932836,-8.550168,5.847261,-4.005432e-07,850000
2.4554886e-06,18,8.949249,233.71155,[ 0.1   -0.245  0.041 ... -0.245 -0.146 -0.062],1800,19.841753,7.71507392596448,500.0,7.462952,2.4618728,0.02461873,0.42787787,100,2.7949238,0.00024554887,343.57700753211975,1.5161293,199.27606,0.19841751,1.9927605,-0.097222306,-9.673489,6.4229445,-1.14440915e-07,900000
3.3326653e-08,19,351.33588,605862.6,[ 0.1   -0.245  0.04  ... -0.244 -0.136 -0.076],1900,1134.2832,9.619228690874147,500.0,305.53833,114.33288,1.1433288,0.00016505392,100,2.6289907,3.3326653e-06,361.00652527809143,1.005794,11400.283,11.3428335,114.00283,-0.058837388,-5.786572,5.85427,2.193451e-07,950000
2.9800743e-08,20,84.78083,42159.85,[ 0.1   -0.245  0.04  ... -0.24  -0.106 -0.074],2000,246.32643,10.710142501307383,500.0,63.81305,25.158592,0.25158587,0.002371925,100,2.6224523,2.9800744e-06,380.1812036037445,1.0323896,2475.8633,2.4632647,24.758633,-0.10211869,-10.160628,6.6582823,-5.8174135e-07,1000000
3.5574405e-07,21,20.7671,170.95976,[ 0.1   -0.245  0.04  ... -0.242 -0.124 -0.041],2100,47.18751,10.612363169207367,500.0,19.527412,6.6249156,0.066249155,0.584933,100,2.7104268,3.5574405e-05,398.87270522117615,1.9329898,456.39697,0.47187504,4.5639696,-0.094812095,-9.43371,5.662566,2.479553e-07,1050000
1.491198e-08,22,1785.6381,48408.01,[ 0.101 -0.247  0.04  ... -0.238 -0.141 -0.062],2200,3632.8125,11.523584897512169,500.0,1769.6202,365.25894,3.652589,0.0020657738,100,2.3944628,1.491198e-06,416.1079845428467,1.0008003,36511.29,36.328125,365.11288,-0.072801664,-5.5390997,7.243723,4.816055e-07,1100000
8.7830205e-09,23,180.5002,499097.88,[ 0.103 -0.252  0.039 ... -0.242 -0.16  -0.077],2300,953.7983,12.892159743151645,500.0,136.28568,96.62436,0.9662437,0.00020036151,100,2.46872,8.7830205e-07,437.04439187049866,1.0158415,9586.607,9.537983,95.86607,-0.062585,-6.227155,5.91525,2.0980835e-07,1150000
3.333533e-10,24,373.72565,80810.016,[ 0.101 -0.251  0.04  ... -0.242 -0.15  -0.075],2400,671.64307,15.351773261468379,500.0,354.1826,68.97755,0.6897754,0.0012374704,100,2.456099,3.333533e-08,457.30894470214844,1.0437146,6751.224,6.7164307,67.51224,-0.06874717,-6.8403416,5.514717,8.5830686e-07,1200000
8.808625e-10,25,3603.4512,3065784.2,[ 0.099 -0.252  0.039 ... -0.242 -0.176 -0.076],2500,8951.664,17.380545647427418,500.0,3481.547,899.72925,8.9972925,3.261808e-05,100,2.7719178,8.808625e-08,474.19396328926086,1.000117,89967.664,89.516624,899.67664,-0.06962319,-6.92731,5.8150253,-1.1062622e-06,1250000
9.482659e-08,26,375.40833,2674.093,[ 0.099 -0.251  0.039 ... -0.243 -0.172 -0.1  ],2600,822.77545,18.75343141622778,500.0,372.07516,83.25157,0.83251554,0.037395857,100,2.7050226,9.482659e-06,493.0242884159088,1.013441,8269.714,8.227754,82.697136,-0.06445451,-6.413334,5.977272,1.9073486e-06,1300000
2.460248e-07,27,158.21783,2540.531,[ 0.097 -0.249  0.04  ... -0.241 -0.198 -0.132],2700,226.79317,20.45405662642597,500.0,154.69878,23.20727,0.2320727,0.03936185,100,2.7915282,2.4602481e-05,512.3393411636353,1.0362494,2279.626,2.2679315,22.796259,-0.069816716,-5.4860497,6.946747,7.2479247e-07,1350000
1.03568e-11,28,14465.384,144213400.0,[ 0.098 -0.25   0.04  ... -0.242 -0.233 -0.117],2800,28783.299,21.807870106543717,500.0,13217.055,2892.868,28.928679,6.934168e-07,100,2.9480193,1.03568e-09,531.8308079242706,1.0000257,289283.06,287.83298,2892.8306,-0.103949115,-10.342941,5.0004234,1.335144e-06,1400000
1.5488034e-08,29,2112.9685,1517117.0,[ 0.097 -0.251  0.04  ... -0.237 -0.214 -0.164],2900,2952.664,22.97996443526891,500.0,2024.8119,297.29007,2.9729006,6.591449e-05,100,2.453475,1.5488034e-06,551.31134557724,1.0035806,29675.912,29.526636,296.75912,-0.07157105,-5.2838593,7.1213646,1.335144e-06,1450000
5.0205257e-10,30,12039.35,252707180.0,[ 0.099 -0.255  0.041 ... -0.234 -0.166 -0.171],3000,30158.816,24.107210601245242,500.0,10739.6875,3031.5234,30.31523,3.9571492e-07,100,3.1356359,5.020526e-08,569.049117565155,1.0002931,303107.94,301.58817,3031.0793,-0.08175796,-8.134658,6.344555,-1.6021728e-06,1500000
8.127889e-12,31,43885.71,1359517600.0,[ 0.097 -0.25   0.042 ... -0.238 -0.142 -0.176],3100,119445.914,26.472685882187296,500.0,41025.04,12004.817,120.04817,7.3555505e-08,100,2.5828688,8.1278895e-10,588.0808529853821,1.000009,1200476.4,1194.4591,12004.764,-0.07758343,-7.7195683,7.1997166,1.1444092e-06,1550000
2.1162152e-11,32,2359.596,15408594.0,[ 0.095 -0.249  0.043 ... -0.239 -0.142 -0.195],3200,9240.646,30.505985718932493,500.0,2054.4216,933.82135,9.338212,6.489885e-06,100,2.9135394,2.1162152e-09,609.7736041545868,1.0109046,92875.96,92.40646,928.7596,-0.07774556,-7.735426,6.9900494,-1.5830993e-06,1600000
3.0695435e-09,33,588.77136,485204.3,[ 0.097 -0.248  0.044 ... -0.238 -0.152 -0.182],3300,912.5184,32.667295635024736,500.0,509.068,92.204025,0.9220402,0.00020609875,100,3.9706357,3.0695435e-07,631.6439783573151,1.0106597,9171.582,9.125183,91.71582,-0.11442169,-11.384974,7.80373,1.6975403e-06,1650000
4.028112e-12,34,8419.163,39464344.0,[ 0.1   -0.25   0.044 ... -0.243 -0.174 -0.188],3400,74937.63,35.65842042786448,500.0,7830.748,7531.5996,75.315994,2.533933e-06,100,3.004141,4.0281123e-10,650.4156329631805,1.0000226,753151.4,749.376,7531.5137,-0.09366197,-9.319635,6.38081,3.8337707e-06,1700000
3.2637189e-09,35,686.0207,4031.7515,[ 0.102 -0.247  0.044 ... -0.247 -0.166 -0.215],3500,830.1428,38.31007041930595,500.0,680.77484,83.63264,0.83632624,0.024803117,100,3.0776174,3.263719e-07,671.1820321083069,1.004755,8343.449,8.301429,83.434494,-0.082616635,-6.7023487,8.220276,2.861023e-07,1750000
8.0862406e-10,36,17780.977,1797795.9,[ 0.105 -0.249  0.044 ... -0.246 -0.191 -0.249],3600,24499.678,39.709010666143975,500.0,17602.006,2462.4924,24.624922,5.5623666e-05,100,4.423709,8.086241e-08,690.4873323440552,1.0001465,246231.22,244.99678,2462.312,-0.13347611,-13.281029,8.687038,3.2806397e-06,1800000
2.4425573e-13,37,40011.152,62807700.0,[ 0.101 -0.253  0.043 ... -0.244 -0.198 -0.263],3700,52317.1,39.40821497292069,500.0,38136.812,5258.8887,52.588886,1.5921614e-06,100,5.145628,2.4425573e-11,710.2052235603333,1.0003098,525807.44,523.17096,5258.074,-0.23650599,-23.53205,9.229534,1.9073486e-08,1850000
2.715563e-12,38,24241.707,216918140.0,[ 0.102 -0.253  0.044 ... -0.242 -0.205 -0.321],3800,29690.861,41.224212689474996,500.0,22082.152,2984.0845,29.840843,4.610034e-07,100,5.027193,2.715563e-10,731.0589854717255,1.0000268,298404.44,296.9086,2984.0442,-0.14662804,-14.589289,10.991535,-1.5258789e-07,1900000
1.4911311e-08,39,304.615,139586.05,[ 0.102 -0.252  0.044 ... -0.242 -0.204 -0.331],3900,498.16907,41.212016880051024,500.0,259.8009,50.165417,0.5016541,0.000716404,100,4.3434095,1.4911311e-06,752.2687375545502,1.0038608,5006.884,4.981691,50.068836,-0.119949006,-11.934687,9.662994,-8.392334e-07,1950000
6.5786704e-10,40,104386.48,1722369.0,[ 0.102 -0.255  0.042 ... -0.244 -0.188 -0.345],4000,95253.52,41.74508070614706,500.0,104209.0,9573.536,95.73535,5.805957e-05,100,4.6797576,6.578671e-08,771.2792246341705,1.0000407,957334.2,952.5353,9573.342,-0.13523415,-13.455418,10.903862,-2.1362305e-06,2000000
5.0759336e-12,41,125187.664,3718061800.0,[ 0.1   -0.254  0.044 ... -0.248 -0.22  -0.388],4100,187439.2,45.935106853457135,500.0,118352.92,18838.36,188.38358,2.6895734e-08,100,4.3781343,5.0759336e-10,792.3324084281921,1.0000011,1883834.9,1874.3918,18838.348,-0.11209078,-11.152737,9.063465,-1.5640259e-06,2050000
7.9558395e-09,42,2088.9597,1011599.8,[ 0.1   -0.251  0.042 ... -0.241 -0.222 -0.396],4200,4231.7397,47.1218407577748,500.0,1958.5421,426.43488,4.2643485,9.885332e-05,100,3.8912365,7.9558396e-07,815.0909717082977,1.0052631,42531.61,42.317394,425.31607,-0.12966791,-12.901779,9.779568,-1.5258789e-07,2100000
4.5055086e-07,43,37.86431,691.3795,[ 0.1   -0.251  0.044 ... -0.242 -0.222 -0.378],4300,52.265385,47.707589872782506,500.0,33.57628,5.8587103,0.058587085,0.14463836,100,4.7026105,4.5055087e-05,834.6901590824127,1.2409456,525.53046,0.5226538,5.2553043,-0.16307785,-16.22622,9.617065,1.7547608e-06,2150000
3.5740432e-12,44,106826.95,1062632000.0,[ 0.101 -0.25   0.045 ... -0.241 -0.226 -0.381],4400,154414.66,47.58268744950774,500.0,102039.22,15519.291,155.19292,9.410596e-08,100,4.7269278,3.5740433e-10,852.0529985427856,1.000005,1551925.2,1544.1458,15519.252,-0.14687532,-14.613575,9.899403,-3.3950805e-06,2200000
1.3564892e-08,45,157.08502,85816.54,[ 0.108 -0.252  0.045 ... -0.24  -0.282 -0.401],4500,301.77054,50.66410044656075,500.0,111.6042,30.727716,0.30727714,0.0011652765,100,5.213788,1.3564893e-06,873.3631436824799,1.0261885,3033.1758,3.0177057,30.331757,-0.155254,-15.447578,8.55862,-7.6293944e-08,2250000
4.658767e-09,46,13686.037,4495362.0,[ 0.106 -0.253  0.044 ... -0.239 -0.278 -0.4  ],4600,31870.355,51.030463219158364,500.0,13393.507,3203.1274,32.031273,2.2245149e-05,100,4.959307,4.6587672e-07,893.3237595558167,1.0000223,320309.2,318.70358,3203.0918,-0.1379726,-13.727955,9.506416,-1.5258789e-06,2300000
5.043082e-09,47,713.78516,37399.133,[ 0.103 -0.257  0.041 ... -0.242 -0.27  -0.356],4700,927.72205,52.134426455035715,500.0,690.7193,93.43943,0.9343946,0.0026738588,100,4.7992625,5.043082e-07,913.7653357982635,1.0042484,9324.155,9.277221,93.241554,-0.11927544,-11.867416,10.085598,-3.3950805e-06,2350000
1.2160883e-08,48,2213.3953,331605.6,[ 0.105 -0.253  0.041 ... -0.245 -0.263 -0.356],4800,3882.8354,51.707366097239436,500.0,2164.4272,390.4556,3.904555,0.00030156306,100,3.328379,1.2160883e-06,933.4113421440125,1.0010959,39024.176,38.828365,390.24176,-0.085035905,-8.460968,7.7803345,3.8146972e-08,2400000
7.925381e-09,49,55665.973,238212.4,[ 0.105 -0.254  0.039 ... -0.251 -0.257 -0.362],4900,113069.23,53.289230510023366,500.0,55603.23,11364.9,113.649025,0.00041979342,100,4.587506,7.925382e-07,953.9646747112274,1.0001763,1136389.9,1130.6927,11363.898,-0.128554,-12.790962,9.84845,,2450000
