InitialReturnMin,EpThisIter,MinIW,StdIW,EpLenMean,TimestepsSoFar,TimeElapsed,InitialReturnMax,ESSRenyi,Bound,EpisodesSoFar,EpRewMean,MinIWNorm,Weights,MeanIWNorm,MaxIW,MeanIW,InitialReturnMean,ESSClassic,MaxIWNorm,InitialBound,StdIWNorm,Iteration,InitialReturnStd,EmpiricalD2,ReturnMeanIW
-6.2791824,10,0.032251522,0.93453246,500.0,5000,1.5299339294433594,5.09811,2.4198713,2.488007,10,-53.240884201093124,0.0032251521,[ 0.099 -0.24   0.048 ...  0.096  0.329  0.   ],0.08832939,2.99746,0.8832939,,4.718357,0.299746,-0.19956546,0.09345325,1,3.5754664,4.132451,2.8936925
