Bound,MaxIW,ESSRenyi,InitialReturnMax,MinIW,StdIW,Weights,EmpiricalD2,InitialReturnMean,Itaration,EpLenMean,InitialBound,MeanIWNorm,EpisodesSoFar,TimestepsSoFar,MeanIW,MinIWNorm,ReturnMeanIW,EpRewMean,InitialReturnStd,StdIWNorm,EpThisIter,MaxIWNorm,ESSClassic,InitialReturnMin,TimeElapsed
2.488007,2.99746,2.4198713,5.09811,0.032251522,0.93453246,[ 0.099 -0.24   0.048 ...  0.096  0.329  0.   ],4.132451,,1,500.0,-0.19956546,0.08832939,10,5000,0.8832939,0.0032251521,2.8936925,-53.240884201093124,3.5754664,0.09345325,10,0.299746,4.718357,-6.2791824,1.9197180271148682
