InitialBound,MinIWNorm,ReturnMeanIW,TimeElapsed,ESSClassic,Weights,StdIW,Bound,StdIWNorm,MinIW,EpThisIter,TimestepsSoFar,InitialReturnMean,InitialReturnMin,InitialReturnStd,MeanIWNorm,EpLenMean,ESSRenyi,MaxIW,MaxIWNorm,EmpiricalD2,MeanIW,EpisodesSoFar,Itaration,EpRewMean,InitialReturnMax
-0.1192195,1.377785e-12,5179.7983,11.753719806671143,1.000183,[ 0.094 -0.228  0.046 ... -0.2    0.     0.   ],6633.924,4735.668,66.33924,1.3777851e-10,100,50000,-6.1035155e-07,-7.7769375,3.5923145,6.66796,500.0,7.2056e-06,66673.51,666.73505,13878095.0,666.7961,100,1,-14.202646895496008,11.862137
-0.13251904,2.9718963e-09,3356.189,31.174650192260742,1.0035847,[ 0.094 -0.231  0.044 ... -0.206 -0.056  0.016],2531.3374,3211.3955,25.313372,2.9718964e-07,100,100000,-9.3460085e-07,-7.186837,4.6288576,2.5486915,500.0,8.376299e-05,25441.34,254.41339,1193844.6,254.86913,200,2,-10.597715265271429,13.185387
-0.18408474,6.8892873e-06,108.52173,53.18202304840088,1.3888795,[ 0.095 -0.234  0.043 ... -0.206 -0.076  0.061],56.815086,106.35071,0.5681509,0.00068892876,100,150000,3.8146973e-07,-7.897663,4.601508,0.06742686,500.0,0.7189671,571.23474,5.7123475,139.08842,6.7426867,300,3,-9.335835991912711,18.316242
