Weights,TimeElapsed,EmpiricalD2,MeanIW,ESSRenyi,MaxIWNorm,EpThisIter,MinIW,InitialBound,TotalTime,PolicyRatio,MeanIWNorm,PolicyTime,InitialReturnMin,TimestepsSoFar,Iteration,EpRewMean,StdIW,InitialReturnMax,InitialReturnStd,Bound,EpLenMean,MinIWNorm,MaxIW,EnvTime,EnvRatio,EpisodesSoFar,StdIWNorm,InitialReturnMean,ReturnMeanIW,ESSClassic
[ 0.099 -0.24   0.048 ...  0.096  0.329  0.   ],1.5614430904388428,4.133621,0.8832758,2.4191864,0.29976398,10,0.032236177,-0.19956549,2.7131357192993164,0.9081285508355393,0.08832757,2.4638760089874268,-6.2791824,5000,1,-53.240884201093124,0.9345971,5.09811,3.5754666,2.488059,500.0,0.0032236178,2.9976397,0.20371699333190918,0.07508544149959454,10,0.09345971,,2.893802,4.7179103
