EpThisIter,EpisodesSoFar,Iteration,MaxIWNorm,MinIW,EnvTime,Bound,MaxIW,ESSClassic,TimestepsSoFar,EpRewMean,StdIWNorm,EpLenMean,InitialBound,PolicyRatio,MeanIW,TimeElapsed,MeanIWNorm,ReturnMeanIW,InitialReturnMax,InitialReturnMean,EnvRatio,InitialReturnMin,TotalTime,PolicyTime,Weights,StdIW,EmpiricalD2,MinIWNorm,ESSRenyi,InitialReturnStd
100,100,1,29.42226,1.5598779e-06,36.87765049934387,208.47902,2942.226,1.083402,50000,-0.3515907766726942,2.9273136,500.0,-0.124708146,0.37471566961789554,30.635815,6.879147052764893,0.3063581,245.74255,11.167798,3.8146972e-08,0.6164730184322734,-12.408313,59.820380449295044,22.41563391685486,[-0.102 -0.041  0.084 ...  0.019  0.     0.   ],292.73138,89284.87,1.559878e-08,0.0011200106,5.1536884
100,200,2,344.03918,2.0968932e-07,38.261329889297485,2454.988,34403.918,1.0002184,100000,0.5301962416239074,34.231426,500.0,-0.08569009,0.36457403125336485,344.07675,16.512553453445435,3.4407675,2638.811,7.881838,2.8610229e-08,0.626434967820034,-8.52606,61.07789611816406,22.267414808273315,[-0.102 -0.041  0.084 ...  0.017  0.027 -0.021],3423.1428,4601907.5,2.096893e-09,2.173012e-05,4.0192394
100,300,3,727.0131,1.2251628e-07,35.88036918640137,3589.3901,72701.31,1.0003039,150000,1.053498874945561,72.336784,500.0,-0.11717228,0.37160330763747834,727.1236,25.418976545333862,7.2712345,3731.0833,11.658494,1.4305114e-08,0.6194132860403359,-9.438676,57.926379680633545,21.525634288787842,[-0.102 -0.04   0.082 ...  0.016  0.067 -0.051],7233.6787,1462340.0,1.2251629e-09,6.8383546e-05,3.6999094
100,400,4,64.40496,6.6318523e-07,36.04205942153931,482.6949,6440.4966,1.0864582,200000,2.523179637126459,6.4075904,500.0,-0.11208048,0.3711258953251031,67.154236,34.26236081123352,0.67154235,561.44696,11.151867,9.536743e-08,0.619833352220922,-8.780542,58.14798331260681,21.580222368240356,[-0.102 -0.039  0.08  ...  0.018  0.046 -0.055],640.75903,493700.8,6.6318524e-09,0.00020255182,4.2944202
100,500,5,42.98265,1.8710342e-06,35.952460050582886,163.53813,4298.265,1.0167067,250000,1.8652045722464061,4.2763925,500.0,-0.12090641,0.3706783392306619,43.340553,42.945940256118774,0.43340552,194.61192,12.030034,-3.8146972e-08,0.6203200937978006,-9.169609,57.957916259765625,21.483744144439697,[-0.104 -0.039  0.08  ...  0.014  0.035 -0.052],427.63928,66052.6,1.8710342e-08,0.0015139449,4.210039
100,600,6,1350.5616,2.187885e-09,36.367743730545044,11362.989,135056.17,1.0005153,300000,2.0973790916386856,134.37883,500.0,-0.104857266,0.3714653685916015,1350.9097,51.55213952064514,13.509097,12112.655,9.727728,2.682209e-07,0.6194499934918863,-10.433197,58.70973300933838,21.808632612228394,[-0.103 -0.04   0.082 ...  0.009  0.035 -0.076],13437.886,51113520.0,2.187885e-11,1.9564295e-06,4.4007964
100,700,7,8.143014,6.2661406e-05,36.317115783691406,41.81108,814.3014,1.080836,350000,3.6929870716841773,0.80994815,500.0,-0.108354114,0.36846495631439674,8.466364,60.44326114654541,0.08466364,47.045036,9.763908,5.7220458e-08,0.6224616364786613,-10.781109,58.34434390068054,21.497846126556396,[-0.1   -0.039  0.082 ...  0.009 -0.009 -0.047],80.99482,2333.2898,6.2661405e-07,0.04285794,4.773191
100,800,8,0.33972806,0.001387631,36.93310523033142,4.524885,33.972805,9.843475,400000,4.5340859523695,0.049009692,500.0,-0.13115463,0.36948321710927656,1.619413,68.47855401039124,0.01619413,5.1803484,13.049704,-2.5272368e-07,0.6214279510669529,-11.656254,59.432642459869385,21.95936393737793,[-0.102 -0.038  0.081 ...  0.009 -0.029 -0.02 ],4.900969,24.976439,1.387631e-05,4.003773,4.911375
100,900,9,144.4677,8.051471e-09,35.86190581321716,680.64557,14446.77,1.005378,450000,5.784701187678398,14.373983,500.0,-0.16484833,0.3689734121282941,144.85583,76.11702585220337,1.4485583,789.44574,7.424337,3.33786e-07,0.6220108429050367,-16.402237,57.654792070388794,21.273085355758667,[-0.102 -0.037  0.08  ...  0.009 -0.038 -0.028],1437.3984,435600.53,8.0514706e-11,0.00022956813,3.779511
100,1000,10,2.8560512,1.7539048e-06,36.36498713493347,12.933411,285.60513,1.8618556,500000,5.119450860716574,0.28908107,500.0,-0.14691475,0.3688829349497735,3.9817476,84.42286729812622,0.039817467,16.358187,8.776094,3.6239624e-07,0.621972352351481,-14.617863,58.46720838546753,21.56755542755127,[-0.098 -0.036  0.079 ...  0.009 -0.068 -0.05 ],28.908108,543.4152,1.7539048e-08,0.18402134,4.2214007
