InitialReturnMin,EpThisIter,StdIW,Bound,EpRewMean,TimeElapsed,ReturnMeanIW,MaxIW,EmpiricalD2,EpisodesSoFar,MeanIWNorm,TimestepsSoFar,MinIWNorm,InitialReturnMax,MinIW,MaxIWNorm,Weights,EpLenMean,StdIWNorm,InitialBound,InitialReturnStd,InitialReturnMean,ESSClassic,MeanIW,Iteration,ESSRenyi
-73.25229,100,2.8775387,92.668396,73.25229043186765,1.247117042541504,149.87012,28.950066,2.6565053,100,0.011051795,833,0.0012024796,286.55508,0.12024796,0.28950065,[ 0.098 -0.237  0.047 ...  0.096  0.329  0.   ],8.33,0.028775387,38.1566,57.06931,2.1362305e-06,12.854836,1.1051795,1,37.64344
-112.03354,100,1.3431712,110.54301,112.03353654146025,10.207999467849731,179.95142,10.868229,2.251337,200,0.008385953,2054,0.00029980583,377.6993,0.029980585,0.10868229,[ 0.104 -0.242  0.066 ...  0.12   0.372 -0.025],12.21,0.013431714,65.775,95.204895,-2.7465821e-06,28.047207,0.8385953,2,44.41805
-236.67496,100,1.8335587,229.25246,236.674961041823,19.4953396320343,370.51062,13.414864,2.5456803,300,0.011757154,4522,0.0004055724,722.87964,0.040557243,0.13414863,[ 0.106 -0.245  0.075 ...  0.127  0.393 -0.166],24.68,0.018335586,148.14064,175.3192,4.4250487e-06,29.136496,1.1757153,3,39.28223
-352.649,100,2.6122234,383.50616,352.6489863009516,29.579346656799316,519.22974,19.202353,3.563904,400,0.011472549,8150,0.000653684,587.01154,0.06536841,0.19202352,[ 0.107 -0.246  0.081 ...  0.135  0.414 -0.26 ],36.28,0.026122233,280.75507,211.4606,-3.6621093e-06,16.169643,1.147255,4,28.059116
-453.01733,100,0.94556147,375.5394,453.0173765037973,40.91779565811157,545.1757,5.0020676,1.7190436,500,0.009656805,12782,0.0015312154,1056.4033,0.15312155,0.050020676,[ 0.107 -0.245  0.079 ...  0.138  0.425 -0.338],46.32,0.009455614,323.6349,260.90558,4.547119e-05,51.052544,0.96568036,5,58.171883
-511.90472,100,2.08785,537.2984,521.8881942199602,49.984925508499146,719.7629,14.630911,3.1632562,600,0.012466052,18103,0.00033963635,837.6555,0.033963636,0.14630911,[ 0.105 -0.243  0.073 ...  0.139  0.427 -0.35 ],53.21,0.020878501,419.29675,229.7779,1.0986329e-05,26.280863,1.2466053,6,31.612995
-632.55383,100,1.3190705,585.92175,632.5538631525375,60.614588499069214,745.8651,9.860431,2.0730782,700,0.010900397,24531,0.00025039088,907.01135,0.025039088,0.09860431,[ 0.105 -0.243  0.072 ...  0.141  0.433 -0.453],64.28,0.013190704,521.4681,263.4754,3.234863e-05,40.57829,1.0900397,7,48.23745
-623.3837,100,5.079156,756.16437,633.3634462428793,70.63541769981384,1134.6328,46.57518,10.018177,800,0.015936848,30967,1.4895557e-05,976.3144,0.0014895557,0.4657518,[ 0.105 -0.243  0.072 ...  0.141  0.434 -0.493],64.36,0.050791554,513.7898,276.42023,-1.0070801e-05,8.962747,1.593685,8,9.981856
-700.3692,100,1.0355995,677.9781,710.3498350208055,82.38290929794312,789.58844,6.343682,1.6930258,900,0.011033106,38173,0.0006942092,629.17566,0.06942092,0.06343681,[ 0.105 -0.242  0.073 ...  0.143  0.442 -0.559],72.06,0.010355995,624.5725,217.1815,-1.8310548e-05,53.162525,1.1033107,9,59.065845
-734.34485,100,0.8500958,724.25806,734.3448142831218,92.14573526382446,840.6395,3.9601796,1.6744651,1000,0.011587715,45619,0.0004202607,655.30066,0.042026073,0.039601795,[ 0.106 -0.243  0.076 ...  0.146  0.45  -0.578],74.46,0.008500958,644.4063,222.59926,-3.90625e-05,65.01124,1.1587716,10,59.720566
-777.2339,100,12.04594,1709.6632,777.2339683597315,103.16665577888489,2757.8767,117.63041,119.66367,1100,0.023594612,53494,1.6598624e-05,782.3894,0.0016598625,1.1763041,[ 0.105 -0.242  0.074 ...  0.146  0.449 -0.627],78.75,0.12045941,681.41113,269.78024,7.446289e-05,3.694826,2.3594615,11,0.8356755
-748.84106,100,0.578153,655.4511,748.8411338139786,117.10342645645142,797.827,3.5363493,1.3229501,1200,0.01092829,61085,0.0017555106,1010.6926,0.17555106,0.03536349,[ 0.106 -0.242  0.077 ...  0.149  0.461 -0.618],75.91,0.00578153,625.057,251.52235,6.7749024e-05,78.13196,1.0928291,12,75.58864
-755.65533,100,0.40255857,640.06396,765.6365193938476,126.57063579559326,810.0914,2.8241007,1.1510209,1300,0.010493559,68844,0.0029855298,1293.9924,0.298553,0.028241007,[ 0.106 -0.242  0.077 ...  0.15   0.464 -0.631],77.59,0.0040255855,607.1554,260.68246,4.0283205e-05,87.171234,1.049356,13,86.879395
-380.34082,100,7.7958474,1171.0779,810.1306121919079,136.6302101612091,1743.5643,72.69205,18.40989,1400,0.020255871,77048,0.00013782151,1089.4165,0.013782151,0.7269204,[ 0.106 -0.242  0.077 ...  0.149  0.463 -0.651],82.04,0.07795847,676.7049,246.59227,-4.8828124e-06,6.3241587,2.025587,14,5.4318633
-824.03436,100,3.24068,821.588,824.03439834424,150.4659116268158,1031.7848,26.141474,3.672249,1500,0.015643405,85391,0.00087793614,895.60065,0.08779362,0.26141474,[ 0.106 -0.243  0.082 ...  0.151  0.464 -0.617],83.43,0.032406803,714.3461,269.25626,3.2958986e-05,18.89821,1.5643405,15,27.231268
-279.9303,100,1.0200622,820.80774,829.7280361196963,160.87454390525818,956.5233,5.7662215,1.9191593,1600,0.011802001,93791,0.0006071295,799.8867,0.06071295,0.057662215,[ 0.105 -0.239  0.078 ...  0.149  0.458 -0.582],84.0,0.0102006225,731.7623,215.50784,8.544922e-06,57.239777,1.1802001,16,52.106148
