InitialReturnMin,EpThisIter,StdIW,Bound,EpRewMean,TimeElapsed,ReturnMeanIW,MaxIW,EmpiricalD2,EpisodesSoFar,MeanIWNorm,TimestepsSoFar,MinIWNorm,InitialReturnMax,MinIW,MaxIWNorm,Weights,EpLenMean,StdIWNorm,InitialBound,InitialReturnStd,InitialReturnMean,ESSClassic,MeanIW,Iteration,ESSRenyi
-863.2213,100,1.1012374,769.8217,863.2213278386839,172.49226713180542,941.1279,9.2409725,1.5980821,1700,0.011124916,102526,0.0011204137,1106.4401,0.11204137,0.09240972,[ 0.106 -0.24   0.081 ...  0.151  0.463 -0.575],87.35,0.0110123735,727.71063,293.90643,1.15966795e-05,50.50838,1.1124917,17,62.57501
-816.2693,100,0.62598735,775.3478,826.2504472758972,183.37169814109802,896.2003,4.3621383,1.4613467,1800,0.010794848,110891,0.0014528575,653.43726,0.14528576,0.04362138,[ 0.106 -0.24   0.085 ...  0.153  0.466 -0.567],83.65,0.006259873,726.27826,255.08055,-3.234863e-05,74.83476,1.0794848,18,68.43003
-886.55426,100,0.6902008,787.98846,896.5358225390669,193.76251220703125,994.75854,4.279414,1.4075058,1900,0.011086286,119959,0.0016237953,1423.0394,0.16237953,0.042794142,[ 0.107 -0.24   0.085 ...  0.154  0.468 -0.581],90.68,0.006902008,722.24976,270.32632,4.760742e-05,72.06712,1.1086289,19,71.04767
-924.8471,100,0.8216827,867.61646,934.8270776779791,204.4394450187683,1011.20355,4.599137,1.5732493,2000,0.010740385,129410,0.0010148757,934.69745,0.10148758,0.04599137,[ 0.106 -0.24   0.085 ...  0.154  0.467 -0.607],94.51,0.008216827,820.35046,272.19843,-1.2207031e-05,63.08007,1.0740385,20,63.562714
-905.1449,100,0.79513514,823.6549,915.1264481571619,214.8716185092926,1011.8609,5.102618,1.5249066,2100,0.011310727,138664,0.0011257853,1244.4175,0.11257853,0.05102618,[ 0.106 -0.239  0.084 ...  0.154  0.468 -0.625],92.54,0.007951352,762.71704,271.2137,4.272461e-05,66.92552,1.1310726,21,65.57778
-927.6275,100,5.1563816,1421.9255,927.6274950191353,224.40729570388794,1994.5662,42.481472,25.40538,2200,0.016191538,148043,9.83762e-05,602.0158,0.00983762,0.4248147,[ 0.106 -0.238  0.084 ...  0.154  0.47  -0.635],93.79,0.051563814,814.0168,238.0437,-7.3242186e-06,8.975237,1.6191541,22,3.9361742
-622.0651,100,1.8420871,956.7438,931.9181485973069,237.99384784698486,1118.3193,15.890627,3.5752487,2300,0.011021521,157465,0.00011215826,697.713,0.0112158265,0.15890627,[ 0.106 -0.238  0.086 ...  0.157  0.477 -0.534],94.22,0.018420871,846.4661,210.71658,-6.1035156e-05,26.361387,1.1021521,23,27.970081
-999.4178,100,0.6921921,857.429,999.4178767942179,249.0005099773407,1066.6244,5.4676857,1.33166,2400,0.01093452,167562,0.0017799538,1480.1638,0.17799538,0.054676857,[ 0.106 -0.238  0.087 ...  0.159  0.484 -0.581],100.97,0.0069219205,818.1355,305.28967,9.765625e-05,71.39126,1.093452,24,75.09424
-1017.8094,100,0.523369,902.7195,1017.8094361299794,258.3925371170044,1075.3566,2.9689417,1.2481036,2500,0.011236741,177843,0.002683683,1261.7205,0.2683683,0.029689416,[ 0.106 -0.238  0.088 ...  0.16   0.485 -0.575],102.81,0.00523369,863.28076,339.43478,4.8828126e-05,82.17347,1.1236743,25,80.12155
-951.5508,100,0.4282312,871.70856,961.5335745817945,268.3519756793976,996.2524,2.3117518,1.142061,2600,0.010339525,187561,0.0032661434,608.15204,0.32661435,0.023117518,[ 0.106 -0.237  0.088 ...  0.16   0.487 -0.567],97.18,0.004282312,844.9928,243.62523,6.591797e-05,85.358025,1.0339525,26,87.561
