StdIW,MinIW,Bound,InitialBound,MinIWNorm,ESSRenyi,MaxIW,MeanIW,InitialReturnStd,InitialReturnMean,InitialReturnMin,TimestepsSoFar,MeanIWNorm,Iteration,EpisodesSoFar,MaxIWNorm,EpRewMean,TimeElapsed,EpLenMean,StdIWNorm,ReturnMeanIW,EmpiricalD2,InitialReturnMax,Weights,ESSClassic,EpThisIter
140.18326,0.0014732385,294.22055,-3.6534138,1.4732384e-05,0.89222956,1409.3918,14.811804,30.64531,2.2888183e-07,-109.60239,3256202,0.14811802,80,8000,14.093918,7.2417897633519885,1220.1292970180511,491.75,1.4018325,332.89822,112.07878,57.408142,[ 0.113 -0.238  0.112 ...  0.108  0.357 -0.232],1.1040839,100
1.1777289,0.06371468,4.49256,-3.9141355,0.0006371468,46.5487,7.945626,1.1696311,35.25898,3.0517577e-07,-117.42405,3304431,0.011696312,81,8100,0.079456255,7.258367265784324,1236.9116079807281,482.29,0.011777288,10.229523,2.1482878,65.13213,[ 0.113 -0.238  0.117 ...  0.108  0.359 -0.223],49.655033,100
1.529121,0.033551738,5.2951555,-3.7424307,0.00033551737,25.35276,7.0617867,1.0957961,39.17943,-7.6293944e-08,-112.27291,3352223,0.010957961,82,8200,0.07061786,-1.078724886379501,1251.0092465877533,477.92,0.015291209,12.727761,3.9443436,67.34646,[ 0.113 -0.238  0.116 ...  0.108  0.359 -0.224],33.9298,100
87.322716,6.483105e-08,82.992615,-3.9973137,6.4831046e-10,0.076548904,876.95935,9.646402,27.570328,-4.5776366e-07,-119.919395,3401570,0.09646402,83,8300,8.769593,4.743041595715713,1264.8201599121094,493.47,0.8732271,227.4696,1306.3544,74.27734,[ 0.112 -0.238  0.115 ...  0.107  0.359 -0.22 ],1.2056148,100
20.34293,0.0013813172,35.50538,-3.9118845,1.3813171e-05,2.0322738,190.45172,3.3299782,44.87865,-7.6293946e-07,-117.3565,3448205,0.033299785,84,8400,1.9045172,-3.9530120159283144,1280.4217743873596,466.35,0.20342927,62.946056,49.205967,63.04361,[ 0.113 -0.238  0.116 ...  0.108  0.36  -0.229],2.6095886,100
8.732358,0.009446948,39.304596,-4.259783,9.446948e-05,5.7862864,87.29062,1.6612525,43.435146,9.155273e-07,-127.79349,3496088,0.016612524,85,8500,0.87290615,2.828392043441257,1295.1288259029388,478.83,0.087323576,57.01333,17.282242,85.94032,[ 0.113 -0.238  0.115 ...  0.107  0.358 -0.231],3.4927547,100
0.89269626,0.16072945,3.5650997,-3.9509041,0.0016072945,65.704185,5.6960316,1.0615691,44.777836,3.0517577e-07,-118.52709,3542749,0.01061569,86,8600,0.056960315,-1.2266397568036398,1309.773499250412,466.61,0.008926962,8.4392605,1.521973,61.045006,[ 0.113 -0.237  0.114 ...  0.106  0.358 -0.242],58.5772,100
405.20517,1.8854906e-05,434.9853,-3.66329,1.8854905e-07,0.028205806,4073.383,42.077374,50.511383,7.6293946e-07,-109.898705,3587688,0.42077366,87,8700,40.73383,-4.997406064552556,1323.261801958084,449.39,4.0520515,653.1086,3545.3694,82.78101,[ 0.112 -0.237  0.112 ...  0.106  0.357 -0.24 ],1.0668153,100
7.2667747,0.0016526275,15.995597,-4.31534,1.6526274e-05,7.750106,72.73008,1.5010065,35.46979,9.155273e-07,-129.46022,3636116,0.015010066,88,8800,0.72730076,5.658402993668579,1341.0784320831299,484.28,0.07266774,31.496653,12.903049,49.6296,[ 0.111 -0.237  0.111 ...  0.107  0.357 -0.243],4.092009,100
0.4866093,0.2747711,-1.3112264,-3.9331408,0.0027477108,76.536736,2.8192801,1.0173768,28.775038,4.386902e-07,-117.994225,3685235,0.010173767,89,8900,0.028192801,4.238793037616254,1355.8023805618286,491.19,0.004866093,3.1845484,1.3065622,52.1062,[ 0.112 -0.237  0.113 ...  0.107  0.356 -0.248],81.38226,100
2.7216873,0.029827006,12.526021,-3.7278244,0.00029827005,24.632933,22.992153,1.2224927,29.46963,3.0517577e-07,-111.834724,3734087,0.012224927,90,9000,0.22992152,2.929364944444602,1369.5965521335602,488.52,0.027216872,20.037014,4.059606,69.98157,[ 0.112 -0.237  0.112 ...  0.107  0.356 -0.247],16.7881,100
4.361499,0.016339753,13.400943,-4.35756,0.00016339752,18.31349,37.506798,1.4451249,32.42753,-4.5776366e-07,-130.72679,3783291,0.014451249,91,9100,0.37506798,7.811564974390434,1384.4200720787048,492.04,0.043614987,23.583523,5.4604554,56.476414,[ 0.112 -0.237  0.113 ...  0.107  0.357 -0.239],9.892378,100
21.684767,0.0004976319,73.44049,-4.227867,4.976319e-06,1.3664482,218.09476,2.9128644,38.947083,-1.5258789e-07,-126.83601,3830803,0.029128646,92,9200,2.1809475,2.2576702807210935,1399.7830684185028,475.12,0.21684766,109.60851,73.182434,72.32416,[ 0.112 -0.237  0.113 ...  0.107  0.357 -0.239],1.7724112,100
258.90308,3.4528828e-05,959.1907,-3.9306817,3.4528827e-07,0.014607393,2602.2554,26.213123,45.11305,-6.1035155e-07,-117.920425,3876940,0.2621312,93,9300,26.022552,2.683738342531638,1414.9978957176208,461.37,2.5890307,1284.4138,6845.8486,84.99945,[ 0.112 -0.237  0.109 ...  0.105  0.356 -0.235],1.0146911,100
0.56106,0.10565595,-0.1749835,-4.490691,0.0010565595,76.47152,3.237309,0.9734178,32.819218,-7.6293946e-07,-134.7207,3925553,0.009734179,94,9400,0.03237309,7.3814879786612355,1432.929176568985,486.13,0.0056105996,4.9602857,1.3076764,46.83312,[ 0.112 -0.237  0.112 ...  0.107  0.356 -0.27 ],75.06293,100
1.0708684,0.0878057,3.45088,-3.8559222,0.00087805704,56.53551,9.21109,1.0341139,33.05368,-4.959106e-07,-115.67766,3974666,0.010341139,95,9500,0.0921109,7.312568669209067,1446.7584145069122,491.13,0.010708685,8.579111,1.7687998,60.525223,[ 0.111 -0.237  0.112 ...  0.107  0.357 -0.276],48.25446,100
7.4947724,0.0014506623,11.950882,-4.080408,1.4506622e-05,3.1148014,74.92469,1.4628257,25.29596,6.1035155e-07,-122.41226,4024141,0.014628257,96,9600,0.7492469,12.564022829356436,1461.2419157028198,494.75,0.07494773,35.07092,32.104774,54.471836,[ 0.111 -0.237  0.112 ...  0.107  0.357 -0.283],3.6697042,100
3.34689,0.022923602,14.594828,-3.7723918,0.00022923602,9.794266,28.066055,1.1031082,38.92823,9.155273e-07,-113.171776,4071880,0.011031083,97,9700,0.28066054,8.148618694950347,1475.350688457489,477.39,0.033468895,26.64882,10.210056,64.75423,[ 0.111 -0.236  0.11  ...  0.106  0.357 -0.282],9.7986555,100
395.76462,0.00013622701,524.8003,-4.3712187,1.36227e-06,0.05760789,3978.4163,41.191795,35.760468,5.340576e-07,-131.13657,4120290,0.41191798,98,9800,39.78416,10.203482646835543,1490.7411098480225,484.1,3.9576457,706.92194,1735.8734,67.618195,[ 0.111 -0.236  0.111 ...  0.106  0.356 -0.274],1.0716876,100
0.7965612,0.046050355,1.5835876,-4.00268,0.00046050354,50.12185,4.9033766,0.8571177,32.960884,1.04904174e-07,-120.08037,4169298,0.008571177,99,9900,0.049033765,9.645612618979696,1507.587818145752,490.08,0.007965611,7.237346,1.9951379,69.73716,[ 0.111 -0.236  0.113 ...  0.106  0.358 -0.264],53.65702,100
0.8433543,0.1178706,1.0261345,-3.9990718,0.001178706,52.993073,4.6576576,0.999504,25.993689,,-119.972145,4219088,0.00999504,100,10000,0.046576574,15.33396943606124,1521.4443781375885,497.9,0.008433543,6.519641,1.8870391,75.049934,[ 0.111 -0.236  0.115 ...  0.106  0.359 -0.27 ],58.412834,100
0.7402889,0.2414745,-0.38168716,-3.7045393,0.0024147448,67.610214,5.9253883,0.97647583,28.872086,1.2969971e-06,-111.136215,4268025,0.009764758,101,10100,0.059253883,11.37263569342771,1535.1673922538757,489.37,0.007402889,4.123659,1.4790665,71.06557,[ 0.111 -0.236  0.115 ...  0.106  0.359 -0.277],63.502125,100
1.3295993,0.043134704,3.7875745,-1.437776,0.00043134703,25.877958,7.0423417,0.9498697,18.001554,-7.6293946e-07,-41.25698,4318025,0.009498697,102,10200,0.07042342,16.998860352574365,1549.2130603790283,500.0,0.013295991,6.6139255,3.8642926,43.133263,[ 0.111 -0.236  0.115 ...  0.106  0.36  -0.275],33.791126,100
9.345338,0.004759896,30.117825,-4.2003045,4.759896e-05,6.2562833,88.8702,2.459074,33.76017,6.1035155e-07,-126.00914,4366737,0.02459074,103,10300,0.888702,6.310973234439151,1562.4824767112732,487.12,0.09345338,46.910606,15.983931,77.700874,[ 0.111 -0.236  0.115 ...  0.106  0.361 -0.281],6.475574,100
284.22623,4.2439824e-06,903.46564,-4.056287,4.2439822e-08,0.0049499576,2856.893,28.92369,32.324417,1.2207031e-06,-121.68861,4415568,0.2892369,104,10400,28.56893,9.761925583560247,1578.0810129642487,488.31,2.8422627,1480.0037,20202.193,68.97411,[ 0.11  -0.237  0.112 ...  0.104  0.361 -0.288],1.0249549,100
7.144617,0.00088318763,33.909996,-3.4507372,8.831877e-06,1.6029128,69.21119,1.3165464,24.551472,3.0517577e-07,-103.52212,4465362,0.013165463,105,10500,0.69211185,9.495875787653993,1597.3463513851166,497.94,0.071446165,61.165672,62.386425,70.774925,[ 0.112 -0.237  0.119 ...  0.103  0.362 -0.286],3.2840712,100
2.2799184,0.037369423,5.323778,-3.568962,0.00037369423,26.144035,17.33261,1.1917713,22.781643,1.8310546e-06,-107.0689,4515193,0.011917713,106,10600,0.17332609,18.412942627721502,1613.027043581009,498.31,0.022799185,12.303784,3.8249643,59.913017,[ 0.113 -0.238  0.122 ...  0.104  0.365 -0.288],21.460323,100
1.3057672,0.14190343,2.4933286,-2.6653411,0.0014190343,52.29333,7.3496127,1.2596061,22.87308,4.5776366e-07,-79.96024,4565142,0.012596061,107,10700,0.073496126,17.201084853755734,1627.0584173202515,499.49,0.013057671,6.179111,1.9122897,53.84535,[ 0.114 -0.238  0.124 ...  0.105  0.367 -0.281],48.201195,100
2166.811,1.8872552e-07,10647.919,-4.043924,1.8872552e-09,0.0001811809,21777.596,218.0994,27.349487,7.2479247e-07,-121.31772,4614392,2.180994,108,10800,217.77596,13.702768235932291,1641.0159723758698,492.5,21.668118,13652.243,551934.56,63.34086,[ 0.114 -0.238  0.125 ...  0.105  0.367 -0.293],1.002972,100
56.590134,9.66854e-05,156.3855,-4.0729837,9.668539e-07,0.1973615,568.493,6.541373,33.01557,,-122.18951,4662925,0.06541374,109,10900,5.68493,11.573277532142152,1659.6196627616882,485.33,0.56590134,248.06694,506.68445,69.78928,[ 0.115 -0.239  0.127 ...  0.108  0.371 -0.297],1.3185356,100
17416.246,6.7585496e-08,77916.484,-3.8526685,6.758549e-10,1.8726863e-05,175040.22,1750.7902,31.058598,-1.6784668e-06,-115.58001,4712229,17.5079,110,11000,1750.4021,15.625723247150482,1677.065279006958,493.04,174.16241,86819.336,5339922.5,67.28612,[ 0.115 -0.239  0.125 ...  0.108  0.371 -0.298],1.0004433,100
229.3592,3.9385806e-05,1166.0531,-3.935801,3.9385804e-07,0.040910512,2305.6816,24.017515,54.152344,6.1035155e-07,-118.07406,4756779,0.24017516,111,11100,23.056816,-8.257772907566734,1688.671082496643,445.5,2.2935922,1360.641,2444.3596,104.37733,[ 0.114 -0.238  0.123 ...  0.107  0.371 -0.301],1.0846447,100
2.3547966,0.06835141,6.3679094,-4.376004,0.0006835141,32.404125,21.770834,1.1236093,32.72273,1.3732911e-06,-131.28017,4805472,0.011236093,112,11200,0.21770833,13.902854931759032,1706.8079326152802,486.93,0.02354797,14.055279,3.0860267,58.48561,[ 0.115 -0.238  0.124 ...  0.109  0.371 -0.308],18.545511,100
6.491565,0.0030466486,23.22403,-4.158069,3.0466485e-05,6.65027,60.722813,1.5996327,44.32903,-3.8146973e-07,-124.74205,4852991,0.015996326,113,11300,0.6072281,12.852839815485336,1720.2242195606232,475.19,0.06491564,39.348,15.0369835,62.773533,[ 0.115 -0.238  0.125 ...  0.109  0.371 -0.3  ],5.724538,100
0.9698277,0.08754601,2.2101994,-4.4852443,0.0008754601,64.41207,6.673983,1.1612263,44.589237,-4.5776366e-07,-134.55733,4899996,0.011612263,114,11400,0.06673983,9.94425966289097,1735.2651615142822,470.05,0.009698276,7.798792,1.552504,54.246582,[ 0.115 -0.239  0.127 ...  0.11   0.373 -0.295],58.909542,100
20.6281,0.0017313443,72.90114,-4.0939903,1.7313443e-05,1.5881778,205.38051,3.1967058,44.689026,-2.4414062e-06,-122.81961,4947363,0.031967055,115,11500,2.053805,7.432392033848114,1749.016931295395,473.67,0.20628095,105.38719,62.96524,85.660774,[ 0.115 -0.238  0.128 ...  0.11   0.372 -0.304],2.3452039,100
1.1393429,0.07440809,2.4792938,-4.273261,0.0007440809,46.16991,7.364683,1.0675905,28.91079,-6.1035155e-07,-128.19781,4997027,0.010675904,116,11600,0.07364683,16.758504087381358,1764.0522446632385,496.64,0.01139343,8.768269,2.1659129,56.432648,[ 0.116 -0.239  0.13  ...  0.11   0.374 -0.309],46.752197,100
10.577854,0.010303903,10.400261,-3.6650872,0.000103039034,7.884314,106.23374,1.8648301,29.604347,2.2888183e-07,-109.95262,5046547,0.0186483,117,11700,1.0623374,14.366573432843204,1778.2703309059143,495.2,0.10577854,23.453022,12.683412,71.27048,[ 0.115 -0.238  0.13  ...  0.11   0.373 -0.31 ],3.0143313,100
1.7163173,0.037509147,0.9352331,-4.1102543,0.00037509148,31.12235,13.370127,1.0652705,34.5748,,-123.30759,5095746,0.010652705,118,11800,0.13370126,15.763412869151983,1792.7750754356384,491.99,0.01716317,8.30294,3.213125,64.91853,[ 0.116 -0.238  0.132 ...  0.111  0.374 -0.316],27.810038,100
507.67178,3.0208254e-05,138.59212,-2.9310803,3.0208253e-07,0.051227767,5102.6763,51.426876,26.012815,6.8664554e-07,-87.93242,5145655,0.5142687,119,11900,51.02676,17.86445300298901,1807.5095615386963,499.09,5.076718,268.0937,1952.0664,67.21167,[ 0.116 -0.238  0.132 ...  0.11   0.373 -0.318],1.0157348,100
458.45157,2.1132388e-05,1641.1963,-4.2973514,2.1132388e-07,0.02284039,4608.0376,46.57313,29.202822,2.4414062e-06,-128.92061,5194904,0.46573135,120,12000,46.080376,24.545126729005478,1824.616940498352,492.49,4.5845156,1925.5437,4378.209,49.06982,[ 0.115 -0.237  0.132 ...  0.11   0.372 -0.307],1.0214684,100
16.43457,0.004989934,69.60962,-2.8662884,4.989934e-05,1.2825527,165.0884,2.339935,28.763655,-3.0517577e-07,-85.98865,5244904,0.023399353,121,12100,1.6508839,16.65606545929881,1843.528199672699,500.0,0.1643457,94.919044,77.969505,63.602234,[ 0.116 -0.238  0.135 ...  0.11   0.374 -0.316],1.9868959,100
6113.5225,1.6377082e-07,17840.605,-2.3376231,1.6377082e-09,5.2276275e-05,61443.492,614.7106,25.104773,-9.155273e-07,-70.12867,5294904,6.147105,122,12200,614.43494,16.464650853053914,1859.625877380371,500.0,61.135223,21073.727,1912913.6,68.68112,[ 0.116 -0.238  0.134 ...  0.11   0.373 -0.306],1.0008973,100
163.56601,5.046051e-05,610.73083,-3.0838583,5.0460505e-07,0.15221225,1644.2095,17.56222,25.493786,3.0517577e-07,-92.51575,5344829,0.1756222,123,12300,16.442095,12.761485897172923,1880.4675092697144,499.25,1.6356602,689.77496,656.97736,50.66779,[ 0.117 -0.238  0.136 ...  0.111  0.374 -0.309],1.1397103,100
20.682253,6.421709e-05,77.35329,-4.120861,6.421709e-07,2.146283,204.49377,3.296233,30.988098,-1.5258789e-07,-123.62582,5394512,0.032962322,124,12400,2.0449376,14.979451543917921,1896.6917073726654,496.83,0.2068225,105.48165,46.592182,78.18392,[ 0.117 -0.24   0.138 ...  0.111  0.377 -0.292],2.4771175,100
43.337112,8.927086e-05,140.54594,-2.263666,8.927086e-07,0.55794644,434.99084,5.3033643,26.755161,-2.1362305e-06,-67.90992,5444512,0.053033628,125,12500,4.3499084,24.06706764049919,1912.9825150966644,500.0,0.43337116,170.85104,179.22867,61.949707,[ 0.117 -0.239  0.138 ...  0.111  0.376 -0.287],1.4754595,100
3.9709916,0.002819161,12.666738,-3.7329469,2.8191609e-05,6.944349,31.040527,1.724046,27.498198,1.5258789e-07,-111.98839,5494416,0.01724046,126,12600,0.31040525,22.34968226497883,1929.907015323639,499.04,0.039709914,26.83237,14.400198,61.122845,[ 0.119 -0.241  0.141 ...  0.112  0.38  -0.298],15.859974,100
1032.9113,5.1294533e-06,1159.4943,-2.8585763,5.129453e-08,0.0059614116,10382.125,105.10804,25.145014,3.8146973e-07,-85.75729,5544416,1.0510805,127,12700,103.82125,18.229219797763427,1944.4560737609863,500.0,10.329111,1529.7274,16774.55,50.601448,[ 0.119 -0.241  0.142 ...  0.112  0.381 -0.3  ],1.0248773,100
6.1010547,0.004299433,15.429568,-3.472026,4.299433e-05,4.8071156,58.53838,1.3693215,29.135933,1.0299683e-06,-104.1608,5594076,0.013693216,128,12800,0.5853838,14.771345108080036,1961.4791939258575,496.6,0.061010536,31.265396,20.802496,63.02051,[ 0.119 -0.241  0.142 ...  0.113  0.381 -0.283],4.795759,100
14.435472,0.0008791682,49.97586,-2.792,8.791682e-06,1.1950647,128.90732,3.236594,28.751427,-3.0517577e-07,-83.760025,5644076,0.03236594,129,12900,1.2890731,17.18353096074183,1976.1670656204224,500.0,0.1443547,75.5158,83.67748,64.96446,[ 0.119 -0.241  0.144 ...  0.113  0.381 -0.279],4.786447,100
2.4644144,0.009420798,8.210012,-2.1924853,9.420798e-05,15.976123,14.948555,1.2278886,27.281216,1.2207031e-06,-65.7746,5694076,0.012278886,130,13000,0.14948554,18.49643835994253,1991.974070072174,500.0,0.024644142,13.695324,6.259341,65.53449,[ 0.119 -0.24   0.142 ...  0.111  0.378 -0.276],19.887888,100
2.0638158,0.017918097,6.5018716,-2.216983,0.00017918096,16.414782,15.064864,1.1273751,26.943155,-3.0517577e-07,-66.509476,5743944,0.011273751,131,13100,0.15064864,20.708348945193197,2006.095537662506,498.68,0.020638159,11.973854,6.09207,52.30813,[ 0.119 -0.241  0.142 ...  0.111  0.379 -0.278],22.98198,100
4.7696986,0.012130272,25.579065,-2.277794,0.00012130271,9.113915,40.289932,1.4107286,27.053986,-1.1062622e-06,-68.3338,5793944,0.014107287,132,13200,0.40289932,18.052241167865507,2020.0425276756287,500.0,0.04769698,33.12411,10.972233,64.983475,[ 0.119 -0.241  0.142 ...  0.112  0.38  -0.274],8.044223,100
10.622635,0.0034026043,12.401642,-2.781143,3.402604e-05,3.7893233,95.13264,2.0500202,26.678028,-4.5776366e-07,-83.43428,5843944,0.020500202,133,13300,0.9513264,20.078977959562458,2034.686767578125,500.0,0.10622634,26.688688,26.389936,54.109955,[ 0.12  -0.242  0.145 ...  0.112  0.382 -0.264],3.590633,100
2.0087204,0.029149655,7.1425343,-2.1259441,0.00029149654,41.71674,18.672703,1.0521713,24.52801,-2.0599366e-06,-63.778267,5893944,0.010521715,134,13400,0.18672702,20.34333625516078,2049.115286588669,500.0,0.020087205,10.434052,2.3971193,59.02704,[ 0.12  -0.242  0.145 ...  0.112  0.382 -0.261],21.529749,100
614.8849,3.955038e-06,852.1574,-2.059918,3.9550383e-08,0.0034442812,6180.1177,62.096676,28.750381,-1.5258789e-07,-59.800297,5943944,0.6209667,135,13500,61.801174,14.762669370660113,2063.2122242450714,500.0,6.148848,1203.1522,29033.635,61.79755,[ 0.121 -0.242  0.147 ...  0.113  0.385 -0.268],1.0095835,100
3.2826276,0.008446114,6.2713003,-2.9523146,8.446114e-05,12.014866,22.085686,1.4793527,29.433388,1.7547608e-06,-88.56947,5993944,0.014793527,136,13600,0.22085685,16.460264226797747,2081.576341867447,500.0,0.032826275,14.788628,8.323023,79.27606,[ 0.123 -0.243  0.154 ...  0.114  0.389 -0.272],16.881077,100
7.4076276,0.0066264793,26.21905,-3.5708005,6.6264794e-05,4.410082,73.44206,1.5222985,34.57491,-5.7220458e-08,-107.12401,6043944,0.015222983,137,13700,0.7344206,9.435215095782121,2095.703908443451,500.0,0.07407627,43.222702,22.675316,74.84819,[ 0.123 -0.243  0.155 ...  0.114  0.389 -0.273],4.0520706,100
215.77025,4.0460174e-05,984.6558,-2.5385082,4.0460174e-07,0.26774642,2169.144,22.368095,29.083902,-6.1035155e-07,-75.600845,6093944,0.2236809,138,13800,21.69144,14.236430218798933,2111.1266510486603,500.0,2.1577024,1033.7146,373.4877,76.15523,[ 0.122 -0.243  0.153 ...  0.114  0.388 -0.276],1.063243,100
60.81683,0.00038623592,66.94809,-2.6025436,3.862359e-06,0.25699088,611.4455,6.569461,28.175472,3.0517577e-07,-78.07628,6143944,0.06569461,139,13900,6.1144547,15.703222283208115,2128.451526403427,500.0,0.6081683,118.2861,389.11887,56.673622,[ 0.124 -0.244  0.156 ...  0.115  0.391 -0.278],1.1533836,100
11.904389,0.0029543033,20.00911,-2.6867337,2.9543033e-05,3.4276736,118.654686,1.8704193,26.906282,-3.0517577e-07,-80.60199,6193944,0.018704187,140,14000,1.1865468,22.196471615973643,2144.1514961719513,500.0,0.119043894,34.521027,29.174307,77.23471,[ 0.124 -0.244  0.155 ...  0.114  0.389 -0.281],2.4091985,100
1.1038698,0.05552107,1.1170979,-2.4975457,0.0005552107,43.649746,8.078124,1.034273,23.549686,1.8310546e-06,-54.976074,6243944,0.010342729,141,14100,0.08078124,20.927841243853692,2158.378491640091,500.0,0.011038696,4.8973684,2.2909641,74.92642,[ 0.124 -0.245  0.155 ...  0.113  0.389 -0.276],46.748436,100
131.88124,3.5574747e-05,31.487648,-2.797093,3.5574746e-07,0.5496775,1324.5808,14.998241,24.762877,-3.0517579e-06,-83.91269,6293944,0.14998241,142,14200,13.245808,25.484343839059694,2172.130125284195,500.0,1.3188125,69.21466,181.92487,57.676567,[ 0.125 -0.245  0.156 ...  0.113  0.39  -0.274],1.2768314,100
215.61322,0.00045853682,626.44385,-2.7195475,4.585368e-06,0.056468144,2167.2085,21.890448,27.241602,-1.5258789e-07,-81.58643,6343944,0.21890451,143,14300,21.672085,23.83058130141199,2187.984124660492,500.0,2.156132,740.88837,1770.91,78.4508,[ 0.125 -0.245  0.156 ...  0.113  0.39  -0.272],1.0202458,100
3.3364522,0.003278714,18.56193,-4.1548295,3.278714e-05,11.338963,30.298769,1.219402,29.8395,-1.5258789e-07,-124.64491,6393697,0.012194021,144,14400,0.3029877,16.611374919457297,2204.8934378623962,497.53,0.033364523,30.90055,8.819149,60.420677,[ 0.125 -0.244  0.158 ...  0.114  0.391 -0.284],11.783486,100
30.914364,0.0005683736,140.09279,-2.595532,5.6837357e-06,0.30957332,309.3845,3.9112606,26.472452,3.967285e-06,-77.866066,6443697,0.039112616,145,14500,3.093845,24.595333350388202,2220.1048398017883,500.0,0.3091436,186.7421,323.02524,58.583687,[ 0.125 -0.244  0.158 ...  0.114  0.391 -0.291],1.5754917,100
1.2317396,0.07108407,4.7628164,-2.7391486,0.0007108406,34.296574,7.620684,1.051025,26.073267,-1.0681152e-06,-82.17444,6493697,0.01051025,146,14600,0.07620684,25.72599603273165,2236.3080344200134,500.0,0.012317396,9.440062,2.915743,54.046257,[ 0.126 -0.244  0.162 ...  0.115  0.389 -0.275],42.132835,100
1.5833797,0.0451671,2.5893087,-3.6034877,0.000451671,28.072325,13.807428,1.0843549,24.627842,-1.5258789e-07,-108.10462,6543534,0.010843549,147,14700,0.13807428,27.41124884928104,2249.714198589325,498.37,0.015833797,9.390482,3.5622272,47.151245,[ 0.126 -0.244  0.162 ...  0.114  0.389 -0.273],31.926481,100
0.68274415,0.13732345,0.47078896,-4.5169854,0.0013732346,69.640114,3.9661002,0.9759238,28.125185,6.1035155e-07,-135.50957,6593112,0.009759236,148,14800,0.039661,31.34621136112568,2263.516700029373,495.78,0.0068274406,5.8835516,1.435954,65.96585,[ 0.126 -0.244  0.161 ...  0.114  0.389 -0.276],67.1401,100
2.1732836,0.015313173,5.759017,-2.3457181,0.00015313172,16.001932,15.378776,1.2216336,22.775309,1.2588501e-06,-70.371574,6643112,0.012216337,149,14900,0.15378775,25.80767320083089,2277.5897328853607,500.0,0.021732835,11.622961,6.2492456,52.48217,[ 0.126 -0.244  0.161 ...  0.114  0.389 -0.276],24.010563,100
72.78295,0.00013158358,140.88678,-3.8070855,1.3158358e-06,0.103320755,731.7776,7.8001666,27.905851,-3.0517577e-07,-114.21254,6692755,0.07800166,150,15000,7.3177757,29.769252111081947,2290.926069021225,496.43,0.7278295,259.32687,967.85974,51.415913,[ 0.126 -0.244  0.161 ...  0.114  0.39  -0.277],1.135504,100
0.71300226,0.13049233,0.23055744,-4.592194,0.0013049233,56.237995,3.5428102,0.94946456,42.01253,-2.3651123e-06,-137.76578,6741793,0.0094946455,151,15100,0.035428103,23.5787657400518,2307.512715101242,490.38,0.007130023,6.354135,1.7781572,68.48102,[ 0.127 -0.245  0.163 ...  0.114  0.392 -0.28 ],63.941532,100
8.540125,0.0030555655,10.428062,-4.63106,3.0555653e-05,5.587383,78.874725,1.7100074,37.56416,-4.196167e-07,-138.9318,6790214,0.017100075,152,15200,0.78874725,26.817332938177792,2321.4949822425842,484.21,0.085401244,30.019945,17.897467,54.003803,[ 0.127 -0.245  0.162 ...  0.113  0.392 -0.28 ],3.8547428,100
125.836105,2.6228884e-06,161.13712,-4.2044263,2.6228882e-08,0.018701673,1264.9935,13.536335,27.309584,-2.4414062e-06,-126.13272,6839694,0.13536337,153,15300,12.649935,30.348672048523117,2335.5752663612366,494.8,1.2583613,468.58133,5347.115,50.136738,[ 0.127 -0.245  0.162 ...  0.113  0.391 -0.284],1.1439182,100
3.1122131,0.013092812,3.492608,-3.5619042,0.00013092812,15.947405,27.358171,1.1445174,23.273314,3.5095215e-06,-106.857216,6889335,0.011445174,154,15400,0.2735817,28.368733378430562,2351.7781677246094,496.41,0.031122137,12.412048,6.2706127,45.68187,[ 0.129 -0.245  0.167 ...  0.114  0.394 -0.3  ],11.912925,100
1057.5654,9.053734e-06,3586.142,-2.1185248,9.053734e-08,0.0026389002,10629.648,107.07379,23.502605,-3.4332274e-06,-53.15782,6939335,1.0707377,155,15500,106.29648,25.43359630985532,2365.555474281311,500.0,10.575656,3998.5447,37894.574,63.555656,[ 0.129 -0.245  0.167 ...  0.115  0.395 -0.305],1.0146646,100
1.3384137,0.078284174,3.2195468,-4.75997,0.0007828417,39.185,8.276438,1.0680176,31.479633,-1.5258789e-06,-142.79904,6988927,0.0106801735,156,15600,0.08276437,29.78304043033379,2385.585770845413,495.92,0.013384136,10.823582,2.551997,70.19141,[ 0.127 -0.244  0.165 ...  0.115  0.394 -0.306],38.903713,100
163.46982,2.4088138e-07,217.9371,-2.1430652,2.4088138e-09,0.004357906,1643.0903,16.99011,22.61816,2.822876e-06,-63.18878,7038927,0.16990115,157,15700,16.430902,33.046686934230195,2399.858493566513,500.0,1.6346983,542.5733,22946.8,64.29203,[ 0.127 -0.244  0.165 ...  0.115  0.394 -0.308],1.068688,100
3804.713,1.9066556e-07,9447.438,-1.9554424,1.9066555e-09,9.391527e-05,38239.246,382.8418,23.389896,2.2888183e-07,-58.66327,7088927,3.828418,158,15800,382.39246,27.019624778555343,2416.87619304657,500.0,38.047127,11465.232,1064789.6,57.78572,[ 0.126 -0.243  0.161 ...  0.114  0.391 -0.31 ],1.0023507,100
1.1386609,0.08230307,-0.27474833,-4.5224466,0.00082303066,50.51368,5.2127857,1.1052891,26.473068,-8.392334e-07,-135.67336,7138489,0.011052891,159,15900,0.052127857,28.139046547820776,2434.677726507187,495.62,0.011386608,6.0883527,1.9796617,60.044975,[ 0.124 -0.242  0.158 ...  0.112  0.389 -0.327],48.51314,100
