InitialReturnStd,StdIW,TimeElapsed,ESSClassic,MaxIWNorm,InitialReturnMean,MinIW,StdIWNorm,InitialReturnMin,EpLenMean,MaxIW,InitialBound,EpisodesSoFar,Bound,Iteration,EpRewMean,TimestepsSoFar,EpThisIter,ReturnMeanIW,EmpiricalD2,MeanIWNorm,MinIWNorm,ESSRenyi,MeanIW,Weights,InitialReturnMax
346.24942,241.66234,118.13168811798096,1.0902897,24.291105,-8.056641e-05,0.00013399535,2.4166234,-1065.4885,109.57,2429.1106,1047.6466,1100,1483.2307,11,1085.4490169555177,75605,100,2096.5596,263.2358,0.2537234,1.3399534e-06,0.37988752,25.37234,[ 0.099 -0.225  0.046 ...  0.139  0.425 -0.786],1134.0758
375.1111,4.909825,130.94842076301575,12.513887,0.40237212,-7.080078e-05,0.01727466,0.049098246,-1227.962,124.82,40.237213,1190.5522,1200,1321.0466,12,1237.941344647877,88087,100,1435.0369,5.7859826,0.018569171,0.00017274659,17.28315,1.8569173,[ 0.098 -0.224  0.043 ...  0.139  0.427 -0.785],1421.6758
381.52176,2.1562016,143.72415804862976,29.005257,0.13533026,5.859375e-05,0.040241767,0.021562016,-1203.8335,122.41,13.533026,1171.9556,1300,1318.8381,13,1213.815242657512,100328,100,1409.2793,4.6681128,0.013782077,0.00040241765,21.421934,1.3782076,[ 0.099 -0.224  0.046 ...  0.139  0.427 -0.752],1255.7888
374.57495,0.79770327,155.34620928764343,65.4252,0.04035618,-6.1035156e-05,0.22197217,0.007977033,-1238.9929,124.93,4.0356183,1197.6931,1400,1252.7323,14,1238.9928603232563,112821,100,1305.439,1.628683,0.010973223,0.0022197217,61.399303,1.0973222,[ 0.099 -0.222  0.045 ...  0.139  0.424 -0.714],1210.3352
580.37146,1.2846243,167.38023591041565,46.485405,0.07538821,0.00013916015,0.028667787,0.0128462445,-1362.1965,137.25,7.5388207,1272.2975,1500,1381.3773,15,1362.196679974834,126546,100,1530.9722,2.7690027,0.011972874,0.00028667785,36.114086,1.1972874,[ 0.099 -0.222  0.045 ...  0.14   0.426 -0.734],2696.971
515.3237,1.0991699,179.43042135238647,48.06065,0.063513,0.00012939452,0.054402456,0.010991699,-1399.2783,141.96,6.3513002,1339.9198,1600,1544.8732,16,1409.2597550413802,140742,100,1661.9745,2.8520527,0.010573322,0.0005440246,35.062466,1.0573322,[ 0.099 -0.221  0.044 ...  0.139  0.426 -0.748],2080.1953
428.89957,11.843362,192.8798189163208,3.802022,1.1705348,-6.958008e-05,0.00023917136,0.1184336,-1397.9875,140.83,117.05348,1351.3878,1700,1702.6066,17,1397.987475278486,154825,100,1976.3339,34.504204,0.023545029,2.3917137e-06,2.8981977,2.3545032,[ 0.098 -0.221  0.043 ...  0.139  0.426 -0.783],1291.4622
639.7996,9.598975,207.6324098110199,3.8850112,0.9595245,-2.1972657e-05,0.0047020647,0.09598975,-1648.6299,165.9,95.95245,1587.603,1800,2072.4197,18,1648.6298523489374,171415,100,2396.2822,28.163164,0.019298585,4.7020647e-05,3.5507374,1.9298584,[ 0.098 -0.22   0.042 ...  0.141  0.431 -0.77 ],1830.8018
580.292,4.5696173,222.8761031627655,10.956822,0.37571558,4.3945314e-05,0.005180426,0.045696173,-1549.4178,155.98,37.57156,1472.0859,1900,1890.589,19,1549.4178875735545,187013,100,2136.8518,10.141025,0.01602957,5.1804258e-05,9.860936,1.6029569,[ 0.099 -0.22   0.043 ...  0.143  0.436 -0.728],2319.9526
620.5445,0.97186774,237.03435921669006,50.75613,0.06409623,2.9296874e-05,0.08772382,0.009718676,-1551.065,186.14,6.409623,1791.3604,2000,1916.678,20,1850.964494664687,205627,100,2006.543,2.2731545,0.009866774,0.00087723817,43.99173,0.9866775,[ 0.099 -0.22   0.044 ...  0.146  0.447 -0.74 ],1788.1224
588.7555,3.420096,249.69662642478943,15.410528,0.21739702,-2.5634765e-05,0.0028244127,0.03420096,-1794.7085,180.51,21.739702,1706.8903,2100,2145.9597,21,1794.7084731882724,223678,100,2542.9448,20.435263,0.014597847,2.8244125e-05,4.893502,1.4597849,[ 0.099 -0.22   0.043 ...  0.146  0.447 -0.76 ],2634.544
595.9803,2.845262,265.23132038116455,18.641312,0.247074,-0.00014892578,0.005547397,0.02845262,-1484.9751,196.5,24.7074,1862.1343,2200,2220.9001,22,1954.6123833830068,243328,100,2493.6328,8.697533,0.013619418,5.5473967e-05,11.497514,1.3619418,[ 0.098 -0.219  0.04  ...  0.144  0.443 -0.75 ],2774.3435
676.59576,0.74984336,280.61709332466125,66.748695,0.043706663,5.493164e-05,0.068952106,0.007498433,-2029.4926,203.99,4.3706665,1942.829,2300,2020.8243,23,2029.4925989817912,263727,100,2132.1729,1.6508093,0.010623987,0.000689521,60.57635,1.0623987,[ 0.098 -0.219  0.041 ...  0.147  0.45  -0.749],2599.9038
616.1623,31.114616,293.29600262641907,1.3960371,3.129511,-5.6152345e-05,0.00059854204,0.31114617,-2017.3419,202.77,312.9511,1950.097,2400,3483.809,24,2017.3418508531063,284004,100,4596.008,273.5572,0.0370225,5.98542e-06,0.36555427,3.7022498,[ 0.098 -0.219  0.041 ...  0.148  0.453 -0.752],2012.0927
629.8648,2.153552,309.6937572956085,24.673592,0.1286076,1.4648437e-05,0.0089621125,0.02153552,-2286.3625,230.68,12.860761,2220.1316,2500,2458.4312,25,2296.3437406599664,307072,100,2611.006,4.007919,0.012325311,8.962112e-05,24.950605,1.2325312,[ 0.098 -0.218  0.04  ...  0.15   0.459 -0.743],1783.0615
932.06067,12.664071,325.11197113990784,5.6008024,1.0313066,-0.00017578126,0.0009148898,0.12664069,-2337.3425,234.76,103.13067,2248.6138,2600,2821.3784,26,2337.342362934068,330548,100,3413.3074,44.505177,0.030847091,9.148897e-06,2.2469296,3.0847094,[ 0.098 -0.217  0.038 ...  0.15   0.459 -0.771],2661.8616
763.07745,19.732468,341.10998129844666,1.6910657,1.982484,0.00022460938,2.449932e-05,0.19732468,-2370.3784,248.08,198.2484,2391.257,2700,4778.736,27,2470.2699631924775,355356,100,6064.88,264.96365,0.025880056,2.449932e-07,0.37741026,2.5880053,[ 0.098 -0.217  0.036 ...  0.15   0.458 -0.764],1918.8064
837.55164,1.7366046,359.39719104766846,28.871737,0.123617284,-9.765625e-05,0.015387305,0.017366046,-2375.1462,238.56,12.361729,2295.9746,2800,2931.73,28,2375.1461637946895,379212,100,3186.2837,10.337632,0.011064105,0.00015387304,9.673395,1.1064106,[ 0.098 -0.217  0.036 ...  0.15   0.462 -0.765],2193.7068
760.9029,1.3985296,374.4025766849518,32.588345,0.11247922,8.789063e-05,0.004855499,0.013985297,-2609.8655,262.01,11.247922,2522.8699,2900,2789.9946,29,2609.8655824532952,405413,100,3004.3633,6.0719566,0.0097237835,4.855499e-05,16.469156,0.9723785,[ 0.098 -0.216  0.035 ...  0.15   0.463 -0.762],2389.4407
826.4049,2.975574,389.98410820961,12.041268,0.28350192,5.859375e-05,0.027544824,0.029755741,-2925.9043,293.61,28.350193,2828.374,3000,3087.8733,30,2925.904344993402,434774,100,3333.226,6.3285456,0.011009493,0.00027544823,15.801419,1.1009495,[ 0.098 -0.216  0.034 ...  0.151  0.466 -0.773],2073.479
961.6082,1.6865313,404.5228781700134,23.006481,0.09673651,5.3710937e-05,0.0077076685,0.016865311,-2993.2825,300.33,9.673652,2893.5063,3100,3381.5305,31,2993.2825053373817,464807,100,3651.292,7.3098273,0.009219182,7.7076686e-05,13.680214,0.9219183,[ 0.098 -0.216  0.034 ...  0.151  0.466 -0.773],2006.1423
904.2004,13.116475,421.30446887016296,5.8825226,0.87535375,-0.00013916015,0.00013195531,0.13116474,-3130.9507,314.14,87.53538,3026.5854,3200,3950.621,32,3130.9505502192897,496221,100,5147.838,131.5939,0.032791685,1.3195531e-06,0.7599136,3.2791686,[ 0.098 -0.216  0.032 ...  0.15   0.463 -0.794],1868.2534
1028.7001,2.983302,438.6660780906677,18.838255,0.20770012,0.00034667968,0.014307804,0.02983302,-3493.4658,350.27,20.770012,3377.0168,3300,4237.31,33,3493.4661317453847,531248,100,4604.6543,9.951216,0.014372818,0.00014307804,10.049024,1.4372818,[ 0.098 -0.215  0.03  ...  0.15   0.464 -0.798],1505.9775
1019.5493,6.69192,456.5012924671173,5.293834,0.48513243,0.0001171875,5.46371e-05,0.06691919,-3515.643,352.52,48.513245,3398.455,3400,5467.8257,34,3515.643135185902,566500,100,8156.3335,526.3269,0.015821464,5.46371e-07,0.18999599,1.5821466,[ 0.098 -0.215  0.029 ...  0.15   0.463 -0.815],1483.665
1111.137,0.8414491,475.80204486846924,61.07792,0.052567642,0.00033691406,0.11020073,0.008414491,-3880.9788,388.98,5.2567644,3751.6128,3500,3960.4666,35,3880.9789976172424,605398,100,4138.222,1.8880224,0.010540762,0.0011020073,52.965473,1.0540762,[ 0.098 -0.215  0.028 ...  0.15   0.462 -0.889],1118.5022
1000.04083,0.7690038,492.30868315696716,62.929775,0.03882887,0.000234375,0.048259802,0.0076900376,-3784.5845,391.29,3.882887,3778.3442,3600,3955.8296,36,3904.497267573523,644527,100,4133.7603,1.9893352,0.01001945,0.000482598,50.26805,1.001945,[ 0.098 -0.214  0.028 ...  0.15   0.463 -0.894],1095.0518
960.553,14.020892,509.28025674819946,3.0672717,1.2474207,3.173828e-05,7.0965274e-05,0.1402089,-4051.638,417.88,124.74207,4036.4897,3700,18193.842,37,4171.544405332452,686315,100,20472.105,284.57025,0.024941156,7.0965274e-07,0.35140708,2.4941156,[ 0.098 -0.214  0.027 ...  0.151  0.466 -0.894],827.9829
1107.5189,1.6210178,529.5362782478333,40.586796,0.109128855,-0.00013671875,0.07342779,0.016210178,-4145.2705,415.28,10.912886,4007.0947,3800,4308.7236,38,4145.270257388667,727843,100,4544.7563,2.9179707,0.013397959,0.0007342779,34.270393,1.339796,[ 0.098 -0.214  0.026 ...  0.147  0.453 -0.9  ],854.15576
1110.0659,2.900819,547.0536813735962,15.742661,0.20884937,-3.6621095e-05,0.01629388,0.029008191,-4295.034,430.13,20.884937,4151.866,3900,4719.5566,39,4295.034060885779,770856,100,5087.1562,6.592644,0.012538795,0.0001629388,15.168421,1.2538797,[ 0.098 -0.214  0.025 ...  0.146  0.452 -0.913],704.5454
648.31976,8.98623,565.5922727584839,4.2175426,0.83240795,-0.00023925782,0.0015895983,0.089862294,-3458.6646,452.44,83.2408,4403.165,4000,6276.415,40,4518.454255125914,816100,100,7316.4297,81.37757,0.018856635,1.5895983e-05,1.2288399,1.8856637,[ 0.098 -0.214  0.025 ...  0.147  0.454 -0.912],481.05176
1289.9683,1.7100136,587.0739419460297,26.690552,0.15891626,9.521484e-05,0.022807391,0.017100135,-4332.5176,433.77,15.891627,4188.1,4100,4679.9873,41,4332.517614112125,859477,100,4986.3896,4.501379,0.010318066,0.00022807391,22.215414,1.0318067,[ 0.099 -0.214  0.024 ...  0.148  0.459 -0.869],666.94336
867.17834,6.88596,604.9842040538788,5.8670297,0.6328835,-0.00037597655,0.0013481781,0.0688596,-4632.175,463.63,63.28835,4477.769,4200,5649.068,42,4632.174267370332,905840,100,6243.634,14.827659,0.017191062,1.3481781e-05,6.744153,1.7191063,[ 0.098 -0.214  0.024 ...  0.148  0.458 -0.873],367.29297
1214.8213,1.5857172,624.8694274425507,34.660484,0.09817934,-0.000234375,0.018260386,0.015857171,-4477.1343,448.12,9.817934,4327.896,4300,4735.864,43,4477.133970944648,950652,100,5121.0444,6.6614866,0.011549283,0.00018260385,15.011664,1.1549284,[ 0.099 -0.214  0.026 ...  0.148  0.462 -0.887],522.34326
1064.114,1.1927363,642.7788882255554,41.95594,0.062311772,2.9296874e-05,0.035424966,0.0119273625,-4676.838,467.97,6.2311773,4520.9434,4400,4834.101,44,4676.837906274607,997449,100,5121.0356,3.3876843,0.010140567,0.00035424964,29.518688,1.0140567,[ 0.099 -0.213  0.024 ...  0.148  0.463 -0.894],322.66016
790.7819,20.16976,660.6602244377136,2.439614,2.02891,-0.00025390624,0.019041464,0.20169763,-4634.808,479.71,202.89099,4640.1436,4500,6805.484,45,4794.637290523937,1045420,100,7178.92,5.842675,0.03189514,0.00019041463,17.115448,3.1895142,[ 0.099 -0.214  0.024 ...  0.148  0.463 -0.906],204.89648
897.938,36.568703,681.9228055477142,1.1667318,3.6772442,0.0002685547,1.1608374e-05,0.36568707,-4791.0303,479.29,367.72443,4631.329,4600,19829.488,46,4791.030484814933,1093349,100,28785.371,3144.8604,0.039732292,1.1608373e-07,0.031797916,3.9732285,[ 0.099 -0.214  0.024 ...  0.146  0.458 -0.929],208.51562
686.15894,1.4263717,703.7677757740021,36.23293,0.088980675,-0.00010253906,0.04332346,0.014263717,-3639.309,484.05,8.898067,4717.5063,4700,5006.738,47,4838.816729310458,1141754,100,5202.111,2.5937853,0.0107519245,0.0004332346,38.55369,1.0751925,[ 0.099 -0.213  0.023 ...  0.147  0.459 -0.949],160.73535
507.46985,1.1215291,721.8365347385406,53.024826,0.057545297,0.00028320312,0.060935676,0.01121529,-4785.448,490.72,5.75453,4745.8384,4800,5275.92,48,4905.3537037353035,1190826,100,5513.7637,2.2232149,0.011915604,0.00060935674,44.979908,1.1915604,[ 0.099 -0.213  0.023 ...  0.148  0.461 -0.946],94.20801
984.3351,0.9009163,740.4894418716431,62.31892,0.052052718,0.00044433595,0.0731931,0.009009162,-4746.5396,474.86,5.2052717,4588.322,4900,5070.061,49,4746.539982911397,1238312,100,5280.521,1.7694043,0.01158598,0.000731931,56.516197,1.158598,[ 0.099 -0.213  0.023 ...  0.148  0.461 -0.925],253.00732
1118.3356,1.3458076,758.9412212371826,35.186768,0.1146043,4.3945314e-05,0.014945589,0.013458076,-4689.179,469.11,11.46043,4532.873,5000,4907.192,50,4689.1791281244095,1285223,100,5233.254,4.3516073,0.0099161,0.00014945588,22.980015,0.99160993,[ 0.099 -0.213  0.023 ...  0.148  0.46  -0.947],310.3418
1011.6078,18.116194,775.7621669769287,4.5538306,1.5839533,3.90625e-05,0.0002446242,0.18116194,-4733.5386,473.54,158.39532,4575.754,5100,7722.086,51,4733.538564859649,1332577,100,9720.752,160.45415,0.039570924,2.446242e-06,0.623231,3.9570923,[ 0.099 -0.213  0.022 ...  0.148  0.463 -0.941],266.063
