VarJ,VarRet,EpsThisIter,VarVanillaIw,AvgNormIw,VanillaAvgRet,ESSClassic,VarNormIw,MaxNormIw,AvgDiscRet,MaxVanillaIw,Delta,AvgVanillaIw,ESSRenyi,AvgEpLen,AvgRet,MinNormIw,IterType,J,eRenyi2,Bound,VarDiscRet,BatchSize,MinVanillaIw
325.463,93852.0878819,100,0.0615485,0.01,1254.23614045,94.3939939378,5.99893e-06,0.0168551,1254.23614045,1.70727,0.1,1.01291,94.6456320675,136.24,1254.23614045,0.00444103,1,1292.5,1.05657,570.76,93852.0878819,100,0.449837
637.477,233052.28006,100,0.0977933,0.01,1322.01532513,91.1585068061,9.79702e-06,0.0195082,1322.01532513,1.94906,0.1,0.999097,90.7986246975,143.45,1322.01532513,0.00380111,1,1409.67,1.10134,393.617,233052.28006,100,0.379768
2109.74,231231.241848,100,1.83214,0.01,1438.17705816,41.0153483266,0.000145264,0.115351,1438.17705816,12.9545,0.1,1.12305,70.1586375223,155.95,1438.17705816,0.000507714,1,1712.17,1.42534,424.666,231231.241848,100,0.0570191
1005.06,225598.981572,100,0.694828,0.01,1451.12611923,61.1947576764,6.40533e-05,0.0525217,1451.12611923,5.47024,0.1,1.04152,73.6953861932,157.66,1451.12611923,0.0014248,1,1679.2,1.35694,635.96,225598.981572,100,0.148395
825.159,277334.155523,100,0.488228,0.01,1439.91122416,66.2235349584,5.15189e-05,0.057495,1439.91122416,5.59704,0.1,0.973483,77.2411832145,156.38,1439.91122416,0.000188348,1,1642.21,1.29465,671.192,277334.155523,100,0.0183354
780.618,427190.807234,100,0.141122,0.01,1559.12581606,88.8732492802,1.26462e-05,0.0198041,1559.12581606,2.09205,0.1,1.05637,89.3611767464,169.47,1559.12581606,0.00341585,1,1671.3,1.11905,523.856,427190.807234,100,0.360841
1088.86,330578.020046,100,0.318558,0.01,1636.37333056,77.706129762,2.89798e-05,0.0360401,1636.37333056,3.77861,0.1,1.04845,83.5478615469,177.96,1636.37333056,0.00191174,1,1825.06,1.19692,518.523,330578.020046,100,0.200436
1679.41,499510.999099,100,3.9732,0.01,1760.94527738,30.0278454829,0.000235378,0.148324,1760.94527738,19.2708,0.1,1.29923,72.760087618,191.44,1760.94527738,0.00210908,1,2138.96,1.37438,505.13,499510.999099,100,0.274019
590.759,247321.049366,100,0.114399,0.01,1585.76630842,89.0222230038,1.24561e-05,0.0176898,1585.76630842,1.69528,0.1,0.958341,90.7719591244,172.57,1585.76630842,0.00303912,1,1673.76,1.10166,656.858,247321.049366,100,0.291251
943.111,439077.554703,100,0.223525,0.01,1730.51970958,82.7858798309,2.10036e-05,0.0310081,1730.51970958,3.19884,0.1,1.03161,85.8851337855,188.07,1730.51970958,0.00195464,1,1906.6,1.16435,491.401,439077.554703,100,0.201643
925.344,463367.51149,100,0.190968,0.01,1685.32463848,83.6987475495,1.96728e-05,0.036237,1685.32463848,3.57026,0.1,0.985253,88.0188742102,183.97,1685.32463848,0.00371698,1,1838.76,1.13612,363.75,463367.51149,100,0.366216
2476.0,485689.524233,100,1.32938,0.01,1828.1181568,49.2808766838,0.000103958,0.0947471,1828.1181568,10.7142,0.1,1.13082,71.2804890432,198.86,1828.1181568,0.00109764,1,2188.76,1.40291,536.874,485689.524233,100,0.124124
1389.71,673076.254486,100,0.436425,0.01,1904.09208976,70.7305390129,4.17997e-05,0.0330579,1904.09208976,3.37787,0.1,1.02181,76.4416006812,207.53,1904.09208976,0.000359942,1,2260.4,1.30819,674.899,673076.254486,100,0.0367791
2042.2,1097559.46062,100,1.47571,0.01,2276.54103409,49.0340429003,0.00010499,0.0647709,2276.54103409,7.67904,0.1,1.18557,63.370970403,247.29,2276.54103409,0.000433843,1,2892.05,1.57801,1130.74,1097559.46062,100,0.0514351
2330.68,1106178.51429,100,4.2296,0.01,2425.32871544,23.7542825339,0.000324219,0.127576,2425.32871544,14.5713,0.1,1.14217,48.8855337397,263.73,2425.32871544,1.86797e-05,1,3371.83,2.04559,1366.35,1106178.51429,100,0.00213353
1399.43,1445015.50513,100,0.581563,0.01,2839.64601056,62.9990209755,5.93259e-05,0.0359236,2839.64601056,3.55677,0.1,0.990093,65.8869302623,308.65,2839.64601056,0.000338375,1,3434.59,1.51775,1705.96,1445015.50513,100,0.0335023
1032.91,1309048.94261,100,0.74343,0.01,3374.01613096,60.6166659898,6.56274e-05,0.0457859,3374.01613096,4.87314,0.1,1.06433,69.4062439911,366.46,3374.01613096,0.000252907,1,3909.12,1.44079,2227.43,1309048.94261,100,0.0269177
903.478,1203147.62696,100,0.459524,0.01,3676.14339326,73.5590213086,3.63084e-05,0.0364085,3676.14339326,4.09594,0.1,1.12499,81.0478648218,399.07,3676.14339326,0.00119358,1,4006.72,1.23384,2450.28,1203147.62696,100,0.134277
683.009,1048740.25326,100,0.300962,0.01,3929.98448422,76.2736728876,3.1421e-05,0.0242569,3929.98448422,2.37401,0.1,0.978692,82.4744635763,425.58,3929.98448422,0.000698724,1,4286.05,1.2125,2741.91,1048740.25326,100,0.0683835
757.949,1145096.26392,100,0.22056,0.01,3888.93202628,77.6358831473,2.90974e-05,0.0265746,3888.93202628,2.31368,0.1,0.870636,82.7174234266,421.24,3888.93202628,0.00123619,1,4191.04,1.20894,2648.14,1145096.26392,100,0.107628
544.466,594333.836384,100,0.152359,0.01,4254.0438141,87.4061057793,1.4554e-05,0.0191432,4254.0438141,1.95865,0.1,1.02316,90.4954514984,459.07,4254.0438141,0.00228792,1,4403.09,1.10503,2927.87,594333.836384,100,0.23409
436.697,386743.851125,100,0.0979998,0.01,4342.97212499,91.4712453939,9.41817e-06,0.0148082,4342.97212499,1.51053,0.1,1.02007,93.3946760209,468.39,4342.97212499,0.0024084,1,4451.78,1.07072,3000.04,386743.851125,100,0.245673
429.261,314663.912262,100,0.0466447,0.01,4404.28594092,95.5224491075,4.73482e-06,0.0143774,4404.28594092,1.42702,0.1,0.992543,95.9490322009,475.06,4404.28594092,0.00340925,1,4469.95,1.04222,3036.79,314663.912262,100,0.338383
441.278,408490.015226,100,0.0568159,0.01,4363.32059349,94.3254004354,6.07678e-06,0.0150351,4363.32059349,1.4538,0.1,0.966937,95.3975713821,472.56,4363.32059349,0.0024268,1,4449.86,1.04824,3012.85,408490.015226,100,0.234656
400.419,345161.034919,100,0.0480613,0.01,4453.26116024,95.5345459108,4.72139e-06,0.0161987,4453.26116024,1.63435,0.1,1.00893,96.6023718609,480.44,4453.26116024,0.00409631,1,4510.16,1.03517,3082.93,345161.034919,100,0.413291
298.677,172101.943941,100,0.0251907,0.01,4514.55559464,97.6178148953,2.46495e-06,0.0135829,4514.55559464,1.37312,0.1,1.01092,97.8899979614,487.1,4514.55559464,0.00523609,1,4548.97,1.02155,3131.5,172101.943941,100,0.529326
335.958,302942.873005,100,0.0574282,0.01,4445.3670112,94.4006674686,5.99138e-06,0.0160826,4445.3670112,1.57454,0.1,0.979038,95.7896489361,479.77,4445.3670112,0.00197074,1,4522.12,1.04395,3088.9,302942.873005,100,0.192943
236.49,94825.2392132,100,0.0152089,0.01,4551.75858171,98.4968389904,1.54151e-06,0.012847,4551.75858171,1.27608,0.1,0.993287,98.9143323413,491.79,4551.75858171,0.00587661,1,4568.77,1.01098,3158.87,94825.2392132,100,0.583716
352.732,301504.517263,100,0.0364372,0.01,4482.8120508,96.4166269153,3.75409e-06,0.0140834,4482.8120508,1.38748,0.1,0.985191,97.1130413199,483.83,4482.8120508,0.00472179,1,4530.9,1.02973,3107.25,301504.517263,100,0.465186
329.029,208578.390856,100,0.0332734,0.01,4486.96988128,96.8267180872,3.31039e-06,0.0142307,4486.96988128,1.42671,0.1,1.00256,97.401186123,484.01,4486.96988128,0.00559611,1,4528.11,1.02668,3106.9,208578.390856,100,0.561041
270.289,159524.950902,100,0.0371894,0.01,4518.5710884,96.4973856624,3.66641e-06,0.0131502,4518.5710884,1.3244,0.1,1.00714,97.7000116584,487.84,4518.5710884,0.00434252,1,4556.81,1.02354,3136.59,159524.950902,100,0.437351
125.806,21086.1044773,100,0.00360975,0.01,4617.35979726,99.642721998,3.62161e-07,0.011175,4617.35979726,1.11567,0.1,0.99836,99.7225967889,497.42,4617.35979726,0.00731898,1,4621.52,1.00278,3217.3,21086.1044773,100,0.730698
103.141,11926.1184084,100,0.00119445,0.01,4621.76719267,99.881203624,1.20119e-07,0.0109694,4621.76719267,1.09386,0.1,0.997192,99.8965262274,498.5,4621.76719267,0.00903283,1,4623.28,1.00104,3218.56,11926.1184084,100,0.900746
169.411,75558.5429901,100,0.0223208,0.01,4585.72178956,97.8451996891,2.2245e-06,0.0123897,4585.72178956,1.24108,0.1,1.0017,98.6322295665,493.88,4585.72178956,0.00465766,1,4608.88,1.01387,3195.57,75558.5429901,100,0.466558
233.245,172838.742457,100,0.0228494,0.01,4572.60566448,97.8130407482,2.25845e-06,0.0123982,4572.60566448,1.24707,0.1,1.00585,98.2559773911,492.84,4572.60566448,0.00504176,1,4602.48,1.01775,3186.24,172838.742457,100,0.507124
171.237,49846.0926313,100,0.00710919,0.01,4601.5032288,99.3003608339,7.11678e-07,0.0118869,4601.5032288,1.18806,0.1,0.999467,99.4749247796,496.16,4601.5032288,0.0069376,1,4609.45,1.00528,3202.03,49846.0926313,100,0.693391
80.1014,9737.74367481,100,0.00306462,0.01,4623.14563823,99.69598889,3.08032e-07,0.0110247,4623.14563823,1.09966,0.1,0.997448,99.7992500609,498.96,4623.14563823,0.00748116,1,4626.19,1.00201,3220.89,9737.74367481,100,0.746207
124.237,18677.7601593,100,0.00198981,0.01,4619.26940172,99.8015252487,2.00855e-07,0.0109351,4619.26940172,1.0884,0.1,0.995326,99.8102814034,497.37,4619.26940172,0.00867654,1,4622.03,1.0019,3218.04,18677.7601593,100,0.863598
194.659,68013.9295793,100,0.00877303,0.01,4589.11670698,99.1413614945,8.74821e-07,0.0114873,4589.11670698,1.15036,0.1,1.00142,99.2148778414,495.03,4589.11670698,0.00646374,1,4601.36,1.00791,3192.23,68013.9295793,100,0.64729
89.0054,11052.154626,100,0.00363546,0.01,4625.28510506,99.6399614065,3.64992e-07,0.0108412,4625.28510506,1.08197,0.1,0.998018,99.7666334056,498.38,4625.28510506,0.00709894,1,4628.91,1.00234,3223.4,11052.154626,100,0.708487
136.835,31753.409141,100,0.00942181,0.01,4601.90277128,99.0670588724,9.51271e-07,0.0115284,4601.90277128,1.14732,0.1,0.995211,99.3768311206,496.18,4601.90277128,0.00613343,1,4611.72,1.00627,3203.34,31753.409141,100,0.610406
117.1,19123.2504418,100,0.00567517,0.01,4611.42809458,99.4386563814,5.70201e-07,0.0110223,4611.42809458,1.09963,0.1,0.997643,99.7031467208,497.48,4611.42809458,0.00617816,1,4616.17,1.00298,3211.21,19123.2504418,100,0.61636
258.128,145298.362944,100,0.0283704,0.01,4551.77377558,97.1848970789,2.9259e-06,0.0137951,4551.77377558,1.3584,0.1,0.984697,98.4825303621,490.78,4551.77377558,0.00273979,1,4580.71,1.01541,3166.79,145298.362944,100,0.269786
209.876,90681.9923455,100,0.0119053,0.01,4582.30253913,98.8394071786,1.18611e-06,0.0120291,4582.30253913,1.20515,0.1,1.00186,98.9093872684,494.11,4582.30253913,0.00545082,1,4600.04,1.01103,3188.87,90681.9923455,100,0.546097
168.831,50197.06031,100,0.00530899,0.01,4613.44243689,99.4677371537,5.40509e-07,0.011066,4613.44243689,1.09672,0.1,0.99107,99.5703875296,496.78,4613.44243689,0.00689952,1,4620.24,1.00431,3214.96,50197.06031,100,0.683791
113.419,16774.6207084,100,0.00220887,0.01,4619.99271698,99.7811187016,2.21563e-07,0.0107817,4619.99271698,1.07652,0.1,0.998473,99.7892301583,497.44,4619.99271698,0.00843647,1,4623.06,1.00211,3219.27,16774.6207084,100,0.842359
177.378,50357.2054374,100,0.00398371,0.01,4613.33786119,99.6077464011,3.9778e-07,0.0113316,4613.33786119,1.13401,0.1,1.00074,99.6097476059,496.52,4613.33786119,0.00758054,1,4619.32,1.00392,3214.17,50357.2054374,100,0.758617
96.8977,12829.2103718,100,0.00158529,0.01,4627.83251446,99.8432120662,1.58609e-07,0.0105735,4627.83251446,1.05708,0.1,0.999747,99.8688631621,498.92,4627.83251446,0.00839198,1,4629.76,1.00131,3226.3,12829.2103718,100,0.838985
84.9794,11148.8056746,100,0.00201718,0.01,4634.75456656,99.7996105773,2.02842e-07,0.0106517,4634.75456656,1.06222,0.1,0.997226,99.8442100447,498.8,4634.75456656,0.00790238,1,4637.15,1.00156,3233.27,11148.8056746,100,0.788046
135.967,65404.0849616,100,0.0166923,0.01,4599.99945474,98.3382240959,1.70693e-06,0.0120952,4599.99945474,1.19608,0.1,0.988894,98.9970022179,495.87,4599.99945474,0.00442912,1,4618.95,1.01013,3209.29,65404.0849616,100,0.437993
124.434,21510.5026523,100,0.00290844,0.01,4618.57247606,99.7137104602,2.90031e-07,0.0112393,4618.57247606,1.12551,0.1,1.0014,99.7269951443,497.45,4618.57247606,0.00806476,1,4622.59,1.00274,3217.97,21510.5026523,100,0.807606
198.511,89621.2395857,100,0.0111554,0.01,4587.30437961,98.9094167948,1.11373e-06,0.0122903,4587.30437961,1.23003,0.1,1.00081,98.8967585836,494.54,4587.30437961,0.0054161,1,4605.34,1.01116,3193.9,89621.2395857,100,0.542051
66.8962,5200.02624241,100,0.000646841,0.01,4639.16685807,99.9362891625,6.44016e-08,0.0104933,4639.16685807,1.05163,0.1,1.00219,99.9493378896,499.38,4639.16685807,0.00919905,1,4639.89,1.00051,3235.58,5200.02624241,100,0.92192
151.55,45617.8333427,100,0.0100881,0.01,4605.77927953,99.0097642312,1.01023e-06,0.0114352,4605.77927953,1.14272,0.1,0.999295,99.2467119515,495.69,4605.77927953,0.00646778,1,4617.82,1.00759,3208.73,45617.8333427,100,0.646322
121.722,50646.3480085,100,0.00811707,0.01,4614.32542317,99.1965001017,8.18178e-07,0.0117767,4614.32542317,1.173,0.1,0.996038,99.3362550223,497.16,4614.32542317,0.00494959,1,4626.61,1.00668,3218.3,50646.3480085,100,0.492998
192.724,111885.788195,100,0.0124823,0.01,4600.46675635,98.7692011783,1.25871e-06,0.0117985,4600.46675635,1.17493,0.1,0.995828,98.9787100285,495.56,4600.46675635,0.00554684,1,4617.91,1.01032,3208.31,111885.788195,100,0.55237
138.712,43848.8834556,100,0.00960372,0.01,4612.58320952,99.0430756778,9.75959e-07,0.0114255,4612.58320952,1.13339,0.1,0.991982,99.3019418468,496.24,4612.58320952,0.00520331,1,4624.64,1.00703,3215.92,43848.8834556,100,0.516159
32.0048,1059.3739302,100,0.000235658,0.01,4641.06214566,99.9767027081,2.35219e-08,0.010586,4641.06214566,1.05958,0.1,1.00093,99.9855539213,500.0,4641.06214566,0.00945542,1,4641.26,1.00014,3238.74,1059.3739302,100,0.946422
36.5302,1388.18110478,100,0.000187485,0.01,4642.27254966,99.9814884797,1.87358e-08,0.0104074,4642.27254966,1.04109,0.1,1.00034,99.9866145887,499.73,4642.27254966,0.00961089,1,4642.44,1.00013,3239.91,1388.18110478,100,0.961414
31.8164,1046.28505631,100,0.000156421,0.01,4643.62834759,99.9845299543,1.56178e-08,0.0102352,4643.62834759,1.02432,0.1,1.00078,99.9859471999,500.0,4643.62834759,0.00956975,1,4643.84,1.00014,3240.2,1046.28505631,100,0.957718
42.7835,1927.18778475,100,0.000274332,0.01,4639.59436706,99.9728213467,2.74808e-08,0.0103406,4639.59436706,1.03316,0.1,0.999134,99.9809420673,499.65,4639.59436706,0.0095371,1,4639.87,1.00019,3236.58,1927.18778475,100,0.952884
70.102,6253.43815649,100,0.00166408,0.01,4628.04456083,99.8365810425,1.65364e-07,0.0108093,4628.04456083,1.08434,0.1,1.00315,99.8718475619,498.96,4628.04456083,0.0083293,1,4629.96,1.00128,3226.53,6253.43815649,100,0.835554
32.1311,1061.56740202,100,0.000282684,0.01,4637.42627018,99.9720183409,2.82666e-08,0.0105748,4637.42627018,1.05751,0.1,1.00003,99.9779868911,500.0,4637.42627018,0.0096231,1,4637.73,1.00022,3235.0,1061.56740202,100,0.962341
25.2525,651.52609028,100,0.0001543,0.01,4644.06854444,99.9847745236,1.54047e-08,0.0103415,4644.06854444,1.035,0.1,1.00082,99.9896298673,500.0,4644.06854444,0.00945256,1,4644.19,1.0001,3240.9,651.52609028,100,0.946032
74.4644,7005.36819041,100,0.000945886,0.01,4639.44720342,99.9066728269,9.43518e-08,0.0105871,4639.44720342,1.06004,0.1,1.00125,99.9293707324,499.33,4639.44720342,0.008795,1,4640.51,1.00071,3237.42,7005.36819041,100,0.880603
91.8397,31704.1474423,100,0.00717013,0.01,4618.26460426,99.3013015584,7.10708e-07,0.0114961,4618.26460426,1.1547,0.1,1.00443,99.5096527332,498.13,4618.26460426,0.0048134,1,4627.67,1.00493,3220.29,31704.1474423,100,0.48347
159.084,89716.0359833,100,0.00989164,0.01,4611.42832244,99.05632438,9.6231e-07,0.0117879,4611.42832244,1.19513,0.1,1.01386,99.1947572961,496.87,4611.42832244,0.0052315,1,4626.23,1.00812,3218.57,89716.0359833,100,0.530399
67.6949,5455.48514343,100,0.000712865,0.01,4640.02775206,99.9292609071,7.14919e-08,0.0107185,4640.02775206,1.07031,0.1,0.998562,99.9360493764,499.34,4640.02775206,0.00909423,1,4640.9,1.00064,3238.03,5455.48514343,100,0.908116
85.1955,9328.11354349,100,0.00114478,0.01,4637.11691908,99.8866851716,1.14564e-07,0.0105128,4637.11691908,1.05089,0.1,0.999628,99.9109108909,499.07,4637.11691908,0.00840931,1,4638.41,1.00089,3234.67,9328.11354349,100,0.840617
27.9038,802.193220988,100,0.00015419,0.01,4646.43704376,99.9847016782,1.54408e-08,0.0103497,4646.43704376,1.03425,0.1,0.999296,99.9881162462,500.0,4646.43704376,0.00959794,1,4646.6,1.00012,3243.98,802.193220988,100,0.959119
85.0969,11238.5436179,100,0.00314128,0.01,4634.2413185,99.6912714381,3.12809e-07,0.0109229,4634.2413185,1.09459,0.1,1.00211,99.7825473847,498.64,4634.2413185,0.00742937,1,4637.54,1.00218,3232.64,11238.5436179,100,0.744501
29.9289,930.533365742,100,0.000171584,0.01,4639.70676993,99.9829930247,1.71803e-08,0.0102264,4639.70676993,1.02199,0.1,0.999362,99.9854109117,500.0,4639.70676993,0.00961513,1,4639.92,1.00015,3238.37,930.533365742,100,0.960899
65.9,6563.64270501,100,0.00121688,0.01,4637.88929596,99.8802463697,1.21101e-07,0.0104336,4637.88929596,1.04588,0.1,1.00242,99.8874264086,499.17,4637.88929596,0.00789222,1,4639.61,1.00113,3234.92,6563.64270501,100,0.791133
