eRenyi2,AvgDiscRet,VarJ,BatchSize,VarNormIw,J,AvgNormIw,VarVanillaIw,VarDiscRet,ESSClassic,AvgRet,AvgEpLen,MaxNormIw,VanillaAvgRet,MinVanillaIw,ESSRenyi,VarRet,Bound,MaxVanillaIw,AvgVanillaIw,MinNormIw
2.7621143,-2504.673081664841,200.7541,100,0.00021297882,-73.3624,0.010000002,1.7137742,5280056.634821377,32.16995364690121,-2504.673081664841,200.0,0.043108843,-2504.673081664841,9.306818e-15,36.204150020711864,5280056.634821377,-878.4612,3.8670068,0.89703333,1.0375108e-16
1.1231575,-131.0318344044693,45.399693,100,1.5996378e-05,-17.97357,0.01,0.15288433,342680.4737225005,86.32864625208275,-131.0318344044693,200.0,0.013868794,-131.0318344044693,0.014925534,89.03470785826124,342680.4737225005,-310.03665,1.3558428,0.9776213,0.00015267194
1.6604656,-9.277896854817339,8.596319,100,5.549041e-05,-7.805853,0.01,0.6528455,70.12363810678877,64.54297403681892,-9.277896854817339,200.0,0.02052126,-9.277896854817339,0.0004212205,60.22407216026713,70.12363810678877,-10.888409,2.2258725,1.0846665,3.88341e-06
1.1449639,-8.429386946967323,7.4909005,100,2.6922442e-05,-8.156624,0.01,0.29515424,51.05685244288232,78.9557512790079,-8.429386946967323,200.0,0.04024964,-8.429386946967323,0.82012063,87.33900121118378,51.05685244288232,-10.409283,4.214337,1.0470496,0.007832682
1.0417401,-8.776463639985153,7.1172643,100,4.0858286e-06,-8.688544,0.009999999,0.04125967,52.47368513720198,96.11231713783286,-8.776463639985153,200.0,0.016668249,-8.776463639985153,0.70359254,95.99323656051914,52.47368513720198,-10.810822,1.6749921,1.0048999,0.007001618
1.0169703,-7.463320323593533,7.444346,100,1.2922353e-06,-7.4113407,0.01,0.013232435,55.324810094097714,98.73684494784652,-7.463320323593533,200.0,0.010925805,-7.463320323593533,0.39265552,98.3312907742559,55.324810094097714,-9.469,1.1056114,1.0119268,0.003880276
1.1865349,-9.24362940319701,8.12159,100,1.4491059e-05,-8.7249365,0.01,0.15925023,63.32294386847266,87.45374991821585,-9.24362940319701,200.0,0.01414535,-9.24362940319701,0.02653142,84.27902251457193,63.32294386847266,-11.0914345,1.482872,1.0483105,0.0002530874
7.76355,-6.729910602339462,5.1473727,100,0.0008535105,-1.8072562,0.010000002,4.426092,46.1377757156936,10.582287732948169,-6.729910602339462,200.0,0.15180756,-6.729910602339462,,12.880705671472821,46.1377757156936,-7.561848,10.93199,0.72012156,
1.0060741,-7.107236179670267,6.330166,100,6.1844577e-07,-7.09571,0.01,0.0061245486,40.27955688624328,99.39147443193366,-7.107236179670267,200.0,0.01071587,-7.107236179670267,0.71119213,99.39626006613378,40.27955688624328,-9.04988,1.0663841,0.99514467,0.0071466207
8.220155,-8.896956779078451,17.138996,100,0.0007155988,-4.403734,0.01,8.269232,52.6348511276577,12.369459788358284,-8.896956779078451,200.0,0.11128791,-8.896956779078451,1.477434e-33,12.165221080631877,52.6348511276577,-10.021401,11.963156,1.0749736,1.3743911e-35
1.4008106,-8.05600922487152,8.23618,100,3.9834933e-05,-7.519015,0.01,0.43167853,54.36524365981901,71.71718483703025,-8.05600922487152,200.0,0.018505588,-8.05600922487152,0.0011712336,71.38723825193597,54.36524365981901,-9.834466,1.9264202,1.0409938,1.125111e-05
