meankl,EpThisIter,EpLenMean,EpRewMean,optimgain,TimestepsSoFar,entropy,EpisodesSoFar,entloss,DiscEpRewMean,ev_tdlam_before,surrgain,Step_size,TimeElapsed
0.009485265,50,7.98,69.75295609565386,0.007307418,399,0.4189424,50,,2.9972923469543455,,0.007307418,1.0,4.26443076133728
0.009415426,50,10.28,92.74582185769928,0.0064554247,913,0.4189424,100,,3.597924842834473,,0.0064554247,1.0,7.91512131690979
0.007722803,50,9.4,83.94949841948059,0.004000713,1383,0.4189424,150,,0.7988074111938477,,0.004000713,1.0,11.389155864715576
0.009597551,50,9.04,80.3524654555616,0.0068778945,1835,0.4189424,200,,1.599115104675293,,0.0068778945,1.0,15.191461086273193
0.009267771,50,10.82,98.14653998960803,0.008223566,2376,0.4189424,250,,2.7974534034729004,,0.008223566,1.0,18.88144087791443
0.009123272,50,10.62,96.15095683320307,0.009229211,2907,0.4189424,300,,5.396320095062256,,0.009229211,1.0,22.52823805809021
0.009862429,50,11.42,104.14811464257119,0.0076950877,3478,0.4189424,350,,2.998108901977539,,0.0076950877,1.0,26.453317880630493
0.009061225,50,9.44,84.35030719784325,0.006903697,3950,0.4189424,400,,2.7983634757995604,,0.006903697,1.0,30.169895887374878
0.009862009,50,10.12,91.14852557948697,0.0050385427,4456,0.4189424,450,,1.3985847663879394,,0.0050385427,1.0,33.87758803367615
0.009264886,50,12.3,112.94430965901925,0.0050210683,5071,0.4189424,500,,4.797220993041992,,0.0050210683,1.0,37.80965995788574
0.00791579,50,12.04,110.3456034834462,0.0033486972,5673,0.4189424,550,,5.19872859954834,,0.0033486972,1.0,41.14854717254639
0.009929628,50,13.44,124.34338426773806,0.003741444,6345,0.4189424,600,,5.198204765319824,,0.003741444,1.0,44.41860747337341
0.009197403,50,14.46,134.5344504702689,0.006273582,7068,0.4189424,650,,2.998179721832275,,0.006273582,1.0,48.07023215293884
0.006416546,50,13.6,125.93713176659605,0.0047586127,7748,0.4189424,700,,6.1965502166748045,,0.0047586127,1.0,51.33027648925781
0.009174787,50,13.62,126.13451552798914,0.0054101683,8429,0.4189424,750,,3.7974214363098144,,0.0054101683,1.0,55.05004096031189
0.00941125,50,12.88,118.74066900208207,0.004951489,9073,0.4189424,800,,4.196862487792969,,0.004951489,1.0,58.70578622817993
0.009313042,50,11.74,107.34501900054285,0.006064378,9660,0.4189424,850,,9.598082180023193,,0.006064378,1.0,62.66787362098694
0.009632891,50,11.58,105.74730377951184,0.00747226,10239,0.4189424,900,,3.9985069465637206,,0.00747226,1.0,67.5547456741333
0.009293604,50,12.08,110.74515904120986,0.006479572,10843,0.4189424,950,,4.398438377380371,,0.006479572,1.0,70.80570387840271
0.009827027,50,12.04,110.34540041109031,0.0059903264,11445,0.4189424,1000,,5.997697963714599,,0.0059903264,1.0,74.06433582305908
0.009832223,50,15.54,145.33374325595784,0.0072861477,12222,0.4189424,1050,,2.9979787635803223,,0.0072861477,1.0,77.8357560634613
0.009360356,50,15.36,143.5265028839094,0.008609319,12990,0.4189424,1100,,5.197351608276367,,0.008609319,1.0,81.69458484649658
0.0091303345,50,13.42,124.13872084516464,0.0059357537,13661,0.4189424,1150,,3.9984543800354,,0.0059357537,1.0,85.38515377044678
0.009381427,50,13.32,123.14294718991448,0.0058343573,14327,0.4189424,1200,,5.397496395111084,,0.0058343573,1.0,90.95545816421509
0.007803601,50,13.94,129.3262661455781,0.005726162,15024,0.4189424,1250,,7.795748291015625,,0.005726162,1.0,96.07126307487488
0.009794811,50,11.98,109.74335592642149,0.0048066014,15623,0.4189424,1300,,3.1980680656433105,,0.0048066014,1.0,100.42264294624329
0.008842429,50,13.96,129.5350429924715,0.004171731,16321,0.4189424,1350,,5.396903057098388,,0.004171731,1.0,104.61304688453674
0.0091505265,50,13.8,127.9347256458364,0.002357991,17011,0.4189424,1400,,4.9975962066650395,,0.002357991,1.0,108.38916254043579
0.009475566,50,14.8,137.92251235874167,0.0071900124,17751,0.4189424,1450,,5.3977254867553714,,0.0071900124,1.0,112.35682773590088
0.009542765,50,17.8,167.91110914024156,0.010694898,18641,0.4189424,1500,,7.394915428161621,,0.010694898,1.0,119.16847109794617
0.009014359,50,19.46,184.51210149204732,0.0068438943,19614,0.4189424,1550,,10.194593811035157,,0.0068438943,1.0,123.72779154777527
0.008672935,50,16.66,156.5127328409994,0.0008998657,20447,0.4189424,1600,,8.197183933258056,,0.0008998657,1.0,128.09445571899414
0.009694128,50,19.2,181.90762612367803,0.008454297,21407,0.4189424,1650,,5.796889572143555,,0.008454297,1.0,135.17553806304932
0.009914663,50,24.36,233.49013592657957,0.003588257,22625,0.4189424,1700,,15.594236392974853,,0.003588257,1.0,141.25250387191772
0.009530156,50,29.92,289.0773767078829,0.0089849215,24121,0.4189424,1750,,7.796166954040527,,0.0089849215,1.0,147.12979578971863
0.0077052196,50,31.72,307.05907350518567,0.005419129,25707,0.4189424,1800,,39.58213397979736,,0.005419129,1.0,152.09998655319214
0.009892511,50,39.06,380.44143044694937,0.006578501,27660,0.4189424,1850,,38.98461891174316,,0.006578501,1.0,159.80770874023438
0.009428972,50,40.6,395.8346801475385,0.0096448,29690,0.4189424,1900,,55.77924926757812,,0.0096448,1.0,176.28048133850098
0.008320704,50,39.38,383.6364264463853,0.012541311,31659,0.4189424,1950,,45.58648199081421,,0.012541311,1.0,186.09063148498535
0.009905327,50,48.18,471.60623397033356,0.021949777,34068,0.4189424,2000,,65.9770245552063,,0.021949777,1.0,193.35915732383728
0.009926774,50,60.6,595.7744785343829,0.020445146,37098,0.4189424,2050,,78.36987985610962,,0.020445146,1.0,202.26670503616333
0.008079984,50,75.88,748.5432428473121,0.013258767,40892,0.4189424,2100,,134.15438228607178,,0.013258767,1.0,213.37378406524658
0.009687212,50,91.84,908.0900892394066,0.023861935,45484,0.4189424,2150,,184.1406854248047,,0.023861935,1.0,222.03477478027344
0.009913482,50,104.8,1037.650107184326,0.020243896,50724,0.4189424,2200,,260.5171889877319,,0.020243896,1.0,233.0154206752777
0.009084591,50,117.98,1169.479162762463,0.022086494,56623,0.4189424,2250,,306.32876386642454,,0.022086494,1.0,240.92675733566284
0.00947155,50,108.96,1079.291435299844,0.026623012,62071,0.4189424,2300,,256.7289757347107,,0.026623012,1.0,250.89207100868225
0.0095065795,50,124.98,1239.4816607591538,0.03039065,68320,0.4189424,2350,,297.92462291717527,,0.03039065,1.0,260.4718418121338
0.008710458,50,138.6,1375.6759773399608,0.017054312,75250,0.4189424,2400,,347.5159418869018,,0.017054312,1.0,271.812460899353
0.008916413,50,124.08,1230.4935550890966,0.01431291,81454,0.4189424,2450,,347.5098472213745,,0.01431291,1.0,282.47136926651
