TimestepsSoFar,entropy,surrgain,EpRewMean,ev_tdlam_before,meankl,EpisodesSoFar,DiscEpRewMean,Step_size,TimeElapsed,entloss,EpThisIter,optimgain,EpLenMean
5629,0.41894197,0.0068380237,192.6345542666345,,0.0056892983,396,13.630434296347879,1.0,34.96167969703674,,11,0.0068380237,20.272727272727273
5963,0.41894197,0.018284662,293.5165795632648,,0.009370465,407,50.89854474501176,1.0,35.84792613983154,,11,0.018284662,30.363636363636363
6234,0.41894197,0.010256024,236.23742379041542,,0.008702959,418,19.993409850380637,1.0,36.81463027000427,,11,0.010256024,24.636363636363637
6662,0.41894197,0.018771831,378.9357663631841,,0.008816319,429,18.176374262029473,1.0,37.933664083480835,,11,0.018771831,38.90909090909091
7070,0.41894197,0.020056937,360.78173771037126,,0.0095539475,440,47.26265335083008,1.0,39.460596799850464,,11,0.020056937,37.09090909090909
7418,0.41894197,0.015556223,306.2360323058848,,0.009160008,451,7.2653117613358935,1.0,40.29592704772949,,11,0.015556223,31.636363636363637
7636,0.41894197,0.011741825,188.0654342677815,,0.008494063,462,19.080368388782848,1.0,41.05847644805908,,11,0.011741825,19.818181818181817
7858,0.41894197,0.013022291,191.72785324059032,,0.007879552,473,15.442262389443137,1.0,41.94586634635925,,11,0.013022291,20.181818181818183
8147,0.41894197,0.01410526,252.61209044409551,,0.0076360246,484,34.53074082461271,1.0,43.06233882904053,,11,0.01410526,26.272727272727273
8438,0.41894197,0.01768099,254.42618202431606,,0.009787599,495,15.44442116130482,1.0,43.95935821533203,,11,0.01768099,26.454545454545453
8870,0.41894197,0.008619111,382.59966167608405,,0.008543615,506,14.541330164129084,1.0,45.07127547264099,,11,0.008619111,39.27272727272727
9401,0.41894197,0.020654354,472.534352683319,,0.008159249,517,108.1375242580067,1.0,46.190337896347046,,11,0.020654354,48.27272727272727
10096,0.41894197,0.027547415,621.6004243148876,,0.009609694,528,88.15191234241833,1.0,47.32656145095825,,11,0.027547415,63.18181818181818
10707,0.41894197,0.0060772914,545.236851441684,,0.0083419345,539,147.21363631161776,1.0,48.48906850814819,,11,0.0060772914,55.54545454545455
11507,0.41894197,0.02487746,717.0224561915984,,0.009164765,550,158.13973409479314,1.0,50.220258712768555,,11,0.02487746,72.72727272727273
12714,0.41894197,0.01858976,1086.9547693044397,,0.0093179215,561,255.37610400806773,1.0,51.79436182975769,,11,0.01858976,109.72727272727273
13597,0.41894197,0.012398325,792.4327834555767,,0.0075089876,572,33.622530763799496,1.0,53.05793762207031,,11,0.012398325,80.27272727272727
14978,0.41894197,0.01854123,1245.11259667929,,0.008774528,583,122.66494412855668,1.0,54.47482776641846,,11,0.01854123,125.54545454545455
16324,0.41894197,0.03886996,1213.2482909971807,,0.009928691,594,432.5888913761486,1.0,56.06376552581787,,11,0.03886996,122.36363636363636
17924,0.41894197,0.030711375,1444.1248052022697,,0.008059753,605,639.8102389248935,1.0,57.925389528274536,,11,0.030711375,145.45454545454547
19691,0.41894197,0.024299694,1595.9334176999291,,0.009340635,616,744.3644526221535,1.0,59.54897093772888,,11,0.024299694,160.63636363636363
21676,0.41894197,0.025841525,1794.1400977179496,,0.0077203037,627,667.1438018625432,1.0,61.153815031051636,,11,0.025841525,180.45454545454547
23339,0.41894197,0.028408242,1501.4144801679272,,0.009584602,638,379.88737557151103,1.0,63.160911321640015,,11,0.028408242,151.1818181818182
25219,0.41894197,0.04672696,1698.660974232571,,0.008644529,649,384.45683765411377,1.0,65.64133214950562,,11,0.04672696,170.9090909090909
26907,0.41894197,0.039654598,1524.2003453750146,,0.009991983,660,559.8721323013306,1.0,67.27591109275818,,11,0.039654598,153.45454545454547
28548,0.41894197,0.021628402,1481.5390431881237,,0.0096943015,671,488.0797064521096,1.0,69.0188193321228,,11,0.021628402,149.1818181818182
30490,0.41894197,0.022232873,1755.0736765750908,,0.008996267,682,656.2210925709118,1.0,71.04595613479614,,11,0.022232873,176.54545454545453
31759,0.41894197,0.028823564,1143.3249683326094,,0.009073595,693,311.7134271101518,1.0,72.38069224357605,,11,0.028823564,115.36363636363636
33309,0.41894197,0.030664453,1398.7491228805357,,0.00968667,704,253.55116592754018,1.0,74.09991121292114,,11,0.030664453,140.9090909090909
35369,0.41894197,0.037638083,1862.3673966421964,,0.00864807,715,704.4104299545288,1.0,77.30984592437744,,11,0.037638083,187.27272727272728
37253,0.41894197,0.02910173,1702.4346974926084,,0.008914495,726,632.6156685569069,1.0,79.092946767807,,11,0.02910173,171.27272727272728
38911,0.41894197,0.024932109,1496.9215500633086,,0.008895547,737,522.5988027399236,1.0,80.74493217468262,,11,0.024932109,150.72727272727272
40632,0.41894197,0.01744387,1554.2591888371392,,0.00953157,748,601.7185660275546,1.0,82.83671998977661,,11,0.01744387,156.45454545454547
42940,0.41894197,0.020130256,2087.864060467826,,0.008855763,759,900.7865150625056,1.0,85.07462811470032,,11,0.020130256,209.8181818181818
44640,0.41894197,0.018694654,1535.2491733894997,,0.0059180027,770,549.933250947432,1.0,87.24059414863586,,11,0.018694654,154.54545454545453
46504,0.41894197,0.021432586,1684.2930068316937,,0.009841753,781,557.1986682198265,1.0,89.38450193405151,,11,0.021432586,169.45454545454547
48210,0.41894197,0.032057103,1540.5997718043952,,0.009637771,792,482.6399512724443,1.0,91.07966375350952,,11,0.032057103,155.0909090909091
49947,0.41894197,0.040160112,1568.8193875117634,,0.009864364,803,551.7170836708763,1.0,93.01622939109802,,11,0.040160112,157.9090909090909
51931,0.41894197,0.028907334,1793.38507066065,,0.009377041,814,623.5526281703602,1.0,94.85877966880798,,11,0.028907334,180.36363636363637
53750,0.41894197,0.02643041,1643.337774360072,,0.008122417,825,708.9882166602395,1.0,97.3598747253418,,11,0.02643041,165.36363636363637
55653,0.41894197,0.019765064,1719.7536146057398,,0.0061554466,836,630.8181179220027,1.0,99.6846330165863,,11,0.019765064,173.0
57295,0.41894197,0.02331094,1482.5268522372473,,0.007695836,847,585.3806131536311,1.0,101.78396606445312,,11,0.02331094,149.27272727272728
58953,0.41894197,0.023823759,1497.0501004729558,,0.008011971,858,579.9262566999955,1.0,103.63111090660095,,11,0.023823759,150.72727272727272
60839,0.41894197,0.04192106,1704.3429177788623,,0.009590053,869,615.3834657669067,1.0,105.73845767974854,,11,0.04192106,171.45454545454547
62694,0.41894197,0.011077946,1676.1480544689455,,0.009306653,880,611.7419364235618,1.0,108.45347476005554,,11,0.011077946,168.63636363636363
64370,0.41894197,0.011624137,1513.4379113251562,,0.008947705,891,502.66448653828013,1.0,111.43394875526428,,11,0.011624137,152.36363636363637
66123,0.41894197,0.022212224,1583.380483763192,,0.007443007,902,666.2602768811313,1.0,113.49497842788696,,11,0.022212224,159.36363636363637
67950,0.41894197,0.036040574,1650.6781947739794,,0.008260815,913,458.1071277965199,1.0,116.61571979522705,,11,0.036040574,166.0909090909091
69495,0.41894197,0.027809948,1394.3161803874461,,0.008085834,924,394.478796265342,1.0,118.82664322853088,,11,0.027809948,140.45454545454547
70874,0.41894197,0.035444293,1243.4793433118493,,0.0071316473,935,383.58967694369227,1.0,121.15728497505188,,11,0.035444293,125.36363636363636
72534,0.41894197,0.05340793,1498.8895267124324,,0.00898792,946,580.8274712129073,1.0,123.62660813331604,,11,0.05340793,150.9090909090909
74151,0.41894197,0.026822207,1459.7750112519645,,0.009833306,957,504.46756250208074,1.0,125.72671151161194,,11,0.026822207,147.0
75966,0.41894197,0.023680514,1639.7381811129949,,0.008932517,968,694.43759580092,1.0,128.37161135673523,,11,0.023680514,165.0
78148,0.41894197,0.028569547,1973.3541106697069,,0.009504975,979,718.0855561169711,1.0,131.3929524421692,,11,0.028569547,198.36363636363637
80120,0.41894197,0.017077832,1782.4376969083294,,0.008011313,990,697.1629967256026,1.0,133.9713122844696,,11,0.017077832,179.27272727272728
81996,0.41894197,0.03751643,1695.149510328225,,0.009171518,1001,542.6113531806252,1.0,136.10745096206665,,11,0.03751643,170.54545454545453
83468,0.41894197,0.0452101,1327.9272233158367,,0.009407145,1012,264.50406256589025,1.0,138.5137071609497,,11,0.0452101,133.8181818181818
85196,0.41894197,0.028145833,1560.6564818564677,,0.009633451,1023,554.445589238947,1.0,141.71055626869202,,11,0.028145833,157.0909090909091
87151,0.41894197,0.015171689,1767.0361536148425,,0.008989024,1034,692.6377642371438,1.0,144.2209117412567,,11,0.015171689,177.72727272727272
89040,0.41894197,0.036290277,1706.9974670489535,,0.009631262,1045,563.5539303692905,1.0,145.83092045783997,,11,0.036290277,171.72727272727272
91115,0.41894197,0.027814142,1876.076803608189,,0.010080834,1056,950.7699307528409,1.0,148.479994058609,,11,0.027814142,188.63636363636363
92977,0.41894197,0.045166608,1682.4640890449978,,0.009177662,1067,392.6529108394276,1.0,151.0648319721222,,11,0.045166608,169.27272727272728
94789,0.41894197,0.026005019,1636.9744856650657,,0.008221366,1078,502.6265661933205,1.0,153.04282402992249,,11,0.026005019,164.72727272727272
96531,0.41894197,0.023382327,1573.3829341011476,,0.009624002,1089,550.8113584518433,1.0,155.04251909255981,,11,0.023382327,158.36363636363637
98308,0.41894197,0.016817832,1605.2114990752582,,0.008043633,1100,571.7328194704922,1.0,157.323397397995,,11,0.016817832,161.54545454545453
100002,0.41894197,0.019689536,1529.775917902479,,0.009045034,1111,557.1895492727107,1.0,159.73961353302002,,11,0.019689536,154.0
102032,0.41894197,0.039264586,1835.1426405249244,,0.009953507,1122,784.4307886470448,1.0,162.35566568374634,,11,0.039264586,184.54545454545453
103772,0.41894197,0.010593619,1571.4950652865832,,0.008007122,1133,570.8208000876687,1.0,165.03788042068481,,11,0.010593619,158.1818181818182
105648,0.41894197,0.028735926,1695.2202454699973,,0.009788758,1144,653.5400484258479,1.0,167.3928849697113,,11,0.028735926,170.54545454545453
107308,0.41894197,0.032144997,1498.7860239723914,,0.008509374,1155,686.2483041069725,1.0,169.66381883621216,,11,0.032144997,150.9090909090909
109126,0.41894197,0.023331365,1642.387529878407,,0.009538477,1166,792.5614384737881,1.0,172.88016748428345,,11,0.023331365,165.27272727272728
110712,0.41894197,0.029006261,1431.4515490047154,,0.008117597,1177,519.8558545546098,1.0,174.89997911453247,,11,0.029006261,144.1818181818182
112548,0.41894197,0.023341462,1658.788217532755,,0.00831562,1188,618.9685487747192,1.0,177.6797914505005,,11,0.023341462,166.9090909090909
114134,0.41894197,0.025133641,1431.5177209033072,,0.008390105,1199,473.53256555037063,1.0,180.26689338684082,,11,0.025133641,144.1818181818182
115754,0.41894197,0.027779022,1462.352666892072,,0.006298498,1210,548.9470773176713,1.0,182.96909475326538,,11,0.027779022,147.27272727272728
117344,0.41894197,0.0073564905,1435.145638157641,,0.007607933,1221,396.28401348807597,1.0,185.79475164413452,,11,0.0073564905,144.54545454545453
118752,0.41894197,0.02526325,1269.7068982444634,,0.00815358,1232,402.6504920612682,1.0,188.0982382297516,,11,0.02526325,128.0
120206,0.41894197,0.012496535,1311.4710254554232,,0.009036596,1243,290.82951563054866,1.0,190.3942837715149,,11,0.012496535,132.1818181818182
121749,0.41894197,0.020674922,1392.372920354594,,0.007832834,1254,426.2805022326383,1.0,193.20881819725037,,11,0.020674922,140.27272727272728
123658,0.41894197,0.03282028,1725.0938449661107,,0.009882253,1265,653.5243626507846,1.0,195.97107553482056,,11,0.03282028,173.54545454545453
125254,0.41894197,0.016433792,1440.6289944895798,,0.007788706,1276,383.53805871443313,1.0,198.6254801750183,,11,0.016433792,145.0909090909091
126808,0.41894197,0.025781086,1402.4474419145133,,0.008722717,1287,549.9003475362605,1.0,201.11087441444397,,11,0.025781086,141.27272727272728
128313,0.41894197,0.018738078,1357.863905951367,,0.008922925,1298,285.36496647921473,1.0,203.38084173202515,,11,0.018738078,136.8181818181818
129637,0.41894197,0.033839706,1193.3035806971673,,0.009838217,1309,349.9245123429732,1.0,206.10920095443726,,11,0.033839706,120.36363636363636
131070,0.41894197,0.013177504,1292.4987638687214,,0.008088356,1320,222.68587285822088,1.0,208.82066345214844,,11,0.013177504,130.27272727272728
133113,0.41894197,0.021270385,1846.9486768122586,,0.0058083693,1331,729.8784503936768,1.0,211.54055166244507,,11,0.021270385,185.72727272727272
135059,0.41894197,0.029707642,1758.768711391968,,0.009279086,1342,671.7187352613969,1.0,214.30339550971985,,11,0.029707642,176.9090909090909
136412,0.41894197,0.015914137,1219.7955903214954,,0.0067863106,1353,336.30621459267354,1.0,216.71276116371155,,11,0.015914137,123.0
138259,0.41894197,0.017908482,1668.8015983915195,,0.009524362,1364,541.7236765081233,1.0,220.2690625190735,,11,0.017908482,167.9090909090909
139850,0.41894197,0.02873001,1436.1140401794391,,0.009075567,1375,294.4875222119418,1.0,222.40149641036987,,11,0.02873001,144.63636363636363
141743,0.41894197,0.044617023,1710.5616114333936,,0.009811139,1386,695.3221029801803,1.0,225.13261342048645,,11,0.044617023,172.0909090909091
143483,0.41894197,0.011528012,1571.5210924911153,,0.007228972,1397,648.0761318206787,1.0,228.1198182106018,,11,0.011528012,158.1818181818182
145282,0.41894197,0.03761389,1625.1364716989067,,0.00922933,1408,598.0763470042835,1.0,230.09275126457214,,11,0.03761389,163.54545454545453
147277,0.41894197,0.023746775,1803.331641245659,,0.009848167,1419,604.4422574476762,1.0,233.41768336296082,,11,0.023746775,181.36363636363637
148934,0.41894197,0.01777325,1496.1173165895964,,0.0063730655,1430,446.295503876426,1.0,235.96929955482483,,11,0.01777325,150.63636363636363
150812,0.41894197,0.031807326,1696.9469672348307,,0.009414535,1441,588.0747750022194,1.0,238.58281254768372,,11,0.031807326,170.72727272727272
152641,0.41894197,0.023481736,1652.4512999927445,,0.009357551,1452,631.7237628589977,1.0,240.7187135219574,,11,0.023481736,166.27272727272728
154348,0.41894197,0.039308216,1541.5191922835884,,0.009893074,1463,488.0726041793823,1.0,243.19010734558105,,11,0.039308216,155.1818181818182
156002,0.41894197,0.028706474,1493.3400656863582,,0.008205984,1474,492.6386626850475,1.0,245.98393535614014,,11,0.028706474,150.36363636363637
157216,0.41894197,0.03184058,1093.353629685299,,0.009169906,1485,306.29091011394155,1.0,248.56379508972168,,11,0.03184058,110.36363636363636
158690,0.41894197,0.032817673,1329.7316166875742,,0.009448763,1496,500.8246796347878,1.0,251.68802618980408,,11,0.032817673,134.0
160156,0.41894197,0.03422116,1322.4278048328122,,0.009129723,1507,227.20111751556396,1.0,254.08440041542053,,11,0.03422116,133.27272727272728
161825,0.41894197,0.023707727,1507.01609951556,,0.0077729966,1518,612.6181075356224,1.0,256.68844294548035,,11,0.023707727,151.72727272727272
163520,0.41894197,0.025634438,1530.5797031661039,,0.007793007,1529,637.1638232144443,1.0,259.48270297050476,,11,0.025634438,154.0909090909091
164673,0.41894197,0.031506833,1037.9158346026304,,0.009633518,1540,249.0247944051569,1.0,262.3853602409363,,11,0.031506833,104.81818181818181
166174,0.41894197,0.009711776,1354.3085822272772,,0.0089893835,1551,293.5700833580711,1.0,265.1604151725769,,11,0.009711776,136.45454545454547
168100,0.41894197,0.037850555,1740.5523520469412,,0.009976678,1562,726.2365645495328,1.0,267.94554114341736,,11,0.037850555,175.0909090909091
169886,0.41894197,0.04428526,1613.3422046743756,,0.009434912,1573,677.1621401526711,1.0,270.22682881355286,,11,0.04428526,162.36363636363637
171220,0.41894197,0.00676469,1202.4349291003518,,0.009553861,1584,268.1135359677401,1.0,272.50585174560547,,11,0.00676469,121.27272727272727
172993,0.41894197,0.020766512,1601.533789146508,,0.005089151,1595,788.9513446634465,1.0,276.49365162849426,,11,0.020766512,161.1818181818182
174820,0.41894197,0.033736743,1650.5898614324824,,0.009502823,1606,554.4289151105014,1.0,278.75537276268005,,11,0.033736743,166.0909090909091
176840,0.41894197,0.028609449,1826.0979876715596,,0.008814557,1617,695.3589429855347,1.0,281.5020923614502,,11,0.028609449,183.63636363636363
178522,0.41894197,0.029591804,1518.8075040935494,,0.00882537,1628,641.7034485556862,1.0,284.581157207489,,11,0.029591804,152.9090909090909
180622,0.41894197,0.0279436,1898.8352744009076,,0.007896488,1639,778.0837339054455,1.0,287.86986660957336,,11,0.0279436,190.9090909090909
182183,0.41894197,0.02525752,1408.8690296254742,,0.008397044,1650,540.8304235284978,1.0,290.43046379089355,,11,0.02525752,141.9090909090909
183969,0.41894197,0.044704977,1613.392834999763,,0.009446835,1661,678.0999678698453,1.0,292.50884103775024,,11,0.044704977,162.36363636363637
185877,0.41894197,0.034485202,1724.2741706176678,,0.0074208505,1672,655.3428592681885,1.0,295.09555315971375,,11,0.034485202,173.45454545454547
187409,0.41894197,0.038539194,1382.5040735375974,,0.007455422,1683,483.56846271861684,1.0,297.7020139694214,,11,0.038539194,139.27272727272728
188777,0.41894197,0.034626458,1233.4149077475906,,0.0065308698,1694,413.55644737590444,1.0,300.5440320968628,,11,0.034626458,124.36363636363636
190563,0.41894197,0.0084352065,1613.395829124294,,0.009166311,1705,641.7366997111927,1.0,303.97335147857666,,11,0.0084352065,162.36363636363637
192150,0.41894197,0.036560748,1432.4210024121608,,0.009512998,1716,545.3651690916581,1.0,306.64507603645325,,11,0.036560748,144.27272727272728
194122,0.41894197,0.04722897,1782.366128746298,,0.009731992,1727,597.1700605045665,1.0,309.72845005989075,,11,0.04722897,179.27272727272728
195560,0.41894197,0.022919301,1296.941765875202,,0.009935489,1738,288.1104290702126,1.0,311.57229828834534,,11,0.022919301,130.72727272727272
197189,0.41894197,0.044642754,1470.5489667803695,,0.008833751,1749,665.3378177989613,1.0,314.5888102054596,,11,0.044642754,148.0909090909091
198849,0.41894197,0.037633862,1498.760356273938,,0.009020054,1760,531.7139186859131,1.0,317.2507553100586,,11,0.037633862,150.9090909090909
200572,0.41894197,0.012457489,1555.9956009033651,,0.008184751,1771,676.2203472310847,1.0,319.61605048179626,,11,0.012457489,156.63636363636363
202415,0.41894197,0.036269188,1665.1421343813809,,0.006799174,1782,620.8055779717185,1.0,322.42620277404785,,11,0.036269188,167.54545454545453
203953,0.41894197,0.040367838,1387.9158545115647,,0.007585496,1793,344.491078896956,1.0,324.98839688301086,,11,0.040367838,139.8181818181818
205714,0.41894197,0.02646885,1590.6016239707658,,0.009942078,1804,583.5361234491521,1.0,327.323513507843,,11,0.02646885,160.0909090909091
207296,0.41894197,0.018506425,1427.8311236842494,,0.0060824035,1815,419.0017725337635,1.0,329.32370686531067,,11,0.018506425,143.8181818181818
208486,0.41894197,0.014535206,1071.5431353141792,,0.009752503,1826,282.63948527249426,1.0,331.9582431316376,,11,0.014535206,108.18181818181819
209960,0.41894197,0.011089612,1329.7166802026331,,0.009028008,1837,485.35056617043233,1.0,334.6540677547455,,11,0.011089612,134.0
211160,0.41894197,0.032226987,1080.6363459032316,,0.006512284,1848,417.17501284859395,1.0,336.9229278564453,,11,0.032226987,109.0909090909091
212372,0.41894197,0.017258704,1091.5269561188945,,0.009556367,1859,232.65530135414818,1.0,339.4310944080353,,11,0.017258704,110.18181818181819
213775,0.41894197,0.02083988,1265.108327341552,,0.009563849,1870,248.09948192943227,1.0,342.4260456562042,,11,0.02083988,127.54545454545455
215277,0.41894197,0.015085036,1355.1500091425523,,0.008220357,1881,460.81551976637405,1.0,345.27275919914246,,11,0.015085036,136.54545454545453
216661,0.41894197,0.033424698,1247.8932345018368,,0.0093325535,1892,288.1231456236406,1.0,348.26155829429626,,11,0.033424698,125.81818181818181
218198,0.41894197,0.036860958,1386.9837451664896,,0.009494558,1903,372.64698869531804,1.0,350.14213943481445,,11,0.036860958,139.72727272727272
219990,0.41894197,0.022013955,1618.7677406703767,,0.009240812,1914,587.1545672850175,1.0,352.86015009880066,,11,0.022013955,162.9090909090909
221460,0.41894197,0.029107355,1326.0037325458552,,0.009534869,1925,445.34659446369517,1.0,355.424192905426,,11,0.029107355,133.63636363636363
222705,0.41894197,0.016528385,1121.578612697597,,0.009141248,1936,339.9264468279752,1.0,357.7042191028595,,11,0.016528385,113.18181818181819
224069,0.41894197,0.028140998,1229.6907092343656,,0.008991095,1947,466.2638711062345,1.0,360.7093458175659,,11,0.028140998,124.0
225335,0.41894197,0.03414537,1140.5875975443457,,0.0073527833,1958,187.20997229489413,1.0,363.2424819469452,,11,0.03414537,115.0909090909091
226542,0.41894197,0.032679614,1086.9771804155316,,0.009667239,1969,358.07654840295965,1.0,365.7626984119415,,11,0.032679614,109.72727272727273
227576,0.41894197,0.025580747,929.7320376444936,,0.009725109,1980,228.0940701744773,1.0,367.46539998054504,,11,0.025580747,94.0
228563,0.41894197,0.018669669,887.0309464559122,,0.009747659,1991,224.46366440166128,1.0,370.43947649002075,,11,0.018669669,89.72727272727273
229985,0.41894197,0.02590016,1282.4009225249386,,0.006956701,2002,429.00260387767446,1.0,374.0528554916382,,11,0.02590016,129.27272727272728
231430,0.41894197,0.0270964,1303.2931985390521,,0.009185183,2013,377.1720706766302,1.0,377.01494669914246,,11,0.0270964,131.36363636363637
232620,0.41894197,0.025157362,1071.5138940756424,,0.009809662,2024,353.5581205541437,1.0,379.54838967323303,,11,0.025157362,108.18181818181819
233741,0.41894197,0.03483353,1008.8149508789639,,0.00802625,2035,149.05635599656537,1.0,382.11085271835327,,11,0.03483353,101.9090909090909
235189,0.41894197,0.050042707,1306.0084573797603,,0.009352677,2046,405.3510724847967,1.0,384.8095233440399,,11,0.050042707,131.63636363636363
236525,0.41894197,0.039453324,1204.1989714444476,,0.0084698815,2057,389.8979469646107,1.0,388.2538011074066,,11,0.039453324,121.45454545454545
238111,0.41894197,0.049307134,1431.5001092827422,,0.00991957,2068,471.72362700375646,1.0,391.6772575378418,,11,0.049307134,144.1818181818182
239554,0.41894197,0.020435523,1301.5239855330087,,0.0069219368,2079,324.4644827409224,1.0,394.81101632118225,,11,0.020435523,131.1818181818182
241126,0.41894197,0.029138356,1418.848317224557,,0.0077677937,2090,419.93445777893066,1.0,397.2045886516571,,11,0.029138356,142.9090909090909
242791,0.41894197,0.03192258,1503.3926125939042,,0.00928738,2101,513.5493657372215,1.0,399.67775201797485,,11,0.03192258,151.36363636363637
244444,0.41894197,0.019901766,1492.511310905854,,0.0094065145,2112,604.4740498282692,1.0,402.371782541275,,11,0.019901766,150.27272727272728
246034,0.41894197,0.020628521,1435.2145067543013,,0.0072087743,2123,411.74533609910446,1.0,404.85797810554504,,11,0.020628521,144.54545454545453
247846,0.41894197,0.024076922,1636.9915084659422,,0.008818385,2134,660.7886401956731,1.0,407.49622416496277,,11,0.024076922,164.72727272727272
249359,0.41894197,0.015180608,1365.1237831465953,,0.007597423,2145,409.8929709521207,1.0,410.3966498374939,,11,0.015180608,137.54545454545453
250956,0.41894197,0.02755914,1441.48801684562,,0.0076123336,2156,369.90613694624466,1.0,413.25341033935547,,11,0.02755914,145.1818181818182
252609,0.41894197,0.033245027,1492.4112860402834,,0.009729681,2167,548.0812757665461,1.0,416.23585295677185,,11,0.033245027,150.27272727272728
