TimeElapsed,surrgain,Step_size,entloss,DiscEpRewMean,TimestepsSoFar,ev_tdlam_before,EpRewMean,entropy,EpisodesSoFar,meankl,EpThisIter,EpLenMean,optimgain
10.187447547912598,0.0043408736,1.0,,2.5994518852233885,403,,70.55886006446393,0.4189424,50,0.008210771,50,8.06,0.0043408736
17.599451541900635,0.006686376,1.0,,0.5993267059326172,789,,67.15579436137504,0.4189424,100,0.009666648,50,7.72,0.006686376
25.51230764389038,0.003781471,1.0,,0.19967025756835938,1243,,80.7512360322162,0.4189424,150,0.009887691,50,9.08,0.003781471
34.04240036010742,0.006125032,1.0,,3.5979438972473146,1883,,117.93624581694961,0.4189424,200,0.0095718205,50,12.8,0.006125032
42.85358548164368,0.0025615895,1.0,,7.395066871643066,2454,,104.14736583335481,0.4189424,250,0.009226431,50,11.42,0.0025615895
51.21451544761658,0.0066906353,1.0,,0.3994724082946777,2941,,87.35038415358784,0.4189424,300,0.009742588,50,9.74,0.0066906353
59.48412871360779,0.0042850743,1.0,,3.1978259658813477,3477,,97.14826657323788,0.4189424,350,0.009063579,50,10.72,0.0042850743
67.53952431678772,0.007930319,1.0,,1.9981446075439453,4005,,95.54727199145307,0.4189424,400,0.009724626,50,10.56,0.007930319
77.22255945205688,0.010409928,1.0,,0.5992413330078125,4475,,83.9548916877306,0.4189424,450,0.009832737,50,9.4,0.010409928
86.14985632896423,0.0028363098,1.0,,4.99670331954956,5059,,106.75040096863333,0.4189424,500,0.008600178,50,11.68,0.0028363098
93.67257595062256,0.005054337,1.0,,3.799160957336426,5543,,86.75433846718865,0.4189424,550,0.00959682,50,9.68,0.005054337
101.00247812271118,0.0054638404,1.0,,4.796297588348389,6116,,104.54605071870435,0.4189424,600,0.009193869,50,11.46,0.0054638404
108.10437822341919,0.0070338915,1.0,,2.9985682487487795,6659,,98.55748951464778,0.4189424,650,0.009426797,50,10.86,0.0070338915
115.80158472061157,0.0049236794,1.0,,3.9970717239379883,7268,,111.73598720213677,0.4189424,700,0.009344626,50,12.18,0.0049236794
123.52735114097595,0.0043043275,1.0,,1.798377742767334,7863,,108.9428319059436,0.4189424,750,0.009639048,50,11.9,0.0043043275
133.16024136543274,0.0031103254,1.0,,2.9988084983825685,8478,,112.9454563340687,0.4189424,800,0.006665838,50,12.3,0.0031103254
