entropy,optimgain,TimestepsSoFar,EpThisIter,EpLenMean,ev_tdlam_before,Step_size,surrgain,entloss,EpRewMean,DiscEpRewMean,meankl,TimeElapsed,EpisodesSoFar
0.41894197,0.009180617,82,11,7.454545454545454,,1.0,0.009180617,,64.49494974319879,3.631601333618164,0.008172037,1.497215747833252,11
0.41894197,0.008848007,158,11,6.909090909090909,,1.0,0.008848007,,59.04653162050836,3.6335560191761362,0.009627798,2.308617353439331,22
0.41894197,0.006600683,277,11,10.818181818181818,,1.0,0.006600683,,98.124115969381,1.815343510020863,0.009491,3.2219247817993164,33
0.41894197,0.011348694,387,11,10.0,,1.0,0.011348694,,89.95018830138316,4.5439111536199395,0.009575609,4.199342966079712,44
0.41894197,0.009762499,532,11,13.181818181818182,,1.0,0.009762499,,121.76224452201873,4.541074839505282,0.0094500985,4.981590270996094,55
0.41894197,0.013731229,650,11,10.727272727272727,,1.0,0.013731229,,97.20327133123577,5.450123440135609,0.009712701,5.846162557601929,66
0.41894197,0.01710211,820,11,15.454545454545455,,1.0,0.01710211,,144.43690286383207,2.723080808466131,0.009381842,6.610511302947998,77
0.41894197,0.015030814,974,11,14.0,,1.0,0.015030814,,129.91110040959984,15.445996631275523,0.0097787315,7.502620458602905,88
0.41894197,0.007169331,1140,11,15.090909090909092,,1.0,0.007169331,,140.81854114625503,3.630424672907049,0.009716886,12.015204429626465,99
0.41894197,0.014312061,1411,11,24.636363636363637,,1.0,0.014312061,,236.25850918429788,16.352916284040973,0.008009666,13.015024900436401,110
0.41894197,0.018930102,1612,11,18.272727272727273,,1.0,0.018930102,,172.63138119986775,12.718441356312145,0.009751089,14.0048246383667,121
0.41894197,0.008512292,1734,11,11.090909090909092,,1.0,0.008512292,,100.86425622199232,11.812832312150435,0.009515392,14.861074209213257,132
0.41894197,0.014371409,1914,11,16.363636363636363,,1.0,0.014371409,,153.56070113001334,7.2680276523936875,0.009835387,15.709202527999878,143
0.41894197,0.014635103,2051,11,12.454545454545455,,1.0,0.014635103,,114.4823582598291,16.354787306352094,0.009873954,16.541929960250854,154
0.41894197,0.018063996,2311,11,23.636363636363637,,1.0,0.018063996,,226.26916010551994,19.987279198386453,0.009689424,17.45930767059326,165
0.41894197,0.0115982,2489,11,16.181818181818183,,1.0,0.0115982,,151.7406214619651,11.810046456076883,0.008088693,18.517587661743164,176
0.41894197,0.013239493,2705,11,19.636363636363637,,1.0,0.013239493,,186.25445739612277,47.255678783763535,0.009333446,19.533228874206543,187
0.41894197,0.014689912,2913,11,18.90909090909091,,1.0,0.014689912,,178.9834737041809,13.629546425559305,0.009032406,20.588158130645752,198
0.41894197,0.014698327,3113,11,18.181818181818183,,1.0,0.014698327,,171.73441968834584,12.719245303760875,0.009252905,21.50806760787964,209
0.41894197,0.015339051,3330,11,19.727272727272727,,1.0,0.015339051,,187.1840430163506,9.086845311251553,0.0075483806,22.489739179611206,220
0.41894197,0.0072750147,3568,11,21.636363636363637,,1.0,0.0072750147,,206.25302275467686,8.175771799954502,0.00752543,23.46635389328003,231
0.41894197,0.0108066825,3800,11,21.09090909090909,,1.0,0.0108066825,,200.8058379728204,20.902346524325285,0.009798267,24.41656231880188,242
0.41894197,0.020812374,4150,11,31.818181818181817,,1.0,0.020812374,,308.0544984279233,17.263471776788887,0.008967855,25.37058424949646,253
0.41894197,0.026178341,4457,11,27.90909090909091,,1.0,0.026178341,,268.98005491748455,25.449111591685902,0.009970774,26.30234956741333,264
0.41894197,0.016238505,4763,11,27.818181818181817,,1.0,0.016238505,,268.0548353901306,41.80937368219549,0.009504757,27.277005195617676,275
0.41894197,0.01726889,5066,11,27.545454545454547,,1.0,0.01726889,,265.33212653300745,9.082311543551358,0.008270351,28.23998761177063,286
0.41894197,0.01540217,5456,11,35.45454545454545,,1.0,0.01540217,,344.39291497164527,47.25870132446289,0.009581643,29.365182161331177,297
0.41894197,0.021788983,5938,11,43.81818181818182,,1.0,0.021788983,,428.0133463694628,55.42768010226163,0.009511194,30.285366773605347,308
0.41894197,0.014966885,6593,11,59.54545454545455,,1.0,0.014966885,,585.2453129478636,49.97445782748136,0.009287271,31.449267148971558,319
0.41894197,0.006883169,6949,11,32.36363636363637,,1.0,0.006883169,,313.5268806686671,48.17070943659002,0.008501569,32.4174370765686,330
0.41894197,0.009505927,7272,11,29.363636363636363,,1.0,0.009505927,,283.49230697713705,22.715671452608976,0.0073803226,33.404557943344116,341
0.41894197,0.008040197,7513,11,21.90909090909091,,1.0,0.008040197,,208.99570289649026,19.988782622597434,0.0091982335,34.3029420375824,352
0.41894197,0.0086023165,7697,11,16.727272727272727,,1.0,0.0086023165,,157.19111860029972,10.905162291093307,0.009669048,35.436001777648926,363
0.41894197,0.006966475,7917,11,20.0,,1.0,0.006966475,,189.9023754714858,13.624131029302424,0.008963205,36.28438425064087,374
0.41894197,0.016258875,8308,11,35.54545454545455,,1.0,0.016258875,,345.2695693732513,6.359418002041903,0.008997307,37.39982581138611,385
0.41894197,0.027274942,8664,11,32.36363636363637,,1.0,0.027274942,,313.48840458850896,21.810583114624023,0.009930795,38.44516348838806,396
0.41894197,0.011180923,9120,11,41.45454545454545,,1.0,0.011180923,,404.35782510919836,38.16544723510742,0.005885005,39.432477951049805,407
0.41894197,0.017252875,9407,11,26.09090909090909,,1.0,0.017252875,,250.79832030284751,9.083472511985086,0.009574516,40.347299575805664,418
0.41894197,0.017500414,9854,11,40.63636363636363,,1.0,0.017500414,,396.209530336254,41.80858941511674,0.009931802,41.714247941970825,429
0.41894197,0.019336468,10248,11,35.81818181818182,,1.0,0.019336468,,348.0574397747633,71.79664204337381,0.0077338074,42.53814888000488,440
0.41894197,0.0030404527,10516,11,24.363636363636363,,1.0,0.0030404527,,233.51831799289192,5.452110810713335,0.006768371,43.37120747566223,451
0.41894197,0.015196257,10757,11,21.90909090909091,,1.0,0.015196257,,208.97839427022498,15.450803756713867,0.00984167,44.298678159713745,462
0.41894197,0.023571838,11103,11,31.454545454545453,,1.0,0.023571838,,304.4084202974465,42.711904699152164,0.009103767,45.36515998840332,473
0.41894197,0.011524185,11431,11,29.818181818181817,,1.0,0.011524185,,288.05091475027865,19.082540685480293,0.008050565,46.26621770858765,484
0.41894197,0.042721186,11988,11,50.63636363636363,,1.0,0.042721186,,496.1672191941731,89.97326113960959,0.009995353,47.368866205215454,495
0.41894197,0.0097109,12390,11,36.54545454545455,,1.0,0.0097109,,355.3115614866869,55.43790886618874,0.0075286943,48.38716650009155,506
0.41894197,0.021169553,13092,11,63.81818181818182,,1.0,0.021169553,,627.9002366475206,98.14778510006991,0.007203611,49.47968769073486,517
0.41894197,0.01533813,13622,11,48.18181818181818,,1.0,0.01533813,,471.60888529496856,97.23123194954611,0.00860101,50.481924533843994,528
0.41894197,0.0074383724,13984,11,32.90909090909091,,1.0,0.0074383724,,318.97845105920595,12.72511048750444,0.0087195,51.45767521858215,539
0.41894197,0.033890888,14477,11,44.81818181818182,,1.0,0.033890888,,438.01036212608125,5.44953406940807,0.009948604,52.497007846832275,550
