EpThisIter,ev_tdlam_before,EpLenMean,Step_size,entloss,EpisodesSoFar,EpRewMean,DiscEpRewMean,optimgain,entropy,surrgain,TimestepsSoFar,meankl,TimeElapsed
50,,7.96,1.0,,50,69.55632477515172,0.7990464401245118,0.008255178,0.4189424,0.008255178,398,0.0088673355,10.438880920410156
50,,9.5,1.0,,100,84.9575259372094,1.3994020843505859,0.0051916987,0.4189424,0.0051916987,873,0.009034848,18.969340562820435
50,,10.82,1.0,,150,98.1504261599138,4.597915744781494,0.0052369246,0.4189424,0.0052369246,1414,0.009320224,26.921842098236084
50,,10.74,1.0,,200,97.3473307773739,2.5980786514282226,0.0056098583,0.4189424,0.0056098583,1951,0.009968994,34.313485860824585
50,,11.9,1.0,,250,108.94097943502251,4.198147296905518,0.0020242017,0.4189424,0.0020242017,2546,0.006109986,41.95328736305237
50,,11.84,1.0,,300,108.33313028198522,5.396579265594482,0.008432589,0.4189424,0.008432589,3138,0.009747903,49.6327269077301
50,,10.18,1.0,,350,91.73837964822017,1.998653907775879,0.0059181983,0.4189424,0.0059181983,3647,0.0098612765,57.87103605270386
50,,13.8,1.0,,400,127.92611136010166,1.9989468002319335,0.0048408494,0.4189424,0.0048408494,4337,0.008149844,65.83326530456543
50,,12.46,1.0,,450,114.53605116515712,4.997777786254883,0.009622976,0.4189424,0.009622976,4960,0.010012495,73.5840413570404
50,,14.12,1.0,,500,131.1368238575399,3.7980400466918947,0.0050396165,0.4189424,0.0050396165,5666,0.0094958,82.0782744884491
50,,14.6,1.0,,550,135.93208055735428,4.196393833160401,0.006131743,0.4189424,0.006131743,6396,0.009984976,90.38918447494507
50,,15.92,1.0,,600,149.12263863284264,6.196900825500489,0.007143236,0.4189424,0.007143236,7192,0.009734016,98.53885865211487
50,,12.04,1.0,,650,110.33378918470115,2.7982148361206054,0.006884503,0.4189424,0.006884503,7794,0.009529769,105.81581020355225
50,,16.1,1.0,,700,150.92660271303893,5.197106094360351,0.0074882265,0.4189424,0.0074882265,8599,0.009376918,113.90221571922302
50,,13.74,1.0,,750,127.32854963553433,3.9974837493896485,0.009654279,0.4189424,0.009654279,9286,0.009678932,121.53707551956177
50,,17.28,1.0,,800,162.70864409478872,4.7976383781433105,0.012613331,0.4189424,0.012613331,10150,0.009629984,130.06356120109558
50,,20.04,1.0,,850,190.29947674130662,8.394378204345703,0.010075865,0.4189424,0.010075865,11152,0.009767825,138.5438323020935
50,,17.88,1.0,,900,168.70932983976374,8.196673793792725,0.006912561,0.4189424,0.006912561,12046,0.008968759,146.46046471595764
50,,15.08,1.0,,950,140.7221862441708,2.997974967956543,0.006413449,0.4189424,0.006413449,12800,0.008652627,154.05226731300354
50,,18.32,1.0,,1000,173.1180663004841,11.392729187011719,0.008671318,0.4189424,0.008671318,13716,0.009929084,160.59412932395935
50,,27.12,1.0,,1050,261.0713668435656,17.98944797515869,0.010728245,0.4189424,0.010728245,15072,0.009453308,168.53955602645874
50,,23.56,1.0,,1100,225.49729556171076,11.394396057128906,0.009459782,0.4189424,0.009459782,16250,0.0099478895,176.86500930786133
50,,36.18,1.0,,1150,351.630977457299,21.789707355499267,0.016555384,0.4189424,0.016555384,18059,0.010003408,184.410786151886
50,,41.48,1.0,,1200,404.62811260370034,30.586276931762697,0.015391851,0.4189424,0.015391851,20133,0.009668867,191.62391138076782
50,,37.3,1.0,,1250,362.82500699939243,14.394887981414795,0.015641816,0.4189424,0.015641816,21998,0.009733864,199.89746069908142
50,,47.84,1.0,,1300,468.2016716267714,62.17412561416626,0.01740695,0.4189424,0.01740695,24390,0.010008874,208.16499519348145
