EpThisIter,entloss,ev_tdlam_before,surrgain,entropy,TimeElapsed,EpRewMean,optimgain,DiscEpRewMean,Step_size,meankl,EpLenMean,EpisodesSoFar,TimestepsSoFar
50,,,0.0068994006,0.4189424,9.758930683135986,75.55499003044453,0.0068994006,0.399432430267334,1.0,0.0099691935,8.56,50,428
50,,,0.008046622,0.4189424,16.07916808128357,80.1504259754265,0.008046622,2.1990122032165527,1.0,0.0096986275,9.02,100,879
50,,,0.006881199,0.4189424,22.62303113937378,83.15283405359513,0.006881199,2.798472270965576,1.0,0.0086475,9.32,150,1345
50,,,0.008441297,0.4189424,30.034850120544434,107.13464764893621,0.008441297,5.597450428009033,1.0,0.009544147,11.72,200,1931
50,,,0.00449365,0.4189424,34.27621531486511,89.14872578508039,0.00449365,1.5994785690307618,1.0,0.0087950155,9.92,250,2427
50,,,0.0070611387,0.4189424,42.13868188858032,94.3513726792044,0.0070611387,3.7973454284667967,1.0,0.009882148,10.44,300,2949
50,,,0.008279465,0.4189424,49.18713593482971,116.33348524030532,0.008279465,1.998520565032959,1.0,0.009650264,12.64,350,3581
50,,,0.002810313,0.4189424,55.86507821083069,120.53515206212207,0.002810313,3.797818603515625,1.0,0.009561168,13.06,400,4234
50,,,0.00827382,0.4189424,65.0762231349945,108.74102809228916,0.00827382,5.1977512550354,1.0,0.009773695,11.88,450,4828
50,,,0.0049319617,0.4189424,78.62514066696167,96.54670354980857,0.0049319617,2.1987687301635743,1.0,0.008152222,10.66,500,5361
50,,,0.006293238,0.4189424,83.23052024841309,120.13516347497202,0.006293238,4.597801685333252,1.0,0.00985582,13.02,550,6012
50,,,0.0032476478,0.4189424,97.14799475669861,145.32161619300842,0.0032476478,5.5965127182006835,1.0,0.008331192,15.54,600,6789
50,,,0.003584054,0.4189424,108.04239130020142,115.7404740308366,0.003584054,6.997805480957031,1.0,0.00928154,12.58,650,7418
50,,,0.004788495,0.4189424,123.60316371917725,160.71969183459626,0.004788495,3.5979744720458986,1.0,0.009669168,17.08,700,8272
50,,,0.008879425,0.4189424,135.13657426834106,154.72480637603005,0.008879425,3.5988535690307617,1.0,0.009493956,16.48,750,9096
50,,,0.009606763,0.4189424,147.05380821228027,132.12710415115674,0.009606763,6.596913547515869,1.0,0.009414405,14.22,800,9807
50,,,0.0138092665,0.4189424,163.20695567131042,157.11056554833172,0.0138092665,6.593898181915283,1.0,0.009814363,16.72,850,10643
50,,,0.0077215065,0.4189424,179.3345069885254,237.8786933672987,0.0077215065,15.79379487991333,1.0,0.009617428,24.8,900,11883
50,,,0.009707607,0.4189424,193.14464926719666,197.69473359430037,0.009707607,18.791130237579345,1.0,0.009810093,20.78,950,12922
50,,,0.013131873,0.4189424,205.7261655330658,265.2758591230285,0.013131873,12.592280101776122,1.0,0.009594369,27.54,1000,14299
50,,,0.009917739,0.4189424,216.31863474845886,274.4733170492365,0.009917739,17.99095666885376,1.0,0.009906306,28.46,1050,15722
50,,,0.014324309,0.4189424,229.2860085964203,315.45485519654744,0.014324309,25.386884498596192,1.0,0.009885791,32.56,1100,17350
50,,,0.015021385,0.4189424,242.75513529777527,378.0410288091004,0.015021385,37.18301713943482,1.0,0.008990674,38.82,1150,19291
50,,,0.010040098,0.4189424,251.27556133270264,345.8344619939819,0.010040098,26.78340009689331,1.0,0.009029541,35.6,1200,21071
50,,,0.015223572,0.4189424,266.49947023391724,404.61517164132346,0.015223572,38.37935096740723,1.0,0.009883943,41.48,1250,23145
50,,,0.01762182,0.4189424,279.63624024391174,439.22130249317894,0.01762182,34.78402956008911,1.0,0.009823156,44.94,1300,25392
50,,,0.014219046,0.4189424,292.2729606628418,484.59194010141874,0.014219046,41.18088470458984,1.0,0.009496431,49.48,1350,27866
50,,,0.022178141,0.4189424,310.8812952041626,708.5260231073936,0.022178141,112.35846269607543,1.0,0.00994306,71.88,1400,31460
50,,,0.01894042,0.4189424,329.3037109375,638.5569725237738,0.01894042,109.56437843322755,1.0,0.00923622,64.88,1450,34704
50,,,0.014014466,0.4189424,350.13370299339294,693.160751307034,0.014014466,104.96960262298585,1.0,0.009914891,70.34,1500,38221
50,,,0.010062188,0.4189424,372.2595896720886,678.937046283228,0.010062188,107.76441104888916,1.0,0.009795894,68.92,1550,41667
50,,,0.013979563,0.4189424,389.8338463306427,799.5282202377438,0.013979563,91.96431468963623,1.0,0.009318315,80.98,1600,45716
50,,,0.019833574,0.4189424,409.38767886161804,927.8999736466062,0.019833574,187.3432352256775,1.0,0.009450552,93.82,1650,50407
50,,,0.018973574,0.4189424,429.6352627277374,972.3167877645866,0.018973574,150.76027029037476,1.0,0.009212607,98.26,1700,55320
50,,,0.0066300523,0.4189424,446.13221859931946,925.7205024126756,0.0066300523,181.54675243377685,1.0,0.00911296,93.6,1750,60000
50,,,0.02241285,0.4189424,464.87735962867737,1177.0921037106068,0.02241285,353.9157164764404,1.0,0.009992486,118.74,1800,65937
50,,,0.015186205,0.4189424,484.25813841819763,1223.5347033870587,0.015186205,335.1321804046631,1.0,0.0090944,123.38,1850,72106
50,,,0.012813902,0.4189424,505.04836225509644,1220.558791853728,0.012813902,322.1375249671936,1.0,0.00766352,123.08,1900,78260
50,,,0.0099876085,0.4189424,522.3639376163483,1270.7627783644862,0.0099876085,356.53685647964477,1.0,0.0094741825,128.1,1950,84665
50,,,0.012421448,0.4189424,541.2919631004333,1247.3934872573625,0.012421448,312.94585943222046,1.0,0.008627381,125.76,2000,90953
50,,,0.008992717,0.4189424,557.8046238422394,1170.0178195454337,0.008992717,263.75272357940673,1.0,0.009832193,118.02,2050,96854
50,,,0.01182105,0.4189424,574.1091351509094,1176.6209015306722,0.01182105,288.15516124725343,1.0,0.0073774126,118.68,2100,102788
50,,,0.012261922,0.4189424,588.3782227039337,1282.215976166995,0.012261922,325.55512367248537,1.0,0.0045400336,129.24,2150,109250
50,,,0.010807003,0.4189424,605.9139029979706,1249.429651205361,0.010807003,340.75608499526976,1.0,0.0091883065,125.96,2200,115548
50,,,0.010595195,0.4189424,621.0180761814117,1216.2068425247924,0.010595195,331.34935844421386,1.0,0.00980734,122.64,2250,121680
50,,,0.0070175696,0.4189424,639.2238652706146,1184.411073904911,0.0070175696,279.75257648468016,1.0,0.008990278,119.46,2300,127653
50,,,0.010154957,0.4189424,656.4490015506744,1153.4025715663965,0.010154957,293.7529288101196,1.0,0.0070697973,116.36,2350,133471
50,,,0.012217451,0.4189424,674.1747779846191,1184.8044407217121,0.012217451,282.5510762214661,1.0,0.009485122,119.5,2400,139446
50,,,0.0087195225,0.4189424,694.7183504104614,1077.820530283662,0.0087195225,232.56187231063842,1.0,0.0082834,108.8,2450,144886
50,,,0.014345913,0.4189424,713.3306016921997,1134.3995248071324,0.014345913,269.5512487792969,1.0,0.00981157,114.46,2500,150609
50,,,0.009677725,0.4189424,732.3398888111115,1134.9933057219816,0.009677725,278.74889366149904,1.0,0.0095290085,114.52,2550,156335
50,,,0.00992188,0.4189424,748.242508649826,1103.5980335860354,0.00992188,267.95395099639893,1.0,0.009327472,111.38,2600,161904
50,,,0.016572792,0.4189424,768.0243926048279,1014.1957208357052,0.016572792,216.55642751693725,1.0,0.008822675,102.44,2650,167026
50,,,0.0044554737,0.4189424,785.140162229538,1072.5791311267808,0.0044554737,250.95248922348023,1.0,0.009077622,108.28,2700,172440
50,,,0.005642793,0.4189424,802.7555763721466,1062.997973411408,0.005642793,221.55654363632203,1.0,0.0036916279,107.32,2750,177806
50,,,0.009585758,0.4189424,817.3398027420044,1049.5967525739875,0.009585758,225.15699443817138,1.0,0.007290688,105.98,2800,183105
50,,,0.024827681,0.4189424,834.2383711338043,1044.2046842729806,0.024827681,234.3566252708435,1.0,0.009897522,105.44,2850,188377
50,,,0.010133646,0.4189424,850.9210846424103,1056.004457453434,0.010133646,237.75795389175414,1.0,0.0063687256,106.62,2900,193708
