Delta,MaxNormIw,IterType,AvgRet,VarDiscRet,VarRet,Bound,AvgVanillaIw,EpsThisIter,MaxVanillaIw,ESSClassic,AvgDiscRet,eRenyi2,MinVanillaIw,J,ESSRenyi,BatchSize,VarJ,VarVanillaIw,AvgNormIw,MinNormIw,VanillaAvgRet,AvgEpLen,VarNormIw
0.8,0.0025,2,-121.10181042,12359.5353478,12359.5353478,-124.511,1.0,100,1.0,400.0,-121.10181042,1.0,1.0,-114.082,500.0,500,102.568,,0.0025,0.0025,-121.10181042,160.99,5.4346e-20
0.8,0.0313998,1,-121.89836006,12439.6008024,12439.6008024,-116.438,0.931121,100,14.6185,143.395458699,-121.89836006,3.43621,2.05977e-34,-99.1473,145.509003142,500,135.66,2.16039,0.002,4.42428e-37,-121.89836006,161.96,9.96738e-06
0.8,0.01,2,-111.647147446,9577.31695545,9577.31695545,-132.504,1.0,100,1.0,100.0,-111.647147446,1.0,1.0,-111.647,500.0,500,97.3732,,0.01,0.01,-111.647147446,150.36,3.50449e-18
0.8,0.005,2,-109.720581025,9670.55992074,9670.55992074,-125.432,1.0,100,1.0,200.000000102,-109.720581025,1.0,1.0,-110.684,500.0,500,97.6147,,0.005,0.005,-109.720581025,148.2,2.1793e-19
0.8,0.00333333,2,-106.154888113,8858.68013886,8858.68013886,-121.216,1.0,100,1.0,299.999969474,-106.154888113,1.0,1.0,-109.174,500.0,500,96.3345,,0.00333333,0.00333333,-106.154888113,143.28,5.43914e-20
0.8,0.0025,2,-123.0437823,13233.8942475,13233.8942475,-123.07,1.0,100,1.0,400.0,-123.0437823,1.0,1.0,-112.642,500.0,500,101.349,,0.0025,0.0025,-123.0437823,163.12,5.4346e-20
0.8,0.0122288,1,-100.528656104,7842.69080178,7842.69080178,-109.947,0.989554,100,6.05055,206.867258194,-100.528656104,2.40015,7.19177e-11,-95.496,208.320597758,500,113.471,1.39034,0.002,1.45354e-13,-100.528656104,137.1,5.6794e-06
0.8,0.01,2,-116.114321528,10684.3608802,10684.3608802,-136.971,1.0,100,1.0,100.0,-116.114321528,1.0,1.0,-116.114,500.0,500,102.847,,0.01,0.01,-116.114321528,155.74,3.50449e-18
0.8,0.005,2,-109.867677209,9686.71863356,9686.71863356,-127.739,1.0,100,1.0,200.000000102,-109.867677209,1.0,1.0,-112.991,500.0,500,100.466,,0.005,0.005,-109.867677209,148.56,2.1793e-19
0.8,0.00333333,2,-105.394347406,7850.0230867,7850.0230867,-122.501,1.0,100,1.0,299.999969474,-105.394347406,1.0,1.0,-110.459,500.0,500,96.6038,,0.00333333,0.00333333,-105.394347406,143.59,5.43914e-20
0.8,0.0025,2,-97.4172290878,5765.04159915,5765.04159915,-117.627,1.0,100,1.0,400.0,-97.4172290878,1.0,1.0,-107.198,500.0,500,91.9672,,0.0025,0.0025,-97.4172290878,133.96,5.4346e-20
0.8,0.00475012,1,-103.775975569,6749.01475596,6749.01475596,-114.454,1.00424,100,2.38514,298.903652128,-103.775975569,1.64232,1.38117e-08,-102.501,304.447161414,500,108.692,0.679862,0.002,2.75066e-11,-103.775975569,141.59,2.69651e-06
0.8,0.01,2,-98.0155520447,5695.3439091,5695.3439091,-118.867,1.0,100,1.0,100.0,-98.0155520447,1.0,1.0,-98.0155,500.0,500,75.0892,,0.01,0.01,-98.0155520447,135.39,3.50449e-18
0.8,0.005,2,-127.605345464,14188.6806523,14188.6806523,-127.56,1.0,100,1.0,200.000000102,-127.605345464,1.0,1.0,-112.81,500.0,500,100.307,,0.005,0.005,-127.605345464,168.15,2.1793e-19
0.8,0.00333333,2,-111.23285858,9654.11917314,9654.11917314,-124.327,1.0,100,1.0,299.999969474,-111.23285858,1.0,1.0,-112.285,500.0,500,99.4689,,0.00333333,0.00333333,-111.23285858,149.87,5.43914e-20
0.8,0.0025,2,-107.266897196,8731.69377233,8731.69377233,-121.46,1.0,100,1.0,400.0,-107.266897196,1.0,1.0,-111.03,500.0,500,97.91,,0.0025,0.0025,-107.266897196,145.32,5.4346e-20
0.8,0.00419566,1,-120.66230699,12387.167791,12387.167791,-120.107,0.991315,100,2.07961,413.564977102,-120.66230699,1.21422,0.0193027,-109.828,411.78644932,500,103.683,0.205796,0.002,3.89436e-05,-120.66230699,160.36,8.37671e-07
0.8,0.01,2,-96.3315104172,5682.1161875,5682.1161875,-117.188,1.0,100,1.0,100.0,-96.3315104172,1.0,1.0,-96.3315,500.0,500,75.002,,0.01,0.01,-96.3315104172,132.7,3.50449e-18
0.8,0.005,2,-114.636449358,11668.7193388,11668.7193388,-120.232,1.0,100,1.0,200.000000102,-114.636449358,1.0,1.0,-105.484,500.0,500,93.1259,,0.005,0.005,-114.636449358,153.72,2.1793e-19
0.8,0.00333333,2,-98.5247226243,5705.91039225,5705.91039225,-115.206,1.0,100,1.0,299.999969474,-98.5247226243,1.0,1.0,-103.164,500.0,500,87.609,,0.00333333,0.00333333,-98.5247226243,135.01,5.43914e-20
0.8,0.0025,2,-99.3542913745,6764.0745886,6764.0745886,-112.64,1.0,100,1.0,400.0,-99.3542913745,1.0,1.0,-102.212,500.0,500,86.2168,,0.0025,0.0025,-99.3542913745,136.09,5.4346e-20
0.8,0.011863,1,-122.624287868,12425.4066307,12425.4066307,-113.442,1.0484,100,6.21862,334.686950735,-122.624287868,1.4811,0.142981,-102.091,337.586692483,500,91.3469,0.543995,0.002,0.00027276,-122.624287868,162.65,1.97969e-06
0.8,0.01,2,-121.348265365,13487.5885219,13487.5885219,-142.205,1.0,100,1.0,100.0,-121.348265365,1.0,1.0,-121.348,500.0,500,115.554,,0.01,0.01,-121.348265365,161.03,3.50449e-18
0.8,0.005,2,-122.842256177,13338.2080818,13338.2080818,-136.843,1.0,100,1.0,200.000000102,-122.842256177,1.0,1.0,-122.095,500.0,500,115.236,,0.005,0.005,-122.842256177,162.95,2.1793e-19
0.8,0.00333333,2,-103.021149713,6694.19955981,6694.19955981,-127.779,1.0,100,1.0,299.999969474,-103.021149713,1.0,1.0,-115.737,500.0,500,105.56,,0.00333333,0.00333333,-103.021149713,140.81,5.43914e-20
0.8,0.0025,2,-109.657707027,8534.80050614,8534.80050614,-124.646,1.0,100,1.0,400.0,-109.657707027,1.0,1.0,-114.217,500.0,500,102.354,,0.0025,0.0025,-109.657707027,148.96,5.4346e-20
0.8,0.0114136,1,-110.73911222,9667.33877453,9667.33877453,-120.221,1.01312,100,5.7817,284.972181672,-110.73911222,1.77353,0.042672,-107.799,281.923184391,500,103.737,0.776041,0.002,8.42387e-05,-110.73911222,150.11,3.02428e-06
0.8,0.01,2,-117.743603429,10958.8218892,10958.8218892,-138.601,1.0,100,1.0,100.0,-117.743603429,1.0,1.0,-117.744,500.0,500,104.16,,0.01,0.01,-117.743603429,157.43,3.50449e-18
0.8,0.005,2,-102.683728455,7769.74991554,7769.74991554,-124.962,1.0,100,1.0,200.000000102,-102.683728455,1.0,1.0,-110.214,500.0,500,96.5782,,0.005,0.005,-102.683728455,139.55,2.1793e-19
0.8,0.00333333,2,-106.77371614,8764.84522651,8764.84522651,-121.109,1.0,100,1.0,299.999969474,-106.77371614,1.0,1.0,-109.067,500.0,500,95.4634,,0.00333333,0.00333333,-106.77371614,143.79,5.43914e-20
0.8,0.0025,2,-107.490850461,9774.31158819,9774.31158819,-119.102,1.0,100,1.0,400.0,-107.490850461,1.0,1.0,-108.673,500.0,500,96.2006,,0.0025,0.0025,-107.490850461,145.14,5.4346e-20
0.8,0.017089,1,-125.378232589,14175.2087901,14175.2087901,-113.028,1.09355,100,9.34382,174.641514715,-125.378232589,2.81556,1.94712e-05,-97.3768,177.584679609,500,95.8253,2.23233,0.002,3.56111e-08,-125.378232589,166.6,7.46696e-06
0.8,0.01,2,-112.990077017,10692.7050144,10692.7050144,-133.847,1.0,100,1.0,100.0,-112.990077017,1.0,1.0,-112.99,500.0,500,102.887,,0.01,0.01,-112.990077017,151.59,3.50449e-18
0.8,0.005,2,-109.183895021,9739.54955081,9739.54955081,-125.835,1.0,100,1.0,200.000000102,-109.183895021,1.0,1.0,-111.087,500.0,500,100.586,,0.005,0.005,-109.183895021,147.29,2.1793e-19
0.8,0.00333333,2,-106.034524072,7752.05301418,7752.05301418,-121.445,1.0,100,1.0,299.999969474,-106.034524072,1.0,1.0,-109.403,500.0,500,96.4827,,0.00333333,0.00333333,-106.034524072,144.59,5.43914e-20
0.8,0.0025,2,-126.367535589,14131.3001581,14131.3001581,-124.073,1.0,100,1.0,400.0,-126.367535589,1.0,1.0,-113.644,500.0,500,102.631,,0.0025,0.0025,-126.367535589,166.63,5.4346e-20
0.8,0.0103543,1,-107.935447519,8670.39935925,8670.39935925,-117.762,1.02956,100,5.3302,282.995699886,-107.935447519,1.78408,0.0224923,-105.304,280.256842058,500,103.86,0.814446,0.002,4.3693e-05,-107.935447519,146.58,3.07339e-06
0.8,0.01,2,-99.7710765442,6731.53667564,6731.53667564,-120.628,1.0,100,1.0,100.0,-99.7710765442,1.0,1.0,-99.7711,500.0,500,81.6347,,0.01,0.01,-99.7710765442,136.51,3.50449e-18
0.8,0.005,2,-109.847814978,9762.35703161,9762.35703161,-119.558,1.0,100,1.0,200.000000102,-109.847814978,1.0,1.0,-104.809,500.0,500,90.4979,,0.005,0.005,-109.847814978,147.56,2.1793e-19
0.8,0.00333333,2,-117.576658082,10530.6818209,10530.6818209,-121.107,1.0,100,1.0,299.999969474,-117.576658082,1.0,1.0,-109.065,500.0,500,94.7167,,0.00333333,0.00333333,-117.576658082,157.14,5.43914e-20
0.8,0.0025,2,-102.92895538,6842.07903126,6842.07903126,-117.96,1.0,100,1.0,400.0,-102.92895538,1.0,1.0,-107.531,500.0,500,91.8091,,0.0025,0.0025,-102.92895538,140.29,5.4346e-20
0.8,0.0266043,1,-96.5953845391,6848.80237072,6848.80237072,-104.414,0.834682,100,11.1031,74.3585012461,-96.5953845391,5.84448,2.2563e-27,-81.8642,85.550844685,500,63.7066,3.996,0.002,5.40637e-30,-96.5953845391,132.37,2.29426e-05
0.8,0.01,2,-107.276718904,9815.05207065,9815.05207065,-128.134,1.0,100,1.0,100.0,-107.276718904,1.0,1.0,-107.277,500.0,500,98.5743,,0.01,0.01,-107.276718904,145.24,3.50449e-18
0.8,0.005,2,-92.4000903335,4809.75037121,4809.75037121,-114.587,1.0,100,1.0,200.000000102,-92.4000903335,1.0,1.0,-99.8384,500.0,500,85.4085,,0.005,0.005,-92.4000903335,127.76,2.1793e-19
0.8,0.00333333,2,-119.512958777,12430.6798805,12430.6798805,-118.438,1.0,100,1.0,299.999969474,-119.512958777,1.0,1.0,-106.397,500.0,500,95.1379,,0.00333333,0.00333333,-119.512958777,158.72,5.43914e-20
0.8,0.0025,2,-95.3329602039,5826.12775613,5826.12775613,-114.059,1.0,100,1.0,400.0,-95.3329602039,1.0,1.0,-103.631,500.0,500,90.8478,,0.0025,0.0025,-95.3329602039,131.36,5.4346e-20
0.8,0.0157593,1,-110.185179767,9704.17639244,9704.17639244,-111.676,1.05972,100,8.35021,241.019334732,-110.185179767,2.25309,5.1013e-06,-97.6751,221.9171362,500,93.806,1.20911,0.002,9.62767e-09,-110.185179767,148.3,4.3067e-06
0.8,0.01,2,-126.920735828,12989.8337792,12989.8337792,-147.778,1.0,100,1.0,100.0,-126.920735828,1.0,1.0,-126.921,500.0,500,113.402,,0.01,0.01,-126.920735828,168.24,3.50449e-18
0.8,0.005,2,-89.1380223814,3811.70768572,3811.70768572,-122.778,1.0,100,1.0,200.000000102,-89.1380223814,1.0,1.0,-108.029,500.0,500,93.1324,,0.005,0.005,-89.1380223814,124.19,2.1793e-19
0.8,0.00333333,2,-101.797271361,7851.39647845,7851.39647845,-117.994,1.0,100,1.0,299.999969474,-101.797271361,1.0,1.0,-105.952,500.0,500,91.5534,,0.00333333,0.00333333,-101.797271361,138.07,5.43914e-20
0.8,0.0025,2,-113.14871474,10791.9837683,10791.9837683,-118.18,1.0,100,1.0,400.0,-113.14871474,1.0,1.0,-107.751,500.0,500,94.6955,,0.0025,0.0025,-113.14871474,151.71,5.4346e-20
0.8,0.0109001,1,-107.215586538,9811.85491391,9811.85491391,-113.329,1.00845,100,5.49611,241.953182869,-107.215586538,2.05642,0.00210163,-99.9531,243.1412923,500,107.766,1.08679,0.002,4.16803e-06,-107.215586538,144.29,4.27461e-06
0.8,0.01,2,-99.8358634038,6758.36103426,6758.36103426,-120.692,1.0,100,1.0,100.0,-99.8358634038,1.0,1.0,-99.8359,500.0,500,81.7972,,0.01,0.01,-99.8358634038,136.52,3.50449e-18
0.8,0.005,2,-135.478891955,15528.3339173,15528.3339173,-132.405,1.0,100,1.0,200.000000102,-135.478891955,1.0,1.0,-117.657,500.0,500,106.534,,0.005,0.005,-135.478891955,177.82,2.1793e-19
0.8,0.00333333,2,-133.363262424,14726.4853921,14726.4853921,-134.935,1.0,100,1.0,299.999969474,-133.363262424,1.0,1.0,-122.893,500.0,500,111.718,,0.00333333,0.00333333,-133.363262424,175.5,5.43914e-20
0.8,0.0025,2,-104.401235079,7736.92246107,7736.92246107,-128.698,1.0,100,1.0,400.0,-104.401235079,1.0,1.0,-118.27,500.0,500,106.488,,0.0025,0.0025,-104.401235079,142.25,5.4346e-20
0.8,0.0165454,1,-107.334568223,8746.96384515,8746.96384515,-121.834,0.900377,100,7.44853,272.129739436,-107.334568223,1.6794,9.43411e-05,-109.746,297.725024658,500,114.654,0.680189,0.002,2.09559e-07,-107.334568223,145.11,3.35615e-06
0.8,0.01,2,-116.414638385,10530.6578657,10530.6578657,-137.272,1.0,100,1.0,100.0,-116.414638385,1.0,1.0,-116.415,500.0,500,102.105,,0.01,0.01,-116.414638385,156.27,3.50449e-18
0.8,0.005,2,-100.427754415,6726.46785256,6726.46785256,-123.169,1.0,100,1.0,200.000000102,-100.427754415,1.0,1.0,-108.421,500.0,500,92.7694,,0.005,0.005,-100.427754415,137.32,2.1793e-19
0.8,0.00333333,2,-110.459458438,9645.98127412,9645.98127412,-121.142,1.0,100,1.0,299.999969474,-110.459458438,1.0,1.0,-109.101,500.0,500,94.4539,,0.00333333,0.00333333,-110.459458438,149.24,5.43914e-20
0.8,0.0025,2,-100.431283566,6720.04661459,6720.04661459,-117.362,1.0,100,1.0,400.0,-100.431283566,1.0,1.0,-106.933,500.0,500,91.4793,,0.0025,0.0025,-100.431283566,137.04,5.4346e-20
0.8,0.0138801,1,-114.068548708,9581.71963177,9581.71963177,-112.788,1.0169,100,7.05732,216.308175039,-114.068548708,2.3209,1.78357e-09,-98.5782,215.43358285,500,103.011,1.35893,0.002,3.50787e-12,-114.068548708,153.9,5.25658e-06
0.8,0.01,2,-100.50437776,6745.35155438,6745.35155438,-121.361,1.0,100,1.0,100.0,-100.50437776,1.0,1.0,-100.504,500.0,500,81.7184,,0.01,0.01,-100.50437776,137.42,3.50449e-18
0.8,0.005,2,-119.096000623,12579.9778376,12579.9778376,-124.548,1.0,100,1.0,200.000000102,-119.096000623,1.0,1.0,-109.8,500.0,500,98.2469,,0.005,0.005,-119.096000623,158.0,2.1793e-19
0.8,0.00333333,2,-101.530314923,6780.91474822,6780.91474822,-119.085,1.0,100,1.0,299.999969474,-101.530314923,1.0,1.0,-107.044,500.0,500,93.2087,,0.00333333,0.00333333,-101.530314923,139.3,5.43914e-20
0.8,0.0025,2,-103.129025255,7691.70770059,7691.70770059,-116.493,1.0,100,1.0,400.0,-103.129025255,1.0,1.0,-106.065,500.0,500,91.774,,0.0025,0.0025,-103.129025255,141.31,5.4346e-20
0.8,0.00443785,1,-103.619414828,7763.01350254,7763.01350254,-110.368,1.00396,100,2.22772,341.404916581,-103.619414828,1.4385,0.000492288,-99.1804,347.583759419,500,94.2074,0.469166,0.002,9.80688e-07,-103.619414828,140.86,1.86187e-06
0.8,0.01,2,-88.6468876153,3678.88204553,3678.88204553,-109.503,1.0,100,1.0,100.0,-88.6468876153,1.0,1.0,-88.6469,500.0,500,60.3498,,0.01,0.01,-88.6468876153,124.5,3.50449e-18
0.8,0.005,2,-111.720872215,9561.24578824,9561.24578824,-114.932,1.0,100,1.0,200.000000102,-111.720872215,1.0,1.0,-100.184,500.0,500,81.7739,,0.005,0.005,-111.720872215,151.3,2.1793e-19
0.8,0.00333333,2,-103.75352002,6715.44812317,6715.44812317,-113.416,1.0,100,1.0,299.999969474,-103.75352002,1.0,1.0,-101.374,500.0,500,81.7123,,0.00333333,0.00333333,-103.75352002,141.9,5.43914e-20
0.8,0.0025,2,-115.988106821,11583.0096814,11583.0096814,-115.456,1.0,100,1.0,400.0,-115.988106821,1.0,1.0,-105.027,500.0,500,88.9636,,0.0025,0.0025,-115.988106821,155.03,5.4346e-20
0.8,0.00695541,1,-102.861770186,6724.46060429,6724.46060429,-113.118,0.984442,100,3.4236,465.950705748,-102.861770186,1.11266,0.391913,-103.279,449.375286129,500,85.3088,0.0709604,0.002,0.000796213,-102.861770186,140.45,2.92885e-07
0.8,0.01,2,-124.040586366,13245.6172011,13245.6172011,-144.897,1.0,100,1.0,100.0,-124.040586366,1.0,1.0,-124.041,500.0,500,114.513,,0.01,0.01,-124.040586366,164.96,3.50449e-18
0.8,0.005,2,-104.786724744,7782.37620475,7782.37620475,-129.162,1.0,100,1.0,200.000000102,-104.786724744,1.0,1.0,-114.414,500.0,500,102.477,,0.005,0.005,-104.786724744,142.29,2.1793e-19
0.8,0.00333333,2,-114.620598129,10504.036019,10504.036019,-126.525,1.0,100,1.0,299.999969474,-114.620598129,1.0,1.0,-114.483,500.0,500,102.31,,0.00333333,0.00333333,-114.620598129,153.89,5.43914e-20
0.8,0.0025,2,-113.097614156,10697.6271854,10697.6271854,-124.565,1.0,100,1.0,400.0,-113.097614156,1.0,1.0,-114.136,500.0,500,102.462,,0.0025,0.0025,-113.097614156,151.59,5.4346e-20
0.8,0.0187849,1,-105.75200278,7730.9010328,7730.9010328,-111.836,1.03663,100,9.73651,197.199446397,-105.75200278,2.69475,5.68187e-18,-96.5245,185.545980571,500,108.313,1.65336,0.002,1.09622e-20,-105.75200278,143.76,6.15433e-06
0.8,0.01,2,-108.292128541,8643.26667919,8643.26667919,-129.149,1.0,100,1.0,100.0,-108.292128541,1.0,1.0,-108.292,500.0,500,92.5032,,0.01,0.01,-108.292128541,146.07,3.50449e-18
0.8,0.005,2,-115.635548621,9542.25757088,9542.25757088,-126.712,1.0,100,1.0,200.000000102,-115.635548621,1.0,1.0,-111.964,500.0,500,94.949,,0.005,0.005,-115.635548621,155.61,2.1793e-19
0.8,0.00333333,2,-123.717640597,13257.9615773,13257.9615773,-127.924,1.0,100,1.0,299.999969474,-123.717640597,1.0,1.0,-115.882,500.0,500,102.059,,0.00333333,0.00333333,-123.717640597,163.82,5.43914e-20
0.8,0.0025,2,-114.653030339,11599.7726823,11599.7726823,-126.003,1.0,100,1.0,400.0,-114.653030339,1.0,1.0,-115.575,500.0,500,103.36,,0.0025,0.0025,-114.653030339,152.7,5.4346e-20
0.8,0.0393718,1,-113.931280426,10626.5460617,10626.5460617,-113.599,0.920241,100,18.1158,51.1555127455,-113.931280426,8.49341,5.2036e-18,-86.4152,58.8691827877,500,104.972,7.4452,0.002,1.13092e-20,-113.931280426,152.86,3.51668e-05
0.8,0.01,2,-104.275275258,7758.26423008,7758.26423008,-125.132,1.0,100,1.0,100.0,-104.275275258,1.0,1.0,-104.275,500.0,500,87.6395,,0.01,0.01,-104.275275258,141.91,3.50449e-18
0.8,0.005,2,-105.042326326,7763.56984534,7763.56984534,-119.407,1.0,100,1.0,200.000000102,-105.042326326,1.0,1.0,-104.659,500.0,500,87.6553,,0.005,0.005,-105.042326326,143.1,2.1793e-19
0.8,0.00333333,2,-95.5905670878,5868.44265603,5868.44265603,-113.678,1.0,100,1.0,299.999969474,-95.5905670878,1.0,1.0,-101.636,500.0,500,84.1259,,0.00333333,0.00333333,-95.5905670878,131.5,5.43914e-20
0.8,0.0025,2,-92.121459382,4739.27442539,4739.27442539,-109.686,1.0,100,1.0,400.0,-92.121459382,1.0,1.0,-99.2574,500.0,500,80.609,,0.0025,0.0025,-92.121459382,127.53,5.4346e-20
0.8,0.0124388,1,-117.222901175,11508.3546417,11508.3546417,-110.969,1.01508,100,6.31319,390.179648641,-117.222901175,1.22077,0.508089,-100.663,409.577681216,500,83.8207,0.290593,0.002,0.00100109,-117.222901175,156.68,1.1281e-06
0.8,0.01,2,-112.77089686,10709.0575474,10709.0575474,-133.628,1.0,100,1.0,100.0,-112.77089686,1.0,1.0,-112.771,500.0,500,102.966,,0.01,0.01,-112.77089686,151.28,3.50449e-18
0.8,0.005,2,-110.757268198,9669.34897237,9669.34897237,-126.512,1.0,100,1.0,200.000000102,-110.757268198,1.0,1.0,-111.764,500.0,500,100.441,,0.005,0.005,-110.757268198,149.91,2.1793e-19
0.8,0.00333333,2,-99.5939085656,6780.91087271,6780.91087271,-119.749,1.0,100,1.0,299.999969474,-99.5939085656,1.0,1.0,-107.707,500.0,500,94.8481,,0.00333333,0.00333333,-99.5939085656,136.92,5.43914e-20
0.8,0.0025,2,-110.203289594,8558.17899796,8558.17899796,-118.76,1.0,100,1.0,400.0,-110.203289594,1.0,1.0,-108.331,500.0,500,94.1618,,0.0025,0.0025,-110.203289594,149.0,5.4346e-20
0.8,0.00591878,1,-95.399892358,4703.99281578,4703.99281578,-112.648,0.962903,100,2.84961,365.38535439,-95.399892358,1.37492,0.00039081,-101.711,363.657582158,500,93.4864,0.342275,0.002,8.11733e-07,-95.399892358,131.65,1.47663e-06
0.8,0.01,2,-107.610125804,8603.42064011,8603.42064011,-128.466,1.0,100,1.0,100.0,-107.610125804,1.0,1.0,-107.61,500.0,500,92.2897,,0.01,0.01,-107.610125804,146.32,3.50449e-18
0.8,0.005,2,-108.324008144,8716.70275498,8716.70275498,-122.715,1.0,100,1.0,200.000000102,-108.324008144,1.0,1.0,-107.967,500.0,500,92.5937,,0.005,0.005,-108.324008144,146.6,2.1793e-19
0.8,0.00333333,2,-123.839370558,13193.9052553,13193.9052553,-125.3,1.0,100,1.0,299.999969474,-123.839370558,1.0,1.0,-113.258,500.0,500,100.627,,0.00333333,0.00333333,-123.839370558,164.49,5.43914e-20
0.8,0.0025,2,-125.297395236,13291.185902,13291.185902,-126.696,1.0,100,1.0,400.0,-125.297395236,1.0,1.0,-116.268,500.0,500,104.456,,0.0025,0.0025,-125.297395236,165.9,5.4346e-20
0.8,0.034658,1,-114.764339022,11698.7342484,11698.7342484,-110.375,0.864489,100,14.9807,74.5646664022,-114.764339022,5.15111,8.56913e-31,-89.205,97.0663644204,500,131.589,4.27257,0.002,1.98247e-33,-114.764339022,153.06,2.28681e-05
0.8,0.01,2,-114.74125815,11622.6654109,11622.6654109,-135.598,1.0,100,1.0,100.0,-114.74125815,1.0,1.0,-114.741,500.0,500,107.268,,0.01,0.01,-114.74125815,153.34,3.50449e-18
0.8,0.005,2,-113.618646395,10793.246271,10793.246271,-128.928,1.0,100,1.0,200.000000102,-113.618646395,1.0,1.0,-114.18,500.0,500,105.338,,0.005,0.005,-113.618646395,152.55,2.1793e-19
0.8,0.00333333,2,-120.990943272,12311.6259613,12311.6259613,-128.492,1.0,100,1.0,299.999969474,-120.990943272,1.0,1.0,-116.45,500.0,500,107.101,,0.00333333,0.00333333,-120.990943272,160.97,5.43914e-20
0.8,0.0025,2,-131.739994299,14915.2525979,14915.2525979,-130.701,1.0,100,1.0,400.0,-131.739994299,1.0,1.0,-120.273,500.0,500,111.078,,0.0025,0.0025,-131.739994299,173.13,5.4346e-20
0.8,0.00799501,1,-110.330342977,8657.59333697,8657.59333697,-124.28,1.01277,100,4.04854,321.5464418,-110.330342977,1.58694,0.000382813,-112.53,315.071432048,500,119.684,0.570387,0.002,7.55975e-07,-110.330342977,148.84,2.22439e-06
0.8,0.01,2,-89.2774417077,2634.04545604,2634.04545604,-110.132,1.0,100,1.0,100.0,-89.2774417077,1.0,1.0,-89.2774,500.0,500,51.0657,,0.01,0.01,-89.2774417077,125.23,3.50449e-18
0.8,0.005,2,-121.84949904,12332.7925932,12332.7925932,-120.312,1.0,100,1.0,200.000000102,-121.84949904,1.0,1.0,-105.563,500.0,500,87.6003,,0.005,0.005,-121.84949904,162.28,2.1793e-19
0.8,0.00333333,2,-129.562475408,13861.2420434,13861.2420434,-125.605,1.0,100,1.0,299.999969474,-129.562475408,1.0,1.0,-113.563,500.0,500,99.0862,,0.00333333,0.00333333,-129.562475408,171.16,5.43914e-20
0.8,0.0025,2,-106.400386487,7641.07536276,7641.07536276,-122.201,1.0,100,1.0,400.0,-106.400386487,1.0,1.0,-111.772,500.0,500,96.2515,,0.0025,0.0025,-106.400386487,144.85,5.4346e-20
0.8,0.0140213,1,-108.710065462,9866.2924077,9866.2924077,-116.507,0.988882,100,6.9327,206.969475147,-108.710065462,2.42767,3.57111e-18,-101.973,205.958476202,500,109.764,1.38728,0.002,7.22251e-21,-108.710065462,146.57,5.67462e-06
0.8,0.01,2,-103.586724211,8784.19905828,8784.19905828,-124.444,1.0,100,1.0,100.0,-103.586724211,1.0,1.0,-103.587,500.0,500,93.2543,,0.01,0.01,-103.586724211,140.91,3.50449e-18
0.8,0.005,2,-131.31014286,14900.112332,14900.112332,-132.197,1.0,100,1.0,200.000000102,-131.31014286,1.0,1.0,-117.448,500.0,500,109.16,,0.005,0.005,-131.31014286,172.31,2.1793e-19
0.8,0.00333333,2,-137.706259772,16363.4491832,16363.4491832,-136.243,1.0,100,1.0,299.999969474,-137.706259772,1.0,1.0,-124.201,500.0,500,115.91,,0.00333333,0.00333333,-137.706259772,180.24,5.43914e-20
0.8,0.0025,2,-113.726442066,11717.4686184,11717.4686184,-132.011,1.0,100,1.0,400.0,-113.726442066,1.0,1.0,-121.582,500.0,500,114.004,,0.0025,0.0025,-113.726442066,152.18,5.4346e-20
0.8,0.0319602,1,-121.455791747,13456.1636138,13456.1636138,-110.732,1.03428,100,16.5279,48.5933412673,-121.455791747,8.47967,,-83.5677,58.9645352199,500,83.4495,9.95719,0.002,,-121.455791747,161.27,3.72324e-05
0.8,0.01,2,-122.76426273,12268.6421471,12268.6421471,-143.621,1.0,100,1.0,100.0,-122.76426273,1.0,1.0,-122.764,500.0,500,110.209,,0.01,0.01,-122.76426273,163.51,3.50449e-18
0.8,0.005,2,-97.7328854726,6801.97549817,6801.97549817,-124.997,1.0,100,1.0,200.000000102,-97.7328854726,1.0,1.0,-110.249,500.0,500,97.9622,,0.005,0.005,-97.7328854726,133.38,2.1793e-19
0.8,0.00333333,2,-121.312882846,12407.4606487,12407.4606487,-125.979,1.0,100,1.0,299.999969474,-121.312882846,1.0,1.0,-113.937,500.0,500,102.564,,0.00333333,0.00333333,-121.312882846,161.6,5.43914e-20
0.8,0.0025,2,-101.114098824,6790.36741445,6790.36741445,-121.16,1.0,100,1.0,400.0,-101.114098824,1.0,1.0,-110.731,500.0,500,97.9846,,0.0025,0.0025,-101.114098824,137.92,5.4346e-20
0.8,0.0263452,1,-116.431497564,11494.783225,11494.783225,-120.165,1.14128,100,15.0336,322.239499635,-116.431497564,1.33575,0.00500642,-109.384,374.320410934,500,103.26,0.719966,0.002,8.77332e-06,-116.431497564,156.24,2.21098e-06
0.8,0.01,2,-115.171626823,10562.6815496,10562.6815496,-136.029,1.0,100,1.0,100.0,-115.171626823,1.0,1.0,-115.172,500.0,500,102.26,,0.01,0.01,-115.171626823,154.46,3.50449e-18
0.8,0.005,2,-94.6445562688,5887.88067648,5887.88067648,-119.656,1.0,100,1.0,200.000000102,-94.6445562688,1.0,1.0,-104.908,500.0,500,90.8205,,0.005,0.005,-94.6445562688,129.85,2.1793e-19
