Delta,MaxNormIw,IterType,AvgRet,VarDiscRet,VarRet,Bound,AvgVanillaIw,EpsThisIter,MaxVanillaIw,ESSClassic,AvgDiscRet,eRenyi2,MinVanillaIw,J,ESSRenyi,BatchSize,VarJ,VarVanillaIw,AvgNormIw,MinNormIw,VanillaAvgRet,AvgEpLen,VarNormIw
0.8,0.00333333,2,-104.696027781,8730.78086089,8730.78086089,-116.879,1.0,100,1.0,299.999969474,-104.696027781,1.0,1.0,-104.837,500.0,500,91.5428,,0.00333333,0.00333333,-104.696027781,142.35,5.43914e-20
0.8,0.0025,2,-123.090961933,13272.4198637,13272.4198637,-119.829,1.0,100,1.0,400.0,-123.090961933,1.0,1.0,-109.401,500.0,500,98.1451,,0.0025,0.0025,-123.090961933,162.86,5.4346e-20
0.8,0.00862396,1,-93.7675955805,4645.78119198,4645.78119198,-111.543,1.03025,100,4.4424,254.20261158,-93.7675955805,2.01832,0.00131225,-98.2918,247.730219727,500,103.222,1.02837,0.002,2.54745e-06,-93.7675955805,130.34,3.8755e-06
0.8,0.01,2,-103.35079898,7843.99190533,7843.99190533,-124.208,1.0,100,1.0,100.0,-103.35079898,1.0,1.0,-103.351,500.0,500,88.1224,,0.01,0.01,-103.35079898,140.11,3.50449e-18
0.8,0.005,2,-110.249835825,8592.68661334,8592.68661334,-121.549,1.0,100,1.0,200.000000102,-110.249835825,1.0,1.0,-106.8,500.0,500,90.2666,,0.005,0.005,-110.249835825,149.05,2.1793e-19
0.8,0.00333333,2,-98.792804442,6774.75581654,6774.75581654,-116.173,1.0,100,1.0,299.999969474,-98.792804442,1.0,1.0,-104.131,500.0,500,87.6468,,0.00333333,0.00333333,-98.792804442,135.42,5.43914e-20
0.8,0.0025,2,-98.679735771,6783.27995078,6783.27995078,-113.197,1.0,100,1.0,400.0,-98.679735771,1.0,1.0,-102.768,500.0,500,86.2896,,0.0025,0.0025,-98.679735771,134.87,5.4346e-20
0.8,0.00981483,1,-92.8202969649,4835.13567228,4835.13567228,-106.625,0.985431,100,4.83592,262.8117273,-92.8202969649,1.82378,0.000896242,-94.0288,274.155255798,500,85.2871,0.878156,0.002,1.81898e-06,-92.8202969649,127.71,3.61725e-06
0.8,0.01,2,-100.729399692,6738.35829143,6738.35829143,-121.586,1.0,100,1.0,100.0,-100.729399692,1.0,1.0,-100.729,500.0,500,81.676,,0.01,0.01,-100.729399692,137.46,3.50449e-18
0.8,0.005,2,-108.009433199,9749.03737046,9749.03737046,-119.118,1.0,100,1.0,200.000000102,-108.009433199,1.0,1.0,-104.369,500.0,500,90.413,,0.005,0.005,-108.009433199,145.57,2.1793e-19
0.8,0.00333333,2,-114.71083601,10515.6352125,10515.6352125,-119.858,1.0,100,1.0,299.999969474,-114.71083601,1.0,1.0,-107.817,500.0,500,94.5706,,0.00333333,0.00333333,-114.71083601,153.27,5.43914e-20
0.8,0.0025,2,-125.419719388,14192.1542727,14192.1542727,-122.646,1.0,100,1.0,400.0,-125.419719388,1.0,1.0,-112.217,500.0,500,101.382,,0.0025,0.0025,-125.419719388,165.55,5.4346e-20
0.8,0.0208336,1,-109.137179213,8709.54784962,8709.54784962,-114.838,0.972661,100,10.132,224.173890126,-109.137179213,2.10417,0.000876138,-101.307,237.623888025,500,92.6108,1.16639,0.002,1.80153e-06,-109.137179213,147.47,4.93152e-06
0.8,0.01,2,-100.29446114,5919.16011935,5919.16011935,-121.152,1.0,100,1.0,100.0,-100.29446114,1.0,1.0,-100.294,500.0,500,76.5504,,0.01,0.01,-100.29446114,137.57,3.50449e-18
0.8,0.005,2,-112.894796061,9681.56680413,9681.56680413,-121.343,1.0,100,1.0,200.000000102,-112.894796061,1.0,1.0,-106.595,500.0,500,88.1025,,0.005,0.005,-112.894796061,152.41,2.1793e-19
0.8,0.00333333,2,-92.7457949166,3743.38429985,3743.38429985,-114.02,1.0,100,1.0,299.999969474,-92.7457949166,1.0,1.0,-101.978,500.0,500,80.3283,,0.00333333,0.00333333,-92.7457949166,129.12,5.43914e-20
0.8,0.0025,2,-125.326246293,13127.0448525,13127.0448525,-118.244,1.0,100,1.0,400.0,-125.326246293,1.0,1.0,-107.815,500.0,500,90.5021,,0.0025,0.0025,-125.326246293,166.0,5.4346e-20
0.8,0.0195253,1,-115.140149227,10552.7763862,10552.7763862,-116.59,1.07504,100,10.4952,288.383294044,-115.140149227,1.58519,0.191215,-104.846,315.420421413,500,91.6061,0.849759,0.002,0.000355736,-115.140149227,153.46,2.94108e-06
0.8,0.01,2,-96.4323986079,5797.06541738,5797.06541738,-117.289,1.0,100,1.0,100.0,-96.4323986079,1.0,1.0,-96.4324,500.0,500,75.7568,,0.01,0.01,-96.4323986079,132.65,3.50449e-18
0.8,0.005,2,-113.72357808,11751.4764743,11751.4764743,-119.826,1.0,100,1.0,200.000000102,-113.72357808,1.0,1.0,-105.078,500.0,500,93.6017,,0.005,0.005,-113.72357808,151.72,2.1793e-19
0.8,0.00333333,2,-121.396841139,12323.9679389,12323.9679389,-122.56,1.0,100,1.0,299.999969474,-121.396841139,1.0,1.0,-110.518,500.0,500,99.8346,,0.00333333,0.00333333,-121.396841139,161.67,5.43914e-20
0.8,0.0025,2,-114.149112539,9596.94957858,9596.94957858,-121.854,1.0,100,1.0,400.0,-114.149112539,1.0,1.0,-111.425,500.0,500,99.2619,,0.0025,0.0025,-114.149112539,153.47,5.4346e-20
0.8,0.00287961,1,-96.4418976185,5732.21808889,5732.21808889,-117.502,0.995726,100,1.43365,494.286659748,-96.4418976185,1.01247,0.385419,-108.116,493.839405505,500,95.1049,0.0114833,0.002,0.000774148,-96.4418976185,133.34,4.63283e-08
0.8,0.01,2,-105.555943768,7656.64439891,7656.64439891,-126.413,1.0,100,1.0,100.0,-105.555943768,1.0,1.0,-105.556,500.0,500,87.0636,,0.01,0.01,-105.555943768,143.28,3.50449e-18
0.8,0.005,2,-106.751148303,7648.38304586,7648.38304586,-120.902,1.0,100,1.0,200.000000102,-106.751148303,1.0,1.0,-106.154,500.0,500,87.0422,,0.005,0.005,-106.751148303,145.0,2.1793e-19
0.8,0.00333333,2,-101.362671696,7784.31328853,7784.31328853,-116.598,1.0,100,1.0,299.999969474,-101.362671696,1.0,1.0,-104.557,500.0,500,87.3202,,0.00333333,0.00333333,-101.362671696,137.75,5.43914e-20
0.8,0.0025,2,-112.539639731,10644.8374188,10644.8374188,-116.981,1.0,100,1.0,400.0,-112.539639731,1.0,1.0,-106.552,500.0,500,91.4613,,0.0025,0.0025,-112.539639731,151.05,5.4346e-20
0.8,0.00937844,1,-116.456630827,10513.9646396,10513.9646396,-115.606,1.04624,100,4.90604,409.309119455,-116.456630827,1.2506,0.736857,-105.175,399.807412411,500,87.8916,0.243021,0.002,0.00140858,-116.456630827,155.9,8.88059e-07
0.8,0.01,2,-118.55492943,11501.2830513,11501.2830513,-139.412,1.0,100,1.0,100.0,-118.55492943,1.0,1.0,-118.555,500.0,500,106.706,,0.01,0.01,-118.55492943,158.17,3.50449e-18
0.8,0.005,2,-132.644315521,15887.5538483,15887.5538483,-140.348,1.0,100,1.0,200.000000102,-132.644315521,1.0,1.0,-125.6,500.0,500,116.649,,0.005,0.005,-132.644315521,174.41,2.1793e-19
0.8,0.00333333,2,-119.008746209,12430.4016061,12430.4016061,-135.445,1.0,100,1.0,299.999969474,-119.008746209,1.0,1.0,-123.403,500.0,500,114.818,,0.00333333,0.00333333,-119.008746209,159.42,5.43914e-20
0.8,0.0025,2,-121.84303978,13363.8864384,13363.8864384,-133.441,1.0,100,1.0,400.0,-121.84303978,1.0,1.0,-123.013,500.0,500,114.871,,0.0025,0.0025,-121.84303978,161.92,5.4346e-20
0.8,0.00703713,1,-117.853697274,12618.1047843,12618.1047843,-126.776,1.02389,100,3.60262,214.521862616,-117.853697274,2.40455,1.15656e-09,-112.312,207.939356309,500,158.206,1.3979,0.002,2.25914e-12,-117.853697274,156.87,5.33372e-06
0.8,0.01,2,-105.151246359,8852.78929722,8852.78929722,-126.008,1.0,100,1.0,100.0,-105.151246359,1.0,1.0,-105.151,500.0,500,93.6176,,0.01,0.01,-105.151246359,142.44,3.50449e-18
0.8,0.005,2,-110.194952442,8693.41005622,8693.41005622,-122.421,1.0,100,1.0,200.000000102,-110.194952442,1.0,1.0,-107.673,500.0,500,93.2294,,0.005,0.005,-110.194952442,148.32,2.1793e-19
0.8,0.00333333,2,-107.004807193,8741.41170461,8741.41170461,-119.492,1.0,100,1.0,299.999969474,-107.004807193,1.0,1.0,-107.45,500.0,500,93.1625,,0.00333333,0.00333333,-107.004807193,145.06,5.43914e-20
0.8,0.0025,2,-109.557158143,8758.66488012,8758.66488012,-118.406,1.0,100,1.0,400.0,-109.557158143,1.0,1.0,-107.977,500.0,500,93.156,,0.0025,0.0025,-109.557158143,148.38,5.4346e-20
0.8,0.0134088,1,-115.145318849,10446.8180218,10446.8180218,-109.925,1.07926,100,7.23581,164.471873113,-115.145318849,2.95613,1.03021e-05,-93.8881,169.140192943,500,87.6798,2.38102,0.002,1.9091e-08,-115.145318849,154.73,8.1765e-06
0.8,0.01,2,-117.072536273,11525.671188,11525.671188,-137.93,1.0,100,1.0,100.0,-117.072536273,1.0,1.0,-117.073,500.0,500,106.82,,0.01,0.01,-117.072536273,156.42,3.50449e-18
0.8,0.005,2,-129.861359237,13859.3639234,13859.3639234,-138.215,1.0,100,1.0,200.000000102,-129.861359237,1.0,1.0,-123.467,500.0,500,112.279,,0.005,0.005,-129.861359237,171.93,2.1793e-19
0.8,0.00333333,2,-103.646974005,7754.92639108,7754.92639108,-128.902,1.0,100,1.0,299.999969474,-103.646974005,1.0,1.0,-116.86,500.0,500,105.123,,0.00333333,0.00333333,-103.646974005,141.52,5.43914e-20
0.8,0.0025,2,-102.399515086,6671.19932748,6671.19932748,-123.674,1.0,100,1.0,400.0,-102.399515086,1.0,1.0,-113.245,500.0,500,99.8919,,0.0025,0.0025,-102.399515086,139.74,5.4346e-20
0.8,0.0146816,1,-122.786624089,13251.9391202,13251.9391202,-122.025,1.06449,100,7.81422,335.244573641,-122.786624089,1.33377,0.694113,-111.253,374.877183888,500,97.789,0.557991,0.002,0.00130412,-122.786624089,163.03,1.96972e-06
0.8,0.01,2,-110.829737763,8820.37767142,8820.37767142,-131.685,1.0,100,1.0,100.0,-110.829737763,1.0,1.0,-110.83,500.0,500,93.4461,,0.01,0.01,-110.829737763,150.0,3.50449e-18
0.8,0.005,2,-117.322885891,11438.4010425,11438.4010425,-128.824,1.0,100,1.0,200.000000102,-117.322885891,1.0,1.0,-114.076,500.0,500,100.193,,0.005,0.005,-117.322885891,156.94,2.1793e-19
0.8,0.00333333,2,-103.36135405,7776.52756035,7776.52756035,-122.546,1.0,100,1.0,299.999969474,-103.36135405,1.0,1.0,-110.505,500.0,500,96.3545,,0.00333333,0.00333333,-103.36135405,140.78,5.43914e-20
0.8,0.0025,2,-101.085801774,6911.21862577,6911.21862577,-118.578,1.0,100,1.0,400.0,-101.085801774,1.0,1.0,-108.15,500.0,500,93.2218,,0.0025,0.0025,-101.085801774,138.02,5.4346e-20
0.8,0.0118361,1,-117.696766981,11451.7555186,11451.7555186,-112.824,1.12448,100,6.65475,163.832067764,-117.696766981,2.7645,4.28311e-21,-97.3149,180.864320454,500,121.89,2.59977,0.002,7.6179e-24,-117.696766981,156.9,8.22408e-06
0.8,0.01,2,-102.280090735,7989.04997205,7989.04997205,-123.137,1.0,100,1.0,100.0,-102.280090735,1.0,1.0,-102.28,500.0,500,88.9335,,0.01,0.01,-102.280090735,139.06,3.50449e-18
0.8,0.005,2,-106.923772886,8719.77846726,8719.77846726,-119.35,1.0,100,1.0,200.000000102,-106.923772886,1.0,1.0,-104.602,500.0,500,90.974,,0.005,0.005,-106.923772886,145.12,2.1793e-19
0.8,0.00333333,2,-113.629053023,9545.39212527,9545.39212527,-119.653,1.0,100,1.0,299.999969474,-113.629053023,1.0,1.0,-107.611,500.0,500,93.1965,,0.00333333,0.00333333,-113.629053023,152.93,5.43914e-20
0.8,0.0025,2,-116.222062068,11529.1873646,11529.1873646,-120.192,1.0,100,1.0,400.0,-116.222062068,1.0,1.0,-109.764,500.0,500,96.8585,,0.0025,0.0025,-116.222062068,155.17,5.4346e-20
0.8,0.00747076,1,-109.26553882,8595.27487866,8595.27487866,-114.524,1.15556,100,4.31647,265.373702882,-109.26553882,1.56596,4.54642e-07,-102.851,319.29214545,500,98.9346,1.18298,0.002,7.86875e-10,-109.26553882,148.5,3.54364e-06
0.8,0.01,2,-115.163096388,10572.4548657,10572.4548657,-136.02,1.0,100,1.0,100.0,-115.163096388,1.0,1.0,-115.163,500.0,500,102.307,,0.01,0.01,-115.163096388,154.39,3.50449e-18
0.8,0.005,2,-123.578723015,13223.5535952,13223.5535952,-134.119,1.0,100,1.0,200.000000102,-123.578723015,1.0,1.0,-119.371,500.0,500,108.613,,0.005,0.005,-123.578723015,163.33,2.1793e-19
0.8,0.00333333,2,-111.252060505,9830.76687211,9830.76687211,-128.707,1.0,100,1.0,299.999969474,-111.252060505,1.0,1.0,-116.665,500.0,500,105.467,,0.00333333,0.00333333,-111.252060505,149.83,5.43914e-20
0.8,0.0025,2,-95.2406465745,4673.5159681,4673.5159681,-121.737,1.0,100,1.0,400.0,-95.2406465745,1.0,1.0,-111.309,500.0,500,97.9041,,0.0025,0.0025,-95.2406465745,132.07,5.4346e-20
0.8,0.0190217,1,-105.714790752,8763.45949863,8763.45949863,-116.833,1.19108,100,11.3282,292.345260284,-105.714790752,1.38137,0.656424,-105.87,361.960017277,500,90.6359,1.00971,0.002,0.00110223,-105.714790752,143.1,2.84691e-06
0.8,0.01,2,-92.1592066173,3687.21367851,3687.21367851,-113.015,1.0,100,1.0,100.0,-92.1592066173,1.0,1.0,-92.1592,500.0,500,60.4181,,0.01,0.01,-92.1592066173,127.91,3.50449e-18
0.8,0.005,2,-112.493503221,10566.0101175,10566.0101175,-117.074,1.0,100,1.0,200.000000102,-112.493503221,1.0,1.0,-102.326,500.0,500,84.6092,,0.005,0.005,-112.493503221,152.1,2.1793e-19
0.8,0.00333333,2,-117.616306282,11592.4393681,11592.4393681,-119.465,1.0,100,1.0,299.999969474,-117.616306282,1.0,1.0,-107.423,500.0,500,93.005,,0.00333333,0.00333333,-117.616306282,157.19,5.43914e-20
0.8,0.0025,2,-115.732617295,11587.3748782,11587.3748782,-119.929,1.0,100,1.0,400.0,-115.732617295,1.0,1.0,-109.5,500.0,500,96.7898,,0.0025,0.0025,-115.732617295,154.3,5.4346e-20
0.8,0.0499074,1,-114.113435066,10810.7100159,10810.7100159,-110.245,1.14311,100,28.5249,104.27887516,-114.113435066,1.00001,0.399082,-100.918,499.996185332,500,91.9656,4.96869,0.002,0.000698236,-114.113435066,152.47,1.52098e-05
0.8,0.01,2,-104.141791064,6841.75675659,6841.75675659,-124.998,1.0,100,1.0,100.0,-104.141791064,1.0,1.0,-104.142,500.0,500,82.3003,,0.01,0.01,-104.141791064,141.45,3.50449e-18
0.8,0.005,2,-124.290155622,12148.6335686,12148.6335686,-128.964,1.0,100,1.0,200.000000102,-124.290155622,1.0,1.0,-114.216,500.0,500,97.4768,,0.005,0.005,-124.290155622,165.96,2.1793e-19
0.8,0.00333333,2,-91.8322583222,4674.88368916,4674.88368916,-118.797,1.0,100,1.0,299.999969474,-91.8322583222,1.0,1.0,-106.755,500.0,500,89.3786,,0.00333333,0.00333333,-91.8322583222,127.33,5.43914e-20
0.8,0.0025,2,-98.1395767733,6904.39743013,6904.39743013,-115.029,1.0,100,1.0,400.0,-98.1395767733,1.0,1.0,-104.601,500.0,500,87.8303,,0.0025,0.0025,-98.1395767733,134.55,5.4346e-20
0.8,0.00958808,1,-100.350896916,5904.20404518,5904.20404518,-107.812,0.98321,100,4.71355,125.513828339,-100.350896916,3.19204,3.39915e-21,-91.1471,156.639853341,500,121.222,2.89005,0.002,6.9144e-24,-100.350896916,137.21,1.19584e-05
0.8,0.01,2,-121.695316855,11401.4290036,11401.4290036,-142.552,1.0,100,1.0,100.0,-121.695316855,1.0,1.0,-121.695,500.0,500,106.242,,0.01,0.01,-121.695316855,162.22,3.50449e-18
0.8,0.005,2,-110.276008806,9770.64011704,9770.64011704,-130.734,1.0,100,1.0,200.000000102,-110.276008806,1.0,1.0,-115.986,500.0,500,102.532,,0.005,0.005,-110.276008806,148.2,2.1793e-19
0.8,0.00333333,2,-102.43080916,8879.18343797,8879.18343797,-123.509,1.0,100,1.0,299.999969474,-102.43080916,1.0,1.0,-111.467,500.0,500,99.8973,,0.00333333,0.00333333,-102.43080916,138.42,5.43914e-20
0.8,0.0025,2,-125.03893289,14310.4352141,14310.4352141,-125.289,1.0,100,1.0,400.0,-125.03893289,1.0,1.0,-114.86,500.0,500,105.171,,0.0025,0.0025,-125.03893289,164.44,5.4346e-20
0.8,0.343323,1,-114.608829662,9601.37951813,9601.37951813,-111.646,1.84048,100,315.94,8.37912519781,-114.608829662,2.11883,0.490392,-98.0686,235.979745696,500,203.182,199.142,0.002,0.000532897,-114.608829662,154.69,0.000235159
0.8,0.01,2,-100.334282443,6904.24134483,6904.24134483,-121.191,1.0,100,1.0,100.0,-100.334282443,1.0,1.0,-100.334,500.0,500,82.6753,,0.01,0.01,-100.334282443,137.29,3.50449e-18
0.8,0.005,2,-110.889321453,9860.20511058,9860.20511058,-120.36,1.0,100,1.0,200.000000102,-110.889321453,1.0,1.0,-105.612,500.0,500,91.2483,,0.005,0.005,-110.889321453,149.47,2.1793e-19
0.8,0.00333333,2,-111.411700987,9592.05691127,9592.05691127,-119.587,1.0,100,1.0,299.999969474,-111.411700987,1.0,1.0,-107.545,500.0,500,93.4007,,0.00333333,0.00333333,-111.411700987,149.99,5.43914e-20
0.8,0.0025,2,-105.43340837,8854.12386611,8854.12386611,-117.446,1.0,100,1.0,400.0,-105.43340837,1.0,1.0,-107.017,500.0,500,93.4612,,0.0025,0.0025,-105.43340837,143.44,5.4346e-20
0.8,0.00515139,1,-103.040388129,7807.24500147,7807.24500147,-113.553,1.0016,100,2.57982,349.832086799,-103.040388129,1.21891,0.000233673,-103.254,410.201361606,500,103.178,0.431492,0.002,4.666e-07,-103.040388129,140.53,1.72046e-06
0.8,0.01,2,-117.28384675,11467.9434249,11467.9434249,-138.141,1.0,100,1.0,100.0,-117.28384675,1.0,1.0,-117.284,500.0,500,106.552,,0.01,0.01,-117.28384675,156.13,3.50449e-18
0.8,0.005,2,-113.502834835,11700.7853257,11700.7853257,-130.141,1.0,100,1.0,200.000000102,-113.502834835,1.0,1.0,-115.393,500.0,500,107.108,,0.005,0.005,-113.502834835,151.94,2.1793e-19
0.8,0.00333333,2,-97.1181628691,5819.7116757,5819.7116757,-121.343,1.0,100,1.0,299.999969474,-97.1181628691,1.0,1.0,-109.302,500.0,500,98.1977,,0.00333333,0.00333333,-97.1181628691,133.57,5.43914e-20
0.8,0.0025,2,-110.315015606,9785.76842806,9785.76842806,-119.984,1.0,100,1.0,400.0,-110.315015606,1.0,1.0,-109.555,500.0,500,98.2561,,0.0025,0.0025,-110.315015606,148.47,5.4346e-20
0.8,0.0093831,1,-107.794838706,9919.09168649,9919.09168649,-115.82,1.23937,100,5.81456,311.513080694,-107.794838706,1.25012,0.72924,-105.391,399.963000859,500,106.354,0.931272,0.002,0.00117679,-107.794838706,145.27,2.42514e-06
0.8,0.01,2,-107.73540802,8709.56878551,8709.56878551,-128.592,1.0,100,1.0,100.0,-107.73540802,1.0,1.0,-107.735,500.0,500,92.8573,,0.01,0.01,-107.73540802,145.35,3.50449e-18
0.8,0.005,2,-108.293307686,8734.30707804,8734.30707804,-122.763,1.0,100,1.0,200.000000102,-108.293307686,1.0,1.0,-108.014,500.0,500,92.9236,,0.005,0.005,-108.293307686,146.06,2.1793e-19
0.8,0.00333333,2,-116.356229247,11731.8659435,11731.8659435,-122.837,1.0,100,1.0,299.999969474,-116.356229247,1.0,1.0,-110.795,500.0,500,98.2014,,0.00333333,0.00333333,-116.356229247,155.08,5.43914e-20
0.8,0.0025,2,-112.505841212,10698.3140598,10698.3140598,-121.651,1.0,100,1.0,400.0,-112.505841212,1.0,1.0,-111.223,500.0,500,99.4033,,0.0025,0.0025,-112.505841212,150.85,5.4346e-20
0.8,0.0136423,1,-105.215100272,8846.6841388,8846.6841388,-117.991,1.03903,100,7.08739,396.546390119,-105.215100272,1.21153,0.77666,-107.724,412.700086982,500,98.7203,0.282211,0.002,0.00149497,-105.215100272,142.46,1.04563e-06
0.8,0.01,2,-106.543977133,8898.24138029,8898.24138029,-127.401,1.0,100,1.0,100.0,-106.543977133,1.0,1.0,-106.544,500.0,500,93.8577,,0.01,0.01,-106.543977133,144.52,3.50449e-18
0.8,0.005,2,-110.295182509,9787.52965516,9787.52965516,-123.168,1.0,100,1.0,200.000000102,-110.295182509,1.0,1.0,-108.42,500.0,500,96.1924,,0.005,0.005,-110.295182509,148.52,2.1793e-19
0.8,0.00333333,2,-93.3354066332,4756.13329268,4756.13329268,-115.433,1.0,100,1.0,299.999969474,-93.3354066332,1.0,1.0,-103.392,500.0,500,88.2538,,0.00333333,0.00333333,-93.3354066332,129.25,5.43914e-20
0.8,0.0025,2,-95.6707996126,4973.47575181,4973.47575181,-111.89,1.0,100,1.0,400.0,-95.6707996126,1.0,1.0,-101.461,500.0,500,84.1645,,0.0025,0.0025,-95.6707996126,132.44,5.4346e-20
0.8,0.00595027,1,-98.1590291797,5820.54448741,5820.54448741,-103.017,1.18235,100,3.51765,241.562198941,-98.1590291797,1.94721,2.05438e-05,-90.0009,256.777714877,500,85.6784,1.49861,0.002,3.47508e-08,-98.1590291797,134.98,4.28801e-06
0.8,0.01,2,-106.639301231,7714.17600449,7714.17600449,-127.496,1.0,100,1.0,100.0,-106.639301231,1.0,1.0,-106.639,500.0,500,87.3901,,0.01,0.01,-106.639301231,144.96,3.50449e-18
0.8,0.005,2,-113.146479063,10748.050688,10748.050688,-124.641,1.0,100,1.0,200.000000102,-113.146479063,1.0,1.0,-109.893,500.0,500,95.6524,,0.005,0.005,-113.146479063,151.34,2.1793e-19
0.8,0.00333333,2,-104.099813162,8827.46565678,8827.46565678,-120.004,1.0,100,1.0,299.999969474,-104.099813162,1.0,1.0,-107.962,500.0,500,94.9743,,0.00333333,0.00333333,-104.099813162,140.88,5.43914e-20
0.8,0.0025,2,-130.444505126,14863.0678746,14863.0678746,-124.011,1.0,100,1.0,400.0,-130.444505126,1.0,1.0,-113.583,500.0,500,102.657,,0.0025,0.0025,-130.444505126,171.76,5.4346e-20
0.8,0.0141525,1,-105.664400319,6799.72280734,6799.72280734,-113.628,1.40633,100,9.95151,140.017955941,-105.664400319,1.47329,0.740219,-102.306,339.376862179,500,117.695,5.09498,0.002,0.0010527,-105.664400319,143.63,1.03045e-05
0.8,0.01,2,-103.966886858,7751.43117899,7751.43117899,-124.824,1.0,100,1.0,100.0,-103.966886858,1.0,1.0,-103.967,500.0,500,87.6009,,0.01,0.01,-103.966886858,141.41,3.50449e-18
0.8,0.005,2,-113.212612509,10837.8134665,10837.8134665,-123.338,1.0,100,1.0,200.000000102,-113.212612509,1.0,1.0,-108.59,500.0,500,96.0367,,0.005,0.005,-113.212612509,151.15,2.1793e-19
0.8,0.00333333,2,-102.003879445,7863.87632636,7863.87632636,-118.436,1.0,100,1.0,299.999969474,-102.003879445,1.0,1.0,-106.394,500.0,500,93.5597,,0.00333333,0.00333333,-102.003879445,138.86,5.43914e-20
0.8,0.0025,2,-112.418750108,10749.043188,10749.043188,-118.329,1.0,100,1.0,400.0,-112.418750108,1.0,1.0,-107.901,500.0,500,96.0846,,0.0025,0.0025,-112.418750108,150.09,5.4346e-20
0.8,0.00319589,1,-135.193429183,14650.4164716,14650.4164716,-120.104,1.05991,100,1.69367,380.917883012,-135.193429183,1.2021,0.00954039,-109.877,415.940121657,500,112.099,0.351904,0.002,1.80023e-05,-135.193429183,177.81,1.25299e-06
0.8,0.01,2,-118.576498061,11391.0881261,11391.0881261,-139.434,1.0,100,1.0,100.0,-118.576498061,1.0,1.0,-118.576,500.0,500,106.194,,0.01,0.01,-118.576498061,158.29,3.50449e-18
0.8,0.005,2,-129.005208959,13037.1488332,13037.1488332,-138.539,1.0,100,1.0,200.000000102,-129.005208959,1.0,1.0,-123.791,500.0,500,110.087,,0.005,0.005,-129.005208959,171.22,2.1793e-19
0.8,0.00333333,2,-98.5824897289,6887.41341915,6887.41341915,-127.43,1.0,100,1.0,299.999969474,-98.5824897289,1.0,1.0,-115.388,500.0,500,102.438,,0.00333333,0.00333333,-98.5824897289,135.26,5.43914e-20
0.8,0.0025,2,-110.057670616,9834.12034581,9834.12034581,-124.484,1.0,100,1.0,400.0,-110.057670616,1.0,1.0,-114.055,500.0,500,101.535,,0.0025,0.0025,-110.057670616,147.5,5.4346e-20
0.8,0.0157633,1,-99.2358757132,5712.31743983,5712.31743983,-117.693,1.12968,100,8.90374,368.100900039,-99.2358757132,1.20213,0.0875737,-107.466,415.927417695,500,95.2808,0.458196,0.002,0.000155042,-99.2358757132,136.67,1.43616e-06
0.8,0.01,2,-113.299622514,10695.6062529,10695.6062529,-134.156,1.0,100,1.0,100.0,-113.299622514,1.0,1.0,-113.3,500.0,500,102.901,,0.01,0.01,-113.299622514,152.4,3.50449e-18
0.8,0.005,2,-111.913553997,9514.8589334,9514.8589334,-127.355,1.0,100,1.0,200.000000102,-111.913553997,1.0,1.0,-112.607,500.0,500,100.023,,0.005,0.005,-111.913553997,150.98,2.1793e-19
0.8,0.00333333,2,-114.863380838,10701.7944973,10701.7944973,-125.401,1.0,100,1.0,299.999969474,-114.863380838,1.0,1.0,-113.359,500.0,500,101.007,,0.00333333,0.00333333,-114.863380838,153.32,5.43914e-20
0.8,0.0025,2,-143.640586109,17906.5489806,17906.5489806,-131.359,1.0,100,1.0,400.0,-143.640586109,1.0,1.0,-120.929,500.0,500,110.705,,0.0025,0.0025,-143.640586109,186.76,5.4346e-20
0.8,0.0381563,1,-97.1123569144,6816.13826158,6816.13826158,-120.975,1.7656,100,33.6844,66.168849859,-97.1123569144,1.50739,0.638458,-109.522,331.699891719,500,231.844,20.4797,0.002,0.000723217,-97.1123569144,133.37,2.62783e-05
0.8,0.01,2,-132.739438944,14711.0747329,14711.0747329,-153.596,1.0,100,1.0,100.0,-132.739438944,1.0,1.0,-132.739,500.0,500,120.681,,0.01,0.01,-132.739438944,174.76,3.50449e-18
0.8,0.005,2,-110.053011838,8578.22751157,8578.22751157,-136.144,1.0,100,1.0,200.000000102,-110.053011838,1.0,1.0,-121.396,500.0,500,107.967,,0.005,0.005,-110.053011838,148.45,2.1793e-19
0.8,0.00333333,2,-123.302614995,13358.8077644,13358.8077644,-134.074,1.0,100,1.0,299.999969474,-123.302614995,1.0,1.0,-122.032,500.0,500,110.365,,0.00333333,0.00333333,-123.302614995,163.7,5.43914e-20
0.8,0.0025,2,-107.566094137,8716.88680377,8716.88680377,-128.844,1.0,100,1.0,400.0,-107.566094137,1.0,1.0,-118.415,500.0,500,106.452,,0.0025,0.0025,-107.566094137,145.79,5.4346e-20
0.8,0.0124904,1,-112.060020124,10663.5274429,10663.5274429,-120.6,1.25088,100,7.81201,171.324041533,-112.060020124,2.15057,2.33832e-06,-106.921,232.496200731,500,157.374,3.00784,0.002,3.73867e-09,-112.060020124,150.85,7.68919e-06
0.8,0.01,2,-91.2605934441,3680.27245195,3680.27245195,-112.118,1.0,100,1.0,100.0,-91.2605934441,1.0,1.0,-91.2606,500.0,500,60.3612,,0.01,0.01,-91.2605934441,127.17,3.50449e-18
0.8,0.005,2,-117.878891346,11463.2443437,11463.2443437,-119.318,1.0,100,1.0,200.000000102,-117.878891346,1.0,1.0,-104.57,500.0,500,87.5967,,0.005,0.005,-117.878891346,156.99,2.1793e-19
